https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FRONT,Volume USDT
1663459200,2022-09-18 00:00:00,FRONT/USDT,0.2397,0.2397,0.2367,0.2376,3572.27819232,852.18316163221
1663372800,2022-09-17 00:00:00,FRONT/USDT,0.2199,0.2538,0.2195,0.2397,1755429.92527513,419055.824718228687
1663286400,2022-09-16 00:00:00,FRONT/USDT,0.2167,0.2212,0.2121,0.22,212195.83425458,46115.010504693155
1663200000,2022-09-15 00:00:00,FRONT/USDT,0.2342,0.2348,0.2163,0.2171,168144.39692156,38065.199016339086
1663113600,2022-09-14 00:00:00,FRONT/USDT,0.234,0.2354,0.2271,0.2334,179282.64881115,41544.151994113974
1663027200,2022-09-13 00:00:00,FRONT/USDT,0.2458,0.2854,0.2338,0.2345,1443434.35190488,377153.110941155205
1662940800,2022-09-12 00:00:00,FRONT/USDT,0.2471,0.256,0.241,0.2455,271516.06714834,67215.665147708805
1662854400,2022-09-11 00:00:00,FRONT/USDT,0.2491,0.3069,0.2407,0.2476,1000100.52017542,266700.716824885206
1662768000,2022-09-10 00:00:00,FRONT/USDT,0.2475,0.2508,0.2404,0.2494,228920.31984315,56200.795631117728
1662681600,2022-09-09 00:00:00,FRONT/USDT,0.2387,0.265,0.2374,0.2474,496934.0562513,123650.160615226737
1662595200,2022-09-08 00:00:00,FRONT/USDT,0.2292,0.242,0.2272,0.2387,696191.63897332,164190.323350744316
1662508800,2022-09-07 00:00:00,FRONT/USDT,0.2114,0.2389,0.2102,0.2289,676800.7974902,151533.550833716379
1662422400,2022-09-06 00:00:00,FRONT/USDT,0.2242,0.2645,0.2111,0.2111,2293050.16752989,560949.107542362865
1662336000,2022-09-05 00:00:00,FRONT/USDT,0.2207,0.2258,0.215,0.224,160853.36165856,35485.697515868009
1662249600,2022-09-04 00:00:00,FRONT/USDT,0.2167,0.2306,0.2155,0.2212,207633.9039967,46391.762627192208
1662163200,2022-09-03 00:00:00,FRONT/USDT,0.2158,0.2181,0.2135,0.2162,72842.71333728,15649.096462964384
1662076800,2022-09-02 00:00:00,FRONT/USDT,0.2155,0.2228,0.2132,0.2158,167760.41520678,36623.608393231267
1661990400,2022-09-01 00:00:00,FRONT/USDT,0.2212,0.2226,0.2079,0.2158,278555.26544621,59541.117539911862
1661904000,2022-08-31 00:00:00,FRONT/USDT,0.2179,0.2241,0.2179,0.221,115176.37175521,25493.569178364532
1661817600,2022-08-30 00:00:00,FRONT/USDT,0.2266,0.23,0.2149,0.2169,200722.41150532,44682.568350349116
1661731200,2022-08-29 00:00:00,FRONT/USDT,0.2214,0.2267,0.217,0.2257,99833.44592033,22236.022245969718
1661644800,2022-08-28 00:00:00,FRONT/USDT,0.2266,0.2295,0.221,0.221,116436.03594269,26423.519451860848
1661558400,2022-08-27 00:00:00,FRONT/USDT,0.2204,0.2277,0.22,0.2259,188796.1124332,42406.235985741978
1661472000,2022-08-26 00:00:00,FRONT/USDT,0.2407,0.2466,0.2198,0.2215,251742.89992765,59095.861834793329
1661385600,2022-08-25 00:00:00,FRONT/USDT,0.2404,0.2467,0.2376,0.2417,141143.32561129,34042.196702600594
1661299200,2022-08-24 00:00:00,FRONT/USDT,0.2399,0.2476,0.2347,0.2396,183469.19997795,44042.185896577873
1661212800,2022-08-23 00:00:00,FRONT/USDT,0.2363,0.2462,0.2341,0.2392,162397.90633383,38743.235255146158
1661126400,2022-08-22 00:00:00,FRONT/USDT,0.242,0.2422,0.2304,0.2365,187101.08875063,43988.220341348812
1661040000,2022-08-21 00:00:00,FRONT/USDT,0.2269,0.2527,0.2269,0.242,291761.073605,69590.541735006845
1660953600,2022-08-20 00:00:00,FRONT/USDT,0.2256,0.2471,0.2256,0.2269,639061.73896635,151083.229462726855
1660867200,2022-08-19 00:00:00,FRONT/USDT,0.2663,0.2677,0.225,0.2261,559169.28053298,132310.476714878904
1660780800,2022-08-18 00:00:00,FRONT/USDT,0.2649,0.2774,0.2606,0.2663,249355.93608665,66834.795514740514
1660694400,2022-08-17 00:00:00,FRONT/USDT,0.2764,0.2839,0.2625,0.2649,253998.37683479,68922.798418776007
1660608000,2022-08-16 00:00:00,FRONT/USDT,0.2736,0.2802,0.2654,0.277,244972.19466765,66880.108082555661
1660521600,2022-08-15 00:00:00,FRONT/USDT,0.2803,0.2879,0.2701,0.2736,182562.86496414,50555.411176466954
1660435200,2022-08-14 00:00:00,FRONT/USDT,0.2923,0.297,0.2798,0.2803,213426.00271398,61590.700264731148
1660348800,2022-08-13 00:00:00,FRONT/USDT,0.2893,0.3003,0.289,0.2918,165027.38792459,48534.97380234839
1660262400,2022-08-12 00:00:00,FRONT/USDT,0.2826,0.2912,0.2806,0.2894,144052.58386872,41105.541831445089
1660176000,2022-08-11 00:00:00,FRONT/USDT,0.2874,0.2966,0.2805,0.2829,212768.59849741,61594.207463918156
1660089600,2022-08-10 00:00:00,FRONT/USDT,0.2718,0.2883,0.2675,0.2883,424651.35164054,117190.525627912841
1660003200,2022-08-09 00:00:00,FRONT/USDT,0.2817,0.2895,0.265,0.2719,629300.69459241,172025.094221609171
1659916800,2022-08-08 00:00:00,FRONT/USDT,0.28,0.2887,0.2792,0.2825,224598.77831933,63600.33364756417
1659830400,2022-08-07 00:00:00,FRONT/USDT,0.2832,0.2853,0.2764,0.2797,140636.26848838,39388.10764505584
1659744000,2022-08-06 00:00:00,FRONT/USDT,0.2917,0.292,0.2778,0.2824,189477.93374025,54010.69549776644
1659657600,2022-08-05 00:00:00,FRONT/USDT,0.2705,0.3087,0.2704,0.2917,432460.30695225,125576.545048047752
1659571200,2022-08-04 00:00:00,FRONT/USDT,0.2708,0.2817,0.2668,0.2702,239218.26643341,65528.434548758816
1659484800,2022-08-03 00:00:00,FRONT/USDT,0.2796,0.2884,0.2688,0.2708,497614.15327947,138974.550059858529
1659398400,2022-08-02 00:00:00,FRONT/USDT,0.2874,0.2902,0.276,0.2797,457169.41418196,128573.569217746798
1659312000,2022-08-01 00:00:00,FRONT/USDT,0.3063,0.3133,0.2802,0.2874,880907.52297465,261707.672789810484
1659225600,2022-07-31 00:00:00,FRONT/USDT,0.3267,0.3736,0.3022,0.3074,2362602.93669935,809043.284695698241
1659139200,2022-07-30 00:00:00,FRONT/USDT,0.28,0.3841,0.2798,0.3284,1997899.32475147,662597.710354494682
1659052800,2022-07-29 00:00:00,FRONT/USDT,0.2648,0.316,0.2629,0.2799,2129657.84142061,624476.680352421846
1658966400,2022-07-28 00:00:00,FRONT/USDT,0.2479,0.2736,0.2457,0.2647,1009290.19054168,266253.751706321556
1658880000,2022-07-27 00:00:00,FRONT/USDT,0.2313,0.249,0.2294,0.2472,462422.81605902,111420.207688526701
1658793600,2022-07-26 00:00:00,FRONT/USDT,0.2324,0.2364,0.2238,0.2306,621361.12001874,141925.527435798098
1658707200,2022-07-25 00:00:00,FRONT/USDT,0.2467,0.2488,0.2322,0.2331,434993.1579275,104012.032035646256
1658620800,2022-07-24 00:00:00,FRONT/USDT,0.2539,0.2593,0.2459,0.2475,277655.49387059,70114.793326783332
1658534400,2022-07-23 00:00:00,FRONT/USDT,0.2497,0.2552,0.2475,0.2535,329967.51182046,83161.327975581186
1658448000,2022-07-22 00:00:00,FRONT/USDT,0.2591,0.2726,0.2471,0.2504,532034.60658089,137710.789171449227
1658361600,2022-07-21 00:00:00,FRONT/USDT,0.2437,0.263,0.2414,0.2602,592880.53574816,149319.428092917736
1658275200,2022-07-20 00:00:00,FRONT/USDT,0.2501,0.269,0.2414,0.2438,1025010.94005515,262731.314404828475
1658188800,2022-07-19 00:00:00,FRONT/USDT,0.2508,0.2565,0.2436,0.25,472875.55271874,118542.49755081235
1658102400,2022-07-18 00:00:00,FRONT/USDT,0.2409,0.2672,0.2401,0.2508,584766.79463323,146953.334706589815
1658016000,2022-07-17 00:00:00,FRONT/USDT,0.2348,0.279,0.2347,0.2402,2261479.63259603,581421.246665696211
1657929600,2022-07-16 00:00:00,FRONT/USDT,0.2252,0.2393,0.2198,0.2351,583552.60835279,133549.600690592469
1657843200,2022-07-15 00:00:00,FRONT/USDT,0.2228,0.2367,0.2194,0.2253,533852.40152654,121132.271099338678
1657756800,2022-07-14 00:00:00,FRONT/USDT,0.2215,0.2634,0.213,0.2234,3386462.37510737,790816.560141739288
1657670400,2022-07-13 00:00:00,FRONT/USDT,0.203,0.2269,0.195,0.2221,957763.85834848,203281.910550229078
1657584000,2022-07-12 00:00:00,FRONT/USDT,0.2054,0.2208,0.2027,0.2029,646917.89339386,135876.159189757347
1657497600,2022-07-11 00:00:00,FRONT/USDT,0.2106,0.2354,0.2053,0.2053,802566.2327677,174338.124111040997
1657411200,2022-07-10 00:00:00,FRONT/USDT,0.2205,0.221,0.205,0.2108,1084577.0859918,226950.311271785996
1657324800,2022-07-09 00:00:00,FRONT/USDT,0.229,0.2356,0.2202,0.2205,435684.8479129,98558.033653690578
1657238400,2022-07-08 00:00:00,FRONT/USDT,0.2137,0.282,0.2123,0.2293,4079691.22406394,996116.114637400173
1657152000,2022-07-07 00:00:00,FRONT/USDT,0.2049,0.2197,0.2003,0.2132,423498.04233263,89779.307297517282
