https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BCHBULL,Volume USDT
1663545600000.0,2022-09-19 00:00:00,BCHBULL/USDT,4.17e-06,4.28e-06,4.12e-06,4.22e-06,0.0,0.0
1663542000000.0,2022-09-18 23:00:00,BCHBULL/USDT,4.25e-06,4.36e-06,4.12e-06,4.17e-06,0.0,0.0
1663538400000.0,2022-09-18 22:00:00,BCHBULL/USDT,4.28e-06,4.31e-06,4.1e-06,4.25e-06,0.0,0.0
1663534800000.0,2022-09-18 21:00:00,BCHBULL/USDT,4.67e-06,4.7e-06,4.13e-06,4.28e-06,0.0,0.0
1663531200000.0,2022-09-18 20:00:00,BCHBULL/USDT,4.75e-06,4.75e-06,4.63e-06,4.67e-06,0.0,0.0
1663527600000.0,2022-09-18 19:00:00,BCHBULL/USDT,4.67e-06,4.75e-06,4.64e-06,4.75e-06,0.0,0.0
1663524000000.0,2022-09-18 18:00:00,BCHBULL/USDT,4.68e-06,4.75e-06,4.57e-06,4.67e-06,0.0,0.0
1663520400000.0,2022-09-18 17:00:00,BCHBULL/USDT,4.8e-06,4.82e-06,4.63e-06,4.68e-06,0.0,0.0
1663516800000.0,2022-09-18 16:00:00,BCHBULL/USDT,5e-06,5e-06,4.75e-06,4.8e-06,44109687.5,211.7265
1663513200000.0,2022-09-18 15:00:00,BCHBULL/USDT,5e-06,5.01e-06,5e-06,5e-06,0.0,0.0
1663509600000.0,2022-09-18 14:00:00,BCHBULL/USDT,5.23e-06,5.23e-06,4.97e-06,5e-06,40660.0,0.2033
1663506000000.0,2022-09-18 13:00:00,BCHBULL/USDT,5.23e-06,5.23e-06,5.23e-06,5.23e-06,0.0,0.0
1663502400000.0,2022-09-18 12:00:00,BCHBULL/USDT,5.23e-06,5.24e-06,5.17e-06,5.23e-06,19885.27724665392,0.104
1663498800000.0,2022-09-18 11:00:00,BCHBULL/USDT,5.23e-06,5.23e-06,5.23e-06,5.23e-06,0.0,0.0
1663495200000.0,2022-09-18 10:00:00,BCHBULL/USDT,5.23e-06,5.26e-06,5.17e-06,5.23e-06,19885.27724665392,0.104
1663491600000.0,2022-09-18 09:00:00,BCHBULL/USDT,5.41e-06,5.41e-06,5.22e-06,5.23e-06,30344.168260038245,0.1587
1663488000000.0,2022-09-18 08:00:00,BCHBULL/USDT,5.41e-06,5.42e-06,5.41e-06,5.41e-06,0.0,0.0
1663484400000.0,2022-09-18 07:00:00,BCHBULL/USDT,5.41e-06,5.42e-06,5.41e-06,5.41e-06,590000.0,3.1919
1663480800000.0,2022-09-18 06:00:00,BCHBULL/USDT,5.43e-06,5.43e-06,5.41e-06,5.41e-06,0.0,0.0
1663477200000.0,2022-09-18 05:00:00,BCHBULL/USDT,5.41e-06,5.44e-06,5.41e-06,5.43e-06,0.0,0.0
1663473600000.0,2022-09-18 04:00:00,BCHBULL/USDT,5.35e-06,5.42e-06,5.35e-06,5.41e-06,10000.0,0.0541
1663470000000.0,2022-09-18 03:00:00,BCHBULL/USDT,5.38e-06,5.38e-06,5.35e-06,5.35e-06,0.0,0.0
1663466400000.0,2022-09-18 02:00:00,BCHBULL/USDT,5.29e-06,5.39e-06,5.29e-06,5.38e-06,9944.237918215613,0.0535
1663462800000.0,2022-09-18 01:00:00,BCHBULL/USDT,5.35e-06,5.35e-06,5.29e-06,5.29e-06,10000.0,0.0529
1663459200000.0,2022-09-18 00:00:00,BCHBULL/USDT,5.48e-06,5.5e-06,5.33e-06,5.35e-06,30336.448598130843,0.1623
1663455600000.0,2022-09-17 23:00:00,BCHBULL/USDT,5.48e-06,5.52e-06,5.48e-06,5.48e-06,0.0,0.0
1663452000000.0,2022-09-17 22:00:00,BCHBULL/USDT,5.48e-06,5.53e-06,5.48e-06,5.48e-06,0.0,0.0
1663448400000.0,2022-09-17 21:00:00,BCHBULL/USDT,5.51e-06,5.53e-06,5.48e-06,5.48e-06,0.0,0.0
1663444800000.0,2022-09-17 20:00:00,BCHBULL/USDT,5.48e-06,5.52e-06,5.48e-06,5.51e-06,0.0,0.0
1663441200000.0,2022-09-17 19:00:00,BCHBULL/USDT,5.48e-06,5.5e-06,5.48e-06,5.48e-06,0.0,0.0
1663437600000.0,2022-09-17 18:00:00,BCHBULL/USDT,5.57e-06,5.59e-06,5.48e-06,5.48e-06,480091.2408759124,2.6309
1663434000000.0,2022-09-17 17:00:00,BCHBULL/USDT,5.57e-06,5.6e-06,5.55e-06,5.57e-06,10035.906642728905,0.0559
1663430400000.0,2022-09-17 16:00:00,BCHBULL/USDT,5.59e-06,5.59e-06,5.53e-06,5.57e-06,9928.186714542191,0.0553
1663426800000.0,2022-09-17 15:00:00,BCHBULL/USDT,5.59e-06,5.59e-06,5.56e-06,5.59e-06,0.0,0.0
1663423200000.0,2022-09-17 14:00:00,BCHBULL/USDT,5.53e-06,5.66e-06,5.53e-06,5.59e-06,30107.33452593918,0.1683
1663419600000.0,2022-09-17 13:00:00,BCHBULL/USDT,5.53e-06,5.55e-06,5.53e-06,5.53e-06,0.0,0.0
1663416000000.0,2022-09-17 12:00:00,BCHBULL/USDT,5.28e-06,5.53e-06,5.28e-06,5.53e-06,39349.00542495479,0.2176
1663412400000.0,2022-09-17 11:00:00,BCHBULL/USDT,5.35e-06,5.35e-06,5.28e-06,5.28e-06,14580018.93939394,76.9825
1663408800000.0,2022-09-17 10:00:00,BCHBULL/USDT,5.41e-06,5.41e-06,5.34e-06,5.35e-06,10000.0,0.0535
1663405200000.0,2022-09-17 09:00:00,BCHBULL/USDT,5.35e-06,5.41e-06,5.35e-06,5.41e-06,18490000.0,100.0309
1663401600000.0,2022-09-17 08:00:00,BCHBULL/USDT,5.35e-06,5.39e-06,5.35e-06,5.35e-06,0.0,0.0
1663398000000.0,2022-09-17 07:00:00,BCHBULL/USDT,5.35e-06,5.36e-06,5.33e-06,5.35e-06,0.0,0.0
1663394400000.0,2022-09-17 06:00:00,BCHBULL/USDT,5.22e-06,5.35e-06,5.22e-06,5.35e-06,19887.85046728972,0.1064
1663390800000.0,2022-09-17 05:00:00,BCHBULL/USDT,5.29e-06,5.29e-06,5.2e-06,5.22e-06,10019.157088122605,0.0523
1663387200000.0,2022-09-17 04:00:00,BCHBULL/USDT,5.28e-06,5.29e-06,5.28e-06,5.29e-06,0.0,0.0
1663383600000.0,2022-09-17 03:00:00,BCHBULL/USDT,5.29e-06,5.29e-06,5.27e-06,5.28e-06,0.0,0.0
1663380000000.0,2022-09-17 02:00:00,BCHBULL/USDT,5.29e-06,5.29e-06,5.26e-06,5.29e-06,0.0,0.0
1663376400000.0,2022-09-17 01:00:00,BCHBULL/USDT,5.29e-06,5.33e-06,5.23e-06,5.29e-06,19886.578449905483,0.1052
1663372800000.0,2022-09-17 00:00:00,BCHBULL/USDT,5.17e-06,5.3e-06,5.17e-06,5.29e-06,19886.578449905483,0.1052
1663369200000.0,2022-09-16 23:00:00,BCHBULL/USDT,5.11e-06,5.17e-06,5.11e-06,5.17e-06,10000.000000000002,0.0517
1663365600000.0,2022-09-16 22:00:00,BCHBULL/USDT,5.23e-06,5.23e-06,5.11e-06,5.11e-06,420117.4168297455,2.1468
1663362000000.0,2022-09-16 21:00:00,BCHBULL/USDT,5.11e-06,5.32e-06,5.11e-06,5.23e-06,40000.0,0.2092
1663358400000.0,2022-09-16 20:00:00,BCHBULL/USDT,5.11e-06,5.11e-06,5.11e-06,5.11e-06,0.0,0.0
1663354800000.0,2022-09-16 19:00:00,BCHBULL/USDT,5.11e-06,5.11e-06,5.11e-06,5.11e-06,0.0,0.0
1663351200000.0,2022-09-16 18:00:00,BCHBULL/USDT,5.05e-06,5.11e-06,4.98e-06,5.11e-06,3927906.0665362035,20.0716
1663347600000.0,2022-09-16 17:00:00,BCHBULL/USDT,5e-06,5.11e-06,4.9e-06,5.05e-06,30118.81188118812,0.1521
1663344000000.0,2022-09-16 16:00:00,BCHBULL/USDT,5.05e-06,5.05e-06,4.91e-06,5e-06,10000.0,0.05
1663340400000.0,2022-09-16 15:00:00,BCHBULL/USDT,5.04e-06,5.06e-06,4.99e-06,5.05e-06,39801.9801980198,0.201
1663336800000.0,2022-09-16 14:00:00,BCHBULL/USDT,4.9e-06,5.09e-06,4.89e-06,5.04e-06,602361.1111111111,3.0359
1663333200000.0,2022-09-16 13:00:00,BCHBULL/USDT,5.09e-06,5.11e-06,4.88e-06,4.9e-06,20510.204081632655,0.1005
1663329600000.0,2022-09-16 12:00:00,BCHBULL/USDT,5.17e-06,5.2e-06,5.07e-06,5.09e-06,10039.292730844792,0.0511
1663326000000.0,2022-09-16 11:00:00,BCHBULL/USDT,5e-06,5.21e-06,5e-06,5.17e-06,29651.83752417795,0.1533
1663322400000.0,2022-09-16 10:00:00,BCHBULL/USDT,4.93e-06,5e-06,4.91e-06,5e-06,0.0,0.0
1663318800000.0,2022-09-16 09:00:00,BCHBULL/USDT,4.82e-06,4.96e-06,4.81e-06,4.93e-06,0.0,0.0
1663315200000.0,2022-09-16 08:00:00,BCHBULL/USDT,4.95e-06,4.99e-06,4.81e-06,4.82e-06,0.0,0.0
1663311600000.0,2022-09-16 07:00:00,BCHBULL/USDT,5.05e-06,5.05e-06,4.94e-06,4.95e-06,10101.0101010101,0.05
1663308000000.0,2022-09-16 06:00:00,BCHBULL/USDT,5.05e-06,5.05e-06,5.03e-06,5.05e-06,0.0,0.0
1663304400000.0,2022-09-16 05:00:00,BCHBULL/USDT,5.05e-06,5.08e-06,5.05e-06,5.05e-06,0.0,0.0
1663300800000.0,2022-09-16 04:00:00,BCHBULL/USDT,5e-06,5.05e-06,5e-06,5.05e-06,10000.0,0.0505
1663297200000.0,2022-09-16 03:00:00,BCHBULL/USDT,5e-06,5e-06,4.97e-06,5e-06,0.0,0.0
1663293600000.0,2022-09-16 02:00:00,BCHBULL/USDT,5e-06,5e-06,4.83e-06,5e-06,0.0,0.0
1663290000000.0,2022-09-16 01:00:00,BCHBULL/USDT,5.01e-06,5.02e-06,5e-06,5e-06,0.0,0.0
1663286400000.0,2022-09-16 00:00:00,BCHBULL/USDT,4.91e-06,5.05e-06,4.9e-06,5.01e-06,20059.880239520957,0.1005
1663282800000.0,2022-09-15 23:00:00,BCHBULL/USDT,5e-06,5e-06,4.91e-06,4.91e-06,340000.0,1.6694
1663279200000.0,2022-09-15 22:00:00,BCHBULL/USDT,5.23e-06,5.23e-06,4.92e-06,5e-06,40660.0,0.2033
1663275600000.0,2022-09-15 21:00:00,BCHBULL/USDT,5.24e-06,5.25e-06,5.23e-06,5.23e-06,0.0,0.0
1663272000000.0,2022-09-15 20:00:00,BCHBULL/USDT,5.05e-06,5.27e-06,5.05e-06,5.24e-06,29599.236641221374,0.1551
1663268400000.0,2022-09-15 19:00:00,BCHBULL/USDT,5.05e-06,5.08e-06,5.05e-06,5.05e-06,0.0,0.0
1663264800000.0,2022-09-15 18:00:00,BCHBULL/USDT,5.11e-06,5.11e-06,5.05e-06,5.05e-06,180000.0,0.909
1663261200000.0,2022-09-15 17:00:00,BCHBULL/USDT,5.11e-06,5.11e-06,5.11e-06,5.11e-06,0.0,0.0
1663257600000.0,2022-09-15 16:00:00,BCHBULL/USDT,5e-06,5.11e-06,4.99e-06,5.11e-06,19882.583170254402,0.1016
1663254000000.0,2022-09-15 15:00:00,BCHBULL/USDT,4.99e-06,5.06e-06,4.82e-06,5e-06,2006899.9999999998,10.0345
1663250400000.0,2022-09-15 14:00:00,BCHBULL/USDT,5.31e-06,5.59e-06,4.94e-06,4.99e-06,270240.4809619239,1.3485
1663246800000.0,2022-09-15 13:00:00,BCHBULL/USDT,5.29e-06,5.31e-06,5.29e-06,5.31e-06,0.0,0.0
1663243200000.0,2022-09-15 12:00:00,BCHBULL/USDT,5.23e-06,5.31e-06,5.23e-06,5.29e-06,10000.0,0.0529
1663239600000.0,2022-09-15 11:00:00,BCHBULL/USDT,5.17e-06,5.23e-06,5.16e-06,5.23e-06,10000.0,0.0523
1663236000000.0,2022-09-15 10:00:00,BCHBULL/USDT,5.16e-06,5.23e-06,5.16e-06,5.17e-06,20116.054158607352,0.104
1663232400000.0,2022-09-15 09:00:00,BCHBULL/USDT,5.17e-06,5.2e-06,5.16e-06,5.16e-06,0.0,0.0
1663228800000.0,2022-09-15 08:00:00,BCHBULL/USDT,5.23e-06,5.23e-06,5.15e-06,5.17e-06,888297.8723404256,4.5925
1663225200000.0,2022-09-15 07:00:00,BCHBULL/USDT,5.11e-06,5.32e-06,5.11e-06,5.23e-06,40000.0,0.2092
1663221600000.0,2022-09-15 06:00:00,BCHBULL/USDT,4.99e-06,5.17e-06,4.84e-06,5.11e-06,40000.0,0.2044
1663218000000.0,2022-09-15 05:00:00,BCHBULL/USDT,4.87e-06,5.01e-06,4.87e-06,4.99e-06,0.0,0.0
1663214400000.0,2022-09-15 04:00:00,BCHBULL/USDT,4.87e-06,4.91e-06,4.86e-06,4.87e-06,0.0,0.0
1663210800000.0,2022-09-15 03:00:00,BCHBULL/USDT,4.94e-06,4.94e-06,4.78e-06,4.87e-06,0.0,0.0
1663207200000.0,2022-09-15 02:00:00,BCHBULL/USDT,5.09e-06,5.09e-06,4.85e-06,4.94e-06,13575506.072874494,67.063
1663203600000.0,2022-09-15 01:00:00,BCHBULL/USDT,5.11e-06,5.11e-06,5e-06,5.09e-06,2169705.304518664,11.0438
1663200000000.0,2022-09-15 00:00:00,BCHBULL/USDT,5.29e-06,5.29e-06,5.11e-06,5.11e-06,30352.250489236787,0.1551
1663196400000.0,2022-09-14 23:00:00,BCHBULL/USDT,5.29e-06,5.29e-06,5.29e-06,5.29e-06,0.0,0.0
1663192800000.0,2022-09-14 22:00:00,BCHBULL/USDT,5.19e-06,5.29e-06,5.17e-06,5.29e-06,19886.578449905483,0.1052
1663189200000.0,2022-09-14 21:00:00,BCHBULL/USDT,4.98e-06,5.21e-06,4.94e-06,5.19e-06,29537.572254335257,0.1533
1663185600000.0,2022-09-14 20:00:00,BCHBULL/USDT,5e-06,5.01e-06,4.94e-06,4.98e-06,0.0,0.0
1663182000000.0,2022-09-14 19:00:00,BCHBULL/USDT,4.93e-06,5e-06,4.92e-06,5e-06,0.0,0.0
1663178400000.0,2022-09-14 18:00:00,BCHBULL/USDT,5.05e-06,5.05e-06,4.79e-06,4.93e-06,4178580.121703854,20.6004
1663174800000.0,2022-09-14 17:00:00,BCHBULL/USDT,5e-06,5.12e-06,5e-06,5.05e-06,30118.81188118812,0.1521
1663171200000.0,2022-09-14 16:00:00,BCHBULL/USDT,5.09e-06,5.11e-06,5e-06,5e-06,20100.0,0.1005
1663167600000.0,2022-09-14 15:00:00,BCHBULL/USDT,5.05e-06,5.11e-06,5.05e-06,5.09e-06,10039.292730844792,0.0511
1663164000000.0,2022-09-14 14:00:00,BCHBULL/USDT,5.06e-06,5.08e-06,4.97e-06,5.05e-06,19900.9900990099,0.1005
1663160400000.0,2022-09-14 13:00:00,BCHBULL/USDT,5.17e-06,5.17e-06,5e-06,5.06e-06,39940.71146245059,0.2021
1663156800000.0,2022-09-14 12:00:00,BCHBULL/USDT,5e-06,5.23e-06,4.99e-06,5.17e-06,69206.96324951644,0.3578
1663153200000.0,2022-09-14 11:00:00,BCHBULL/USDT,5.17e-06,5.17e-06,5e-06,5e-06,30320.0,0.1516
1663149600000.0,2022-09-14 10:00:00,BCHBULL/USDT,5.17e-06,5.18e-06,5.17e-06,5.17e-06,0.0,0.0
1663146000000.0,2022-09-14 09:00:00,BCHBULL/USDT,5.17e-06,5.17e-06,5.16e-06,5.17e-06,0.0,0.0
1663142400000.0,2022-09-14 08:00:00,BCHBULL/USDT,5.05e-06,5.2e-06,5.05e-06,5.17e-06,19883.94584139265,0.1028
1663138800000.0,2022-09-14 07:00:00,BCHBULL/USDT,5.11e-06,5.17e-06,5e-06,5.05e-06,50257.42574257426,0.2538
