https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume RLC,Volume BTC
1663459200,2022-09-18 00:00:00,RLC/BTC,0.00006224,0.00006224,0.00006184,0.00006207,207.2478,0.012816743011
1663372800,2022-09-17 00:00:00,RLC/BTC,0.00006209,0.00006345,0.00006141,0.00006215,5761.5592,0.357520266182
1663286400,2022-09-16 00:00:00,RLC/BTC,0.00006167,0.00006633,0.00006144,0.00006219,17914.2447,1.144561412222
1663200000,2022-09-15 00:00:00,RLC/BTC,0.00006068,0.00006446,0.00006003,0.00006169,7259.2021,0.452408076904
1663113600,2022-09-14 00:00:00,RLC/BTC,0.00006186,0.00006266,0.00006026,0.00006048,2847.7516,0.172608742654
1663027200,2022-09-13 00:00:00,RLC/BTC,0.00006142,0.00006531,0.00006017,0.000062,33833.1526,2.123053287784
1662940800,2022-09-12 00:00:00,RLC/BTC,0.00006006,0.00006437,0.00005848,0.0000624,8907.3657,0.537237110933
1662854400,2022-09-11 00:00:00,RLC/BTC,0.00006181,0.00006356,0.00006016,0.00006026,2212.8183,0.138280744849
1662768000,2022-09-10 00:00:00,RLC/BTC,0.0000633,0.0000638,0.00006096,0.00006096,664.5734,0.041325514768
1662681600,2022-09-09 00:00:00,RLC/BTC,0.00006271,0.00006347,0.00005989,0.00006301,2294.9696,0.140979097038
1662595200,2022-09-08 00:00:00,RLC/BTC,0.000064,0.0000655,0.00006215,0.00006264,3944.2434,0.253097997418
1662508800,2022-09-07 00:00:00,RLC/BTC,0.00005491,0.00006534,0.00005429,0.00006354,8959.8242,0.555159744528
1662422400,2022-09-06 00:00:00,RLC/BTC,0.00005773,0.0000584,0.00005428,0.00005501,2197.8187,0.124030470224
1662336000,2022-09-05 00:00:00,RLC/BTC,0.00005682,0.00005761,0.00005582,0.00005747,209.6859,0.011846378863
1662249600,2022-09-04 00:00:00,RLC/BTC,0.00005683,0.00005767,0.00005618,0.00005621,508.1098,0.028682201384
1662163200,2022-09-03 00:00:00,RLC/BTC,0.00005531,0.00005763,0.00005516,0.00005697,2175.4272,0.124050653191
1662076800,2022-09-02 00:00:00,RLC/BTC,0.00005735,0.00005975,0.00005469,0.0000552,1516.672,0.086968656064
1661990400,2022-09-01 00:00:00,RLC/BTC,0.00005679,0.00005715,0.00005514,0.00005664,1786.1507,0.099687687202
1661904000,2022-08-31 00:00:00,RLC/BTC,0.00006049,0.00006118,0.00005668,0.00005695,6828.9028,0.395372199497
1661817600,2022-08-30 00:00:00,RLC/BTC,0.000062,0.00006342,0.00005924,0.00005997,1492.156,0.092465428593
1661731200,2022-08-29 00:00:00,RLC/BTC,0.00006102,0.00006323,0.00006099,0.00006198,571.1656,0.035307221094
1661644800,2022-08-28 00:00:00,RLC/BTC,0.00006771,0.00006983,0.00006092,0.00006147,2824.0506,0.178169906692
1661558400,2022-08-27 00:00:00,RLC/BTC,0.00006233,0.00006946,0.00006138,0.00006825,7474.4757,0.500421412335
1661472000,2022-08-26 00:00:00,RLC/BTC,0.0000646,0.00006583,0.00006073,0.00006157,4182.706,0.260212718472
1661385600,2022-08-25 00:00:00,RLC/BTC,0.00007322,0.00007322,0.00006461,0.00006467,3362.8542,0.232044481097
1661299200,2022-08-24 00:00:00,RLC/BTC,0.0000597,0.00007719,0.0000597,0.00007208,18758.2692,1.355845389261
1661212800,2022-08-23 00:00:00,RLC/BTC,0.00006343,0.00006378,0.00005902,0.00005969,575.9007,0.034446429363
1661126400,2022-08-22 00:00:00,RLC/BTC,0.00006027,0.00006669,0.00005971,0.00006406,2906.0989,0.18762049306
1661040000,2022-08-21 00:00:00,RLC/BTC,0.00006421,0.00006458,0.00006021,0.00006038,718.2166,0.044423569056
1660953600,2022-08-20 00:00:00,RLC/BTC,0.00005934,0.00006638,0.00005934,0.00006458,2645.5854,0.166923608055
1660867200,2022-08-19 00:00:00,RLC/BTC,0.00005998,0.00006005,0.00005527,0.00005889,5789.1992,0.330372354128
1660780800,2022-08-18 00:00:00,RLC/BTC,0.0000604,0.00006146,0.00005902,0.00005967,5014.44,0.303635509022
1660694400,2022-08-17 00:00:00,RLC/BTC,0.00006215,0.00006469,0.0000601,0.00006052,2140.7531,0.133012010538
1660608000,2022-08-16 00:00:00,RLC/BTC,0.00006153,0.00006222,0.00006005,0.00006187,2076.7968,0.127191223595
1660521600,2022-08-15 00:00:00,RLC/BTC,0.00005867,0.00006787,0.00005867,0.00006085,19992.1228,1.266715062368
1660435200,2022-08-14 00:00:00,RLC/BTC,0.00005795,0.00005968,0.00005451,0.00005968,4681.6264,0.264476992119
1660348800,2022-08-13 00:00:00,RLC/BTC,0.0000593,0.0000593,0.00005647,0.0000581,5457.8269,0.313934231833
1660262400,2022-08-12 00:00:00,RLC/BTC,0.00006213,0.00006623,0.00005776,0.00005869,12161.7293,0.728511983946
1660176000,2022-08-11 00:00:00,RLC/BTC,0.00006109,0.00007761,0.00005866,0.00006241,36038.5161,2.461428993552
1660089600,2022-08-10 00:00:00,RLC/BTC,0.00004458,0.000068,0.00004455,0.0000618,75148.1598,4.438149875755
1660003200,2022-08-09 00:00:00,RLC/BTC,0.00004495,0.00004799,0.00004395,0.00004467,3657.6355,0.166718972613
1659916800,2022-08-08 00:00:00,RLC/BTC,0.00004522,0.00004609,0.00004425,0.00004491,587.8741,0.026473270455
1659830400,2022-08-07 00:00:00,RLC/BTC,0.00004739,0.00004739,0.00004477,0.00004517,1258.6122,0.057131323687
1659744000,2022-08-06 00:00:00,RLC/BTC,0.00004615,0.00004765,0.00004585,0.00004749,757.5081,0.035009967664
1659657600,2022-08-05 00:00:00,RLC/BTC,0.00004561,0.00004656,0.00004521,0.00004628,1118.9411,0.051315837057
1659571200,2022-08-04 00:00:00,RLC/BTC,0.00004492,0.00004589,0.00004454,0.0000454,868.9263,0.039401324403
1659484800,2022-08-03 00:00:00,RLC/BTC,0.00004421,0.0000509,0.00004382,0.00004442,12984.347,0.623905362302
1659398400,2022-08-02 00:00:00,RLC/BTC,0.0000442,0.00004447,0.0000417,0.00004371,2288.6346,0.098563640431
1659312000,2022-08-01 00:00:00,RLC/BTC,0.00004276,0.00004597,0.00004276,0.00004401,2365.1938,0.107558135127
1659225600,2022-07-31 00:00:00,RLC/BTC,0.00004144,0.00004545,0.00004144,0.00004282,6538.3507,0.281053614704
1659139200,2022-07-30 00:00:00,RLC/BTC,0.00004201,0.00004407,0.00004123,0.00004143,7673.6093,0.327559328807
1659052800,2022-07-29 00:00:00,RLC/BTC,0.00003995,0.00004191,0.00003945,0.00004109,3382.186,0.138424663371
1658966400,2022-07-28 00:00:00,RLC/BTC,0.00003868,0.0000401,0.00003858,0.00003935,1853.4561,0.072787525611
1658880000,2022-07-27 00:00:00,RLC/BTC,0.00003982,0.00004007,0.0000383,0.00003886,3146.0391,0.124013544137
1658793600,2022-07-26 00:00:00,RLC/BTC,0.00003931,0.00004034,0.00003885,0.00003983,743.9099,0.029413624127
1658707200,2022-07-25 00:00:00,RLC/BTC,0.00003992,0.00004096,0.00003906,0.00003945,774.8406,0.030954641668
1658620800,2022-07-24 00:00:00,RLC/BTC,0.00004037,0.00004154,0.00003967,0.00004004,4571.4722,0.182547610573
1658534400,2022-07-23 00:00:00,RLC/BTC,0.00003985,0.00004071,0.00003967,0.00004042,806.7147,0.032498866389
1658448000,2022-07-22 00:00:00,RLC/BTC,0.00004077,0.0000415,0.00003969,0.00004002,417.8322,0.017065373573
1658361600,2022-07-21 00:00:00,RLC/BTC,0.00004015,0.00004133,0.0000397,0.00004079,681.6244,0.02760218098
1658275200,2022-07-20 00:00:00,RLC/BTC,0.00004305,0.00004406,0.0000397,0.00003996,6273.4572,0.25957069073
1658188800,2022-07-19 00:00:00,RLC/BTC,0.00004351,0.00004581,0.00004299,0.00004358,6671.8319,0.296473719986
1658102400,2022-07-18 00:00:00,RLC/BTC,0.00004539,0.00004611,0.0000436,0.0000436,2060.0733,0.091424305657
1658016000,2022-07-17 00:00:00,RLC/BTC,0.00004485,0.00004611,0.00004347,0.00004556,15145.3406,0.678212025806
1657929600,2022-07-16 00:00:00,RLC/BTC,0.00004308,0.00004553,0.00004272,0.00004444,1221.727,0.054457955471
1657843200,2022-07-15 00:00:00,RLC/BTC,0.00004419,0.00004488,0.0000425,0.00004297,3808.5477,0.164713888098
1657756800,2022-07-14 00:00:00,RLC/BTC,0.00004231,0.00004585,0.00004188,0.00004544,2636.4085,0.117580232105
1657670400,2022-07-13 00:00:00,RLC/BTC,0.00004429,0.00004498,0.00004089,0.00004226,11152.8752,0.466269435672
1657584000,2022-07-12 00:00:00,RLC/BTC,0.00004307,0.00005081,0.00004307,0.00004432,9744.3319,0.431560730898
1657497600,2022-07-11 00:00:00,RLC/BTC,0.00004498,0.00004518,0.00004267,0.00004295,1529.3964,0.067211300171
1657411200,2022-07-10 00:00:00,RLC/BTC,0.00004677,0.00004732,0.00004427,0.00004495,4353.9182,0.197243060715
1657324800,2022-07-09 00:00:00,RLC/BTC,0.00004431,0.00004822,0.0000441,0.00004731,1047.3309,0.0484570987
1657238400,2022-07-08 00:00:00,RLC/BTC,0.00004698,0.00004719,0.00004353,0.00004386,12081.2423,0.542794976927
1657152000,2022-07-07 00:00:00,RLC/BTC,0.00004881,0.00004991,0.00004653,0.00004656,1187.1499,0.05772322042
1657065600,2022-07-06 00:00:00,RLC/BTC,0.00005188,0.00005216,0.00004891,0.00004896,3592.3258,0.179311174533
1656979200,2022-07-05 00:00:00,RLC/BTC,0.00005024,0.00005581,0.00004998,0.00005211,5010.1521,0.26664185753
1656892800,2022-07-04 00:00:00,RLC/BTC,0.00005538,0.00005551,0.0000498,0.00005027,5138.21530812,0.259277340196533
1656806400,2022-07-03 00:00:00,RLC/BTC,0.00005931,0.00006002,0.00005489,0.00005489,4167.20850556,0.2386488350404276
