https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UMA,Volume USDT
1659312000,2022-08-01 00:00:00,UMA/USDT,2.877,3,2.873,2.959,36982.69518234,108427.87608795407
1659225600,2022-07-31 00:00:00,UMA/USDT,2.969,3.279,2.857,2.872,41338.21054156,125577.33339444701
1659139200,2022-07-30 00:00:00,UMA/USDT,2.967,3.155,2.906,2.964,33681.71678462,101391.36661833343
1659052800,2022-07-29 00:00:00,UMA/USDT,2.864,3.308,2.844,2.967,100126.07445386,305282.92735375476
1658966400,2022-07-28 00:00:00,UMA/USDT,2.743,2.911,2.731,2.859,36311.62315708,101905.75333618442
1658880000,2022-07-27 00:00:00,UMA/USDT,2.594,2.742,2.551,2.74,17834.63342107,47940.97816572233
1658793600,2022-07-26 00:00:00,UMA/USDT,2.634,2.636,2.494,2.598,28937.23945754,74453.82485587585
1658707200,2022-07-25 00:00:00,UMA/USDT,2.858,2.882,2.63,2.631,24958.41265878,68970.04403256532
1658620800,2022-07-24 00:00:00,UMA/USDT,2.808,3.065,2.78,2.855,52309.47135561,151128.08770742118
1658534400,2022-07-23 00:00:00,UMA/USDT,2.64,3.245,2.611,2.803,177375.74881283,516575.91356183505
1658448000,2022-07-22 00:00:00,UMA/USDT,2.719,2.765,2.586,2.647,29304.37745693,78458.12430317092
1658361600,2022-07-21 00:00:00,UMA/USDT,2.671,2.779,2.543,2.722,28701.40494706,76100.15861098912
1658275200,2022-07-20 00:00:00,UMA/USDT,2.845,2.929,2.648,2.662,35886.10819387,101198.39996742216
1658188800,2022-07-19 00:00:00,UMA/USDT,2.747,2.924,2.663,2.845,45359.1271424,125485.11229763883
1658102400,2022-07-18 00:00:00,UMA/USDT,2.626,2.798,2.623,2.747,37418.88729979,101773.85902206946
1658016000,2022-07-17 00:00:00,UMA/USDT,2.663,2.717,2.615,2.626,14548.10785885,38769.29751736361
1657929600,2022-07-16 00:00:00,UMA/USDT,2.593,2.739,2.56,2.663,31143.40944771,82550.80826745758
1657843200,2022-07-15 00:00:00,UMA/USDT,2.586,2.648,2.556,2.588,9001.58176137,23457.33264901747
1657756800,2022-07-14 00:00:00,UMA/USDT,2.532,2.61,2.486,2.582,34546.84148809,88662.44141835
1657670400,2022-07-13 00:00:00,UMA/USDT,2.552,2.671,2.382,2.535,45132.5413043,113350.30621043251
1657584000,2022-07-12 00:00:00,UMA/USDT,2.473,2.632,2.422,2.553,24326.03910255,60728.48404931527
1657497600,2022-07-11 00:00:00,UMA/USDT,2.609,2.713,2.465,2.472,41878.78335887,108743.97774986299
1657411200,2022-07-10 00:00:00,UMA/USDT,2.71,2.791,2.589,2.62,17714.59208302,47446.23606504872
1657324800,2022-07-09 00:00:00,UMA/USDT,2.641,2.805,2.602,2.711,15314.50555271,41225.13533768142
1657238400,2022-07-08 00:00:00,UMA/USDT,2.699,2.76,2.614,2.635,10416.54144795,27939.33587196426
1657152000,2022-07-07 00:00:00,UMA/USDT,2.638,2.728,2.623,2.697,25458.48627716,68248.4394263715
1657065600,2022-07-06 00:00:00,UMA/USDT,2.643,2.708,2.611,2.639,12065.3203133,31897.31657022744
1656979200,2022-07-05 00:00:00,UMA/USDT,2.747,2.793,2.583,2.641,29880.55928932,80225.75789023796
1656892800,2022-07-04 00:00:00,UMA/USDT,2.658,2.906,2.591,2.749,98195.00026229,270027.76296262341
1656806400,2022-07-03 00:00:00,UMA/USDT,2.555,3.082,2.488,2.664,194907.76635395,536640.49124467782
1656720000,2022-07-02 00:00:00,UMA/USDT,2.511,2.697,2.457,2.555,44444.22970509,114614.95430212392
1656633600,2022-07-01 00:00:00,UMA/USDT,2.496,2.937,2.422,2.508,64795.02739699,174432.70681460164
1656547200,2022-06-30 00:00:00,UMA/USDT,2.56,2.568,2.287,2.504,20672.341513,50096.06806579084
1656460800,2022-06-29 00:00:00,UMA/USDT,2.593,2.692,2.515,2.561,31222.021584,80182.30152998295
1656374400,2022-06-28 00:00:00,UMA/USDT,2.702,2.858,2.568,2.594,48792.34377586,131452.76452466081
1656288000,2022-06-27 00:00:00,UMA/USDT,2.678,2.817,2.634,2.706,39482.29518905,107411.46628097707
1656201600,2022-06-26 00:00:00,UMA/USDT,2.82,3.059,2.666,2.683,35991.5568605,102975.03148626087
1656115200,2022-06-25 00:00:00,UMA/USDT,2.839,3.129,2.687,2.824,126536.39360209,365794.57853000057
1656028800,2022-06-24 00:00:00,UMA/USDT,2.517,3.227,2.507,2.848,172178.08003091,514868.13738508832
1655942400,2022-06-23 00:00:00,UMA/USDT,2.395,2.553,2.395,2.516,25054.90874422,62592.76933761527
1655856000,2022-06-22 00:00:00,UMA/USDT,2.498,2.523,2.376,2.393,32536.55963121,79780.92996633922
1655769600,2022-06-21 00:00:00,UMA/USDT,2.472,2.65,2.427,2.494,52713.9375531,133923.67335682637
1655683200,2022-06-20 00:00:00,UMA/USDT,2.48,2.72,2.384,2.482,57629.59832793,144185.7548351495
1655596800,2022-06-19 00:00:00,UMA/USDT,2.383,2.526,2.29,2.48,35037.15559737,85197.16315812763
1655510400,2022-06-18 00:00:00,UMA/USDT,2.646,2.751,2.208,2.382,47518.29136798,116150.47419918623
1655424000,2022-06-17 00:00:00,UMA/USDT,2.644,2.872,2.4,2.653,122417.71921971,325171.79480244891
1655337600,2022-06-16 00:00:00,UMA/USDT,2.782,3.19,2.431,2.644,201975.49601434,569534.96700983158
1655251200,2022-06-15 00:00:00,UMA/USDT,2.837,3.2,2.309,2.779,455261.49501858,1263731.97700427146
1655164800,2022-06-14 00:00:00,UMA/USDT,1.982,3.633,1.871,2.835,807403.54549186,2398396.29959315853
1655078400,2022-06-13 00:00:00,UMA/USDT,2.319,2.323,1.897,1.998,48534.67167894,99134.29049661057
1654992000,2022-06-12 00:00:00,UMA/USDT,2.568,2.736,2.295,2.3,28405.71208041,68829.58817383688
1654905600,2022-06-11 00:00:00,UMA/USDT,2.768,2.839,2.519,2.562,29737.77533642,79729.43791643557
1654819200,2022-06-10 00:00:00,UMA/USDT,2.993,2.995,2.76,2.772,29757.46162759,85439.9781344782
1654732800,2022-06-09 00:00:00,UMA/USDT,2.969,3.192,2.936,2.993,33636.23422886,102593.97705710886
1654646400,2022-06-08 00:00:00,UMA/USDT,3.03,3.088,2.968,2.973,21502.83661593,64994.48067608637
1654560000,2022-06-07 00:00:00,UMA/USDT,3.109,3.144,2.95,3.023,30468.65007036,93029.01506050783
1654473600,2022-06-06 00:00:00,UMA/USDT,3.083,3.179,3.064,3.109,15213.81142477,47500.39439639859
1654387200,2022-06-05 00:00:00,UMA/USDT,3.125,3.378,3.026,3.079,29294.93676862,91150.11320096644
1654300800,2022-06-04 00:00:00,UMA/USDT,3.071,3.129,2.989,3.104,11631.14333975,35541.71605962003
1654214400,2022-06-03 00:00:00,UMA/USDT,3.17,3.181,2.973,3.068,9385.48995258,28455.52553291656
1654128000,2022-06-02 00:00:00,UMA/USDT,3.091,3.194,2.986,3.171,20707.6962524,64132.28202670919
1654041600,2022-06-01 00:00:00,UMA/USDT,3.283,3.304,3.02,3.088,42524.60837212,135958.81885240048
1653955200,2022-05-31 00:00:00,UMA/USDT,3.393,3.563,3.193,3.294,53562.7546628,179061.28589653999
1653868800,2022-05-30 00:00:00,UMA/USDT,3.186,3.468,3.156,3.398,41847.94525784,138628.9624532734
1653782400,2022-05-29 00:00:00,UMA/USDT,3.128,3.349,3.066,3.195,33848.55788356,107584.79243573126
1653696000,2022-05-28 00:00:00,UMA/USDT,3.102,3.158,3.041,3.13,27014.53908176,84032.49870463432
1653609600,2022-05-27 00:00:00,UMA/USDT,3.081,3.279,2.911,3.105,41312.09509375,126873.33060069001
1653523200,2022-05-26 00:00:00,UMA/USDT,3.384,3.445,2.986,3.094,38065.97954983,121642.05028772692
1653436800,2022-05-25 00:00:00,UMA/USDT,3.455,3.718,3.381,3.382,55022.05912461,191806.29321907001
1653350400,2022-05-24 00:00:00,UMA/USDT,3.475,3.776,3.27,3.45,54963.84285866,193821.91647635931
1653264000,2022-05-23 00:00:00,UMA/USDT,3.521,3.852,3.435,3.453,104449.59219285,375458.51958112866
1653177600,2022-05-22 00:00:00,UMA/USDT,3.45,4.132,3.321,3.53,71741.46943505,259369.84480839476
1653091200,2022-05-21 00:00:00,UMA/USDT,3.075,4.157,3.02,3.454,280213.00999299,1071214.7817253461
1653004800,2022-05-20 00:00:00,UMA/USDT,3.25,3.389,2.963,3.087,82581.84353084,262150.21638082722
1652918400,2022-05-19 00:00:00,UMA/USDT,3.05,3.33,2.956,3.251,34840.42137166,110551.31974146831
1652832000,2022-05-18 00:00:00,UMA/USDT,3.314,3.86,2.954,3.054,88457.42021037,289156.21922510274
1652745600,2022-05-17 00:00:00,UMA/USDT,2.993,3.704,2.993,3.313,159624.43450035,534077.23557481439
1652659200,2022-05-16 00:00:00,UMA/USDT,3.139,3.219,2.857,2.995,85729.47860303,260148.97731077267
1652572800,2022-05-15 00:00:00,UMA/USDT,2.986,3.314,2.828,3.129,65521.48082445,198560.799791508
1652486400,2022-05-14 00:00:00,UMA/USDT,2.915,3.283,2.684,3.007,73430.64637035,219578.42022118174
1652400000,2022-05-13 00:00:00,UMA/USDT,2.485,4.195,2.45,2.917,188080.87375885,586767.85519153423
1652313600,2022-05-12 00:00:00,UMA/USDT,2.854,2.92,2.18,2.498,115980.40572408,285862.94998460993
1652227200,2022-05-11 00:00:00,UMA/USDT,4.188,4.292,2.614,2.854,251437.31234205,795562.39450388593
1652140800,2022-05-10 00:00:00,UMA/USDT,4.132,4.857,3.999,4.199,225286.91440232,1020181.0617857796
1652054400,2022-05-09 00:00:00,UMA/USDT,5.318,5.376,4.131,4.138,161499.51328671,783813.05416996114
1651968000,2022-05-08 00:00:00,UMA/USDT,5.268,5.378,5.05,5.321,109322.30800988,573170.43378507782
1651881600,2022-05-07 00:00:00,UMA/USDT,5.466,5.656,5.145,5.273,117380.7310869,639150.59859750474
1651795200,2022-05-06 00:00:00,UMA/USDT,5.148,5.971,5.078,5.472,245820.50744083,1384170.65950319477
1651708800,2022-05-05 00:00:00,UMA/USDT,5.685,5.738,5.022,5.152,61290.64829365,325696.6002380653
1651622400,2022-05-04 00:00:00,UMA/USDT,5.333,5.71,5.316,5.671,26720.72572651,147470.03681007227
1651536000,2022-05-03 00:00:00,UMA/USDT,5.326,5.635,5.295,5.335,117611.63971473,640962.12177494357
1651449600,2022-05-02 00:00:00,UMA/USDT,5.398,5.8,5.203,5.323,141567.6653976,775067.31581539581
1651363200,2022-05-01 00:00:00,UMA/USDT,5.351,6.293,5.136,5.399,199309.27175361,1106475.51728065687
1651276800,2022-04-30 00:00:00,UMA/USDT,5.215,6.829,5.141,5.374,280951.2822688,1711347.66403464904
1651190400,2022-04-29 00:00:00,UMA/USDT,5.558,5.606,5.182,5.209,16631.43249393,88783.97110054225
1651104000,2022-04-28 00:00:00,UMA/USDT,5.619,5.725,5.526,5.544,12936.30450396,72740.21561490482
1651017600,2022-04-27 00:00:00,UMA/USDT,5.53,5.815,5.507,5.622,14711.41770409,83079.232754371
1650931200,2022-04-26 00:00:00,UMA/USDT,5.94,6.291,5.486,5.532,98304.95709569,593129.89153075544
1650844800,2022-04-25 00:00:00,UMA/USDT,6.075,6.075,5.599,5.94,40135.45379808,232029.58017742547
1650758400,2022-04-24 00:00:00,UMA/USDT,6.176,6.51,6.062,6.072,42110.67062605,263645.86446811237
1650672000,2022-04-23 00:00:00,UMA/USDT,6.027,6.805,5.95,6.169,72274.87654812,464030.08489493633
1650585600,2022-04-22 00:00:00,UMA/USDT,6.165,6.228,5.945,6.029,14269.13555023,87137.45579829803
1650499200,2022-04-21 00:00:00,UMA/USDT,6.335,6.56,6.101,6.165,33272.94766691,213241.23824833222
1650412800,2022-04-20 00:00:00,UMA/USDT,6.412,6.5,6.295,6.344,16626.11146959,106399.99069148548
1650326400,2022-04-19 00:00:00,UMA/USDT,6.317,6.528,6.262,6.412,52623.05099309,336188.84941748447
1650240000,2022-04-18 00:00:00,UMA/USDT,6.167,6.503,5.94,6.319,106389.58194153,661314.38979640179
1650153600,2022-04-17 00:00:00,UMA/USDT,6.382,6.542,6.161,6.171,17006.04021892,108402.04604771178
1650067200,2022-04-16 00:00:00,UMA/USDT,6.417,6.431,6.305,6.402,5894.11501049,37472.90739360388
1649980800,2022-04-15 00:00:00,UMA/USDT,6.326,6.593,6.293,6.421,20600.65588041,133044.52876537467
1649894400,2022-04-14 00:00:00,UMA/USDT,6.556,6.805,6.273,6.321,29345.50531467,190527.86371046211
1649808000,2022-04-13 00:00:00,UMA/USDT,6.446,6.698,6.29,6.549,38652.85483262,252798.48825408982
1649721600,2022-04-12 00:00:00,UMA/USDT,6.133,6.738,6.116,6.446,27670.8221995,176847.18885971852
1649635200,2022-04-11 00:00:00,UMA/USDT,7.001,7.049,6.069,6.11,53679.81729826,354672.77785475467
1649548800,2022-04-10 00:00:00,UMA/USDT,7.266,7.389,6.973,7.022,24297.392154,175225.99143813572
1649462400,2022-04-09 00:00:00,UMA/USDT,6.985,7.448,6.985,7.273,32372.44404215,233283.2640170455
1649376000,2022-04-08 00:00:00,UMA/USDT,7.414,7.507,6.933,6.985,26037.06255583,188169.46575607622
1649289600,2022-04-07 00:00:00,UMA/USDT,6.874,8.075,6.773,7.421,88800.25904352,670570.19933709673
1649203200,2022-04-06 00:00:00,UMA/USDT,7.849,7.849,6.75,6.865,70963.79703024,520487.73757679249
1649116800,2022-04-05 00:00:00,UMA/USDT,8.13,8.368,7.83,7.832,133182.70346487,1084080.65646236277
1649030400,2022-04-04 00:00:00,UMA/USDT,8.237,8.344,7.732,8.126,60208.55794736,486810.34236160156
1648944000,2022-04-03 00:00:00,UMA/USDT,7.935,8.762,7.806,8.232,131178.58141145,1086485.84172586158
1648857600,2022-04-02 00:00:00,UMA/USDT,7.954,8.307,7.87,7.935,76761.25524478,619980.04463835314
1648771200,2022-04-01 00:00:00,UMA/USDT,7.799,8.078,7.589,7.967,64925.41074842,507071.80590239025
1648684800,2022-03-31 00:00:00,UMA/USDT,8.067,8.88,7.715,7.799,229114.64548941,1913962.72973651114
1648598400,2022-03-30 00:00:00,UMA/USDT,7.908,8.148,7.776,8.067,86682.67235819,695313.43274232387
1648512000,2022-03-29 00:00:00,UMA/USDT,7.723,8.193,7.723,7.908,89185.88984816,710780.68380227587
1648425600,2022-03-28 00:00:00,UMA/USDT,7.926,8.299,7.666,7.74,85851.13554293,687881.77149394276
1648339200,2022-03-27 00:00:00,UMA/USDT,7.704,8.162,7.681,7.923,124571.13812017,980575.15720272609
1648252800,2022-03-26 00:00:00,UMA/USDT,7.622,8.147,7.578,7.714,81139.04642539,634928.98194083152
1648166400,2022-03-25 00:00:00,UMA/USDT,7.911,7.926,7.56,7.622,126623.65109402,980435.17064383214
1648080000,2022-03-24 00:00:00,UMA/USDT,7.611,8.231,7.591,7.895,232930.64366822,1845376.96746485883
1647993600,2022-03-23 00:00:00,UMA/USDT,7.62,7.715,7.53,7.61,42441.16608092,322891.86497452085
1647907200,2022-03-22 00:00:00,UMA/USDT,7.586,7.756,7.573,7.624,38260.70932376,293596.27091556925
1647820800,2022-03-21 00:00:00,UMA/USDT,7.565,7.87,7.328,7.573,88831.37127499,677926.4328134029
1647734400,2022-03-20 00:00:00,UMA/USDT,7.676,7.876,7.48,7.565,66103.19452045,508560.44943653877
1647648000,2022-03-19 00:00:00,UMA/USDT,7.635,7.848,7.601,7.686,36936.6235688,285310.68416786677
1647561600,2022-03-18 00:00:00,UMA/USDT,7.74,7.774,7.492,7.638,67664.55635163,515807.43047512488
1647475200,2022-03-17 00:00:00,UMA/USDT,7.804,7.975,7.625,7.742,74846.19230923,584584.84126737524
1647388800,2022-03-16 00:00:00,UMA/USDT,7.624,7.945,7.505,7.792,79943.50044506,617841.00148119833
1647302400,2022-03-15 00:00:00,UMA/USDT,7.579,8.73,7.346,7.623,184201.02739482,1443757.63069509333
1647216000,2022-03-14 00:00:00,UMA/USDT,7.327,7.86,7.259,7.562,111726.64862576,846461.87604518724
1647129600,2022-03-13 00:00:00,UMA/USDT,7.761,8.287,7.308,7.349,150996.85120404,1191938.93465444717
1647043200,2022-03-12 00:00:00,UMA/USDT,7.076,9.438,7.06,7.768,384254.21816158,3217019.71782511562
1646956800,2022-03-11 00:00:00,UMA/USDT,7.393,7.939,7.036,7.092,137469.70200933,1016150.54240084214
1646870400,2022-03-10 00:00:00,UMA/USDT,8.052,8.446,7.298,7.42,121133.877635,961730.70157532721
1646784000,2022-03-09 00:00:00,UMA/USDT,7.865,8.613,7.86,8.063,94298.88919025,771252.89567169491
1646697600,2022-03-08 00:00:00,UMA/USDT,7.785,8.484,7.723,7.852,117533.88937382,949993.90789716524
1646611200,2022-03-07 00:00:00,UMA/USDT,8.41,8.636,7.654,7.797,135944.9932398,1122039.67905877646
1646524800,2022-03-06 00:00:00,UMA/USDT,9.304,9.418,8.389,8.407,110423.50735652,984049.19962728365
1646438400,2022-03-05 00:00:00,UMA/USDT,9.221,10.1,8.85,9.306,175173.97230949,1661422.53129709923
1646352000,2022-03-04 00:00:00,UMA/USDT,9.629,10.886,8.89,9.195,553603.65009387,5494280.87444692133
1646265600,2022-03-03 00:00:00,UMA/USDT,8.424,11.36,7.2,9.632,578547.69967218,5474730.3241575432
1646179200,2022-03-02 00:00:00,UMA/USDT,9.419,9.711,8.135,8.434,536839.0740841,4782326.91454485985
1646092800,2022-03-01 00:00:00,UMA/USDT,7.214,13.461,6.879,9.405,1772281.85559384,17829954.99553228542
1646006400,2022-02-28 00:00:00,UMA/USDT,4.78,8.632,4.663,7.209,457169.57512886,3249142.1984564298
1645920000,2022-02-27 00:00:00,UMA/USDT,4.93,5,4.69,4.782,28415.79649632,135766.66298237216
1645833600,2022-02-26 00:00:00,UMA/USDT,4.952,5.237,4.897,4.938,40960.44093009,207244.36125282312
1645747200,2022-02-25 00:00:00,UMA/USDT,4.779,5,4.687,4.942,14369.05879153,69776.36184838154
1645660800,2022-02-24 00:00:00,UMA/USDT,4.969,5.112,4.333,4.784,48626.41184488,224965.55514665177
1645574400,2022-02-23 00:00:00,UMA/USDT,5.161,5.45,4.982,4.982,16099.02695861,83962.78667726998
1645488000,2022-02-22 00:00:00,UMA/USDT,4.94,5.643,4.759,5.159,37096.44629535,194784.93208861055
1645401600,2022-02-21 00:00:00,UMA/USDT,5.362,5.687,4.919,4.931,32493.41291439,172129.03310328061
1645315200,2022-02-20 00:00:00,UMA/USDT,5.698,5.698,5.181,5.355,23435.95911081,125880.33425458636
1645228800,2022-02-19 00:00:00,UMA/USDT,5.916,6.087,5.666,5.698,19604.48345285,115591.71722086915
1645142400,2022-02-18 00:00:00,UMA/USDT,6.016,6.212,5.766,5.926,24056.30179894,143182.34517097281
1645056000,2022-02-17 00:00:00,UMA/USDT,6.529,6.773,6.012,6.027,43326.86872069,276805.15196212767
1644969600,2022-02-16 00:00:00,UMA/USDT,6.385,6.569,6.16,6.525,27084.03833679,171819.81354365161
1644883200,2022-02-15 00:00:00,UMA/USDT,5.97,6.426,5.951,6.386,28807.44772031,179986.34142238141
1644796800,2022-02-14 00:00:00,UMA/USDT,6.014,6.222,5.889,5.984,15146.60864438,91291.17318005399
1644710400,2022-02-13 00:00:00,UMA/USDT,6.32,6.58,5.954,6.004,21539.92087424,134883.59973651174
1644624000,2022-02-12 00:00:00,UMA/USDT,5.945,6.841,5.85,6.336,37850.7416031,241211.9506318817
1644537600,2022-02-11 00:00:00,UMA/USDT,6.275,6.457,5.882,5.942,13189.09719171,82465.72359073636
1644451200,2022-02-10 00:00:00,UMA/USDT,6.648,6.704,6.229,6.259,14456.30226109,93601.77390153507
1644364800,2022-02-09 00:00:00,UMA/USDT,6.5,6.742,6.392,6.662,17850.69277306,118099.82597350957
1644278400,2022-02-08 00:00:00,UMA/USDT,6.621,6.879,6.264,6.512,23906.18322643,156852.3455856143
1644192000,2022-02-07 00:00:00,UMA/USDT,6.43,6.895,6.301,6.611,15757.67382108,104581.44763784255
1644105600,2022-02-06 00:00:00,UMA/USDT,6.375,6.982,6.208,6.448,32750.29292531,214578.89604866186
1644019200,2022-02-05 00:00:00,UMA/USDT,6.174,6.701,6.053,6.375,35784.32970731,225114.03898186574
1643932800,2022-02-04 00:00:00,UMA/USDT,5.704,6.201,5.6,6.194,21426.99261397,127131.00801739324
1643846400,2022-02-03 00:00:00,UMA/USDT,5.476,5.837,5.382,5.728,14730.19062697,82010.35643657137
1643760000,2022-02-02 00:00:00,UMA/USDT,5.959,6.013,5.439,5.489,14088.56754375,81388.86667765457
1643673600,2022-02-01 00:00:00,UMA/USDT,5.921,6.174,5.894,5.941,22886.99363675,138267.15625541938
1643587200,2022-01-31 00:00:00,UMA/USDT,5.907,6.151,5.603,5.935,17889.48554157,105049.73746896895
1643500800,2022-01-30 00:00:00,UMA/USDT,6.072,6.173,5.81,5.911,5873.44274886,35011.27985588973
1643414400,2022-01-29 00:00:00,UMA/USDT,5.971,6.266,5.842,6.066,17954.7541899,106931.24976981566
1643328000,2022-01-28 00:00:00,UMA/USDT,5.65,6.243,5.485,5.971,15619.00728357,90833.01297075256
1643241600,2022-01-27 00:00:00,UMA/USDT,5.852,5.943,5.443,5.659,14197.86227105,81136.48990575916
1643155200,2022-01-26 00:00:00,UMA/USDT,5.905,6.337,5.698,5.854,15298.00110022,92592.52223844652
1643068800,2022-01-25 00:00:00,UMA/USDT,5.907,6.025,5.7,5.914,10200.76709166,59662.09852740931
1642982400,2022-01-24 00:00:00,UMA/USDT,6.369,6.369,5.186,5.923,19732.1947349,111546.09231616508
1642896000,2022-01-23 00:00:00,UMA/USDT,6.053,6.448,5.957,6.38,25343.1993029,159723.69189529518
1642809600,2022-01-22 00:00:00,UMA/USDT,6.604,6.812,5.783,6.105,44339.5091109,276252.98052645912
1642723200,2022-01-21 00:00:00,UMA/USDT,7.742,7.931,6.231,6.611,48768.53149694,349404.35932296083
1642636800,2022-01-20 00:00:00,UMA/USDT,8.261,8.5,7.72,7.752,27637.27103053,224634.96270406026
1642550400,2022-01-19 00:00:00,UMA/USDT,7.915,8.77,7.565,8.251,57861.54208765,480302.13049223494
