https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CAS,Volume USDT
1663459200,2022-09-18 00:00:00,CAS/USDT,0.007036,0.007048,0.007027,0.007041,571149.2123,4017.6647721713
1663372800,2022-09-17 00:00:00,CAS/USDT,0.006797,0.00707,0.006781,0.007034,12126769.2836,84416.1327955863
1663286400,2022-09-16 00:00:00,CAS/USDT,0.006547,0.0069,0.006371,0.006787,11958160.8444,79301.085179669
1663200000,2022-09-15 00:00:00,CAS/USDT,0.007097,0.00714,0.006417,0.006546,12216955.9229,82398.6103130897
1663113600,2022-09-14 00:00:00,CAS/USDT,0.007159,0.00732,0.006811,0.007091,13485686.3817,95871.5688975803
1663027200,2022-09-13 00:00:00,CAS/USDT,0.008036,0.008397,0.007078,0.007154,10604067.3025,78967.8470078714
1662940800,2022-09-12 00:00:00,CAS/USDT,0.008054,0.0081,0.00768,0.00802,9507812.3692,75249.6845068523
1662854400,2022-09-11 00:00:00,CAS/USDT,0.007775,0.008099,0.00757,0.008047,10370827.8736,81448.1275449836
1662768000,2022-09-10 00:00:00,CAS/USDT,0.007708,0.00798,0.007554,0.007776,9452189.4413,72527.8728082826
1662681600,2022-09-09 00:00:00,CAS/USDT,0.00767,0.008479,0.00739,0.007721,13685407.6799,106399.6198355282
1662595200,2022-09-08 00:00:00,CAS/USDT,0.007618,0.00777,0.00754,0.007671,10020302.4927,76288.5216148433
1662508800,2022-09-07 00:00:00,CAS/USDT,0.007788,0.007788,0.0075,0.007617,11167163.1553,85153.6059408593
1662422400,2022-09-06 00:00:00,CAS/USDT,0.008153,0.008309,0.007669,0.007765,14147666.0327,113531.1752301278
1662336000,2022-09-05 00:00:00,CAS/USDT,0.008048,0.008599,0.007758,0.008131,9532303.8531,77307.6378359671
1662249600,2022-09-04 00:00:00,CAS/USDT,0.008044,0.00823,0.007736,0.008067,5508639.2156,44462.8829840616
1662163200,2022-09-03 00:00:00,CAS/USDT,0.00777,0.008229,0.007749,0.008048,5634445.6558,45128.4116796083
1662076800,2022-09-02 00:00:00,CAS/USDT,0.007651,0.008,0.007552,0.007849,8054844.3714,62717.7363066336
1661990400,2022-09-01 00:00:00,CAS/USDT,0.007112,0.007999,0.00701,0.007653,16981918.2399,123154.1084587001
1661904000,2022-08-31 00:00:00,CAS/USDT,0.007127,0.007248,0.007077,0.007116,14506660.9701,103761.244229015
1661817600,2022-08-30 00:00:00,CAS/USDT,0.007137,0.007369,0.007011,0.00712,16658438.0768,119869.8860962274
1661731200,2022-08-29 00:00:00,CAS/USDT,0.007856,0.007856,0.0071,0.007137,3699338.4675,27166.6076425379
1661644800,2022-08-28 00:00:00,CAS/USDT,0.007142,0.00905,0.007076,0.007859,13839542.4065,108414.0217295306
1661558400,2022-08-27 00:00:00,CAS/USDT,0.006849,0.007988,0.006757,0.007142,8896322.3178,63312.3379116533
1661472000,2022-08-26 00:00:00,CAS/USDT,0.007306,0.00736,0.006471,0.006859,21391132.3016,143753.2169200131
1661385600,2022-08-25 00:00:00,CAS/USDT,0.007286,0.0076,0.007265,0.007312,20002463.5489,147027.5816612178
1661299200,2022-08-24 00:00:00,CAS/USDT,0.007407,0.007449,0.00722,0.007314,16317891.8576,119900.0587533651
1661212800,2022-08-23 00:00:00,CAS/USDT,0.007477,0.007751,0.00729,0.00742,16680576.3585,125448.1625471473
1661126400,2022-08-22 00:00:00,CAS/USDT,0.008234,0.008261,0.0072,0.00748,20887960.8261,165769.0876624582
1661040000,2022-08-21 00:00:00,CAS/USDT,0.00824,0.008308,0.008096,0.008233,12398800.2644,101757.7523510224
1660953600,2022-08-20 00:00:00,CAS/USDT,0.00806,0.00833,0.007916,0.00824,13576807.2246,109897.1565352912
1660867200,2022-08-19 00:00:00,CAS/USDT,0.008688,0.00892,0.00782,0.00806,12140045.8076,98172.3397061609
1660780800,2022-08-18 00:00:00,CAS/USDT,0.008341,0.009,0.008208,0.008688,12848229.322,109099.0019972288
1660694400,2022-08-17 00:00:00,CAS/USDT,0.008419,0.00864,0.0081,0.008342,15292285.1199,128405.6408369399
1660608000,2022-08-16 00:00:00,CAS/USDT,0.008534,0.008605,0.008313,0.008397,12003364.3854,101580.4101621056
1660521600,2022-08-15 00:00:00,CAS/USDT,0.00876,0.00896,0.008471,0.008534,10294859.6311,89441.6117921076
1660435200,2022-08-14 00:00:00,CAS/USDT,0.008912,0.0091,0.008753,0.00876,13491319.213,120289.9484124556
1660348800,2022-08-13 00:00:00,CAS/USDT,0.008893,0.00906,0.008648,0.008913,15937168.0491,141172.0616756871
1660262400,2022-08-12 00:00:00,CAS/USDT,0.008939,0.009156,0.00866,0.008888,17068631.4883,151451.0480345615
1660176000,2022-08-11 00:00:00,CAS/USDT,0.00867,0.009338,0.008633,0.008965,9067246.5012,82156.405714034
1660089600,2022-08-10 00:00:00,CAS/USDT,0.008944,0.009399,0.0086,0.008659,13741345.9582,122475.148414511
1660003200,2022-08-09 00:00:00,CAS/USDT,0.009355,0.009439,0.008761,0.008948,14387957.4121,131004.5990497119
1659916800,2022-08-08 00:00:00,CAS/USDT,0.009077,0.009897,0.00886,0.009372,9561895.4922,88828.6723586731
1659830400,2022-08-07 00:00:00,CAS/USDT,0.008725,0.0099,0.00865,0.00909,13399047.5653,122718.735922151
1659744000,2022-08-06 00:00:00,CAS/USDT,0.008964,0.009072,0.00861,0.008737,9691027.1638,85390.0190609045
1659657600,2022-08-05 00:00:00,CAS/USDT,0.008969,0.009088,0.008866,0.008987,7366909.1577,66036.8616956066
1659571200,2022-08-04 00:00:00,CAS/USDT,0.008772,0.00906,0.008473,0.008974,6089685.2165,53247.5904947084
1659484800,2022-08-03 00:00:00,CAS/USDT,0.008767,0.008949,0.00855,0.008732,11695695.1643,101703.7132387981
1659398400,2022-08-02 00:00:00,CAS/USDT,0.008502,0.008939,0.008411,0.00876,19020494.1903,164161.6661246682
1659312000,2022-08-01 00:00:00,CAS/USDT,0.00885,0.008907,0.00822,0.008493,17003483.1063,144306.308724461
1659225600,2022-07-31 00:00:00,CAS/USDT,0.009043,0.00945,0.008784,0.008816,18191539.8655,164592.525087537
1659139200,2022-07-30 00:00:00,CAS/USDT,0.008817,0.009125,0.00871,0.009051,17229617.2605,154720.4111663624
1659052800,2022-07-29 00:00:00,CAS/USDT,0.008526,0.009071,0.008403,0.008803,18107742.6054,157339.1623465443
1658966400,2022-07-28 00:00:00,CAS/USDT,0.008151,0.008575,0.00794,0.00848,17333966.0548,144935.1482885395
1658880000,2022-07-27 00:00:00,CAS/USDT,0.008043,0.008304,0.007621,0.008158,18301456.0335,146172.1066041221
1658793600,2022-07-26 00:00:00,CAS/USDT,0.007553,0.008088,0.007364,0.008035,16348686.6442,125886.2420559688
1658707200,2022-07-25 00:00:00,CAS/USDT,0.007551,0.007786,0.007348,0.007552,23116557.1044,174750.4147105068
1658620800,2022-07-24 00:00:00,CAS/USDT,0.00702,0.0078,0.006956,0.007551,20270045.1738,145406.5557669404
1658534400,2022-07-23 00:00:00,CAS/USDT,0.007112,0.007236,0.006958,0.007026,21281714.3971,151882.2995199639
1658448000,2022-07-22 00:00:00,CAS/USDT,0.007193,0.00735,0.006941,0.007106,20807959.3109,149522.1846120514
1658361600,2022-07-21 00:00:00,CAS/USDT,0.007279,0.00733,0.007106,0.007197,21313869.5678,152824.343642485
1658275200,2022-07-20 00:00:00,CAS/USDT,0.007288,0.007627,0.00725,0.007269,16049742.8549,118625.5150886496
1658188800,2022-07-19 00:00:00,CAS/USDT,0.007026,0.00742,0.00672,0.007299,19687278.92444504,137327.1119133357821
1658102400,2022-07-18 00:00:00,CAS/USDT,0.006827,0.00786,0.006827,0.007042,21641536.06767518,151713.06720638509418
1658016000,2022-07-17 00:00:00,CAS/USDT,0.007026,0.007236,0.0068,0.006829,16945472.3729845,119959.94697272773885
1657929600,2022-07-16 00:00:00,CAS/USDT,0.007181,0.007181,0.006751,0.00709,10080200.54546862,69892.89318604499997
1657843200,2022-07-15 00:00:00,CAS/USDT,0.007421,0.007517,0.00707,0.007187,12522101.51258031,92260.3420816017217
1657756800,2022-07-14 00:00:00,CAS/USDT,0.00716,0.0076,0.007018,0.007383,40802522.06900125,290655.99117936049467
1657670400,2022-07-13 00:00:00,CAS/USDT,0.00685,0.007184,0.00665,0.00716,42824326.69089025,299478.42862122386367
1657584000,2022-07-12 00:00:00,CAS/USDT,0.00775,0.00777,0.0068,0.006878,29513711.4728486,217454.9320608280312
1657497600,2022-07-11 00:00:00,CAS/USDT,0.00793,0.00819,0.007611,0.007663,38624035.35493723,304477.65709235537194
1657411200,2022-07-10 00:00:00,CAS/USDT,0.008152,0.008179,0.00783,0.00793,44048943.15705609,351060.25341426077589
1657324800,2022-07-09 00:00:00,CAS/USDT,0.008678,0.008729,0.008111,0.008152,55106410.02353658,456837.76606634122257
1657238400,2022-07-08 00:00:00,CAS/USDT,0.00891,0.00925,0.00853,0.00868,50075167.76742403,446241.16157141688945
1657152000,2022-07-07 00:00:00,CAS/USDT,0.00816,0.009379,0.00811,0.00893,42985539.80850049,378825.44558068997445
1657065600,2022-07-06 00:00:00,CAS/USDT,0.00781,0.008399,0.007611,0.00816,51779383.27790914,417258.62406057752286
1656979200,2022-07-05 00:00:00,CAS/USDT,0.00822,0.00831,0.007644,0.00782,46472164.60235168,364022.01273065057965
1656892800,2022-07-04 00:00:00,CAS/USDT,0.00826,0.008312,0.00771,0.00822,21965415.66316877,176203.93364140890298
1656806400,2022-07-03 00:00:00,CAS/USDT,0.0075,0.008434,0.00742,0.00826,9328880.68519978,71919.09519605360555
1656720000,2022-07-02 00:00:00,CAS/USDT,0.00806,0.009,0.007301,0.0075,41003160.58603587,314120.30328827955795
1656633600,2022-07-01 00:00:00,CAS/USDT,0.007053,0.008179,0.006956,0.008051,33639548.12093323,255267.24175478832026
