https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume SOL
1663545600000,2022-09-19 00:00:00,SOL/BTC,0.00160394,0.0016306,0.00160023,0.0016306,0.0100966752,6.192
1663459200000,2022-09-18 00:00:00,SOL/BTC,0.00167426,0.00169236,0.00159087,0.00160307,0.5037710670584312,314.25394216
1663372800000,2022-09-17 00:00:00,SOL/BTC,0.00162863,0.0016828,0.00162828,0.00167661,0.2298620705846868,137.09930788
1663286400000,2022-09-16 00:00:00,SOL/BTC,0.00168243,0.00168371,0.00162278,0.00162844,0.1908761090067568,117.21408772
1663200000000,2022-09-15 00:00:00,SOL/BTC,0.00167181,0.00172445,0.00163958,0.0016782,0.210890201542026,125.66452243
1663113600000,2022-09-14 00:00:00,SOL/BTC,0.00165506,0.00169182,0.0016333,0.00168759,0.3165804449411994,187.59322166
1663027200000,2022-09-13 00:00:00,SOL/BTC,0.00167213,0.00175099,0.00163438,0.00163605,0.259504511016738,158.61649156
1662940800000,2022-09-12 00:00:00,SOL/BTC,0.001603,0.00172148,0.00159144,0.00167178,0.3795550070302386,227.03645637
1662854400000,2022-09-11 00:00:00,SOL/BTC,0.00161732,0.00165619,0.00159104,0.00160433,0.2235532409684574,139.34367678
1662768000000,2022-09-10 00:00:00,SOL/BTC,0.00162289,0.00164174,0.00160725,0.00161814,0.451848003795525,279.23912875
1662681600000,2022-09-09 00:00:00,SOL/BTC,0.00174161,0.0017731,0.00161256,0.001623,0.5149933933203,317.3095461
1662595200000,2022-09-08 00:00:00,SOL/BTC,0.00169571,0.00175181,0.00167614,0.00173969,0.4345226497547814,249.77016006
1662508800000,2022-09-07 00:00:00,SOL/BTC,0.0016419,0.00170515,0.0016324,0.00169365,0.236463965575425,139.6179645
1662422400000,2022-09-06 00:00:00,SOL/BTC,0.00162465,0.00170707,0.0016223,0.00164431,0.25266346599926376,153.65926498
1662336000000,2022-09-05 00:00:00,SOL/BTC,0.00160753,0.00163197,0.00158292,0.00162628,0.3006967207732072,184.89849274
1662249600000,2022-09-04 00:00:00,SOL/BTC,0.0015695,0.00161728,0.00156788,0.00160591,0.1909945753049167,118.93230337
1662163200000,2022-09-03 00:00:00,SOL/BTC,0.00156367,0.00158378,0.00155195,0.00156847,0.1813535788228657,115.62451231
1662076800000,2022-09-02 00:00:00,SOL/BTC,0.00156981,0.00158919,0.00155524,0.00156603,0.1970649461552391,125.83727397
1661990400000,2022-09-01 00:00:00,SOL/BTC,0.00157201,0.00158168,0.001542,0.00156796,0.3221349083235856,205.44842236
1661904000000,2022-08-31 00:00:00,SOL/BTC,0.00158804,0.00161232,0.00155498,0.00156889,0.23526221029733382,149.95456042
1661817600000,2022-08-30 00:00:00,SOL/BTC,0.00159923,0.00161601,0.00156684,0.00158712,0.38690487049486316,243.77795661
1661731200000,2022-08-29 00:00:00,SOL/BTC,0.00155789,0.0016013,0.00153226,0.00159696,0.21267870850216797,133.17722955
1661644800000,2022-08-28 00:00:00,SOL/BTC,0.00157432,0.00159965,0.00154628,0.00155284,0.19094833875654518,122.96716903
1661558400000,2022-08-27 00:00:00,SOL/BTC,0.0015678,0.00159258,0.00155447,0.00157406,0.2053553376467512,130.46220452
1661472000000,2022-08-26 00:00:00,SOL/BTC,0.0016373,0.0016373,0.00155352,0.00156904,0.7326477479768833,466.94013408
1661385600000,2022-08-25 00:00:00,SOL/BTC,0.00163234,0.00167799,0.00163163,0.00163688,0.3552492346958128,217.02827006
1661299200000,2022-08-24 00:00:00,SOL/BTC,0.00165837,0.00167321,0.00161978,0.00163249,0.20367032268041899,124.7605331
1661212800000,2022-08-23 00:00:00,SOL/BTC,0.00165496,0.00167407,0.00163091,0.00165853,0.3383504806544717,204.00624689
1661126400000,2022-08-22 00:00:00,SOL/BTC,0.00169631,0.00169789,0.00168691,0.00169345,0.00968822745,5.721
1661040000000,2022-08-21 00:00:00,SOL/BTC,0.0016707,0.00171617,0.00163675,0.00169492,0.2970127072095228,175.23700659
1660953600000,2022-08-20 00:00:00,SOL/BTC,0.00172054,0.00174615,0.00164035,0.00166832,0.3252958200254624,194.98406782
1660867200000,2022-08-19 00:00:00,SOL/BTC,0.0017036,0.00174957,0.00161789,0.00172085,0.8263826671274105,480.21772213
