https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PLU,Volume USDT
1654128000,2022-06-02 00:00:00,PLU/USDT,8,8.197,7.777,8.049,11961.9291367,95259.59249963715
1654041600,2022-06-01 00:00:00,PLU/USDT,8.698,8.866,7.777,8.001,18167.4880538,151179.24708968788
1653955200,2022-05-31 00:00:00,PLU/USDT,8.477,8.8,8.44,8.673,17078.16882906,146775.15745359549
1653868800,2022-05-30 00:00:00,PLU/USDT,8.3,8.631,8.125,8.503,17612.72052257,147715.58636068683
1653782400,2022-05-29 00:00:00,PLU/USDT,7.94,8.461,7.898,8.3,5734.41180123,46945.67549142397
1653696000,2022-05-28 00:00:00,PLU/USDT,7.799,8.269,7.694,7.967,9535.55765689,75850.54967720375
1653609600,2022-05-27 00:00:00,PLU/USDT,7.79,7.908,7.6,7.799,7577.62795808,58919.2151168501
1653523200,2022-05-26 00:00:00,PLU/USDT,8.076,8.107,7.53,7.79,10065.89618317,79236.22064135466
1653436800,2022-05-25 00:00:00,PLU/USDT,8.05,8.391,8.006,8.008,6749.54893799,55174.94132090194
1653350400,2022-05-24 00:00:00,PLU/USDT,8.726,8.726,7.998,8.05,25200.12403285,207796.32941323299
1653264000,2022-05-23 00:00:00,PLU/USDT,9.328,9.477,8.4,8.732,29650.01065457,264813.26960934287
1653177600,2022-05-22 00:00:00,PLU/USDT,9.413,9.52,9.191,9.332,13508.5349956,126653.16101398294
1653091200,2022-05-21 00:00:00,PLU/USDT,9.262,9.509,9.182,9.431,10168.67476349,95098.27912838187
1653004800,2022-05-20 00:00:00,PLU/USDT,9.128,9.8,9,9.261,21204.17658773,199340.38921748238
1652918400,2022-05-19 00:00:00,PLU/USDT,8.919,9.37,8.701,9.115,14346.89570023,128193.07589263202
1652832000,2022-05-18 00:00:00,PLU/USDT,9.006,9.139,8.854,8.891,8235.56022797,73925.96452559437
1652745600,2022-05-17 00:00:00,PLU/USDT,9.496,9.533,8.818,8.987,17144.93520767,156592.7662232729
1652659200,2022-05-16 00:00:00,PLU/USDT,9.95,10.397,9.303,9.492,13947.40993168,134718.47346940871
1652572800,2022-05-15 00:00:00,PLU/USDT,8.477,10.5,8.406,10.007,22841.58892798,214195.28647927668
1652486400,2022-05-14 00:00:00,PLU/USDT,8.453,9.659,8.246,8.456,17983.66968864,158079.50547812996
1652400000,2022-05-13 00:00:00,PLU/USDT,7.148,9.368,7.101,8.457,25090.16996788,213206.08459958516
1652313600,2022-05-12 00:00:00,PLU/USDT,7.478,8.166,6.67,7.149,32376.18722923,238625.11403811197
1652227200,2022-05-11 00:00:00,PLU/USDT,9.844,10.375,7.21,7.491,52179.38628665,439163.27861268072
1652140800,2022-05-10 00:00:00,PLU/USDT,11,11.6,9.85,9.85,36207.63161735,392823.85118414022
1652054400,2022-05-09 00:00:00,PLU/USDT,13.28,13.99,11,11,50104.40207913,624726.46946999365
1651968000,2022-05-08 00:00:00,PLU/USDT,11.581,14.6,11.241,13.291,72268.13529419,939141.6313482765
1651881600,2022-05-07 00:00:00,PLU/USDT,13.73,14.932,11.2,11.576,57006.26086278,701393.67684447386
1651795200,2022-05-06 00:00:00,PLU/USDT,11.92,15.9,11.019,13.73,158370.30780008,2131312.50374663912
1651708800,2022-05-05 00:00:00,PLU/USDT,9.856,14.9,9.148,11.92,91557.0644112,1058309.735992849
1651622400,2022-05-04 00:00:00,PLU/USDT,9.414,10.4,8.876,9.766,68130.77915408,641860.00517779218
1651536000,2022-05-03 00:00:00,PLU/USDT,13.667,14.322,9,9.511,134176.5047004,1538360.06716248153
1651449600,2022-05-02 00:00:00,PLU/USDT,8.048,17,7.585,13.667,457975.18190238,5782184.06707280428
1651363200,2022-05-01 00:00:00,PLU/USDT,6.227,9.9,5.864,7.952,102122.04384488,819407.23776388612
1651276800,2022-04-30 00:00:00,PLU/USDT,6.739,6.908,6.224,6.228,5381.47631125,35298.24758009518
1651190400,2022-04-29 00:00:00,PLU/USDT,6.906,7.056,6.105,6.738,13284.04771088,86570.25427041596
1651104000,2022-04-28 00:00:00,PLU/USDT,7.018,7.375,6.9,6.983,7321.58170295,52140.44811903596
1651017600,2022-04-27 00:00:00,PLU/USDT,7.008,7.49,6.9,7.038,10547.79096346,75096.24518574851
1650931200,2022-04-26 00:00:00,PLU/USDT,7.244,7.591,7.001,7.004,8829.72551059,64665.28156074676
1650844800,2022-04-25 00:00:00,PLU/USDT,7.6,7.8,7.197,7.253,21667.01262468,162568.15932994746
1650758400,2022-04-24 00:00:00,PLU/USDT,7.743,7.919,7.557,7.604,6934.95199223,53329.97932450739
1650672000,2022-04-23 00:00:00,PLU/USDT,7.616,7.84,7.501,7.694,5121.49557859,39182.93279744549
1650585600,2022-04-22 00:00:00,PLU/USDT,7.838,7.964,7.616,7.685,6000.73576429,46818.71677531883
1650499200,2022-04-21 00:00:00,PLU/USDT,7.604,8.105,7.546,7.837,9826.24751039,76889.97026792902
1650412800,2022-04-20 00:00:00,PLU/USDT,7.812,7.815,7.59,7.602,7097.53466143,54351.27284790691
1650326400,2022-04-19 00:00:00,PLU/USDT,7.636,7.939,7.54,7.733,6685.23682929,51585.17286933161
1650240000,2022-04-18 00:00:00,PLU/USDT,7.609,7.841,7.226,7.704,11890.31578266,89459.13020680888
1650153600,2022-04-17 00:00:00,PLU/USDT,7.569,8.011,7.432,7.609,16597.15852984,128180.70360364444
1650067200,2022-04-16 00:00:00,PLU/USDT,7.592,7.723,7.416,7.561,6121.96258701,46335.62988677974
1649980800,2022-04-15 00:00:00,PLU/USDT,7.733,7.826,6.999,7.621,14332.4321803,105942.83895130747
1649894400,2022-04-14 00:00:00,PLU/USDT,7.984,8.088,7.645,7.814,4154.04491689,32606.82672582483
1649808000,2022-04-13 00:00:00,PLU/USDT,7.832,8.014,7.637,7.914,3056.57568794,23839.55805498744
1649721600,2022-04-12 00:00:00,PLU/USDT,7.77,8.09,7.695,7.899,5713.48192877,45093.36435095671
1649635200,2022-04-11 00:00:00,PLU/USDT,8.293,8.302,7.454,7.754,14120.80513739,112165.19033693027
1649548800,2022-04-10 00:00:00,PLU/USDT,8.877,8.877,8,8.293,9634.03634706,80462.38653614521
1649462400,2022-04-09 00:00:00,PLU/USDT,7.981,8.969,7.93,8.963,20152.53030828,169513.59659984882
1649376000,2022-04-08 00:00:00,PLU/USDT,7.928,8.301,7.89,7.959,4834.96394752,39080.10486241197
1649289600,2022-04-07 00:00:00,PLU/USDT,8.001,8.291,7.92,7.942,6718.79355187,54461.90634146096
1649203200,2022-04-06 00:00:00,PLU/USDT,8.527,8.541,8,8.081,9606.88062106,78884.99656001228
1649116800,2022-04-05 00:00:00,PLU/USDT,8.844,9.05,8.417,8.541,7490.38471198,65557.2667297228
1649030400,2022-04-04 00:00:00,PLU/USDT,9.102,9.156,8.64,8.844,10017.27215092,89270.84594921704
1648944000,2022-04-03 00:00:00,PLU/USDT,9.302,9.376,9.103,9.103,7917.95949943,73453.16195961669
1648857600,2022-04-02 00:00:00,PLU/USDT,9.503,9.503,9.271,9.302,7523.35081771,70576.69159321567
1648771200,2022-04-01 00:00:00,PLU/USDT,9.462,9.645,9.166,9.503,16749.30747455,155931.97121224376
1648684800,2022-03-31 00:00:00,PLU/USDT,9.261,10,9.203,9.46,23087.95843281,220867.06975182815
1648598400,2022-03-30 00:00:00,PLU/USDT,9.116,10.418,8.7,9.177,22213.08975738,207359.75469469267
1648512000,2022-03-29 00:00:00,PLU/USDT,9.129,9.324,9.001,9.106,14679.05136125,133878.22983745035
1648425600,2022-03-28 00:00:00,PLU/USDT,9.072,9.898,9.06,9.13,13836.37496526,130547.29704674633
1648339200,2022-03-27 00:00:00,PLU/USDT,9.107,9.25,8.89,9.065,10723.56109971,97134.15253769689
1648252800,2022-03-26 00:00:00,PLU/USDT,8.973,9.651,8.973,9.107,13152.4627846,122788.44091270693
1648166400,2022-03-25 00:00:00,PLU/USDT,8.308,10.417,8.253,8.971,39957.28772948,374216.01655211483
1648080000,2022-03-24 00:00:00,PLU/USDT,8.003,9.576,7.815,8.301,38422.47361313,325904.12864450753
1647993600,2022-03-23 00:00:00,PLU/USDT,8.244,8.428,7.874,8.041,18776.01323253,154230.29819188279
1647907200,2022-03-22 00:00:00,PLU/USDT,8.75,9.116,8.1,8.237,16888.50708536,147031.39497718597
1647820800,2022-03-21 00:00:00,PLU/USDT,9.019,10.5,8.502,8.75,36352.42519356,339772.52308346032
1647734400,2022-03-20 00:00:00,PLU/USDT,7.446,11.261,7.433,9.013,75766.42748119,719637.85263362741
1647648000,2022-03-19 00:00:00,PLU/USDT,7.364,7.647,7.279,7.446,7849.33468237,58185.67147488143
1647561600,2022-03-18 00:00:00,PLU/USDT,7.261,7.75,7.101,7.363,10424.56755297,76201.98254720914
1647475200,2022-03-17 00:00:00,PLU/USDT,7.776,7.982,7.1,7.275,10760.78367896,79849.62003073257
1647388800,2022-03-16 00:00:00,PLU/USDT,8.218,8.454,7.148,7.777,25999.7858435,196774.10014593367
1647302400,2022-03-15 00:00:00,PLU/USDT,7.11,9.136,6.856,8.156,25992.18233024,204580.45905868096
1647216000,2022-03-14 00:00:00,PLU/USDT,7.067,7.207,6.851,7.04,7469.85568549,52362.0721717194
1647129600,2022-03-13 00:00:00,PLU/USDT,7.033,7.485,6.847,7.1,5515.57862789,39314.54174940544
1647043200,2022-03-12 00:00:00,PLU/USDT,7,7.246,6.693,7.033,11369.81522908,79107.87755858565
1646956800,2022-03-11 00:00:00,PLU/USDT,7.253,7.371,6.916,7,8001.35808419,57340.55137296778
1646870400,2022-03-10 00:00:00,PLU/USDT,7.67,7.908,7.226,7.253,19419.85131832,145908.28727409202
1646784000,2022-03-09 00:00:00,PLU/USDT,7.518,7.826,7.376,7.666,21174.27870398,160794.7884295
1646697600,2022-03-08 00:00:00,PLU/USDT,7.384,7.694,7.299,7.541,10788.9547777,81028.99944057212
1646611200,2022-03-07 00:00:00,PLU/USDT,7.501,7.8,7.2,7.381,16635.31943761,124382.15335939953
1646524800,2022-03-06 00:00:00,PLU/USDT,7.989,8.108,7.5,7.514,9789.61428306,76375.63527061862
1646438400,2022-03-05 00:00:00,PLU/USDT,8.188,8.643,7.986,7.995,12050.77859256,98875.92935051757
1646352000,2022-03-04 00:00:00,PLU/USDT,7.988,9.309,7.7,8.178,50978.37502112,427952.20584814694
1646265600,2022-03-03 00:00:00,PLU/USDT,7.998,8.18,7.753,8.015,7351.85952619,58653.74667622123
1646179200,2022-03-02 00:00:00,PLU/USDT,8.35,8.45,7.781,7.998,10638.06025039,85689.78564481568
1646092800,2022-03-01 00:00:00,PLU/USDT,8.355,8.691,8.121,8.415,15229.31267128,127017.77033420793
1646006400,2022-02-28 00:00:00,PLU/USDT,7.794,8.859,7.714,8.355,20916.65245866,174292.24741801603
1645920000,2022-02-27 00:00:00,PLU/USDT,7.888,8,7.606,7.794,5703.88807954,44360.0234153527
1645833600,2022-02-26 00:00:00,PLU/USDT,7.847,8.032,7.636,7.972,8677.96197975,68037.59208034946
1645747200,2022-02-25 00:00:00,PLU/USDT,7.657,8.109,7.56,7.902,9371.08257447,73787.58382179622
1645660800,2022-02-24 00:00:00,PLU/USDT,8.378,8.378,7.011,7.665,21143.4418672,158877.16105027429
1645574400,2022-02-23 00:00:00,PLU/USDT,7.958,10.24,7.773,8.378,47759.75766381,427980.88812863454
1645488000,2022-02-22 00:00:00,PLU/USDT,8.313,8.509,7.571,7.94,15407.45147773,122558.08447881949
1645401600,2022-02-21 00:00:00,PLU/USDT,9.01,9.278,8.289,8.306,11841.74463804,105480.6228690402
1645315200,2022-02-20 00:00:00,PLU/USDT,9.333,9.684,8.611,9.01,27213.09885334,247619.28436629379
1645228800,2022-02-19 00:00:00,PLU/USDT,11.801,11.91,9.128,9.425,65706.71693809,668260.88288035161
1645142400,2022-02-18 00:00:00,PLU/USDT,8.872,13,8.816,11.91,116589.70712169,1282115.43564471403
1645056000,2022-02-17 00:00:00,PLU/USDT,9.118,9.5,7.922,8.85,16487.17066922,141471.35049732313
1644969600,2022-02-16 00:00:00,PLU/USDT,9.178,9.318,8.611,9.111,15699.97801704,141574.16781712736
1644883200,2022-02-15 00:00:00,PLU/USDT,9.229,9.669,9.031,9.169,13477.33106979,124980.83221834889
1644796800,2022-02-14 00:00:00,PLU/USDT,9.318,9.324,8.771,9.145,8058.83139065,72802.53958860681
1644710400,2022-02-13 00:00:00,PLU/USDT,9.602,10.051,9.211,9.226,7771.08530294,74769.8552116953
1644624000,2022-02-12 00:00:00,PLU/USDT,10.04,10.69,9.5,9.602,16100.81896531,161672.88354662521
1644537600,2022-02-11 00:00:00,PLU/USDT,11.838,12.535,9.762,10.017,27504.69654879,299032.96517886152
1644451200,2022-02-10 00:00:00,PLU/USDT,10.771,12.382,10.16,11.947,30391.29583342,333166.06690177669
1644364800,2022-02-09 00:00:00,PLU/USDT,10.33,11.312,10.08,10.823,26738.79223466,283427.12470221176
1644278400,2022-02-08 00:00:00,PLU/USDT,11.36,11.696,9.9,10.358,30764.76507693,329995.79819936858
1644192000,2022-02-07 00:00:00,PLU/USDT,12.068,12.656,10.75,11.386,48136.23215436,558863.93715372444
1644105600,2022-02-06 00:00:00,PLU/USDT,12.611,12.763,11.936,12.07,13293.46515908,162638.77075421363
1644019200,2022-02-05 00:00:00,PLU/USDT,12.063,13.917,11.682,12.724,32404.40172788,405387.87768125574
1643932800,2022-02-04 00:00:00,PLU/USDT,11.735,12.687,11.267,12.032,34351.00901289,409588.66322020916
1643846400,2022-02-03 00:00:00,PLU/USDT,13.2,13.478,11.123,11.712,50197.25237088,600559.50601625132
1643760000,2022-02-02 00:00:00,PLU/USDT,14.885,15.349,12.209,13.292,57118.40671623,790357.79711165506
1643673600,2022-02-01 00:00:00,PLU/USDT,16.139,16.156,14.8,14.885,29074.39674976,442979.11791088421
1643587200,2022-01-31 00:00:00,PLU/USDT,16.63,22,14.842,16.005,79473.21481295,1344395.37063720041
1643500800,2022-01-30 00:00:00,PLU/USDT,15.979,18,15.733,16.587,55156.56827902,915123.79625144286
1643414400,2022-01-29 00:00:00,PLU/USDT,16.418,17.948,15.097,15.9,60852.62481603,983428.24168721414
1643328000,2022-01-28 00:00:00,PLU/USDT,13.532,18.9,13.374,16.419,128516.57272682,2048513.38839946147
1643241600,2022-01-27 00:00:00,PLU/USDT,15.999,16.799,13,13.661,69384.0747262,1002978.97122692448
1643155200,2022-01-26 00:00:00,PLU/USDT,18.502,21,15.008,15.999,131764.00279361,2328183.12571787914
1643068800,2022-01-25 00:00:00,PLU/USDT,14,24,12.4,18.501,431268.5480361,7492212.31460269549
1642982400,2022-01-24 00:00:00,PLU/USDT,7.074,18.97,6.214,14,400127.24706733,5204018.29684720624
1642896000,2022-01-23 00:00:00,PLU/USDT,5.721,7.399,5.679,7.074,25116.99252927,161273.36740433431
1642809600,2022-01-22 00:00:00,PLU/USDT,6.912,7.176,5.65,5.782,31639.32053157,201770.15394631134
1642723200,2022-01-21 00:00:00,PLU/USDT,8.591,8.999,6.801,6.913,41944.15760058,326261.30238328927
1642636800,2022-01-20 00:00:00,PLU/USDT,8.491,9.8,8.168,8.591,27389.83492717,243385.6155217831
1642550400,2022-01-19 00:00:00,PLU/USDT,7.992,8.8,7.794,8.487,18982.31771477,157330.79669437317
1642464000,2022-01-18 00:00:00,PLU/USDT,7.705,8.42,7.4,8.078,28609.11109191,222908.18003036472
1642377600,2022-01-17 00:00:00,PLU/USDT,6.767,8.209,6.68,7.628,27110.86245149,207134.67147312102
1642291200,2022-01-16 00:00:00,PLU/USDT,7.325,7.489,6.769,6.769,12260.39020229,86371.03858964228
