https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CAS,Volume BTC
1663459200,2022-09-18 00:00:00,CAS/BTC,0.0000003488,0.000000354,0.0000003488,0.0000003516,169567.9777,0.05963267598233
1663372800,2022-09-17 00:00:00,CAS/BTC,0.0000003441,0.0000003558,0.0000003424,0.0000003492,6570480.4501,2.28923980628808
1663286400,2022-09-16 00:00:00,CAS/BTC,0.0000003317,0.000000348,0.0000003255,0.0000003441,6552679.2057,2.21309801655725
1663200000,2022-09-15 00:00:00,CAS/BTC,0.0000003506,0.0000003528,0.0000003279,0.0000003317,6621260.0183,2.23342753441167
1663113600,2022-09-14 00:00:00,CAS/BTC,0.0000003547,0.0000003631,0.0000003502,0.0000003506,6409524.1972,2.26203573705633
1663027200,2022-09-13 00:00:00,CAS/BTC,0.0000003591,0.0000003728,0.0000003378,0.000000355,6425346.5498,2.26437534861076
1662940800,2022-09-12 00:00:00,CAS/BTC,0.0000003666,0.0000003711,0.0000003534,0.0000003588,5567569.1975,1.99579488244242
1662854400,2022-09-11 00:00:00,CAS/BTC,0.0000003593,0.0000003746,0.0000003538,0.0000003692,5428000.6921,1.97100683806252
1662768000,2022-09-10 00:00:00,CAS/BTC,0.0000003604,0.0000003659,0.0000003535,0.0000003592,6043154.0041,2.17117933386489
1662681600,2022-09-09 00:00:00,CAS/BTC,0.0000003961,0.0000003987,0.000000353,0.0000003611,6702119.578,2.51651374062207
1662595200,2022-09-08 00:00:00,CAS/BTC,0.0000003942,0.0000004067,0.0000003906,0.000000396,5831526.8354,2.30934648578075
1662508800,2022-09-07 00:00:00,CAS/BTC,0.0000004124,0.0000004163,0.0000003931,0.0000003943,5562799.8428,2.24579948325139
1662422400,2022-09-06 00:00:00,CAS/BTC,0.000000413,0.0000004203,0.0000003972,0.0000004124,5293792.4198,2.15485679692584
1662336000,2022-09-05 00:00:00,CAS/BTC,0.0000004034,0.0000004358,0.0000003936,0.0000004124,5876948.3574,2.39968194637467
1662249600,2022-09-04 00:00:00,CAS/BTC,0.0000004052,0.0000004136,0.0000003931,0.000000405,5409298.3404,2.19255684244251
1662163200,2022-09-03 00:00:00,CAS/BTC,0.00000039,0.0000004136,0.0000003862,0.0000004047,5181028.0168,2.08543017455854
1662076800,2022-09-02 00:00:00,CAS/BTC,0.0000003799,0.0000004002,0.0000003773,0.0000003899,6572169.66,2.54728647883838
1661990400,2022-09-01 00:00:00,CAS/BTC,0.0000003546,0.0000003931,0.000000349,0.0000003799,7114006.1487,2.57383915288024
1661904000,2022-08-31 00:00:00,CAS/BTC,0.0000003589,0.0000003603,0.0000003522,0.0000003549,10831228.8563,3.83820249911742
1661817600,2022-08-30 00:00:00,CAS/BTC,0.0000003522,0.0000003684,0.0000003497,0.0000003589,7225343.5494,2.58985721431189
1661731200,2022-08-29 00:00:00,CAS/BTC,0.0000003975,0.0000004042,0.0000003522,0.0000003522,979243.7498,0.3711630275935
1661644800,2022-08-28 00:00:00,CAS/BTC,0.000000359,0.0000004486,0.0000003491,0.0000003965,4722211.6898,1.81337940566357
1661558400,2022-08-27 00:00:00,CAS/BTC,0.0000003375,0.0000003708,0.0000003323,0.0000003597,6616352.7748,2.30973660769393
1661472000,2022-08-26 00:00:00,CAS/BTC,0.0000003389,0.000000341,0.0000003008,0.0000003387,13384533.3035,4.23956475196045
