https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EOS,Volume BTC
1663459200,2022-09-18 00:00:00,EOS/BTC,0.00007322,0.00007339,0.00007283,0.00007283,502.1088,0.036716269699
1663372800,2022-09-17 00:00:00,EOS/BTC,0.00007191,0.00007432,0.00007149,0.00007321,28408.67289625,2.0679500497725538
1663286400,2022-09-16 00:00:00,EOS/BTC,0.00007009,0.00007366,0.00007009,0.00007186,51964.19206966,3.7608089273619138
1663200000,2022-09-15 00:00:00,EOS/BTC,0.00007289,0.00007294,0.00006956,0.00007011,36114.24784607,2.5782959461167455
1663113600,2022-09-14 00:00:00,EOS/BTC,0.00007286,0.00007394,0.00007155,0.00007288,30460.01227748,2.2120732970346606
1663027200,2022-09-13 00:00:00,EOS/BTC,0.00007407,0.00007575,0.00007278,0.00007285,76692.84531758,5.701374613091695
1662940800,2022-09-12 00:00:00,EOS/BTC,0.00007847,0.00007978,0.00007366,0.00007402,73443.15628262,5.6165048036073569
1662854400,2022-09-11 00:00:00,EOS/BTC,0.0000809,0.00008516,0.00007759,0.00007849,48712.34329915,3.950570753702045
1662768000,2022-09-10 00:00:00,EOS/BTC,0.00007781,0.00008757,0.00007653,0.00008076,110039.6475214,8.9906246707346379
1662681600,2022-09-09 00:00:00,EOS/BTC,0.00008296,0.00008541,0.00007687,0.00007774,84920.45804209,6.8822433728096967
1662595200,2022-09-08 00:00:00,EOS/BTC,0.00008641,0.00008956,0.00008258,0.00008293,80973.14721061,6.9467344446137947
1662508800,2022-09-07 00:00:00,EOS/BTC,0.00007419,0.00008793,0.00007324,0.00008623,103824.79731307,8.4794948773364285
1662422400,2022-09-06 00:00:00,EOS/BTC,0.00007934,0.00007976,0.00007348,0.00007432,46628.48363653,3.5449203699843185
1662336000,2022-09-05 00:00:00,EOS/BTC,0.00007459,0.00008039,0.00007232,0.00007923,61269.68371014,4.6495188359122199
1662249600,2022-09-04 00:00:00,EOS/BTC,0.00007654,0.00007808,0.0000744,0.00007458,39096.54055656,2.9621686677001772
1662163200,2022-09-03 00:00:00,EOS/BTC,0.0000775,0.00008012,0.0000758,0.00007654,50719.09791119,3.9247526422921574
1662076800,2022-09-02 00:00:00,EOS/BTC,0.0000735,0.0000784,0.0000735,0.00007753,64015.18142798,4.873982108794066
1661990400,2022-09-01 00:00:00,EOS/BTC,0.00006854,0.00007452,0.00006732,0.00007349,49491.59612655,3.5557216269010576
1661904000,2022-08-31 00:00:00,EOS/BTC,0.0000704,0.000071,0.00006808,0.00006846,18490.6411,1.281128473231
1661817600,2022-08-30 00:00:00,EOS/BTC,0.00007373,0.00007403,0.00006874,0.00007032,35003.46788968,2.465560255270448
1661731200,2022-08-29 00:00:00,EOS/BTC,0.00007289,0.00007394,0.00007166,0.0000736,19689.34858803,1.4301038587638049
1661644800,2022-08-28 00:00:00,EOS/BTC,0.00007685,0.00007829,0.00007179,0.00007289,38418.79463984,2.8491110467039659
1661558400,2022-08-27 00:00:00,EOS/BTC,0.0000764,0.00007807,0.00007356,0.00007683,57966.74249696,4.3934635595722638
1661472000,2022-08-26 00:00:00,EOS/BTC,0.00008047,0.0000825,0.00007465,0.0000765,104100.48917038,8.2106176095682161
1661385600,2022-08-25 00:00:00,EOS/BTC,0.00008302,0.00008304,0.00007695,0.0000805,123838.27521664,9.8767455135813194
1661299200,2022-08-24 00:00:00,EOS/BTC,0.0000838,0.00008432,0.00007786,0.00008304,72399.63399708,5.8059638554519867
1661212800,2022-08-23 00:00:00,EOS/BTC,0.0000858,0.00008872,0.00008012,0.00008393,149509.09595028,12.5551452348054157
1661126400,2022-08-22 00:00:00,EOS/BTC,0.00007267,0.0000986,0.00006963,0.00008589,275819.91108915,22.7391898273820678
1661040000,2022-08-21 00:00:00,EOS/BTC,0.00006664,0.0000736,0.00006516,0.00007292,86639.3897672,5.9867608700335165
1660953600,2022-08-20 00:00:00,EOS/BTC,0.00006121,0.00006724,0.00006051,0.00006672,64814.21259167,4.1439231539722292
1660867200,2022-08-19 00:00:00,EOS/BTC,0.00006387,0.00006429,0.00005885,0.00006114,114897.40974588,6.9921688389125337
1660780800,2022-08-18 00:00:00,EOS/BTC,0.00006343,0.00006686,0.00006058,0.00006391,90289.29917935,5.6986719236210236
1660694400,2022-08-17 00:00:00,EOS/BTC,0.00005795,0.00006908,0.0000576,0.00006345,194154.17464404,12.6141420450229125
1660608000,2022-08-16 00:00:00,EOS/BTC,0.00005278,0.00005794,0.00005202,0.00005792,52586.3113,2.871602907597
1660521600,2022-08-15 00:00:00,EOS/BTC,0.00005371,0.00005449,0.00005218,0.00005277,24420.21440113,1.2949084118784803
1660435200,2022-08-14 00:00:00,EOS/BTC,0.00005521,0.00005611,0.00005334,0.00005374,30440.3279204,1.667288449627896
1660348800,2022-08-13 00:00:00,EOS/BTC,0.00005447,0.00005773,0.000054,0.00005523,35091.57370138,1.9373451435347653
1660262400,2022-08-12 00:00:00,EOS/BTC,0.00005482,0.00005482,0.00005358,0.00005444,23320.58179182,1.2667149654261936
1660176000,2022-08-11 00:00:00,EOS/BTC,0.00005333,0.00005506,0.00005261,0.00005489,41867.0609293,2.2436144218513122
1660089600,2022-08-10 00:00:00,EOS/BTC,0.00005083,0.00005397,0.00005065,0.0000533,41656.36891182,2.1682295354509838
1660003200,2022-08-09 00:00:00,EOS/BTC,0.00005256,0.00005267,0.00005056,0.00005086,20994.48516443,1.0792531584045873
1659916800,2022-08-08 00:00:00,EOS/BTC,0.00005305,0.00005374,0.00005226,0.00005254,28339.0987658,1.4977923854670416
1659830400,2022-08-07 00:00:00,EOS/BTC,0.0000534,0.0000539,0.00005249,0.00005302,25356.49358445,1.3564492281517006
1659744000,2022-08-06 00:00:00,EOS/BTC,0.00005418,0.00005451,0.00005312,0.00005344,36461.37983076,1.9566616001205145
1659657600,2022-08-05 00:00:00,EOS/BTC,0.00005251,0.00005457,0.0000525,0.00005401,33031.1468,1.763220919831
1659571200,2022-08-04 00:00:00,EOS/BTC,0.00005143,0.0000527,0.00005125,0.00005252,35714.53681587,1.857527780088511
1659484800,2022-08-03 00:00:00,EOS/BTC,0.00005159,0.00005243,0.00005047,0.00005141,38193.46833386,1.9771074431405552
1659398400,2022-08-02 00:00:00,EOS/BTC,0.000054,0.00005433,0.00005062,0.00005166,78833.83819305,4.0900362631535426
1659312000,2022-08-01 00:00:00,EOS/BTC,0.00005709,0.00005836,0.00005353,0.00005401,43958.78630381,2.4533605814030368
1659225600,2022-07-31 00:00:00,EOS/BTC,0.00005528,0.00006093,0.00005428,0.00005709,66272.17207279,3.8537433514980655
1659139200,2022-07-30 00:00:00,EOS/BTC,0.00005474,0.00005661,0.00005341,0.00005523,39677.10791544,2.1748880127205608
1659052800,2022-07-29 00:00:00,EOS/BTC,0.00005512,0.00005531,0.00005302,0.00005476,35718.22059546,1.9311827954445635
1658966400,2022-07-28 00:00:00,EOS/BTC,0.00005468,0.00005657,0.00005408,0.00005512,42076.31149747,2.3265301172194362
1658880000,2022-07-27 00:00:00,EOS/BTC,0.00005231,0.00005509,0.00005176,0.00005468,21166.8066998,1.1259815694980325
1658793600,2022-07-26 00:00:00,EOS/BTC,0.00005193,0.00005262,0.00005116,0.00005232,17767.92758147,0.922722438950705
1658707200,2022-07-25 00:00:00,EOS/BTC,0.00005337,0.00005366,0.00005192,0.00005193,13402.17075105,0.707088941211831
1658620800,2022-07-24 00:00:00,EOS/BTC,0.00005182,0.00005609,0.00005158,0.00005328,75620.79946458,4.1407258092335609
1658534400,2022-07-23 00:00:00,EOS/BTC,0.00005181,0.00005216,0.00005051,0.00005188,30976.59872598,1.5971495969125248
1658448000,2022-07-22 00:00:00,EOS/BTC,0.00004551,0.00005337,0.00004504,0.00005171,101917.58501693,5.0077273189539242
1658361600,2022-07-21 00:00:00,EOS/BTC,0.00004473,0.00004559,0.00004425,0.0000454,29507.8690528,1.328533795430912
1658275200,2022-07-20 00:00:00,EOS/BTC,0.00004602,0.00004651,0.00004452,0.00004479,73384.14223449,3.3345576399483281
1658188800,2022-07-19 00:00:00,EOS/BTC,0.00004701,0.0000478,0.00004565,0.00004601,34584.89195432,1.6091292913458792
1658102400,2022-07-18 00:00:00,EOS/BTC,0.00004736,0.00004826,0.00004681,0.00004701,40338.60846107,1.9127361571028482
1658016000,2022-07-17 00:00:00,EOS/BTC,0.00004757,0.00004774,0.00004649,0.00004732,17137.10672128,0.8063921495116941
1657929600,2022-07-16 00:00:00,EOS/BTC,0.00004682,0.00004758,0.00004639,0.00004753,9992.04812916,0.4684739246202914
1657843200,2022-07-15 00:00:00,EOS/BTC,0.00004733,0.00004772,0.00004654,0.00004678,9490.91616492,0.4458835026425544
1657756800,2022-07-14 00:00:00,EOS/BTC,0.00004695,0.00004738,0.00004632,0.00004717,16244.99393925,0.7595430102185481
1657670400,2022-07-13 00:00:00,EOS/BTC,0.00004742,0.00004793,0.00004642,0.00004695,35795.87322306,1.6888417684396666
1657584000,2022-07-12 00:00:00,EOS/BTC,0.00004707,0.0000478,0.00004681,0.00004742,13856.78824034,0.6549471489937466
1657497600,2022-07-11 00:00:00,EOS/BTC,0.00004817,0.00004831,0.00004691,0.00004715,14782.07620048,0.7067219194361941
1657411200,2022-07-10 00:00:00,EOS/BTC,0.0000481,0.00004839,0.0000477,0.00004807,9852.3062,0.473301713415
1657324800,2022-07-09 00:00:00,EOS/BTC,0.00004691,0.00004824,0.0000469,0.00004813,17276.98287239,0.8264851349216615
1657238400,2022-07-08 00:00:00,EOS/BTC,0.00004764,0.00004829,0.00004661,0.00004686,22182.41982528,1.0501739457834145
1657152000,2022-07-07 00:00:00,EOS/BTC,0.0000486,0.00004912,0.00004729,0.00004761,10941.18056816,0.5290693519709183
1657065600,2022-07-06 00:00:00,EOS/BTC,0.00004813,0.00004907,0.00004813,0.00004861,13494.64907103,0.6571456237799743
1656979200,2022-07-05 00:00:00,EOS/BTC,0.00004877,0.00004926,0.00004748,0.00004812,38579.04793935,1.866765424093174
1656892800,2022-07-04 00:00:00,EOS/BTC,0.00004889,0.00004917,0.00004806,0.00004873,13544.39411008,0.6595935314667752
1656806400,2022-07-03 00:00:00,EOS/BTC,0.00004874,0.00004903,0.00004811,0.00004884,15877.0295,0.769333754975
1656720000,2022-07-02 00:00:00,EOS/BTC,0.00004723,0.00004892,0.00004702,0.00004869,25577.87147755,1.223576716859533
1656633600,2022-07-01 00:00:00,EOS/BTC,0.00004644,0.0000474,0.00004567,0.00004725,34901.12058576,1.6348321485147168
1656547200,2022-06-30 00:00:00,EOS/BTC,0.00004649,0.00004776,0.00004572,0.00004646,20661.35561227,0.9648204960946818
