https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume USDC
1663549200000,2022-09-19 01:00:00,USDC/USDT,0.99425,0.995537,0.992726,0.993711,466.050459,469.0
1663545600000,2022-09-19 00:00:00,USDC/USDT,0.992822,0.998,0.992415,0.993566,1736.8106167860726,1748.05761951
1663542000000,2022-09-18 23:00:00,USDC/USDT,0.992912,0.995555,0.992522,0.993869,1757.160392,1768.0
1663538400000,2022-09-18 22:00:00,USDC/USDT,0.992949,0.998,0.992406,0.995227,1830.232425214349,1839.01002004
1663534800000,2022-09-18 21:00:00,USDC/USDT,0.99438,0.995591,0.990001,0.992809,1634.5893863744907,1646.42885628
1663531200000,2022-09-18 20:00:00,USDC/USDT,0.994656,0.995567,0.992412,0.995528,1846.70444,1855.0
1663527600000,2022-09-18 19:00:00,USDC/USDT,0.992562,0.998,0.992406,0.993137,1599.949448295203,1611.00578097
1663524000000,2022-09-18 18:00:00,USDC/USDT,0.992839,0.996286,0.992542,0.994201,1570.83758,1580.0
1663520400000,2022-09-18 17:00:00,USDC/USDT,0.995323,0.996457,0.990009,0.993592,1612.5998160000001,1623.0
1663516800000,2022-09-18 16:00:00,USDC/USDT,0.995782,0.996304,0.992853,0.993321,1620.106551,1631.0
1663513200000,2022-09-18 15:00:00,USDC/USDT,0.993942,0.996509,0.992994,0.995308,1684.061136,1692.0
1663509600000,2022-09-18 14:00:00,USDC/USDT,0.993122,0.996191,0.992093,0.994887,1750.0062329999998,1759.0
1663506000000,2022-09-18 13:00:00,USDC/USDT,0.992657,0.996109,0.992125,0.992457,1841.0077350000001,1855.0
1663502400000,2022-09-18 12:00:00,USDC/USDT,0.994354,0.996031,0.989267,0.992746,1734.327262,1747.0
1663498800000,2022-09-18 11:00:00,USDC/USDT,0.995387,0.99595,0.992064,0.995569,1586.9369860000002,1594.0
1663495200000,2022-09-18 10:00:00,USDC/USDT,0.992429,0.996191,0.992429,0.994003,1708.691157,1719.0
1663491600000,2022-09-18 09:00:00,USDC/USDT,0.995794,0.996396,0.989035,0.99431,1739.0478518848845,1748.99965995
1663488000000,2022-09-18 08:00:00,USDC/USDT,0.996097,0.996566,0.992632,0.992964,1466.607828,1477.0
1663484400000,2022-09-18 07:00:00,USDC/USDT,0.996068,0.999156,0.992955,0.994146,1723.033866078258,1733.17990122
1663480800000,2022-09-18 06:00:00,USDC/USDT,0.996505,0.997022,0.992668,0.993478,1765.410406,1777.0
1663477200000,2022-09-18 05:00:00,USDC/USDT,0.992362,0.9968,0.992362,0.996166,1627.735244,1634.0
1663473600000,2022-09-18 04:00:00,USDC/USDT,0.99444,0.996101,0.991679,0.992534,1823.284958,1837.0
1663470000000,2022-09-18 03:00:00,USDC/USDT,0.99539,0.996356,0.991987,0.99485,1699.2038,1708.0
1663466400000,2022-09-18 02:00:00,USDC/USDT,0.993385,0.996352,0.992385,0.996167,1612.794373,1619.0
1663462800000,2022-09-18 01:00:00,USDC/USDT,0.995299,0.996072,0.992056,0.994471,1475.794964,1484.0
1663459200000,2022-09-18 00:00:00,USDC/USDT,0.996051,0.99916,0.992196,0.992909,1577.732400990071,1588.99999999
1663455600000,2022-09-17 23:00:00,USDC/USDT,0.993136,0.996351,0.992535,0.994528,1636.993088,1646.0
1663452000000,2022-09-17 22:00:00,USDC/USDT,0.993014,0.99631,0.992558,0.994035,1747.51353,1758.0
1663448400000,2022-09-17 21:00:00,USDC/USDT,0.993131,0.996144,0.992388,0.993202,1491.789404,1502.0
1663444800000,2022-09-17 20:00:00,USDC/USDT,0.994991,0.996136,0.992126,0.995952,1635.3531839999998,1642.0
1663441200000,2022-09-17 19:00:00,USDC/USDT,0.994317,0.99916,0.988941,0.992084,1757.0065293242765,1771.02597091
1663437600000,2022-09-17 18:00:00,USDC/USDT,0.995184,0.999156,0.992126,0.996036,1852.62696,1860.0
1663434000000,2022-09-17 17:00:00,USDC/USDT,0.992839,0.996001,0.992085,0.993468,1573.653312,1584.0
1663430400000,2022-09-17 16:00:00,USDC/USDT,0.994421,0.99916,0.992358,0.993426,1500.6683676927792,1510.59904582
1663426800000,2022-09-17 15:00:00,USDC/USDT,0.992999,0.996597,0.992012,0.995687,1419.849662,1426.0
1663423200000,2022-09-17 14:00:00,USDC/USDT,0.995789,0.996364,0.992277,0.993318,1572.4223940000002,1583.0
