https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EQX,Volume BTC
1663459200,2022-09-18 00:00:00,EQX/BTC,0.0000007701,0.0000007814,0.0000007701,0.0000007722,1186.289,0.00091854369867
1663455600,2022-09-17 23:00:00,EQX/BTC,0.0000007623,0.0000007623,0.0000007623,0.0000007623,0,0
1663452000,2022-09-17 22:00:00,EQX/BTC,0.00000077,0.00000077,0.0000007623,0.0000007623,821.2084,0.00062688882866
1663448400,2022-09-17 21:00:00,EQX/BTC,0.0000007542,0.0000007787,0.0000007542,0.0000007787,2391.3055,0.00182008537127
1663444800,2022-09-17 20:00:00,EQX/BTC,0.0000007617,0.0000007617,0.0000007617,0.0000007617,0,0
1663441200,2022-09-17 19:00:00,EQX/BTC,0.000000756,0.0000007617,0.000000756,0.0000007617,571.2672,0.00043419369457
1663437600,2022-09-17 18:00:00,EQX/BTC,0.000000756,0.000000756,0.000000756,0.000000756,0,0
1663434000,2022-09-17 17:00:00,EQX/BTC,0.0000007524,0.00000076,0.0000007476,0.000000756,531.8601,0.0004016446386
1663430400,2022-09-17 16:00:00,EQX/BTC,0.0000007623,0.0000007623,0.0000007524,0.0000007524,1387.6973,0.00105070132367
1663426800,2022-09-17 15:00:00,EQX/BTC,0.00000077,0.0000007701,0.0000007623,0.0000007623,765.4671,0.00058898189463
1663423200,2022-09-17 14:00:00,EQX/BTC,0.0000007643,0.0000007786,0.0000007615,0.0000007615,1007.8494,0.00077124872452
1663419600,2022-09-17 13:00:00,EQX/BTC,0.0000007728,0.000000773,0.0000007625,0.000000773,385.6908,0.00029666086526
1663416000,2022-09-17 12:00:00,EQX/BTC,0.000000773,0.00000078,0.000000773,0.00000078,192.0349,0.00014945990956
1663412400,2022-09-17 11:00:00,EQX/BTC,0.0000007728,0.000000773,0.0000007623,0.000000773,605.4097,0.00046414847271
1663408800,2022-09-17 10:00:00,EQX/BTC,0.0000007645,0.00000078,0.0000007645,0.00000078,1476.3876,0.00114201028209
1663405200,2022-09-17 09:00:00,EQX/BTC,0.0000007563,0.0000007563,0.0000007563,0.0000007563,27.1925,0.00002056568775
1663401600,2022-09-17 08:00:00,EQX/BTC,0.0000007587,0.0000007587,0.0000007587,0.0000007587,0,0
1663398000,2022-09-17 07:00:00,EQX/BTC,0.0000007587,0.0000007587,0.0000007587,0.0000007587,0,0
1663394400,2022-09-17 06:00:00,EQX/BTC,0.00000077,0.00000077,0.0000007587,0.0000007587,790.9715,0.00060356851415
1663390800,2022-09-17 05:00:00,EQX/BTC,0.000000773,0.00000078,0.0000007728,0.0000007728,383.6867,0.00029820966558
1663387200,2022-09-17 04:00:00,EQX/BTC,0.000000773,0.000000773,0.000000773,0.000000773,0,0
1663383600,2022-09-17 03:00:00,EQX/BTC,0.000000773,0.000000773,0.000000773,0.000000773,0,0
1663380000,2022-09-17 02:00:00,EQX/BTC,0.00000077,0.000000773,0.0000007623,0.000000773,868.456,0.00066798688862
1663376400,2022-09-17 01:00:00,EQX/BTC,0.0000007783,0.0000007783,0.0000007623,0.00000077,517.4527,0.00039771589923
1663372800,2022-09-17 00:00:00,EQX/BTC,0.00000077,0.00000077,0.00000077,0.00000077,0,0
1663369200,2022-09-16 23:00:00,EQX/BTC,0.00000077,0.00000077,0.00000077,0.00000077,0,0
1663365600,2022-09-16 22:00:00,EQX/BTC,0.0000007786,0.0000007786,0.00000077,0.00000077,1044.5123,0.00080683998889
1663362000,2022-09-16 21:00:00,EQX/BTC,0.0000007874,0.0000007874,0.0000007874,0.0000007874,50.373,0.0000396637002
1663358400,2022-09-16 20:00:00,EQX/BTC,0.0000007786,0.0000007786,0.0000007786,0.0000007786,0,0
1663354800,2022-09-16 19:00:00,EQX/BTC,0.0000007815,0.0000007815,0.0000007786,0.0000007786,119.7695,0.00009342587585
1663351200,2022-09-16 18:00:00,EQX/BTC,0.0000007873,0.0000007873,0.0000007821,0.0000007821,508.4779,0.0003981239963
1663347600,2022-09-16 17:00:00,EQX/BTC,0.0000007902,0.0000007902,0.0000007902,0.0000007902,0,0
1663344000,2022-09-16 16:00:00,EQX/BTC,0.0000007902,0.0000007902,0.0000007902,0.0000007902,0,0
1663340400,2022-09-16 15:00:00,EQX/BTC,0.0000007894,0.0000008353,0.0000007894,0.0000007902,14314.0708,0.01169488402651
1663336800,2022-09-16 14:00:00,EQX/BTC,0.0000007962,0.00000085,0.0000007815,0.0000007903,49840.2803,0.03955220517558
1663333200,2022-09-16 13:00:00,EQX/BTC,0.00000079,0.0000007962,0.00000079,0.0000007962,107.7573,0.00008561833895
1663329600,2022-09-16 12:00:00,EQX/BTC,0.00000077,0.0000007896,0.00000077,0.0000007896,1571.7608,0.0012308263298
1663326000,2022-09-16 11:00:00,EQX/BTC,0.000000773,0.0000007759,0.000000773,0.0000007759,121.5617,0.00009414312608
1663322400,2022-09-16 10:00:00,EQX/BTC,0.0000007643,0.0000007701,0.0000007525,0.0000007701,3346.2576,0.00254117439902
1663318800,2022-09-16 09:00:00,EQX/BTC,0.0000007815,0.0000007815,0.0000007671,0.0000007671,1099.9526,0.00084924598444
