https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DYP,Volume USDT
1663459200,2022-09-18 00:00:00,DYP/USDT,0.1876,0.1876,0.1852,0.1864,8910.9885,1660.15895397
1663372800,2022-09-17 00:00:00,DYP/USDT,0.1795,0.1895,0.1735,0.1874,1093313.1941,198840.54519671
1663286400,2022-09-16 00:00:00,DYP/USDT,0.1755,0.1902,0.1689,0.1798,979748.8527,174696.63958062
1663200000,2022-09-15 00:00:00,DYP/USDT,0.1853,0.1988,0.1701,0.1755,1197731.9713,215383.98616168
1663113600,2022-09-14 00:00:00,DYP/USDT,0.1759,0.2089,0.17,0.1859,1401592.5054,253628.43391733
1663027200,2022-09-13 00:00:00,DYP/USDT,0.1776,0.1987,0.1688,0.1759,1418349.7554,251115.93760778
1662940800,2022-09-12 00:00:00,DYP/USDT,0.181,0.1837,0.1749,0.1778,744445.2489,133357.96002965
1662854400,2022-09-11 00:00:00,DYP/USDT,0.1776,0.1946,0.1745,0.1816,1195819.3882,220386.77126026
1662768000,2022-09-10 00:00:00,DYP/USDT,0.1793,0.1798,0.1653,0.1776,1021479.2572,177712.04655253
1662681600,2022-09-09 00:00:00,DYP/USDT,0.1746,0.1843,0.1711,0.1794,1213589.7465,215814.7985996
1662595200,2022-09-08 00:00:00,DYP/USDT,0.1714,0.1855,0.1681,0.1744,965103.8339,168278.55227534
1662508800,2022-09-07 00:00:00,DYP/USDT,0.1686,0.179,0.1628,0.1715,859623.0632,145155.74450264
1662422400,2022-09-06 00:00:00,DYP/USDT,0.1749,0.1836,0.1625,0.1689,1341841.6773,235141.93396283
1662336000,2022-09-05 00:00:00,DYP/USDT,0.1794,0.19,0.1738,0.1752,1197879.6933,218082.36790011
1662249600,2022-09-04 00:00:00,DYP/USDT,0.1794,0.1873,0.169,0.1794,980089.7211,171765.09084555
1662163200,2022-09-03 00:00:00,DYP/USDT,0.1798,0.1894,0.17,0.1794,1006449.2027,179382.74516853
1662076800,2022-09-02 00:00:00,DYP/USDT,0.1743,0.1862,0.1734,0.1802,913718.35,162713.57930585
1661990400,2022-09-01 00:00:00,DYP/USDT,0.1759,0.1806,0.1657,0.1749,1121920.8455,194325.79667156
1661904000,2022-08-31 00:00:00,DYP/USDT,0.1845,0.1892,0.17,0.176,793325.43727345,142349.336085656585
1661817600,2022-08-30 00:00:00,DYP/USDT,0.1968,0.2199,0.1842,0.1844,1394708.51565696,275253.774856252599
1661731200,2022-08-29 00:00:00,DYP/USDT,0.1738,0.2201,0.1731,0.1966,2112422.81013958,409438.374782558621
1661644800,2022-08-28 00:00:00,DYP/USDT,0.1783,0.18,0.1735,0.1736,1033541.78895707,182917.451829906795
1661558400,2022-08-27 00:00:00,DYP/USDT,0.1817,0.1853,0.1733,0.1785,1186875.87175148,213688.435689513731
1661472000,2022-08-26 00:00:00,DYP/USDT,0.1959,0.1967,0.1803,0.1819,943518.40812375,180510.563085685386
1661385600,2022-08-25 00:00:00,DYP/USDT,0.197,0.2026,0.1951,0.196,597746.79922314,117715.201433856947
1661299200,2022-08-24 00:00:00,DYP/USDT,0.2026,0.2026,0.194,0.1979,393892.13651569,78039.194285517996
1661212800,2022-08-23 00:00:00,DYP/USDT,0.2021,0.2096,0.2,0.2025,556189.11386946,113628.791447413604
1661126400,2022-08-22 00:00:00,DYP/USDT,0.2143,0.2148,0.1913,0.2023,608843.578684,120527.056850426502
1661040000,2022-08-21 00:00:00,DYP/USDT,0.207,0.2196,0.204,0.2144,359045.27781267,75564.763984394015
1660953600,2022-08-20 00:00:00,DYP/USDT,0.221,0.2236,0.2001,0.2073,723325.45269471,157314.17979952102
1660867200,2022-08-19 00:00:00,DYP/USDT,0.2298,0.2512,0.2169,0.2212,1082831.15485746,248856.233117755759
1660780800,2022-08-18 00:00:00,DYP/USDT,0.2322,0.2434,0.2233,0.2297,1111331.70958323,257492.696603315453
1660694400,2022-08-17 00:00:00,DYP/USDT,0.2365,0.25,0.2299,0.2323,1149898.92111129,273076.351145135336
1660608000,2022-08-16 00:00:00,DYP/USDT,0.2369,0.2438,0.227,0.2367,894265.38800661,211492.656859755482
1660521600,2022-08-15 00:00:00,DYP/USDT,0.2581,0.2595,0.2328,0.2362,1021692.15186259,250509.858972512543
1660435200,2022-08-14 00:00:00,DYP/USDT,0.2651,0.2659,0.2558,0.2581,1006050.46077557,262385.794117934653
1660348800,2022-08-13 00:00:00,DYP/USDT,0.2705,0.2722,0.262,0.2648,668193.65145745,179533.366584965433
1660262400,2022-08-12 00:00:00,DYP/USDT,0.2676,0.2711,0.2623,0.2703,700168.48522898,186412.175206874309
1660176000,2022-08-11 00:00:00,DYP/USDT,0.2743,0.2808,0.2651,0.2675,841905.20569426,227120.592295111069
1660089600,2022-08-10 00:00:00,DYP/USDT,0.2676,0.2779,0.2623,0.2736,725949.41173631,195791.625736182205
1660003200,2022-08-09 00:00:00,DYP/USDT,0.2819,0.2913,0.2616,0.2674,1246809.96529346,340595.535570628295
1659916800,2022-08-08 00:00:00,DYP/USDT,0.2923,0.2935,0.279,0.2808,712375.5171509,202576.00783408849
1659830400,2022-08-07 00:00:00,DYP/USDT,0.2851,0.323,0.281,0.2918,1066222.51522199,311214.814351994933
1659744000,2022-08-06 00:00:00,DYP/USDT,0.2915,0.2935,0.2778,0.2853,748563.49793741,213250.602490867487
1659657600,2022-08-05 00:00:00,DYP/USDT,0.2872,0.2995,0.2839,0.2897,838989.46008248,242599.891748621068
1659571200,2022-08-04 00:00:00,DYP/USDT,0.2922,0.2968,0.285,0.2867,692659.85236878,201016.46433425234
1659484800,2022-08-03 00:00:00,DYP/USDT,0.3151,0.3152,0.2912,0.2918,922531.32694804,275888.378115388381
1659398400,2022-08-02 00:00:00,DYP/USDT,0.288,0.3452,0.2842,0.315,2287778.21730229,716643.315107355365
1659312000,2022-08-01 00:00:00,DYP/USDT,0.2798,0.2891,0.2683,0.2876,1029459.47987106,285292.059338028372
1659225600,2022-07-31 00:00:00,DYP/USDT,0.2867,0.29,0.2784,0.2798,753696.49257089,214671.338208112754
1659139200,2022-07-30 00:00:00,DYP/USDT,0.2921,0.2954,0.2832,0.2867,755535.37023195,217233.847121999267
1659052800,2022-07-29 00:00:00,DYP/USDT,0.2915,0.2988,0.2845,0.2916,762848.75138999,220662.239770187505
1658966400,2022-07-28 00:00:00,DYP/USDT,0.2941,0.2999,0.2827,0.2919,666136.31015334,194053.177311499329
1658880000,2022-07-27 00:00:00,DYP/USDT,0.2826,0.3127,0.277,0.2941,1023500.8354999,301513.67551307356
1658793600,2022-07-26 00:00:00,DYP/USDT,0.2901,0.2943,0.2734,0.2826,851132.96513639,239089.237810991203
1658707200,2022-07-25 00:00:00,DYP/USDT,0.2957,0.325,0.275,0.2902,1891055.81307646,556151.559003794988
1658620800,2022-07-24 00:00:00,DYP/USDT,0.3004,0.314,0.2885,0.2953,2528027.05475299,749187.627970966229
1658534400,2022-07-23 00:00:00,DYP/USDT,0.3131,0.3199,0.2987,0.3011,1841159.08284647,572291.983647926261
1658448000,2022-07-22 00:00:00,DYP/USDT,0.3124,0.341,0.3068,0.3131,2293885.51818671,735754.928016367634
1658361600,2022-07-21 00:00:00,DYP/USDT,0.3004,0.4,0.298,0.312,3367961.34019872,1107799.811813707238
1658275200,2022-07-20 00:00:00,DYP/USDT,0.3184,0.3243,0.298,0.3002,2277359.67770027,707633.767877933539
1658188800,2022-07-19 00:00:00,DYP/USDT,0.3037,0.3293,0.298,0.3182,2440843.48544524,750796.336341803058
1658102400,2022-07-18 00:00:00,DYP/USDT,0.3139,0.3411,0.2981,0.3041,2837430.72202353,893260.271934967825
1658016000,2022-07-17 00:00:00,DYP/USDT,0.2948,0.32,0.28,0.3138,2989482.43170961,878962.152138568366
1657929600,2022-07-16 00:00:00,DYP/USDT,0.2756,0.33,0.2648,0.2945,2754363.24911113,774193.373731465668
