https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume WHALE,Volume USDT
1660089600,2022-08-10 00:00:00,WHALE/USDT,1.728,1.7922,1.6781,1.7465,136044.0076,235593.10291282
1660003200,2022-08-09 00:00:00,WHALE/USDT,1.8199,1.8448,1.6968,1.7277,120369.1796,212559.22520421
1659916800,2022-08-08 00:00:00,WHALE/USDT,1.7166,1.8433,1.6968,1.8199,160150.8206,284665.93995991
1659830400,2022-08-07 00:00:00,WHALE/USDT,1.6964,2.6328,1.6209,1.7159,166315.1144,291255.03808961
1659744000,2022-08-06 00:00:00,WHALE/USDT,1.6831,1.7487,1.6801,1.6966,131816.552,223796.30101157
1659657600,2022-08-05 00:00:00,WHALE/USDT,1.6741,1.7597,1.6365,1.6828,135320.5883,225646.57419436
1659571200,2022-08-04 00:00:00,WHALE/USDT,1.7102,1.7605,1.6501,1.6742,121574.4454,205337.65001862
1659484800,2022-08-03 00:00:00,WHALE/USDT,1.7917,1.7955,1.7013,1.7103,143132.5796,252104.01920638
1659398400,2022-08-02 00:00:00,WHALE/USDT,1.81,1.8283,1.7669,1.7983,9476.8114,17008.95619556
1659312000,2022-08-01 00:00:00,WHALE/USDT,1.84,1.8559,1.8,1.8152,9165.8647,16746.4651395
1659225600,2022-07-31 00:00:00,WHALE/USDT,1.8608,1.8897,1.8299,1.8299,5105.9353,9537.80515939
1659139200,2022-07-30 00:00:00,WHALE/USDT,1.87,1.9072,1.8489,1.8633,3592.5276,6680.05630539
1659052800,2022-07-29 00:00:00,WHALE/USDT,1.8801,1.8931,1.8459,1.854,12478.2139,23310.8658772
1658966400,2022-07-28 00:00:00,WHALE/USDT,1.8255,1.892,1.7854,1.8801,4312.7498,7924.41573005
1658880000,2022-07-27 00:00:00,WHALE/USDT,1.7,1.8256,1.6809,1.8109,21121.6572,37094.90569937
1658793600,2022-07-26 00:00:00,WHALE/USDT,1.7386,1.7386,1.6771,1.7028,10364.4966,17750.76844502
1658707200,2022-07-25 00:00:00,WHALE/USDT,1.8309,1.8309,1.7392,1.7392,15812.9277,28111.41211253
1658620800,2022-07-24 00:00:00,WHALE/USDT,1.8099,1.8483,1.8021,1.831,15353.4117,28076.91498219
1658534400,2022-07-23 00:00:00,WHALE/USDT,1.8108,1.8266,1.7728,1.7935,5380.7798,9695.03685825
1658448000,2022-07-22 00:00:00,WHALE/USDT,1.8217,1.856,1.8049,1.8118,11417.3163,20854.94414217
1658361600,2022-07-21 00:00:00,WHALE/USDT,1.8371,1.8526,1.7809,1.8217,19554.5007,35490.74073066
1658275200,2022-07-20 00:00:00,WHALE/USDT,1.8435,1.93,1.8282,1.8379,20510.10216473,38075.329196001703
1658188800,2022-07-19 00:00:00,WHALE/USDT,1.7575,1.8568,1.7575,1.8435,5982.84612237,10892.385395049368
1658102400,2022-07-18 00:00:00,WHALE/USDT,1.622,1.8309,1.6201,1.7572,109655.97944734,187083.190777890201
1658016000,2022-07-17 00:00:00,WHALE/USDT,1.6184,1.6545,1.61,1.6216,54250.41856646,88643.945044468996
1657929600,2022-07-16 00:00:00,WHALE/USDT,1.551,1.7153,1.5275,1.6252,51554.3046,81540.70273473
1657843200,2022-07-15 00:00:00,WHALE/USDT,1.5073,1.5775,1.4973,1.5516,42255.89467754,64880.344493021887
1657756800,2022-07-14 00:00:00,WHALE/USDT,1.4557,1.5177,1.4416,1.5062,28123.07768344,41729.586609942927
1657670400,2022-07-13 00:00:00,WHALE/USDT,1.4434,1.4867,1.4249,1.4503,20712.72145307,30057.893729633903
1657584000,2022-07-12 00:00:00,WHALE/USDT,1.4872,1.4924,1.4468,1.4553,7175.7762,10542.82643937
1657497600,2022-07-11 00:00:00,WHALE/USDT,1.5576,1.5613,1.4821,1.4881,88137.6005,135648.28940113
1657411200,2022-07-10 00:00:00,WHALE/USDT,1.6236,1.6236,1.5285,1.5574,142457.35570292,223873.854811706682
1657324800,2022-07-09 00:00:00,WHALE/USDT,1.6066,1.6254,1.5905,1.6232,139984.9964,224628.85325186
1657238400,2022-07-08 00:00:00,WHALE/USDT,1.6113,1.6114,1.5801,1.6066,138924.56587533,222704.089772479716
1657152000,2022-07-07 00:00:00,WHALE/USDT,1.5422,1.6116,1.5211,1.6114,148857.58520293,230898.84931054775
1657065600,2022-07-06 00:00:00,WHALE/USDT,1.5325,1.5433,1.4935,1.543,148576.6032,224862.7765094
1656979200,2022-07-05 00:00:00,WHALE/USDT,1.4774,1.5485,1.4331,1.5327,152688.5437,225974.42501618
1656892800,2022-07-04 00:00:00,WHALE/USDT,1.4074,1.4831,1.4011,1.4775,158542.60959526,226868.458657888136
1656806400,2022-07-03 00:00:00,WHALE/USDT,1.4123,1.4204,1.3919,1.4083,163351.61151929,230574.13313944677
1656720000,2022-07-02 00:00:00,WHALE/USDT,1.4412,1.4591,1.4096,1.4117,157445.8384434,225169.324207082234
1656633600,2022-07-01 00:00:00,WHALE/USDT,1.4555,1.64,1.4259,1.4412,147045.27005687,213845.034884935805
1656547200,2022-06-30 00:00:00,WHALE/USDT,1.4998,1.512,1.4174,1.4568,164226.72638021,239779.26329478101
1656460800,2022-06-29 00:00:00,WHALE/USDT,1.521,1.53,1.4777,1.4988,148203.72867984,222233.935411834848
1656374400,2022-06-28 00:00:00,WHALE/USDT,1.5509,1.5597,1.5107,1.5213,152412.57797056,235399.987549489487
1656288000,2022-06-27 00:00:00,WHALE/USDT,1.5542,1.5713,1.537,1.5498,144653.73864046,224926.002890563982
1656201600,2022-06-26 00:00:00,WHALE/USDT,1.5087,1.6074,1.5012,1.5553,148892.9944072,228547.728155816609
1656115200,2022-06-25 00:00:00,WHALE/USDT,1.5304,1.5336,1.4904,1.509,140289.2323498,211795.78704197672
1656028800,2022-06-24 00:00:00,WHALE/USDT,1.4127,1.5399,1.4088,1.5299,141431.91334535,207684.890180205255
1655942400,2022-06-23 00:00:00,WHALE/USDT,1.3826,1.4308,1.369,1.4125,118944.14817424,167460.83031687886
1655856000,2022-06-22 00:00:00,WHALE/USDT,1.4321,1.4499,1.3627,1.3811,1530.40303349,2156.695149930681
1655769600,2022-06-21 00:00:00,WHALE/USDT,1.42,1.4906,1.3725,1.437,6541.73533839,9535.587085415141
1655683200,2022-06-20 00:00:00,WHALE/USDT,1.3819,1.69,1.2406,1.326,9454.78241731,13138.217208249957
1655596800,2022-06-19 00:00:00,WHALE/USDT,1.2497,1.41,1.223,1.3769,1880.72070395,2569.6339469295
1655510400,2022-06-18 00:00:00,WHALE/USDT,1.3086,1.339,1.1916,1.2497,11052.28408843,13943.056864187555
1655424000,2022-06-17 00:00:00,WHALE/USDT,1.3094,1.3395,1.2907,1.3089,6368.55034396,8427.493804702015
1655337600,2022-06-16 00:00:00,WHALE/USDT,1.4,1.45,1.31,1.31,54661.73481811,75745.398650012487
1655251200,2022-06-15 00:00:00,WHALE/USDT,1.46,1.47,1.29,1.4,147449.19772245,202805.328425763458
1655164800,2022-06-14 00:00:00,WHALE/USDT,1.55,1.57,1.44,1.45,163631.38366545,243708.2081519683
1655078400,2022-06-13 00:00:00,WHALE/USDT,1.95,1.95,1.55,1.56,141574.61596573,242859.2916203597
1654992000,2022-06-12 00:00:00,WHALE/USDT,2.05,2.05,1.94,1.95,119508.15741292,238266.6943919644
1654905600,2022-06-11 00:00:00,WHALE/USDT,2.15,2.16,2.04,2.05,111456.0067805,234434.1160649811
1654819200,2022-06-10 00:00:00,WHALE/USDT,2.24,2.25,2.13,2.15,107903.59164892,236610.2509449443
1654732800,2022-06-09 00:00:00,WHALE/USDT,2.24,2.25,2.24,2.24,96011.0774222,215532.52743295
1654646400,2022-06-08 00:00:00,WHALE/USDT,2.24,2.26,2.23,2.25,89998.10019999,202007.8397479775
1654560000,2022-06-07 00:00:00,WHALE/USDT,2.34,2.34,2.2,2.24,114737.39067973,258281.5185439417
1654473600,2022-06-06 00:00:00,WHALE/USDT,2.31,2.36,2.3,2.34,97278.01396184,227796.0986895601
1654387200,2022-06-05 00:00:00,WHALE/USDT,2.29,2.31,2.26,2.3,97773.0285783,224239.1348169341
1654300800,2022-06-04 00:00:00,WHALE/USDT,2.28,2.3,2.26,2.28,100698.51414611,229056.7500049919
1654214400,2022-06-03 00:00:00,WHALE/USDT,2.29,2.33,2.27,2.28,101345.53502857,231882.5175969692
1654128000,2022-06-02 00:00:00,WHALE/USDT,2.32,2.36,2.28,2.29,93501.49640007,216657.7885129318
1654041600,2022-06-01 00:00:00,WHALE/USDT,2.42,2.44,2.31,2.33,100755.04516271,240746.3722239837
1653955200,2022-05-31 00:00:00,WHALE/USDT,2.35,2.48,2.34,2.42,97385.99403996,233616.2504189051
1653868800,2022-05-30 00:00:00,WHALE/USDT,2.27,2.4,2.26,2.34,102214.6128288,233760.3421538586
1653782400,2022-05-29 00:00:00,WHALE/USDT,2.25,2.29,2.24,2.27,101247.69197118,228988.5782589366
1653696000,2022-05-28 00:00:00,WHALE/USDT,2.26,2.29,2.24,2.25,94328.80928076,212597.4077169404
1653609600,2022-05-27 00:00:00,WHALE/USDT,2.35,2.35,2.24,2.26,103232.45940974,236257.7985179518
1653523200,2022-05-26 00:00:00,WHALE/USDT,2.44,2.51,2.31,2.34,108696.01176344,259387.8707270976
1653436800,2022-05-25 00:00:00,WHALE/USDT,2.46,2.48,2.41,2.45,93037.78111544,227124.8640119017
1653350400,2022-05-24 00:00:00,WHALE/USDT,2.48,2.5,2.4,2.46,91441.08537861,225058.9519929635
1653264000,2022-05-23 00:00:00,WHALE/USDT,2.57,2.71,2.27,2.47,53916.38809528,133130.6302249426
1653177600,2022-05-22 00:00:00,WHALE/USDT,2.74,2.97,2.53,2.58,40743.74936458,107446.9479188882
1653091200,2022-05-21 00:00:00,WHALE/USDT,2.91,2.91,2.73,2.74,6078.07380238,17070.9360129955
1653004800,2022-05-20 00:00:00,WHALE/USDT,3.01,3.05,2.85,2.88,1836.36677433,5371.88460199
1652918400,2022-05-19 00:00:00,WHALE/USDT,2.88,3.01,2.77,3,856.6812144,2473.0821539611
1652832000,2022-05-18 00:00:00,WHALE/USDT,3.02,3.02,2.78,2.87,2726.597752,7802.1033104436
1652745600,2022-05-17 00:00:00,WHALE/USDT,2.98,3.07,2.97,3.02,1695.4806,5128.341865
1652659200,2022-05-16 00:00:00,WHALE/USDT,3.23,3.23,2.93,2.98,1841.13890091,5672.277971843
1652572800,2022-05-15 00:00:00,WHALE/USDT,3.09,3.3,2.95,3.23,2502.28660333,7705.268285989
1652486400,2022-05-14 00:00:00,WHALE/USDT,3.06,3.15,2.92,3.11,1840.79857555,5574.5522499825
1652400000,2022-05-13 00:00:00,WHALE/USDT,2.85,3.15,2.85,3.06,2588.1642,7922.830014
1652313600,2022-05-12 00:00:00,WHALE/USDT,2.99,3.06,2.26,2.85,13866.34915784,38840.9029879578
1652227200,2022-05-11 00:00:00,WHALE/USDT,3.29,3.41,2.88,2.99,4986.82157756,15462.1817739872
1652140800,2022-05-10 00:00:00,WHALE/USDT,3.19,3.48,3.19,3.3,1813.6864,6078.045965444
1652054400,2022-05-09 00:00:00,WHALE/USDT,3.76,3.77,3.16,3.23,5820.39386204,19324.1750499741
1651968000,2022-05-08 00:00:00,WHALE/USDT,4.4,4.4,3.69,3.75,2488.68422064,10282.4318831091
1651881600,2022-05-07 00:00:00,WHALE/USDT,4.39,4.65,3.89,4.45,3453.01452945,15057.1842923229
1651795200,2022-05-06 00:00:00,WHALE/USDT,4.54,4.54,4.33,4.41,239.85544553,1058.8333278521
1651708800,2022-05-05 00:00:00,WHALE/USDT,4.9,5.07,4.52,4.54,6375.49140499,30268.9074149172
1651622400,2022-05-04 00:00:00,WHALE/USDT,4.76,5,4.67,4.87,1834.48196093,8728.4825578826
1651536000,2022-05-03 00:00:00,WHALE/USDT,4.83,5.33,4.55,4.76,6454.21662187,30913.4445639199
1651449600,2022-05-02 00:00:00,WHALE/USDT,5.02,5.02,4.83,4.83,3119.83741354,15226.5144689708
1651363200,2022-05-01 00:00:00,WHALE/USDT,4.98,5.06,4.97,5.02,1515.68061387,7633.7184888743
1651276800,2022-04-30 00:00:00,WHALE/USDT,5.07,5.1,4.98,4.98,6444.1048,32434.045369
1651190400,2022-04-29 00:00:00,WHALE/USDT,5.16,5.16,5.07,5.07,2481.00462174,12652.744283961
1651104000,2022-04-28 00:00:00,WHALE/USDT,5.14,5.25,5.14,5.16,5330.13006076,27756.70579099
1651017600,2022-04-27 00:00:00,WHALE/USDT,5.2,5.29,5.14,5.14,7957.7021,41786.581334
1650931200,2022-04-26 00:00:00,WHALE/USDT,5.34,5.38,5.19,5.19,7623.1717,40046.917215
1650844800,2022-04-25 00:00:00,WHALE/USDT,5.42,5.42,5.29,5.35,12749.33845318,68382.8612539812
1650758400,2022-04-24 00:00:00,WHALE/USDT,5.44,5.54,5.39,5.42,9813.14443182,53409.6755525514
1650672000,2022-04-23 00:00:00,WHALE/USDT,5.48,5.53,5.43,5.43,3135.14522747,17170.5685956047
1650585600,2022-04-22 00:00:00,WHALE/USDT,5.5,5.57,5.43,5.46,3177.83379275,17410.3291729075
1650499200,2022-04-21 00:00:00,WHALE/USDT,5.66,5.73,5.48,5.5,16385.00450496,92666.1092879535
1650412800,2022-04-20 00:00:00,WHALE/USDT,5.64,5.7,5.62,5.67,4294.42727144,24383.9740146866
1650326400,2022-04-19 00:00:00,WHALE/USDT,5.64,5.72,5.6,5.64,5591.5127969,31686.2325094454
1650240000,2022-04-18 00:00:00,WHALE/USDT,5.73,5.73,5.62,5.64,8363.91328721,47558.7400969769
1650153600,2022-04-17 00:00:00,WHALE/USDT,5.7,5.74,5.65,5.72,20627.33895867,117748.4112618851
1650067200,2022-04-16 00:00:00,WHALE/USDT,5.69,5.73,5.68,5.71,21067.46739155,120223.9413230825
1649980800,2022-04-15 00:00:00,WHALE/USDT,5.78,5.79,5.68,5.69,20887.3249,119868.924685
1649894400,2022-04-14 00:00:00,WHALE/USDT,5.85,5.89,5.77,5.79,20949.9443,122292.616721
1649808000,2022-04-13 00:00:00,WHALE/USDT,5.8,5.87,5.79,5.85,21151.88899259,123154.0402649479
1649721600,2022-04-12 00:00:00,WHALE/USDT,5.84,5.89,5.75,5.8,20588.09757107,119791.5893719187
1649635200,2022-04-11 00:00:00,WHALE/USDT,5.97,5.98,5.82,5.84,18345.21234156,107653.4512469258
1649548800,2022-04-10 00:00:00,WHALE/USDT,5.99,6.48,5.75,5.98,37335.30633435,224448.4835342543
1649462400,2022-04-09 00:00:00,WHALE/USDT,5.97,6,5.93,5.99,22863.06626329,136509.4611277111
1649376000,2022-04-08 00:00:00,WHALE/USDT,5.97,6.07,5.94,5.98,19677.0687,118166.323778
1649289600,2022-04-07 00:00:00,WHALE/USDT,6.02,6.03,5.94,5.97,18792.62582267,112314.9748924022
1649203200,2022-04-06 00:00:00,WHALE/USDT,6.34,6.34,6,6.02,23304.31995224,143674.5224262506
1649116800,2022-04-05 00:00:00,WHALE/USDT,6.37,6.43,6.35,6.35,11046.34714758,70295.8598916324
1649030400,2022-04-04 00:00:00,WHALE/USDT,6.42,6.42,6.27,6.37,9450.38156037,60240.1860309717
1648944000,2022-04-03 00:00:00,WHALE/USDT,6.39,6.46,6.34,6.42,20052.82401027,128363.4438089334
1648857600,2022-04-02 00:00:00,WHALE/USDT,6.36,6.47,6.36,6.39,19364.70457933,124349.872431901
1648771200,2022-04-01 00:00:00,WHALE/USDT,6.34,6.42,6.21,6.36,20975.10959863,132278.0477363716
1648684800,2022-03-31 00:00:00,WHALE/USDT,6.39,6.42,6.28,6.34,12603.00049952,79727.785165989
1648598400,2022-03-30 00:00:00,WHALE/USDT,6.4,6.43,6.28,6.42,3600.4294111,22726.9631347519
1648512000,2022-03-29 00:00:00,WHALE/USDT,6.29,7.04,6.28,6.4,7770.06435441,50048.9009232083
1648425600,2022-03-28 00:00:00,WHALE/USDT,6.08,6.33,6.05,6.33,1751.3056167,10888.0102056636
1648339200,2022-03-27 00:00:00,WHALE/USDT,6,6.14,5.97,6.08,4684.39586691,28546.5164021966
1648252800,2022-03-26 00:00:00,WHALE/USDT,6.04,6.04,5.97,5.97,1312.47566709,7869.3575797282
1648166400,2022-03-25 00:00:00,WHALE/USDT,5.97,6.16,5.95,6.04,3349.97840968,20246.5320295587
1648080000,2022-03-24 00:00:00,WHALE/USDT,5.95,6.04,5.83,5.97,21270.75514819,126558.6328181952
1647993600,2022-03-23 00:00:00,WHALE/USDT,6.02,6.03,5.92,5.95,18844.90907796,112657.3483620276
1647907200,2022-03-22 00:00:00,WHALE/USDT,5.86,6.28,5.82,6.02,21639.75039004,130565.8427427112
1647820800,2022-03-21 00:00:00,WHALE/USDT,5.64,6.62,5.59,5.86,27473.28250964,162716.7927836453
1647734400,2022-03-20 00:00:00,WHALE/USDT,5.6,5.89,5.56,5.65,6480.81351739,37005.7042321471
1647648000,2022-03-19 00:00:00,WHALE/USDT,5.69,5.85,5.56,5.62,3007.82698147,17141.1682949849
1647561600,2022-03-18 00:00:00,WHALE/USDT,5.66,5.74,5.64,5.69,11118.32184887,63400.6128578294
1647475200,2022-03-17 00:00:00,WHALE/USDT,5.68,5.69,5.61,5.66,3607.97512727,20452.0288696823
1647388800,2022-03-16 00:00:00,WHALE/USDT,5.64,5.75,5.6,5.64,10546.05362135,59821.7443051621
1647302400,2022-03-15 00:00:00,WHALE/USDT,5.64,5.74,5.63,5.64,3866.68035611,22103.6220806382
1647216000,2022-03-14 00:00:00,WHALE/USDT,5.64,5.74,5.63,5.69,2258.0162614,12941.3213698692
1647129600,2022-03-13 00:00:00,WHALE/USDT,5.72,5.76,5.64,5.64,2385.0033681,13565.9424488648
1647043200,2022-03-12 00:00:00,WHALE/USDT,5.75,5.79,5.7,5.78,142.4211321,820.774453727
1646956800,2022-03-11 00:00:00,WHALE/USDT,5.84,5.88,5.66,5.79,5701.58785826,33243.4965538757
1646870400,2022-03-10 00:00:00,WHALE/USDT,6.16,6.16,5.84,5.84,8705.98772545,52454.6648099545
1646784000,2022-03-09 00:00:00,WHALE/USDT,6.08,6.27,6.08,6.16,8231.45486364,50562.067291984
1646697600,2022-03-08 00:00:00,WHALE/USDT,6.19,6.26,6.08,6.08,5713.85632403,35451.0006752701
1646611200,2022-03-07 00:00:00,WHALE/USDT,6.36,6.36,6.15,6.15,482.30646908,3029.2842179672
1646524800,2022-03-06 00:00:00,WHALE/USDT,6.66,6.67,6.19,6.36,33788.08755129,224234.5788468612
1646438400,2022-03-05 00:00:00,WHALE/USDT,6.71,6.72,6.57,6.66,48072.91824736,322048.4505997856
1646352000,2022-03-04 00:00:00,WHALE/USDT,6.93,6.93,6.5,6.71,50771.60192316,344412.9235969084
1646265600,2022-03-03 00:00:00,WHALE/USDT,7.47,7.47,6.86,6.92,47094.05198824,338822.759681908
1646179200,2022-03-02 00:00:00,WHALE/USDT,7.21,7.7,7.2,7.47,44697.89579409,331895.7715703025
1646092800,2022-03-01 00:00:00,WHALE/USDT,6.86,7.6,6.82,7.21,43602.41314178,313839.2344876504
1646006400,2022-02-28 00:00:00,WHALE/USDT,6.34,6.93,6.3,6.87,44477.39120143,283525.9132970329
1645920000,2022-02-27 00:00:00,WHALE/USDT,6.71,6.74,6.29,6.33,29243.6048176,189750.945371904
1645833600,2022-02-26 00:00:00,WHALE/USDT,6.63,7.4,6.34,6.71,40781.53045603,275966.6851901314
1645747200,2022-02-25 00:00:00,WHALE/USDT,6.34,6.68,6.33,6.63,48119.63773393,308743.5195322543
1645660800,2022-02-24 00:00:00,WHALE/USDT,6.56,6.56,5.76,6.33,65412.23830493,389163.3371236682
1645574400,2022-02-23 00:00:00,WHALE/USDT,6.43,6.58,6.39,6.56,24710.51032646,160927.4355457433
1645488000,2022-02-22 00:00:00,WHALE/USDT,6.54,6.55,6.28,6.43,21138.33729285,135696.5724008825
1645401600,2022-02-21 00:00:00,WHALE/USDT,6.55,6.96,6.37,6.55,53145.35603395,348339.6165321105
1645315200,2022-02-20 00:00:00,WHALE/USDT,6.8,6.81,6.48,6.54,50573.34619448,334014.3845428247
1645228800,2022-02-19 00:00:00,WHALE/USDT,6.84,6.87,6.79,6.81,52043.55876003,355609.7272015933
1645142400,2022-02-18 00:00:00,WHALE/USDT,6.98,6.99,6.8,6.85,47452.04099769,329305.6595428531
1645056000,2022-02-17 00:00:00,WHALE/USDT,7.29,7.29,6.96,6.99,51355.45759762,369091.3585545504
1644969600,2022-02-16 00:00:00,WHALE/USDT,7.25,7.35,7.09,7.29,44782.73771557,325383.7049306618
1644883200,2022-02-15 00:00:00,WHALE/USDT,6.91,7.34,6.9,7.24,55277.73972938,394547.0075837121
1644796800,2022-02-14 00:00:00,WHALE/USDT,6.9,6.93,6.82,6.91,17497.31979375,120480.9020317643
1644710400,2022-02-13 00:00:00,WHALE/USDT,7.51,7.52,6.87,6.9,45645.46786702,322698.7328127146
1644624000,2022-02-12 00:00:00,WHALE/USDT,7.41,8.1,6.21,7.51,67031.30692875,510575.2571490639
1644537600,2022-02-11 00:00:00,WHALE/USDT,7.88,7.89,7.39,7.42,49379.9817871,382193.9337500622
1644451200,2022-02-10 00:00:00,WHALE/USDT,8.14,8.24,7.85,7.89,47476.0044966,385459.0343525791
1644364800,2022-02-09 00:00:00,WHALE/USDT,8.6,8.64,7.46,8.14,41399.58325217,351647.7320986656
1644278400,2022-02-08 00:00:00,WHALE/USDT,9.58,9.61,8.49,8.6,41553.70129679,361102.2262108581
1644192000,2022-02-07 00:00:00,WHALE/USDT,8.02,10.27,8.02,9.57,40041.39827922,330974.8522721024
1644105600,2022-02-06 00:00:00,WHALE/USDT,7.96,8.03,7.95,8.02,41384.03166382,329272.4952936446
1644019200,2022-02-05 00:00:00,WHALE/USDT,7.99,8.11,7.94,7.96,40034.93790478,320953.0466055895
1643932800,2022-02-04 00:00:00,WHALE/USDT,7.21,8.02,7.21,7.99,47300.62837623,361765.4719466688
1643846400,2022-02-03 00:00:00,WHALE/USDT,7.27,7.28,7.1,7.21,46379.39636504,334061.4941956535
1643760000,2022-02-02 00:00:00,WHALE/USDT,7.42,7.56,7.27,7.28,42871.23489078,318917.8678784984
1643673600,2022-02-01 00:00:00,WHALE/USDT,7.33,7.52,7.27,7.45,46243.79963929,342432.1684886383
1643587200,2022-01-31 00:00:00,WHALE/USDT,7.28,7.35,7.18,7.33,43769.92632817,316268.4707474766
1643500800,2022-01-30 00:00:00,WHALE/USDT,7.44,7.52,7.14,7.28,47229.13757928,344970.8765712289
1643414400,2022-01-29 00:00:00,WHALE/USDT,7.32,7.65,7.31,7.43,43038.46736727,319039.6943899195
1643328000,2022-01-28 00:00:00,WHALE/USDT,7.3,8.23,7.01,7.32,47251.68249859,343591.4090965046
1643241600,2022-01-27 00:00:00,WHALE/USDT,7.47,7.48,7.11,7.3,44678.9959432,324930.2510138405
1643155200,2022-01-26 00:00:00,WHALE/USDT,7.79,7.82,7.42,7.47,43943.41356211,338988.9570804881
1643068800,2022-01-25 00:00:00,WHALE/USDT,8.38,8.38,7.75,7.79,42215.83590817,335958.1189624001
