https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GBP,Volume BTC
1663545600000,2022-09-19 00:00:00,BTC/GBP,16999.0,17074.89267921,16970.46260246,17020.0,1088156.2337356,63.93397378
1663542000000,2022-09-18 23:00:00,BTC/GBP,17023.38859,17091.0,16958.0,16990.0,148168.04393770001,8.72089723
1663538400000,2022-09-18 22:00:00,BTC/GBP,17041.66150895,17056.36262955,16942.18243292,17035.0,308024.56550519995,18.08186472
1663534800000,2022-09-18 21:00:00,BTC/GBP,17280.311342,17280.311342,17010.498106,17042.0,510716.86651782,29.96812971
1663531200000,2022-09-18 20:00:00,BTC/GBP,17290.0,17305.0,17243.0,17284.0,186320.97140584,10.77996826
1663527600000,2022-09-18 19:00:00,BTC/GBP,17200.0,17294.0,17162.0,17289.0,61203.91995486,3.54004974
1663524000000,2022-09-18 18:00:00,BTC/GBP,17203.825386,17268.0,17133.0,17204.0,45724.3172298,2.65777245
1663520400000,2022-09-18 17:00:00,BTC/GBP,17296.648632,17306.0,17175.0,17202.0,139056.01451208,8.08371204
1663516800000,2022-09-18 16:00:00,BTC/GBP,17355.0,17406.0,17198.57124,17296.0,323604.52835888,18.70979003
1663513200000,2022-09-18 15:00:00,BTC/GBP,17346.0,17404.0,17320.0,17363.0,40207.16277869,2.31568063
1663509600000,2022-09-18 14:00:00,BTC/GBP,17482.0,17482.0,17284.0,17351.817165,80156.40515230865,4.61948189
1663506000000,2022-09-18 13:00:00,BTC/GBP,17511.0,17526.0,17469.0,17489.0,41757.6947972,2.3876548
1663502400000,2022-09-18 12:00:00,BTC/GBP,17456.0,17540.0,17402.0,17513.0,5858.94665459,0.33454843
1663498800000,2022-09-18 11:00:00,BTC/GBP,17445.07388598,17470.0,17421.0,17455.0,16396.9079226,0.93938172
1663495200000,2022-09-18 10:00:00,BTC/GBP,17362.0,17558.0,17319.0,17429.753664,340751.8310640234,19.550008430000002
1663491600000,2022-09-18 09:00:00,BTC/GBP,17559.0,17581.248207,17360.0,17365.0,312423.36802985,17.99155589
1663488000000,2022-09-18 08:00:00,BTC/GBP,17570.67057583,17604.0,17552.0,17561.0,42023.39485355,2.39299555
1663484400000,2022-09-18 07:00:00,BTC/GBP,17561.0,17593.0,17561.0,17561.0,13317.15939359,0.75833719
1663480800000,2022-09-18 06:00:00,BTC/GBP,17585.0,17600.0,17553.0,17553.0,34518.957468,1.966556
1663477200000,2022-09-18 05:00:00,BTC/GBP,17532.0,17587.0,17522.0,17584.0,12938.16441792,0.73579188
1663473600000,2022-09-18 04:00:00,BTC/GBP,17517.322764,17550.0,17489.0,17532.0,37849.457862,2.1588785
1663470000000,2022-09-18 03:00:00,BTC/GBP,17552.0,17552.0,17485.797888,17517.0,58620.63664626,3.34649978
