https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BAT,Volume BTC
1659225600,2022-07-31 00:00:00,BAT/BTC,1.714e-05,1.716e-05,1.714e-05,1.716e-05,0.0003329,19.40780597
1659139200,2022-07-30 00:00:00,BAT/BTC,1.708e-05,1.761e-05,1.702e-05,1.709e-05,0.03334572,1923.18203525
1659052800,2022-07-29 00:00:00,BAT/BTC,1.723e-05,1.742e-05,1.67e-05,1.701e-05,0.01633394,960.6249943
1658966400,2022-07-28 00:00:00,BAT/BTC,1.725e-05,1.737e-05,1.694e-05,1.737e-05,0.01817063,1064.17136389
1658880000,2022-07-27 00:00:00,BAT/BTC,1.716e-05,1.733e-05,1.691e-05,1.723e-05,0.01220653,713.14930779
1658793600,2022-07-26 00:00:00,BAT/BTC,1.669e-05,1.723e-05,1.645e-05,1.719e-05,0.04346103,2583.02076098
1658707200,2022-07-25 00:00:00,BAT/BTC,1.706e-05,1.733e-05,1.676e-05,1.676e-05,0.02990999,1759.96206385
1658620800,2022-07-24 00:00:00,BAT/BTC,1.725e-05,1.743e-05,1.704e-05,1.713e-05,0.08770767,5111.52213085
1658534400,2022-07-23 00:00:00,BAT/BTC,1.713e-05,1.737e-05,1.695e-05,1.728e-05,0.05973482,3477.29406072
1658448000,2022-07-22 00:00:00,BAT/BTC,1.743e-05,1.782e-05,1.69e-05,1.704e-05,0.07779494,4500.11264974
1658361600,2022-07-21 00:00:00,BAT/BTC,1.701e-05,1.742e-05,1.677e-05,1.742e-05,0.05296485,3108.78620441
1658275200,2022-07-20 00:00:00,BAT/BTC,1.842e-05,1.89e-05,1.686e-05,1.695e-05,0.1851796,10289.20544414
1658188800,2022-07-19 00:00:00,BAT/BTC,1.841e-05,2.001e-05,1.825e-05,1.835e-05,0.13654895,7178.70420298
1658102400,2022-07-18 00:00:00,BAT/BTC,1.844e-05,1.868e-05,1.825e-05,1.835e-05,0.08471059,4586.10562342
1658016000,2022-07-17 00:00:00,BAT/BTC,1.879e-05,1.885e-05,1.834e-05,1.847e-05,0.06688124,3600.45926061
1657929600,2022-07-16 00:00:00,BAT/BTC,1.872e-05,1.893e-05,1.861e-05,1.876e-05,0.06652238,3551.29156315
1657843200,2022-07-15 00:00:00,BAT/BTC,1.876e-05,1.926e-05,1.84e-05,1.866e-05,0.13194849,7037.05479421
1657756800,2022-07-14 00:00:00,BAT/BTC,1.897e-05,1.897e-05,1.826e-05,1.885e-05,0.04509976,2421.74523153
1657670400,2022-07-13 00:00:00,BAT/BTC,1.9e-05,1.911e-05,1.836e-05,1.906e-05,0.02559443,1359.55447904
1657584000,2022-07-12 00:00:00,BAT/BTC,1.871e-05,1.97e-05,1.85e-05,1.905e-05,0.14304304,7497.10910531
1657497600,2022-07-11 00:00:00,BAT/BTC,1.955e-05,1.955e-05,1.869e-05,1.877e-05,0.09897523,5217.49627052
1657411200,2022-07-10 00:00:00,BAT/BTC,2.003e-05,2.018e-05,1.939e-05,1.962e-05,0.04586462,2338.39937529
1657324800,2022-07-09 00:00:00,BAT/BTC,2.003e-05,2.037e-05,1.975e-05,1.996e-05,0.06427167,3216.11804476
1657238400,2022-07-08 00:00:00,BAT/BTC,2.09e-05,2.103e-05,1.975e-05,1.999e-05,0.07562858,3783.37500098
1657152000,2022-07-07 00:00:00,BAT/BTC,2.153e-05,2.223e-05,2.076e-05,2.09e-05,0.06721038,3114.88843066
1657065600,2022-07-06 00:00:00,BAT/BTC,2.18e-05,2.19e-05,2.117e-05,2.144e-05,0.15563121,7273.10176689
1656979200,2022-07-05 00:00:00,BAT/BTC,2.013e-05,2.25e-05,2.013e-05,2.182e-05,0.28948662,13386.40449179
1656892800,2022-07-04 00:00:00,BAT/BTC,2.078e-05,2.081e-05,1.991e-05,2.007e-05,0.06830453,3381.36057384
1656806400,2022-07-03 00:00:00,BAT/BTC,2.13e-05,2.13e-05,2.026e-05,2.073e-05,0.11638797,5620.53687013
1656720000,2022-07-02 00:00:00,BAT/BTC,2.08e-05,2.172e-05,2.071e-05,2.147e-05,0.12794149,6023.7905421
1656633600,2022-07-01 00:00:00,BAT/BTC,1.968e-05,2.15e-05,1.943e-05,2.088e-05,0.16504413,7997.76205752
1656547200,2022-06-30 00:00:00,BAT/BTC,1.913e-05,2.042e-05,1.852e-05,1.97e-05,0.15879907,8058.25096225
1656460800,2022-06-29 00:00:00,BAT/BTC,1.839e-05,1.946e-05,1.811e-05,1.91e-05,0.08027203,4282.8907822
1656374400,2022-06-28 00:00:00,BAT/BTC,1.88e-05,1.952e-05,1.82e-05,1.827e-05,0.11897898,6392.15301275
1656288000,2022-06-27 00:00:00,BAT/BTC,1.877e-05,1.917e-05,1.834e-05,1.871e-05,0.06246805,3317.13707153
1656201600,2022-06-26 00:00:00,BAT/BTC,2.008e-05,2.021e-05,1.869e-05,1.869e-05,0.04777713,2478.02718678
1656115200,2022-06-25 00:00:00,BAT/BTC,2.046e-05,2.053e-05,1.934e-05,2.004e-05,0.1893197,9476.9010372
1656028800,2022-06-24 00:00:00,BAT/BTC,1.928e-05,2.119e-05,1.926e-05,2.054e-05,0.18608191,9274.04428031
1655942400,2022-06-23 00:00:00,BAT/BTC,1.825e-05,1.974e-05,1.824e-05,1.911e-05,0.10690628,5649.9346201
1655856000,2022-06-22 00:00:00,BAT/BTC,1.796e-05,1.933e-05,1.762e-05,1.825e-05,0.11585394,6232.8363064
1655769600,2022-06-21 00:00:00,BAT/BTC,1.808e-05,1.955e-05,1.757e-05,1.805e-05,0.22999668,12433.32940341
1655683200,2022-06-20 00:00:00,BAT/BTC,1.653e-05,1.874e-05,1.653e-05,1.732e-05,0.24074519,13554.24874358
1655596800,2022-06-19 00:00:00,BAT/BTC,1.635e-05,1.75e-05,1.592e-05,1.645e-05,0.08209499,4880.50616408
1655510400,2022-06-18 00:00:00,BAT/BTC,1.652e-05,1.688e-05,1.601e-05,1.635e-05,0.05034538,3030.64262008
1655424000,2022-06-17 00:00:00,BAT/BTC,1.564e-05,1.675e-05,1.447e-05,1.652e-05,0.15519909,9717.88483499
1655337600,2022-06-16 00:00:00,BAT/BTC,1.596e-05,1.605e-05,1.503e-05,1.575e-05,0.05456596,3538.24696357
1655251200,2022-06-15 00:00:00,BAT/BTC,1.326e-05,1.635e-05,1.309e-05,1.596e-05,0.30252757,20100.32956448
1655164800,2022-06-14 00:00:00,BAT/BTC,1.272e-05,1.413e-05,1.23e-05,1.315e-05,0.05013569,3856.51837772
1655078400,2022-06-13 00:00:00,BAT/BTC,1.154e-05,1.272e-05,1.101e-05,1.272e-05,0.150755,13063.11366873
1654992000,2022-06-12 00:00:00,BAT/BTC,1.168e-05,1.189e-05,1.13e-05,1.159e-05,0.02065312,1785.50790751
1654905600,2022-06-11 00:00:00,BAT/BTC,1.255e-05,1.262e-05,1.171e-05,1.184e-05,0.01413601,1166.98827016
1654819200,2022-06-10 00:00:00,BAT/BTC,1.303e-05,1.318e-05,1.241e-05,1.251e-05,0.01693875,1320.17417151
1654732800,2022-06-09 00:00:00,BAT/BTC,1.302e-05,1.365e-05,1.292e-05,1.309e-05,0.02849199,2116.50291053
1654646400,2022-06-08 00:00:00,BAT/BTC,1.267e-05,1.35e-05,1.267e-05,1.306e-05,0.17558282,13324.34142166
1654560000,2022-06-07 00:00:00,BAT/BTC,1.273e-05,1.295e-05,1.25e-05,1.263e-05,0.04554053,3583.01270723
1654473600,2022-06-06 00:00:00,BAT/BTC,1.289e-05,1.345e-05,1.253e-05,1.284e-05,0.06743865,5252.10870967
1654387200,2022-06-05 00:00:00,BAT/BTC,1.26e-05,1.298e-05,1.254e-05,1.283e-05,0.01754096,1373.87050732
1654300800,2022-06-04 00:00:00,BAT/BTC,1.283e-05,1.285e-05,1.241e-05,1.278e-05,0.02060964,1626.13820894
1654214400,2022-06-03 00:00:00,BAT/BTC,1.308e-05,1.308e-05,1.263e-05,1.273e-05,0.01763154,1383.18255251
1654128000,2022-06-02 00:00:00,BAT/BTC,1.294e-05,1.324e-05,1.274e-05,1.312e-05,0.01184619,912.01024405
1654041600,2022-06-01 00:00:00,BAT/BTC,1.283e-05,1.324e-05,1.258e-05,1.29e-05,0.02323128,1790.6528817
1653955200,2022-05-31 00:00:00,BAT/BTC,1.273e-05,1.299e-05,1.253e-05,1.271e-05,0.01156117,907.45010505
1653868800,2022-05-30 00:00:00,BAT/BTC,1.272e-05,1.285e-05,1.254e-05,1.271e-05,0.01247146,984.82943543
1653782400,2022-05-29 00:00:00,BAT/BTC,1.278e-05,1.278e-05,1.238e-05,1.268e-05,0.05961093,4759.62481031
1653696000,2022-05-28 00:00:00,BAT/BTC,1.256e-05,1.284e-05,1.247e-05,1.274e-05,0.03908489,3086.43679112
1653609600,2022-05-27 00:00:00,BAT/BTC,1.284e-05,1.298e-05,1.222e-05,1.253e-05,0.03449765,2738.33812795
1653523200,2022-05-26 00:00:00,BAT/BTC,1.32e-05,1.354e-05,1.26e-05,1.268e-05,0.05507974,4285.68302977
1653436800,2022-05-25 00:00:00,BAT/BTC,1.317e-05,1.323e-05,1.288e-05,1.319e-05,0.0130323,1000.54106412
1653350400,2022-05-24 00:00:00,BAT/BTC,1.335e-05,1.347e-05,1.297e-05,1.33e-05,0.01067449,810.28794712
1653264000,2022-05-23 00:00:00,BAT/BTC,1.343e-05,1.385e-05,1.322e-05,1.322e-05,0.03501275,2568.51215818
1653177600,2022-05-22 00:00:00,BAT/BTC,1.32e-05,1.354e-05,1.314e-05,1.335e-05,0.01304077,978.21827213
1653091200,2022-05-21 00:00:00,BAT/BTC,1.3e-05,1.328e-05,1.28e-05,1.315e-05,0.01322529,1013.49792101
1653004800,2022-05-20 00:00:00,BAT/BTC,1.293e-05,1.336e-05,1.285e-05,1.313e-05,0.02605752,2000.80424914
1652918400,2022-05-19 00:00:00,BAT/BTC,1.298e-05,1.317e-05,1.259e-05,1.29e-05,0.03396222,2640.26617791
1652832000,2022-05-18 00:00:00,BAT/BTC,1.371e-05,1.372e-05,1.279e-05,1.289e-05,0.01874875,1418.76825864
1652745600,2022-05-17 00:00:00,BAT/BTC,1.321e-05,1.386e-05,1.317e-05,1.365e-05,0.05905327,4393.38181052
1652659200,2022-05-16 00:00:00,BAT/BTC,1.38e-05,1.38e-05,1.31e-05,1.31e-05,0.15520038,11637.65638946
1652572800,2022-05-15 00:00:00,BAT/BTC,1.394e-05,1.395e-05,1.349e-05,1.383e-05,0.04246937,3096.21107504
1652486400,2022-05-14 00:00:00,BAT/BTC,1.349e-05,1.402e-05,1.282e-05,1.386e-05,0.11966379,9163.89193846
1652400000,2022-05-13 00:00:00,BAT/BTC,1.236e-05,1.386e-05,1.23e-05,1.348e-05,0.0525631,3906.91666495
1652313600,2022-05-12 00:00:00,BAT/BTC,1.28e-05,1.303e-05,1.152e-05,1.239e-05,0.13821159,11242.560862
1652227200,2022-05-11 00:00:00,BAT/BTC,1.519e-05,1.549e-05,1.225e-05,1.284e-05,0.12947648,9420.49933259
1652140800,2022-05-10 00:00:00,BAT/BTC,1.471e-05,1.581e-05,1.447e-05,1.511e-05,0.08660476,5749.10850031
1652054400,2022-05-09 00:00:00,BAT/BTC,1.603e-05,1.625e-05,1.463e-05,1.463e-05,0.1147498,7614.97659531
1651968000,2022-05-08 00:00:00,BAT/BTC,1.561e-05,1.614e-05,1.547e-05,1.595e-05,0.02100573,1326.16421168
1651881600,2022-05-07 00:00:00,BAT/BTC,1.601e-05,1.621e-05,1.547e-05,1.569e-05,0.06705268,4225.747641
1651795200,2022-05-06 00:00:00,BAT/BTC,1.595e-05,1.617e-05,1.564e-05,1.606e-05,0.01605353,1010.63289221
1651708800,2022-05-05 00:00:00,BAT/BTC,1.653e-05,1.663e-05,1.564e-05,1.603e-05,0.05553732,3413.89464951
1651622400,2022-05-04 00:00:00,BAT/BTC,1.536e-05,1.654e-05,1.521e-05,1.648e-05,0.06071707,3779.35154562
1651536000,2022-05-03 00:00:00,BAT/BTC,1.519e-05,1.573e-05,1.501e-05,1.534e-05,0.01391331,904.21588327
1651449600,2022-05-02 00:00:00,BAT/BTC,1.577e-05,1.579e-05,1.477e-05,1.53e-05,0.01790263,1181.74394104
1651363200,2022-05-01 00:00:00,BAT/BTC,1.519e-05,1.58e-05,1.504e-05,1.567e-05,0.06526611,4280.45762901
1651276800,2022-04-30 00:00:00,BAT/BTC,1.625e-05,1.707e-05,1.47e-05,1.513e-05,0.10361768,6748.38669456
1651190400,2022-04-29 00:00:00,BAT/BTC,1.648e-05,1.665e-05,1.611e-05,1.639e-05,0.01031011,628.39506544
1651104000,2022-04-28 00:00:00,BAT/BTC,1.693e-05,1.708e-05,1.649e-05,1.655e-05,0.00854316,509.84338605
1651017600,2022-04-27 00:00:00,BAT/BTC,1.726e-05,1.731e-05,1.691e-05,1.705e-05,0.01162608,678.00522934
1650931200,2022-04-26 00:00:00,BAT/BTC,1.782e-05,1.782e-05,1.716e-05,1.716e-05,0.03511816,2008.11626342
1650844800,2022-04-25 00:00:00,BAT/BTC,1.825e-05,1.825e-05,1.769e-05,1.794e-05,0.03821029,2143.49341098
1650758400,2022-04-24 00:00:00,BAT/BTC,1.871e-05,1.888e-05,1.823e-05,1.836e-05,0.01078533,584.54499472
1650672000,2022-04-23 00:00:00,BAT/BTC,1.859e-05,1.881e-05,1.838e-05,1.858e-05,0.03249706,1750.48594121
