https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KNCBULL,Volume USDT
1663318800000.0,2022-09-16 09:00:00,KNCBULL/USDT,0.001654,0.0016995,0.001654,0.0016735,0.0,0.0
1663315200000.0,2022-09-16 08:00:00,KNCBULL/USDT,0.0016655,0.001702,0.001651,0.001654,0.0,0.0
1663311600000.0,2022-09-16 07:00:00,KNCBULL/USDT,0.001645,0.001709,0.0016015,0.0016655,0.0,0.0
1663308000000.0,2022-09-16 06:00:00,KNCBULL/USDT,0.001731,0.0017435,0.0016285,0.001645,0.0,0.0
1663304400000.0,2022-09-16 05:00:00,KNCBULL/USDT,0.0017405,0.0017465,0.0016935,0.001731,0.0,0.0
1663300800000.0,2022-09-16 04:00:00,KNCBULL/USDT,0.0018115,0.001844,0.00173,0.0017405,5717.4375179546105,9.9512
1663297200000.0,2022-09-16 03:00:00,KNCBULL/USDT,0.001865,0.001867,0.001771,0.0018115,0.0,0.0
1663293600000.0,2022-09-16 02:00:00,KNCBULL/USDT,0.001911,0.0019365,0.0018505,0.001865,0.0,0.0
1663290000000.0,2022-09-16 01:00:00,KNCBULL/USDT,0.0018395,0.0019255,0.001826,0.001911,0.0,0.0
1663286400000.0,2022-09-16 00:00:00,KNCBULL/USDT,0.001806,0.001854,0.001735,0.0018395,0.0,0.0
1663282800000.0,2022-09-15 23:00:00,KNCBULL/USDT,0.001851,0.0018755,0.001776,0.001806,0.0,0.0
1663279200000.0,2022-09-15 22:00:00,KNCBULL/USDT,0.0018695,0.00188,0.001819,0.001851,0.0,0.0
1663275600000.0,2022-09-15 21:00:00,KNCBULL/USDT,0.0018625,0.001875,0.0018055,0.0018695,0.0,0.0
1663272000000.0,2022-09-15 20:00:00,KNCBULL/USDT,0.001912,0.0019205,0.00184,0.0018625,0.0,0.0
1663268400000.0,2022-09-15 19:00:00,KNCBULL/USDT,0.001855,0.001934,0.0018515,0.001912,0.0,0.0
1663264800000.0,2022-09-15 18:00:00,KNCBULL/USDT,0.001913,0.0019135,0.0018435,0.001855,0.0,0.0
1663261200000.0,2022-09-15 17:00:00,KNCBULL/USDT,0.001918,0.001948,0.001871,0.001913,0.0,0.0
1663257600000.0,2022-09-15 16:00:00,KNCBULL/USDT,0.0017645,0.001921,0.0017445,0.001918,0.0,0.0
1663254000000.0,2022-09-15 15:00:00,KNCBULL/USDT,0.001763,0.0017665,0.001705,0.0017645,0.0,0.0
1663250400000.0,2022-09-15 14:00:00,KNCBULL/USDT,0.0017765,0.001827,0.0017235,0.001763,60424.844015882016,106.529
1663246800000.0,2022-09-15 13:00:00,KNCBULL/USDT,0.0017715,0.001791,0.0016965,0.0017765,0.0,0.0
1663243200000.0,2022-09-15 12:00:00,KNCBULL/USDT,0.001738,0.0017835,0.0017055,0.0017715,0.0,0.0
1663239600000.0,2022-09-15 11:00:00,KNCBULL/USDT,0.0017365,0.001851,0.001696,0.001738,0.0,0.0
1663236000000.0,2022-09-15 10:00:00,KNCBULL/USDT,0.0017265,0.0017725,0.0017075,0.0017365,0.0,0.0
1663232400000.0,2022-09-15 09:00:00,KNCBULL/USDT,0.0017065,0.001772,0.0016945,0.0017265,0.0,0.0
1663228800000.0,2022-09-15 08:00:00,KNCBULL/USDT,0.0017055,0.001725,0.001669,0.0017065,0.0,0.0
1663225200000.0,2022-09-15 07:00:00,KNCBULL/USDT,0.001774,0.001823,0.0017,0.0017055,0.0,0.0
1663221600000.0,2022-09-15 06:00:00,KNCBULL/USDT,0.0016225,0.0017855,0.001618,0.00177,0.0,0.0
1663218000000.0,2022-09-15 05:00:00,KNCBULL/USDT,0.001572,0.0016395,0.00156,0.001622,0.0,0.0
1663214400000.0,2022-09-15 04:00:00,KNCBULL/USDT,0.001575,0.001618,0.001542,0.001572,0.0,0.0
1663210800000.0,2022-09-15 03:00:00,KNCBULL/USDT,0.00158,0.0016,0.001529,0.001575,0.0,0.0
1663207200000.0,2022-09-15 02:00:00,KNCBULL/USDT,0.001618,0.001618,0.0015425,0.00158,0.0,0.0
1663203600000.0,2022-09-15 01:00:00,KNCBULL/USDT,0.001618,0.001618,0.0016055,0.001618,0.0,0.0
1663200000000.0,2022-09-15 00:00:00,KNCBULL/USDT,0.0016395,0.001658,0.001618,0.001618,0.0,0.0
1663196400000.0,2022-09-14 23:00:00,KNCBULL/USDT,0.0016245,0.001647,0.001618,0.0016395,0.0,0.0
1663192800000.0,2022-09-14 22:00:00,KNCBULL/USDT,0.00166,0.00166,0.001618,0.0016245,0.0,0.0
1663189200000.0,2022-09-14 21:00:00,KNCBULL/USDT,0.0016255,0.0016695,0.001618,0.00166,0.0,0.0
1663185600000.0,2022-09-14 20:00:00,KNCBULL/USDT,0.001618,0.0016345,0.001618,0.0016255,0.0,0.0
1663182000000.0,2022-09-14 19:00:00,KNCBULL/USDT,0.001567,0.001618,0.001565,0.001618,6300.0,10.1934
1663178400000.0,2022-09-14 18:00:00,KNCBULL/USDT,0.0015645,0.0015885,0.0015285,0.001567,0.0,0.0
1663174800000.0,2022-09-14 17:00:00,KNCBULL/USDT,0.001549,0.001573,0.0015455,0.0015645,0.0,0.0
1663171200000.0,2022-09-14 16:00:00,KNCBULL/USDT,0.0015525,0.001565,0.0015375,0.001549,0.0,0.0
1663167600000.0,2022-09-14 15:00:00,KNCBULL/USDT,0.001565,0.001565,0.0015525,0.0015525,0.0,0.0
1663164000000.0,2022-09-14 14:00:00,KNCBULL/USDT,0.001599,0.0016275,0.0015635,0.001565,6300.0,9.8595
1663160400000.0,2022-09-14 13:00:00,KNCBULL/USDT,0.001645,0.001667,0.0015765,0.001599,0.0,0.0
1663156800000.0,2022-09-14 12:00:00,KNCBULL/USDT,0.0015755,0.001688,0.0015375,0.0016485,0.0,0.0
1663153200000.0,2022-09-14 11:00:00,KNCBULL/USDT,0.001605,0.0016375,0.001538,0.0015755,0.0,0.0
1663149600000.0,2022-09-14 10:00:00,KNCBULL/USDT,0.001635,0.001689,0.0015995,0.001605,0.0,0.0
1663146000000.0,2022-09-14 09:00:00,KNCBULL/USDT,0.001577,0.001696,0.001573,0.001635,0.0,0.0
1663142400000.0,2022-09-14 08:00:00,KNCBULL/USDT,0.001574,0.0016,0.001526,0.001577,0.0,0.0
1663138800000.0,2022-09-14 07:00:00,KNCBULL/USDT,0.0016,0.001639,0.0015565,0.001574,0.0,0.0
1663135200000.0,2022-09-14 06:00:00,KNCBULL/USDT,0.00168,0.001694,0.001593,0.0016,0.0,0.0
1663131600000.0,2022-09-14 05:00:00,KNCBULL/USDT,0.001636,0.001696,0.001636,0.00168,6158.095238095238,10.3456
1663128000000.0,2022-09-14 04:00:00,KNCBULL/USDT,0.001716,0.001729,0.001632,0.001636,6099.999999999999,9.9796
1663124400000.0,2022-09-14 03:00:00,KNCBULL/USDT,0.0017365,0.00176,0.001713,0.001716,0.0,0.0
1663120800000.0,2022-09-14 02:00:00,KNCBULL/USDT,0.0017555,0.0017815,0.001708,0.0017365,0.0,0.0
1663117200000.0,2022-09-14 01:00:00,KNCBULL/USDT,0.0017735,0.00178,0.0016975,0.0017555,0.0,0.0
1663113600000.0,2022-09-14 00:00:00,KNCBULL/USDT,0.0017275,0.001829,0.001691,0.0017735,18767.860163518464,33.2848
1663110000000.0,2022-09-13 23:00:00,KNCBULL/USDT,0.0017275,0.0017275,0.0017195,0.0017275,0.0,0.0
1663106400000.0,2022-09-13 22:00:00,KNCBULL/USDT,0.0017275,0.0017315,0.0017165,0.0017275,0.0,0.0
1663102800000.0,2022-09-13 21:00:00,KNCBULL/USDT,0.001684,0.001762,0.001672,0.0017275,35143.96526772793,60.7112
1663099200000.0,2022-09-13 20:00:00,KNCBULL/USDT,0.0016665,0.0017215,0.0016665,0.001684,0.0,0.0
1663095600000.0,2022-09-13 19:00:00,KNCBULL/USDT,0.001715,0.0017265,0.0016665,0.0016665,38196.159615961595,63.6539
1663092000000.0,2022-09-13 18:00:00,KNCBULL/USDT,0.0017265,0.0017375,0.001715,0.001715,0.0,0.0
1663088400000.0,2022-09-13 17:00:00,KNCBULL/USDT,0.0017265,0.0017275,0.001698,0.0017265,0.0,0.0
1663084800000.0,2022-09-13 16:00:00,KNCBULL/USDT,0.0016965,0.001803,0.0016965,0.0017265,29002954.155806545,50073.60035
1663081200000.0,2022-09-13 15:00:00,KNCBULL/USDT,0.001556,0.0016965,0.0015445,0.0016965,9717162.127910404,16485.16555
1663077600000.0,2022-09-13 14:00:00,KNCBULL/USDT,0.001504,0.0015565,0.001472,0.001556,2271819.9871465294,3534.9519
1663074000000.0,2022-09-13 13:00:00,KNCBULL/USDT,0.001481,0.001542,0.001481,0.001504,474000.0,712.896
1663070400000.0,2022-09-13 12:00:00,KNCBULL/USDT,0.0015755,0.0015755,0.0014645,0.001481,0.0,0.0
1663066800000.0,2022-09-13 11:00:00,KNCBULL/USDT,0.001554,0.0015825,0.001554,0.0015755,0.0,0.0
1663063200000.0,2022-09-13 10:00:00,KNCBULL/USDT,0.0015575,0.0015575,0.0015515,0.001554,0.0,0.0
1663059600000.0,2022-09-13 09:00:00,KNCBULL/USDT,0.0015655,0.001598,0.0015435,0.0015575,0.0,0.0
1663056000000.0,2022-09-13 08:00:00,KNCBULL/USDT,0.0016195,0.0016195,0.0015655,0.0015655,0.0,0.0
1663052400000.0,2022-09-13 07:00:00,KNCBULL/USDT,0.0015525,0.001622,0.0015525,0.0016195,0.0,0.0
1663048800000.0,2022-09-13 06:00:00,KNCBULL/USDT,0.001555,0.001684,0.001547,0.0015525,0.0,0.0
1663045200000.0,2022-09-13 05:00:00,KNCBULL/USDT,0.0015455,0.0015685,0.00154,0.001555,0.0,0.0
1663041600000.0,2022-09-13 04:00:00,KNCBULL/USDT,0.001567,0.001597,0.0015395,0.0015455,0.0,0.0
1663038000000.0,2022-09-13 03:00:00,KNCBULL/USDT,0.0015535,0.001567,0.001515,0.001567,0.0,0.0
1663034400000.0,2022-09-13 02:00:00,KNCBULL/USDT,0.0015285,0.001559,0.0014945,0.0015535,0.0,0.0
1663030800000.0,2022-09-13 01:00:00,KNCBULL/USDT,0.001574,0.0015865,0.0014685,0.0015285,0.0,0.0
1663027200000.0,2022-09-13 00:00:00,KNCBULL/USDT,0.001681,0.001701,0.001562,0.001574,0.0,0.0
1663023600000.0,2022-09-12 23:00:00,KNCBULL/USDT,0.001663,0.0016905,0.0016495,0.001681,0.0,0.0
1663020000000.0,2022-09-12 22:00:00,KNCBULL/USDT,0.0016695,0.001697,0.00165,0.001663,0.0,0.0
1663016400000.0,2022-09-12 21:00:00,KNCBULL/USDT,0.0017195,0.0017195,0.001659,0.0016695,0.0,0.0
1663012800000.0,2022-09-12 20:00:00,KNCBULL/USDT,0.0017185,0.001745,0.001703,0.0017195,0.0,0.0
1663009200000.0,2022-09-12 19:00:00,KNCBULL/USDT,0.001735,0.0017355,0.0017135,0.0017185,0.0,0.0
1663005600000.0,2022-09-12 18:00:00,KNCBULL/USDT,0.0017435,0.001753,0.0017225,0.001735,0.0,0.0
1663002000000.0,2022-09-12 17:00:00,KNCBULL/USDT,0.001711,0.001764,0.0016955,0.0017435,0.0,0.0
1662998400000.0,2022-09-12 16:00:00,KNCBULL/USDT,0.0016895,0.0017255,0.001644,0.001711,0.0,0.0
1662994800000.0,2022-09-12 15:00:00,KNCBULL/USDT,0.0018205,0.001828,0.001675,0.0016895,3965.9662622077535,6.7005
1662991200000.0,2022-09-12 14:00:00,KNCBULL/USDT,0.001828,0.001828,0.0018145,0.0018205,0.0,0.0
1662987600000.0,2022-09-12 13:00:00,KNCBULL/USDT,0.001828,0.001828,0.0018155,0.001828,0.0,0.0
1662984000000.0,2022-09-12 12:00:00,KNCBULL/USDT,0.001828,0.001829,0.001828,0.001828,0.0,0.0
1662980400000.0,2022-09-12 11:00:00,KNCBULL/USDT,0.001828,0.0019465,0.001828,0.001828,0.0,0.0
1662976800000.0,2022-09-12 10:00:00,KNCBULL/USDT,0.001828,0.00183,0.001811,0.001828,0.0,0.0
1662973200000.0,2022-09-12 09:00:00,KNCBULL/USDT,0.001828,0.001828,0.001828,0.001828,0.0,0.0
1662969600000.0,2022-09-12 08:00:00,KNCBULL/USDT,0.001825,0.001828,0.001777,0.001828,0.0,0.0
1662966000000.0,2022-09-12 07:00:00,KNCBULL/USDT,0.00179,0.001828,0.001782,0.001825,1223599.5616438356,2233.0692
1662962400000.0,2022-09-12 06:00:00,KNCBULL/USDT,0.00178,0.001796,0.001746,0.00179,0.0,0.0
1662958800000.0,2022-09-12 05:00:00,KNCBULL/USDT,0.001748,0.001797,0.0017345,0.00178,0.0,0.0
1662955200000.0,2022-09-12 04:00:00,KNCBULL/USDT,0.0017685,0.0017735,0.0017425,0.001748,0.0,0.0
1662951600000.0,2022-09-12 03:00:00,KNCBULL/USDT,0.001847,0.001852,0.0017305,0.0017685,0.0,0.0
1662948000000.0,2022-09-12 02:00:00,KNCBULL/USDT,0.001961,0.001961,0.0018315,0.001847,0.0,0.0
1662944400000.0,2022-09-12 01:00:00,KNCBULL/USDT,0.0018355,0.001961,0.0017965,0.001961,0.0,0.0
1662940800000.0,2022-09-12 00:00:00,KNCBULL/USDT,0.001961,0.001961,0.0018325,0.0018355,0.0,0.0
1662937200000.0,2022-09-11 23:00:00,KNCBULL/USDT,0.001914,0.001961,0.0018775,0.001961,0.0,0.0
1662933600000.0,2022-09-11 22:00:00,KNCBULL/USDT,0.0018855,0.001961,0.0018855,0.001914,0.0,0.0
1662930000000.0,2022-09-11 21:00:00,KNCBULL/USDT,0.001961,0.001961,0.0018675,0.0018855,0.0,0.0
1662926400000.0,2022-09-11 20:00:00,KNCBULL/USDT,0.0019525,0.001961,0.001922,0.001961,0.0,0.0
1662922800000.0,2022-09-11 19:00:00,KNCBULL/USDT,0.001939,0.001961,0.0019335,0.0019525,0.0,0.0
1662919200000.0,2022-09-11 18:00:00,KNCBULL/USDT,0.001961,0.001961,0.001932,0.001939,0.0,0.0
1662915600000.0,2022-09-11 17:00:00,KNCBULL/USDT,0.001964,0.0020225,0.0019265,0.001961,15235.21162672106,29.87625
1662912000000.0,2022-09-11 16:00:00,KNCBULL/USDT,0.0019265,0.001973,0.0019265,0.001964,0.0,0.0
1662908400000.0,2022-09-11 15:00:00,KNCBULL/USDT,0.0019265,0.00196,0.0019265,0.0019265,5200.0,10.0178
1662904800000.0,2022-09-11 14:00:00,KNCBULL/USDT,0.0019265,0.0019265,0.0019265,0.0019265,0.0,0.0
1662901200000.0,2022-09-11 13:00:00,KNCBULL/USDT,0.0019575,0.0019575,0.0019255,0.0019265,0.0,0.0
1662897600000.0,2022-09-11 12:00:00,KNCBULL/USDT,0.0019805,0.0019805,0.001956,0.0019575,0.0,0.0
1662894000000.0,2022-09-11 11:00:00,KNCBULL/USDT,0.0019375,0.0020305,0.001904,0.0019805,1183103.357737945,2343.1362
1662890400000.0,2022-09-11 10:00:00,KNCBULL/USDT,0.0019375,0.0019375,0.001934,0.0019375,0.0,0.0
1662886800000.0,2022-09-11 09:00:00,KNCBULL/USDT,0.0019375,0.0019575,0.0019375,0.0019375,0.0,0.0
1662883200000.0,2022-09-11 08:00:00,KNCBULL/USDT,0.0019375,0.0019535,0.0019335,0.0019375,0.0,0.0
1662879600000.0,2022-09-11 07:00:00,KNCBULL/USDT,0.001864,0.001939,0.001838,0.0019375,51500.0,99.78125
1662876000000.0,2022-09-11 06:00:00,KNCBULL/USDT,0.001973,0.001973,0.001821,0.001864,15724.248927038627,29.31
1662872400000.0,2022-09-11 05:00:00,KNCBULL/USDT,0.0020495,0.002059,0.001973,0.001973,5000.0,9.865
1662868800000.0,2022-09-11 04:00:00,KNCBULL/USDT,0.00207,0.002078,0.002038,0.0020495,0.0,0.0
1662865200000.0,2022-09-11 03:00:00,KNCBULL/USDT,0.001979,0.002078,0.0019715,0.00207,0.0,0.0
1662861600000.0,2022-09-11 02:00:00,KNCBULL/USDT,0.002007,0.002044,0.0019515,0.001979,0.0,0.0
1662858000000.0,2022-09-11 01:00:00,KNCBULL/USDT,0.002078,0.002078,0.002004,0.002007,0.0,0.0
1662854400000.0,2022-09-11 00:00:00,KNCBULL/USDT,0.0020785,0.0021645,0.00205,0.002078,57500.0,119.485
1662850800000.0,2022-09-10 23:00:00,KNCBULL/USDT,0.002057,0.0021485,0.0020335,0.0020785,6100.0,12.67885
1662847200000.0,2022-09-10 22:00:00,KNCBULL/USDT,0.0019755,0.0020985,0.0019755,0.002057,0.0,0.0
1662843600000.0,2022-09-10 21:00:00,KNCBULL/USDT,0.0019625,0.0019765,0.0019515,0.0019755,0.0,0.0
1662840000000.0,2022-09-10 20:00:00,KNCBULL/USDT,0.0019085,0.0019765,0.0018965,0.0019625,6747.79617834395,13.24255
1662836400000.0,2022-09-10 19:00:00,KNCBULL/USDT,0.001896,0.001912,0.0018675,0.0019085,0.0,0.0
1662832800000.0,2022-09-10 18:00:00,KNCBULL/USDT,0.0018125,0.001912,0.00181,0.001896,98524.47257383967,186.8024
1662829200000.0,2022-09-10 17:00:00,KNCBULL/USDT,0.0018425,0.001851,0.00181,0.0018125,0.0,0.0
1662825600000.0,2022-09-10 16:00:00,KNCBULL/USDT,0.00181,0.001875,0.00181,0.0018425,0.0,0.0
1662822000000.0,2022-09-10 15:00:00,KNCBULL/USDT,0.001748,0.00181,0.0017425,0.00181,1100.0,1.991
1662818400000.0,2022-09-10 14:00:00,KNCBULL/USDT,0.001747,0.0018,0.0017295,0.001748,0.0,0.0
1662814800000.0,2022-09-10 13:00:00,KNCBULL/USDT,0.001798,0.0018255,0.0017325,0.001747,0.0,0.0
1662811200000.0,2022-09-10 12:00:00,KNCBULL/USDT,0.001775,0.0018475,0.001755,0.001798,0.0,0.0
1662807600000.0,2022-09-10 11:00:00,KNCBULL/USDT,0.00181,0.0018235,0.001747,0.001775,0.0,0.0
1662804000000.0,2022-09-10 10:00:00,KNCBULL/USDT,0.001811,0.0019,0.001786,0.00181,0.0,0.0
1662800400000.0,2022-09-10 09:00:00,KNCBULL/USDT,0.001727,0.001822,0.0017075,0.0018005,0.0,0.0
1662796800000.0,2022-09-10 08:00:00,KNCBULL/USDT,0.0017515,0.001926,0.0017075,0.001727,0.0,0.0
1662793200000.0,2022-09-10 07:00:00,KNCBULL/USDT,0.001788,0.001795,0.001702,0.0017515,0.0,0.0
1662789600000.0,2022-09-10 06:00:00,KNCBULL/USDT,0.001615,0.001831,0.0016115,0.001788,0.0,0.0
1662786000000.0,2022-09-10 05:00:00,KNCBULL/USDT,0.0015855,0.001615,0.001566,0.001615,0.0,0.0
1662782400000.0,2022-09-10 04:00:00,KNCBULL/USDT,0.0015495,0.001619,0.0015495,0.0015855,0.0,0.0
1662778800000.0,2022-09-10 03:00:00,KNCBULL/USDT,0.001587,0.00159,0.0015365,0.0015495,0.0,0.0
1662775200000.0,2022-09-10 02:00:00,KNCBULL/USDT,0.0016015,0.0016015,0.0015685,0.001587,0.0,0.0
1662771600000.0,2022-09-10 01:00:00,KNCBULL/USDT,0.001619,0.0016405,0.00157,0.0016015,0.0,0.0
1662768000000.0,2022-09-10 00:00:00,KNCBULL/USDT,0.001538,0.0016265,0.00151,0.001619,0.0,0.0
1662764400000.0,2022-09-09 23:00:00,KNCBULL/USDT,0.0015205,0.0015675,0.0014955,0.001538,0.0,0.0
1662760800000.0,2022-09-09 22:00:00,KNCBULL/USDT,0.0015245,0.0015445,0.0015195,0.0015205,0.0,0.0
1662757200000.0,2022-09-09 21:00:00,KNCBULL/USDT,0.001523,0.0015445,0.0015185,0.0015245,0.0,0.0
1662753600000.0,2022-09-09 20:00:00,KNCBULL/USDT,0.001513,0.0015295,0.001496,0.001523,0.0,0.0
