https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CTX,Volume USDT
1663545600000.0,2022-09-19 00:00:00,CTX/USDT,0.77642,0.77642,0.77602,0.77602,190.0,147.4438
1663542000000.0,2022-09-18 23:00:00,CTX/USDT,0.77352,0.77642,0.77352,0.77642,20.0,15.5284
1663538400000.0,2022-09-18 22:00:00,CTX/USDT,0.78181,0.79192,0.77272,0.77352,6196.421424139002,4793.0559
1663534800000.0,2022-09-18 21:00:00,CTX/USDT,0.78636,0.79223,0.7783,0.78181,8390.128036223634,6559.486
1663531200000.0,2022-09-18 20:00:00,CTX/USDT,0.77822,0.78769,0.7746,0.78636,10168.214939722266,7995.8775
1663527600000.0,2022-09-18 19:00:00,CTX/USDT,0.78738,0.78788,0.77464,0.77822,12109.956824548328,9424.2106
1663524000000.0,2022-09-18 18:00:00,CTX/USDT,0.78805,0.7901,0.77612,0.78738,9702.385506362874,7639.4643
1663520400000.0,2022-09-18 17:00:00,CTX/USDT,0.78048,0.7983,0.78048,0.78805,5619.127212740308,4428.1532
1663516800000.0,2022-09-18 16:00:00,CTX/USDT,0.78665,0.79509,0.77965,0.78048,6592.735624231243,5145.4983
1663513200000.0,2022-09-18 15:00:00,CTX/USDT,0.78964,0.79142,0.78529,0.79142,1215.4217735210127,961.9091
1663509600000.0,2022-09-18 14:00:00,CTX/USDT,0.78863,0.79004,0.78832,0.78964,40.02026239805481,31.6016
1663506000000.0,2022-09-18 13:00:00,CTX/USDT,0.78904,0.78904,0.78862,0.78863,239.9991123847685,189.2705
1663502400000.0,2022-09-18 12:00:00,CTX/USDT,0.78904,0.79024,0.78904,0.78904,0.0,0.0
1663498800000.0,2022-09-18 11:00:00,CTX/USDT,0.78932,0.79018,0.78904,0.78904,0.0,0.0
1663495200000.0,2022-09-18 10:00:00,CTX/USDT,0.78904,0.78932,0.78904,0.78932,0.0,0.0
1663491600000.0,2022-09-18 09:00:00,CTX/USDT,0.78904,0.78972,0.78904,0.78904,0.0,0.0
1663488000000.0,2022-09-18 08:00:00,CTX/USDT,0.78904,0.78954,0.78904,0.78904,0.0,0.0
1663484400000.0,2022-09-18 07:00:00,CTX/USDT,0.78904,0.78929,0.78904,0.78904,0.0,0.0
1663480800000.0,2022-09-18 06:00:00,CTX/USDT,0.78904,0.78935,0.78904,0.78904,0.0,0.0
1663477200000.0,2022-09-18 05:00:00,CTX/USDT,0.78904,0.78904,0.78904,0.78904,0.0,0.0
1663473600000.0,2022-09-18 04:00:00,CTX/USDT,0.78904,0.7906,0.78904,0.78904,0.0,0.0
1663470000000.0,2022-09-18 03:00:00,CTX/USDT,0.78904,0.79052,0.78904,0.78904,0.0,0.0
1663466400000.0,2022-09-18 02:00:00,CTX/USDT,0.78904,0.79051,0.78904,0.78904,0.0,0.0
1663462800000.0,2022-09-18 01:00:00,CTX/USDT,0.78904,0.79038,0.78904,0.78904,0.0,0.0
1663459200000.0,2022-09-18 00:00:00,CTX/USDT,0.78904,0.79025,0.78904,0.78904,0.0,0.0
1663455600000.0,2022-09-17 23:00:00,CTX/USDT,0.78904,0.78995,0.78904,0.78904,0.0,0.0
1663452000000.0,2022-09-17 22:00:00,CTX/USDT,0.78904,0.78939,0.78904,0.78904,0.0,0.0
1663448400000.0,2022-09-17 21:00:00,CTX/USDT,0.78778,0.78904,0.78778,0.78904,20.0,15.7808
1663444800000.0,2022-09-17 20:00:00,CTX/USDT,0.78778,0.78778,0.78778,0.78778,0.0,0.0
1663441200000.0,2022-09-17 19:00:00,CTX/USDT,0.78458,0.78778,0.78309,0.78778,50.0,39.389
1663437600000.0,2022-09-17 18:00:00,CTX/USDT,0.78487,0.78582,0.78309,0.78458,0.0,0.0
1663434000000.0,2022-09-17 17:00:00,CTX/USDT,0.78925,0.78985,0.78309,0.78487,150.23392408933964,117.9141
1663430400000.0,2022-09-17 16:00:00,CTX/USDT,0.78747,0.78925,0.78309,0.78925,139.41450744377573,110.0329
1663426800000.0,2022-09-17 15:00:00,CTX/USDT,0.79877,0.7998,0.78747,0.78747,502.360089908187,395.5935
1663423200000.0,2022-09-17 14:00:00,CTX/USDT,0.81639,0.81651,0.7963,0.79877,2803.943563228464,2239.706
1663419600000.0,2022-09-17 13:00:00,CTX/USDT,0.81603,0.81639,0.81513,0.81639,0.0,0.0
1663416000000.0,2022-09-17 12:00:00,CTX/USDT,0.81513,0.81702,0.81513,0.81603,0.0,0.0
1663412400000.0,2022-09-17 11:00:00,CTX/USDT,0.81314,0.81791,0.81314,0.81513,250.29835731723773,204.0257
1663408800000.0,2022-09-17 10:00:00,CTX/USDT,0.81314,0.81526,0.81314,0.81314,0.0,0.0
1663405200000.0,2022-09-17 09:00:00,CTX/USDT,0.81314,0.81515,0.81314,0.81314,0.0,0.0
1663401600000.0,2022-09-17 08:00:00,CTX/USDT,0.81314,0.81314,0.81314,0.81314,0.0,0.0
1663398000000.0,2022-09-17 07:00:00,CTX/USDT,0.81314,0.81422,0.81314,0.81314,0.0,0.0
1663394400000.0,2022-09-17 06:00:00,CTX/USDT,0.81573,0.81776,0.80909,0.81314,700.6128096022825,569.6963
1663390800000.0,2022-09-17 05:00:00,CTX/USDT,0.81791,0.81791,0.81573,0.81573,200.00012258958233,163.1461
1663387200000.0,2022-09-17 04:00:00,CTX/USDT,0.82505,0.8251,0.81733,0.81791,49.99290875524201,40.8897
1663383600000.0,2022-09-17 03:00:00,CTX/USDT,0.8251,0.8251,0.82505,0.82505,0.0,0.0
1663380000000.0,2022-09-17 02:00:00,CTX/USDT,0.81791,0.8251,0.81791,0.8251,409.2232456671919,337.6501
1663376400000.0,2022-09-17 01:00:00,CTX/USDT,0.79213,0.83762,0.79213,0.81791,4676.043207687887,3824.5825
1663372800000.0,2022-09-17 00:00:00,CTX/USDT,0.79213,0.79213,0.79213,0.79213,0.0,0.0
1663369200000.0,2022-09-16 23:00:00,CTX/USDT,0.78778,0.79377,0.78636,0.79213,1244.562003711512,985.8549
1663365600000.0,2022-09-16 22:00:00,CTX/USDT,0.78885,0.78889,0.78778,0.78778,0.0,0.0
1663362000000.0,2022-09-16 21:00:00,CTX/USDT,0.78778,0.78885,0.78778,0.78885,0.0,0.0
1663358400000.0,2022-09-16 20:00:00,CTX/USDT,0.78309,0.78878,0.78309,0.78778,59.99200284343345,47.2605
1663354800000.0,2022-09-16 19:00:00,CTX/USDT,0.78309,0.78309,0.78309,0.78309,0.0,0.0
1663351200000.0,2022-09-16 18:00:00,CTX/USDT,0.78309,0.78309,0.78227,0.78309,0.0,0.0
1663347600000.0,2022-09-16 17:00:00,CTX/USDT,0.78309,0.78309,0.78194,0.78309,0.0,0.0
1663344000000.0,2022-09-16 16:00:00,CTX/USDT,0.78747,0.78747,0.78309,0.78309,480.0146854129155,375.8947
1663340400000.0,2022-09-16 15:00:00,CTX/USDT,0.78747,0.78747,0.78662,0.78747,0.0,0.0
