https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FRONT,Volume USDT
1663545600000.0,2022-09-19 00:00:00,FRONT/USDT,0.21675,0.2168,0.21625,0.2164,2890.254390018484,625.45105
1663459200000.0,2022-09-18 00:00:00,FRONT/USDT,0.2388,0.2407,0.21675,0.21675,17203.97439446367,3728.96145
1663372800000.0,2022-09-17 00:00:00,FRONT/USDT,0.2185,0.2523,0.21735,0.2388,18343.348408710215,4380.3916
1663286400000.0,2022-09-16 00:00:00,FRONT/USDT,0.2171,0.22005,0.211,0.2185,2814.832036613272,615.0408
1663200000000.0,2022-09-15 00:00:00,FRONT/USDT,0.2337,0.2337,0.21675,0.2171,5490.888530631046,1192.0719
1663113600000.0,2022-09-14 00:00:00,FRONT/USDT,0.23465,0.23485,0.2278,0.2337,9302.688275566967,2174.03825
1663027200000.0,2022-09-13 00:00:00,FRONT/USDT,0.24605,0.28455,0.23445,0.23465,23177.494140208823,5438.599
1662940800000.0,2022-09-12 00:00:00,FRONT/USDT,0.24675,0.25575,0.2407,0.24605,6908.505994716521,1699.8379
1662854400000.0,2022-09-11 00:00:00,FRONT/USDT,0.24805,0.30005,0.2405,0.24675,23611.10699088146,5826.04065
1662768000000.0,2022-09-10 00:00:00,FRONT/USDT,0.24725,0.25025,0.2394,0.24805,6559.552912719209,1627.0971
1662681600000.0,2022-09-09 00:00:00,FRONT/USDT,0.23815,0.2625,0.23715,0.24725,5711.465520728008,1412.15985
1662595200000.0,2022-09-08 00:00:00,FRONT/USDT,0.2289,0.2405,0.2274,0.23815,2313.2956120092376,550.91135
1662508800000.0,2022-09-07 00:00:00,FRONT/USDT,0.21155,0.2373,0.21025,0.2289,13889.103975535169,3179.2159
1662422400000.0,2022-09-06 00:00:00,FRONT/USDT,0.22365,0.2625,0.211,0.21155,32567.92129520208,6889.74375
1662336000000.0,2022-09-05 00:00:00,FRONT/USDT,0.22015,0.22555,0.21505,0.22365,2439.3637379834568,545.5637
1662249600000.0,2022-09-04 00:00:00,FRONT/USDT,0.21595,0.22975,0.21595,0.22015,1534.2664092664093,337.76875
1662163200000.0,2022-09-03 00:00:00,FRONT/USDT,0.21505,0.21755,0.2127,0.21595,463.2516786293123,100.0392
1662076800000.0,2022-09-02 00:00:00,FRONT/USDT,0.21505,0.2226,0.21385,0.21505,3322.601720530109,714.5255
1661990400000.0,2022-09-01 00:00:00,FRONT/USDT,0.2214,0.222,0.20915,0.21505,3338.5001162520343,717.94445
1661904000000.0,2022-08-31 00:00:00,FRONT/USDT,0.21775,0.22425,0.21775,0.2214,690.9356368563685,152.97315
1661817600000.0,2022-08-30 00:00:00,FRONT/USDT,0.22565,0.2298,0.21565,0.21775,1249.670723306544,272.1158
1661731200000.0,2022-08-29 00:00:00,FRONT/USDT,0.22185,0.22675,0.2172,0.22565,3041.337691114558,686.27785
1661644800000.0,2022-08-28 00:00:00,FRONT/USDT,0.2269,0.22895,0.22185,0.22185,1033.022086995718,229.17595
1661558400000.0,2022-08-27 00:00:00,FRONT/USDT,0.22185,0.22785,0.22055,0.2269,2291.619435874835,519.96845
1661472000000.0,2022-08-26 00:00:00,FRONT/USDT,0.2405,0.24555,0.22135,0.22185,7120.766283524904,1579.742
1661385600000.0,2022-08-25 00:00:00,FRONT/USDT,0.24035,0.24555,0.2387,0.2405,1741.2854469854472,418.77915
1661299200000.0,2022-08-24 00:00:00,FRONT/USDT,0.2389,0.24725,0.2354,0.24035,2834.4146037029327,681.25155
1661212800000.0,2022-08-23 00:00:00,FRONT/USDT,0.23615,0.24555,0.23465,0.2389,1836.588530766011,438.761
1661126400000.0,2022-08-22 00:00:00,FRONT/USDT,0.2427,0.2427,0.231,0.23615,915.3673512597925,216.164
1661040000000.0,2022-08-21 00:00:00,FRONT/USDT,0.2269,0.25235,0.2269,0.2427,7324.502884219201,1777.65685
1660953600000.0,2022-08-20 00:00:00,FRONT/USDT,0.22525,0.24725,0.22525,0.2269,18565.378801234023,4212.48445
1660867200000.0,2022-08-19 00:00:00,FRONT/USDT,0.2669,0.2669,0.22525,0.22525,7885.399112097669,1776.18615
1660780800000.0,2022-08-18 00:00:00,FRONT/USDT,0.2648,0.27615,0.2608,0.2669,4718.672536530536,1259.4137
1660694400000.0,2022-08-17 00:00:00,FRONT/USDT,0.27595,0.28305,0.2632,0.2648,4238.697318731119,1122.40705
