https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume EUR,tradecount
1661472000000,2022-08-26 00:00:00,BTC/EUR,21628.58000000,21811.99000000,20232.45000000,20358.05000000,3260.66364000,69129037.38701330,112657
1661385600000,2022-08-25 00:00:00,BTC/EUR,21458.69000000,21846.05000000,21384.61000000,21629.20000000,1957.92636000,42438509.79382530,62460
1661299200000,2022-08-24 00:00:00,BTC/EUR,21610.39000000,21961.00000000,21268.00000000,21446.89000000,1683.89412000,36387261.91395520,52643
1661212800000,2022-08-23 00:00:00,BTC/EUR,21531.91000000,21725.00000000,21067.54000000,21600.26000000,1820.84705000,39175993.50715690,57475
1661126400000,2022-08-22 00:00:00,BTC/EUR,21480.29000000,21695.67000000,20915.95000000,21524.51000000,1860.73959000,39609993.15357790,61241
1661040000000,2022-08-21 00:00:00,BTC/EUR,21082.05000000,21760.00000000,21021.31000000,21479.32000000,1427.75388000,30547812.21934200,50171
1660953600000,2022-08-20 00:00:00,BTC/EUR,20773.58000000,21314.58000000,20701.61000000,21084.10000000,1366.78896000,28840256.80943220,52802
1660867200000,2022-08-19 00:00:00,BTC/EUR,22995.57000000,23020.50000000,20722.59000000,20767.64000000,3488.47690000,75343811.45607350,125582
1660780800000,2022-08-18 00:00:00,BTC/EUR,22951.65000000,23243.99000000,22884.26000000,22995.57000000,1286.73047000,29745834.80845630,51685
1660694400000,2022-08-17 00:00:00,BTC/EUR,23469.81000000,24030.00000000,22785.00000000,22952.91000000,2288.30336000,53393645.35650750,86295
1660608000000,2022-08-16 00:00:00,BTC/EUR,23714.31000000,23887.04000000,23275.11000000,23463.44000000,1588.29363000,37454855.38973680,63103
1660521600000,2022-08-15 00:00:00,BTC/EUR,23737.26000000,24594.54000000,23347.20000000,23715.55000000,2430.51045000,57815138.46062790,96433
1660435200000,2022-08-14 00:00:00,BTC/EUR,23851.03000000,24400.00000000,23582.04000000,23733.76000000,1578.95074000,37803198.31040150,56194
1660348800000,2022-08-13 00:00:00,BTC/EUR,23794.16000000,24235.37000000,23666.00000000,23848.48000000,1634.92142000,39126454.18907310,74375
1660262400000,2022-08-12 00:00:00,BTC/EUR,23244.14000000,23849.00000000,22960.00000000,23789.39000000,1995.42382000,46550011.58831740,89969
1660176000000,2022-08-11 00:00:00,BTC/EUR,23291.14000000,24125.00000000,23151.70000000,23241.01000000,2716.45139000,64454756.62443600,94441
1660089600000,2022-08-10 00:00:00,BTC/EUR,22712.40000000,23551.12000000,22246.88000000,23287.96000000,2622.66664000,60265108.15992390,81322
1660003200000,2022-08-09 00:00:00,BTC/EUR,23387.01000000,23494.35000000,22400.78000000,22712.40000000,1876.64147000,42947867.84329550,59837
1659916800000,2022-08-08 00:00:00,BTC/EUR,22797.51000000,23798.80000000,22783.52000000,23382.82000000,1741.77425000,40885209.75086530,57476
1659830400000,2022-08-07 00:00:00,BTC/EUR,22551.72000000,23013.77000000,22460.00000000,22796.36000000,695.25657000,15792655.84498780,26289
1659744000000,2022-08-06 00:00:00,BTC/EUR,22915.92000000,22944.66000000,22515.96000000,22552.18000000,502.02314000,11428112.34418330,24114
1659657600000,2022-08-05 00:00:00,BTC/EUR,22135.34000000,22956.76000000,22105.92000000,22912.33000000,1888.76201000,42797299.67388370,65103
1659571200000,2022-08-04 00:00:00,BTC/EUR,22488.66000000,22844.82000000,21980.00000000,22138.84000000,1809.79233000,40546947.78155040,60001
1659484800000,2022-08-03 00:00:00,BTC/EUR,22646.26000000,23234.63000000,22352.09000000,22496.53000000,1514.18253000,34560324.96130760,58272
1659398400000,2022-08-02 00:00:00,BTC/EUR,22696.37000000,23019.75000000,22151.35000000,22635.57000000,1777.32459000,40001385.06829250,68726
1659312000000,2022-08-01 00:00:00,BTC/EUR,22846.22000000,22954.66000000,22314.62000000,22694.30000000,1641.28475000,37162968.68095310,56449
1659225600000,2022-07-31 00:00:00,BTC/EUR,23170.61000000,23677.71000000,22764.23000000,22854.54000000,1155.59972000,26827534.54217190,37243
1659139200000,2022-07-30 00:00:00,BTC/EUR,23266.56000000,24149.98000000,23035.76000000,23170.61000000,1474.22069000,34826216.35759830,48564
1659052800000,2022-07-29 00:00:00,BTC/EUR,23402.17000000,23850.00000000,23053.69000000,23260.00000000,2174.93573000,50949444.65734420,66169
1658966400000,2022-07-28 00:00:00,BTC/EUR,22490.61000000,23750.00000000,22248.54000000,23396.16000000,2544.58016000,58406327.18956960,85374
1658880000000,2022-07-27 00:00:00,BTC/EUR,20996.14000000,22656.26000000,20761.06000000,22486.98000000,2690.83225000,58354219.18038680,69303
1658793600000,2022-07-26 00:00:00,BTC/EUR,20863.14000000,21042.56000000,20387.67000000,20993.01000000,1600.54700000,33123125.72796630,46495
1658707200000,2022-07-25 00:00:00,BTC/EUR,22145.50000000,22234.34000000,20814.24000000,20860.50000000,1831.64939000,39321112.47835250,57432
1658620800000,2022-07-24 00:00:00,BTC/EUR,22018.82000000,22534.58000000,21820.22000000,22147.67000000,896.05669000,19926748.80620760,35528
1658534400000,2022-07-23 00:00:00,BTC/EUR,22246.04000000,22551.37000000,21532.60000000,22012.15000000,979.37083000,21570102.88955300,36371
1658448000000,2022-07-22 00:00:00,BTC/EUR,22664.82000000,23293.55000000,22040.97000000,22253.26000000,2325.60742000,53022821.67944210,66721
1658361600000,2022-07-21 00:00:00,BTC/EUR,22804.63000000,23008.00000000,21959.00000000,22659.10000000,2848.00126000,63880011.86714210,95179
1658275200000,2022-07-20 00:00:00,BTC/EUR,22868.55000000,23818.03000000,22392.00000000,22813.80000000,3114.51852000,72130386.83471220,91085
1658188800000,2022-07-19 00:00:00,BTC/EUR,22124.02000000,23289.00000000,21185.40000000,22873.64000000,3979.56840000,87846652.76858790,125298
1658102400000,2022-07-18 00:00:00,BTC/EUR,20581.98000000,22410.11000000,20554.48000000,22109.72000000,2644.92648000,57420954.87639030,94832
1658016000000,2022-07-17 00:00:00,BTC/EUR,20996.17000000,21479.30000000,20543.89000000,20584.47000000,989.34178000,20807064.68726460,37976
1657929600000,2022-07-16 00:00:00,BTC/EUR,20648.49000000,21400.00000000,20307.92000000,21000.57000000,1226.10465000,25590934.39303270,41682
1657843200000,2022-07-15 00:00:00,BTC/EUR,20514.86000000,21020.85000000,20321.14000000,20656.76000000,1762.05809000,36510756.79303820,55925
1657756800000,2022-07-14 00:00:00,BTC/EUR,20168.33000000,20833.24000000,19617.67000000,20512.39000000,2167.84937000,43597436.20455720,63660
1657670400000,2022-07-13 00:00:00,BTC/EUR,19269.46000000,20223.49000000,18900.00000000,20170.50000000,3116.00149000,60558825.22177840,93769
1657584000000,2022-07-12 00:00:00,BTC/EUR,19863.77000000,20025.48000000,19180.00000000,19264.35000000,2540.30598000,49974792.76017150,92375
1657497600000,2022-07-11 00:00:00,BTC/EUR,20520.05000000,20618.18000000,19789.47000000,19864.33000000,1788.71452000,36260938.98321500,62368
1657411200000,2022-07-10 00:00:00,BTC/EUR,21209.24000000,21221.60000000,20275.97000000,20514.69000000,1748.92196000,36300442.40489710,45407
1657324800000,2022-07-09 00:00:00,BTC/EUR,21207.97000000,21574.52000000,20950.01000000,21214.07000000,1661.16180000,35268796.75762720,42102
1657238400000,2022-07-08 00:00:00,BTC/EUR,21252.72000000,22012.00000000,20901.00000000,21201.06000000,3260.62935000,69826301.46646950,100930
1657152000000,2022-07-07 00:00:00,BTC/EUR,20170.88000000,21486.06000000,19831.61000000,21247.33000000,2239.28422000,45967008.28542170,69296
1657065600000,2022-07-06 00:00:00,BTC/EUR,19635.94000000,20277.70000000,19231.72000000,20169.85000000,2091.60246000,41298586.55606560,61029
1656979200000,2022-07-05 00:00:00,BTC/EUR,19382.82000000,20174.58000000,18740.78000000,19643.00000000,2459.03218000,47566864.20649830,72451
1656892800000,2022-07-04 00:00:00,BTC/EUR,18510.21000000,19485.71000000,18255.34000000,19382.55000000,2014.07667000,37800487.63811320,59379
1656806400000,2022-07-03 00:00:00,BTC/EUR,18466.73000000,18849.00000000,18011.50000000,18510.15000000,1303.61309000,23998899.09618290,45178
1656720000000,2022-07-02 00:00:00,BTC/EUR,18476.96000000,18664.01000000,18219.59000000,18463.72000000,1047.63910000,19329387.95706520,39407
1656633600000,2022-07-01 00:00:00,BTC/EUR,19060.51000000,19936.32000000,18152.00000000,18477.19000000,3072.89277000,57743721.69176640,83098
1656547200000,2022-06-30 00:00:00,BTC/EUR,19240.34000000,19286.09000000,17785.98000000,19054.98000000,2725.94952000,50171704.54606060,77502
1656460800000,2022-06-29 00:00:00,BTC/EUR,19253.85000000,19550.00000000,18863.66000000,19230.09000000,1931.49855000,37015809.75743280,51070
1656374400000,2022-06-28 00:00:00,BTC/EUR,19587.93000000,20058.28000000,19191.00000000,19257.21000000,1748.34849000,34280884.63253520,43667
1656288000000,2022-06-27 00:00:00,BTC/EUR,19915.41000000,20350.00000000,19366.09000000,19574.45000000,2016.99625000,40114219.68654370,50507
1656201600000,2022-06-26 00:00:00,BTC/EUR,20386.17000000,20760.86000000,19859.41000000,19917.27000000,1246.35106000,25272002.79719360,35159
1656115200000,2022-06-25 00:00:00,BTC/EUR,20128.66000000,20496.98000000,19840.00000000,20383.52000000,956.42570000,19304157.00086810,27608
1656028800000,2022-06-24 00:00:00,BTC/EUR,20055.67000000,20416.99000000,19676.91000000,20115.31000000,2147.17959000,42987630.94595050,56744
1655942400000,2022-06-23 00:00:00,BTC/EUR,18910.61000000,20156.35000000,18818.76000000,20054.52000000,2108.28706000,41182592.82663580,48742
1655856000000,2022-06-22 00:00:00,BTC/EUR,19680.14000000,19772.47000000,18710.00000000,18911.57000000,2951.02652000,56847556.16104870,62562
1655769600000,2022-06-21 00:00:00,BTC/EUR,19542.71000000,20563.41000000,19308.32000000,19674.15000000,2990.56435200,59887293.80821010,79492
1655683200000,2022-06-20 00:00:00,BTC/EUR,19645.07000000,20000.00000000,18746.23000000,19541.66000000,3868.24484000,74936143.41557420,138576
1655596800000,2022-06-19 00:00:00,BTC/EUR,18153.18000000,19888.13000000,17191.35000000,19646.83000000,4751.39431000,88059713.49986646,142151
1655510400000,2022-06-18 00:00:00,BTC/EUR,19522.86000000,19810.10000000,16850.00000000,18154.18000000,6302.00175100,114077833.65126326,154051
1655424000000,2022-06-17 00:00:00,BTC/EUR,19373.34000000,20333.75000000,19228.00000000,19523.33000000,2866.27878000,56706360.60821770,67677
1655337600000,2022-06-16 00:00:00,BTC/EUR,21606.69000000,21985.00000000,19210.00000000,19375.54000000,4155.84751000,84547295.22299910,90550
1655251200000,2022-06-15 00:00:00,BTC/EUR,21217.97000000,21842.44000000,19194.00000000,21603.65000000,8684.86470400,175955892.84838354,203778
1655164800000,2022-06-14 00:00:00,BTC/EUR,21608.37000000,22381.49000000,20050.70000000,21194.09000000,7542.45649000,160732395.95120533,206084
1655078400000,2022-06-13 00:00:00,BTC/EUR,25316.38000000,25608.13000000,21100.00000000,21628.26000000,7396.89732700,171639481.97150116,183659
1654992000000,2022-06-12 00:00:00,BTC/EUR,27056.29000000,27166.96000000,25309.01000000,25337.45000000,2474.38899000,64952414.44470650,88081
1654905600000,2022-06-11 00:00:00,BTC/EUR,27664.30000000,27998.91000000,26767.47000000,27049.36000000,1653.70159000,45276186.32819310,69999
1654819200000,2022-06-10 00:00:00,BTC/EUR,28340.11000000,28545.31000000,27447.53000000,27667.01000000,2678.89352000,75066733.30378620,98087
1654732800000,2022-06-09 00:00:00,BTC/EUR,28186.36000000,28646.90000000,27914.44000000,28340.11000000,2331.43214000,65998692.92264710,84715
1654646400000,2022-06-08 00:00:00,BTC/EUR,29077.24000000,29254.63000000,27924.27000000,28184.97000000,2773.56169000,78903303.21483660,92912
1654560000000,2022-06-07 00:00:00,BTC/EUR,29348.64000000,29480.00000000,27375.10000000,29074.65000000,3651.95339000,102899114.55287710,120050
1654473600000,2022-06-06 00:00:00,BTC/EUR,27906.45000000,29676.07000000,27871.85000000,29348.80000000,2322.49925000,67756244.13832770,87899
1654387200000,2022-06-05 00:00:00,BTC/EUR,27890.00000000,28400.00000000,27584.93000000,27906.45000000,978.78176000,27302760.53569720,48050
1654300800000,2022-06-04 00:00:00,BTC/EUR,27716.41000000,28005.00000000,27525.47000000,27891.11000000,753.80546000,20909557.71729740,44527
1654214400000,2022-06-03 00:00:00,BTC/EUR,28331.83000000,28540.60000000,27305.49000000,27714.91000000,2123.51577000,59126775.81804750,81549
1654128000000,2022-06-02 00:00:00,BTC/EUR,27979.59000000,28554.68000000,27642.52000000,28333.25000000,2169.20501000,60910078.57730230,81131
1654041600000,2022-06-01 00:00:00,BTC/EUR,29623.86000000,29795.00000000,27537.03000000,27974.43000000,2578.76194000,74469785.34013110,89521
1653955200000,2022-05-31 00:00:00,BTC/EUR,29464.68000000,30189.85000000,29185.20000000,29616.68000000,2411.44709000,71293778.85875580,93219
1653868800000,2022-05-30 00:00:00,BTC/EUR,27464.05000000,29875.89000000,27301.92000000,29466.28000000,2769.09835000,78939811.44283790,87652
1653782400000,2022-05-29 00:00:00,BTC/EUR,27066.94000000,27565.61000000,26890.00000000,27462.94000000,966.86543000,26320538.57782280,44349
1653696000000,2022-05-28 00:00:00,BTC/EUR,26664.45000000,27275.00000000,26569.39000000,27066.95000000,878.98455000,23677469.83798330,43520
1653609600000,2022-05-27 00:00:00,BTC/EUR,27202.59000000,27379.89000000,26355.41000000,26652.74000000,2776.46880000,74764037.29597100,88784
1653523200000,2022-05-26 00:00:00,BTC/EUR,27644.53000000,27924.28000000,26211.77000000,27211.76000000,3103.89648000,84636909.94375900,91041
1653436800000,2022-05-25 00:00:00,BTC/EUR,27631.76000000,28191.59000000,27513.37000000,27644.54000000,2068.24168000,57590164.89674730,67792
1653350400000,2022-05-24 00:00:00,BTC/EUR,27247.97000000,27792.16000000,26727.99000000,27631.89000000,2377.41859000,64927121.61076990,70845
1653264000000,2022-05-23 00:00:00,BTC/EUR,28648.55000000,28916.00000000,27028.71000000,27241.85000000,2938.49645000,82753551.48079080,103899
1653177600000,2022-05-22 00:00:00,BTC/EUR,27869.60000000,28833.31000000,27700.02000000,28651.89000000,1626.53500000,46109869.37170570,67398
1653091200000,2022-05-21 00:00:00,BTC/EUR,27656.63000000,28074.44000000,27420.02000000,27869.46000000,830.49593000,23095844.53747250,38767
1653004800000,2022-05-20 00:00:00,BTC/EUR,28645.11000000,29048.00000000,27225.34000000,27656.63000000,2611.57876000,73474281.81311250,85308
1652918400000,2022-05-19 00:00:00,BTC/EUR,27391.16000000,28824.31000000,27346.94000000,28646.10000000,2640.97794000,74124037.94604060,80116
1652832000000,2022-05-18 00:00:00,BTC/EUR,28853.48000000,29068.59000000,27352.64000000,27413.33000000,2664.78378000,74682368.99006310,84131
1652745600000,2022-05-17 00:00:00,BTC/EUR,28615.07000000,29341.73000000,27961.91000000,28852.03000000,2326.60713000,67012345.77231080,69797
1652659200000,2022-05-16 00:00:00,BTC/EUR,30125.98000000,30132.48000000,27901.01000000,28615.57000000,2945.44608000,84508835.02541650,80650
1652572800000,2022-05-15 00:00:00,BTC/EUR,28948.46000000,30249.99000000,28358.95000000,30130.42000000,1369.40790000,39954353.55233190,50404
1652486400000,2022-05-14 00:00:00,BTC/EUR,28137.66000000,29165.42000000,27515.41000000,28935.35000000,1401.59995000,39593120.83126580,58062
1652400000000,2022-05-13 00:00:00,BTC/EUR,27898.27000000,29865.58000000,27635.41000000,28135.74000000,3387.78514000,98610162.02152740,95602
1652313600000,2022-05-12 00:00:00,BTC/EUR,27548.13000000,28776.31000000,22819.78000000,27895.10000000,8586.26202400,227006193.81598029,225149
1652227200000,2022-05-11 00:00:00,BTC/EUR,29492.35000000,30463.07000000,26325.29000000,27574.26000000,6018.28409600,174083022.14137481,175705
1652140800000,2022-05-10 00:00:00,BTC/EUR,28504.81000000,30932.72000000,28200.00000000,29507.44000000,4858.26704700,144910396.21946945,147005
1652054400000,2022-05-09 00:00:00,BTC/EUR,32363.30000000,33998.00000000,28469.18000000,28477.15000000,5163.29521700,158440391.61071729,158959
1651968000000,2022-05-08 00:00:00,BTC/EUR,33683.41000000,33724.18000000,32013.77000000,32349.25000000,2156.12043000,70585078.04339030,96652
1651881600000,2022-05-07 00:00:00,BTC/EUR,34190.20000000,34312.99000000,33038.10000000,33682.35000000,1401.44502000,47567141.18523280,75477
1651795200000,2022-05-06 00:00:00,BTC/EUR,34721.21000000,34831.45000000,33390.69000000,34189.33000000,3140.41614000,107421587.74080490,115210
1651708800000,2022-05-05 00:00:00,BTC/EUR,37388.36000000,37557.99000000,33887.64000000,34720.17000000,2856.25316000,101964370.57301240,114760
1651622400000,2022-05-04 00:00:00,BTC/EUR,35908.62000000,37719.99000000,35841.15000000,37388.35000000,2230.08283000,82448172.05958540,99019
1651536000000,2022-05-03 00:00:00,BTC/EUR,36667.64000000,36789.40000000,35682.67000000,35908.54000000,1680.52098000,61025997.09982270,86830
1651449600000,2022-05-02 00:00:00,BTC/EUR,36486.07000000,37263.15000000,36292.77000000,36667.64000000,1961.55442000,72174710.05372410,94279
1651363200000,2022-05-01 00:00:00,BTC/EUR,35805.10000000,36749.98000000,35569.11000000,36493.91000000,1211.95650000,43861543.65094000,67812
1651276800000,2022-04-30 00:00:00,BTC/EUR,36629.41000000,36820.73000000,35750.01000000,35803.01000000,973.03894000,35493374.30682790,64293
1651190400000,2022-04-29 00:00:00,BTC/EUR,37853.57000000,37941.49000000,36100.00000000,36627.58000000,2283.09906000,84540417.26396840,102415
1651104000000,2022-04-28 00:00:00,BTC/EUR,37170.87000000,38422.44000000,37005.38000000,37853.58000000,2450.61767000,92395391.81440340,107779
1651017600000,2022-04-27 00:00:00,BTC/EUR,35868.80000000,37420.99000000,35630.73000000,37170.75000000,2088.95851000,76748309.38448960,92734
1650931200000,2022-04-26 00:00:00,BTC/EUR,37755.76000000,38198.09000000,35469.38000000,35878.64000000,2178.25367000,80194937.08873570,92623
1650844800000,2022-04-25 00:00:00,BTC/EUR,36535.14000000,37919.99000000,35625.01000000,37757.49000000,2344.63933000,85545798.08201730,97102
1650758400000,2022-04-24 00:00:00,BTC/EUR,36603.37000000,37078.13000000,36168.00000000,36535.14000000,986.13032000,36183221.00502100,55050
1650672000000,2022-04-23 00:00:00,BTC/EUR,36855.79000000,37099.00000000,36466.69000000,36603.44000000,773.51169000,28471755.92171290,52618
1650585600000,2022-04-22 00:00:00,BTC/EUR,37428.58000000,37786.99000000,36362.89000000,36855.79000000,2001.93844000,74414663.56870990,90236
1650499200000,2022-04-21 00:00:00,BTC/EUR,38163.90000000,39479.64000000,36800.00000000,37433.59000000,2114.24672000,81208769.05934090,97464
1650412800000,2022-04-20 00:00:00,BTC/EUR,38498.66000000,39021.54000000,37770.90000000,38163.85000000,1917.85050000,73572012.05278530,80851
1650326400000,2022-04-19 00:00:00,BTC/EUR,37959.86000000,38777.00000000,37629.32000000,38499.95000000,1914.67857000,73036540.64311450,72307
1650240000000,2022-04-18 00:00:00,BTC/EUR,36748.49000000,38288.99000000,35769.22000000,37961.76000000,2130.20560000,78214245.92050410,76311
1650153600000,2022-04-17 00:00:00,BTC/EUR,37433.50000000,37639.58000000,36642.48000000,36752.52000000,861.05891000,32115157.87879410,41457
1650067200000,2022-04-16 00:00:00,BTC/EUR,37629.78000000,37762.73000000,37081.49000000,37431.57000000,753.46148000,28200397.50559300,39627
1649980800000,2022-04-15 00:00:00,BTC/EUR,36956.11000000,37851.80000000,36803.75000000,37629.80000000,1100.28476000,41034145.10870910,49943
1649894400000,2022-04-14 00:00:00,BTC/EUR,37798.43000000,38205.95000000,36613.09000000,36957.95000000,1546.06313000,57928642.44328570,62325
1649808000000,2022-04-13 00:00:00,BTC/EUR,37055.36000000,38234.34000000,36600.34000000,37803.86000000,1542.38735000,57643085.94339580,68337
1649721600000,2022-04-12 00:00:00,BTC/EUR,36355.89000000,37517.94000000,36190.63000000,37052.67000000,2072.39514000,76523450.31269520,79856
1649635200000,2022-04-11 00:00:00,BTC/EUR,38769.72000000,38983.26000000,36058.04000000,36345.94000000,1754.98887000,66253791.35802250,83727
1649548800000,2022-04-10 00:00:00,BTC/EUR,39389.78000000,39877.68000000,38500.00000000,38771.65000000,817.25991000,32123328.04751290,50070
1649462400000,2022-04-09 00:00:00,BTC/EUR,38911.41000000,39421.38000000,38813.06000000,39380.42000000,506.92694000,19816830.77848560,41269
1649376000000,2022-04-08 00:00:00,BTC/EUR,39989.44000000,40486.94000000,38793.64000000,38932.68000000,1589.56627000,63323609.27845540,69303
1649289600000,2022-04-07 00:00:00,BTC/EUR,39639.84000000,40279.72000000,39283.23000000,40004.15000000,1522.09115000,60710101.05822700,67746
1649203200000,2022-04-06 00:00:00,BTC/EUR,41757.40000000,41838.18000000,39615.61000000,39666.47000000,1700.19579000,69401072.13133990,74732
1649116800000,2022-04-05 00:00:00,BTC/EUR,42478.91000000,43065.11000000,41648.33000000,41759.48000000,1180.75834000,49935371.70832080,57766
1649030400000,2022-04-04 00:00:00,BTC/EUR,42060.39000000,42785.72000000,41179.70000000,42469.93000000,1436.14561000,60112999.27861270,61520
1648944000000,2022-04-03 00:00:00,BTC/EUR,41519.06000000,42979.12000000,41279.05000000,42060.39000000,932.14049000,39255526.30366550,46734
1648857600000,2022-04-02 00:00:00,BTC/EUR,41966.26000000,42759.72000000,41354.50000000,41521.40000000,1014.90108000,42724929.25522230,49233
1648771200000,2022-04-01 00:00:00,BTC/EUR,41158.54000000,42371.10000000,39972.65000000,41969.19000000,1966.16294000,80894073.02129370,73526
1648684800000,2022-03-31 00:00:00,BTC/EUR,42194.91000000,42911.19000000,40895.21000000,41157.53000000,1557.36613000,65441942.80224500,64411
1648598400000,2022-03-30 00:00:00,BTC/EUR,42804.11000000,42882.08000000,41890.00000000,42193.91000000,1270.42211000,53879488.84783470,53106
1648512000000,2022-03-29 00:00:00,BTC/EUR,42897.36000000,43485.60000000,42380.30000000,42812.23000000,1574.58830000,67815731.68662810,60469
1648425600000,2022-03-28 00:00:00,BTC/EUR,42660.21000000,43937.93000000,42509.51000000,42893.96000000,1680.80570000,72538306.54845890,73985
1648339200000,2022-03-27 00:00:00,BTC/EUR,40605.15000000,42757.71000000,40529.12000000,42665.67000000,1144.26345000,47290330.30066920,51785
1648252800000,2022-03-26 00:00:00,BTC/EUR,40397.67000000,40845.10000000,40188.75000000,40605.15000000,645.76199000,26137591.71938690,33038
1648166400000,2022-03-25 00:00:00,BTC/EUR,40001.20000000,40969.69000000,39599.00000000,40377.56000000,1821.70323000,73444385.96919780,64593
1648080000000,2022-03-24 00:00:00,BTC/EUR,38999.90000000,40278.19000000,38825.64000000,39999.58000000,1967.31426000,77665751.99405740,68568
1647993600000,2022-03-23 00:00:00,BTC/EUR,38449.51000000,39115.00000000,37903.91000000,38978.99000000,1436.33294000,55178549.68028960,53464
1647907200000,2022-03-22 00:00:00,BTC/EUR,37245.31000000,39427.00000000,37152.36000000,38450.17000000,2122.24382000,81989795.26692130,72731
1647820800000,2022-03-21 00:00:00,BTC/EUR,37427.62000000,37669.63000000,36686.35000000,37247.99000000,1390.99819000,51770321.58070130,55219
1647734400000,2022-03-20 00:00:00,BTC/EUR,38233.04000000,38310.17000000,37075.20000000,37423.47000000,964.60258000,36300483.73279080,42630
1647648000000,2022-03-19 00:00:00,BTC/EUR,37859.61000000,38403.44000000,37620.60000000,38230.29000000,1031.29309000,39121732.69020270,46670
1647561600000,2022-03-18 00:00:00,BTC/EUR,36924.14000000,38336.67000000,36273.93000000,37866.58000000,1614.88648000,59839554.07393400,62145
1647475200000,2022-03-17 00:00:00,BTC/EUR,37322.11000000,37567.81000000,36500.00000000,36927.85000000,1221.61669000,45199717.90321140,51651
1647388800000,2022-03-16 00:00:00,BTC/EUR,35866.36000000,37984.79000000,35464.39000000,37323.74000000,3128.73745000,114691733.62764930,88247
1647302400000,2022-03-15 00:00:00,BTC/EUR,36300.77000000,36460.00000000,34773.07000000,35868.27000000,1888.52145000,67154088.13590070,67059
1647216000000,2022-03-14 00:00:00,BTC/EUR,34705.92000000,36529.58000000,34512.04000000,36301.74000000,1900.39354000,67475277.40732300,69308
