https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MANA3L,Volume USDT
1663459200,2022-09-18 00:00:00,MANA3L/USDT,0.000636,0.000636,0.000619,0.000625,966271.0965,603.3715706763
1663372800,2022-09-17 00:00:00,MANA3L/USDT,0.000606,0.00064,0.000586,0.000636,35273994.5793,21718.9199543424
1663286400,2022-09-16 00:00:00,MANA3L/USDT,0.000556,0.000615,0.000536,0.000604,77917963.711,45502.6674798173
1663200000,2022-09-15 00:00:00,MANA3L/USDT,0.000614,0.000615,0.000527,0.000552,102838982.5942,59106.2692697889
1663113600,2022-09-14 00:00:00,MANA3L/USDT,0.000581,0.00063,0.000567,0.000623,102454685.0031,61796.2063647168
1663027200,2022-09-13 00:00:00,MANA3L/USDT,0.000769,0.000793,0.000581,0.000588,136558540.9314,93521.4035274051
1662940800,2022-09-12 00:00:00,MANA3L/USDT,0.000799,0.000854,0.000737,0.000767,102849130.5183,82633.0626430559
1662854400,2022-09-11 00:00:00,MANA3L/USDT,0.000835,0.000855,0.000765,0.000799,40993526.6518,33154.2087880324
1662768000,2022-09-10 00:00:00,MANA3L/USDT,0.000813,0.000882,0.000791,0.000833,77758426.7179,64696.2671984236
1662681600,2022-09-09 00:00:00,MANA3L/USDT,0.000721,0.000853,0.000721,0.000811,138157124.246,109603.2402110104
1662595200,2022-09-08 00:00:00,MANA3L/USDT,0.00069,0.000722,0.000658,0.00072,100722365.4632,70065.6707803665
1662508800,2022-09-07 00:00:00,MANA3L/USDT,0.000627,0.000716,0.00059,0.000691,91967580.4814,60040.7861581896
1662422400,2022-09-06 00:00:00,MANA3L/USDT,0.00079,0.000859,0.00061,0.000628,143166316.2554,108530.1750523559
1662336000,2022-09-05 00:00:00,MANA3L/USDT,0.000847,0.000874,0.000754,0.000784,73876901.4916,58456.6735015713
1662249600,2022-09-04 00:00:00,MANA3L/USDT,0.000781,0.000884,0.000767,0.000839,77194525.06169454,64054.97353744690268
1662163200,2022-09-03 00:00:00,MANA3L/USDT,0.000746,0.000791,0.000721,0.000781,47360650.8306,35807.1053663969
1662076800,2022-09-02 00:00:00,MANA3L/USDT,0.000769,0.000822,0.000726,0.000752,45255877.3016,35142.6695780121
1661990400,2022-09-01 00:00:00,MANA3L/USDT,0.000745,0.000771,0.000681,0.000768,65203245.5066,47778.4465868391
1661904000,2022-08-31 00:00:00,MANA3L/USDT,0.000751,0.000824,0.000732,0.000747,31849808.10730672,24641.6062225964662
1661817600,2022-08-30 00:00:00,MANA3L/USDT,0.000828,0.000847,0.000691,0.000749,72164343.42256449,56658.72725253204232
1661731200,2022-08-29 00:00:00,MANA3L/USDT,0.000689,0.000837,0.000663,0.000828,49809104.79919583,37646.78610057086345
1661644800,2022-08-28 00:00:00,MANA3L/USDT,0.000769,0.000814,0.000689,0.000691,45252947.2068368,34783.73769092153865
1661558400,2022-08-27 00:00:00,MANA3L/USDT,0.000769,0.000789,0.000706,0.000772,60132604.65135056,45263.36424374366268
1661472000,2022-08-26 00:00:00,MANA3L/USDT,0.000991,0.001019,0.000736,0.000772,82436180.15957699,74499.12455209094923
1661385600,2022-08-25 00:00:00,MANA3L/USDT,0.000959,0.00104,0.000943,0.000993,69393883.17310712,68772.90047038404332
1661299200,2022-08-24 00:00:00,MANA3L/USDT,0.000991,0.001053,0.000889,0.000959,78366934.71077779,75634.08921208721802
1661212800,2022-08-23 00:00:00,MANA3L/USDT,0.000962,0.001011,0.000875,0.000988,124575008.61489456,119579.79280908299728
1661126400,2022-08-22 00:00:00,MANA3L/USDT,0.001043,0.001044,0.000869,0.000968,99519268.41501281,92529.37577166430247
1661040000,2022-08-21 00:00:00,MANA3L/USDT,0.000992,0.001082,0.000975,0.001048,78085517.95891642,79567.64196307884027
1660953600,2022-08-20 00:00:00,MANA3L/USDT,0.001027,0.001127,0.000911,0.000992,70275320.04879637,72245.43573673242693
1660867200,2022-08-19 00:00:00,MANA3L/USDT,0.001384,0.00141,0.00098,0.00102,120944134.46084677,135150.59596870680634
1660780800,2022-08-18 00:00:00,MANA3L/USDT,0.001633,0.001737,0.001308,0.001384,48497207.44803587,75450.22495181862946
1660694400,2022-08-17 00:00:00,MANA3L/USDT,0.001964,0.002137,0.001589,0.001629,53187693.10828707,96907.89225611274787
1660608000,2022-08-16 00:00:00,MANA3L/USDT,0.00212,0.002185,0.001935,0.001978,35220637.60158429,71553.22444475320887
1660521600,2022-08-15 00:00:00,MANA3L/USDT,0.00222,0.0025,0.002007,0.002105,51466104.49686703,114797.93485968369898
1660435200,2022-08-14 00:00:00,MANA3L/USDT,0.002181,0.002591,0.002119,0.002223,66256943.42535432,155617.31276407565358
1660348800,2022-08-13 00:00:00,MANA3L/USDT,0.002219,0.0024,0.002096,0.002178,39125510.3740722,87264.15333729102528
1660262400,2022-08-12 00:00:00,MANA3L/USDT,0.002136,0.002231,0.001991,0.002231,32481358.57183814,69069.73802111385179
1660176000,2022-08-11 00:00:00,MANA3L/USDT,0.002266,0.00236,0.002089,0.002133,45293737.99203305,102008.43741401347948
1660089600,2022-08-10 00:00:00,MANA3L/USDT,0.001958,0.00234,0.001831,0.002266,70111493.75866918,146041.24069214106987
1660003200,2022-08-09 00:00:00,MANA3L/USDT,0.002401,0.002536,0.001846,0.001965,112512104.62009993,236864.96703009404607
1659916800,2022-08-08 00:00:00,MANA3L/USDT,0.002247,0.002603,0.002212,0.002396,87825554.65686678,212231.15138102382995
1659830400,2022-08-07 00:00:00,MANA3L/USDT,0.002175,0.002401,0.002051,0.002249,98120279.34770136,218254.99431995936786
1659744000,2022-08-06 00:00:00,MANA3L/USDT,0.00233,0.00249,0.002154,0.002171,108852565.78138616,251221.48903361578443
1659657600,2022-08-05 00:00:00,MANA3L/USDT,0.00191,0.002383,0.001891,0.002317,154494360.67831463,324950.12823105628373
1659571200,2022-08-04 00:00:00,MANA3L/USDT,0.001742,0.002077,0.001721,0.001902,163300224.39475493,309331.16799542711689
1659484800,2022-08-03 00:00:00,MANA3L/USDT,0.001725,0.001988,0.001599,0.001745,110315310.42489902,202203.10901734558241
1659398400,2022-08-02 00:00:00,MANA3L/USDT,0.002043,0.002129,0.001618,0.001728,144351388.21684055,254356.90456047398249
1659312000,2022-08-01 00:00:00,MANA3L/USDT,0.001836,0.00222,0.001756,0.002045,105917603.52855721,206981.12590179255714
1659225600,2022-07-31 00:00:00,MANA3L/USDT,0.00206,0.002285,0.001823,0.00184,74069502.84077578,155351.68886039192826
1659139200,2022-07-30 00:00:00,MANA3L/USDT,0.001846,0.002581,0.001846,0.002056,120583604.46918971,270878.88717392622361
1659052800,2022-07-29 00:00:00,MANA3L/USDT,0.001914,0.002226,0.001715,0.001831,121500066.76922899,236403.2114861268516
1658966400,2022-07-28 00:00:00,MANA3L/USDT,0.001777,0.002008,0.001591,0.001905,101906969.30171482,181002.68638122815081
1658880000,2022-07-27 00:00:00,MANA3L/USDT,0.001419,0.001794,0.001299,0.001775,155223251.74513036,231846.17333146797081
1658793600,2022-07-26 00:00:00,MANA3L/USDT,0.001399,0.001428,0.001243,0.001428,114031022.17733961,151828.22077150444226
1658707200,2022-07-25 00:00:00,MANA3L/USDT,0.001923,0.001962,0.001382,0.001392,134314340.66305972,217413.23534538335728
1658620800,2022-07-24 00:00:00,MANA3L/USDT,0.002014,0.002343,0.001911,0.001925,115792078.53096748,239410.82694061044991
1658534400,2022-07-23 00:00:00,MANA3L/USDT,0.001783,0.002267,0.00169,0.002014,122998109.91564868,249528.08006701460989
1658448000,2022-07-22 00:00:00,MANA3L/USDT,0.00183,0.002038,0.0016,0.001768,61282173.66580876,110684.43168801115607
1658361600,2022-07-21 00:00:00,MANA3L/USDT,0.001739,0.001867,0.001503,0.001818,66471646.79584103,112747.93721392810309
1658275200,2022-07-20 00:00:00,MANA3L/USDT,0.002266,0.002397,0.001667,0.001726,78409344.75445326,159260.48550606101843
1658188800,2022-07-19 00:00:00,MANA3L/USDT,0.001802,0.0024,0.001739,0.002278,117071007.36575199,243084.80076993166483
1658102400,2022-07-18 00:00:00,MANA3L/USDT,0.0014,0.001876,0.001386,0.001809,117787541.85605152,199808.68425125450367
1658016000,2022-07-17 00:00:00,MANA3L/USDT,0.001573,0.001654,0.001398,0.00141,70669511.13893649,107076.08997130891979
1657929600,2022-07-16 00:00:00,MANA3L/USDT,0.001471,0.001613,0.001331,0.001564,76735521.31665091,111839.21337719997466
1657843200,2022-07-15 00:00:00,MANA3L/USDT,0.001432,0.001606,0.001388,0.001467,85729615.88069924,127169.31720824796481
1657756800,2022-07-14 00:00:00,MANA3L/USDT,0.001322,0.001505,0.001176,0.001427,105689694.6296047,139893.84191214368152
1657670400,2022-07-13 00:00:00,MANA3L/USDT,0.00119,0.001367,0.00106,0.001319,79125995.71284429,95890.74652883992105
1657584000,2022-07-12 00:00:00,MANA3L/USDT,0.001294,0.001416,0.001176,0.00118,46237809.90050752,60350.3302389704421
1657497600,2022-07-11 00:00:00,MANA3L/USDT,0.001651,0.001651,0.001268,0.001294,53879947.41218876,77828.33700897147346
1657411200,2022-07-10 00:00:00,MANA3L/USDT,0.001879,0.001885,0.001587,0.001665,33069227.49465302,56384.52394386446366
1657324800,2022-07-09 00:00:00,MANA3L/USDT,0.001826,0.001992,0.001826,0.001878,16357838.92835628,31505.35184500262965
1657238400,2022-07-08 00:00:00,MANA3L/USDT,0.002093,0.002224,0.001753,0.001831,50917231.1773904,99805.05512395022003
1657152000,2022-07-07 00:00:00,MANA3L/USDT,0.001973,0.00217,0.001881,0.002074,80043132.94274608,162070.7106910022446
1657065600,2022-07-06 00:00:00,MANA3L/USDT,0.001733,0.00205,0.001646,0.001966,101044262.09051409,190406.02592093539688
1656979200,2022-07-05 00:00:00,MANA3L/USDT,0.001924,0.002,0.001476,0.001715,125572230.38908794,214344.66384412218427
1656892800,2022-07-04 00:00:00,MANA3L/USDT,0.001569,0.001959,0.00148,0.00192,101509713.92522722,176687.76998666136166
1656806400,2022-07-03 00:00:00,MANA3L/USDT,0.001563,0.001612,0.001413,0.001562,52611837.74360209,79338.78730013937952
1656720000,2022-07-02 00:00:00,MANA3L/USDT,0.001537,0.001613,0.001414,0.001561,73336901.20918767,110988.78825000768737
1656633600,2022-07-01 00:00:00,MANA3L/USDT,0.001805,0.001954,0.001528,0.00156,102856305.7082389,172166.49418591005232
1656547200,2022-06-30 00:00:00,MANA3L/USDT,0.001847,0.001872,0.001351,0.001809,94826487.80000777,147528.83768239457355
1656460800,2022-06-29 00:00:00,MANA3L/USDT,0.001883,0.001997,0.001714,0.001847,90273628.56186375,167822.90953031920803
1656374400,2022-06-28 00:00:00,MANA3L/USDT,0.002521,0.002857,0.00185,0.001898,131529184.5227811,299869.97812007583368
1656288000,2022-06-27 00:00:00,MANA3L/USDT,0.002277,0.00281,0.002219,0.002504,101249314.88887858,250978.1743973054779
1656201600,2022-06-26 00:00:00,MANA3L/USDT,0.003088,0.003398,0.002246,0.002292,108874999.13249325,314393.99654177738815
1656115200,2022-06-25 00:00:00,MANA3L/USDT,0.00245,0.003321,0.002266,0.00311,148163075.63125607,402126.5431177957768
1656028800,2022-06-24 00:00:00,MANA3L/USDT,0.002153,0.002543,0.002125,0.002442,123670807.02136962,284054.53591770842913
