https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume DAI
1663462800,2022-09-18 01:00:00,ETH/DAI,1455.99,1455.99,1455.99,1455.99,0.2,291.198
1663459200,2022-09-18 00:00:00,ETH/DAI,1466.1,1466.1,1466.1,1466.1,0.1476289,216.43873029
1663455600,2022-09-17 23:00:00,ETH/DAI,1466.11,1466.11,1466.11,1466.11,0.0004993,0.732028723
1663452000,2022-09-17 22:00:00,ETH/DAI,1458.23,1466.1,1458.23,1466.1,0.0145848,21.2948359
1663448400,2022-09-17 21:00:00,ETH/DAI,1460.01,1461.99,1448.74,1448.74,0.3606673,525.578177623
1663444800,2022-09-17 20:00:00,ETH/DAI,1461.52,1465.33,1461.31,1465.33,0.0590246,86.323255724
1663441200,2022-09-17 19:00:00,ETH/DAI,1462.7,1462.7,1462.7,1462.7,0,0
1663437600,2022-09-17 18:00:00,ETH/DAI,1462.7,1462.7,1462.7,1462.7,0,0
1663434000,2022-09-17 17:00:00,ETH/DAI,1462.7,1462.7,1462.7,1462.7,0,0
1663430400,2022-09-17 16:00:00,ETH/DAI,1462.7,1462.7,1462.7,1462.7,0.0001952,0.28551904
1663426800,2022-09-17 15:00:00,ETH/DAI,1439.26,1439.28,1439.26,1439.28,0.0010891,1.567514652
1663423200,2022-09-17 14:00:00,ETH/DAI,1428.56,1437.58,1428.56,1437.58,0.1125042,160.986586216
1663419600,2022-09-17 13:00:00,ETH/DAI,1421.86,1421.86,1421.86,1421.86,0.001,1.42186
1663416000,2022-09-17 12:00:00,ETH/DAI,1420.75,1427.01,1415.18,1427.01,0.4697583,667.413641623
1663412400,2022-09-17 11:00:00,ETH/DAI,1423.67,1423.67,1419.62,1423.65,0.0789445,112.332664138
1663408800,2022-09-17 10:00:00,ETH/DAI,1425.85,1425.85,1424.48,1424.48,0.193663,276.045248109
1663405200,2022-09-17 09:00:00,ETH/DAI,1437.58,1437.58,1437.58,1437.58,0,0
1663401600,2022-09-17 08:00:00,ETH/DAI,1437.58,1437.58,1437.58,1437.58,0,0
1663398000,2022-09-17 07:00:00,ETH/DAI,1437.58,1437.58,1437.58,1437.58,0,0
1663394400,2022-09-17 06:00:00,ETH/DAI,1434.16,1437.79,1434.16,1437.58,1.6814825,2415.50114205
1663390800,2022-09-17 05:00:00,ETH/DAI,1441.64,1441.64,1441.64,1441.64,0,0
1663387200,2022-09-17 04:00:00,ETH/DAI,1441.64,1441.64,1441.64,1441.64,0,0
1663383600,2022-09-17 03:00:00,ETH/DAI,1441.64,1441.64,1441.64,1441.64,0.0001353,0.195053892
1663380000,2022-09-17 02:00:00,ETH/DAI,1451.12,1451.12,1451.12,1451.12,0,0
1663376400,2022-09-17 01:00:00,ETH/DAI,1451.12,1451.12,1451.12,1451.12,0,0
1663372800,2022-09-17 00:00:00,ETH/DAI,1447.42,1451.12,1447.42,1451.12,0.0003186,0.461807352
1663369200,2022-09-16 23:00:00,ETH/DAI,1441.43,1441.43,1441.43,1441.43,0,0
1663365600,2022-09-16 22:00:00,ETH/DAI,1441.43,1441.43,1441.43,1441.43,0,0
1663362000,2022-09-16 21:00:00,ETH/DAI,1434.6,1446.76,1434.6,1441.43,6.9455302,10046.700432699
1663358400,2022-09-16 20:00:00,ETH/DAI,1432.06,1432.06,1432.06,1432.06,0,0
