https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EOS,Volume USDT
1661904000,2022-08-31 00:00:00,EOS/USDT,1.3934,1.4465,1.3631,1.3729,2684123.48122966,3758677.081548863705
1661817600,2022-08-30 00:00:00,EOS/USDT,1.4933,1.5173,1.347,1.3927,3300020.9542753,4726860.386631927626
1661731200,2022-08-29 00:00:00,EOS/USDT,1.4265,1.5046,1.402,1.494,2905989.37225583,4217842.171239034947
1661644800,2022-08-28 00:00:00,EOS/USDT,1.5397,1.5706,1.4095,1.4252,3055862.91781077,4582455.557405833242
1661558400,2022-08-27 00:00:00,EOS/USDT,1.5477,1.5598,1.4709,1.539,4062351.16543705,6157651.947041172612
1661472000,2022-08-26 00:00:00,EOS/USDT,1.7318,1.7738,1.52,1.5477,5473354.01846869,9086330.576257590739
1661385600,2022-08-25 00:00:00,EOS/USDT,1.7732,1.7905,1.6577,1.7319,4077262.63172632,7018890.107891557698
1661299200,2022-08-24 00:00:00,EOS/USDT,1.8057,1.8146,1.6786,1.7734,4396055.54209024,7595049.884351553132
1661212800,2022-08-23 00:00:00,EOS/USDT,1.8374,1.8981,1.7102,1.8056,7179710.08991528,12839984.064996071118
1661126400,2022-08-22 00:00:00,EOS/USDT,1.5691,1.9464,1.4699,1.8376,10347884.91472646,17421385.263059634029
1661040000,2022-08-21 00:00:00,EOS/USDT,1.4112,1.5868,1.375,1.5696,5658973.96396702,8339928.983725154665
1660953600,2022-08-20 00:00:00,EOS/USDT,1.2721,1.4268,1.268,1.4113,3383939.81688825,4560190.785267990043
1660867200,2022-08-19 00:00:00,EOS/USDT,1.4839,1.4916,1.2507,1.272,5327864.28730098,7160641.809058645436
1660780800,2022-08-18 00:00:00,EOS/USDT,1.4812,1.5629,1.4143,1.4839,4382710.60774702,6429462.903700368321
1660694400,2022-08-17 00:00:00,EOS/USDT,1.3812,1.6669,1.3728,1.4807,9974564.86830605,15437086.231003375305
1660608000,2022-08-16 00:00:00,EOS/USDT,1.2722,1.3826,1.2416,1.3809,2878618.47862525,3771551.336711003818
1660521600,2022-08-15 00:00:00,EOS/USDT,1.3055,1.3544,1.2488,1.2723,2400150.43578369,3091020.063781488778
1660435200,2022-08-14 00:00:00,EOS/USDT,1.3501,1.3822,1.2924,1.3054,2256197.94731807,3016693.252817562023
1660348800,2022-08-13 00:00:00,EOS/USDT,1.3284,1.4096,1.3214,1.3498,2041434.09247772,2754858.156465520705
1660262400,2022-08-12 00:00:00,EOS/USDT,1.3123,1.3302,1.268,1.3285,1852003.72913446,2410059.546541970463
1660176000,2022-08-11 00:00:00,EOS/USDT,1.2765,1.3354,1.2762,1.3124,2245564.47582666,2940716.869683937958
1660089600,2022-08-10 00:00:00,EOS/USDT,1.1777,1.2913,1.1485,1.2764,2124901.02919234,2593078.341618238213
1660003200,2022-08-09 00:00:00,EOS/USDT,1.2515,1.2582,1.1571,1.1778,1545883.04861596,1860768.501181192988
1659916800,2022-08-08 00:00:00,EOS/USDT,1.2292,1.286,1.2281,1.2518,1290014.26403095,1627283.118158379671
1659830400,2022-08-07 00:00:00,EOS/USDT,1.2261,1.252,1.2007,1.229,787380.60702667,967425.702764113185
1659744000,2022-08-06 00:00:00,EOS/USDT,1.2589,1.2709,1.2223,1.2258,1008751.54859406,1256512.96871084918
1659657600,2022-08-05 00:00:00,EOS/USDT,1.1878,1.27,1.1869,1.2588,1794302.22330879,2211386.29548862147
1659571200,2022-08-04 00:00:00,EOS/USDT,1.1738,1.2091,1.1569,1.188,1876175.64066093,2222326.853216896378
1659484800,2022-08-03 00:00:00,EOS/USDT,1.1872,1.2322,1.1493,1.1736,2009334.38116425,2402989.814343679941
1659398400,2022-08-02 00:00:00,EOS/USDT,1.2557,1.269,1.1555,1.1874,2900669.40236727,3451555.575817590416
1659312000,2022-08-01 00:00:00,EOS/USDT,1.3306,1.3682,1.2312,1.2556,2165847.2369746,2826360.319049563252
1659225600,2022-07-31 00:00:00,EOS/USDT,1.3074,1.448,1.2782,1.3309,3509153.21932777,4807676.859855259723
1659139200,2022-07-30 00:00:00,EOS/USDT,1.3004,1.3852,1.267,1.3072,2894606.37459916,3797426.957349630202
1659052800,2022-07-29 00:00:00,EOS/USDT,1.3141,1.3268,1.2485,1.3,3260914.95215215,4204444.996715070163
1658966400,2022-07-28 00:00:00,EOS/USDT,1.2557,1.357,1.2319,1.3147,4223848.37358281,5433930.587046155469
1658880000,2022-07-27 00:00:00,EOS/USDT,1.1113,1.2602,1.0903,1.2554,3515830.15027581,4095699.462176227237
1658793600,2022-07-26 00:00:00,EOS/USDT,1.108,1.1133,1.0658,1.1111,2419562.02554049,2641884.99730862238
1658707200,2022-07-25 00:00:00,EOS/USDT,1.2036,1.2066,1.1044,1.1084,2521558.38282389,2915061.183035381428
1658620800,2022-07-24 00:00:00,EOS/USDT,1.1635,1.2643,1.1616,1.2037,3302520.34645486,4048502.948066865694
1658534400,2022-07-23 00:00:00,EOS/USDT,1.1745,1.1993,1.1274,1.1638,2711128.69225119,3143546.28029045078
1658448000,2022-07-22 00:00:00,EOS/USDT,1.0531,1.214,1.0392,1.1748,3791902.35618843,4335532.21059466972
1658361600,2022-07-21 00:00:00,EOS/USDT,1.0403,1.057,1.0045,1.0531,1732051.94560283,1783273.227532361169
1658275200,2022-07-20 00:00:00,EOS/USDT,1.0765,1.1028,1.028,1.0405,2957439.25100493,3170816.640477813461
1658188800,2022-07-19 00:00:00,EOS/USDT,1.0564,1.093,1.0228,1.0762,3050781.90279719,3228572.91483287872
1658102400,2022-07-18 00:00:00,EOS/USDT,0.9842,1.0687,0.9825,1.0566,3488359.84496465,3614094.371083103707
1658016000,2022-07-17 00:00:00,EOS/USDT,1.0078,1.0251,0.9768,0.9837,1645591.21076951,1642418.27869411573
1657929600,2022-07-16 00:00:00,EOS/USDT,0.9753,1.0148,0.9523,1.0078,1522916.71762281,1496535.465067118554
1657843200,2022-07-15 00:00:00,EOS/USDT,0.9715,0.9939,0.9591,0.9753,1944217.11989855,1896117.094691819374
1657756800,2022-07-14 00:00:00,EOS/USDT,0.9506,0.9777,0.9161,0.9714,2101594.59173457,1985539.701061552115
1657670400,2022-07-13 00:00:00,EOS/USDT,0.917,0.9555,0.8898,0.9507,2509920.21709654,2314694.574710779936
1657584000,2022-07-12 00:00:00,EOS/USDT,0.9402,0.9497,0.9156,0.917,1602919.65935319,1498176.097170206872
1657497600,2022-07-11 00:00:00,EOS/USDT,1.0033,1.005,0.935,0.9404,1421724.93559457,1387762.040894744845
1657411200,2022-07-10 00:00:00,EOS/USDT,1.0384,1.0384,0.9969,1.0029,1071205.76328311,1086970.856068179213
1657324800,2022-07-09 00:00:00,EOS/USDT,1.0129,1.0486,1.0124,1.0384,895161.68079289,924973.119424716361
1657238400,2022-07-08 00:00:00,EOS/USDT,1.0304,1.0709,1.0043,1.0128,1740143.85711311,1796083.387958525246
1657152000,2022-07-07 00:00:00,EOS/USDT,0.9993,1.038,0.9892,1.03,1523252.4710076,1546486.969778775912
1657065600,2022-07-06 00:00:00,EOS/USDT,0.9712,1.0097,0.9605,0.9993,1580108.28010353,1553457.881740369772
1656979200,2022-07-05 00:00:00,EOS/USDT,0.986,1.0014,0.9307,0.9716,2643500.94367982,2556470.309309108535
1656892800,2022-07-04 00:00:00,EOS/USDT,0.9439,0.9887,0.9198,0.9859,1537828.34079061,1466585.2471541563
1656806400,2022-07-03 00:00:00,EOS/USDT,0.938,0.9495,0.9126,0.9439,1525583.82030974,1418670.580925125348
1656720000,2022-07-02 00:00:00,EOS/USDT,0.9113,0.9447,0.8995,0.9378,1590171.00744885,1459428.975603037918
1656633600,2022-07-01 00:00:00,EOS/USDT,0.9261,0.953,0.8894,0.9107,2935005.09808169,2689526.312734457091
1656547200,2022-06-30 00:00:00,EOS/USDT,0.9365,0.9389,0.8708,0.9261,2775032.51743942,2499821.21284670695
1656460800,2022-06-29 00:00:00,EOS/USDT,0.9448,0.9579,0.9221,0.9358,2255531.47738656,2118038.260256209541
1656374400,2022-06-28 00:00:00,EOS/USDT,0.9854,1.0048,0.9411,0.9446,2195991.92261056,2146584.237595504223
1656288000,2022-06-27 00:00:00,EOS/USDT,0.9897,1.0272,0.9675,0.9854,2066335.66252066,2055863.82414156292
1656201600,2022-06-26 00:00:00,EOS/USDT,1.0077,1.0386,0.9874,0.99,2050910.00245112,2078603.849330214285
1656115200,2022-06-25 00:00:00,EOS/USDT,1.0045,1.0261,0.9704,1.0075,1981942.72063349,1983402.016693498751
1656028800,2022-06-24 00:00:00,EOS/USDT,0.974,1.0205,0.9736,1.0047,2292722.28410474,2289105.025701011582
1655942400,2022-06-23 00:00:00,EOS/USDT,0.9259,0.9767,0.9224,0.9742,2024631.1277488,1936835.193785112646
1655856000,2022-06-22 00:00:00,EOS/USDT,0.9643,0.9646,0.9186,0.9258,2664206.52081304,2500970.569994578826
1655769600,2022-06-21 00:00:00,EOS/USDT,0.9616,1.0047,0.9463,0.9642,2449973.59279125,2389356.003900219471
1655683200,2022-06-20 00:00:00,EOS/USDT,0.9674,0.9867,0.9241,0.9619,2224456.33866407,2120856.439259957785
1655596800,2022-06-19 00:00:00,EOS/USDT,0.8873,0.9781,0.8601,0.9672,2884739.43724915,2629285.82607539414
1655510400,2022-06-18 00:00:00,EOS/USDT,0.9382,0.9496,0.8162,0.8873,3516199.57831412,3112737.047710214751
1655424000,2022-06-17 00:00:00,EOS/USDT,0.911,0.9636,0.9041,0.9381,2739666.89180958,2569155.532430015498
1655337600,2022-06-16 00:00:00,EOS/USDT,1.0099,1.0241,0.9014,0.9105,3383647.84331691,3213988.54137083451
1655251200,2022-06-15 00:00:00,EOS/USDT,0.9416,1.0157,0.8544,1.0095,3878780.27335973,3568260.011559770379
1655164800,2022-06-14 00:00:00,EOS/USDT,0.918,0.9616,0.8523,0.9411,3446030.72114488,3178828.586354482538
1655078400,2022-06-13 00:00:00,EOS/USDT,1.0298,1.0441,0.879,0.9184,4265275.57032413,4032411.121976184818
1654992000,2022-06-12 00:00:00,EOS/USDT,1.1184,1.1266,1.0283,1.03,2743690.07209079,2946942.983902905024
1654905600,2022-06-11 00:00:00,EOS/USDT,1.184,1.2145,1.0986,1.1178,2007850.57571185,2318868.370152538045
1654819200,2022-06-10 00:00:00,EOS/USDT,1.2396,1.2544,1.1628,1.184,1445871.94482932,1753779.677552500439
1654732800,2022-06-09 00:00:00,EOS/USDT,1.2538,1.2759,1.2303,1.2395,962747.48837627,1206964.113045918344
1654646400,2022-06-08 00:00:00,EOS/USDT,1.2844,1.3067,1.2424,1.2538,1792826.23952121,2274330.080407882597
1654560000,2022-06-07 00:00:00,EOS/USDT,1.3026,1.3246,1.219,1.2843,2218966.99258727,2806825.043379600087
1654473600,2022-06-06 00:00:00,EOS/USDT,1.2696,1.3333,1.263,1.3025,1811717.93669666,2365956.70959923729
1654387200,2022-06-05 00:00:00,EOS/USDT,1.285,1.294,1.2569,1.2693,1129452.03253236,1438847.826644990121
1654300800,2022-06-04 00:00:00,EOS/USDT,1.2641,1.2945,1.2416,1.285,1205080.67035081,1530825.509397339395
1654214400,2022-06-03 00:00:00,EOS/USDT,1.2936,1.3007,1.2285,1.2638,1724567.92601367,2175467.488251007656
1654128000,2022-06-02 00:00:00,EOS/USDT,1.2667,1.2984,1.2463,1.2937,2250936.34020898,2861485.162406784242
1654041600,2022-06-01 00:00:00,EOS/USDT,1.381,1.407,1.2414,1.2666,3031260.15584133,4030209.473131657415
1653955200,2022-05-31 00:00:00,EOS/USDT,1.3873,1.3992,1.3285,1.3806,2783829.38470949,3802778.613851242005
1653868800,2022-05-30 00:00:00,EOS/USDT,1.2936,1.4016,1.2825,1.3873,3103469.29845225,4184783.510531975491
1653782400,2022-05-29 00:00:00,EOS/USDT,1.2562,1.2956,1.2309,1.2942,1827003.85992399,2306251.147285334505
1653696000,2022-05-28 00:00:00,EOS/USDT,1.2146,1.2655,1.2073,1.256,1394175.27893326,1734601.284082437722
1653609600,2022-05-27 00:00:00,EOS/USDT,1.2377,1.26,1.1847,1.2145,2763055.01511131,3384997.625731376222
1653523200,2022-05-26 00:00:00,EOS/USDT,1.3236,1.3406,1.19,1.2381,2776767.74465987,3508362.484319289926
1653436800,2022-05-25 00:00:00,EOS/USDT,1.3445,1.3725,1.306,1.324,2315940.16331866,3090525.242678810399
1653350400,2022-05-24 00:00:00,EOS/USDT,1.3074,1.3571,1.2673,1.3448,2409936.59895495,3173933.353461917795
1653264000,2022-05-23 00:00:00,EOS/USDT,1.3543,1.4376,1.2925,1.3075,2694958.35265497,3703795.104760649709
1653177600,2022-05-22 00:00:00,EOS/USDT,1.3058,1.3706,1.294,1.3544,2575868.51204212,3460432.050827114821
1653091200,2022-05-21 00:00:00,EOS/USDT,1.2725,1.3254,1.2462,1.3059,2074601.66586373,2675792.141451241751
1653004800,2022-05-20 00:00:00,EOS/USDT,1.3217,1.404,1.2471,1.2725,3183657.95402171,4143706.511042617718
1652918400,2022-05-19 00:00:00,EOS/USDT,1.2665,1.3359,1.2244,1.3219,2551869.94051383,3280262.035406361165
1652832000,2022-05-18 00:00:00,EOS/USDT,1.3778,1.3901,1.262,1.2666,2819477.03322183,3728432.303946199364
1652745600,2022-05-17 00:00:00,EOS/USDT,1.3178,1.3944,1.3137,1.3774,1644070.44032345,2237164.867974245713
1652659200,2022-05-16 00:00:00,EOS/USDT,1.4065,1.4079,1.28,1.3169,1997774.15840603,2645518.706695197328
1652572800,2022-05-15 00:00:00,EOS/USDT,1.3524,1.4091,1.3109,1.4056,1665331.47663194,2250937.318107990586
1652486400,2022-05-14 00:00:00,EOS/USDT,1.34,1.3813,1.2525,1.352,2373030.771166,3137702.500326709407
1652400000,2022-05-13 00:00:00,EOS/USDT,1.2735,1.4597,1.2604,1.3396,2859368.25621962,3933462.811301940312
1652313600,2022-05-12 00:00:00,EOS/USDT,1.4079,1.4555,1.1144,1.2735,7953601.32923403,10054045.799109341202
1652227200,2022-05-11 00:00:00,EOS/USDT,1.7158,1.7369,1.3407,1.4081,7156166.52964435,11033758.682548665984
1652140800,2022-05-10 00:00:00,EOS/USDT,1.5857,1.8147,1.5857,1.7166,4466054.81450354,7702575.68607505312
1652054400,2022-05-09 00:00:00,EOS/USDT,1.9499,1.9765,1.5174,1.5851,4749214.15017576,8555355.372539631283
1651968000,2022-05-08 00:00:00,EOS/USDT,1.9771,1.9926,1.9294,1.9495,1692484.48909441,3324814.289905512559
1651881600,2022-05-07 00:00:00,EOS/USDT,2.0244,2.0494,1.9298,1.9769,1744788.10403262,3505213.908780030171
1651795200,2022-05-06 00:00:00,EOS/USDT,2.0124,2.049,1.937,2.024,2132898.17535545,4282167.041965346605
1651708800,2022-05-05 00:00:00,EOS/USDT,2.2252,2.2494,1.96,2.013,2400820.83182435,5044420.68044809073
1651622400,2022-05-04 00:00:00,EOS/USDT,2.0541,2.2372,2.0452,2.2256,2156547.28886985,4594167.078385911376
1651536000,2022-05-03 00:00:00,EOS/USDT,2.0961,2.1237,2.0181,2.0517,1719494.38074063,3573429.240937459282
1651449600,2022-05-02 00:00:00,EOS/USDT,2.1086,2.1539,2.0331,2.0957,2085835.36373634,4355155.980982823244
1651363200,2022-05-01 00:00:00,EOS/USDT,2.0122,2.1124,1.9989,2.11,1697470.77823404,3497399.038287621712
1651276800,2022-04-30 00:00:00,EOS/USDT,2.2734,2.2908,1.9131,2.0126,2321489.57060802,4987153.541308750584
1651190400,2022-04-29 00:00:00,EOS/USDT,2.3137,2.3779,2.2244,2.2726,2401576.64390199,5531456.702400385773
1651104000,2022-04-28 00:00:00,EOS/USDT,2.2531,2.3537,2.2437,2.3143,2284511.85792526,5259451.34471926677
1651017600,2022-04-27 00:00:00,EOS/USDT,2.1838,2.282,2.1614,2.2528,1644564.05959436,3678407.337426273478
1650931200,2022-04-26 00:00:00,EOS/USDT,2.3785,2.4497,2.1468,2.1843,2477750.38740379,5726554.96555090744
1650844800,2022-04-25 00:00:00,EOS/USDT,2.3495,2.395,2.2084,2.3782,2524636.0998573,5809711.96859116069
1650758400,2022-04-24 00:00:00,EOS/USDT,2.4043,2.4478,2.3406,2.3497,1341560.43888951,3204167.216680248514
1650672000,2022-04-23 00:00:00,EOS/USDT,2.4584,2.4881,2.3784,2.4042,1673375.04092164,4062901.058071073974
1650585600,2022-04-22 00:00:00,EOS/USDT,2.5048,2.5555,2.4371,2.4571,2773294.19735525,6964380.34777577974
1650499200,2022-04-21 00:00:00,EOS/USDT,2.7643,2.8574,2.4501,2.5045,5427574.96158517,14590492.991595583963
1650412800,2022-04-20 00:00:00,EOS/USDT,2.6457,2.8887,2.5229,2.7643,5463951.55385202,14833667.833885103559
1650326400,2022-04-19 00:00:00,EOS/USDT,2.4451,2.6954,2.4186,2.6464,3010844.82175543,7698248.317382358638
1650240000,2022-04-18 00:00:00,EOS/USDT,2.4165,2.4587,2.2942,2.445,3116158.87017652,7408966.398963170223
1650153600,2022-04-17 00:00:00,EOS/USDT,2.6087,2.6837,2.3901,2.4168,3930063.80214425,10081767.475532449932
1650067200,2022-04-16 00:00:00,EOS/USDT,2.4187,2.6417,2.4028,2.6076,3508115.3950924,8814035.457950835569
1649980800,2022-04-15 00:00:00,EOS/USDT,2.3078,2.4424,2.292,2.4185,2852686.64677298,6772912.219646609329
1649894400,2022-04-14 00:00:00,EOS/USDT,2.3594,2.3699,2.2422,2.3072,1863614.10528316,4302971.090439922482
1649808000,2022-04-13 00:00:00,EOS/USDT,2.2448,2.3618,2.2094,2.3596,2303714.15453146,5246955.854917958395
1649721600,2022-04-12 00:00:00,EOS/USDT,2.1634,2.251,2.1537,2.2452,2076107.59143253,4578329.334961626366
1649635200,2022-04-11 00:00:00,EOS/USDT,2.3614,2.3806,2.12,2.1634,2812172.22539175,6303265.856850391186
1649548800,2022-04-10 00:00:00,EOS/USDT,2.4163,2.4826,2.3564,2.3608,1273511.78236366,3070548.996980943986
1649462400,2022-04-09 00:00:00,EOS/USDT,2.3788,2.4435,2.3618,2.4158,1242997.91515008,2989520.714833506218
1649376000,2022-04-08 00:00:00,EOS/USDT,2.503,2.5231,2.3466,2.3794,2392974.66495319,5807614.071447880026
1649289600,2022-04-07 00:00:00,EOS/USDT,2.4262,2.537,2.3924,2.5035,1947547.47473694,4810780.211302708091
1649203200,2022-04-06 00:00:00,EOS/USDT,2.7522,2.76,2.4157,2.4268,3382495.15029453,8777940.402550359947
1649116800,2022-04-05 00:00:00,EOS/USDT,2.8889,2.9116,2.7387,2.7515,2012715.58562788,5695936.642038689751
1649030400,2022-04-04 00:00:00,EOS/USDT,2.8413,2.9406,2.7175,2.8889,4672581.37900984,13263110.17296990673
1648944000,2022-04-03 00:00:00,EOS/USDT,2.7874,2.8673,2.7238,2.8418,1801225.75861069,5052466.566254167727
1648857600,2022-04-02 00:00:00,EOS/USDT,2.8385,2.9356,2.7654,2.7866,2291250.77190173,6538183.230379105956
1648771200,2022-04-01 00:00:00,EOS/USDT,2.8261,2.8668,2.6644,2.8376,2355249.73231146,6532832.966575511943
1648684800,2022-03-31 00:00:00,EOS/USDT,2.9378,3.0182,2.7479,2.8257,3168710.9796831,9150319.589689080846
1648598400,2022-03-30 00:00:00,EOS/USDT,2.8946,3.0608,2.8045,2.9387,2437011.17154143,7146390.249396033583
1648512000,2022-03-29 00:00:00,EOS/USDT,2.8585,2.9678,2.7691,2.8947,3384020.83171063,9760486.934382904095
1648425600,2022-03-28 00:00:00,EOS/USDT,2.6692,3.17,2.6455,2.8598,5338636.38166283,15755459.73911404983
1648339200,2022-03-27 00:00:00,EOS/USDT,2.5132,2.674,2.4866,2.6689,1348496.90362252,3456497.991833593736
1648252800,2022-03-26 00:00:00,EOS/USDT,2.5052,2.5153,2.4622,2.5131,1019252.56052851,2539460.615856897723
1648166400,2022-03-25 00:00:00,EOS/USDT,2.5416,2.5759,2.4271,2.5052,2295053.29228189,5776265.861546183086
1648080000,2022-03-24 00:00:00,EOS/USDT,2.4999,2.6254,2.4369,2.5413,2196277.65108563,5499645.609286253035
1647993600,2022-03-23 00:00:00,EOS/USDT,2.5506,2.5857,2.4416,2.4998,2123934.75540107,5295134.083204541428
1647907200,2022-03-22 00:00:00,EOS/USDT,2.3481,2.574,2.3475,2.5507,3274084.52181982,8051103.482303636874
1647820800,2022-03-21 00:00:00,EOS/USDT,2.2146,2.4433,2.1485,2.3483,2652976.67593315,6107461.149859494624
1647734400,2022-03-20 00:00:00,EOS/USDT,2.2164,2.2763,2.1545,2.2134,1516099.11966501,3346307.152773682351
1647648000,2022-03-19 00:00:00,EOS/USDT,2.1283,2.2245,2.1283,2.2164,1417880.55840701,3076214.598751815484
1647561600,2022-03-18 00:00:00,EOS/USDT,2.0847,2.1441,2.051,2.129,931933.64863069,1945155.498975681758
1647475200,2022-03-17 00:00:00,EOS/USDT,2.0846,2.0961,2.0516,2.0854,853843.4774882,1773691.479112745084
1647388800,2022-03-16 00:00:00,EOS/USDT,1.9858,2.0937,1.9748,2.0848,1830900.99976328,3712455.267385480568
1647302400,2022-03-15 00:00:00,EOS/USDT,1.9682,2.0082,1.9169,1.9857,1213836.75332903,2379729.557374057266
1647216000,2022-03-14 00:00:00,EOS/USDT,1.9066,1.9758,1.8843,1.9678,1170968.80045386,2271470.854868291702
1647129600,2022-03-13 00:00:00,EOS/USDT,1.9689,2.006,1.8903,1.9061,940512.45210554,1838866.64236488125
1647043200,2022-03-12 00:00:00,EOS/USDT,1.9741,2.0088,1.9658,1.9692,618162.01781357,1228951.45921350627
1646956800,2022-03-11 00:00:00,EOS/USDT,1.9834,2.0164,1.923,1.9741,1386284.37204096,2726153.458483572229
1646870400,2022-03-10 00:00:00,EOS/USDT,2.0663,2.1,1.9339,1.984,1910299.34696633,3810544.308842490585
1646784000,2022-03-09 00:00:00,EOS/USDT,1.971,2.0793,1.9699,2.0663,1390193.29409889,2848224.201879336821
1646697600,2022-03-08 00:00:00,EOS/USDT,1.9211,1.994,1.912,1.9708,1600312.56088365,3138250.416099069994
1646611200,2022-03-07 00:00:00,EOS/USDT,1.9614,2.0203,1.8709,1.9214,1578178.82417207,3077895.200745671012
1646524800,2022-03-06 00:00:00,EOS/USDT,2.0436,2.0575,1.9479,1.9624,1000115.34873925,2008333.005959435326
1646438400,2022-03-05 00:00:00,EOS/USDT,2.0028,2.0531,1.962,2.0441,999263.61430674,2008744.506104216642
1646352000,2022-03-04 00:00:00,EOS/USDT,2.1554,2.1649,1.9743,2.0049,1826000.79774035,3776294.861291979216
1646265600,2022-03-03 00:00:00,EOS/USDT,2.2141,2.2233,2.1225,2.1553,1272651.61925156,2772013.86541624469
1646179200,2022-03-02 00:00:00,EOS/USDT,2.2663,2.284,2.1801,2.2141,1947010.02313198,4337100.302380138977
1646092800,2022-03-01 00:00:00,EOS/USDT,2.2831,2.3117,2.21,2.266,1893225.55124298,4280924.591768951264
1646006400,2022-02-28 00:00:00,EOS/USDT,2.091,2.2837,2.061,2.2832,2405210.89664743,5201285.45228220093
1645920000,2022-02-27 00:00:00,EOS/USDT,2.1625,2.2474,2.0578,2.0904,1870435.03078207,4034319.894725746456
1645833600,2022-02-26 00:00:00,EOS/USDT,2.1469,2.274,2.1351,2.1624,1361743.28114689,2971974.996029392004
1645747200,2022-02-25 00:00:00,EOS/USDT,2.0701,2.1635,2.0321,2.1464,1460202.30414418,3049832.229841406367
1645660800,2022-02-24 00:00:00,EOS/USDT,2.1036,2.124,1.8596,2.0701,2975081.02484371,5895093.679029832344
1645574400,2022-02-23 00:00:00,EOS/USDT,2.1671,2.2309,2.1013,2.1029,981309.8957068,2131431.639762224185
1645488000,2022-02-22 00:00:00,EOS/USDT,2.0716,2.178,2.032,2.1671,1132712.40600288,2387288.912982026358
1645401600,2022-02-21 00:00:00,EOS/USDT,2.1982,2.2737,2.0636,2.0722,1473879.24633263,3231047.276963030825
1645315200,2022-02-20 00:00:00,EOS/USDT,2.2877,2.2974,2.1701,2.1982,944526.96298038,2089520.368260634833
1645228800,2022-02-19 00:00:00,EOS/USDT,2.2953,2.3362,2.2313,2.2875,960292.75725004,2195384.304068060455
1645142400,2022-02-18 00:00:00,EOS/USDT,2.3265,2.3795,2.2762,2.2957,1251357.40578444,2916825.171418004866
1645056000,2022-02-17 00:00:00,EOS/USDT,2.5503,2.5812,2.2935,2.3264,2140049.92033868,5233556.140080132519
1644969600,2022-02-16 00:00:00,EOS/USDT,2.5307,2.5801,2.4622,2.5494,2141407.53582129,5382169.953862655337
1644883200,2022-02-15 00:00:00,EOS/USDT,2.3696,2.5376,2.3654,2.5304,964661.14324674,2378063.269178211994
1644796800,2022-02-14 00:00:00,EOS/USDT,2.3785,2.3959,2.3107,2.3695,891091.97577183,2094710.585168296377
1644710400,2022-02-13 00:00:00,EOS/USDT,2.3958,2.4308,2.348,2.3785,841715.20369886,2014968.050992318324
1644624000,2022-02-12 00:00:00,EOS/USDT,2.4121,2.4358,2.3344,2.3954,1051484.92761232,2510261.314418573981
1644537600,2022-02-11 00:00:00,EOS/USDT,2.5495,2.6007,2.3869,2.4129,1349421.34366913,3401253.308013545318
1644451200,2022-02-10 00:00:00,EOS/USDT,2.6699,2.7653,2.5466,2.549,1871825.47246468,4980346.204960810765
1644364800,2022-02-09 00:00:00,EOS/USDT,2.631,2.6986,2.5887,2.6701,968120.03957436,2572597.083553614133
