https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume EUR
1663545600000.0,2022-09-19 00:00:00,BTC/EUR,19390.0,19401.0,19360.0,19370.0,0.006309081053175013,122.2069
1663459200000.0,2022-09-18 00:00:00,BTC/EUR,20067.0,20091.0,19314.0,19390.0,9.818204600309437,190374.9872
1663372800000.0,2022-09-17 00:00:00,BTC/EUR,19759.0,20160.0,19731.0,20067.0,6.653564389295859,133517.0766
1663286400000.0,2022-09-16 00:00:00,BTC/EUR,19693.0,19909.0,19329.0,19759.0,15.57081287008452,307663.6915
1663200000000.0,2022-09-15 00:00:00,BTC/EUR,20229.0,20366.0,19516.0,19693.0,17.81993564718428,350927.9927
1663113600000.0,2022-09-14 00:00:00,BTC/EUR,20222.0,20504.0,19573.0,20229.0,30.416686707202533,615299.1554
1663027200000.0,2022-09-13 00:00:00,BTC/EUR,22072.0,22357.0,19946.0,20222.0,65.72863357234695,1329164.4281
1662940800000.0,2022-09-12 00:00:00,BTC/EUR,21670.0,22190.0,21400.0,22072.0,39.78131022562523,878053.0793
1662854400000.0,2022-09-11 00:00:00,BTC/EUR,21559.0,21722.0,21236.0,21670.0,43.48529053991694,942326.246
1662768000000.0,2022-09-10 00:00:00,BTC/EUR,21263.0,21670.0,21031.0,21559.0,5.968922440744005,128683.9989
1662681600000.0,2022-09-09 00:00:00,BTC/EUR,19324.0,21467.0,19241.0,21263.0,47.169527004655976,1002965.6527
1662595200000.0,2022-09-08 00:00:00,BTC/EUR,19300.0,19471.0,19035.0,19324.0,37.81287173463051,730695.9334
1662508800000.0,2022-09-07 00:00:00,BTC/EUR,18988.0,19438.0,18756.0,19300.0,28.60773568911917,552129.2988
1662422400000.0,2022-09-06 00:00:00,BTC/EUR,19914.0,20231.0,18849.0,18988.0,53.650310464503896,1018712.0951
1662336000000.0,2022-09-05 00:00:00,BTC/EUR,20146.0,20195.0,19798.0,19914.0,16.46141882595159,327812.6945
1662249600000.0,2022-09-04 00:00:00,BTC/EUR,19918.0,20169.0,19687.0,20146.0,9.51673349051921,191724.1129
1662163200000.0,2022-09-03 00:00:00,BTC/EUR,20024.0,20121.0,19750.0,19918.0,3.0059133698162466,59871.7825
1662076800000.0,2022-09-02 00:00:00,BTC/EUR,20235.0,20372.0,19840.0,20024.0,9.941206921693967,199062.7274
1661990400000.0,2022-09-01 00:00:00,BTC/EUR,19990.0,20268.0,19705.0,20235.0,9.976650447244872,201877.5218
1661904000000.0,2022-08-31 00:00:00,BTC/EUR,19743.0,20424.0,19743.0,19990.0,12.075880540270136,241396.852
1661817600000.0,2022-08-30 00:00:00,BTC/EUR,20300.0,20554.0,19545.0,19743.0,41.3915224282024,817192.8273
1661731200000.0,2022-08-29 00:00:00,BTC/EUR,19674.0,20405.0,19667.0,20300.0,14.067350379310344,285567.2127
1661644800000.0,2022-08-28 00:00:00,BTC/EUR,20148.0,20250.0,19666.0,19674.0,13.24780022872827,260637.2217
1661558400000.0,2022-08-27 00:00:00,BTC/EUR,20307.0,20437.0,19857.0,20148.0,12.235126861226922,246513.336
1661472000000.0,2022-08-26 00:00:00,BTC/EUR,21646.0,21797.0,20189.0,20307.0,38.47054496479047,781221.3566
1661385600000.0,2022-08-25 00:00:00,BTC/EUR,21450.0,21818.0,21389.0,21646.0,7.469786154485818,161690.9911
1661299200000.0,2022-08-24 00:00:00,BTC/EUR,21606.0,21908.0,21265.0,21450.0,18.26659096037296,391818.3761
1661212800000.0,2022-08-23 00:00:00,BTC/EUR,21471.0,21680.0,21030.0,21606.0,9.107538003332408,196777.4661
1661126400000.0,2022-08-22 00:00:00,BTC/EUR,21451.0,21612.0,20904.0,21471.0,14.637186647105398,314275.0345
1661040000000.0,2022-08-21 00:00:00,BTC/EUR,21064.0,21658.0,21010.0,21451.0,7.032442002703836,150852.9134
1660953600000.0,2022-08-20 00:00:00,BTC/EUR,20719.0,21299.0,20701.0,21064.0,11.4267396268515,240692.8435
1660867200000.0,2022-08-19 00:00:00,BTC/EUR,23012.0,23012.0,20719.0,20719.0,57.24158228196342,1185988.3433
1660780800000.0,2022-08-18 00:00:00,BTC/EUR,22943.0,23235.0,22885.0,23013.0,15.764970321122844,362799.262
1660694400000.0,2022-08-17 00:00:00,BTC/EUR,23458.0,24054.0,22780.0,22943.0,24.622022490519985,564903.062
1660608000000.0,2022-08-16 00:00:00,BTC/EUR,23713.0,23830.0,23233.0,23458.0,7.364309766390996,172751.9785
1660521600000.0,2022-08-15 00:00:00,BTC/EUR,23714.0,24573.0,23349.0,23713.0,16.28987812592249,386281.88
1660435200000.0,2022-08-14 00:00:00,BTC/EUR,23784.0,24355.0,23574.0,23714.0,12.193336282364847,289152.7766
1660348800000.0,2022-08-13 00:00:00,BTC/EUR,23803.0,24222.0,23666.0,23784.0,8.615430457450387,204909.398
1660262400000.0,2022-08-12 00:00:00,BTC/EUR,23232.0,23803.0,22955.0,23803.0,17.843331756501282,424724.8258
