https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CTSI,Volume EUR
1663545600,2022-09-19 00:00:00,CTSI/EUR,0.1495,0.1495,0.1495,0.1495,0.0,0.0
1663459200,2022-09-18 00:00:00,CTSI/EUR,0.1597,0.1597,0.1495,0.1495,1714.3,256.28785
1663372800,2022-09-17 00:00:00,CTSI/EUR,0.1588,0.1602,0.1548,0.1583,5300.6,839.0849800000001
1663286400,2022-09-16 00:00:00,CTSI/EUR,0.1504,0.1504,0.1504,0.1504,1000.0,150.4
1663200000,2022-09-15 00:00:00,CTSI/EUR,0.1495,0.1495,0.1495,0.1495,220.0,32.89
1663113600,2022-09-14 00:00:00,CTSI/EUR,0.1491,0.1501,0.1491,0.1501,1193.1,179.08431
1663027200,2022-09-13 00:00:00,CTSI/EUR,0.1507,0.1510,0.1468,0.1485,4833.3,717.74505
1662940800,2022-09-12 00:00:00,CTSI/EUR,0.1527,0.1558,0.1515,0.1527,9952.6,1519.7620200000001
1662854400,2022-09-11 00:00:00,CTSI/EUR,0.1534,0.1569,0.1516,0.1516,4287.0,649.9092
1662768000,2022-09-10 00:00:00,CTSI/EUR,0.1545,0.1569,0.1515,0.1515,6329.2,958.8738
1662681600,2022-09-09 00:00:00,CTSI/EUR,0.1499,0.1520,0.1490,0.1520,6112.2,929.0544
1662595200,2022-09-08 00:00:00,CTSI/EUR,0.1487,0.1487,0.1475,0.1481,2002.2,296.52582
1662508800,2022-09-07 00:00:00,CTSI/EUR,0.1320,0.1320,0.1320,0.1320,0.0,0.0
1662422400,2022-09-06 00:00:00,CTSI/EUR,0.1390,0.1390,0.1320,0.1320,7159.6,945.0672000000001
1662336000,2022-09-05 00:00:00,CTSI/EUR,0.1501,0.1501,0.1501,0.1501,0.0,0.0
1662249600,2022-09-04 00:00:00,CTSI/EUR,0.1429,0.1502,0.1429,0.1501,2135.2,320.49352
1662163200,2022-09-03 00:00:00,CTSI/EUR,0.1382,0.1385,0.1382,0.1385,600.0,83.10000000000001
1662076800,2022-09-02 00:00:00,CTSI/EUR,0.1433,0.1433,0.1433,0.1433,1619.9,232.13167000000004
1661990400,2022-09-01 00:00:00,CTSI/EUR,0.1469,0.1469,0.1469,0.1469,0.0,0.0
1661904000,2022-08-31 00:00:00,CTSI/EUR,0.1469,0.1469,0.1469,0.1469,0.0,0.0
1661817600,2022-08-30 00:00:00,CTSI/EUR,0.1469,0.1469,0.1469,0.1469,1000.0,146.9
1661731200,2022-08-29 00:00:00,CTSI/EUR,0.1400,0.1400,0.1400,0.1400,0.0,0.0
1661644800,2022-08-28 00:00:00,CTSI/EUR,0.1396,0.1400,0.1396,0.1400,968.7,135.61800000000002
1661558400,2022-08-27 00:00:00,CTSI/EUR,0.1432,0.1432,0.1416,0.1416,1065.1,150.81815999999998
1661472000,2022-08-26 00:00:00,CTSI/EUR,0.1548,0.1548,0.1432,0.1432,6185.8,885.80656
1661385600,2022-08-25 00:00:00,CTSI/EUR,0.1609,0.1676,0.1548,0.1548,10029.5,1552.5665999999999
1661299200,2022-08-24 00:00:00,CTSI/EUR,0.1543,0.1543,0.1543,0.1543,0.0,0.0
1661212800,2022-08-23 00:00:00,CTSI/EUR,0.1549,0.1549,0.1543,0.1543,6698.9,1033.6402699999999
1661126400,2022-08-22 00:00:00,CTSI/EUR,0.1542,0.1542,0.1542,0.1542,0.0,0.0
1661040000,2022-08-21 00:00:00,CTSI/EUR,0.1542,0.1542,0.1542,0.1542,348.9,53.80038
1660953600,2022-08-20 00:00:00,CTSI/EUR,0.1478,0.1478,0.1478,0.1478,5031.9,743.7148199999999
1660867200,2022-08-19 00:00:00,CTSI/EUR,0.1519,0.1519,0.1447,0.1447,4448.3,643.66901
1660780800,2022-08-18 00:00:00,CTSI/EUR,0.1679,0.1679,0.1555,0.1555,5772.9,897.6859499999999
1660694400,2022-08-17 00:00:00,CTSI/EUR,0.1760,0.1760,0.1760,0.1760,60.0,10.559999999999999
1660608000,2022-08-16 00:00:00,CTSI/EUR,0.1784,0.1786,0.1784,0.1786,5000.0,893.0
1660521600,2022-08-15 00:00:00,CTSI/EUR,0.1781,0.1781,0.1781,0.1781,64.8,11.54088
1660435200,2022-08-14 00:00:00,CTSI/EUR,0.1798,0.1798,0.1798,0.1798,136.2,24.488759999999996
1660348800,2022-08-13 00:00:00,CTSI/EUR,0.1854,0.1867,0.1854,0.1867,5704.7,1065.06749
1660262400,2022-08-12 00:00:00,CTSI/EUR,0.1853,0.1853,0.1853,0.1853,0.0,0.0
1660176000,2022-08-11 00:00:00,CTSI/EUR,0.1863,0.1863,0.1853,0.1853,5185.8,960.92874
1660089600,2022-08-10 00:00:00,CTSI/EUR,0.1739,0.1739,0.1739,0.1739,5862.1,1019.4191900000001
1660003200,2022-08-09 00:00:00,CTSI/EUR,0.1768,0.1768,0.1768,0.1768,6000.0,1060.8000000000002
1659916800,2022-08-08 00:00:00,CTSI/EUR,0.1782,0.1788,0.1782,0.1788,5006.9,895.2337199999998
1659830400,2022-08-07 00:00:00,CTSI/EUR,0.1743,0.1744,0.1743,0.1744,5000.0,872.0
1659744000,2022-08-06 00:00:00,CTSI/EUR,0.1729,0.1729,0.1729,0.1729,0.0,0.0
1659657600,2022-08-05 00:00:00,CTSI/EUR,0.1597,0.1763,0.1597,0.1729,12165.1,2103.34579
1659571200,2022-08-04 00:00:00,CTSI/EUR,0.1585,0.1611,0.1581,0.1597,41796.7,6674.93299
1659484800,2022-08-03 00:00:00,CTSI/EUR,0.1583,0.1583,0.1583,0.1583,550.0,87.065
1659398400,2022-08-02 00:00:00,CTSI/EUR,0.1600,0.1600,0.1550,0.1579,20584.7,3250.3241300000004
1659312000,2022-08-01 00:00:00,CTSI/EUR,0.1674,0.1693,0.1666,0.1679,10994.4,1845.95976
1659225600,2022-07-31 00:00:00,CTSI/EUR,0.1667,0.1707,0.1653,0.1654,15091.8,2496.1837199999995
1659139200,2022-07-30 00:00:00,CTSI/EUR,0.1616,0.1740,0.1616,0.1730,14969.7,2589.7581
1659052800,2022-07-29 00:00:00,CTSI/EUR,0.1665,0.1665,0.1591,0.1604,9594.9,1539.0219599999998
1658966400,2022-07-28 00:00:00,CTSI/EUR,0.1535,0.1609,0.1534,0.1600,8016.0,1282.56
1658880000,2022-07-27 00:00:00,CTSI/EUR,0.1456,0.1534,0.1456,0.1534,1682.5,258.0955
1658793600,2022-07-26 00:00:00,CTSI/EUR,0.1442,0.1442,0.1442,0.1442,0.0,0.0
1658707200,2022-07-25 00:00:00,CTSI/EUR,0.1460,0.1460,0.1442,0.1442,1659.8,239.34315999999998
1658620800,2022-07-24 00:00:00,CTSI/EUR,0.1590,0.1590,0.1587,0.1588,5004.7,794.74636
1658534400,2022-07-23 00:00:00,CTSI/EUR,0.1582,0.1582,0.1582,0.1582,1344.2,212.65244
1658448000,2022-07-22 00:00:00,CTSI/EUR,0.1682,0.1682,0.1581,0.1581,2705.0,427.66049999999996
1658361600,2022-07-21 00:00:00,CTSI/EUR,0.1594,0.1594,0.1594,0.1594,2465.6,393.01663999999994
1658275200,2022-07-20 00:00:00,CTSI/EUR,0.1752,0.1752,0.1617,0.1620,2823.0,457.326
1658188800,2022-07-19 00:00:00,CTSI/EUR,0.1689,0.1717,0.1647,0.1707,24559.1,4192.238369999999
1658102400,2022-07-18 00:00:00,CTSI/EUR,0.1690,0.1690,0.1616,0.1682,10612.2,1784.97204
1658016000,2022-07-17 00:00:00,CTSI/EUR,0.1600,0.1752,0.1600,0.1687,5871.1,990.45457
1657929600,2022-07-16 00:00:00,CTSI/EUR,0.1568,0.1568,0.1568,0.1568,0.0,0.0
1657843200,2022-07-15 00:00:00,CTSI/EUR,0.1542,0.1606,0.1530,0.1568,33061.4,5184.02752
1657756800,2022-07-14 00:00:00,CTSI/EUR,0.1428,0.1506,0.1428,0.1506,5466.9,823.31514
1657670400,2022-07-13 00:00:00,CTSI/EUR,0.1388,0.1388,0.1359,0.1359,355.6,48.32604
1657584000,2022-07-12 00:00:00,CTSI/EUR,0.1398,0.1398,0.1398,0.1398,725.1,101.36898000000001
1657497600,2022-07-11 00:00:00,CTSI/EUR,0.1486,0.1486,0.1486,0.1486,200.9,29.853740000000002
1657411200,2022-07-10 00:00:00,CTSI/EUR,0.1582,0.1582,0.1582,0.1582,0.0,0.0
1657324800,2022-07-09 00:00:00,CTSI/EUR,0.1582,0.1582,0.1582,0.1582,80.0,12.656
1657238400,2022-07-08 00:00:00,CTSI/EUR,0.1540,0.1540,0.1540,0.1540,0.0,0.0
1657152000,2022-07-07 00:00:00,CTSI/EUR,0.1486,0.1540,0.1486,0.1540,239.4,36.8676
1657065600,2022-07-06 00:00:00,CTSI/EUR,0.1416,0.1416,0.1416,0.1416,0.0,0.0
1656979200,2022-07-05 00:00:00,CTSI/EUR,0.1416,0.1416,0.1416,0.1416,0.0,0.0
1656892800,2022-07-04 00:00:00,CTSI/EUR,0.1416,0.1416,0.1416,0.1416,0.0,0.0
1656806400,2022-07-03 00:00:00,CTSI/EUR,0.1416,0.1416,0.1416,0.1416,0.0,0.0
1656720000,2022-07-02 00:00:00,CTSI/EUR,0.1415,0.1416,0.1415,0.1416,1053.9,149.23224000000002
1656633600,2022-07-01 00:00:00,CTSI/EUR,0.1575,0.1575,0.1440,0.1450,3512.4,509.298
1656547200,2022-06-30 00:00:00,CTSI/EUR,0.1518,0.1518,0.1445,0.1512,8044.5,1216.3284
1656460800,2022-06-29 00:00:00,CTSI/EUR,0.1449,0.1573,0.1445,0.1573,13200.7,2076.47011
1656374400,2022-06-28 00:00:00,CTSI/EUR,0.1446,0.1446,0.1446,0.1446,968.2,140.00172
1656288000,2022-06-27 00:00:00,CTSI/EUR,0.1539,0.1539,0.1488,0.1488,6410.9,953.9419199999999
1656201600,2022-06-26 00:00:00,CTSI/EUR,0.1598,0.1654,0.1561,0.1561,21825.8,3407.0073799999996
1656115200,2022-06-25 00:00:00,CTSI/EUR,0.1624,0.1624,0.1624,0.1624,0.0,0.0
1656028800,2022-06-24 00:00:00,CTSI/EUR,0.1630,0.1630,0.1624,0.1624,5924.3,962.10632
1655942400,2022-06-23 00:00:00,CTSI/EUR,0.1430,0.1516,0.1430,0.1516,12649.5,1917.6642000000002
1655856000,2022-06-22 00:00:00,CTSI/EUR,0.1466,0.1484,0.1444,0.1444,5488.8,792.58272
1655769600,2022-06-21 00:00:00,CTSI/EUR,0.1512,0.1570,0.1490,0.1490,13864.7,2065.8403
1655683200,2022-06-20 00:00:00,CTSI/EUR,0.1431,0.1487,0.1428,0.1428,13473.7,1924.0443600000003
1655596800,2022-06-19 00:00:00,CTSI/EUR,0.1340,0.1451,0.1340,0.1439,22241.9,3200.60941
1655510400,2022-06-18 00:00:00,CTSI/EUR,0.1351,0.1357,0.1250,0.1250,5761.8,720.225
1655424000,2022-06-17 00:00:00,CTSI/EUR,0.1412,0.1437,0.1412,0.1437,8863.9,1273.7424299999998
1655337600,2022-06-16 00:00:00,CTSI/EUR,0.1560,0.1560,0.1423,0.1423,8106.9,1153.61187
1655251200,2022-06-15 00:00:00,CTSI/EUR,0.1440,0.1515,0.1387,0.1515,20657.5,3129.61125
1655164800,2022-06-14 00:00:00,CTSI/EUR,0.1529,0.1609,0.1529,0.1591,3743.2,595.5431199999999
1655078400,2022-06-13 00:00:00,CTSI/EUR,0.1750,0.1750,0.1391,0.1526,48692.6,7430.490760000001
1654992000,2022-06-12 00:00:00,CTSI/EUR,0.2019,0.2019,0.1793,0.1958,24386.5,4774.8767
1654905600,2022-06-11 00:00:00,CTSI/EUR,0.2346,0.2369,0.2094,0.2094,23945.9,5014.27146
1654819200,2022-06-10 00:00:00,CTSI/EUR,0.2004,0.2243,0.2004,0.2109,25349.1,5346.12519
1654732800,2022-06-09 00:00:00,CTSI/EUR,0.2262,0.2262,0.2157,0.2199,10808.7,2376.8331300000004
1654646400,2022-06-08 00:00:00,CTSI/EUR,0.2186,0.2290,0.2135,0.2197,34155.2,7503.89744
1654560000,2022-06-07 00:00:00,CTSI/EUR,0.1916,0.2615,0.1916,0.2160,87574.7,18916.1352
