https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AMPL,Volume ETH
1663372800,2022-09-17 00:00:00,AMPL/ETH,0.0006783,0.0006905,0.0006705,0.0006873,474.36,0.32698306044
1663286400,2022-09-16 00:00:00,AMPL/ETH,0.0006717,0.0006989,0.0006545,0.0006696,1442.864,0.96368078671
1663200000,2022-09-15 00:00:00,AMPL/ETH,0.0006602,0.000709,0.0006224,0.0006726,2081.674,1.38070950554
1663113600,2022-09-14 00:00:00,AMPL/ETH,0.0006569,0.000691,0.0006501,0.0006555,1072.3193,0.71855370269
1663027200,2022-09-13 00:00:00,AMPL/ETH,0.0007432,0.0007474,0.0006496,0.0006696,3221.7925,2.25307364771
1662940800,2022-09-12 00:00:00,AMPL/ETH,0.0007214,0.0007494,0.0006919,0.0007333,4634.0097,3.3435776051
1662854400,2022-09-11 00:00:00,AMPL/ETH,0.000642,0.0007718,0.000637,0.0007468,3312.3959,2.44629007801
1662768000,2022-09-10 00:00:00,AMPL/ETH,0.0006232,0.0006416,0.000603,0.0006416,557.0073,0.34824584684
1662681600,2022-09-09 00:00:00,AMPL/ETH,0.0005971,0.0006217,0.0005912,0.0006184,421.0671,0.25692768949
1662595200,2022-09-08 00:00:00,AMPL/ETH,0.000595,0.0005973,0.0005857,0.0005903,59.991,0.03544578149
1662508800,2022-09-07 00:00:00,AMPL/ETH,0.0005956,0.0006319,0.0005821,0.0005851,1570.3156,0.95416929895
1662422400,2022-09-06 00:00:00,AMPL/ETH,0.0006042,0.000623,0.0005733,0.0005933,555.3362,0.32448683849
1662336000,2022-09-05 00:00:00,AMPL/ETH,0.0006035,0.0006325,0.0006025,0.0006043,1791.8893,1.08774655913
1662249600,2022-09-04 00:00:00,AMPL/ETH,0.0005737,0.0006261,0.0005737,0.0006144,2106.8636,1.27915930493
1662163200,2022-09-03 00:00:00,AMPL/ETH,0.0005593,0.0005853,0.0005593,0.0005724,307.7601,0.17769527826
1662076800,2022-09-02 00:00:00,AMPL/ETH,0.0005864,0.0006357,0.0005551,0.0005551,431.6632,0.25085819949
1661990400,2022-09-01 00:00:00,AMPL/ETH,0.0005852,0.0006089,0.0005697,0.0005795,2016.8846,1.17917909708
1661904000,2022-08-31 00:00:00,AMPL/ETH,0.0005712,0.0006024,0.0005598,0.0005889,362.6564,0.21258594481
1661817600,2022-08-30 00:00:00,AMPL/ETH,0.0005973,0.0006141,0.0005728,0.0005751,971.9294,0.5745799983
1661731200,2022-08-29 00:00:00,AMPL/ETH,0.0005991,0.0006142,0.0005772,0.0006142,5048.6725,2.99293029123
1661644800,2022-08-28 00:00:00,AMPL/ETH,0.0005879,0.0006125,0.0005845,0.000606,302.8632,0.18072667248
1661558400,2022-08-27 00:00:00,AMPL/ETH,0.000611,0.0006236,0.0005727,0.0005877,7150.2722,4.22730910936
