https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume HTR,Volume BTC
1663459200,2022-09-18 00:00:00,HTR/BTC,0.00000509,0.00000509,0.00000508,0.00000508,1.1983,0.00000609249
1663372800,2022-09-17 00:00:00,HTR/BTC,0.000005082,0.000005166,0.00000498,0.000005166,12981.0682,0.0662103368444
1663286400,2022-09-16 00:00:00,HTR/BTC,0.000005068,0.000005203,0.000005006,0.00000504,14833.8486,0.0758598483012
1663200000,2022-09-15 00:00:00,HTR/BTC,0.000004991,0.000005241,0.000004977,0.000005071,31003.7534,0.1563518718377
1663113600,2022-09-14 00:00:00,HTR/BTC,0.000005176,0.000005223,0.000004972,0.000004972,138579.1813,0.7006539009738
1663027200,2022-09-13 00:00:00,HTR/BTC,0.000005017,0.00000522,0.0000045,0.00000518,141239.7931,0.6728095673216
1662940800,2022-09-12 00:00:00,HTR/BTC,0.000005016,0.000005113,0.000004898,0.000005039,20909.3451,0.1046639722101
1662854400,2022-09-11 00:00:00,HTR/BTC,0.000005193,0.000005229,0.000004993,0.000004993,41839.9575,0.2144019481402
1662768000,2022-09-10 00:00:00,HTR/BTC,0.000005505,0.000005623,0.00000505,0.00000514,219079.2547,1.1375213093815
1662681600,2022-09-09 00:00:00,HTR/BTC,0.000005814,0.000005881,0.000005411,0.000005495,100435.3786,0.5668880837775
1662595200,2022-09-08 00:00:00,HTR/BTC,0.000005444,0.000005866,0.000005437,0.000005822,103739.7536,0.5815140976564
1662508800,2022-09-07 00:00:00,HTR/BTC,0.00000554,0.000005643,0.00000533,0.000005495,61076.5873,0.3357894174818
1662422400,2022-09-06 00:00:00,HTR/BTC,0.000005466,0.000005807,0.000005372,0.000005538,60047.3352,0.3381208192152
1662336000,2022-09-05 00:00:00,HTR/BTC,0.000005254,0.000005451,0.00000517,0.000005424,115824.997,0.6224412156159
1662249600,2022-09-04 00:00:00,HTR/BTC,0.000005359,0.000005495,0.000005171,0.000005216,88517.0253,0.4731715428843
1662163200,2022-09-03 00:00:00,HTR/BTC,0.000005327,0.000005505,0.000005237,0.000005395,15374.487,0.0832197476634
1662076800,2022-09-02 00:00:00,HTR/BTC,0.000005413,0.000005493,0.000005222,0.000005342,51527.5585,0.274091631237
1661990400,2022-09-01 00:00:00,HTR/BTC,0.00000559,0.0000056,0.000004807,0.000005345,435623.5335,2.2701369386675
1661904000,2022-08-31 00:00:00,HTR/BTC,0.000005743,0.000005785,0.000005482,0.000005591,59868.3071,0.3381487196269
1661817600,2022-08-30 00:00:00,HTR/BTC,0.00000578,0.000005837,0.000005572,0.000005704,119603.6104,0.6886070838678
1661731200,2022-08-29 00:00:00,HTR/BTC,0.000006032,0.000006283,0.000005139,0.000005748,363529.1429,2.0795653395122
1661644800,2022-08-28 00:00:00,HTR/BTC,0.000006156,0.000006276,0.00000593,0.000006019,101556.5782,0.619958489772
1661558400,2022-08-27 00:00:00,HTR/BTC,0.000006196,0.000006535,0.000006023,0.000006146,154741.8098,0.9742489802098
1661472000,2022-08-26 00:00:00,HTR/BTC,0.000006416,0.000006462,0.00000611,0.000006193,41404.3727,0.2589138040185
1661385600,2022-08-25 00:00:00,HTR/BTC,0.000006368,0.000006507,0.000006227,0.000006465,39064.2879,0.2506644576294
1661299200,2022-08-24 00:00:00,HTR/BTC,0.000006495,0.000006594,0.000006351,0.000006373,18853.374,0.1219665961985
1661212800,2022-08-23 00:00:00,HTR/BTC,0.000006434,0.000006588,0.000006361,0.000006502,14449.3335,0.093692427652
1661126400,2022-08-22 00:00:00,HTR/BTC,0.000006619,0.000006708,0.000006276,0.000006419,20653.6084,0.1336359086107
1661040000,2022-08-21 00:00:00,HTR/BTC,0.000006382,0.0000068,0.000006264,0.000006663,42230.5573,0.2794286000765
1660953600,2022-08-20 00:00:00,HTR/BTC,0.000006339,0.00000657,0.000006277,0.000006431,22896.929,0.1478908682972
1660867200,2022-08-19 00:00:00,HTR/BTC,0.000006107,0.000006524,0.000005842,0.000006339,73485.5788,0.4524398543053
1660780800,2022-08-18 00:00:00,HTR/BTC,0.000006371,0.000006544,0.000006106,0.000006106,105600.163,0.6760463839234
1660694400,2022-08-17 00:00:00,HTR/BTC,0.00000682,0.000007051,0.000006337,0.000006372,653151.6736,4.2670113871355
