https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MATIC,Volume EUR
1663545600,2022-09-19 00:00:00,MATIC/EUR,0.75297,0.75297,0.74900,0.74900,271.81165301,203.58692810449
1663459200,2022-09-18 00:00:00,MATIC/EUR,0.82366,0.82950,0.74900,0.74900,131248.63622865,98305.22853525885
1663372800,2022-09-17 00:00:00,MATIC/EUR,0.81162,0.82729,0.80844,0.82592,46082.02336545,38060.06473799246
1663286400,2022-09-16 00:00:00,MATIC/EUR,0.81700,0.82967,0.79000,0.80594,174785.79884826,140866.86672376667
1663200000,2022-09-15 00:00:00,MATIC/EUR,0.85557,0.87880,0.81758,0.82685,104424.24433769,86343.18643061898
1663113600,2022-09-14 00:00:00,MATIC/EUR,0.85155,0.86806,0.83368,0.86404,143705.23030322,124167.06719119422
1663027200,2022-09-13 00:00:00,MATIC/EUR,0.90758,0.93000,0.84060,0.84881,373350.27640332,316903.44811390206
1662940800,2022-09-12 00:00:00,MATIC/EUR,0.88518,0.93036,0.86788,0.91573,83906.47485969,76835.67622326393
1662854400,2022-09-11 00:00:00,MATIC/EUR,0.90021,0.90950,0.87173,0.88737,183568.63250475,162893.29742574002
1662768000,2022-09-10 00:00:00,MATIC/EUR,0.88578,0.90500,0.87551,0.90132,76678.93863640,69112.26097176004
1662681600,2022-09-09 00:00:00,MATIC/EUR,0.84381,0.89500,0.84129,0.88712,340536.13350416,302096.4147542104
1662595200,2022-09-08 00:00:00,MATIC/EUR,0.84491,0.84726,0.82066,0.84144,215470.04564578,181305.1152081851
1662508800,2022-09-07 00:00:00,MATIC/EUR,0.82000,0.85040,0.80434,0.83959,113874.94579583,95608.2657407209
1662422400,2022-09-06 00:00:00,MATIC/EUR,0.88673,0.92600,0.82330,0.83047,316364.16906785,262730.9514857774
1662336000,2022-09-05 00:00:00,MATIC/EUR,0.90268,0.90477,0.86727,0.88736,151715.08226891,134625.89540213998
1662249600,2022-09-04 00:00:00,MATIC/EUR,0.89911,0.90204,0.88117,0.89638,100416.17319813,90011.04933133976
1662163200,2022-09-03 00:00:00,MATIC/EUR,0.87411,0.89369,0.87273,0.89369,199870.98801697,178622.7032808859
1662076800,2022-09-02 00:00:00,MATIC/EUR,0.88278,0.91100,0.86908,0.87510,184803.79707347,161721.8028189936
1661990400,2022-09-01 00:00:00,MATIC/EUR,0.83423,0.89900,0.82365,0.88787,132761.31724369,117874.79074115504
1661904000,2022-08-31 00:00:00,MATIC/EUR,0.82653,0.85642,0.81631,0.82803,182717.80870482,151295.82714185212
1661817600,2022-08-30 00:00:00,MATIC/EUR,0.81395,0.83959,0.78249,0.81948,259177.72952447,212390.96579071265
1661731200,2022-08-29 00:00:00,MATIC/EUR,0.78749,0.81741,0.76813,0.81362,112703.77548784,91698.04581241639
1661644800,2022-08-28 00:00:00,MATIC/EUR,0.80702,0.83600,0.78440,0.78440,103784.74613011,81408.75486445829
1661558400,2022-08-27 00:00:00,MATIC/EUR,0.76870,0.81722,0.76060,0.81041,202686.90456615,164259.49432945362
1661472000,2022-08-26 00:00:00,MATIC/EUR,0.82000,0.83600,0.76050,0.76050,211935.07300792,161176.62302252316
1661385600,2022-08-25 00:00:00,MATIC/EUR,0.81862,0.82947,0.80991,0.82064,115738.66423465,94979.77741752318
1661299200,2022-08-24 00:00:00,MATIC/EUR,0.83022,0.84146,0.80844,0.81480,68855.85022378,56103.74676233594
1661212800,2022-08-23 00:00:00,MATIC/EUR,0.82046,0.83900,0.79923,0.83900,168815.31379407,141636.04827322473
1661126400,2022-08-22 00:00:00,MATIC/EUR,0.81486,0.81486,0.76935,0.81277,56403.33980603,45842.942494147006
1661040000,2022-08-21 00:00:00,MATIC/EUR,0.78926,0.82617,0.77809,0.81743,127841.62655021,104501.58079093815
1660953600,2022-08-20 00:00:00,MATIC/EUR,0.78130,0.81885,0.75902,0.78187,108772.69190295,85046.10461815952
1660867200,2022-08-19 00:00:00,MATIC/EUR,0.84700,0.84700,0.76082,0.76764,209602.35259150,160899.14994333906
1660780800,2022-08-18 00:00:00,MATIC/EUR,0.86971,0.89226,0.85000,0.85529,126084.42237342,107838.7456117624
1660694400,2022-08-17 00:00:00,MATIC/EUR,0.92207,0.95155,0.86283,0.86901,269733.09494847,234400.7568411699
1660608000,2022-08-16 00:00:00,MATIC/EUR,0.93080,0.95463,0.91123,0.92207,88496.76673606,81600.21370431884
1660521600,2022-08-15 00:00:00,MATIC/EUR,0.97581,1.00331,0.92200,0.93949,127498.07176848,119783.16344576929
1660435200,2022-08-14 00:00:00,MATIC/EUR,0.99834,1.02400,0.96715,0.97766,135603.98590652,132574.59286136835
1660348800,2022-08-13 00:00:00,MATIC/EUR,0.90971,1.00381,0.90672,0.99382,225941.98877418,224545.66728355558
1660262400,2022-08-12 00:00:00,MATIC/EUR,0.88600,0.90560,0.88147,0.90560,51047.50497116,46228.62050188249
1660176000,2022-08-11 00:00:00,MATIC/EUR,0.91047,0.92539,0.88724,0.89320,144032.49301986,128649.82276533896
1660089600,2022-08-10 00:00:00,MATIC/EUR,0.86951,0.91077,0.85372,0.91034,170073.94000001,154825.11053960913
1660003200,2022-08-09 00:00:00,MATIC/EUR,0.90845,0.91141,0.85216,0.87433,168913.84859816,147686.44524482923
1659916800,2022-08-08 00:00:00,MATIC/EUR,0.89726,0.93989,0.89529,0.90386,247728.66731835,223912.03324236383
1659830400,2022-08-07 00:00:00,MATIC/EUR,0.89088,0.90796,0.87799,0.88989,27826.07081909,24762.142161199998
1659744000,2022-08-06 00:00:00,MATIC/EUR,0.91005,0.92290,0.89069,0.89077,64641.52655188,57580.73260661815
1659657600,2022-08-05 00:00:00,MATIC/EUR,0.87226,0.91577,0.86968,0.90779,101570.73380880,92204.89644429054
1659571200,2022-08-04 00:00:00,MATIC/EUR,0.88409,0.89324,0.86193,0.87079,89019.91210800,77517.64926452532
1659484800,2022-08-03 00:00:00,MATIC/EUR,0.86580,0.90604,0.84564,0.86638,71821.15641577,62224.41349549482
1659398400,2022-08-02 00:00:00,MATIC/EUR,0.87292,0.88825,0.82807,0.87693,207993.90702613,182396.0968884242
1659312000,2022-08-01 00:00:00,MATIC/EUR,0.90735,0.92162,0.85830,0.87012,88457.31396654,76968.47802856578
1659225600,2022-07-31 00:00:00,MATIC/EUR,0.91029,0.99300,0.89269,0.91196,158384.28928043,144440.13645218094
1659139200,2022-07-30 00:00:00,MATIC/EUR,0.92090,0.96139,0.90252,0.90511,86076.15795154,77908.39132351836
1659052800,2022-07-29 00:00:00,MATIC/EUR,0.92046,0.97000,0.89202,0.91812,365275.84006663,335367.0542819743
1658966400,2022-07-28 00:00:00,MATIC/EUR,0.87627,0.95751,0.84930,0.91707,337254.33917882,309285.8368307205
1658880000,2022-07-27 00:00:00,MATIC/EUR,0.77411,0.88000,0.75510,0.88000,324258.88068871,285347.81500606483
1658793600,2022-07-26 00:00:00,MATIC/EUR,0.75100,0.76875,0.71499,0.76875,261149.77360127,200758.88845597632
1658707200,2022-07-25 00:00:00,MATIC/EUR,0.86135,0.86135,0.75307,0.75321,256511.76917714,193207.22966191362
1658620800,2022-07-24 00:00:00,MATIC/EUR,0.86065,0.89002,0.83250,0.86598,130590.54193897,113088.79750830923
1658534400,2022-07-23 00:00:00,MATIC/EUR,0.83000,0.86792,0.80000,0.86163,128912.73297338,111075.0781118534
1658448000,2022-07-22 00:00:00,MATIC/EUR,0.90000,0.91377,0.82864,0.83283,225220.99101054,187570.79794330802
1658361600,2022-07-21 00:00:00,MATIC/EUR,0.81685,0.90306,0.78346,0.89063,333983.14566861,297455.4090268341
1658275200,2022-07-20 00:00:00,MATIC/EUR,0.89272,0.92882,0.79931,0.82236,576379.60818876,473991.53459010867
1658188800,2022-07-19 00:00:00,MATIC/EUR,0.93089,0.96000,0.86278,0.90208,479903.25978041,432911.1325827122
1658102400,2022-07-18 00:00:00,MATIC/EUR,0.74819,0.96800,0.74819,0.94595,800844.05877273,757558.4373960638
1658016000,2022-07-17 00:00:00,MATIC/EUR,0.72458,0.78259,0.71960,0.75204,266759.49534445,200613.8108788402
1657929600,2022-07-16 00:00:00,MATIC/EUR,0.69600,0.73727,0.67179,0.71877,224944.17700588,161683.12610651637
1657843200,2022-07-15 00:00:00,MATIC/EUR,0.71114,0.72912,0.67179,0.70139,162499.94509458,113975.83648988746
1657756800,2022-07-14 00:00:00,MATIC/EUR,0.64575,0.71474,0.61081,0.70827,789055.53902723,558864.3666268161
1657670400,2022-07-13 00:00:00,MATIC/EUR,0.53300,0.64014,0.52112,0.63176,335629.96346464,212037.58571842097
1657584000,2022-07-12 00:00:00,MATIC/EUR,0.56088,0.59000,0.54000,0.54000,235638.18796888,127244.6215031952
1657497600,2022-07-11 00:00:00,MATIC/EUR,0.54817,0.59282,0.53000,0.55749,188443.53985590,105055.3890342657
1657411200,2022-07-10 00:00:00,MATIC/EUR,0.57442,0.57580,0.54306,0.56698,79030.13552746,44808.506241359275
1657324800,2022-07-09 00:00:00,MATIC/EUR,0.59577,0.59707,0.57304,0.57758,151117.90027638,87282.67684163156
1657238400,2022-07-08 00:00:00,MATIC/EUR,0.55125,0.60715,0.54743,0.59376,644884.28318601,382906.49198452523
1657152000,2022-07-07 00:00:00,MATIC/EUR,0.51320,0.56329,0.50386,0.55360,163666.58520966,90605.82157206777
1657065600,2022-07-06 00:00:00,MATIC/EUR,0.49371,0.52000,0.48336,0.51436,134050.78530707,68950.36193054453
1656979200,2022-07-05 00:00:00,MATIC/EUR,0.47718,0.51986,0.47543,0.49714,516650.70437634,256847.7311736537
1656892800,2022-07-04 00:00:00,MATIC/EUR,0.43682,0.47202,0.43519,0.47202,401477.60886330,189505.46093565488
1656806400,2022-07-03 00:00:00,MATIC/EUR,0.46769,0.46857,0.42796,0.44590,195828.51242196,87319.93368895198
1656720000,2022-07-02 00:00:00,MATIC/EUR,0.43187,0.47380,0.43187,0.47180,196163.07410103,92549.73836086596
1656633600,2022-07-01 00:00:00,MATIC/EUR,0.45761,0.47268,0.43319,0.44705,144757.52528466,64713.85167850725
1656547200,2022-06-30 00:00:00,MATIC/EUR,0.47267,0.47267,0.40286,0.46010,188195.16894430,86588.59723127243
1656460800,2022-06-29 00:00:00,MATIC/EUR,0.48570,0.51787,0.46528,0.47314,344286.77040418,162895.84254903372
1656374400,2022-06-28 00:00:00,MATIC/EUR,0.49739,0.54370,0.48000,0.48283,115746.69959400,55885.97896497102
1656288000,2022-06-27 00:00:00,MATIC/EUR,0.52827,0.56035,0.49457,0.50351,154489.42120519,77786.96847102522
1656201600,2022-06-26 00:00:00,MATIC/EUR,0.57264,0.58986,0.52958,0.52958,98555.21452783,52192.870509648215
1656115200,2022-06-25 00:00:00,MATIC/EUR,0.57473,0.59232,0.53644,0.56660,196081.77804322,111099.93543928844
1656028800,2022-06-24 00:00:00,MATIC/EUR,0.54900,0.59369,0.54000,0.57592,392361.47944625,225968.8232426843
1655942400,2022-06-23 00:00:00,MATIC/EUR,0.43791,0.53783,0.43791,0.53783,706715.35443357,380092.719075007
1655856000,2022-06-22 00:00:00,MATIC/EUR,0.39740,0.44351,0.37681,0.43184,354705.69691883,153176.10815742754
1655769600,2022-06-21 00:00:00,MATIC/EUR,0.37998,0.42832,0.37898,0.40549,237508.00389539,96307.12049954169
1655683200,2022-06-20 00:00:00,MATIC/EUR,0.35261,0.38673,0.34351,0.37670,128087.79159958,48250.67109556178
1655596800,2022-06-19 00:00:00,MATIC/EUR,0.32000,0.36342,0.31109,0.36283,575835.00249674,208930.21395589216
1655510400,2022-06-18 00:00:00,MATIC/EUR,0.38528,0.38528,0.30028,0.33028,359924.40879097,118875.83373548157
1655424000,2022-06-17 00:00:00,MATIC/EUR,0.36452,0.38425,0.36452,0.38078,160583.51268518,61146.98996026284
1655337600,2022-06-16 00:00:00,MATIC/EUR,0.41432,0.41432,0.35614,0.36000,237377.46330981,85455.8867915316
1655251200,2022-06-15 00:00:00,MATIC/EUR,0.39360,0.41229,0.34677,0.41229,406555.16243866,167618.6279218351
1655164800,2022-06-14 00:00:00,MATIC/EUR,0.41109,0.42948,0.38235,0.39944,449717.28433284,179635.07205390962
1655078400,2022-06-13 00:00:00,MATIC/EUR,0.47208,0.47208,0.38877,0.41027,769846.07908755,315844.75086724915
1654992000,2022-06-12 00:00:00,MATIC/EUR,0.51426,0.51907,0.47685,0.47685,138137.38608864,65870.81255636798
1654905600,2022-06-11 00:00:00,MATIC/EUR,0.56380,0.57574,0.50826,0.51066,131417.09951946,67109.45604060745
1654819200,2022-06-10 00:00:00,MATIC/EUR,0.60050,0.62111,0.56425,0.56625,117137.68149619,66329.2121472176
1654732800,2022-06-09 00:00:00,MATIC/EUR,0.56818,0.61148,0.56715,0.59455,138738.95180248,82487.24379416449
1654646400,2022-06-08 00:00:00,MATIC/EUR,0.57614,0.58425,0.56221,0.56879,42702.20112134,24288.584975806978
1654560000,2022-06-07 00:00:00,MATIC/EUR,0.58672,0.58673,0.54870,0.57660,95500.02879875,55065.31660535925
1654473600,2022-06-06 00:00:00,MATIC/EUR,0.55792,0.60961,0.55792,0.59196,96712.17919921,57249.74159876436
1654387200,2022-06-05 00:00:00,MATIC/EUR,0.55564,0.56500,0.54755,0.55881,67460.96170361,37697.860009594304
1654300800,2022-06-04 00:00:00,MATIC/EUR,0.54961,0.55823,0.54842,0.55283,18818.99482272,10403.704907844298
