https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FTT,Volume BTC
1663545600000.0,2022-09-19 00:00:00,FTT/BTC,0.0012079,0.0012079,0.0012062,0.0012062,4.801301608356823,0.00579133
1663459200000.0,2022-09-18 00:00:00,FTT/BTC,0.0012247,0.0012248,0.0012026,0.0012079,4054.8194883682418,4.89781646
1663372800000.0,2022-09-17 00:00:00,FTT/BTC,0.0012172,0.0012263,0.0012147,0.0012247,1586.1848779292886,1.94260062
1663286400000.0,2022-09-16 00:00:00,FTT/BTC,0.0012229,0.0012285,0.0012166,0.0012172,1114.698825172527,1.35681141
1663200000000.0,2022-09-15 00:00:00,FTT/BTC,0.0012616,0.001264,0.001217,0.0012229,8726.522618366178,10.67166451
1663113600000.0,2022-09-14 00:00:00,FTT/BTC,0.0012827,0.0012866,0.0012567,0.0012616,13454.27427869372,16.97391243
1663027200000.0,2022-09-13 00:00:00,FTT/BTC,0.0012716,0.0013042,0.0012427,0.0012827,79961.28556170578,102.56634099
1662940800000.0,2022-09-12 00:00:00,FTT/BTC,0.001278,0.0012808,0.0012495,0.0012716,138309.71137150048,175.87462898
1662854400000.0,2022-09-11 00:00:00,FTT/BTC,0.0012803,0.0012852,0.0012688,0.001278,7578.220602503912,9.68496593
1662768000000.0,2022-09-10 00:00:00,FTT/BTC,0.001275,0.0012834,0.0012679,0.0012803,10853.701249707101,13.89599371
1662681600000.0,2022-09-09 00:00:00,FTT/BTC,0.0013471,0.0013508,0.001273,0.001275,65816.77490980392,83.91638801
1662595200000.0,2022-09-08 00:00:00,FTT/BTC,0.0013482,0.0013538,0.0013438,0.0013471,2044.0861331749686,2.75358843
1662508800000.0,2022-09-07 00:00:00,FTT/BTC,0.001365,0.0013816,0.0013392,0.0013482,10899.679773030708,14.69494827
1662422400000.0,2022-09-06 00:00:00,FTT/BTC,0.0013431,0.0013669,0.0013424,0.001365,7127.963824175825,9.72967062
1662336000000.0,2022-09-05 00:00:00,FTT/BTC,0.0013196,0.0013453,0.0013105,0.0013431,3496.5291489836945,4.6961883
1662249600000.0,2022-09-04 00:00:00,FTT/BTC,0.0013223,0.001328,0.0013166,0.0013196,2533.394293725371,3.34306711
1662163200000.0,2022-09-03 00:00:00,FTT/BTC,0.0013184,0.001324,0.0013155,0.0013219,1887.162273999546,2.49463981
1662076800000.0,2022-09-02 00:00:00,FTT/BTC,0.0013371,0.0013382,0.001315,0.0013184,16884.102138956314,22.26000026
1661990400000.0,2022-09-01 00:00:00,FTT/BTC,0.0013322,0.0013404,0.0013255,0.0013371,2208.4503477675567,2.95291896
