https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BCHBEAR,Volume USDT
1663545600000.0,2022-09-19 00:00:00,BCHBEAR/USDT,8.254e-05,8.254e-05,8.167e-05,8.194e-05,998.7795948254819,0.08184
1663459200000.0,2022-09-18 00:00:00,BCHBEAR/USDT,6.57e-05,8.324e-05,6.57e-05,8.254e-05,6242956.627089895,515.29364
1663372800000.0,2022-09-17 00:00:00,BCHBEAR/USDT,7.061e-05,7.061e-05,6.379e-05,6.57e-05,2087602.8919330288,137.15551
1663286400000.0,2022-09-16 00:00:00,BCHBEAR/USDT,7.412e-05,7.622e-05,6.822e-05,7.061e-05,3826662.0875230134,270.20061
1663200000000.0,2022-09-15 00:00:00,BCHBEAR/USDT,6.957e-05,7.63e-05,6.537e-05,7.412e-05,8541571.640582837,633.10129
1663113600000.0,2022-09-14 00:00:00,BCHBEAR/USDT,7.614e-05,7.763e-05,6.921e-05,6.957e-05,10076879.977001581,701.04854
1663027200000.0,2022-09-13 00:00:00,BCHBEAR/USDT,5.952e-05,7.692e-05,5.319e-05,7.614e-05,168699835.82873654,12844.8055
1662940800000.0,2022-09-12 00:00:00,BCHBEAR/USDT,5.767e-05,6.287e-05,5.478e-05,5.952e-05,8281487.231182796,492.91412
1662854400000.0,2022-09-11 00:00:00,BCHBEAR/USDT,5.556e-05,6.078e-05,5.478e-05,5.767e-05,6999217.270677995,403.64486
1662768000000.0,2022-09-10 00:00:00,BCHBEAR/USDT,5.526e-05,5.761e-05,5.267e-05,5.556e-05,1271555.795536357,70.64764
1662681600000.0,2022-09-09 00:00:00,BCHBEAR/USDT,6.613e-05,6.71e-05,4.872e-05,5.526e-05,9932553.92689106,548.87293
1662595200000.0,2022-09-08 00:00:00,BCHBEAR/USDT,8.394e-05,8.888e-05,6.189e-05,6.613e-05,4158153.183124149,274.97867
1662508800000.0,2022-09-07 00:00:00,BCHBEAR/USDT,0.00010359,0.00010616,8.254e-05,8.394e-05,630914.105313319,52.95893
1662422400000.0,2022-09-06 00:00:00,BCHBEAR/USDT,7.773e-05,0.00010359,7.37e-05,0.00010359,5616045.467709239,581.76615
1662336000000.0,2022-09-05 00:00:00,BCHBEAR/USDT,9.673e-05,9.987e-05,7.763e-05,7.773e-05,5686686.478836999,442.02614
1662249600000.0,2022-09-04 00:00:00,BCHBEAR/USDT,9.847e-05,0.00010384,9.673e-05,9.673e-05,0.0,0.0
1662163200000.0,2022-09-03 00:00:00,BCHBEAR/USDT,0.00010282,0.000107,9.525e-05,9.847e-05,0.0,0.0
1662076800000.0,2022-09-02 00:00:00,BCHBEAR/USDT,0.0001005,0.000107,9.253e-05,0.00010282,702689.6518187124,72.25055
1661990400000.0,2022-09-01 00:00:00,BCHBEAR/USDT,0.0001043,0.00010995,0.0001005,0.0001005,2117049.2537313434,212.76345
1661904000000.0,2022-08-31 00:00:00,BCHBEAR/USDT,0.0001065,0.00010675,9.814e-05,0.00010435,2345032.582654528,244.70415
1661817600000.0,2022-08-30 00:00:00,BCHBEAR/USDT,9.622e-05,0.00011234,9.37e-05,0.0001065,529917.7464788732,56.43624
1661731200000.0,2022-08-29 00:00:00,BCHBEAR/USDT,0.0001152,0.00011835,9.495e-05,9.622e-05,58236.853045104974,5.60355
1661644800000.0,2022-08-28 00:00:00,BCHBEAR/USDT,0.0001105,0.0001162,9.195e-05,0.0001152,506427.9513888889,58.3405
1661558400000.0,2022-08-27 00:00:00,BCHBEAR/USDT,0.0001061,0.0001126,0.00010045,0.0001105,7939138.914027149,877.27485
1661472000000.0,2022-08-26 00:00:00,BCHBEAR/USDT,7.975e-05,0.00010778,7.92e-05,0.0001061,8726408.482563619,925.87194
1661385600000.0,2022-08-25 00:00:00,BCHBEAR/USDT,7.586e-05,8.345e-05,7.586e-05,7.975e-05,173693.04075235108,13.85202
1661299200000.0,2022-08-24 00:00:00,BCHBEAR/USDT,7.577e-05,7.931e-05,6.941e-05,7.586e-05,538727.128921698,40.86784
1661212800000.0,2022-08-23 00:00:00,BCHBEAR/USDT,0.00010504,0.00010633,7.396e-05,7.577e-05,3134770.6216180543,237.52157
1661126400000.0,2022-08-22 00:00:00,BCHBEAR/USDT,0.00011635,0.0001251,0.00010475,0.00010504,396954.9695354151,41.69615
1661040000000.0,2022-08-21 00:00:00,BCHBEAR/USDT,0.0001274,0.00012895,0.0001122,0.00011635,9668581.435324453,1124.93945
1660953600000.0,2022-08-20 00:00:00,BCHBEAR/USDT,0.00013,0.0001376,0.0001214,0.0001274,6199083.202511773,789.7632
1660867200000.0,2022-08-19 00:00:00,BCHBEAR/USDT,9.542e-05,0.00013,9.435e-05,0.00013,1487441.0769230772,193.36734
1660780800000.0,2022-08-18 00:00:00,BCHBEAR/USDT,8.684e-05,9.823e-05,8.114e-05,9.542e-05,0.0,0.0
1660694400000.0,2022-08-17 00:00:00,BCHBEAR/USDT,8.242e-05,8.968e-05,6.845e-05,8.684e-05,717062.0681713496,62.26967
1660608000000.0,2022-08-16 00:00:00,BCHBEAR/USDT,8.123e-05,8.547e-05,8.1e-05,8.242e-05,5165624.969667557,425.75081
1660521600000.0,2022-08-15 00:00:00,BCHBEAR/USDT,7.818e-05,8.677e-05,7.281e-05,8.123e-05,1047320.0787886247,85.07381
1660435200000.0,2022-08-14 00:00:00,BCHBEAR/USDT,7.2e-05,7.955e-05,6.723e-05,7.818e-05,3542819.774878485,276.97765
1660348800000.0,2022-08-13 00:00:00,BCHBEAR/USDT,7.449e-05,7.49e-05,6.875e-05,7.2e-05,4198724.305555556,302.30815
1660262400000.0,2022-08-12 00:00:00,BCHBEAR/USDT,7.292e-05,8.017e-05,7.289e-05,7.449e-05,704377.2318432004,52.46906
1660176000000.0,2022-08-11 00:00:00,BCHBEAR/USDT,7.654e-05,7.714e-05,6.611e-05,7.292e-05,5862609.434997258,427.50148
1660089600000.0,2022-08-10 00:00:00,BCHBEAR/USDT,9.145e-05,9.684e-05,7.429e-05,7.654e-05,1081754.5074470865,82.79749
1660003200000.0,2022-08-09 00:00:00,BCHBEAR/USDT,7.703e-05,9.436e-05,7.692e-05,9.145e-05,1514854.346637507,138.53343
1659916800000.0,2022-08-08 00:00:00,BCHBEAR/USDT,8.164e-05,8.287e-05,7.155e-05,7.703e-05,2858279.1120342724,220.17324
1659830400000.0,2022-08-07 00:00:00,BCHBEAR/USDT,8.146e-05,8.698e-05,7.886e-05,8.164e-05,848489.9559039687,69.27072
1659744000000.0,2022-08-06 00:00:00,BCHBEAR/USDT,8.229e-05,8.783e-05,8e-05,8.146e-05,987123.0051559048,80.41104
1659657600000.0,2022-08-05 00:00:00,BCHBEAR/USDT,9.701e-05,9.779e-05,8.223e-05,8.229e-05,376524.729614777,30.98422
1659571200000.0,2022-08-04 00:00:00,BCHBEAR/USDT,9.86e-05,0.00010095,8.859e-05,9.701e-05,0.0,0.0
1659484800000.0,2022-08-03 00:00:00,BCHBEAR/USDT,0.000105,0.00011385,8.543e-05,9.86e-05,165174.84787018257,16.28624
1659398400000.0,2022-08-02 00:00:00,BCHBEAR/USDT,9.939e-05,0.00011435,9.679e-05,0.000105,1865764.2857142857,195.90525
1659312000000.0,2022-08-01 00:00:00,BCHBEAR/USDT,9.41e-05,0.00010331,9.068e-05,9.939e-05,2358447.2280913573,234.40607
1659225600000.0,2022-07-31 00:00:00,BCHBEAR/USDT,8.652e-05,9.561e-05,7.782e-05,9.41e-05,29362802.97555792,2763.03976
1659139200000.0,2022-07-30 00:00:00,BCHBEAR/USDT,7.6e-05,8.693e-05,7.32e-05,8.652e-05,130743.52750809061,11.31193
1659052800000.0,2022-07-29 00:00:00,BCHBEAR/USDT,7.14e-05,7.997e-05,6.02e-05,7.6e-05,3389918.947368421,257.63384
1658966400000.0,2022-07-28 00:00:00,BCHBEAR/USDT,0.00014565,0.00014565,6.806e-05,7.14e-05,96007718.62745097,6854.95111
1658880000000.0,2022-07-27 00:00:00,BCHBEAR/USDT,0.0001827,0.0001912,0.00014565,0.00014565,122803.63886028151,17.88635
1658793600000.0,2022-07-26 00:00:00,BCHBEAR/USDT,0.00018125,0.0002029,0.0001761,0.0001827,223054.73453749315,40.7521
1658707200000.0,2022-07-25 00:00:00,BCHBEAR/USDT,0.0001457,0.0001813,0.00014205,0.00018125,168984.55172413794,30.62845
1658620800000.0,2022-07-24 00:00:00,BCHBEAR/USDT,0.00018455,0.00018455,0.0001356,0.0001457,0.0,0.0
1658534400000.0,2022-07-23 00:00:00,BCHBEAR/USDT,0.0001779,0.0001982,0.00017015,0.00018455,76000.0,14.0258
1658448000000.0,2022-07-22 00:00:00,BCHBEAR/USDT,0.0001881,0.00019175,0.00015925,0.0001779,6000.0,1.0674
1658361600000.0,2022-07-21 00:00:00,BCHBEAR/USDT,0.0001844,0.0002023,0.00018305,0.0001881,32150.983519404574,6.0476
1658275200000.0,2022-07-20 00:00:00,BCHBEAR/USDT,0.0001692,0.00019095,0.00015925,0.0001844,158886.38828633403,29.29865
1658188800000.0,2022-07-19 00:00:00,BCHBEAR/USDT,0.000207,0.0002258,0.0001653,0.0001692,1916661.3475177307,324.2991
1658102400000.0,2022-07-18 00:00:00,BCHBEAR/USDT,0.000278,0.0002781,0.00020375,0.000207,361421.0144927536,74.81415
1658016000000.0,2022-07-17 00:00:00,BCHBEAR/USDT,0.0002937,0.0002975,0.0002465,0.000278,846319.4244604318,235.2768
1657929600000.0,2022-07-16 00:00:00,BCHBEAR/USDT,0.0003302,0.0003528,0.0002845,0.0002937,59418.69254341165,17.45127
1657843200000.0,2022-07-15 00:00:00,BCHBEAR/USDT,0.0003462,0.0003543,0.0003238,0.0003302,14317.47425802544,4.72763
1657756800000.0,2022-07-14 00:00:00,BCHBEAR/USDT,0.0003729,0.0004012,0.0003462,0.0003462,1289356.0947429233,446.37508
1657670400000.0,2022-07-13 00:00:00,BCHBEAR/USDT,0.0004323,0.0004621,0.0003707,0.0003729,85127.16545990882,31.74392
1657584000000.0,2022-07-12 00:00:00,BCHBEAR/USDT,0.0004098,0.0004323,0.0003875,0.0004323,8347.073791348601,3.60844
1657497600000.0,2022-07-11 00:00:00,BCHBEAR/USDT,0.0003358,0.0004142,0.000332,0.0004098,102285.23670082969,41.91649
1657411200000.0,2022-07-10 00:00:00,BCHBEAR/USDT,0.0003077,0.0003481,0.0003077,0.0003358,30396.664681357954,10.2072
1657324800000.0,2022-07-09 00:00:00,BCHBEAR/USDT,0.0003273,0.0003299,0.0002971,0.0003077,1917.224569385765,0.58993
1657238400000.0,2022-07-08 00:00:00,BCHBEAR/USDT,0.0003187,0.0003421,0.0003052,0.0003273,1126.7033302780324,0.36877
1657152000000.0,2022-07-07 00:00:00,BCHBEAR/USDT,0.0003795,0.0003795,0.0003129,0.0003187,575669.8462503923,183.46598
1657065600000.0,2022-07-06 00:00:00,BCHBEAR/USDT,0.0003899,0.0004018,0.0003665,0.0003795,1220.6060606060607,0.46322
1656979200000.0,2022-07-05 00:00:00,BCHBEAR/USDT,0.0003667,0.00041,0.0003617,0.0003899,8999.487047961016,3.5089
1656892800000.0,2022-07-04 00:00:00,BCHBEAR/USDT,0.0003925,0.0004105,0.0003643,0.0003667,29179.983637851103,10.7003
1656806400000.0,2022-07-03 00:00:00,BCHBEAR/USDT,0.0003957,0.0004072,0.0003854,0.0003925,10547.337579617833,4.13983
1656720000000.0,2022-07-02 00:00:00,BCHBEAR/USDT,0.000477,0.000477,0.0003957,0.0003957,14391.533990396763,5.69473
1656633600000.0,2022-07-01 00:00:00,BCHBEAR/USDT,0.0004589,0.000501,0.0004207,0.000477,103612.24318658281,49.42304
1656547200000.0,2022-06-30 00:00:00,BCHBEAR/USDT,0.0004486,0.0005191,0.0004301,0.0004589,78769.07823055131,36.14713
1656460800000.0,2022-06-29 00:00:00,BCHBEAR/USDT,0.0004637,0.0004995,0.0004041,0.0004486,2334049.8662505574,1047.05477
1656374400000.0,2022-06-28 00:00:00,BCHBEAR/USDT,0.0003758,0.0004658,0.0003758,0.0004637,102998.96484796205,47.76062
1656288000000.0,2022-06-27 00:00:00,BCHBEAR/USDT,0.0003639,0.0003853,0.0003335,0.0003758,2349.4678020223523,0.88293
1656201600000.0,2022-06-26 00:00:00,BCHBEAR/USDT,0.0003408,0.0003643,0.0003225,0.0003639,12855.125034350096,4.67798
1656115200000.0,2022-06-25 00:00:00,BCHBEAR/USDT,0.0003439,0.0003726,0.0003394,0.0003408,0.0,0.0
1656028800000.0,2022-06-24 00:00:00,BCHBEAR/USDT,0.0003335,0.0003513,0.0002993,0.0003439,87431.81157313172,30.0678
1655942400000.0,2022-06-23 00:00:00,BCHBEAR/USDT,0.0003742,0.0004041,0.0003306,0.0003335,230595.2323838081,76.90351
1655856000000.0,2022-06-22 00:00:00,BCHBEAR/USDT,0.000324,0.0003798,0.000324,0.0003742,76299.14484233031,28.55114
1655769600000.0,2022-06-21 00:00:00,BCHBEAR/USDT,0.0003221,0.0003561,0.0002925,0.000324,67677.71604938271,21.92758
1655683200000.0,2022-06-20 00:00:00,BCHBEAR/USDT,0.0003144,0.0003397,0.0003056,0.0003221,147823.90561937285,47.61408
1655596800000.0,2022-06-19 00:00:00,BCHBEAR/USDT,0.0003655,0.0004053,0.0002994,0.0003144,173367.04834605596,54.5066
1655510400000.0,2022-06-18 00:00:00,BCHBEAR/USDT,0.0003748,0.0004351,0.0003156,0.0003655,176536.7168262654,64.52417
1655424000000.0,2022-06-17 00:00:00,BCHBEAR/USDT,0.0005045,0.00050975,0.0003659,0.0003748,632033.4044823906,236.88612
1655337600000.0,2022-06-16 00:00:00,BCHBEAR/USDT,0.0003953,0.000564,0.0003675,0.0005045,8162245.133795839,4117.85267
1655251200000.0,2022-06-15 00:00:00,BCHBEAR/USDT,0.0004168,0.00053,0.0003642,0.0003953,1797163.3189982292,710.41866
1655164800000.0,2022-06-14 00:00:00,BCHBEAR/USDT,0.0004046,0.0005144,0.0003563,0.0004168,729202.2072936661,303.93148
1655078400000.0,2022-06-13 00:00:00,BCHBEAR/USDT,0.0003007,0.0004516,0.0002842,0.0004046,1179908.6010874938,477.39102
1654992000000.0,2022-06-12 00:00:00,BCHBEAR/USDT,0.0002582,0.0003007,0.0002502,0.0003007,640029.2650482208,192.4568
