https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BCHBEAR,Volume USDT
1654905600000.0,2022-06-11 00:00:00,BCHBEAR/USDT,0.0002034,0.0002589,0.000202,0.0002582,549541.4407436097,141.8916
1654819200000.0,2022-06-10 00:00:00,BCHBEAR/USDT,0.0001895,0.0002202,0.00018535,0.0002034,626478.8593903638,127.4258
1654732800000.0,2022-06-09 00:00:00,BCHBEAR/USDT,0.00017495,0.0001895,0.00017,0.0001895,65967.28232189974,12.5008
1654646400000.0,2022-06-08 00:00:00,BCHBEAR/USDT,0.00017,0.00018005,0.00016895,0.00017495,0.0,0.0
1654560000000.0,2022-06-07 00:00:00,BCHBEAR/USDT,0.0001611,0.00018345,0.000156,0.00017,0.0,0.0
1654473600000.0,2022-06-06 00:00:00,BCHBEAR/USDT,0.00017625,0.00017625,0.00015235,0.0001611,135875.2327746741,21.8895
1654387200000.0,2022-06-05 00:00:00,BCHBEAR/USDT,0.00015035,0.00017625,0.00015035,0.00017625,723818.439716312,127.573
1654300800000.0,2022-06-04 00:00:00,BCHBEAR/USDT,0.00016835,0.00017335,0.00015035,0.00015035,0.0,0.0
1654214400000.0,2022-06-03 00:00:00,BCHBEAR/USDT,0.0001518,0.00017255,0.00015035,0.00016835,0.0,0.0
1654128000000.0,2022-06-02 00:00:00,BCHBEAR/USDT,0.0001617,0.0001738,0.0001503,0.0001518,223952.23978919632,33.99595
1654041600000.0,2022-06-01 00:00:00,BCHBEAR/USDT,0.0001349,0.0001646,0.00012015,0.0001617,2754963.2034632037,445.47755
1653955200000.0,2022-05-31 00:00:00,BCHBEAR/USDT,0.0001527,0.0001536,0.0001294,0.0001349,3452139.362490734,465.6936
1653868800000.0,2022-05-30 00:00:00,BCHBEAR/USDT,0.0001832,0.0001832,0.0001486,0.0001527,227927.63588736084,34.80455
1653782400000.0,2022-05-29 00:00:00,BCHBEAR/USDT,0.00021535,0.00021535,0.0001832,0.0001832,5484993.722707423,1004.85085
1653696000000.0,2022-05-28 00:00:00,BCHBEAR/USDT,0.000223,0.0002244,0.000206,0.00021535,110074.76201532388,23.7046
1653609600000.0,2022-05-27 00:00:00,BCHBEAR/USDT,0.000209,0.00024005,0.0001961,0.000223,1858627.130044843,414.47385
1653523200000.0,2022-05-26 00:00:00,BCHBEAR/USDT,0.0001725,0.00022505,0.000165,0.000209,495561.72248803824,103.5724
1653436800000.0,2022-05-25 00:00:00,BCHBEAR/USDT,0.0001609,0.00017495,0.0001568,0.0001725,145427.82608695654,25.0863
1653350400000.0,2022-05-24 00:00:00,BCHBEAR/USDT,0.0001713,0.00019915,0.0001609,0.0001609,277775.32628962083,44.69405
1653264000000.0,2022-05-23 00:00:00,BCHBEAR/USDT,0.000155,0.0001777,0.00014195,0.0001713,25551.371862230008,4.37695
1653177600000.0,2022-05-22 00:00:00,BCHBEAR/USDT,0.00017295,0.00017415,0.00015275,0.000155,196830.32258064518,30.5087
1653091200000.0,2022-05-21 00:00:00,BCHBEAR/USDT,0.00018255,0.0001862,0.0001707,0.00017295,14736.339982653944,2.54865
1653004800000.0,2022-05-20 00:00:00,BCHBEAR/USDT,0.00017225,0.0001953,0.0001621,0.00018255,354429.74527526705,64.70115
1652918400000.0,2022-05-19 00:00:00,BCHBEAR/USDT,0.00020545,0.00020985,0.00016675,0.00017225,5664813.933236574,975.7642
1652832000000.0,2022-05-18 00:00:00,BCHBEAR/USDT,0.0001586,0.00020545,0.00015615,0.00020545,41244.58505719152,8.4737
1652745600000.0,2022-05-17 00:00:00,BCHBEAR/USDT,0.000174,0.00017585,0.0001408,0.0001586,56936831.02143757,9030.1814
1652659200000.0,2022-05-16 00:00:00,BCHBEAR/USDT,0.0001535,0.00017625,0.0001535,0.000174,0.0,0.0
1652572800000.0,2022-05-15 00:00:00,BCHBEAR/USDT,0.00017805,0.0001945,0.00015095,0.0001535,7983.387622149837,1.22545
1652486400000.0,2022-05-14 00:00:00,BCHBEAR/USDT,0.00020635,0.0002422,0.00012235,0.00017805,1188.7110362257793,0.21165
1652400000000.0,2022-05-13 00:00:00,BCHBEAR/USDT,0.0002657,0.0002657,0.00017045,0.00020635,13818841.289071964,2851.5179
1652313600000.0,2022-05-12 00:00:00,BCHBEAR/USDT,0.0003228,0.000562,0.0001931,0.0002657,17117583.81633421,4548.14202
1652227200000.0,2022-05-11 00:00:00,BCHBEAR/USDT,0.000247,0.00033105,0.0001901,0.0003228,1973684.634448575,637.1054
1652140800000.0,2022-05-10 00:00:00,BCHBEAR/USDT,0.0002968,0.0003203,0.00020475,0.000247,9632357.894736843,2379.1924
1652054400000.0,2022-05-09 00:00:00,BCHBEAR/USDT,0.00019495,0.0002968,0.0001914,0.0002968,149918778.80727762,44495.89355
1651968000000.0,2022-05-08 00:00:00,BCHBEAR/USDT,0.00018795,0.00019925,0.0001845,0.00019495,906444.985893819,176.71145
1651881600000.0,2022-05-07 00:00:00,BCHBEAR/USDT,0.0001752,0.00019095,0.0001728,0.00018795,568000.0,106.7556
1651795200000.0,2022-05-06 00:00:00,BCHBEAR/USDT,0.00017055,0.00018715,0.0001658,0.0001752,3011073.0593607305,527.54
1651708800000.0,2022-05-05 00:00:00,BCHBEAR/USDT,0.00014065,0.0001733,0.0001369,0.00017055,5101110.524772794,869.9944
1651622400000.0,2022-05-04 00:00:00,BCHBEAR/USDT,0.0001757,0.00017975,0.00014015,0.00014065,3289057.945254177,462.606
1651536000000.0,2022-05-03 00:00:00,BCHBEAR/USDT,0.00017,0.0001807,0.00016285,0.0001757,0.0,0.0
1651449600000.0,2022-05-02 00:00:00,BCHBEAR/USDT,0.00017365,0.0001748,0.00016295,0.00017,3712940.2941176468,631.19985
1651363200000.0,2022-05-01 00:00:00,BCHBEAR/USDT,0.0001849,0.000194,0.0001673,0.00017365,576663.4033976389,100.1376
1651276800000.0,2022-04-30 00:00:00,BCHBEAR/USDT,0.0001535,0.0001953,0.00014775,0.0001849,858477.5554353704,158.7325
1651190400000.0,2022-04-29 00:00:00,BCHBEAR/USDT,0.00013755,0.0001585,0.00013625,0.0001535,686291.5309446254,105.34575
1651104000000.0,2022-04-28 00:00:00,BCHBEAR/USDT,0.00014065,0.00014245,0.0001333,0.00013755,363531.44311159576,50.00375
1651017600000.0,2022-04-27 00:00:00,BCHBEAR/USDT,0.000155,0.00015815,0.0001381,0.00014065,357442.5879843583,50.2743
1650931200000.0,2022-04-26 00:00:00,BCHBEAR/USDT,0.00013195,0.0001604,0.0001221,0.000155,665678.7096774194,103.1802
1650844800000.0,2022-04-25 00:00:00,BCHBEAR/USDT,0.00014205,0.0001522,0.00013045,0.00013195,0.0,0.0
1650758400000.0,2022-04-24 00:00:00,BCHBEAR/USDT,0.0001356,0.0001422,0.00013165,0.00014205,0.0,0.0
1650672000000.0,2022-04-23 00:00:00,BCHBEAR/USDT,0.0001266,0.00013625,0.00012295,0.0001356,0.0,0.0
1650585600000.0,2022-04-22 00:00:00,BCHBEAR/USDT,0.0001321,0.00013355,0.00011055,0.0001266,0.0,0.0
1650499200000.0,2022-04-21 00:00:00,BCHBEAR/USDT,0.00011625,0.0001365,0.00010305,0.0001321,0.0,0.0
1650412800000.0,2022-04-20 00:00:00,BCHBEAR/USDT,0.00010975,0.0001181,0.00010545,0.00011625,0.0,0.0
1650326400000.0,2022-04-19 00:00:00,BCHBEAR/USDT,0.00011025,0.00012445,0.0001076,0.00010975,1007.2892938496583,0.11055
1650240000000.0,2022-04-18 00:00:00,BCHBEAR/USDT,0.00012135,0.00013785,0.0001096,0.00011025,2357292.970521542,259.89155
1650153600000.0,2022-04-17 00:00:00,BCHBEAR/USDT,0.00011025,0.0001221,0.0001045,0.00012135,0.0,0.0
1650067200000.0,2022-04-16 00:00:00,BCHBEAR/USDT,0.000112,0.00011385,0.0001058,0.00011025,0.0,0.0
1649980800000.0,2022-04-15 00:00:00,BCHBEAR/USDT,0.0001155,0.00011685,0.00010805,0.000112,81273652.23214287,9102.64905
1649894400000.0,2022-04-14 00:00:00,BCHBEAR/USDT,0.00011,0.00011685,0.00010155,0.0001155,80093322.07792208,9250.7787
1649808000000.0,2022-04-13 00:00:00,BCHBEAR/USDT,0.0001701,0.0001747,0.0001062,0.00011,51999.99999999999,5.72
1649721600000.0,2022-04-12 00:00:00,BCHBEAR/USDT,0.00018325,0.00018595,0.0001662,0.0001701,0.0,0.0
1649635200000.0,2022-04-11 00:00:00,BCHBEAR/USDT,0.0001487,0.0001885,0.00014555,0.00018325,5871447.476125511,1075.94275
1649548800000.0,2022-04-10 00:00:00,BCHBEAR/USDT,0.00014035,0.00014985,0.0001329,0.0001487,511597.1755211836,76.0745
1649462400000.0,2022-04-09 00:00:00,BCHBEAR/USDT,0.00014405,0.00014625,0.00013755,0.00014035,0.0,0.0
1649376000000.0,2022-04-08 00:00:00,BCHBEAR/USDT,0.0001324,0.00014675,0.00012955,0.00014405,67527.24748351266,9.7273
1649289600000.0,2022-04-07 00:00:00,BCHBEAR/USDT,0.0001361,0.0001408,0.00012785,0.0001324,384000.0,50.8416
1649203200000.0,2022-04-06 00:00:00,BCHBEAR/USDT,0.00010655,0.00013735,0.00010445,0.0001361,81170834.31300513,11047.35055
1649116800000.0,2022-04-05 00:00:00,BCHBEAR/USDT,0.00010028,0.0001067,9.578e-05,0.00010655,1137534.678554669,121.20432
1649030400000.0,2022-04-04 00:00:00,BCHBEAR/USDT,9.848e-05,0.00010802,9.777e-05,0.00010028,9827611.587554846,985.51289
1648944000000.0,2022-04-03 00:00:00,BCHBEAR/USDT,0.00010152,0.00010435,9.631e-05,9.848e-05,0.0,0.0
1648857600000.0,2022-04-02 00:00:00,BCHBEAR/USDT,0.00010008,0.00010258,9.544e-05,0.00010152,0.0,0.0
1648771200000.0,2022-04-01 00:00:00,BCHBEAR/USDT,9.266e-05,0.00010743,8.98e-05,0.00010008,18482.913669064747,1.84977
1648684800000.0,2022-03-31 00:00:00,BCHBEAR/USDT,9.603e-05,0.00010905,8.965e-05,9.266e-05,280116.12346211955,25.95556
1648598400000.0,2022-03-30 00:00:00,BCHBEAR/USDT,0.00010141,0.00010915,9.245e-05,9.603e-05,1991.8775382692909,0.19128
1648512000000.0,2022-03-29 00:00:00,BCHBEAR/USDT,0.00010531,0.00010665,9.215e-05,0.00010141,42185.18883739276,4.278
1648425600000.0,2022-03-28 00:00:00,BCHBEAR/USDT,0.00010165,0.0001083,9.435e-05,0.00010531,6764024.119266926,712.31938
1648339200000.0,2022-03-27 00:00:00,BCHBEAR/USDT,0.0001143,0.00012145,0.00010108,0.00010165,597677.3241515002,60.7539
1648252800000.0,2022-03-26 00:00:00,BCHBEAR/USDT,0.0001133,0.0001179,0.00011225,0.0001143,0.0,0.0
1648166400000.0,2022-03-25 00:00:00,BCHBEAR/USDT,0.00011235,0.0001231,0.00010505,0.0001133,1357189.761694616,153.7696
1648080000000.0,2022-03-24 00:00:00,BCHBEAR/USDT,0.00011445,0.000124,0.00011105,0.00011235,42602354.695149094,4786.37455
1647993600000.0,2022-03-23 00:00:00,BCHBEAR/USDT,0.00010452,0.00012048,9.796e-05,0.00011445,6902419.92136304,789.98196
1647907200000.0,2022-03-22 00:00:00,BCHBEAR/USDT,0.0001558,0.00015645,9.811e-05,0.00010452,22115902.69804822,2311.55415
1647820800000.0,2022-03-21 00:00:00,BCHBEAR/USDT,0.000167,0.0001768,0.00015185,0.0001558,1082316.75224647,168.62495
1647734400000.0,2022-03-20 00:00:00,BCHBEAR/USDT,0.00017275,0.0001861,0.00016395,0.000167,1340824.8502994012,223.91775
1647648000000.0,2022-03-19 00:00:00,BCHBEAR/USDT,0.00021595,0.00021595,0.00017195,0.00017275,1047107.6700434153,180.88785
1647561600000.0,2022-03-18 00:00:00,BCHBEAR/USDT,0.0002357,0.0002476,0.00021515,0.00021595,1395914.5635563787,301.44775
1647475200000.0,2022-03-17 00:00:00,BCHBEAR/USDT,0.0002354,0.00023785,0.00023165,0.0002357,0.0,0.0
1647388800000.0,2022-03-16 00:00:00,BCHBEAR/USDT,0.0002608,0.0002613,0.0002297,0.0002354,862457.0943075616,203.0224
1647302400000.0,2022-03-15 00:00:00,BCHBEAR/USDT,0.0002641,0.0002818,0.0002527,0.0002608,72138.03680981595,18.8136
1647216000000.0,2022-03-14 00:00:00,BCHBEAR/USDT,0.0002858,0.0002918,0.0002641,0.0002641,0.0,0.0
1647129600000.0,2022-03-13 00:00:00,BCHBEAR/USDT,0.0002629,0.0002902,0.0002468,0.0002858,174608.11756473058,49.903
1647043200000.0,2022-03-12 00:00:00,BCHBEAR/USDT,0.0002669,0.0002669,0.0002538,0.0002629,723631.7991631799,190.2428
1646956800000.0,2022-03-11 00:00:00,BCHBEAR/USDT,0.00026655,0.0002868,0.0002532,0.0002669,19945979.20569502,5323.58185
1646870400000.0,2022-03-10 00:00:00,BCHBEAR/USDT,0.0002251,0.0002769,0.00022495,0.00026655,14306854.248733822,3813.492
1646784000000.0,2022-03-09 00:00:00,BCHBEAR/USDT,0.0002969,0.0002969,0.0002048,0.0002251,9731544.646823635,2190.5707
1646697600000.0,2022-03-08 00:00:00,BCHBEAR/USDT,0.0003396,0.0003396,0.0002841,0.0002969,207822.56652071403,61.70252
1646611200000.0,2022-03-07 00:00:00,BCHBEAR/USDT,0.0003072,0.0003446,0.0002875,0.0003396,5000641.637220259,1698.2179
1646524800000.0,2022-03-06 00:00:00,BCHBEAR/USDT,0.000283,0.0003122,0.0002742,0.0003072,3388007.8125000005,1040.796
