https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BOSON,Volume USDT
1643760000,2022-02-02 00:00:00,BOSON/USDT,0.8696,0.8942,0.7833,0.807,500346.25436873,421400.96543288275
1643673600,2022-02-01 00:00:00,BOSON/USDT,0.8964,0.9249,0.8578,0.8698,552562.08912717,493214.994653241939
1643587200,2022-01-31 00:00:00,BOSON/USDT,0.8823,0.9018,0.8522,0.8976,432914.50269576,379482.667885002852
1643500800,2022-01-30 00:00:00,BOSON/USDT,0.9176,0.9364,0.8629,0.8841,441759.7560872,400110.489772171934
1643414400,2022-01-29 00:00:00,BOSON/USDT,0.9517,0.98,0.9101,0.9183,559714.11220626,525440.352818826201
1643328000,2022-01-28 00:00:00,BOSON/USDT,0.9015,0.9795,0.8877,0.9566,478165.37904864,443902.590744347609
1643241600,2022-01-27 00:00:00,BOSON/USDT,0.8487,1.0041,0.795,0.902,1186042.81273525,1090156.432600686811
1643155200,2022-01-26 00:00:00,BOSON/USDT,0.8807,0.9628,0.8316,0.8499,739037.05292861,662414.034643995016
1643068800,2022-01-25 00:00:00,BOSON/USDT,0.8454,0.8846,0.8095,0.8826,519007.12825961,437470.981502406915
1642982400,2022-01-24 00:00:00,BOSON/USDT,0.8774,0.8774,0.7253,0.8435,1011818.29665252,800979.299717597728
1642896000,2022-01-23 00:00:00,BOSON/USDT,0.7972,0.8898,0.7951,0.8774,553930.79853537,466253.835045933967
1642809600,2022-01-22 00:00:00,BOSON/USDT,0.8829,0.9426,0.7174,0.7974,1211806.85672969,992290.390709610804
1642723200,2022-01-21 00:00:00,BOSON/USDT,1.1092,1.1249,0.85,0.8823,913810.52499291,894564.210407906011
1642636800,2022-01-20 00:00:00,BOSON/USDT,1.1474,1.2486,1.1,1.1109,636819.17260532,748704.749471026329
1642550400,2022-01-19 00:00:00,BOSON/USDT,1.1968,1.2071,1.1115,1.146,292230.50050391,337495.62536532316
1642464000,2022-01-18 00:00:00,BOSON/USDT,1.2151,1.2404,1.1364,1.1939,358779.8889994,422138.800342409886
1642377600,2022-01-17 00:00:00,BOSON/USDT,1.3104,1.3104,1.17,1.2139,548908.68960307,681816.424307954025
1642291200,2022-01-16 00:00:00,BOSON/USDT,1.3449,1.3449,1.2936,1.3058,170158.84036966,224654.00611197472
1642204800,2022-01-15 00:00:00,BOSON/USDT,1.3442,1.3732,1.2871,1.3449,214664.89241283,284739.935506838669
1642118400,2022-01-14 00:00:00,BOSON/USDT,1.3003,1.4194,1.2376,1.3442,522979.59573549,685649.957153318246
1642032000,2022-01-13 00:00:00,BOSON/USDT,1.4229,1.4229,1.2818,1.3003,392027.30687357,534259.984586258997
1641945600,2022-01-12 00:00:00,BOSON/USDT,1.3892,1.44,1.3003,1.4229,541898.09034742,743332.657163070348
1641859200,2022-01-11 00:00:00,BOSON/USDT,1.286,1.4094,1.24,1.3856,664870.48663026,867423.715482195614
1641772800,2022-01-10 00:00:00,BOSON/USDT,1.2798,1.37,1.21,1.286,559109.37458775,712277.644606653006
1641686400,2022-01-09 00:00:00,BOSON/USDT,1.2304,1.3241,1.2011,1.2802,408489.9798867,510443.101217890912
1641600000,2022-01-08 00:00:00,BOSON/USDT,1.2872,1.4045,1.1652,1.2313,842210.39921062,1070217.537634051321
1641513600,2022-01-07 00:00:00,BOSON/USDT,1.4,1.4014,1.2564,1.2877,740040.95866973,978073.185790664508
1641427200,2022-01-06 00:00:00,BOSON/USDT,1.4874,1.4954,1.3814,1.3995,576035.73258915,819999.638532760892
1641340800,2022-01-05 00:00:00,BOSON/USDT,1.6084,1.6545,1.392,1.487,823379.74889746,1250089.367620710716
1641254400,2022-01-04 00:00:00,BOSON/USDT,1.604,1.6737,1.5791,1.5992,366837.50625413,595980.940655202878
1641168000,2022-01-03 00:00:00,BOSON/USDT,1.6901,1.7086,1.5633,1.6009,525240.1057418,856633.293256379609
1641081600,2022-01-02 00:00:00,BOSON/USDT,1.7203,1.768,1.6153,1.6888,525962.19649853,887555.592346982405
1640995200,2022-01-01 00:00:00,BOSON/USDT,1.6053,1.74,1.541,1.7203,487487.89400882,798975.377962980651
1640908800,2021-12-31 00:00:00,BOSON/USDT,1.6228,1.7255,1.5663,1.6004,713490.85632254,1175962.28169754568
1640822400,2021-12-30 00:00:00,BOSON/USDT,1.5813,1.6688,1.5451,1.6227,639101.72037681,1030335.598965872848
1640736000,2021-12-29 00:00:00,BOSON/USDT,1.7585,1.766,1.5639,1.5813,1047063.08831957,1753873.662480304708
1640649600,2021-12-28 00:00:00,BOSON/USDT,1.9002,1.91,1.6934,1.7555,927030.75063833,1669688.278278257702
