https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CEUR,Volume BTC
1663372800,2022-09-17 00:00:00,CEUR/BTC,0.0000501,0.0000502,0.0000497,0.0000497,39.8493,0.00199125255
1663286400,2022-09-16 00:00:00,CEUR/BTC,0.0000497,0.0000513,0.0000497,0.0000502,2227.8987,0.1120649372
1663200000,2022-09-15 00:00:00,CEUR/BTC,0.0000495,0.0000505,0.0000483,0.0000504,529.3748,0.02623840085
1663113600,2022-09-14 00:00:00,CEUR/BTC,0.0000494,0.0000505,0.0000489,0.0000495,593.0712,0.02921497409
1663027200,2022-09-13 00:00:00,CEUR/BTC,0.0000447,0.0000499,0.0000446,0.0000492,1010.4262,0.0473731009
1662940800,2022-09-12 00:00:00,CEUR/BTC,0.0000457,0.0000462,0.0000444,0.000045,1889.4022,0.08524205009
1662854400,2022-09-11 00:00:00,CEUR/BTC,0.0000464,0.0000466,0.0000459,0.0000462,190.9154,0.00883974156
1662768000,2022-09-10 00:00:00,CEUR/BTC,0.0000466,0.000047,0.0000458,0.0000463,327.1611,0.0152076627
1662681600,2022-09-09 00:00:00,CEUR/BTC,0.0000511,0.0000511,0.0000465,0.0000465,9189.6127,0.43821016086
1662595200,2022-09-08 00:00:00,CEUR/BTC,0.0000512,0.0000518,0.0000512,0.0000516,34.6168,0.00178621887
1662508800,2022-09-07 00:00:00,CEUR/BTC,0.0000521,0.0000525,0.0000515,0.0000515,366.1746,0.01896027036
1662422400,2022-09-06 00:00:00,CEUR/BTC,0.0000495,0.0000525,0.0000492,0.0000521,2783.3158,0.14176618095
1662336000,2022-09-05 00:00:00,CEUR/BTC,0.0000499,0.0000503,0.0000494,0.0000494,964.1337,0.04780933167
1662249600,2022-09-04 00:00:00,CEUR/BTC,0.0000501,0.0000502,0.0000494,0.0000498,33.812,0.00167643422
1662163200,2022-09-03 00:00:00,CEUR/BTC,0.0000493,0.00005,0.0000493,0.0000496,402.2605,0.01999175834
1662076800,2022-09-02 00:00:00,CEUR/BTC,0.0000497,0.0000498,0.0000485,0.0000494,953.2661,0.04655946034
1661990400,2022-09-01 00:00:00,CEUR/BTC,0.0000491,0.00005,0.0000491,0.0000498,496.217,0.02467701063
1661904000,2022-08-31 00:00:00,CEUR/BTC,0.0000494,0.0000498,0.0000489,0.0000498,431.7674,0.02128923487
1661817600,2022-08-30 00:00:00,CEUR/BTC,0.0000489,0.0000509,0.0000484,0.0000499,1377.6394,0.0690227729
1661731200,2022-08-29 00:00:00,CEUR/BTC,0.00005,0.00005,0.0000487,0.0000489,1750.7966,0.08553234002
1661644800,2022-08-28 00:00:00,CEUR/BTC,0.0000495,0.0000509,0.0000488,0.0000509,2296.7385,0.11320846579
1661558400,2022-08-27 00:00:00,CEUR/BTC,0.0000483,0.0000494,0.0000483,0.000049,845.2087,0.04103372554
1661472000,2022-08-26 00:00:00,CEUR/BTC,0.0000463,0.000049,0.0000456,0.0000484,1252.7525,0.06008519185
1661385600,2022-08-25 00:00:00,CEUR/BTC,0.000046,0.000047,0.0000455,0.0000464,1136.4737,0.0521607839
1661299200,2022-08-24 00:00:00,CEUR/BTC,0.0000465,0.0000466,0.0000451,0.0000457,1991.0765,0.0905154629
1661212800,2022-08-23 00:00:00,CEUR/BTC,0.0000464,0.0000464,0.0000454,0.0000462,1409.1897,0.06468278545
1661126400,2022-08-22 00:00:00,CEUR/BTC,0.0000466,0.0000476,0.0000463,0.0000471,3807.7758,0.17734268043
1661040000,2022-08-21 00:00:00,CEUR/BTC,0.000047,0.0000472,0.0000462,0.0000462,884.982,0.04108121338
1660953600,2022-08-20 00:00:00,CEUR/BTC,0.000047,0.0000476,0.0000466,0.0000472,485.778,0.02293176312
1660867200,2022-08-19 00:00:00,CEUR/BTC,0.0000443,0.0000475,0.0000443,0.0000475,1872.0713,0.08645694335
1660780800,2022-08-18 00:00:00,CEUR/BTC,0.0000427,0.0000437,0.0000426,0.0000437,246.9839,0.01062529045
1660694400,2022-08-17 00:00:00,CEUR/BTC,0.0000416,0.0000432,0.0000416,0.0000429,1008.7857,0.04276213075
1660608000,2022-08-16 00:00:00,CEUR/BTC,0.0000416,0.0000427,0.0000416,0.000042,146.3826,0.00618053996
