https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume COTI,Volume USDT
1663459200,2022-09-18 00:00:00,COTI/USDT,0.095126,0.095126,0.094368,0.094718,18662.8365,1767.8264219777
1663372800,2022-09-17 00:00:00,COTI/USDT,0.097005,0.098,0.093532,0.095135,2580245.6622,245551.7143809054
1663286400,2022-09-16 00:00:00,COTI/USDT,0.089766,0.1072,0.088326,0.097001,11675368.9963,1143395.2982768813
1663200000,2022-09-15 00:00:00,COTI/USDT,0.093988,0.094299,0.089556,0.089775,6322609.1688,579223.5572801525
1663113600,2022-09-14 00:00:00,COTI/USDT,0.091855,0.094596,0.090744,0.094185,3922038.8969,363726.6431131416
1663027200,2022-09-13 00:00:00,COTI/USDT,0.102072,0.104017,0.091313,0.091876,9740428.9582,946731.3724023242
1662940800,2022-09-12 00:00:00,COTI/USDT,0.099202,0.105263,0.097239,0.101898,5427316.457,548691.9086491385
1662854400,2022-09-11 00:00:00,COTI/USDT,0.098593,0.102,0.097,0.099661,3360961.2709,334938.5505204555
1662768000,2022-09-10 00:00:00,COTI/USDT,0.098194,0.100937,0.097434,0.098475,3850284.7904,382944.3318764536
1662681600,2022-09-09 00:00:00,COTI/USDT,0.095691,0.098695,0.095247,0.098008,9075063.3676,878402.1006338826
1662595200,2022-09-08 00:00:00,COTI/USDT,0.094339,0.099999,0.092502,0.095757,10666336.74684302,1012141.82015622008394
1662508800,2022-09-07 00:00:00,COTI/USDT,0.087861,0.095299,0.087508,0.094129,4467621.0822,410732.6010703648
1662422400,2022-09-06 00:00:00,COTI/USDT,0.093995,0.095712,0.085982,0.088045,4633983.5856,422557.6386694066
1662336000,2022-09-05 00:00:00,COTI/USDT,0.095515,0.096206,0.092104,0.093683,2435927.748,227801.399321051
1662249600,2022-09-04 00:00:00,COTI/USDT,0.094478,0.096064,0.092845,0.095616,1968131.5709,185632.1465433091
1662163200,2022-09-03 00:00:00,COTI/USDT,0.092308,0.095347,0.091313,0.09441,4726530.6802,441537.4994406309
1662076800,2022-09-02 00:00:00,COTI/USDT,0.091589,0.09471,0.089829,0.092309,2845304.7506,261757.8113913275
1661990400,2022-09-01 00:00:00,COTI/USDT,0.089272,0.091743,0.0872,0.091594,4111854.918,368492.4857449909
1661904000,2022-08-31 00:00:00,COTI/USDT,0.08868,0.092,0.08868,0.089235,1204796.00261358,108779.3027836462488
1661817600,2022-08-30 00:00:00,COTI/USDT,0.09188,0.09732,0.086204,0.088559,4156951.14901783,371753.49125167506337
1661731200,2022-08-29 00:00:00,COTI/USDT,0.08573,0.09247,0.084594,0.091952,3947541.4390436,348775.68017971386012
1661644800,2022-08-28 00:00:00,COTI/USDT,0.090451,0.092007,0.085116,0.085116,3009514.14688301,269829.33748611593739
1661558400,2022-08-27 00:00:00,COTI/USDT,0.088366,0.092943,0.08745,0.090468,2924265.41142718,261259.60579989927842
1661472000,2022-08-26 00:00:00,COTI/USDT,0.09793,0.098667,0.08739,0.088369,5337884.40403032,501734.55120521294762
1661385600,2022-08-25 00:00:00,COTI/USDT,0.098604,0.10122,0.096697,0.098108,2433584.10561723,240357.56016607060755
1661299200,2022-08-24 00:00:00,COTI/USDT,0.10059,0.101422,0.096356,0.098362,3507627.27781087,349688.76930998431442
1661212800,2022-08-23 00:00:00,COTI/USDT,0.097396,0.10137,0.095553,0.100271,2504488.75445413,249033.10300128266145
1661126400,2022-08-22 00:00:00,COTI/USDT,0.100544,0.102899,0.093296,0.097427,4371020.4575577,425107.73336567992329
1661040000,2022-08-21 00:00:00,COTI/USDT,0.095141,0.101483,0.094157,0.100327,2174029.68988536,212102.28575993523871
1660953600,2022-08-20 00:00:00,COTI/USDT,0.097039,0.099093,0.092062,0.095221,4036800.37347226,387195.13746449400347
1660867200,2022-08-19 00:00:00,COTI/USDT,0.102986,0.103965,0.094731,0.097,5915043.31572607,576894.66101731384726
1660780800,2022-08-18 00:00:00,COTI/USDT,0.108708,0.111045,0.102579,0.102882,2678977.73852161,290427.76606873867446
1660694400,2022-08-17 00:00:00,COTI/USDT,0.113363,0.11846,0.107668,0.108542,4289509.14224052,485860.06599127687543
1660608000,2022-08-16 00:00:00,COTI/USDT,0.113744,0.1166,0.11169,0.113551,3095452.86090264,352080.08495802192763
1660521600,2022-08-15 00:00:00,COTI/USDT,0.115996,0.119317,0.111807,0.113755,3495405.3024517,401789.50066081208954
1660435200,2022-08-14 00:00:00,COTI/USDT,0.122151,0.125357,0.115511,0.116099,5083162.17054403,614277.04885400764656
1660348800,2022-08-13 00:00:00,COTI/USDT,0.122725,0.123814,0.120813,0.122043,2685515.5934345,329067.60610429595176
1660262400,2022-08-12 00:00:00,COTI/USDT,0.120421,0.123349,0.118482,0.122659,2705445.04105713,327970.2960102855744
1660176000,2022-08-11 00:00:00,COTI/USDT,0.121211,0.1239,0.1197,0.120511,3428384.45766662,417838.21983420680209
1660089600,2022-08-10 00:00:00,COTI/USDT,0.112657,0.1212,0.109689,0.1212,4369115.91022973,507360.3879193409289
1660003200,2022-08-09 00:00:00,COTI/USDT,0.118969,0.120943,0.1123,0.112809,3896999.14310185,451047.85153656482632
1659916800,2022-08-08 00:00:00,COTI/USDT,0.11821,0.12288,0.117314,0.119123,4082054.4595385,490680.56540105215438
1659830400,2022-08-07 00:00:00,COTI/USDT,0.11308,0.120494,0.111586,0.118277,5699349.25415489,667967.95575598787217
1659744000,2022-08-06 00:00:00,COTI/USDT,0.1137,0.116224,0.112755,0.113113,3268152.03761157,374434.63841935041962
1659657600,2022-08-05 00:00:00,COTI/USDT,0.109049,0.113915,0.108872,0.113774,4456255.98735562,498435.44725110562975
1659571200,2022-08-04 00:00:00,COTI/USDT,0.109845,0.113176,0.1078,0.109095,4695888.50642546,516998.05637894960713
1659484800,2022-08-03 00:00:00,COTI/USDT,0.112847,0.115754,0.108898,0.109936,8277542.58430247,931881.98431191040132
1659398400,2022-08-02 00:00:00,COTI/USDT,0.115236,0.118361,0.10579,0.112972,11764537.29113837,1308880.96975244527766
1659312000,2022-08-01 00:00:00,COTI/USDT,0.108868,0.116857,0.106,0.115311,9287021.83206762,1047096.47588198772727
1659225600,2022-07-31 00:00:00,COTI/USDT,0.108917,0.115691,0.107905,0.108966,4278476.33397382,477402.75409572185756
1659139200,2022-07-30 00:00:00,COTI/USDT,0.107855,0.116,0.107,0.109194,6208620.87707344,691830.33526796903113
1659052800,2022-07-29 00:00:00,COTI/USDT,0.105363,0.110607,0.103422,0.107933,8062215.05682892,863655.05724429019132
1658966400,2022-07-28 00:00:00,COTI/USDT,0.10204,0.108303,0.099833,0.105315,6555781.1310887,679158.4145124253501
1658880000,2022-07-27 00:00:00,COTI/USDT,0.094761,0.102,0.09301,0.102,6713452.43789594,642296.05451586928815
1658793600,2022-07-26 00:00:00,COTI/USDT,0.09307,0.094967,0.089433,0.094897,4404882.2767956,404550.43717380808607
1658707200,2022-07-25 00:00:00,COTI/USDT,0.105009,0.105734,0.092954,0.092964,7431662.31761917,727783.98314974875192
1658620800,2022-07-24 00:00:00,COTI/USDT,0.103159,0.107026,0.102599,0.105021,4164232.02319071,437110.53524670469062
1658534400,2022-07-23 00:00:00,COTI/USDT,0.103333,0.107398,0.100571,0.103097,5108469.76410819,530338.00731592977594
1658448000,2022-07-22 00:00:00,COTI/USDT,0.10673,0.11142,0.102552,0.103194,5009123.93913367,537064.39984023643992
