https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume QRDO,Volume USDT
1653177600,2022-05-22 00:00:00,QRDO/USDT,0.5405,0.5456,0.47,0.5386,2504441.50541177,1282438.623113286597
1653091200,2022-05-21 00:00:00,QRDO/USDT,0.5246,0.5534,0.5175,0.5392,1185061.61538241,635633.346736485639
1653004800,2022-05-20 00:00:00,QRDO/USDT,0.5617,0.5892,0.5032,0.525,2830987.50533565,1527758.341150015811
1652918400,2022-05-19 00:00:00,QRDO/USDT,0.5796,0.6,0.5398,0.5622,4201519.63828241,2385450.027671587203
1652832000,2022-05-18 00:00:00,QRDO/USDT,0.6272,0.6544,0.5571,0.5788,4182037.31227085,2512209.689725341735
1652745600,2022-05-17 00:00:00,QRDO/USDT,0.6112,0.6822,0.5933,0.6275,3015794.85227676,1894525.839453057872
1652659200,2022-05-16 00:00:00,QRDO/USDT,0.6986,0.7022,0.5864,0.6112,4075821.73627229,2554836.527483241286
1652572800,2022-05-15 00:00:00,QRDO/USDT,0.6107,0.6999,0.6,0.6987,2672396.32712445,1717542.34813773137
1652486400,2022-05-14 00:00:00,QRDO/USDT,0.5584,0.6953,0.5535,0.6129,7396179.97877999,4456526.004103339724
1652400000,2022-05-13 00:00:00,QRDO/USDT,0.522,0.72,0.51,0.56,4838789.29068694,2991414.687715112985
1652313600,2022-05-12 00:00:00,QRDO/USDT,0.5748,0.6545,0.3381,0.5191,11701938.37926349,5943280.162505190566
1652227200,2022-05-11 00:00:00,QRDO/USDT,1.0011,1.0201,0.5,0.5761,6102108.44295094,4364690.772450473525
1652140800,2022-05-10 00:00:00,QRDO/USDT,0.99,1.1252,0.9832,1.0012,2543723.65864156,2671207.395115598183
1652054400,2022-05-09 00:00:00,QRDO/USDT,1.2931,1.344,0.99,0.99,3262343.7303665,3884494.077410233666
1651968000,2022-05-08 00:00:00,QRDO/USDT,1.337,1.3461,1.2834,1.298,721109.64823707,940316.536423712804
1651881600,2022-05-07 00:00:00,QRDO/USDT,1.3767,1.3862,1.3175,1.3359,903813.68672666,1225523.574378498424
1651795200,2022-05-06 00:00:00,QRDO/USDT,1.3346,1.3812,1.2521,1.3788,1751383.7870004,2295267.800174598765
1651708800,2022-05-05 00:00:00,QRDO/USDT,1.505,1.572,1.3035,1.3336,3030110.59470523,4325261.436263088707
1651622400,2022-05-04 00:00:00,QRDO/USDT,1.3991,1.5198,1.3975,1.5023,2353790.07920163,3443084.226961747082
1651536000,2022-05-03 00:00:00,QRDO/USDT,1.4074,1.5173,1.3852,1.4017,1336990.63066717,1916762.420074598298
1651449600,2022-05-02 00:00:00,QRDO/USDT,1.4646,1.5444,1.3939,1.4096,1393947.21060085,2027309.47387720445
1651363200,2022-05-01 00:00:00,QRDO/USDT,1.483,1.5353,1.4491,1.4611,989128.09617109,1455888.383547791656
1651276800,2022-04-30 00:00:00,QRDO/USDT,1.5315,1.5575,1.4789,1.4839,645418.17786585,981274.426741836552
1651190400,2022-04-29 00:00:00,QRDO/USDT,1.703,1.704,1.5137,1.5309,1461655.76259474,2358545.239799047737
1651104000,2022-04-28 00:00:00,QRDO/USDT,1.7565,1.7767,1.6921,1.7041,1189754.84631749,2054467.802823701599
1651017600,2022-04-27 00:00:00,QRDO/USDT,1.7556,1.7783,1.6733,1.7554,2287923.27779843,3939167.863595834884
1650931200,2022-04-26 00:00:00,QRDO/USDT,1.9211,1.95,1.7344,1.7556,1555043.09025242,2858092.280609259504
1650844800,2022-04-25 00:00:00,QRDO/USDT,1.9217,1.95,1.8351,1.9198,1177449.22764136,2213016.462114295216
1650758400,2022-04-24 00:00:00,QRDO/USDT,1.933,1.9644,1.9007,1.9191,665391.75786267,1283639.389733017108
1650672000,2022-04-23 00:00:00,QRDO/USDT,1.8838,1.9564,1.8824,1.933,679065.81535736,1310247.408227604113
1650585600,2022-04-22 00:00:00,QRDO/USDT,2.0104,2.0158,1.8692,1.8838,1603510.21138241,3101949.444396399284
1650499200,2022-04-21 00:00:00,QRDO/USDT,2.1052,2.1992,1.9629,2.0104,2266960.29712185,4749012.278708281365
1650412800,2022-04-20 00:00:00,QRDO/USDT,2.1138,2.1737,2.0402,2.1074,2345195.05764957,4957823.712649569911
1650326400,2022-04-19 00:00:00,QRDO/USDT,2.112,2.2,2.072,2.1104,2045644.99914477,4341833.07926273761
1650240000,2022-04-18 00:00:00,QRDO/USDT,1.903,2.1485,1.8221,2.1074,2949830.55883402,5770457.110671769048
1650153600,2022-04-17 00:00:00,QRDO/USDT,1.8824,1.9837,1.8801,1.9041,1528994.82589191,2948555.772531206575
1650067200,2022-04-16 00:00:00,QRDO/USDT,1.9056,1.9056,1.8436,1.8742,623458.50171931,1164092.199186577253
1649980800,2022-04-15 00:00:00,QRDO/USDT,1.8669,1.9316,1.861,1.9023,872312.29575885,1649232.291196645189
1649894400,2022-04-14 00:00:00,QRDO/USDT,1.9541,2.0352,1.8555,1.8669,2105646.40280463,4088889.517191275438
1649808000,2022-04-13 00:00:00,QRDO/USDT,2.0635,2.0752,1.8,1.9489,4321169.85913996,8410862.965157446488
1649721600,2022-04-12 00:00:00,QRDO/USDT,2.1128,2.1886,2.0003,2.0634,1459772.79597556,3048478.397247437089
1649635200,2022-04-11 00:00:00,QRDO/USDT,2.3623,2.3779,2.0799,2.1119,2227926.39937146,4830683.05949751177
1649548800,2022-04-10 00:00:00,QRDO/USDT,2.4033,2.4811,2.3621,2.3642,806752.91004972,1949344.019068816019
1649462400,2022-04-09 00:00:00,QRDO/USDT,2.3649,2.4068,2.35,2.4024,516435.54630125,1227893.854174287505
1649376000,2022-04-08 00:00:00,QRDO/USDT,2.5383,2.5548,2.336,2.3675,1390476.19018502,3429057.178579240689
1649289600,2022-04-07 00:00:00,QRDO/USDT,2.4842,2.5645,2.4,2.5391,1905283.73587346,4726649.207922242867
1649203200,2022-04-06 00:00:00,QRDO/USDT,2.7056,2.7686,2.45,2.4858,2776908.36869917,7216818.051640536608
1649116800,2022-04-05 00:00:00,QRDO/USDT,2.8296,2.945,2.7055,2.7056,1830361.56181667,5164544.843427200591
1649030400,2022-04-04 00:00:00,QRDO/USDT,3.0509,3.0794,2.6914,2.8296,3602545.00874856,10257485.779206888012
1648944000,2022-04-03 00:00:00,QRDO/USDT,2.9055,3.1865,2.862,3.0504,2184434.21535262,6625150.243745145227
1648857600,2022-04-02 00:00:00,QRDO/USDT,2.9515,3.2856,2.9,2.9028,3697793.85026544,11382371.690517086352
1648771200,2022-04-01 00:00:00,QRDO/USDT,2.8057,2.9617,2.63,2.9521,2719920.6917377,7616283.114781045147
1648684800,2022-03-31 00:00:00,QRDO/USDT,2.838,3.14,2.6925,2.81,3774351.25317456,10853260.611034022021
1648598400,2022-03-30 00:00:00,QRDO/USDT,2.6919,2.922,2.6063,2.8399,2568528.4826849,7120829.845602857495
1648512000,2022-03-29 00:00:00,QRDO/USDT,2.545,2.8,2.5,2.6919,2815502.76640975,7453725.832473942455
1648425600,2022-03-28 00:00:00,QRDO/USDT,2.6948,2.7681,2.5351,2.5461,2384820.24060029,6341187.807759583179
1648339200,2022-03-27 00:00:00,QRDO/USDT,2.5871,2.7191,2.332,2.6948,2356617.89422174,5877042.469863038291
1648252800,2022-03-26 00:00:00,QRDO/USDT,2.7111,2.7248,2.4885,2.5862,1600328.56916017,4146875.900819351338
1648166400,2022-03-25 00:00:00,QRDO/USDT,2.9661,2.99,2.7,2.7074,1201841.83018961,3475178.827842563991
1648080000,2022-03-24 00:00:00,QRDO/USDT,2.9298,3.0132,2.9,2.9706,1103216.23837699,3250818.514505488668
1647993600,2022-03-23 00:00:00,QRDO/USDT,2.8653,3.0105,2.85,2.9232,1404978.02285896,4120046.784965952838
1647907200,2022-03-22 00:00:00,QRDO/USDT,3.0023,3.1218,2.849,2.8664,1880216.24674602,5641152.489667056344
1647820800,2022-03-21 00:00:00,QRDO/USDT,3.0646,3.25,2.9369,3.0023,2456476.61191443,7631292.29812087504
1647734400,2022-03-20 00:00:00,QRDO/USDT,2.8499,3.0644,2.751,3.0644,2004329.04009001,5758420.661485111015
1647648000,2022-03-19 00:00:00,QRDO/USDT,2.6724,2.9,2.5586,2.8476,1442002.15401349,3900717.43571253882
1647561600,2022-03-18 00:00:00,QRDO/USDT,2.5749,2.7,2.4094,2.6724,1559980.39407916,3958144.943622909776
1647475200,2022-03-17 00:00:00,QRDO/USDT,2.575,2.6819,2.4653,2.5733,1344015.83386437,3462838.010650574682
1647388800,2022-03-16 00:00:00,QRDO/USDT,2.26,2.6,2.1832,2.5698,2353086.14171177,5582741.425692474863
1647302400,2022-03-15 00:00:00,QRDO/USDT,2.2603,2.2788,2.1784,2.26,591663.9472312,1317695.161770951686
1647216000,2022-03-14 00:00:00,QRDO/USDT,2.1856,2.2634,2.1625,2.2603,734076.74410142,1619629.817989034005
1647129600,2022-03-13 00:00:00,QRDO/USDT,2.2942,2.334,2.1792,2.1873,675355.62360846,1530217.656477336762
1647043200,2022-03-12 00:00:00,QRDO/USDT,2.3273,2.3374,2.2443,2.2946,702373.4611007,1619875.876705429337
1646956800,2022-03-11 00:00:00,QRDO/USDT,2.384,2.4719,2.3,2.33,1689326.1810538,3970520.406844238895
1646870400,2022-03-10 00:00:00,QRDO/USDT,2.5616,2.5711,2.3302,2.3865,1286402.21598408,3108959.671970786398
1646784000,2022-03-09 00:00:00,QRDO/USDT,2.3367,2.7186,2.3365,2.5577,2580471.4551145,6660756.193563487012
1646697600,2022-03-08 00:00:00,QRDO/USDT,2.412,2.4645,2.3141,2.3386,1393480.46681658,3339502.109569652958
1646611200,2022-03-07 00:00:00,QRDO/USDT,2.5188,2.6,2.3359,2.4204,2010865.1108974,4935318.781117360484
1646524800,2022-03-06 00:00:00,QRDO/USDT,2.4634,2.863,2.4576,2.5188,3312122.62587279,8796512.998491211817
1646438400,2022-03-05 00:00:00,QRDO/USDT,2.388,2.5,2.3,2.4654,981444.26294894,2375060.32237664448
1646352000,2022-03-04 00:00:00,QRDO/USDT,2.6639,2.7153,2.3098,2.3864,2200514.37698805,5561755.234555030719
1646265600,2022-03-03 00:00:00,QRDO/USDT,2.855,2.9264,2.55,2.6639,2391461.90771395,6480072.339274847047
1646179200,2022-03-02 00:00:00,QRDO/USDT,2.792,3.1,2.7278,2.8519,2877857.64675881,8251078.823824424052
1646092800,2022-03-01 00:00:00,QRDO/USDT,2.6085,2.97,2.5992,2.792,3255267.72928165,9114101.633268685551
1646006400,2022-02-28 00:00:00,QRDO/USDT,2.2031,2.6858,2.151,2.6113,2320257.84974369,5674411.630382644336
1645920000,2022-02-27 00:00:00,QRDO/USDT,2.3577,2.3787,2.1523,2.2106,1571005.95356474,3535307.889382237098
1645833600,2022-02-26 00:00:00,QRDO/USDT,2.303,2.3959,2.2338,2.3577,1155971.85981614,2666608.22271224651
1645747200,2022-02-25 00:00:00,QRDO/USDT,2.1613,2.3295,2.1001,2.3042,1655145.63787861,3662443.269719397609
1645660800,2022-02-24 00:00:00,QRDO/USDT,2.4213,2.4582,1.9,2.1588,4367797.78473361,9167072.468735280084
1645574400,2022-02-23 00:00:00,QRDO/USDT,2.5563,2.7121,2.4012,2.4266,1431695.51259267,3655748.329219321596
1645488000,2022-02-22 00:00:00,QRDO/USDT,2.4056,2.5951,2.32,2.5558,1358641.44830754,3370745.471538647391
1645401600,2022-02-21 00:00:00,QRDO/USDT,2.582,2.8591,2.4,2.4109,1980683.85683878,5241696.027238711065
1645315200,2022-02-20 00:00:00,QRDO/USDT,2.6749,2.7283,2.438,2.5822,1530237.73058106,3932125.4782803296
1645228800,2022-02-19 00:00:00,QRDO/USDT,2.6107,2.6965,2.56,2.6748,1025117.56111098,2696281.095662857877
1645142400,2022-02-18 00:00:00,QRDO/USDT,2.8768,2.92,2.5481,2.6106,2192776.65656798,5949744.530375065134
1645056000,2022-02-17 00:00:00,QRDO/USDT,3.2888,3.298,2.7817,2.8768,2056135.4721731,6208542.919734741174
1644969600,2022-02-16 00:00:00,QRDO/USDT,3.5153,3.5361,3.0844,3.2869,1800385.76869788,5900001.128269811402
1644883200,2022-02-15 00:00:00,QRDO/USDT,3.2593,3.6,3.2052,3.5106,2132555.85792493,7375732.674511699649
1644796800,2022-02-14 00:00:00,QRDO/USDT,3.1872,3.4413,3,3.2586,2350572.73043374,7447840.179312797343
1644710400,2022-02-13 00:00:00,QRDO/USDT,3.3396,3.4565,3.169,3.1836,1224721.77450692,4062578.815816320239
1644624000,2022-02-12 00:00:00,QRDO/USDT,3.3353,3.4924,3.24,3.3465,1694917.3784594,5704321.979814931914
1644537600,2022-02-11 00:00:00,QRDO/USDT,3.689,4.0789,3.2937,3.3374,3005757.02796567,11082101.199956145612
1644451200,2022-02-10 00:00:00,QRDO/USDT,3.9774,4.2119,3.51,3.6949,4065009.35147075,15897090.921930442872
1644364800,2022-02-09 00:00:00,QRDO/USDT,3.5018,4.2367,3.3101,3.977,3490266.07103923,13113709.486352011928
1644278400,2022-02-08 00:00:00,QRDO/USDT,3.378,3.95,3.1,3.5001,3893888.68522105,13687464.381430872922
