https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume QRDO,Volume USDT
1663459200,2022-09-18 00:00:00,QRDO/USDT,0.223,0.2239,0.223,0.223,5704.4948,1276.31666204
1663372800,2022-09-17 00:00:00,QRDO/USDT,0.222,0.2284,0.2202,0.2239,209108.9713,46531.3118268
1663286400,2022-09-16 00:00:00,QRDO/USDT,0.2373,0.2376,0.2201,0.221,654904.8232,147542.40778835
1663200000,2022-09-15 00:00:00,QRDO/USDT,0.237,0.2423,0.232,0.2373,543347.126,127751.65127777
1663113600,2022-09-14 00:00:00,QRDO/USDT,0.2366,0.2395,0.2287,0.2367,544390.7192,126985.78012497
1663027200,2022-09-13 00:00:00,QRDO/USDT,0.2422,0.2443,0.2299,0.2365,975828.0725,228936.04701167
1662940800,2022-09-12 00:00:00,QRDO/USDT,0.2393,0.25,0.235,0.2421,661419.6018,159931.78451445
1662854400,2022-09-11 00:00:00,QRDO/USDT,0.2384,0.2443,0.234,0.2392,372565.9743,89143.45944191
1662768000,2022-09-10 00:00:00,QRDO/USDT,0.2375,0.2503,0.2332,0.239,985532.1985,236696.39682316
1662681600,2022-09-09 00:00:00,QRDO/USDT,0.2372,0.2532,0.2308,0.2384,1265567.4689,304411.77019624
1662595200,2022-09-08 00:00:00,QRDO/USDT,0.2296,0.2521,0.2248,0.2361,1118200.4136,262814.62079263
1662508800,2022-09-07 00:00:00,QRDO/USDT,0.2345,0.2379,0.2256,0.2296,517455.3251,118935.49917658
1662422400,2022-09-06 00:00:00,QRDO/USDT,0.2353,0.2464,0.226,0.2347,1463572.0771,342118.96549407
1662336000,2022-09-05 00:00:00,QRDO/USDT,0.2354,0.2459,0.2293,0.2362,629567.0179,147499.69961421
1662249600,2022-09-04 00:00:00,QRDO/USDT,0.2334,0.2663,0.2205,0.2346,1315387.0205,308233.90177176
1662163200,2022-09-03 00:00:00,QRDO/USDT,0.2269,0.236,0.2246,0.233,442231.9961,101841.54341403
1662076800,2022-09-02 00:00:00,QRDO/USDT,0.2325,0.2344,0.224,0.2269,605499.8357,137666.28380395
1661990400,2022-09-01 00:00:00,QRDO/USDT,0.236,0.236,0.221,0.2335,881223.32781357,200713.307827533041
1661904000,2022-08-31 00:00:00,QRDO/USDT,0.2363,0.2413,0.2265,0.2344,201962.21701889,47047.699311108994
1661817600,2022-08-30 00:00:00,QRDO/USDT,0.2356,0.2458,0.2287,0.2356,455629.02089897,107699.269024810835
1661731200,2022-08-29 00:00:00,QRDO/USDT,0.2305,0.2448,0.2258,0.2366,558682.42729868,130905.67973541208
1661644800,2022-08-28 00:00:00,QRDO/USDT,0.2358,0.2393,0.228,0.2305,553203.28073258,128945.736785841869
1661558400,2022-08-27 00:00:00,QRDO/USDT,0.2398,0.2426,0.23,0.2365,807268.1758881,189618.136201339133
1661472000,2022-08-26 00:00:00,QRDO/USDT,0.2489,0.2544,0.2365,0.2391,1025849.3425861,250122.51068506525
1661385600,2022-08-25 00:00:00,QRDO/USDT,0.246,0.2655,0.2383,0.2483,2410708.03003064,611398.619879901708
1661299200,2022-08-24 00:00:00,QRDO/USDT,0.2462,0.2536,0.2441,0.2456,686771.56113706,170212.727651639531
1661212800,2022-08-23 00:00:00,QRDO/USDT,0.2516,0.2688,0.2272,0.2466,3148933.04332342,792210.258589518816
1661126400,2022-08-22 00:00:00,QRDO/USDT,0.2756,0.2914,0.245,0.2516,2655817.79906943,718335.043198132569
1661040000,2022-08-21 00:00:00,QRDO/USDT,0.2896,0.2996,0.2678,0.2749,1309449.67067266,369250.481470773797
1660953600,2022-08-20 00:00:00,QRDO/USDT,0.2701,0.2895,0.2646,0.289,1059801.10896232,291864.210204053646
1660867200,2022-08-19 00:00:00,QRDO/USDT,0.3097,0.3097,0.2656,0.2701,1668227.5408285,468302.266550095363
1660780800,2022-08-18 00:00:00,QRDO/USDT,0.3215,0.3279,0.3073,0.3099,419673.61956731,132810.685454948374
1660694400,2022-08-17 00:00:00,QRDO/USDT,0.3372,0.3395,0.3175,0.3205,838765.77906458,276613.994449289273
1660608000,2022-08-16 00:00:00,QRDO/USDT,0.3349,0.345,0.332,0.3369,635442.85455409,213564.524607968626
1660521600,2022-08-15 00:00:00,QRDO/USDT,0.3302,0.3497,0.3225,0.3355,819364.88488423,271971.249125550554
1660435200,2022-08-14 00:00:00,QRDO/USDT,0.3509,0.3659,0.3261,0.329,1214469.01359126,417885.512259029478
1660348800,2022-08-13 00:00:00,QRDO/USDT,0.3713,0.3777,0.3481,0.3501,1015450.93793321,368443.942519227395
1660262400,2022-08-12 00:00:00,QRDO/USDT,0.3655,0.38,0.3395,0.3703,2017656.62348108,721762.318962791466
1660176000,2022-08-11 00:00:00,QRDO/USDT,0.3554,0.375,0.3425,0.3646,1853525.85942265,665807.872939375989
1660089600,2022-08-10 00:00:00,QRDO/USDT,0.3235,0.3654,0.3067,0.3552,2645031.51339813,899018.965803345058
1660003200,2022-08-09 00:00:00,QRDO/USDT,0.314,0.3412,0.2906,0.324,1612448.06633498,515746.279333841417
1659916800,2022-08-08 00:00:00,QRDO/USDT,0.3085,0.3323,0.3078,0.3144,1239273.93724463,397693.379293840558
1659830400,2022-08-07 00:00:00,QRDO/USDT,0.306,0.3196,0.2979,0.3077,626039.29427165,194484.280691588394
1659744000,2022-08-06 00:00:00,QRDO/USDT,0.2965,0.32,0.296,0.3061,800704.5712506,246885.489074493999
1659657600,2022-08-05 00:00:00,QRDO/USDT,0.2988,0.3266,0.2736,0.2965,2285801.47378367,683777.506447298056
1659571200,2022-08-04 00:00:00,QRDO/USDT,0.3066,0.3244,0.2903,0.3,880778.25860506,266060.574352453338
1659484800,2022-08-03 00:00:00,QRDO/USDT,0.2916,0.3249,0.285,0.3061,734179.91879307,226441.948777595643
1659398400,2022-08-02 00:00:00,QRDO/USDT,0.2939,0.296,0.2808,0.2925,342507.59079252,98377.789196517264
1659312000,2022-08-01 00:00:00,QRDO/USDT,0.3003,0.3091,0.2908,0.2941,417686.95674512,124366.003017344149
1659225600,2022-07-31 00:00:00,QRDO/USDT,0.32,0.3249,0.3,0.3002,519851.06266534,160607.057420020898
1659139200,2022-07-30 00:00:00,QRDO/USDT,0.2939,0.32,0.2884,0.32,842776.80743985,259065.143016712929
1659052800,2022-07-29 00:00:00,QRDO/USDT,0.304,0.3124,0.28,0.295,583035.75526973,172639.621307484225
1658966400,2022-07-28 00:00:00,QRDO/USDT,0.2991,0.3132,0.29,0.3041,897164.690363,266846.202367959754
1658880000,2022-07-27 00:00:00,QRDO/USDT,0.2741,0.3025,0.2713,0.2991,688600.93627589,199768.609055421672
1658793600,2022-07-26 00:00:00,QRDO/USDT,0.3022,0.3022,0.2646,0.2738,573253.25423696,163257.367866326145
1658707200,2022-07-25 00:00:00,QRDO/USDT,0.3178,0.3185,0.2985,0.3029,732532.82295736,225373.89933670908
1658620800,2022-07-24 00:00:00,QRDO/USDT,0.3181,0.3289,0.3079,0.3178,529925.40403414,169728.493059480063
1658534400,2022-07-23 00:00:00,QRDO/USDT,0.3199,0.3254,0.3042,0.3186,701402.57677389,220029.328873093788
1658448000,2022-07-22 00:00:00,QRDO/USDT,0.3264,0.3537,0.3164,0.3198,946971.76581915,316019.169862805827
1658361600,2022-07-21 00:00:00,QRDO/USDT,0.3555,0.3675,0.3228,0.3254,2331688.21203596,804030.978159174919
1658275200,2022-07-20 00:00:00,QRDO/USDT,0.3579,0.39,0.3455,0.3551,2515914.74645664,918917.818689742782
1658188800,2022-07-19 00:00:00,QRDO/USDT,0.3234,0.3578,0.316,0.3578,1281364.59101527,430372.497236284331
1658102400,2022-07-18 00:00:00,QRDO/USDT,0.306,0.3446,0.3052,0.3234,991577.19034387,321357.352210142512
1658016000,2022-07-17 00:00:00,QRDO/USDT,0.3212,0.3229,0.3052,0.306,492253.1225985,154184.065443211555
1657929600,2022-07-16 00:00:00,QRDO/USDT,0.3197,0.3825,0.3056,0.3218,2101033.70476397,695831.077069328875
1657843200,2022-07-15 00:00:00,QRDO/USDT,0.3165,0.3235,0.3055,0.3194,432769.7054832,136794.321441608237
1657756800,2022-07-14 00:00:00,QRDO/USDT,0.335,0.3478,0.2973,0.3155,1196180.38175981,376952.572658755716
1657670400,2022-07-13 00:00:00,QRDO/USDT,0.3241,0.35,0.3191,0.3352,658483.98999506,217399.015458198281
1657584000,2022-07-12 00:00:00,QRDO/USDT,0.3535,0.3575,0.3106,0.3241,1783563.36444231,598065.721808788018
1657497600,2022-07-11 00:00:00,QRDO/USDT,0.3633,0.3819,0.3525,0.3527,269469.31447433,97861.137637469512
1657411200,2022-07-10 00:00:00,QRDO/USDT,0.3734,0.375,0.363,0.3632,74600.45821016,27258.37062140709
1657324800,2022-07-09 00:00:00,QRDO/USDT,0.3731,0.3825,0.363,0.3727,209381.09972902,78038.762038711954
1657238400,2022-07-08 00:00:00,QRDO/USDT,0.382,0.388,0.3703,0.3731,174458.33762476,66165.841673345256
1657152000,2022-07-07 00:00:00,QRDO/USDT,0.3673,0.3999,0.36,0.3802,440681.16330005,166320.912353021947
1657065600,2022-07-06 00:00:00,QRDO/USDT,0.3715,0.372,0.351,0.3684,260489.72753204,94945.957067655336
1656979200,2022-07-05 00:00:00,QRDO/USDT,0.391,0.3996,0.3403,0.3728,786442.45495882,287130.3432989697
1656892800,2022-07-04 00:00:00,QRDO/USDT,0.3823,0.3974,0.35,0.391,517102.68841286,192618.592553312557
1656806400,2022-07-03 00:00:00,QRDO/USDT,0.3766,0.385,0.3698,0.3836,269746.23138413,101695.134097201845
1656720000,2022-07-02 00:00:00,QRDO/USDT,0.38,0.3856,0.3723,0.3783,463195.39170002,175287.049451862557
1656633600,2022-07-01 00:00:00,QRDO/USDT,0.3939,0.4044,0.3765,0.3811,591003.79275456,229980.103154028252
1656547200,2022-06-30 00:00:00,QRDO/USDT,0.4061,0.4061,0.3844,0.3925,413965.17605124,162943.928585193295
1656460800,2022-06-29 00:00:00,QRDO/USDT,0.405,0.4068,0.3902,0.4053,527123.09934465,210478.874123872076
1656374400,2022-06-28 00:00:00,QRDO/USDT,0.4125,0.4141,0.405,0.4065,158409.8346484,64602.745333510476
1656288000,2022-06-27 00:00:00,QRDO/USDT,0.4092,0.4248,0.406,0.4125,284413.87619359,117554.245491461821
1656201600,2022-06-26 00:00:00,QRDO/USDT,0.4133,0.4238,0.409,0.4107,279448.11569042,116130.17917723578
1656115200,2022-06-25 00:00:00,QRDO/USDT,0.4327,0.4353,0.4066,0.4144,554556.77743045,231451.24684207837
1656028800,2022-06-24 00:00:00,QRDO/USDT,0.4222,0.4391,0.4083,0.4318,731494.47826822,308225.129634948412
1655942400,2022-06-23 00:00:00,QRDO/USDT,0.4101,0.4301,0.4017,0.4216,484144.79805631,201718.124711998445
1655856000,2022-06-22 00:00:00,QRDO/USDT,0.4159,0.4262,0.3952,0.4093,708877.13419297,292104.688359625503
1655769600,2022-06-21 00:00:00,QRDO/USDT,0.4288,0.4481,0.4132,0.4167,846109.40568684,365595.917983925004
1655683200,2022-06-20 00:00:00,QRDO/USDT,0.4381,0.4467,0.4126,0.4291,956990.07207572,409229.102020012007
1655596800,2022-06-19 00:00:00,QRDO/USDT,0.4041,0.4562,0.3904,0.4382,1756327.68467292,724944.255406914631
1655510400,2022-06-18 00:00:00,QRDO/USDT,0.4,0.4226,0.381,0.4046,1476620.73043983,586038.898735439601
1655424000,2022-06-17 00:00:00,QRDO/USDT,0.3912,0.4008,0.3795,0.4007,664279.79257037,258154.200056644763
1655337600,2022-06-16 00:00:00,QRDO/USDT,0.41,0.4162,0.383,0.3915,1347553.53945259,536486.601447174125
1655251200,2022-06-15 00:00:00,QRDO/USDT,0.3961,0.4173,0.369,0.4112,1857123.73811898,735236.059781658941
1655164800,2022-06-14 00:00:00,QRDO/USDT,0.396,0.4204,0.3881,0.3961,1849788.48085165,744162.917353026139
1655078400,2022-06-13 00:00:00,QRDO/USDT,0.4125,0.4262,0.38,0.3959,4625513.89153667,1862904.995993282973
1654992000,2022-06-12 00:00:00,QRDO/USDT,0.4725,0.4782,0.4078,0.4123,2637600.71315684,1150973.224392348109
1654905600,2022-06-11 00:00:00,QRDO/USDT,0.5187,0.5248,0.4343,0.4714,2341562.49109235,1155988.76647755685
1654819200,2022-06-10 00:00:00,QRDO/USDT,0.5325,0.5438,0.5095,0.5199,1515414.96815002,791323.786879843491
1654732800,2022-06-09 00:00:00,QRDO/USDT,0.5333,0.5461,0.517,0.5325,833625.855082,443388.110342632961
1654646400,2022-06-08 00:00:00,QRDO/USDT,0.5449,0.5566,0.52,0.533,1328025.28114289,713038.313642435432
1654560000,2022-06-07 00:00:00,QRDO/USDT,0.5517,0.565,0.5314,0.5437,970167.25906515,527648.550579402272
1654473600,2022-06-06 00:00:00,QRDO/USDT,0.5416,0.5872,0.5416,0.5532,1136205.88579114,638636.327570397378
1654387200,2022-06-05 00:00:00,QRDO/USDT,0.5876,0.59,0.5343,0.5423,862783.49680905,479252.43924707134
1654300800,2022-06-04 00:00:00,QRDO/USDT,0.5156,0.5896,0.5117,0.5895,1487137.3164175,811089.772384532037
1654214400,2022-06-03 00:00:00,QRDO/USDT,0.5359,0.5426,0.51,0.5154,600774.07818238,311799.210922536901
1654128000,2022-06-02 00:00:00,QRDO/USDT,0.5197,0.5448,0.5182,0.5366,443967.26960277,235858.627941377866
1654041600,2022-06-01 00:00:00,QRDO/USDT,0.5375,0.5531,0.51,0.5197,1171698.00002481,615838.354807121056
1653955200,2022-05-31 00:00:00,QRDO/USDT,0.5631,0.565,0.5178,0.5381,1359626.42421977,733353.294337792972
1653868800,2022-05-30 00:00:00,QRDO/USDT,0.5061,0.5699,0.5035,0.5634,1251298.24494084,675171.941744090562
1653782400,2022-05-29 00:00:00,QRDO/USDT,0.4903,0.5129,0.4783,0.5058,856045.43284242,423064.188989105653
1653696000,2022-05-28 00:00:00,QRDO/USDT,0.4777,0.5054,0.4731,0.4903,802532.02709622,392816.921290603091
1653609600,2022-05-27 00:00:00,QRDO/USDT,0.4899,0.5123,0.4616,0.4774,2601521.96583668,1265483.242923086289
1653523200,2022-05-26 00:00:00,QRDO/USDT,0.5274,0.5361,0.472,0.4881,2484136.94376667,1240844.613869596228
1653436800,2022-05-25 00:00:00,QRDO/USDT,0.5446,0.555,0.5126,0.5275,1068057.8561337,573174.004067297228
1653350400,2022-05-24 00:00:00,QRDO/USDT,0.5818,0.5869,0.5114,0.5432,2940027.26225028,1592000.707793544517
1653264000,2022-05-23 00:00:00,QRDO/USDT,0.5362,0.5996,0.5292,0.5818,2398310.92241315,1359424.57549997882
