https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UNI,Volume EUR
1661904000,2022-08-31 00:00:00,UNI/EUR,6.18796,6.39077,6.07975,6.07975,4453.67498212,27077.23047254407
1661817600,2022-08-30 00:00:00,UNI/EUR,6.32358,6.45300,5.95895,6.14813,8412.25056522,51719.61006754604
1661731200,2022-08-29 00:00:00,UNI/EUR,5.76260,6.32806,5.71999,6.32200,12016.31399521,75967.13707771762
1661644800,2022-08-28 00:00:00,UNI/EUR,6.04389,6.13207,5.75716,5.75716,16890.00289476,97238.44906559648
1661558400,2022-08-27 00:00:00,UNI/EUR,6.18462,6.20572,5.98793,6.05485,11150.06938498,67511.99761564616
1661472000,2022-08-26 00:00:00,UNI/EUR,7.01234,7.01444,6.12091,6.18513,28740.67468945,177764.80924195788
1661385600,2022-08-25 00:00:00,UNI/EUR,7.08147,7.23240,6.97078,7.02562,3712.16479303,26080.259213207428
1661299200,2022-08-24 00:00:00,UNI/EUR,7.12121,7.30000,6.93842,7.08155,9576.82620934,67818.77364275168
1661212800,2022-08-23 00:00:00,UNI/EUR,7.02893,7.21000,6.84680,7.13872,6404.27307113,45718.31225833716
1661126400,2022-08-22 00:00:00,UNI/EUR,7.17382,7.28727,6.63719,7.00579,11161.71380758,78196.62297600589
1661040000,2022-08-21 00:00:00,UNI/EUR,6.97353,7.28244,6.97353,7.28243,6424.89175355,46788.82445280513
1660953600,2022-08-20 00:00:00,UNI/EUR,6.91449,7.15078,6.75212,7.00349,11685.07429958,81836.30100636554
1660867200,2022-08-19 00:00:00,UNI/EUR,7.49457,7.54638,6.79643,6.79643,29609.24250023,201237.14400583817
1660780800,2022-08-18 00:00:00,UNI/EUR,7.81182,8.03810,7.39951,7.50862,6201.00966804,46561.0252136385
1660694400,2022-08-17 00:00:00,UNI/EUR,8.21527,8.49751,7.75500,7.81977,15425.11632282,120620.86186769816
1660608000,2022-08-16 00:00:00,UNI/EUR,8.26064,8.40884,8.09228,8.15111,24868.46428716,202705.58793571274
1660521600,2022-08-15 00:00:00,UNI/EUR,8.58251,8.91982,8.22000,8.33748,33066.79040496,275693.70366554585
1660435200,2022-08-14 00:00:00,UNI/EUR,8.73101,9.33986,8.55019,8.69829,46839.28231124,407421.6609350358
1660348800,2022-08-13 00:00:00,UNI/EUR,8.91033,9.06220,8.71466,8.77664,9594.41972526,84206.76793750594
1660262400,2022-08-12 00:00:00,UNI/EUR,8.61399,9.00000,8.55690,9.00000,6296.56206397,56669.05857573
1660176000,2022-08-11 00:00:00,UNI/EUR,8.85441,9.26386,7.95001,8.60783,44496.31110873,383016.68165105936
1660089600,2022-08-10 00:00:00,UNI/EUR,8.24879,9.10000,8.03922,8.91952,28336.30399211,252746.230183705
1660003200,2022-08-09 00:00:00,UNI/EUR,8.62395,8.68121,7.93728,8.29474,31946.03694193,264984.0704637044
1659916800,2022-08-08 00:00:00,UNI/EUR,8.63028,9.05853,8.62745,8.68815,13703.04515216,119054.11173873891
1659830400,2022-08-07 00:00:00,UNI/EUR,8.60076,8.81620,8.53978,8.63393,5088.94908289,43937.63015523645
1659744000,2022-08-06 00:00:00,UNI/EUR,8.81718,8.93982,8.59546,8.71900,3667.21422288,31974.440809290718
1659657600,2022-08-05 00:00:00,UNI/EUR,8.62116,9.06226,8.61139,8.81404,38010.68866749,335027.7303428036
1659571200,2022-08-04 00:00:00,UNI/EUR,8.77584,8.92456,8.40000,8.63828,30666.58392275,264906.5385682129
1659484800,2022-08-03 00:00:00,UNI/EUR,8.03922,9.20000,7.99065,8.82353,50721.45450140,447542.275436738
1659398400,2022-08-02 00:00:00,UNI/EUR,8.20000,8.48954,7.64223,8.29523,17552.93151210,145605.6040671173
1659312000,2022-08-01 00:00:00,UNI/EUR,8.26791,8.36698,7.87740,8.18544,14576.24218756,119312.95585174112
1659225600,2022-07-31 00:00:00,UNI/EUR,8.60000,8.93798,8.16809,8.26660,16898.89372535,139696.39486997834
1659139200,2022-07-30 00:00:00,UNI/EUR,8.87905,8.94593,8.37699,8.54506,16010.52918725,136810.9325368025
1659052800,2022-07-29 00:00:00,UNI/EUR,9.01961,9.20000,8.44298,8.84932,28772.94566237,254621.0035089241
1658966400,2022-07-28 00:00:00,UNI/EUR,7.84314,9.60000,7.82117,9.09328,33250.23175983,302353.66745702695
1658880000,2022-07-27 00:00:00,UNI/EUR,6.58006,8.00000,6.42732,7.87548,19930.13288438,156959.362928277
1658793600,2022-07-26 00:00:00,UNI/EUR,6.85000,6.85000,6.17023,6.56829,51504.63673887,338297.3904455525
1658707200,2022-07-25 00:00:00,UNI/EUR,7.09612,7.34000,6.61204,6.90985,50598.12724626,349625.4695525697
1658620800,2022-07-24 00:00:00,UNI/EUR,6.87609,7.15000,6.79028,7.15000,5567.13695840,39805.02925256
1658534400,2022-07-23 00:00:00,UNI/EUR,6.70000,6.95694,6.58164,6.84392,7244.26479861,49579.16874050295
1658448000,2022-07-22 00:00:00,UNI/EUR,7.15525,7.30565,6.68904,6.85802,17253.51235325,118324.93278883556
1658361600,2022-07-21 00:00:00,UNI/EUR,6.77864,7.15000,6.54319,7.04274,14860.75826884,104660.45669029023
1658275200,2022-07-20 00:00:00,UNI/EUR,7.16347,7.43561,6.69694,6.78486,25265.53233707,171423.09973249276
1658188800,2022-07-19 00:00:00,UNI/EUR,7.15372,7.63190,7.15372,7.16901,24360.51099597,174640.7469352189
1658102400,2022-07-18 00:00:00,UNI/EUR,6.95092,7.33471,6.82945,7.24205,11350.81871346,82203.19666381298
1658016000,2022-07-17 00:00:00,UNI/EUR,7.35126,7.35126,6.85000,6.95270,11595.43921706,80619.61024445307
1657929600,2022-07-16 00:00:00,UNI/EUR,6.72862,7.59958,6.65000,7.26910,10331.15794120,75098.22019037692
1657843200,2022-07-15 00:00:00,UNI/EUR,7.05548,7.19950,6.69885,6.74076,11404.20974435,76873.04087632471
1657756800,2022-07-14 00:00:00,UNI/EUR,6.10159,7.05668,6.05130,6.95918,64820.71392616,451099.01594065415
1657670400,2022-07-13 00:00:00,UNI/EUR,5.52324,6.10150,5.24825,6.07970,22379.50447620,136060.67336395313
1657584000,2022-07-12 00:00:00,UNI/EUR,5.48694,5.79998,5.48694,5.61968,16546.77107966,92987.5585009437
1657497600,2022-07-11 00:00:00,UNI/EUR,6.03416,6.18712,5.20369,5.60413,42742.88763641,239536.69888983434
1657411200,2022-07-10 00:00:00,UNI/EUR,6.33426,6.34613,5.89000,6.15724,10236.45451361,63028.30718938004
1657324800,2022-07-09 00:00:00,UNI/EUR,5.83179,6.50000,5.83179,6.44038,22320.64502169,143753.43578479186
1657238400,2022-07-08 00:00:00,UNI/EUR,5.65409,5.85000,5.43353,5.77837,10568.48377172,61068.6095719937
1657152000,2022-07-07 00:00:00,UNI/EUR,5.24337,5.69924,5.19056,5.65680,37061.04925805,209646.94344293722
1657065600,2022-07-06 00:00:00,UNI/EUR,5.17082,5.35000,5.06425,5.28314,36534.58557458,193017.3304324866
1656979200,2022-07-05 00:00:00,UNI/EUR,5.12892,5.28182,4.91509,5.20264,15562.89991851,80968.16563203686
1656892800,2022-07-04 00:00:00,UNI/EUR,4.70097,5.07927,4.53453,5.06658,10681.63305402,54119.34839883665
1656806400,2022-07-03 00:00:00,UNI/EUR,4.66506,4.73037,4.55933,4.70251,9295.03493062,43709.99471158986
1656720000,2022-07-02 00:00:00,UNI/EUR,4.68728,4.84575,4.53913,4.77008,29948.39491417,142856.23961218403
1656633600,2022-07-01 00:00:00,UNI/EUR,4.73003,4.86758,4.55342,4.68326,17380.11822185,81395.61246366122
1656547200,2022-06-30 00:00:00,UNI/EUR,4.87961,4.87961,4.47000,4.59800,7368.37021603,33879.76625330594
1656460800,2022-06-29 00:00:00,UNI/EUR,4.67487,4.99063,4.57225,4.86064,20875.79528612,101469.72559952631
1656374400,2022-06-28 00:00:00,UNI/EUR,5.05808,5.18871,4.63548,4.65512,43353.79344412,201817.1109375919
1656288000,2022-06-27 00:00:00,UNI/EUR,5.35688,5.59312,5.00492,5.05421,22254.54025688,112479.11991172546
1656201600,2022-06-26 00:00:00,UNI/EUR,5.34167,5.74000,5.21579,5.30913,14790.91988016,78526.91646335386
1656115200,2022-06-25 00:00:00,UNI/EUR,5.19002,5.40038,4.99190,5.35548,25780.58790893,138067.42293451645
1656028800,2022-06-24 00:00:00,UNI/EUR,5.43857,5.50000,5.09336,5.20749,31022.56986963,161549.7223703995
1655942400,2022-06-23 00:00:00,UNI/EUR,4.71692,5.36726,4.71692,5.27373,58098.66295013,306396.66175998905
1655856000,2022-06-22 00:00:00,UNI/EUR,4.47713,5.05000,4.35111,4.84329,58263.11674329,282185.170691609
1655769600,2022-06-21 00:00:00,UNI/EUR,4.08076,4.93761,4.03112,4.57857,73137.27451741,334864.1309871779
1655683200,2022-06-20 00:00:00,UNI/EUR,3.99291,4.16010,3.79796,4.08290,30698.33704932,125338.24033866863
1655596800,2022-06-19 00:00:00,UNI/EUR,3.45441,4.03726,3.33514,3.97445,26706.09298524,106142.03126518712
1655510400,2022-06-18 00:00:00,UNI/EUR,3.83237,3.86802,3.19618,3.46915,25180.27137202,87354.13843024318
1655424000,2022-06-17 00:00:00,UNI/EUR,3.62569,3.78410,3.62568,3.72983,28482.47058360,106234.77325682879
1655337600,2022-06-16 00:00:00,UNI/EUR,4.14103,4.16754,3.56146,3.59351,25743.39596014,92509.15081672269
1655251200,2022-06-15 00:00:00,UNI/EUR,3.69455,4.20448,3.22113,4.19803,57731.76941956,242359.69997639547
1655164800,2022-06-14 00:00:00,UNI/EUR,3.52170,3.70377,3.22317,3.70377,48736.88173503,180510.20046375206
1655078400,2022-06-13 00:00:00,UNI/EUR,3.85953,3.89241,3.29938,3.52013,57801.26632533,203467.9716297839
1654992000,2022-06-12 00:00:00,UNI/EUR,4.19048,4.24752,3.88041,3.88041,35673.92237846,138429.44513659997
1654905600,2022-06-11 00:00:00,UNI/EUR,4.58318,4.71788,4.12996,4.14206,24052.89348634,99628.52799402946
1654819200,2022-06-10 00:00:00,UNI/EUR,4.91369,4.91369,4.57246,4.61929,47708.48913034,220379.34675488828
1654732800,2022-06-09 00:00:00,UNI/EUR,4.74600,4.94462,4.74600,4.90277,22964.99072279,112592.06756597314
1654646400,2022-06-08 00:00:00,UNI/EUR,4.88035,4.94435,4.73203,4.78198,16962.57201408,81114.68011989028
1654560000,2022-06-07 00:00:00,UNI/EUR,4.99755,5.03733,4.66628,4.86841,53799.84715096,261919.71386820517
1654473600,2022-06-06 00:00:00,UNI/EUR,4.83120,5.03479,4.83120,4.97590,41259.23253939,205301.8151927507
1654387200,2022-06-05 00:00:00,UNI/EUR,4.72392,4.85663,4.58931,4.82972,16197.32205445,78228.53027281826
1654300800,2022-06-04 00:00:00,UNI/EUR,4.74594,4.80816,4.66930,4.80816,506.22883849,2434.029252074078
1654214400,2022-06-03 00:00:00,UNI/EUR,4.92218,4.92746,4.65887,4.76511,9318.17073755,44402.10856320688
1654128000,2022-06-02 00:00:00,UNI/EUR,4.81253,4.92432,4.75000,4.87602,7977.52076601,38898.55080548008
1654041600,2022-06-01 00:00:00,UNI/EUR,5.34648,5.34649,4.80535,4.83403,13960.26271030,67484.3287494715
1653955200,2022-05-31 00:00:00,UNI/EUR,5.29000,5.46160,5.16973,5.30335,27934.88940864,148148.49574531094
1653868800,2022-05-30 00:00:00,UNI/EUR,4.59325,5.25071,4.57041,5.24275,23242.31195358,121853.63099463155
1653782400,2022-05-29 00:00:00,UNI/EUR,4.62838,4.63039,4.44544,4.59399,13206.15814776,60668.95846922795
1653696000,2022-05-28 00:00:00,UNI/EUR,4.37417,4.64723,4.37417,4.64143,23774.27484436,110346.63249085782
1653609600,2022-05-27 00:00:00,UNI/EUR,4.62676,4.71727,4.28678,4.34203,36902.18612384,160230.39921529702
1653523200,2022-05-26 00:00:00,UNI/EUR,5.30498,5.38746,4.40579,4.67349,42172.49851398,197092.75008010038
1653436800,2022-05-25 00:00:00,UNI/EUR,5.23491,5.41000,5.05000,5.25778,18366.91956800,96569.22236623905
1653350400,2022-05-24 00:00:00,UNI/EUR,5.27684,5.40082,4.92364,5.23177,33602.62946233,175801.2287421342
1653264000,2022-05-23 00:00:00,UNI/EUR,5.23998,5.59638,5.03876,5.25530,54626.28081771,287077.49358131137
1653177600,2022-05-22 00:00:00,UNI/EUR,4.95216,5.23000,4.86361,5.18613,11785.10652356,61119.09449503023
1653091200,2022-05-21 00:00:00,UNI/EUR,4.75000,5.07307,4.75000,4.95802,3357.18605261,16644.995592561434
1653004800,2022-05-20 00:00:00,UNI/EUR,4.89539,5.21998,4.69407,4.86404,45113.00208058,219431.44664002437
1652918400,2022-05-19 00:00:00,UNI/EUR,4.66182,4.91968,4.50825,4.88975,61495.90489815,300699.600975729
1652832000,2022-05-18 00:00:00,UNI/EUR,5.21701,5.23012,4.66058,4.66631,37947.19613671,177073.38080469126
1652745600,2022-05-17 00:00:00,UNI/EUR,4.83431,5.16328,4.80084,5.13678,77422.87891543,397704.29595520254
1652659200,2022-05-16 00:00:00,UNI/EUR,5.17468,5.17468,4.71091,4.82759,60355.86751175,291373.3824410492
1652572800,2022-05-15 00:00:00,UNI/EUR,4.94116,5.23525,4.79815,5.21216,52394.43790632,273088.1934778049
1652486400,2022-05-14 00:00:00,UNI/EUR,4.92707,5.14261,4.56239,4.98750,35873.73571841,178920.25689556985
1652400000,2022-05-13 00:00:00,UNI/EUR,4.46718,5.25000,4.46718,4.94641,55491.18156761,274482.1354178418
1652313600,2022-05-12 00:00:00,UNI/EUR,4.65833,5.25000,3.37282,4.54021,79822.80615777,362412.3027455689
1652227200,2022-05-11 00:00:00,UNI/EUR,5.76893,5.88662,4.46000,4.66192,168059.82182060,783481.4445418916
1652140800,2022-05-10 00:00:00,UNI/EUR,5.62867,6.30000,5.50000,5.76797,156024.48741833,899944.562694305
1652054400,2022-05-09 00:00:00,UNI/EUR,6.74671,6.84339,5.61964,5.61964,163824.98520069,920637.4398332055
1651968000,2022-05-08 00:00:00,UNI/EUR,6.81775,6.95282,6.52113,6.71161,23044.34236550,154664.63866371347
1651881600,2022-05-07 00:00:00,UNI/EUR,7.16201,7.23460,6.62026,6.82624,34949.53968746,238573.94579612694
1651795200,2022-05-06 00:00:00,UNI/EUR,6.95439,7.28000,6.45321,7.22067,55624.28315670,401644.59266108903
1651708800,2022-05-05 00:00:00,UNI/EUR,7.46785,7.57504,6.65000,6.96135,26274.21564007,182904.0110460013
1651622400,2022-05-04 00:00:00,UNI/EUR,6.51364,7.50000,6.50845,7.47910,52379.47199766,391751.3090176989
1651536000,2022-05-03 00:00:00,UNI/EUR,6.58187,6.76979,6.37400,6.47996,24675.90442742,159898.8736535045
1651449600,2022-05-02 00:00:00,UNI/EUR,6.74146,6.80791,6.34974,6.65107,20596.95809593,136991.81008309714
1651363200,2022-05-01 00:00:00,UNI/EUR,6.41760,6.85573,6.27946,6.75669,17314.42357222,116988.19260618315
1651276800,2022-04-30 00:00:00,UNI/EUR,7.24123,7.39542,6.07963,6.41663,12704.87890438,81522.50712421184
1651190400,2022-04-29 00:00:00,UNI/EUR,7.77479,7.81426,7.12423,7.23542,20552.64599836,148707.02590945392
1651104000,2022-04-28 00:00:00,UNI/EUR,7.75206,7.92647,7.65000,7.77252,11589.05056506,90076.12729794015
1651017600,2022-04-27 00:00:00,UNI/EUR,7.53514,7.95481,7.51492,7.78612,16028.76770275,124801.90878573582
1650931200,2022-04-26 00:00:00,UNI/EUR,8.17089,8.20000,7.45000,7.51840,14513.39426004,109117.50340468474
1650844800,2022-04-25 00:00:00,UNI/EUR,8.06986,8.17558,7.61887,8.16407,63723.74952315,520245.15176946326
1650758400,2022-04-24 00:00:00,UNI/EUR,8.26607,8.46536,8.04165,8.04165,24282.30245118,195269.77750653165
1650672000,2022-04-23 00:00:00,UNI/EUR,8.25841,8.53924,8.20976,8.28802,13669.96453758,113296.93948675378
1650585600,2022-04-22 00:00:00,UNI/EUR,8.14900,8.45024,8.11188,8.23702,31604.96048782,260330.69163738308
1650499200,2022-04-21 00:00:00,UNI/EUR,8.59604,8.92000,7.97189,8.15557,41091.65617040,335125.87831362913
1650412800,2022-04-20 00:00:00,UNI/EUR,8.83650,8.93618,8.40000,8.57015,47788.91514306,409558.17111329566
1650326400,2022-04-19 00:00:00,UNI/EUR,8.71543,8.91928,8.55004,8.78322,11783.61669690,103498.09784454602
1650240000,2022-04-18 00:00:00,UNI/EUR,8.51769,8.69264,8.23347,8.69264,12452.80754091,108247.77294241592
1650153600,2022-04-17 00:00:00,UNI/EUR,8.96324,8.98305,8.50000,8.54911,3703.21656678,31659.205783224566
1650067200,2022-04-16 00:00:00,UNI/EUR,9.02393,9.06373,8.80583,8.91488,2478.47637450,22095.31946150256
1649980800,2022-04-15 00:00:00,UNI/EUR,8.80484,9.21174,8.78530,9.07395,6996.87488769,63489.292887154676
1649894400,2022-04-14 00:00:00,UNI/EUR,8.88540,8.97199,8.61773,8.76073,7255.32998528,63561.98706194206
1649808000,2022-04-13 00:00:00,UNI/EUR,8.59628,8.92890,8.55106,8.86359,16518.35693022,146411.9433031287
1649721600,2022-04-12 00:00:00,UNI/EUR,8.21227,8.71278,8.21227,8.58609,39699.35491908,340862.2342771636
1649635200,2022-04-11 00:00:00,UNI/EUR,9.08540,9.08540,8.20100,8.24756,30071.64868481,248017.72682689156
1649548800,2022-04-10 00:00:00,UNI/EUR,9.23760,9.49089,9.05000,9.05000,17393.23438509,157408.7711850645
1649462400,2022-04-09 00:00:00,UNI/EUR,8.98616,9.23096,8.94289,9.18823,4322.33120163,39714.57321675282
1649376000,2022-04-08 00:00:00,UNI/EUR,9.66860,9.69832,8.87577,8.96565,30761.09856024,275793.24330661574
1649289600,2022-04-07 00:00:00,UNI/EUR,9.19109,9.67957,9.04793,9.67957,12821.50715963,124106.67605713976
1649203200,2022-04-06 00:00:00,UNI/EUR,10.06500,10.13010,9.12712,9.12862,44127.96823412,402827.45338135253
1649116800,2022-04-05 00:00:00,UNI/EUR,10.53945,10.84270,10.16400,10.16539,14962.99977690,152104.7283021015
1649030400,2022-04-04 00:00:00,UNI/EUR,10.71351,11.02592,10.10172,10.47260,30980.70302183,324448.51046641683
1648944000,2022-04-03 00:00:00,UNI/EUR,10.58699,10.87404,10.41406,10.69990,12761.10944469,136542.59494723854
1648857600,2022-04-02 00:00:00,UNI/EUR,10.45549,10.86750,10.39766,10.56608,35891.11618095,379228.40485721215
1648771200,2022-04-01 00:00:00,UNI/EUR,10.18686,10.93837,9.86751,10.45372,17761.65790089,185675.39843169184
1648684800,2022-03-31 00:00:00,UNI/EUR,10.45737,11.17604,9.99000,10.14473,72810.31823379,738641.0196958764
1648598400,2022-03-30 00:00:00,UNI/EUR,10.10379,10.63841,9.79558,10.53148,43393.30988584,456995.7751965262
1648512000,2022-03-29 00:00:00,UNI/EUR,9.95018,10.54248,9.91678,10.13657,21943.07043018,222427.4694304497
1648425600,2022-03-28 00:00:00,UNI/EUR,10.41000,10.55123,9.86000,9.86000,35040.98667091,345504.1285751726
