https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DAG,Volume USDT
1661817600,2022-08-30 00:00:00,DAG/USDT,0.072802,0.082717,0.071411,0.075294,10265455.03691011,779420.30295721714802
1661731200,2022-08-29 00:00:00,DAG/USDT,0.070134,0.073886,0.068,0.072803,5654787.54490452,396798.03661684253524
1661644800,2022-08-28 00:00:00,DAG/USDT,0.072422,0.073145,0.069,0.070292,3845743.77414171,271910.93273978646863
1661558400,2022-08-27 00:00:00,DAG/USDT,0.074,0.074523,0.07,0.07245,4112055.73315696,297447.94886124451767
1661472000,2022-08-26 00:00:00,DAG/USDT,0.079999,0.080601,0.07,0.074,7570160.6685741,576929.64929294632647
1661385600,2022-08-25 00:00:00,DAG/USDT,0.0798,0.083435,0.078023,0.079874,4330290.68051582,349649.44794189357752
1661299200,2022-08-24 00:00:00,DAG/USDT,0.076792,0.083258,0.073393,0.079596,7938605.40606312,621719.99689789659593
1661212800,2022-08-23 00:00:00,DAG/USDT,0.076017,0.079204,0.072207,0.076874,9193830.30750997,701758.22037917123434
1661126400,2022-08-22 00:00:00,DAG/USDT,0.080057,0.082591,0.074,0.076075,9671164.52582256,745439.50248751782544
1661040000,2022-08-21 00:00:00,DAG/USDT,0.076111,0.082392,0.075726,0.080057,5799451.2436891,462956.688845939492
1660953600,2022-08-20 00:00:00,DAG/USDT,0.081545,0.0816,0.07,0.076111,13193714.77975752,1003746.16885771042528
1660867200,2022-08-19 00:00:00,DAG/USDT,0.089828,0.091075,0.079221,0.081534,12132700.10955223,1013076.34204634099226
1660780800,2022-08-18 00:00:00,DAG/USDT,0.097972,0.099999,0.087,0.089864,9374811.86831424,874400.15182420378345
1660694400,2022-08-17 00:00:00,DAG/USDT,0.095835,0.106,0.095276,0.097381,6355087.67024893,626313.87801773179109
1660608000,2022-08-16 00:00:00,DAG/USDT,0.0965,0.097261,0.09,0.095794,7313352.95444021,687221.84686610236429
1660521600,2022-08-15 00:00:00,DAG/USDT,0.103004,0.108179,0.093111,0.096656,8091712.76755839,800041.61403470744856
1660435200,2022-08-14 00:00:00,DAG/USDT,0.112505,0.1165,0.0995,0.103164,6843702.4796866,731272.67026416409699
1660348800,2022-08-13 00:00:00,DAG/USDT,0.111929,0.115338,0.106775,0.112244,5269743.06856239,588537.55625096236783
1660262400,2022-08-12 00:00:00,DAG/USDT,0.109514,0.115013,0.106775,0.111747,5843921.00978021,644037.1532286902583
1660176000,2022-08-11 00:00:00,DAG/USDT,0.111213,0.115999,0.106367,0.11,5258962.99677484,585860.69768491846958
1660089600,2022-08-10 00:00:00,DAG/USDT,0.112723,0.113999,0.103691,0.110783,6791392.11501505,738674.44647011298511
1660003200,2022-08-09 00:00:00,DAG/USDT,0.115709,0.121413,0.108418,0.11277,4793075.2393149,545747.2709378780578
1659916800,2022-08-08 00:00:00,DAG/USDT,0.108409,0.117135,0.108298,0.115213,5098114.65092569,574330.50792697832783
1659830400,2022-08-07 00:00:00,DAG/USDT,0.11062,0.113,0.106581,0.108408,3746003.23369971,412702.81635325948484
1659744000,2022-08-06 00:00:00,DAG/USDT,0.114238,0.118998,0.10823,0.110592,5227700.42672221,589401.72786824919343
1659657600,2022-08-05 00:00:00,DAG/USDT,0.110091,0.115911,0.109035,0.114239,3045656.80984038,343517.64475334150129
1659571200,2022-08-04 00:00:00,DAG/USDT,0.111322,0.117083,0.108201,0.110167,3794713.24138628,420117.46723072168136
1659484800,2022-08-03 00:00:00,DAG/USDT,0.106775,0.120344,0.106018,0.111321,6284036.86050838,712555.28488842706153
1659398400,2022-08-02 00:00:00,DAG/USDT,0.102553,0.109765,0.100001,0.106907,7002494.89053651,731515.98554476802449
1659312000,2022-08-01 00:00:00,DAG/USDT,0.112546,0.115,0.100447,0.102615,8089738.16828999,850595.20949714605212
1659225600,2022-07-31 00:00:00,DAG/USDT,0.108466,0.12,0.107332,0.112174,6805196.88443842,757911.46504155313155
1659139200,2022-07-30 00:00:00,DAG/USDT,0.093058,0.1125,0.092,0.108582,12528102.86084971,1276790.32876407694316
1659052800,2022-07-29 00:00:00,DAG/USDT,0.086176,0.093465,0.085996,0.09303,6357020.18205467,568513.88985778017768
1658966400,2022-07-28 00:00:00,DAG/USDT,0.084459,0.088905,0.081789,0.086175,6801754.78313634,579145.66793200447646
1658880000,2022-07-27 00:00:00,DAG/USDT,0.079326,0.085,0.077402,0.084466,6253354.50671683,506369.50781073740229
1658793600,2022-07-26 00:00:00,DAG/USDT,0.080642,0.081285,0.07712,0.079176,4230959.40560844,333056.4670375773035
1658707200,2022-07-25 00:00:00,DAG/USDT,0.081879,0.082522,0.077501,0.080642,4794299.93382944,383806.92412297411628
1658620800,2022-07-24 00:00:00,DAG/USDT,0.081016,0.082804,0.080746,0.081936,2483713.2746228,203097.15851935680964
1658534400,2022-07-23 00:00:00,DAG/USDT,0.078928,0.081625,0.07771,0.081191,3618460.71323599,285321.01577668234396
1658448000,2022-07-22 00:00:00,DAG/USDT,0.077521,0.081491,0.077415,0.07904,4004549.47471566,318035.95462151257947
1658361600,2022-07-21 00:00:00,DAG/USDT,0.078262,0.082456,0.075001,0.07753,6188277.50365999,476672.26172912192682
1658275200,2022-07-20 00:00:00,DAG/USDT,0.084239,0.086356,0.077907,0.078645,7429108.95462746,605549.45335668693415
1658188800,2022-07-19 00:00:00,DAG/USDT,0.078244,0.085,0.07719,0.084632,5731118.57994054,461752.70171321795953
1658102400,2022-07-18 00:00:00,DAG/USDT,0.073053,0.078645,0.072455,0.078243,4762570.2283071,363842.01001629322511
1658016000,2022-07-17 00:00:00,DAG/USDT,0.071964,0.07675,0.071759,0.073076,3415279.13411164,250858.79213436019175
1657929600,2022-07-16 00:00:00,DAG/USDT,0.070089,0.075,0.06885,0.071881,5056663.91055987,362219.45152271461374
1657843200,2022-07-15 00:00:00,DAG/USDT,0.073429,0.0758,0.070025,0.070092,6567545.43176124,480597.3248875249462
1657756800,2022-07-14 00:00:00,DAG/USDT,0.070728,0.074318,0.068191,0.073403,6935040.25011569,497026.2549678696863
1657670400,2022-07-13 00:00:00,DAG/USDT,0.06996,0.071871,0.06665,0.071084,4082977.26286074,284442.87576780596778
1657584000,2022-07-12 00:00:00,DAG/USDT,0.069552,0.072752,0.069161,0.069707,3264957.88919813,231490.42445902880948
1657497600,2022-07-11 00:00:00,DAG/USDT,0.071421,0.072468,0.069,0.069729,2044257.57267113,144294.64754285886814
1657411200,2022-07-10 00:00:00,DAG/USDT,0.073075,0.073844,0.069,0.07175,2448912.81963947,175467.85821971995508
1657324800,2022-07-09 00:00:00,DAG/USDT,0.071861,0.075403,0.071347,0.0733,2323748.81154589,171504.23602848751813
1657238400,2022-07-08 00:00:00,DAG/USDT,0.07168,0.074643,0.069001,0.071553,4060666.80188813,291178.67747355536716
1657152000,2022-07-07 00:00:00,DAG/USDT,0.070991,0.074,0.068,0.0719,4165322.00754625,297489.61504450030431
1657065600,2022-07-06 00:00:00,DAG/USDT,0.068489,0.074896,0.06743,0.070995,4485612.12637717,314366.49094292099649
1656979200,2022-07-05 00:00:00,DAG/USDT,0.069471,0.073123,0.066455,0.068489,5441407.09099099,375221.75896366577223
1656892800,2022-07-04 00:00:00,DAG/USDT,0.063181,0.0702,0.0625,0.069164,5333324.18227027,360653.04429436302383
1656806400,2022-07-03 00:00:00,DAG/USDT,0.068217,0.068497,0.062123,0.063246,4964019.46666046,321122.2219655124152
1656720000,2022-07-02 00:00:00,DAG/USDT,0.067417,0.068665,0.062501,0.0685,8247251.83625388,541279.59220398383568
1656633600,2022-07-01 00:00:00,DAG/USDT,0.069412,0.076781,0.0671,0.067432,9821697.4624453,689942.83538722977912
1656547200,2022-06-30 00:00:00,DAG/USDT,0.076501,0.0809,0.0681,0.069381,11291948.6057244,823229.19163803929759
1656460800,2022-06-29 00:00:00,DAG/USDT,0.066061,0.079881,0.06475,0.076765,13576760.05239417,975783.23727664180212
1656374400,2022-06-28 00:00:00,DAG/USDT,0.071824,0.074288,0.063,0.065986,8595110.65966563,597439.10014479386852
1656288000,2022-06-27 00:00:00,DAG/USDT,0.073403,0.074981,0.068401,0.072218,6930646.43710711,497904.71165317302947
1656201600,2022-06-26 00:00:00,DAG/USDT,0.074604,0.0786,0.07297,0.073462,4238405.89818069,318290.14883046445113
1656115200,2022-06-25 00:00:00,DAG/USDT,0.074107,0.081,0.070813,0.074633,8401158.05426556,631860.95794739952005
1656028800,2022-06-24 00:00:00,DAG/USDT,0.070988,0.075,0.070301,0.073987,3781128.30832531,275203.32532006729701
1655942400,2022-06-23 00:00:00,DAG/USDT,0.065779,0.073651,0.06548,0.07099,7414093.20692788,518009.3162589046799
1655856000,2022-06-22 00:00:00,DAG/USDT,0.07285,0.074,0.065302,0.066055,7488949.5511906,522077.53198708762477
1655769600,2022-06-21 00:00:00,DAG/USDT,0.065137,0.076,0.063602,0.072883,8942665.73001871,624826.620691370071
1655683200,2022-06-20 00:00:00,DAG/USDT,0.065044,0.06969,0.0627,0.065418,9389171.7281426,614422.86123277550819
1655596800,2022-06-19 00:00:00,DAG/USDT,0.057526,0.065664,0.055722,0.065007,8046724.30038514,485998.55756557568653
1655510400,2022-06-18 00:00:00,DAG/USDT,0.061253,0.063243,0.056,0.057526,9175518.46014587,535595.69687440978074
1655424000,2022-06-17 00:00:00,DAG/USDT,0.058676,0.064789,0.056889,0.061498,7525907.00096706,452896.89845126579009
1655337600,2022-06-16 00:00:00,DAG/USDT,0.062487,0.065,0.056796,0.058292,13521897.94395142,819809.57536113715951
1655251200,2022-06-15 00:00:00,DAG/USDT,0.059775,0.06678,0.051004,0.062479,22843646.08556837,1316788.85597305431361
1655164800,2022-06-14 00:00:00,DAG/USDT,0.0539,0.062277,0.050104,0.059888,14786873.50313809,837066.84897457854618
1655078400,2022-06-13 00:00:00,DAG/USDT,0.056536,0.059662,0.048993,0.0539,40334598.4698459,2135416.49714507270131
1654992000,2022-06-12 00:00:00,DAG/USDT,0.065149,0.067449,0.055,0.056471,13993930.38757398,870839.62029529548817
1654905600,2022-06-11 00:00:00,DAG/USDT,0.067822,0.069659,0.062166,0.064814,11481247.48168523,752124.94509879778574
1654819200,2022-06-10 00:00:00,DAG/USDT,0.076604,0.076604,0.063023,0.067821,17395875.89944002,1224902.87628233694308
1654732800,2022-06-09 00:00:00,DAG/USDT,0.07845,0.08098,0.076126,0.076547,3549131.5518917,277360.79505635174217
1654646400,2022-06-08 00:00:00,DAG/USDT,0.081657,0.081657,0.076159,0.07845,4929917.8001219,387383.05006147942458
1654560000,2022-06-07 00:00:00,DAG/USDT,0.078623,0.0837,0.076133,0.081675,7083614.67150308,566171.59890348819555
1654473600,2022-06-06 00:00:00,DAG/USDT,0.078573,0.084124,0.076904,0.078625,6080124.77708544,493770.87040839077185
1654387200,2022-06-05 00:00:00,DAG/USDT,0.082932,0.083308,0.077322,0.0789,6538365.22582699,522538.06609438563029
1654300800,2022-06-04 00:00:00,DAG/USDT,0.081326,0.085388,0.078883,0.082932,4811795.88259793,393792.13233357264657
1654214400,2022-06-03 00:00:00,DAG/USDT,0.086163,0.089507,0.078008,0.08129,8100159.13635128,670321.16823091114218
1654128000,2022-06-02 00:00:00,DAG/USDT,0.086459,0.089998,0.085,0.086163,7192912.72199368,626415.06286273109066
1654041600,2022-06-01 00:00:00,DAG/USDT,0.091627,0.10284,0.082966,0.086077,14968923.80632454,1376114.89258965420425
1653955200,2022-05-31 00:00:00,DAG/USDT,0.096628,0.0971,0.089423,0.091272,8226227.52786503,767283.53088780889519
1653868800,2022-05-30 00:00:00,DAG/USDT,0.089658,0.0978,0.089501,0.096335,4692392.35585642,442628.0496065390488
1653782400,2022-05-29 00:00:00,DAG/USDT,0.087104,0.095711,0.085685,0.08968,7617501.75258111,686344.87475613684187
1653696000,2022-05-28 00:00:00,DAG/USDT,0.089284,0.09295,0.08,0.08709,11354913.03091145,976876.35146864485653
1653609600,2022-05-27 00:00:00,DAG/USDT,0.096219,0.096379,0.076,0.089382,17123803.73495793,1461292.2165741401299
1653523200,2022-05-26 00:00:00,DAG/USDT,0.101382,0.1088,0.090676,0.09622,11755048.72570179,1151192.66367673275702
1653436800,2022-05-25 00:00:00,DAG/USDT,0.101085,0.1139,0.099,0.101585,6317446.5396727,656344.14892687211647
1653350400,2022-05-24 00:00:00,DAG/USDT,0.1069,0.109035,0.097001,0.101085,6739247.34373598,691774.39664075263806
1653264000,2022-05-23 00:00:00,DAG/USDT,0.11182,0.112705,0.105355,0.106696,4936939.96198735,537054.66132555019292
1653177600,2022-05-22 00:00:00,DAG/USDT,0.110501,0.11519,0.108484,0.1121,3990790.37071954,445635.88333848206499
1653091200,2022-05-21 00:00:00,DAG/USDT,0.107935,0.111704,0.10513,0.110696,4138219.94911438,447721.25824248222653
1653004800,2022-05-20 00:00:00,DAG/USDT,0.110524,0.115,0.099,0.107655,6078411.76340371,649626.38996407936331
1652918400,2022-05-19 00:00:00,DAG/USDT,0.102183,0.115,0.098364,0.110524,7059298.49184597,749791.38880954176815
1652832000,2022-05-18 00:00:00,DAG/USDT,0.110632,0.111442,0.095,0.102494,7951746.14731283,813209.34836791654318
1652745600,2022-05-17 00:00:00,DAG/USDT,0.114451,0.122833,0.106071,0.11063,7396888.15214544,847808.4573320273359
1652659200,2022-05-16 00:00:00,DAG/USDT,0.119425,0.119999,0.107596,0.1144,5753204.01304643,646055.99548199585007
1652572800,2022-05-15 00:00:00,DAG/USDT,0.114083,0.1199,0.1044,0.119425,5126250.09327178,570380.141323008218
1652486400,2022-05-14 00:00:00,DAG/USDT,0.10216,0.1245,0.090909,0.114083,13661747.54922533,1443311.25652872901006
1652400000,2022-05-13 00:00:00,DAG/USDT,0.105486,0.131,0.091232,0.101683,16400109.05381376,1751605.8953008949998
1652313600,2022-05-12 00:00:00,DAG/USDT,0.093994,0.119219,0.06,0.105483,37854506.98008604,3353113.81527119907908
1652227200,2022-05-11 00:00:00,DAG/USDT,0.128098,0.134887,0.085,0.093995,41585677.26947598,4407892.24653463737471
1652140800,2022-05-10 00:00:00,DAG/USDT,0.127827,0.139392,0.124325,0.1284,11413627.9812288,1513467.70873918567252
1652054400,2022-05-09 00:00:00,DAG/USDT,0.155131,0.156316,0.124952,0.127827,18086949.41823867,2509034.85270666457393
1651968000,2022-05-08 00:00:00,DAG/USDT,0.162351,0.1629,0.153,0.155204,4443770.12717077,696457.38876817436045
1651881600,2022-05-07 00:00:00,DAG/USDT,0.160931,0.1645,0.159,0.162517,3549959.17180136,575274.98449323450833
1651795200,2022-05-06 00:00:00,DAG/USDT,0.157923,0.162153,0.152,0.160932,4913087.93519033,774974.88239337225045
1651708800,2022-05-05 00:00:00,DAG/USDT,0.167,0.169,0.155541,0.158239,7693054.43373657,1235800.00199711029808
1651622400,2022-05-04 00:00:00,DAG/USDT,0.156044,0.168545,0.155033,0.166964,8182534.83932019,1309592.31667857474849
1651536000,2022-05-03 00:00:00,DAG/USDT,0.161045,0.17,0.154622,0.156485,6651457.73101822,1071086.03660546180286
1651449600,2022-05-02 00:00:00,DAG/USDT,0.158795,0.162933,0.156697,0.160625,6492212.48756743,1038651.1614913186563
1651363200,2022-05-01 00:00:00,DAG/USDT,0.165087,0.166202,0.156226,0.158499,7205078.47893163,1149833.26437871045248
1651276800,2022-04-30 00:00:00,DAG/USDT,0.173501,0.175216,0.16485,0.165087,7192894.37735936,1235764.60200035350771
1651190400,2022-04-29 00:00:00,DAG/USDT,0.178979,0.184088,0.172997,0.173537,7112019.39003475,1277029.39418297859795
1651104000,2022-04-28 00:00:00,DAG/USDT,0.173892,0.18,0.171967,0.179226,5903204.15275593,1044974.64139887462356
1651017600,2022-04-27 00:00:00,DAG/USDT,0.174001,0.176826,0.172208,0.174031,3629312.30520825,633563.09699100958773
1650931200,2022-04-26 00:00:00,DAG/USDT,0.177907,0.181292,0.174,0.1743,6525441.04236208,1157937.71946071044166
1650844800,2022-04-25 00:00:00,DAG/USDT,0.178547,0.180617,0.168009,0.177785,10097554.45780487,1746462.74971273439259
1650758400,2022-04-24 00:00:00,DAG/USDT,0.177696,0.179892,0.175196,0.178547,4133988.95318645,732374.3046551436617
1650672000,2022-04-23 00:00:00,DAG/USDT,0.179502,0.180422,0.176915,0.178032,3786090.47424787,675849.49481720481773
1650585600,2022-04-22 00:00:00,DAG/USDT,0.185559,0.188102,0.177851,0.179744,4102984.22910271,748908.54675941015045
1650499200,2022-04-21 00:00:00,DAG/USDT,0.188935,0.193735,0.185025,0.18556,6326294.79300705,1199052.80045519909057
1650412800,2022-04-20 00:00:00,DAG/USDT,0.178453,0.19,0.175748,0.189302,7170346.68563969,1298063.72364741899129
1650326400,2022-04-19 00:00:00,DAG/USDT,0.182724,0.190453,0.176143,0.178452,11246322.80641037,2055556.02102809348049
1650240000,2022-04-18 00:00:00,DAG/USDT,0.172736,0.184902,0.172481,0.182733,14152439.10870646,2542496.84813911210753
1650153600,2022-04-17 00:00:00,DAG/USDT,0.161009,0.177825,0.160935,0.17244,6343702.02381859,1077660.55034825963554
1650067200,2022-04-16 00:00:00,DAG/USDT,0.160334,0.1632,0.159022,0.161009,3289278.1334863,530727.85193137998498
1649980800,2022-04-15 00:00:00,DAG/USDT,0.154151,0.160773,0.153823,0.160773,4469878.69848558,705219.1188280802813
1649894400,2022-04-14 00:00:00,DAG/USDT,0.159689,0.163575,0.153338,0.154248,5577635.28621135,890696.66019322560873
1649808000,2022-04-13 00:00:00,DAG/USDT,0.159865,0.16,0.156676,0.159966,4775918.71885809,757539.56105910463995
1649721600,2022-04-12 00:00:00,DAG/USDT,0.14795,0.160513,0.146813,0.159866,6658850.41573812,1026714.45663800621626
1649635200,2022-04-11 00:00:00,DAG/USDT,0.156757,0.157003,0.145642,0.147923,7550663.30623522,1144081.62120564894005
1649548800,2022-04-10 00:00:00,DAG/USDT,0.153918,0.16117,0.150322,0.156757,6616184.78696132,1036210.601745960661
1649462400,2022-04-09 00:00:00,DAG/USDT,0.154147,0.15576,0.14928,0.154233,3243725.13491378,495336.2215348556221
1649376000,2022-04-08 00:00:00,DAG/USDT,0.157832,0.159076,0.1522,0.15418,6230489.92958735,970698.77222542780067
1649289600,2022-04-07 00:00:00,DAG/USDT,0.157827,0.1608,0.151829,0.158014,5969538.94652007,932227.90386677679461
1649203200,2022-04-06 00:00:00,DAG/USDT,0.171537,0.172637,0.157527,0.157892,5868091.87300756,958700.65297070614297
1649116800,2022-04-05 00:00:00,DAG/USDT,0.172163,0.174107,0.170001,0.171895,5077358.59260879,874006.85761362126879
1649030400,2022-04-04 00:00:00,DAG/USDT,0.177224,0.178292,0.167606,0.172105,6257117.69668614,1077339.1042609161659
1648944000,2022-04-03 00:00:00,DAG/USDT,0.180835,0.18392,0.17682,0.177623,4540647.13042036,819815.17187792668305
1648857600,2022-04-02 00:00:00,DAG/USDT,0.19375,0.194428,0.178,0.181186,11375164.38337026,2118187.50264017461479
1648771200,2022-04-01 00:00:00,DAG/USDT,0.189335,0.197104,0.181701,0.1937,9995438.75539576,1898538.75404550422023
1648684800,2022-03-31 00:00:00,DAG/USDT,0.193977,0.210819,0.186452,0.189335,15412222.18090632,3038314.47600716374002
1648598400,2022-03-30 00:00:00,DAG/USDT,0.187243,0.195011,0.185418,0.194304,6723595.61397013,1273873.55949016176788
1648512000,2022-03-29 00:00:00,DAG/USDT,0.176652,0.189698,0.1735,0.18725,10095115.47155085,1847995.39804310430914
1648425600,2022-03-28 00:00:00,DAG/USDT,0.176678,0.182824,0.174196,0.176725,7333486.39586226,1303907.31261615370631
1648339200,2022-03-27 00:00:00,DAG/USDT,0.172248,0.177245,0.165301,0.17656,5861970.24961286,999022.010287506047
1648252800,2022-03-26 00:00:00,DAG/USDT,0.169763,0.1858,0.169613,0.171717,7615640.26085882,1345753.40601281252648
1648166400,2022-03-25 00:00:00,DAG/USDT,0.1639,0.170484,0.1622,0.169989,5213508.07201693,868151.22034937948625
1648080000,2022-03-24 00:00:00,DAG/USDT,0.165063,0.166836,0.16,0.1639,6263483.07317574,1023200.07859139059332
1647993600,2022-03-23 00:00:00,DAG/USDT,0.156784,0.167184,0.151222,0.16505,8190228.93838962,1291069.83197585810569
1647907200,2022-03-22 00:00:00,DAG/USDT,0.150191,0.161,0.147635,0.157183,5083572.15421386,791669.97720489864734
1647820800,2022-03-21 00:00:00,DAG/USDT,0.154263,0.155963,0.150086,0.150191,2952862.26534156,448475.64055881219421
1647734400,2022-03-20 00:00:00,DAG/USDT,0.157438,0.158518,0.1528,0.153916,3361797.0464372,521313.30646288732263
1647648000,2022-03-19 00:00:00,DAG/USDT,0.155902,0.158729,0.151,0.157444,4521589.56663594,697813.72922065713576
1647561600,2022-03-18 00:00:00,DAG/USDT,0.15253,0.156632,0.142,0.155901,6776563.62346025,1006993.74536658700157
1647475200,2022-03-17 00:00:00,DAG/USDT,0.153124,0.155186,0.145985,0.152152,5470483.2158542,822217.17179053772946
1647388800,2022-03-16 00:00:00,DAG/USDT,0.153605,0.158709,0.148899,0.153,6262910.52096773,960150.11327446557894
1647302400,2022-03-15 00:00:00,DAG/USDT,0.1501,0.154978,0.146318,0.153589,4272962.4311144,643144.69430052471614
1647216000,2022-03-14 00:00:00,DAG/USDT,0.158409,0.159018,0.145,0.150104,8075152.51743069,1214079.98792863732575
1647129600,2022-03-13 00:00:00,DAG/USDT,0.161773,0.168633,0.157,0.158393,8200086.81185385,1339111.52022167674953
1647043200,2022-03-12 00:00:00,DAG/USDT,0.137694,0.166,0.137275,0.16256,13421271.92290477,2059355.35410607429034
1646956800,2022-03-11 00:00:00,DAG/USDT,0.12748,0.141358,0.127447,0.137743,5547342.8166659,745320.05216660677807
1646870400,2022-03-10 00:00:00,DAG/USDT,0.132,0.134,0.125671,0.12748,5184860.27263432,674109.72075526930304
1646784000,2022-03-09 00:00:00,DAG/USDT,0.121806,0.135013,0.120733,0.132,8510583.45539733,1103065.65769332500156
1646697600,2022-03-08 00:00:00,DAG/USDT,0.13016,0.133551,0.1199,0.122059,5850581.89836828,740742.42169285107006
1646611200,2022-03-07 00:00:00,DAG/USDT,0.129018,0.132,0.123554,0.130123,5246376.22037254,672450.98499943387448
1646524800,2022-03-06 00:00:00,DAG/USDT,0.122363,0.133579,0.122363,0.128556,5281958.99185017,677050.19452137588721
1646438400,2022-03-05 00:00:00,DAG/USDT,0.126793,0.131051,0.119543,0.122377,6898953.54998765,860642.48753418793409
1646352000,2022-03-04 00:00:00,DAG/USDT,0.132597,0.132597,0.118284,0.126787,10115776.88788942,1264952.58575373501073
1646265600,2022-03-03 00:00:00,DAG/USDT,0.134766,0.139366,0.121,0.1326,13522320.05857158,1785127.38401141753189
1646179200,2022-03-02 00:00:00,DAG/USDT,0.141518,0.146175,0.13336,0.134765,9228516.18652646,1291615.15478093011982
1646092800,2022-03-01 00:00:00,DAG/USDT,0.149123,0.155613,0.141,0.142077,9260187.03118566,1383527.62971610645235
1646006400,2022-02-28 00:00:00,DAG/USDT,0.137584,0.14917,0.1331,0.1486,7011468.87179961,977201.12053699141702
1645920000,2022-02-27 00:00:00,DAG/USDT,0.140204,0.144088,0.131001,0.137182,6645735.11423589,909911.35395995308059
1645833600,2022-02-26 00:00:00,DAG/USDT,0.141611,0.144088,0.137374,0.140201,4980918.72146654,702606.03883289670894
1645747200,2022-02-25 00:00:00,DAG/USDT,0.132876,0.1525,0.132481,0.141611,7869834.43243724,1124110.45218190217503
1645660800,2022-02-24 00:00:00,DAG/USDT,0.145209,0.145728,0.11,0.132474,22083063.38547274,2822062.35780271009516
1645574400,2022-02-23 00:00:00,DAG/USDT,0.145714,0.151376,0.142215,0.14557,6130759.04209094,901981.41911686402123
1645488000,2022-02-22 00:00:00,DAG/USDT,0.140477,0.148149,0.14,0.145713,8695659.00829314,1250308.00394133963857
1645401600,2022-02-21 00:00:00,DAG/USDT,0.148205,0.15691,0.14,0.140001,9157291.75857857,1374942.71384923897842
1645315200,2022-02-20 00:00:00,DAG/USDT,0.150265,0.151785,0.140641,0.148143,5695437.24177508,834733.23996626831516
1645228800,2022-02-19 00:00:00,DAG/USDT,0.155588,0.156014,0.149391,0.150115,3870549.28750204,589442.23738288289597
1645142400,2022-02-18 00:00:00,DAG/USDT,0.164833,0.165101,0.1538,0.155216,6298082.40834738,995795.50067870363639
1645056000,2022-02-17 00:00:00,DAG/USDT,0.174498,0.1813,0.156999,0.164832,11942043.04938008,1999154.39027766135881
1644969600,2022-02-16 00:00:00,DAG/USDT,0.178985,0.180168,0.173757,0.174569,4249505.47113178,751799.04139872196449
1644883200,2022-02-15 00:00:00,DAG/USDT,0.166059,0.181639,0.16577,0.17863,7789739.60318301,1359521.50616658850633
1644796800,2022-02-14 00:00:00,DAG/USDT,0.16522,0.168854,0.1615,0.166258,4719096.34694033,777458.49818481341041
1644710400,2022-02-13 00:00:00,DAG/USDT,0.16996,0.173071,0.164566,0.16522,4862243.61066233,823266.78713203422592
1644624000,2022-02-12 00:00:00,DAG/USDT,0.176329,0.176694,0.16996,0.16996,3841397.3099958,667924.47094386835177
1644537600,2022-02-11 00:00:00,DAG/USDT,0.184024,0.189315,0.175379,0.176292,7126166.23683403,1295818.45695159141836
1644451200,2022-02-10 00:00:00,DAG/USDT,0.195149,0.196485,0.182594,0.183774,7451538.56529255,1416616.19338604842322
