https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume JPY
1663545600000.0,2022-09-19 00:00:00,ETH/JPY,190558.25,191087.57,190138.17,190457.78,0.26733978202413156,50916.94139
1663459200000.0,2022-09-18 00:00:00,ETH/JPY,210125.74,210212.2,189567.58,190558.25,149.3859770756711,28466730.36608
1663372800000.0,2022-09-17 00:00:00,ETH/JPY,205179.79,210499.65,201744.27,210125.74,104.20159561170375,21895437.38709
1663286400000.0,2022-09-16 00:00:00,ETH/JPY,211160.78,212103.89,201200.0,205179.79,161.71944656591177,33181562.08531
1663200000000.0,2022-09-15 00:00:00,ETH/JPY,234292.63,237330.92,209000.0,211160.78,463.17164467203617,97803685.76283
1663113600000.0,2022-09-14 00:00:00,ETH/JPY,227648.26,235669.49,223450.75,234292.63,112.4159708681831,26338233.46871
1663027200000.0,2022-09-13 00:00:00,ETH/JPY,245080.68,249000.0,226283.91,227648.26,296.57187396512495,67514071.0731
1662940800000.0,2022-09-12 00:00:00,ETH/JPY,251693.1,253996.51,241230.14,245080.68,46.82194298424502,11475153.6255
1662854400000.0,2022-09-11 00:00:00,ETH/JPY,253088.75,255368.4,245736.95,251693.1,50.937368230634846,12820584.11581
1662768000000.0,2022-09-10 00:00:00,ETH/JPY,245176.68,254538.45,243359.44,253088.75,36.90290605026893,9339710.36363
1662681600000.0,2022-09-09 00:00:00,ETH/JPY,235519.88,248172.12,234602.7,245176.68,36.407944105410024,8926378.86139
1662595200000.0,2022-09-08 00:00:00,ETH/JPY,235580.87,239097.2,230170.78,235519.88,109.72866169484291,25843281.23493
1662508800000.0,2022-09-07 00:00:00,ETH/JPY,223473.61,238500.01,214046.88,235580.87,35.96303030708733,8472201.96758
1662422400000.0,2022-09-06 00:00:00,ETH/JPY,227502.45,239647.28,222744.71,223473.61,127.91799730115784,28586296.64086
1662336000000.0,2022-09-05 00:00:00,ETH/JPY,222263.38,228590.95,219000.02,227502.45,29.054316011453942,6609928.07568
1662249600000.0,2022-09-04 00:00:00,ETH/JPY,218814.32,221965.9,216414.89,221760.56,12.551032690709294,2783324.03807
1662163200000.0,2022-09-03 00:00:00,ETH/JPY,221350.48,222491.66,215837.28,218814.32,27.385000711882107,5992230.30897
1662076800000.0,2022-09-02 00:00:00,ETH/JPY,222605.92,231177.57,217122.51,221350.48,51.36781723129762,11370291.0007
1661990400000.0,2022-09-01 00:00:00,ETH/JPY,216944.3,224275.16,212475.05,222605.92,93.58293078382641,20832114.40343
1661904000000.0,2022-08-31 00:00:00,ETH/JPY,211894.6,223987.19,211894.6,216944.3,182.28193892667383,39545027.64309
1661817600000.0,2022-08-30 00:00:00,ETH/JPY,215284.66,221890.35,204961.47,211894.6,72.11570337587649,15280928.12055
1661731200000.0,2022-08-29 00:00:00,ETH/JPY,197599.95,216477.61,196885.21,215284.66,108.37427892670105,23331319.79148
1661644800000.0,2022-08-28 00:00:00,ETH/JPY,205627.17,207941.88,196985.25,197599.95,61.569714314097745,12166172.46998
1661558400000.0,2022-08-27 00:00:00,ETH/JPY,208026.22,209226.39,199624.92,205627.17,57.0981946272956,11740940.17332
1661472000000.0,2022-08-26 00:00:00,ETH/JPY,231510.34,233668.47,205000.0,208026.22,274.9737328642515,57201746.24704
1661385600000.0,2022-08-25 00:00:00,ETH/JPY,227806.05,235626.04,227599.74,231510.34,25.944530729642572,6006427.13036
1661299200000.0,2022-08-24 00:00:00,ETH/JPY,227974.2,232025.12,220236.58,227806.05,19.7303319452666,4494688.98564
1661212800000.0,2022-08-23 00:00:00,ETH/JPY,223793.38,228998.52,207624.92,227974.2,75.50744531003947,17213749.4386
1661126400000.0,2022-08-22 00:00:00,ETH/JPY,222131.84,224187.02,209696.82,223793.38,80.30887036220642,17972593.54234
1661040000000.0,2022-08-21 00:00:00,ETH/JPY,216342.46,225540.61,214438.29,222103.27,75.74974002107217,16824264.96033
1660953600000.0,2022-08-20 00:00:00,ETH/JPY,220877.37,226781.61,208909.48,216342.46,91.22177953495584,19735144.19017
1660867200000.0,2022-08-19 00:00:00,ETH/JPY,251061.02,251412.5,220000.0,220877.37,50.302548090100856,11110694.52644
1660780800000.0,2022-08-18 00:00:00,ETH/JPY,247820.83,255490.56,246079.36,251061.02,28.017474351255327,7034095.68845
1660694400000.0,2022-08-17 00:00:00,ETH/JPY,252614.17,263000.0,245607.0,247820.83,96.70858800045178,23966402.5464
1660608000000.0,2022-08-16 00:00:00,ETH/JPY,253505.96,257713.05,248492.0,252614.17,51.90420385503315,13111737.37635
1660521600000.0,2022-08-15 00:00:00,ETH/JPY,258220.0,268219.81,248926.46,253505.96,85.52258446894109,21680484.87748
1660435200000.0,2022-08-14 00:00:00,ETH/JPY,264530.64,270755.08,254932.99,258220.0,74.94813745984045,19353108.05488
1660348800000.0,2022-08-13 00:00:00,ETH/JPY,261285.32,269358.67,260309.73,264530.64,199.85045499685782,52866568.76461
1660262400000.0,2022-08-12 00:00:00,ETH/JPY,250678.96,261937.77,248024.74,261285.32,26.87438300368348,7021881.76292
1660176000000.0,2022-08-11 00:00:00,ETH/JPY,246122.97,256588.28,246079.19,250678.96,100.83600097846266,25277463.85584
1660089600000.0,2022-08-10 00:00:00,ETH/JPY,230298.65,250413.0,224394.14,246122.97,69.18157636026413,17027175.04307
1660003200000.0,2022-08-09 00:00:00,ETH/JPY,239766.65,241550.39,225548.82,230298.65,347.5643009496148,80043589.29689
1659916800000.0,2022-08-08 00:00:00,ETH/JPY,229498.01,245000.0,229387.04,239766.65,162.00311857637416,38842945.03061
1659830400000.0,2022-08-07 00:00:00,ETH/JPY,228682.45,233759.83,225677.08,229498.01,81.04527538748593,18599729.42133
1659744000000.0,2022-08-06 00:00:00,ETH/JPY,234441.54,236120.61,228221.56,228682.45,27.362027145939706,6257215.4047
1659657600000.0,2022-08-05 00:00:00,ETH/JPY,213678.22,234919.15,213678.22,234441.54,97.07436207320598,22758262.93896
1659571200000.0,2022-08-04 00:00:00,ETH/JPY,217195.6,222141.33,210643.31,213678.22,67.93328451187023,14515863.31325
1659484800000.0,2022-08-03 00:00:00,ETH/JPY,217537.81,224943.78,213428.58,217195.6,103.30397942343215,22437169.79326
