https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AXS3S,Volume USDT
1660780800,2022-08-18 00:00:00,AXS3S/USDT,0.0897,0.107,0.0857,0.1019,471709.98493011,43033.863655966306
1660694400,2022-08-17 00:00:00,AXS3S/USDT,0.078,0.0938,0.0726,0.0902,568731.70645477,47299.35105796111
1660608000,2022-08-16 00:00:00,AXS3S/USDT,0.0759,0.0812,0.0711,0.078,250478.85494012,19070.98159300539
1660521600,2022-08-15 00:00:00,AXS3S/USDT,0.072,0.0793,0.0651,0.076,314420.55496476,23433.985554218739
1660435200,2022-08-14 00:00:00,AXS3S/USDT,0.0648,0.0747,0.059,0.0716,671790.02169943,44464.261890204647
1660348800,2022-08-13 00:00:00,AXS3S/USDT,0.0719,0.0735,0.0571,0.0646,1089840.99858603,68555.327334777284
1660262400,2022-08-12 00:00:00,AXS3S/USDT,0.0751,0.0813,0.0706,0.0717,241146.37239669,18342.179876340943
1660176000,2022-08-11 00:00:00,AXS3S/USDT,0.0743,0.0772,0.0674,0.0746,345236.83445841,24914.307000918536
1660089600,2022-08-10 00:00:00,AXS3S/USDT,0.0884,0.0952,0.0738,0.0741,398297.70679089,32104.69208492346
1660003200,2022-08-09 00:00:00,AXS3S/USDT,0.0749,0.093,0.0735,0.0864,659374.5220395,54430.579437490194
1659916800,2022-08-08 00:00:00,AXS3S/USDT,0.0772,0.0781,0.0676,0.0756,489859.87060618,35714.765924743778
1659830400,2022-08-07 00:00:00,AXS3S/USDT,0.0855,0.0881,0.0711,0.0772,431602.02030749,33633.962168021784
1659744000,2022-08-06 00:00:00,AXS3S/USDT,0.0793,0.0878,0.0793,0.085,247326.09972458,20356.7075733614
1659657600,2022-08-05 00:00:00,AXS3S/USDT,0.0908,0.0927,0.0775,0.0794,383861.38394965,32443.440846330962
1659571200,2022-08-04 00:00:00,AXS3S/USDT,0.1008,0.1049,0.0822,0.0919,255038.52937671,24559.847089172088
1659484800,2022-08-03 00:00:00,AXS3S/USDT,0.1022,0.112,0.089,0.1013,1111430.06009384,112931.252438846869
1659398400,2022-08-02 00:00:00,AXS3S/USDT,0.0925,0.112,0.0907,0.1024,1649694.72894611,168798.454796001079
1659312000,2022-08-01 00:00:00,AXS3S/USDT,0.0911,0.1011,0.0852,0.0922,1590248.78689801,149552.590019650604
1659225600,2022-07-31 00:00:00,AXS3S/USDT,0.0771,0.092,0.0757,0.0908,1217697.39438106,99622.026859710166
1659139200,2022-07-30 00:00:00,AXS3S/USDT,0.0901,0.0901,0.0595,0.0779,3925838.87142431,271118.50103861324
1659052800,2022-07-29 00:00:00,AXS3S/USDT,0.114,0.1148,0.0693,0.0906,2775749.62348146,244726.486469077605
1658966400,2022-07-28 00:00:00,AXS3S/USDT,0.1236,0.1419,0.1073,0.1147,778752.38890188,97427.665796793318
1658880000,2022-07-27 00:00:00,AXS3S/USDT,0.1848,0.2035,0.118,0.1239,572087.03632325,93649.772999459879
1658793600,2022-07-26 00:00:00,AXS3S/USDT,0.1835,0.2103,0.1757,0.1855,612620.91304863,118904.606916164094
1658707200,2022-07-25 00:00:00,AXS3S/USDT,0.1346,0.185,0.1189,0.1806,1156693.93391448,177799.841746223909
1658620800,2022-07-24 00:00:00,AXS3S/USDT,0.1155,0.1412,0.1036,0.1348,2040253.40106374,252109.666555517928
1658534400,2022-07-23 00:00:00,AXS3S/USDT,0.2352,0.2381,0.114,0.1154,2147159.35354028,307942.763138681027
1658448000,2022-07-22 00:00:00,AXS3S/USDT,0.2183,0.2432,0.187,0.2302,302009.35053665,64396.591470037891
1658361600,2022-07-21 00:00:00,AXS3S/USDT,0.2255,0.2551,0.2099,0.2167,393279.65229386,91361.031369312587
1658275200,2022-07-20 00:00:00,AXS3S/USDT,0.1849,0.2337,0.1608,0.2255,449372.01541511,89150.054152206991
1658188800,2022-07-19 00:00:00,AXS3S/USDT,0.2039,0.2238,0.158,0.184,440207.51907262,83008.648277280897
1658102400,2022-07-18 00:00:00,AXS3S/USDT,0.323,0.3309,0.1984,0.2,243347.90169425,61847.383505952346
1658016000,2022-07-17 00:00:00,AXS3S/USDT,0.3304,0.3495,0.2862,0.3216,267619.86515503,84789.350145693824
1657929600,2022-07-16 00:00:00,AXS3S/USDT,0.3705,0.399,0.3304,0.3343,188695.37076844,67720.531832250763
1657843200,2022-07-15 00:00:00,AXS3S/USDT,0.3717,0.3856,0.3442,0.3684,137007.97128816,50238.035396871038
1657756800,2022-07-14 00:00:00,AXS3S/USDT,0.4328,0.4715,0.3667,0.3722,128660.35447592,52713.526628900353
1657670400,2022-07-13 00:00:00,AXS3S/USDT,0.4977,0.5522,0.4297,0.4323,138236.31934574,66792.335903371868
1657584000,2022-07-12 00:00:00,AXS3S/USDT,0.4505,0.5039,0.4357,0.5039,102926.77547035,48067.199608583303
1657497600,2022-07-11 00:00:00,AXS3S/USDT,0.3747,0.4649,0.3712,0.4458,81461.57549834,32932.205904449169
1657411200,2022-07-10 00:00:00,AXS3S/USDT,0.3288,0.3851,0.3271,0.3742,110681.55652059,40022.973761207345
1657324800,2022-07-09 00:00:00,AXS3S/USDT,0.3497,0.3497,0.303,0.3261,101391.81081273,32370.53868468551
1657238400,2022-07-08 00:00:00,AXS3S/USDT,0.318,0.3663,0.2944,0.3525,150787.71339331,50833.888348066442
1657152000,2022-07-07 00:00:00,AXS3S/USDT,0.355,0.3778,0.3088,0.3196,179640.76710492,60496.99591574264
1657065600,2022-07-06 00:00:00,AXS3S/USDT,0.3893,0.4201,0.3426,0.366,132379.40160073,50128.066419644429
1656979200,2022-07-05 00:00:00,AXS3S/USDT,0.3592,0.4273,0.3124,0.3864,210283.06717027,76680.90995580761
1656892800,2022-07-04 00:00:00,AXS3S/USDT,0.4274,0.4732,0.3523,0.3564,173949.8178577,71213.234575308541
1656806400,2022-07-03 00:00:00,AXS3S/USDT,0.4565,0.4901,0.3854,0.4258,164503.10172426,73227.227953911461
1656720000,2022-07-02 00:00:00,AXS3S/USDT,0.4472,0.5007,0.4342,0.4545,115255.22061553,53646.19285143032
1656633600,2022-07-01 00:00:00,AXS3S/USDT,0.4046,0.4812,0.3606,0.4419,223346.0438291,97444.34240053065
1656547200,2022-06-30 00:00:00,AXS3S/USDT,0.4252,0.5318,0.3901,0.3951,316734.48976278,148454.805761016844
1656460800,2022-06-29 00:00:00,AXS3S/USDT,0.3621,0.4399,0.3255,0.4184,346331.4510013,134766.843554450519
1656374400,2022-06-28 00:00:00,AXS3S/USDT,0.3255,0.3693,0.2651,0.3605,705214.89888102,230800.82832513201
1656288000,2022-06-27 00:00:00,AXS3S/USDT,0.3091,0.354,0.2621,0.3263,930153.18258699,285561.525217129915
1656201600,2022-06-26 00:00:00,AXS3S/USDT,0.2462,0.3231,0.2364,0.3113,778050.04782989,214015.219082661748
1656115200,2022-06-25 00:00:00,AXS3S/USDT,0.2776,0.2878,0.2175,0.2404,1164104.98190613,291653.089039650273
1656028800,2022-06-24 00:00:00,AXS3S/USDT,0.5112,0.514,0.2465,0.2747,866078.94565107,257309.881871572831
1655942400,2022-06-23 00:00:00,AXS3S/USDT,0.6116,0.6151,0.5028,0.515,141775.56749558,78538.658106714647
1655856000,2022-06-22 00:00:00,AXS3S/USDT,0.5179,0.6399,0.5028,0.6153,465032.95833219,267487.528070467204
1655769600,2022-06-21 00:00:00,AXS3S/USDT,0.5626,0.6049,0.3939,0.5069,433635.32943036,217029.718408336162
1655683200,2022-06-20 00:00:00,AXS3S/USDT,0.6716,0.8043,0.4652,0.5538,382794.89071929,245078.106965421465
1655596800,2022-06-19 00:00:00,AXS3S/USDT,0.8432,0.9373,0.5815,0.6827,404581.8358324,316098.283348917947
1655510400,2022-06-18 00:00:00,AXS3S/USDT,0.6819,0.9977,0.6688,0.844,452536.01909805,386139.420985429026
1655424000,2022-06-17 00:00:00,AXS3S/USDT,0.7677,0.7987,0.6501,0.692,271670.9902667,194589.213275059083
1655337600,2022-06-16 00:00:00,AXS3S/USDT,0.5352,0.8199,0.4848,0.754,593912.45634173,413040.431092856022
1655251200,2022-06-15 00:00:00,AXS3S/USDT,0.8299,1.1114,0.5353,0.5353,542248.62258724,459536.307445667572
1655164800,2022-06-14 00:00:00,AXS3S/USDT,1.127,1.4282,0.6607,0.8105,417647.76978147,371534.580067431098
1655078400,2022-06-13 00:00:00,AXS3S/USDT,0.9921,1.3898,0.9402,1.117,579355.53578918,688124.050273213462
1654992000,2022-06-12 00:00:00,AXS3S/USDT,0.7329,0.9965,0.7125,0.983,667766.98987622,572308.153679629526
1654905600,2022-06-11 00:00:00,AXS3S/USDT,0.5807,0.78,0.5131,0.7345,624562.88837828,420225.302587020793
1654819200,2022-06-10 00:00:00,AXS3S/USDT,0.4801,0.605,0.469,0.5835,390212.21947445,210118.433792288094
1654732800,2022-06-09 00:00:00,AXS3S/USDT,0.4779,0.4952,0.4384,0.4794,199821.32166456,94519.03304729961
1654646400,2022-06-08 00:00:00,AXS3S/USDT,0.4653,0.5065,0.4458,0.4744,278447.29721603,132160.309741135166
1654560000,2022-06-07 00:00:00,AXS3S/USDT,0.4103,0.5036,0.4102,0.4654,477804.6468555,224574.005279384943
1654473600,2022-06-06 00:00:00,AXS3S/USDT,0.455,0.4596,0.2694,0.4051,815592.9038905,290905.466865288039
1654387200,2022-06-05 00:00:00,AXS3S/USDT,0.427,0.475,0.4254,0.4557,246109.76684823,112712.281052184404
1654300800,2022-06-04 00:00:00,AXS3S/USDT,0.4711,0.472,0.3903,0.4244,727284.72281726,311765.596067725194
1654214400,2022-06-03 00:00:00,AXS3S/USDT,0.4142,0.5078,0.3862,0.4747,639247.44677665,289896.395765555488
1654128000,2022-06-02 00:00:00,AXS3S/USDT,0.4295,0.4974,0.3921,0.4142,1005190.82452626,456393.874638151109
1654041600,2022-06-01 00:00:00,AXS3S/USDT,0.3095,0.45,0.3062,0.43,1863707.73096047,690727.507437506222
1653955200,2022-05-31 00:00:00,AXS3S/USDT,0.3917,0.3927,0.209,0.3113,5176256.12762927,1417250.883130882314
1653868800,2022-05-30 00:00:00,AXS3S/USDT,1.1721,1.2155,0.3686,0.3879,703596.21870677,401281.924980912348
1653782400,2022-05-29 00:00:00,AXS3S/USDT,1.1817,1.3453,1.1537,1.1646,75479.05126048,95418.736132814355
1653696000,2022-05-28 00:00:00,AXS3S/USDT,1.2593,1.3338,1.1524,1.1791,100743.75765299,123941.127529890105
1653609600,2022-05-27 00:00:00,AXS3S/USDT,1.0641,1.3226,1.0238,1.2621,171933.92885581,210202.977847973918
1653523200,2022-05-26 00:00:00,AXS3S/USDT,0.8888,1.1749,0.7794,1.0713,158169.97028008,154774.875816948552
1653436800,2022-05-25 00:00:00,AXS3S/USDT,0.8586,0.969,0.8227,0.892,38762.25258154,35144.853474356531
1653350400,2022-05-24 00:00:00,AXS3S/USDT,0.9024,1.0106,0.8443,0.8551,80232.29145469,73194.955812281274
1653264000,2022-05-23 00:00:00,AXS3S/USDT,0.8352,0.9372,0.6159,0.9008,280954.91719062,201606.477488239261
1653177600,2022-05-22 00:00:00,AXS3S/USDT,0.9191,0.9686,0.8139,0.8294,90748.82498868,79919.781223499585
1653091200,2022-05-21 00:00:00,AXS3S/USDT,0.9858,1.0506,0.8919,0.9225,73108.52566343,71440.833627193314
1653004800,2022-05-20 00:00:00,AXS3S/USDT,0.8614,1.0534,0.8197,0.979,159653.75082501,149948.35341228622
1652918400,2022-05-19 00:00:00,AXS3S/USDT,0.8899,1.1116,0.8327,0.8567,372030.4636756,355025.588052841767
1652832000,2022-05-18 00:00:00,AXS3S/USDT,0.8559,1.0088,0.8045,0.8908,923871.14089703,837375.629686786169
1652745600,2022-05-17 00:00:00,AXS3S/USDT,1.1419,1.1541,0.7826,0.846,1135865.22372876,1056539.066940741098
1652659200,2022-05-16 00:00:00,AXS3S/USDT,0.8423,1.1899,0.8135,1.1226,1655421.893409,1723269.530384606646
1652572800,2022-05-15 00:00:00,AXS3S/USDT,1.2147,1.36,0.8321,0.84,1468985.13736256,1656692.800647811516
1652486400,2022-05-14 00:00:00,AXS3S/USDT,1.5423,1.7629,1.132,1.2147,1043504.94004454,1504574.422608892847
1652400000,2022-05-13 00:00:00,AXS3S/USDT,2.5412,2.564,0.8388,1.5491,964932.17247058,1404296.713778842384
1652313600,2022-05-12 00:00:00,AXS3S/USDT,3.3049,3.4772,1.3473,2.5423,1845004.6829386,3830983.320283653013
1652227200,2022-05-11 00:00:00,AXS3S/USDT,2.0258,4.2345,1.8514,3.305,2602459.62125593,7138780.523965733406
1652140800,2022-05-10 00:00:00,AXS3S/USDT,1.9833,2.2577,1.2056,2.0258,2308757.55508427,3858330.87945446839
1652054400,2022-05-09 00:00:00,AXS3S/USDT,1.2222,1.9871,1.0977,1.9833,1674152.00034219,2436262.601759571342
1651968000,2022-05-08 00:00:00,AXS3S/USDT,1.5354,1.6864,1.0829,1.2314,1178835.99558311,1537346.780800282312
1651881600,2022-05-07 00:00:00,AXS3S/USDT,1.5935,1.7585,1.4066,1.5424,387975.70486382,594556.920489311883
1651795200,2022-05-06 00:00:00,AXS3S/USDT,1.5423,1.82,1.5062,1.5834,516746.88572287,852907.23753290477
1651708800,2022-05-05 00:00:00,AXS3S/USDT,1.0951,1.641,0.9049,1.526,992114.56021763,1251490.221151910982
1651622400,2022-05-04 00:00:00,AXS3S/USDT,1.9337,2.1532,1.0522,1.0981,608599.56508014,903464.772321985266
1651536000,2022-05-03 00:00:00,AXS3S/USDT,1.7757,2.0518,1.6616,1.9344,392040.33798369,724901.293568430397
1651449600,2022-05-02 00:00:00,AXS3S/USDT,1.5663,1.8904,1.4955,1.771,458581.02041395,789653.171755393773
1651363200,2022-05-01 00:00:00,AXS3S/USDT,2.211,2.4919,1.4085,1.5695,583526.0625762,1002345.220596539306
1651276800,2022-04-30 00:00:00,AXS3S/USDT,1.5071,2.4,1.4392,2.2111,291311.09262743,514772.272948333652
1651190400,2022-04-29 00:00:00,AXS3S/USDT,1.1679,1.5982,1.1154,1.5074,215152.78764507,305561.280489429147
1651104000,2022-04-28 00:00:00,AXS3S/USDT,1.118,1.2321,1.0031,1.168,165364.75207056,187557.058371598706
1651017600,2022-04-27 00:00:00,AXS3S/USDT,1.1332,1.2609,1.0054,1.11,236379.83716123,265215.059316533256
1650931200,2022-04-26 00:00:00,AXS3S/USDT,0.8762,1.1822,0.8506,1.1317,211191.04296713,215003.152289675979
1650844800,2022-04-25 00:00:00,AXS3S/USDT,0.8063,1.0499,0.8062,0.8826,237391.45825271,221020.067878153906
1650758400,2022-04-24 00:00:00,AXS3S/USDT,0.7673,0.8177,0.7493,0.8123,87389.36717953,68184.384380749113
1650672000,2022-04-23 00:00:00,AXS3S/USDT,0.7317,0.7811,0.7278,0.7716,141614.64519244,105883.917336137595
1650585600,2022-04-22 00:00:00,AXS3S/USDT,0.7876,0.7992,0.7,0.7319,379571.5500982,283849.020562535614
1650499200,2022-04-21 00:00:00,AXS3S/USDT,0.7324,0.8179,0.6419,0.7795,164891.81983896,121071.606546261524
1650412800,2022-04-20 00:00:00,AXS3S/USDT,0.6893,0.7736,0.6417,0.738,237190.67241095,168703.57296244612
1650326400,2022-04-19 00:00:00,AXS3S/USDT,0.7377,0.7822,0.6584,0.6821,124124.56510066,89898.816832705462
1650240000,2022-04-18 00:00:00,AXS3S/USDT,0.7934,0.9566,0.7371,0.7403,344378.70343823,288910.353724125157
1650153600,2022-04-17 00:00:00,AXS3S/USDT,0.7005,0.7996,0.6819,0.788,101425.97158142,73809.372730224837
1650067200,2022-04-16 00:00:00,AXS3S/USDT,0.6877,0.7361,0.6573,0.7036,70805.00935054,49472.960859307691
1649980800,2022-04-15 00:00:00,AXS3S/USDT,0.7407,0.7407,0.5819,0.684,272937.61669472,181906.993279893328
1649894400,2022-04-14 00:00:00,AXS3S/USDT,0.6809,0.7912,0.628,0.7424,186794.99585448,135264.356519472829
1649808000,2022-04-13 00:00:00,AXS3S/USDT,0.7286,0.7611,0.6549,0.6774,350133.17810691,246959.646877356779
1649721600,2022-04-12 00:00:00,AXS3S/USDT,0.8556,0.8774,0.6435,0.7381,501829.65650142,370438.910328077618
1649635200,2022-04-11 00:00:00,AXS3S/USDT,0.7101,0.9069,0.695,0.8611,339491.34219244,277840.588300299608
1649548800,2022-04-10 00:00:00,AXS3S/USDT,0.6077,0.7099,0.5961,0.7065,213934.89685942,138948.920487753294
1649462400,2022-04-09 00:00:00,AXS3S/USDT,0.6557,0.656,0.5756,0.6066,249300.62111832,154921.101717762689
1649376000,2022-04-08 00:00:00,AXS3S/USDT,0.5448,0.6798,0.5274,0.6514,280077.32707076,169407.294691165248
1649289600,2022-04-07 00:00:00,AXS3S/USDT,0.5943,0.63,0.5109,0.5417,538083.23830878,304703.012265345192
1649203200,2022-04-06 00:00:00,AXS3S/USDT,0.422,0.5999,0.3998,0.5923,2159761.74811868,1027383.037505005368
1649116800,2022-04-05 00:00:00,AXS3S/USDT,0.3827,0.4248,0.3553,0.4192,393160.86740715,153959.769249537097
1649030400,2022-04-04 00:00:00,AXS3S/USDT,0.3448,0.4184,0.3317,0.3821,405715.02205107,153467.729821095881
1648944000,2022-04-03 00:00:00,AXS3S/USDT,0.3581,0.38,0.3089,0.3395,346541.5703211,117791.006970270442
1648857600,2022-04-02 00:00:00,AXS3S/USDT,0.347,0.3735,0.2025,0.3585,2947254.49922961,802112.947251168738
1648771200,2022-04-01 00:00:00,AXS3S/USDT,0.3985,0.4625,0.326,0.347,734191.89778767,293702.555412198124
1648684800,2022-03-31 00:00:00,AXS3S/USDT,0.3915,0.4306,0.3079,0.3996,837340.31579628,317222.078081726172
1648598400,2022-03-30 00:00:00,AXS3S/USDT,0.4017,0.4426,0.3516,0.3933,1033494.08903627,410739.865220421687
1648512000,2022-03-29 00:00:00,AXS3S/USDT,0.3674,0.4183,0.3,0.4017,2112275.9670273,785108.385531762872
1648425600,2022-03-28 00:00:00,AXS3S/USDT,0.3389,0.3826,0.2807,0.3659,1253960.68154552,411059.595840537861
1648339200,2022-03-27 00:00:00,AXS3S/USDT,0.3619,0.3995,0.334,0.3351,1349144.61046676,498208.697329293389
1648252800,2022-03-26 00:00:00,AXS3S/USDT,0.3017,0.3647,0.2837,0.3601,1576222.18730391,532411.786322777098
1648166400,2022-03-25 00:00:00,AXS3S/USDT,0.3202,0.3614,0.262,0.3035,3923606.7425057,1200682.044466162014
1648080000,2022-03-24 00:00:00,AXS3S/USDT,0.6739,0.6739,0.3009,0.32,3279475.85860034,1425000.660507014058
1647993600,2022-03-23 00:00:00,AXS3S/USDT,1.0214,1.1196,0.6532,0.6743,315377.70856845,258586.13817891011
1647907200,2022-03-22 00:00:00,AXS3S/USDT,1.1834,1.2045,0.945,1.0263,127337.60527592,135011.970920759965
1647820800,2022-03-21 00:00:00,AXS3S/USDT,1.2136,1.2565,1.0586,1.1697,121373.55063876,141437.289455680871
1647734400,2022-03-20 00:00:00,AXS3S/USDT,1.0723,1.2515,1.045,1.2233,88365.66307108,101787.947064319074
1647648000,2022-03-19 00:00:00,AXS3S/USDT,1.1885,1.2104,0.9172,1.0658,137318.70084898,145522.580120791398
1647561600,2022-03-18 00:00:00,AXS3S/USDT,1.2194,1.3265,1.1338,1.1976,107023.08552146,132271.625650156703
1647475200,2022-03-17 00:00:00,AXS3S/USDT,1.204,1.2724,1.1416,1.2167,74245.77174059,90025.152762125351
1647388800,2022-03-16 00:00:00,AXS3S/USDT,1.5507,1.6059,1.1683,1.2052,216949.39987042,299474.202130484463
1647302400,2022-03-15 00:00:00,AXS3S/USDT,1.4605,1.6465,1.3547,1.5537,144361.96263807,219940.024761761173
1647216000,2022-03-14 00:00:00,AXS3S/USDT,1.7713,1.8302,1.4404,1.4634,171220.19649169,270909.125625595787
1647129600,2022-03-13 00:00:00,AXS3S/USDT,1.6403,1.8065,1.4814,1.7552,142660.14032544,232218.338069806297
1647043200,2022-03-12 00:00:00,AXS3S/USDT,1.7177,1.7178,1.4177,1.6269,115220.67837465,183285.901525709026
1646956800,2022-03-11 00:00:00,AXS3S/USDT,1.6371,1.7912,1.4717,1.7125,246336.10722071,409609.528641808004
1646870400,2022-03-10 00:00:00,AXS3S/USDT,1.4622,1.7858,1.4342,1.6341,205639.96676885,339365.37986380253
1646784000,2022-03-09 00:00:00,AXS3S/USDT,1.7342,1.7482,1.3811,1.4747,140011.65776224,210707.251682646467
1646697600,2022-03-08 00:00:00,AXS3S/USDT,1.7812,1.82,1.6058,1.7334,243866.8320627,417001.785434180881
1646611200,2022-03-07 00:00:00,AXS3S/USDT,1.5343,1.8268,1.4014,1.7656,354265.18268274,585414.093312171997
1646524800,2022-03-06 00:00:00,AXS3S/USDT,1.3187,1.5623,1.2778,1.5325,207041.02979235,300119.731438070568
1646438400,2022-03-05 00:00:00,AXS3S/USDT,1.5178,1.606,1.2062,1.3186,206034.24679335,288031.998495257678
1646352000,2022-03-04 00:00:00,AXS3S/USDT,1.2753,1.57,1.2622,1.5173,513781.20921281,736712.49296159355
1646265600,2022-03-03 00:00:00,AXS3S/USDT,1.1377,1.3618,1.1136,1.2723,321711.93946336,399537.634494060242
1646179200,2022-03-02 00:00:00,AXS3S/USDT,1.052,1.1934,0.9517,1.1298,577650.92718312,637273.477854430379
1646092800,2022-03-01 00:00:00,AXS3S/USDT,1.2383,1.3133,0.7668,1.0482,683680.9778167,709583.886635447113
1646006400,2022-02-28 00:00:00,AXS3S/USDT,2.1454,2.2364,1.0737,1.2485,335576.09649913,579472.27800706228
1645920000,2022-02-27 00:00:00,AXS3S/USDT,1.8601,2.2743,1.6833,2.1153,262354.36612341,528778.086921655307
1645833600,2022-02-26 00:00:00,AXS3S/USDT,1.8054,1.9287,1.6143,1.865,211140.824485,385088.589857962162
1645747200,2022-02-25 00:00:00,AXS3S/USDT,2.1233,2.4743,1.6987,1.7949,332132.15572016,687075.422594726845
1645660800,2022-02-24 00:00:00,AXS3S/USDT,2.159,3.0282,2.0001,2.1219,1027528.39028886,2647831.026278472885
1645574400,2022-02-23 00:00:00,AXS3S/USDT,1.882,2.1638,1.6134,2.1479,289270.03215644,551305.327029966766
1645488000,2022-02-22 00:00:00,AXS3S/USDT,2.4362,2.65,1.8638,1.89,438225.20819941,977159.525367471025
1645401600,2022-02-21 00:00:00,AXS3S/USDT,1.937,2.4708,1.5312,2.453,599399.7889922,1132352.270600186699
1645315200,2022-02-20 00:00:00,AXS3S/USDT,1.6736,2.1763,1.662,1.941,576965.19794459,1134149.072399908871
1645228800,2022-02-19 00:00:00,AXS3S/USDT,1.6178,1.8004,1.5106,1.6795,300304.05408828,495546.782622915408
1645142400,2022-02-18 00:00:00,AXS3S/USDT,1.5622,1.7766,1.4201,1.6353,366194.40848595,578089.811845893593
1645056000,2022-02-17 00:00:00,AXS3S/USDT,1.1745,1.5938,1.119,1.5605,695988.13573586,985096.858148453572
1644969600,2022-02-16 00:00:00,AXS3S/USDT,1.199,1.2747,1.0331,1.18,519538.20536911,597629.684357584785
1644883200,2022-02-15 00:00:00,AXS3S/USDT,1.8419,1.8421,1.1621,1.1935,282738.77590195,417082.292734718994
1644796800,2022-02-14 00:00:00,AXS3S/USDT,1.7265,2.0424,1.7195,1.8362,188067.98676876,348123.216483976861
1644710400,2022-02-13 00:00:00,AXS3S/USDT,1.6643,1.8805,1.5304,1.7221,202576.88655835,342067.064437032933
1644624000,2022-02-12 00:00:00,AXS3S/USDT,1.6585,1.864,1.4328,1.6502,326986.97608048,533366.004322304983
1644537600,2022-02-11 00:00:00,AXS3S/USDT,1.4182,1.8468,1.3054,1.6741,410093.34864341,623054.646511212846
1644451200,2022-02-10 00:00:00,AXS3S/USDT,1.191,1.4515,1.1402,1.4106,341944.31064105,437050.951710662346
1644364800,2022-02-09 00:00:00,AXS3S/USDT,1.2278,1.4222,1.1551,1.188,344042.92477702,438545.368115951564
