https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume NKN,Volume BTC
1663372800,2022-09-17 00:00:00,NKN/BTC,0.00000471,0.00000475,0.00000468,0.00000472,3213.4948,0.015076193086
1663286400,2022-09-16 00:00:00,NKN/BTC,0.0000046,0.00000471,0.00000457,0.00000471,4313.4415,0.020020306816
1663200000,2022-09-15 00:00:00,NKN/BTC,0.00000469,0.00000477,0.00000462,0.00000462,9461.036,0.044249708229
1663113600,2022-09-14 00:00:00,NKN/BTC,0.00000471,0.00000478,0.00000465,0.00000475,6721.5535,0.031696076429
1663027200,2022-09-13 00:00:00,NKN/BTC,0.00000467,0.00000504,0.00000457,0.00000472,26561.8207,0.125513079373
1662940800,2022-09-12 00:00:00,NKN/BTC,0.00000466,0.0000049,0.00000459,0.00000471,4744.1234,0.02272844013
1662854400,2022-09-11 00:00:00,NKN/BTC,0.00000482,0.00000511,0.00000468,0.0000047,22752.108,0.112159878597
1662768000,2022-09-10 00:00:00,NKN/BTC,0.00000488,0.00000506,0.00000475,0.00000478,4043.899,0.019441753296
1662681600,2022-09-09 00:00:00,NKN/BTC,0.00000523,0.00000523,0.00000478,0.00000485,3889.6263,0.018991119495
1662595200,2022-09-08 00:00:00,NKN/BTC,0.00000503,0.00000534,0.000005,0.00000517,2168.4984,0.011266256701
1662508800,2022-09-07 00:00:00,NKN/BTC,0.00000487,0.0000051,0.00000485,0.00000502,9195.8796,0.045196233386
1662422400,2022-09-06 00:00:00,NKN/BTC,0.00000499,0.00000507,0.00000483,0.00000496,48700.4175,0.23752970408
1662336000,2022-09-05 00:00:00,NKN/BTC,0.00000509,0.00000512,0.00000496,0.00000496,8506.8321,0.042895028144
1662249600,2022-09-04 00:00:00,NKN/BTC,0.00000505,0.00000514,0.00000501,0.0000051,245.2284,0.001256945151
1662163200,2022-09-03 00:00:00,NKN/BTC,0.00000494,0.00000519,0.00000492,0.000005,351.0356,0.001765737662
