https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GOVI,Volume USDT
1655424000,2022-06-17 00:00:00,GOVI/USDT,0.2298,0.2539,0.222,0.2299,380612.40229577,87795.924010122044
1655337600,2022-06-16 00:00:00,GOVI/USDT,0.283,0.3046,0.227,0.2298,414429.58573531,109532.485775193806
1655251200,2022-06-15 00:00:00,GOVI/USDT,0.2965,0.3061,0.2339,0.2814,361949.13648028,94789.112783386021
1655164800,2022-06-14 00:00:00,GOVI/USDT,0.3014,0.3035,0.2755,0.295,368022.06236829,107929.869709692449
1655078400,2022-06-13 00:00:00,GOVI/USDT,0.347,0.3494,0.2865,0.2999,339627.84111076,106014.897930344579
1654992000,2022-06-12 00:00:00,GOVI/USDT,0.3522,0.366,0.3369,0.3482,337127.6805616,118290.657458103578
1654905600,2022-06-11 00:00:00,GOVI/USDT,0.3749,0.386,0.3509,0.3532,347739.78765711,127168.183628919155
1654819200,2022-06-10 00:00:00,GOVI/USDT,0.3801,0.3986,0.3749,0.3772,344393.14772397,131709.972296235233
1654732800,2022-06-09 00:00:00,GOVI/USDT,0.3843,0.3972,0.372,0.3791,295185.59843144,112632.446177520579
1654646400,2022-06-08 00:00:00,GOVI/USDT,0.3762,0.3928,0.3661,0.3849,267887.10132208,100798.404948460192
1654560000,2022-06-07 00:00:00,GOVI/USDT,0.3709,0.3973,0.3567,0.3775,377191.84591134,139481.070406676707
1654473600,2022-06-06 00:00:00,GOVI/USDT,0.363,0.3744,0.3606,0.3708,232163.09796303,85614.837669233654
1654387200,2022-06-05 00:00:00,GOVI/USDT,0.3634,0.3681,0.3575,0.361,255516.56019873,92899.832361409885
1654300800,2022-06-04 00:00:00,GOVI/USDT,0.3693,0.3751,0.3571,0.3635,295504.65382351,108476.183148525884
1654214400,2022-06-03 00:00:00,GOVI/USDT,0.3725,0.3863,0.3662,0.3692,222012.04891109,82527.521918785759
1654128000,2022-06-02 00:00:00,GOVI/USDT,0.355,0.474,0.3518,0.3737,293840.16234422,109235.136283125611
1654041600,2022-06-01 00:00:00,GOVI/USDT,0.395,0.417,0.35,0.3571,114309.8110757,42693.567180974406
1653955200,2022-05-31 00:00:00,GOVI/USDT,0.389,0.4118,0.3829,0.389,111101.73909776,43815.827774205988
1653868800,2022-05-30 00:00:00,GOVI/USDT,0.3631,0.4045,0.3557,0.389,217965.7778,83119.64833046
1653782400,2022-05-29 00:00:00,GOVI/USDT,0.35,0.3697,0.35,0.361,258838.97362384,93044.981250708432
1653696000,2022-05-28 00:00:00,GOVI/USDT,0.3685,0.3764,0.35,0.3538,256067.13312805,92443.94963235802
1653609600,2022-05-27 00:00:00,GOVI/USDT,0.3778,0.3839,0.3501,0.3653,255150.16732581,93433.642087685737
1653523200,2022-05-26 00:00:00,GOVI/USDT,0.4112,0.4242,0.3768,0.3768,291964.47952421,116613.352065204828
1653436800,2022-05-25 00:00:00,GOVI/USDT,0.4151,0.468,0.4095,0.4142,264886.21209204,109870.482513869191
1653350400,2022-05-24 00:00:00,GOVI/USDT,0.42,0.445,0.4014,0.415,191821.99899363,79490.095621038531
1653264000,2022-05-23 00:00:00,GOVI/USDT,0.4323,0.4687,0.387,0.4235,66846.9091438,29003.122049917259
1653177600,2022-05-22 00:00:00,GOVI/USDT,0.4105,0.4581,0.403,0.4354,75207.20908423,32265.573208802478
1653091200,2022-05-21 00:00:00,GOVI/USDT,0.3927,0.4527,0.3877,0.4104,37490.03815932,15518.202014279645
1653004800,2022-05-20 00:00:00,GOVI/USDT,0.437,0.4515,0.3844,0.389,44208.51870759,18345.317547458922
1652918400,2022-05-19 00:00:00,GOVI/USDT,0.42,0.4467,0.404,0.4369,45351.40070352,19017.444975365294
1652832000,2022-05-18 00:00:00,GOVI/USDT,0.435,0.4386,0.4139,0.4142,6263.3129848,2654.711086473923
1652745600,2022-05-17 00:00:00,GOVI/USDT,0.4371,0.495,0.4299,0.4299,50103.7310486,22431.369080104572
1652659200,2022-05-16 00:00:00,GOVI/USDT,0.4568,0.4773,0.4177,0.4378,36315.96077745,16042.783972523232
1652572800,2022-05-15 00:00:00,GOVI/USDT,0.44,0.615,0.419,0.459,86779.41511159,40270.739320467616
1652486400,2022-05-14 00:00:00,GOVI/USDT,0.4263,0.498,0.4136,0.4338,27063.1594529,11755.04798463108
1652400000,2022-05-13 00:00:00,GOVI/USDT,0.423,0.4899,0.42,0.4339,41389.95635437,18889.213867218677
1652313600,2022-05-12 00:00:00,GOVI/USDT,0.4897,0.5069,0.3737,0.432,250224.65983049,107908.917382139283
1652227200,2022-05-11 00:00:00,GOVI/USDT,0.5694,0.6052,0.485,0.485,378509.93876818,201948.265426487659
1652140800,2022-05-10 00:00:00,GOVI/USDT,0.54,0.6047,0.54,0.5638,441837.46093918,254485.852690403069
1652054400,2022-05-09 00:00:00,GOVI/USDT,0.5995,0.6051,0.5326,0.5403,330446.96182135,191546.848394450734
1651968000,2022-05-08 00:00:00,GOVI/USDT,0.6351,0.6431,0.5835,0.5928,496063.54187602,306314.990846257244
1651881600,2022-05-07 00:00:00,GOVI/USDT,0.655,0.6639,0.6303,0.6379,754693.75060646,485966.105685383299
1651795200,2022-05-06 00:00:00,GOVI/USDT,0.6608,0.6678,0.6424,0.6641,710253.29473158,463703.752822012176
1651708800,2022-05-05 00:00:00,GOVI/USDT,0.7254,0.7345,0.6581,0.6593,539111.3454403,380314.66414159974
1651622400,2022-05-04 00:00:00,GOVI/USDT,0.7006,0.7298,0.685,0.7225,518854.63830213,364879.863451908338
1651536000,2022-05-03 00:00:00,GOVI/USDT,0.6973,0.72,0.6913,0.7005,517972.52672621,366324.3876610512
1651449600,2022-05-02 00:00:00,GOVI/USDT,0.6996,0.7389,0.6762,0.702,499656.06871215,351451.959958923559
1651363200,2022-05-01 00:00:00,GOVI/USDT,0.7005,0.7226,0.6922,0.7058,456269.84183516,320761.685966380095
1651276800,2022-04-30 00:00:00,GOVI/USDT,0.7472,0.7516,0.695,0.6983,490119.34463547,353845.889357595734
1651190400,2022-04-29 00:00:00,GOVI/USDT,0.7772,0.7845,0.735,0.7456,424863.64413607,321883.763269415032
1651104000,2022-04-28 00:00:00,GOVI/USDT,0.7649,0.7953,0.7558,0.7791,518045.97585383,400807.74187154253
1651017600,2022-04-27 00:00:00,GOVI/USDT,0.7941,0.8347,0.75,0.7648,404497.98960793,318659.434071539835
1650931200,2022-04-26 00:00:00,GOVI/USDT,0.8574,0.904,0.788,0.7928,510815.0697361,431670.642789771426
1650844800,2022-04-25 00:00:00,GOVI/USDT,0.8003,0.8586,0.783,0.8574,625448.07338777,503840.254528777195
1650758400,2022-04-24 00:00:00,GOVI/USDT,0.8192,0.8375,0.7976,0.7983,627257.07594109,508914.579993607171
1650672000,2022-04-23 00:00:00,GOVI/USDT,0.8184,0.8413,0.8016,0.8176,385678.12142955,314497.375362442891
1650585600,2022-04-22 00:00:00,GOVI/USDT,0.8501,0.8583,0.81,0.8182,388839.97229148,325523.187095960406
1650499200,2022-04-21 00:00:00,GOVI/USDT,0.8668,0.9022,0.8445,0.849,472833.56964339,415331.521410573208
1650412800,2022-04-20 00:00:00,GOVI/USDT,0.8896,0.9107,0.8499,0.8669,730441.01002286,644788.801100696171
1650326400,2022-04-19 00:00:00,GOVI/USDT,0.8588,0.8995,0.8422,0.8951,340557.30287901,296766.7077888904
1650240000,2022-04-18 00:00:00,GOVI/USDT,0.8706,0.8828,0.8193,0.8657,21958.38944123,18724.893857444278
1650153600,2022-04-17 00:00:00,GOVI/USDT,0.8724,0.891,0.8657,0.8754,4601.71333043,4047.209725419685
1650067200,2022-04-16 00:00:00,GOVI/USDT,0.8736,0.8799,0.864,0.8657,924.3504981,803.811907595682
1649980800,2022-04-15 00:00:00,GOVI/USDT,0.8657,0.8798,0.8657,0.8775,14110.42358911,12253.64709164023
1649894400,2022-04-14 00:00:00,GOVI/USDT,0.8665,0.8933,0.864,0.873,45936.13475184,39851.625511375588
1649808000,2022-04-13 00:00:00,GOVI/USDT,0.8595,0.884,0.8595,0.8665,4454.473476,3867.322314680799
1649721600,2022-04-12 00:00:00,GOVI/USDT,0.8579,0.8668,0.8428,0.8595,9824.5392555,8413.81475398401
1649635200,2022-04-11 00:00:00,GOVI/USDT,0.9015,1,0.84,0.8621,64606.74551278,57118.898700064349
1649548800,2022-04-10 00:00:00,GOVI/USDT,0.8536,0.9736,0.8536,0.9015,158184.93938765,143194.710982909795
1649462400,2022-04-09 00:00:00,GOVI/USDT,0.8871,0.92,0.8475,0.8532,26721.9483631,23471.927629497963
1649376000,2022-04-08 00:00:00,GOVI/USDT,0.8613,0.9011,0.8521,0.884,30227.37060241,26754.021649741812
1649289600,2022-04-07 00:00:00,GOVI/USDT,0.8921,0.8921,0.8485,0.8613,46392.15904153,40228.564319229525
1649203200,2022-04-06 00:00:00,GOVI/USDT,0.9772,0.9828,0.8763,0.8894,38337.09047697,35140.780098332371
1649116800,2022-04-05 00:00:00,GOVI/USDT,1.0226,1.0502,0.977,0.977,27512.13689735,27627.759283898008
1649030400,2022-04-04 00:00:00,GOVI/USDT,1.0249,1.0412,0.987,1.0242,37264.13424358,37670.025620689428
1648944000,2022-04-03 00:00:00,GOVI/USDT,1.028,1.0365,1.0007,1.0291,124022.01279575,125856.054325129583
1648857600,2022-04-02 00:00:00,GOVI/USDT,1.0339,1.0638,1.0075,1.0317,169045.77157566,175792.420568901463
1648771200,2022-04-01 00:00:00,GOVI/USDT,1.0169,1.0457,0.9668,1.0371,313089.90035173,314620.774913187315
1648684800,2022-03-31 00:00:00,GOVI/USDT,1.0175,1.0515,0.9699,1.0207,747774.68421528,744434.219936978284
1648598400,2022-03-30 00:00:00,GOVI/USDT,1.0446,1.0572,0.99,1.0137,836079.54002095,862211.714511036425
1648512000,2022-03-29 00:00:00,GOVI/USDT,1.1221,1.15,1.0426,1.0467,979601.02435603,1083418.309479453872
1648425600,2022-03-28 00:00:00,GOVI/USDT,1.1497,1.185,1.1174,1.1306,726108.81754266,842228.740329266912
1648339200,2022-03-27 00:00:00,GOVI/USDT,1.1275,1.1778,1.0984,1.147,845027.80137229,956471.177483729809
1648252800,2022-03-26 00:00:00,GOVI/USDT,1.1426,1.179,1.122,1.1275,1056633.37985824,1209627.860845509944
1648166400,2022-03-25 00:00:00,GOVI/USDT,1.142,1.1798,1.1199,1.1483,690228.54973385,789209.204663218938
1648080000,2022-03-24 00:00:00,GOVI/USDT,1.1336,1.179,1.1175,1.1422,831577.17329205,948149.062945230105
1647993600,2022-03-23 00:00:00,GOVI/USDT,1.1351,1.1609,1.11,1.1336,719378.23078364,812205.214140357898
1647907200,2022-03-22 00:00:00,GOVI/USDT,1.1538,1.1721,1.132,1.1351,747015.63166588,858209.37738986841
1647820800,2022-03-21 00:00:00,GOVI/USDT,1.19,1.1901,1.105,1.1501,259448.33564734,296247.267862045373
1647734400,2022-03-20 00:00:00,GOVI/USDT,1.1995,1.221,1.1276,1.19,292999.69470336,347979.676739778824
1647648000,2022-03-19 00:00:00,GOVI/USDT,1.1515,1.2106,1.1452,1.2021,338380.74166406,398958.425781759331
1647561600,2022-03-18 00:00:00,GOVI/USDT,1.1669,1.208,1.1221,1.1495,386896.77135157,445979.020015511523
1647475200,2022-03-17 00:00:00,GOVI/USDT,1.1171,1.196,1.0882,1.1667,326342.70796121,370006.805315522869
1647388800,2022-03-16 00:00:00,GOVI/USDT,1.082,1.146,1.0635,1.12,394116.1029182,432269.591113002667
1647302400,2022-03-15 00:00:00,GOVI/USDT,1.073,1.0858,1.0031,1.082,197969.82563636,208849.08182822154
1647216000,2022-03-14 00:00:00,GOVI/USDT,1.04,1.1169,1.04,1.073,18539.73080574,20135.40893741083
1647129600,2022-03-13 00:00:00,GOVI/USDT,1.1495,1.16,1.0324,1.04,20871.99298811,22884.996915423101
1647043200,2022-03-12 00:00:00,GOVI/USDT,1.1331,1.187,1.1323,1.1521,5796.08734931,6649.46760832785
1646956800,2022-03-11 00:00:00,GOVI/USDT,1.1908,1.2006,1.1331,1.1331,4189.06085084,4885.295140057036
1646870400,2022-03-10 00:00:00,GOVI/USDT,1.2042,1.2255,1.1512,1.1908,6863.48932724,8178.052225453936
1646784000,2022-03-09 00:00:00,GOVI/USDT,1.0984,1.2977,1.0956,1.2018,26137.70619859,31204.829330828851
1646697600,2022-03-08 00:00:00,GOVI/USDT,1.0997,1.1566,1.0799,1.0984,19959.46423269,22321.465327590551
1646611200,2022-03-07 00:00:00,GOVI/USDT,1.104,1.307,1.06,1.0997,51680.34137921,59346.070580278966
1646524800,2022-03-06 00:00:00,GOVI/USDT,1.186,1.1933,1.1023,1.1108,21722.04278998,24374.917359452786
1646438400,2022-03-05 00:00:00,GOVI/USDT,1.2251,1.2444,1.1742,1.1871,6277.46399593,7457.327525912584
1646352000,2022-03-04 00:00:00,GOVI/USDT,1.2798,1.2798,1.2,1.21,6307.81457712,7729.995994623152
1646265600,2022-03-03 00:00:00,GOVI/USDT,1.3522,1.3532,1.2677,1.2677,8663.13832706,11206.616445527159
1646179200,2022-03-02 00:00:00,GOVI/USDT,1.3879,1.5,1.3196,1.3349,28330.18928394,39398.97593195133
1646092800,2022-03-01 00:00:00,GOVI/USDT,1.2936,1.408,1.2796,1.375,19717.04818436,26518.179938067218
1646006400,2022-02-28 00:00:00,GOVI/USDT,1.2116,1.3337,1.1697,1.2782,8617.76889209,10708.877694516549
1645920000,2022-02-27 00:00:00,GOVI/USDT,1.2894,1.3069,1.19,1.2251,6693.13544876,8321.644957823391
1645833600,2022-02-26 00:00:00,GOVI/USDT,1.2172,1.307,1.1966,1.3052,14785.94110799,18237.842443632155
1645747200,2022-02-25 00:00:00,GOVI/USDT,1.2207,1.2639,1.2089,1.22,13245.44456907,16373.5353390563
1645660800,2022-02-24 00:00:00,GOVI/USDT,1.2255,1.2686,0.9333,1.2207,116414.94807837,127863.030522379859
1645574400,2022-02-23 00:00:00,GOVI/USDT,1.1705,1.2814,1.1379,1.2146,24795.02299376,29826.700501166583
1645488000,2022-02-22 00:00:00,GOVI/USDT,1.1548,1.1823,1.0873,1.1664,40360.85310591,46293.733868193362
1645401600,2022-02-21 00:00:00,GOVI/USDT,1.2304,1.3205,1.1111,1.15,91234.22938684,111729.162983576943
1645315200,2022-02-20 00:00:00,GOVI/USDT,1.4033,1.4102,1.2147,1.2331,56200.90611999,73609.113976680963
1645228800,2022-02-19 00:00:00,GOVI/USDT,1.3871,1.4814,1.3756,1.4025,26755.48494587,38078.624581576336
1645142400,2022-02-18 00:00:00,GOVI/USDT,1.5002,1.581,1.35,1.3981,122075.82243319,175651.985453915575
1645056000,2022-02-17 00:00:00,GOVI/USDT,1.7901,1.85,1.48,1.5001,100446.23657247,164755.460857054744
1644969600,2022-02-16 00:00:00,GOVI/USDT,1.6335,1.8261,1.5536,1.7931,200137.27446103,334924.963067695201
1644883200,2022-02-15 00:00:00,GOVI/USDT,1.379,1.6699,1.3614,1.6357,91637.50920056,135403.422768483631
1644796800,2022-02-14 00:00:00,GOVI/USDT,1.2691,1.3826,1.2279,1.376,52431.93306994,68071.383058490546
1644710400,2022-02-13 00:00:00,GOVI/USDT,1.365,1.3813,1.2548,1.2629,72813.44672886,95089.982547770828
1644624000,2022-02-12 00:00:00,GOVI/USDT,1.2016,1.5679,1.1618,1.3707,457756.17893322,611620.751127288262
1644537600,2022-02-11 00:00:00,GOVI/USDT,1.0912,1.2199,1.055,1.2016,130297.44276236,142514.441363316384
1644451200,2022-02-10 00:00:00,GOVI/USDT,1.0916,1.1659,1.0821,1.0912,152470.47789688,170223.093823345201
1644364800,2022-02-09 00:00:00,GOVI/USDT,1.0234,1.0945,1.0009,1.0895,137563.80961642,145676.199819955752
1644278400,2022-02-08 00:00:00,GOVI/USDT,1.0607,1.0943,1.0001,1.0235,223624.4529466,232231.734314465764
1644192000,2022-02-07 00:00:00,GOVI/USDT,1.0412,1.0888,1.0287,1.062,412309.68451455,435969.680394973402
1644105600,2022-02-06 00:00:00,GOVI/USDT,1.0267,1.0756,1.0106,1.0434,427567.2216184,439842.211747359283
1644019200,2022-02-05 00:00:00,GOVI/USDT,0.995,1.0548,0.9765,1.0234,469898.2124376,478503.950176523619
1643932800,2022-02-04 00:00:00,GOVI/USDT,0.8679,1.0001,0.8626,0.9968,341670.0242616,311343.18327222802
1643846400,2022-02-03 00:00:00,GOVI/USDT,0.8739,0.9281,0.8411,0.8675,282032.07704383,244793.019917206634
1643760000,2022-02-02 00:00:00,GOVI/USDT,0.8967,0.9279,0.8674,0.8752,209750.07266506,187289.791665046645
