https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FIL,Volume USDT
1663347600,2022-09-16 17:00:00,FIL/USDT,5.7273,5.7606,5.6745,5.7231,8458.39666329,48320.913882120831
1663344000,2022-09-16 16:00:00,FIL/USDT,5.7682,5.7686,5.6692,5.731,8698.55444486,49731.8228142657
1663340400,2022-09-16 15:00:00,FIL/USDT,5.7455,5.7964,5.7373,5.7682,7579.3971064,43765.081472155303
1663336800,2022-09-16 14:00:00,FIL/USDT,5.679,5.7844,5.6735,5.7493,8438.55860378,48423.545923045756
1663333200,2022-09-16 13:00:00,FIL/USDT,5.7532,5.7644,5.6537,5.6801,7096.86062869,40458.956726862394
1663329600,2022-09-16 12:00:00,FIL/USDT,5.7863,5.7863,5.7433,5.7517,5111.08347064,29470.493174671961
1663326000,2022-09-16 11:00:00,FIL/USDT,5.7571,5.7967,5.7419,5.7884,3697.80953979,21324.831300422047
1663322400,2022-09-16 10:00:00,FIL/USDT,5.7261,5.7785,5.7185,5.7619,8498.12037518,48913.30980733366
1663318800,2022-09-16 09:00:00,FIL/USDT,5.6749,5.7309,5.6749,5.7232,8401.44511119,47967.183706516625
1663315200,2022-09-16 08:00:00,FIL/USDT,5.733,5.7359,5.6614,5.6727,13894.18270138,79203.813159121984
1663311600,2022-09-16 07:00:00,FIL/USDT,5.7496,5.7561,5.7288,5.7336,3558.78729888,20464.317222908453
1663308000,2022-09-16 06:00:00,FIL/USDT,5.7493,5.7723,5.7357,5.753,4549.35176687,26158.019806142367
1663304400,2022-09-16 05:00:00,FIL/USDT,5.7409,5.7731,5.7409,5.7476,4634.99919055,26702.084360096078
1663300800,2022-09-16 04:00:00,FIL/USDT,5.7445,5.7759,5.7388,5.7408,6632.9634457,38192.103761544124
1663297200,2022-09-16 03:00:00,FIL/USDT,5.72,5.7467,5.7034,5.7465,7485.69256589,42870.518686588228
1663293600,2022-09-16 02:00:00,FIL/USDT,5.7348,5.7449,5.6692,5.7085,6148.21296561,35070.214857458877
1663290000,2022-09-16 01:00:00,FIL/USDT,5.7581,5.7686,5.7174,5.7378,7043.28096618,40450.212084559549
1663286400,2022-09-16 00:00:00,FIL/USDT,5.7271,5.7678,5.6468,5.7617,4927.39159025,28097.541483367424
1663282800,2022-09-15 23:00:00,FIL/USDT,5.6828,5.7271,5.6469,5.7255,5644.01765164,32124.922450764992
1663279200,2022-09-15 22:00:00,FIL/USDT,5.769,5.7698,5.6298,5.685,17307.08006827,98354.752336537213
1663275600,2022-09-15 21:00:00,FIL/USDT,5.8039,5.8039,5.7613,5.774,1330.05558858,7696.570928028196
1663272000,2022-09-15 20:00:00,FIL/USDT,5.7919,5.8048,5.772,5.8048,3472.36697278,20112.816490495451
1663268400,2022-09-15 19:00:00,FIL/USDT,5.7625,5.8048,5.7536,5.7891,3639.79043035,21006.299846070334
1663264800,2022-09-15 18:00:00,FIL/USDT,5.787,5.8048,5.76,5.7644,5198.73675587,30021.624419405355
1663261200,2022-09-15 17:00:00,FIL/USDT,5.7708,5.7969,5.7697,5.7925,13682.56480257,79089.032231657123
1663257600,2022-09-15 16:00:00,FIL/USDT,5.7223,5.7736,5.7058,5.7736,8367.38559167,48034.768550712303
1663254000,2022-09-15 15:00:00,FIL/USDT,5.7168,5.7585,5.659,5.721,13302.49609019,75896.088178154802
1663250400,2022-09-15 14:00:00,FIL/USDT,5.8785,5.8856,5.6895,5.7145,17564.18251726,101321.752209683536
1663246800,2022-09-15 13:00:00,FIL/USDT,5.8829,5.8847,5.8243,5.8788,9803.56916546,57434.187556558866
1663243200,2022-09-15 12:00:00,FIL/USDT,5.8691,5.8999,5.841,5.8795,5780.09705843,33945.895933125039
1663239600,2022-09-15 11:00:00,FIL/USDT,5.84,5.8806,5.8276,5.8601,5503.62794354,32194.729655038171
1663236000,2022-09-15 10:00:00,FIL/USDT,5.8623,5.8994,5.8315,5.8423,10594.53968838,62210.440659962015
1663232400,2022-09-15 09:00:00,FIL/USDT,5.8846,5.8961,5.8542,5.8695,4842.74976895,28409.31931787216
1663228800,2022-09-15 08:00:00,FIL/USDT,5.9101,5.9167,5.846,5.8816,8453.30882745,49702.768501646406
1663225200,2022-09-15 07:00:00,FIL/USDT,5.8863,5.9482,5.8771,5.9138,10083.69559415,59671.257950077069
1663221600,2022-09-15 06:00:00,FIL/USDT,5.8515,5.9304,5.759,5.8843,20672.54753883,120514.611224769605
1663218000,2022-09-15 05:00:00,FIL/USDT,5.8014,5.8573,5.7909,5.8531,8572.7971821,49969.598610213422
1663214400,2022-09-15 04:00:00,FIL/USDT,5.8053,5.8267,5.7651,5.8055,11470.23058068,66426.955363116599
1663210800,2022-09-15 03:00:00,FIL/USDT,5.8396,5.8399,5.7512,5.8008,19363.71219813,112410.795331601773
1663207200,2022-09-15 02:00:00,FIL/USDT,5.9089,5.911,5.7978,5.8464,20127.95415625,117605.317267325681
1663203600,2022-09-15 01:00:00,FIL/USDT,5.9364,5.9392,5.8534,5.9038,19237.49206362,113520.830807693632
1663200000,2022-09-15 00:00:00,FIL/USDT,5.955,5.9733,5.8915,5.9335,12801.98251638,75937.619173671797
1663196400,2022-09-14 23:00:00,FIL/USDT,5.9753,5.9896,5.9404,5.9609,7886.90538568,47023.583778543758
1663192800,2022-09-14 22:00:00,FIL/USDT,5.9341,6.0215,5.9153,5.9761,23236.39085789,138706.524569614244
1663189200,2022-09-14 21:00:00,FIL/USDT,5.8832,5.9463,5.856,5.9422,10524.0627313,62241.419098999085
1663185600,2022-09-14 20:00:00,FIL/USDT,5.8998,5.9083,5.8653,5.8826,5833.60085134,34305.491209152137
1663182000,2022-09-14 19:00:00,FIL/USDT,5.8306,5.9079,5.8263,5.9024,15149.02478183,88816.816104456893
1663178400,2022-09-14 18:00:00,FIL/USDT,5.8551,5.8602,5.7316,5.837,31027.72529016,179859.799850137669
1663174800,2022-09-14 17:00:00,FIL/USDT,5.8438,5.9083,5.8394,5.8588,6855.06229765,40248.085559021956
1663171200,2022-09-14 16:00:00,FIL/USDT,5.883,5.8832,5.81,5.8397,10433.18702819,60997.171835552154
1663167600,2022-09-14 15:00:00,FIL/USDT,5.8963,5.9038,5.8608,5.8828,6347.23628582,37367.178781213299
1663164000,2022-09-14 14:00:00,FIL/USDT,5.8968,5.905,5.8448,5.8966,10548.14812333,62083.910325639074
1663160400,2022-09-14 13:00:00,FIL/USDT,5.9013,5.927,5.8293,5.8971,8406.05160555,49463.391486353351
1663156800,2022-09-14 12:00:00,FIL/USDT,5.8587,5.9595,5.8096,5.905,8865.6769365,52303.62568027772
1663153200,2022-09-14 11:00:00,FIL/USDT,5.8937,5.91,5.82,5.8653,7120.20000107,41767.469210994348
1663149600,2022-09-14 10:00:00,FIL/USDT,5.8937,5.9054,5.8803,5.8918,7949.81659525,46851.027921003926
1663146000,2022-09-14 09:00:00,FIL/USDT,5.8877,5.9123,5.8735,5.8895,3965.20700317,23359.742998321689
1663142400,2022-09-14 08:00:00,FIL/USDT,5.8558,5.8961,5.8046,5.8891,8297.17748816,48509.170303236721
1663138800,2022-09-14 07:00:00,FIL/USDT,5.91,5.9319,5.7702,5.8526,13948.53531013,81561.884849302033
1663135200,2022-09-14 06:00:00,FIL/USDT,5.9422,5.9567,5.8625,5.8983,7732.07148644,45688.972020196095
1663131600,2022-09-14 05:00:00,FIL/USDT,5.9736,5.977,5.9169,5.9347,4141.61280281,24671.111181264667
1663128000,2022-09-14 04:00:00,FIL/USDT,5.9636,5.9881,5.9444,5.9768,19844.67689699,118507.008146898259
1663124400,2022-09-14 03:00:00,FIL/USDT,5.9594,5.9832,5.9392,5.9636,23079.86262338,137795.578539520868
1663120800,2022-09-14 02:00:00,FIL/USDT,5.9326,5.977,5.9265,5.957,9874.0046123,58766.76012505356
1663117200,2022-09-14 01:00:00,FIL/USDT,5.9101,5.9653,5.9034,5.94,11990.00636419,71092.894294654673
1663113600,2022-09-14 00:00:00,FIL/USDT,5.8673,5.919,5.8259,5.9137,8499.60014079,50008.168038975904
1663110000,2022-09-13 23:00:00,FIL/USDT,5.8548,5.8772,5.81,5.8655,12353.55864987,72179.640850493257
1663106400,2022-09-13 22:00:00,FIL/USDT,5.8824,5.8891,5.8124,5.858,14585.98991397,85393.990223355043
1663102800,2022-09-13 21:00:00,FIL/USDT,5.9242,5.9275,5.81,5.8874,16948.17375769,99468.430444481055
1663099200,2022-09-13 20:00:00,FIL/USDT,5.9478,5.9636,5.9159,5.9252,11216.68984497,66637.804347239737
1663095600,2022-09-13 19:00:00,FIL/USDT,5.8856,5.9624,5.8462,5.9462,15884.15758846,93993.751049366037
1663092000,2022-09-13 18:00:00,FIL/USDT,6.0259,6.0278,5.8538,5.8938,33696.44697931,201215.542271287718
1663088400,2022-09-13 17:00:00,FIL/USDT,6.079,6.0912,6.009,6.0259,16500.5129147,99735.557291120517
1663084800,2022-09-13 16:00:00,FIL/USDT,6.0684,6.1071,6.0376,6.0809,9685.06815745,58811.54780067949
1663081200,2022-09-13 15:00:00,FIL/USDT,6.0346,6.109,6.0343,6.0718,13817.02466674,83842.174564762895
1663077600,2022-09-13 14:00:00,FIL/USDT,6.0476,6.1148,5.9952,6.0366,14311.27648856,86682.422243215295
1663074000,2022-09-13 13:00:00,FIL/USDT,6.0515,6.111,6.016,6.0505,27713.53283353,168031.47168122021
1663070400,2022-09-13 12:00:00,FIL/USDT,6.443,6.488,5.9956,6.0543,80723.11059056,497983.373002480804
1663066800,2022-09-13 11:00:00,FIL/USDT,6.427,6.474,6.419,6.4476,10860.93493375,70070.917416640084
1663063200,2022-09-13 10:00:00,FIL/USDT,6.3884,6.449,6.3557,6.4268,8378.56981367,53553.962536249944
1663059600,2022-09-13 09:00:00,FIL/USDT,6.4024,6.4319,6.365,6.3892,15675.76629778,100337.181243026372
1663056000,2022-09-13 08:00:00,FIL/USDT,6.4459,6.4548,6.3597,6.4037,28374.20454595,181753.424513977765
1663052400,2022-09-13 07:00:00,FIL/USDT,6.414,6.464,6.4006,6.448,6884.43773835,44307.011090411483
1663048800,2022-09-13 06:00:00,FIL/USDT,6.4202,6.4942,6.3751,6.41,15010.01796663,96500.561363979234
1663045200,2022-09-13 05:00:00,FIL/USDT,6.412,6.461,6.408,6.418,8971.75103389,57736.184164143219
1663041600,2022-09-13 04:00:00,FIL/USDT,6.467,6.474,6.4118,6.4216,14792.34935987,95225.507828979723
1663038000,2022-09-13 03:00:00,FIL/USDT,6.4275,6.4844,6.3833,6.4641,18359.18846878,118070.993845762071
1663034400,2022-09-13 02:00:00,FIL/USDT,6.3917,6.4365,6.3256,6.4296,7824.27723593,49890.140661197111
1663030800,2022-09-13 01:00:00,FIL/USDT,6.4262,6.4931,6.357,6.3893,19385.11595868,124666.642838101066
1663027200,2022-09-13 00:00:00,FIL/USDT,6.5481,6.5522,6.3334,6.422,54227.49904353,348338.527739219669
1663023600,2022-09-12 23:00:00,FIL/USDT,6.5658,6.6019,6.522,6.5501,13895.46200911,91157.805757232037
1663020000,2022-09-12 22:00:00,FIL/USDT,6.5566,6.651,6.5175,6.5646,70140.43456474,462260.415150199598
1663016400,2022-09-12 21:00:00,FIL/USDT,6.5635,6.5878,6.5034,6.555,14948.90500593,97993.350194050646
1663012800,2022-09-12 20:00:00,FIL/USDT,6.5158,6.5956,6.498,6.5652,23976.3982359,157042.26792064942
1663009200,2022-09-12 19:00:00,FIL/USDT,6.5249,6.578,6.5102,6.5198,9561.2242518,62516.053416371177
1663005600,2022-09-12 18:00:00,FIL/USDT,6.5385,6.5535,6.4752,6.5284,17354.58228506,113029.830064572024
1663002000,2022-09-12 17:00:00,FIL/USDT,6.4671,6.5465,6.4064,6.5332,9892.71978043,63923.169919689241
1662998400,2022-09-12 16:00:00,FIL/USDT,6.5948,6.6082,6.3272,6.4694,67881.38094056,435527.454462624457
1662994800,2022-09-12 15:00:00,FIL/USDT,6.623,6.7946,6.5111,6.5936,56034.64819984,372005.65793983218
1662991200,2022-09-12 14:00:00,FIL/USDT,6.5377,6.7681,6.5327,6.6206,28799.38472628,191061.039870385986
1662987600,2022-09-12 13:00:00,FIL/USDT,6.5313,6.583,6.4942,6.554,16471.43925307,107799.928506935666
1662984000,2022-09-12 12:00:00,FIL/USDT,6.5543,6.5639,6.4879,6.5357,12950.59206509,84696.585478831249
1662980400,2022-09-12 11:00:00,FIL/USDT,6.5692,6.5939,6.5358,6.5546,17312.56766909,113680.295176124592
1662976800,2022-09-12 10:00:00,FIL/USDT,6.5045,6.6295,6.44,6.5617,14882.41053731,97265.219512536363
1662973200,2022-09-12 09:00:00,FIL/USDT,6.5523,6.5603,6.4942,6.5073,9449.00788294,61656.646122521403
1662969600,2022-09-12 08:00:00,FIL/USDT,6.5264,6.5932,6.4659,6.5583,16491.03537435,107763.92749144693
1662966000,2022-09-12 07:00:00,FIL/USDT,6.4671,6.5575,6.4551,6.5271,13429.82756464,87233.294708906029
1662962400,2022-09-12 06:00:00,FIL/USDT,6.4414,6.481,6.4112,6.4767,10618.95984285,68348.632321787345
1662958800,2022-09-12 05:00:00,FIL/USDT,6.3978,6.4687,6.365,6.4455,10932.51892022,70127.033944612022
1662955200,2022-09-12 04:00:00,FIL/USDT,6.3755,6.4143,6.3676,6.399,6607.95225796,42273.680881553943
1662951600,2022-09-12 03:00:00,FIL/USDT,6.4002,6.4446,6.3247,6.3793,28885.38214236,184285.216385323379
1662948000,2022-09-12 02:00:00,FIL/USDT,6.5785,6.5961,6.3704,6.4079,36491.23130999,235712.505052645705
1662944400,2022-09-12 01:00:00,FIL/USDT,6.3776,6.6444,6.3614,6.5752,29467.01756741,191806.822667897188
1662940800,2022-09-12 00:00:00,FIL/USDT,6.4088,6.5225,6.369,6.369,25750.37818587,166147.870094123064
1662937200,2022-09-11 23:00:00,FIL/USDT,6.3949,6.419,6.3429,6.4161,16404.46193564,104720.675510350845
1662933600,2022-09-11 22:00:00,FIL/USDT,6.32,6.4254,6.32,6.3789,18776.49070543,119971.148817150759
1662930000,2022-09-11 21:00:00,FIL/USDT,6.3642,6.401,6.2562,6.318,13605.47953129,86352.144669253445
1662926400,2022-09-11 20:00:00,FIL/USDT,6.4111,6.4214,6.3066,6.3668,25501.915698,162198.89530184337
1662922800,2022-09-11 19:00:00,FIL/USDT,6.4198,6.4485,6.3951,6.4199,12164.68398897,78121.888706898129
1662919200,2022-09-11 18:00:00,FIL/USDT,6.491,6.4991,6.3872,6.4182,20402.0231051,131769.539775717928
1662915600,2022-09-11 17:00:00,FIL/USDT,6.5751,6.5934,6.4866,6.4944,27284.79019328,178367.500660026864
1662912000,2022-09-11 16:00:00,FIL/USDT,6.6595,6.6774,6.563,6.5732,25092.93793767,165982.16875791738
1662908400,2022-09-11 15:00:00,FIL/USDT,6.652,6.6792,6.6118,6.6523,24588.01359739,163476.560142944437
1662904800,2022-09-11 14:00:00,FIL/USDT,6.706,6.724,6.6351,6.652,21334.71054361,142412.393685823509
1662901200,2022-09-11 13:00:00,FIL/USDT,6.7782,6.8349,6.6163,6.7057,55382.8908502,372380.010528805155
1662897600,2022-09-11 12:00:00,FIL/USDT,6.3215,6.9878,6.3037,6.7853,105128.3699241,705156.885946361048
1662894000,2022-09-11 11:00:00,FIL/USDT,6.2972,6.342,6.2972,6.3217,3223.93027475,20364.338097633564
1662890400,2022-09-11 10:00:00,FIL/USDT,6.2859,6.3282,6.2813,6.2959,7673.1126039,48367.694410568597
1662886800,2022-09-11 09:00:00,FIL/USDT,6.3065,6.3145,6.2677,6.2806,4513.91359527,28407.369991894356
1662883200,2022-09-11 08:00:00,FIL/USDT,6.2933,6.321,6.2645,6.305,9422.62753235,59312.14561997741
1662879600,2022-09-11 07:00:00,FIL/USDT,6.2374,6.2991,6.2374,6.2922,7584.96038295,47540.453222878976
1662876000,2022-09-11 06:00:00,FIL/USDT,6.3177,6.3329,6.155,6.2399,18466.30899876,115201.407880492437
1662872400,2022-09-11 05:00:00,FIL/USDT,6.3355,6.3629,6.3033,6.3266,12325.5105926,78053.89770390784
1662868800,2022-09-11 04:00:00,FIL/USDT,6.3887,6.403,6.3313,6.3335,8316.55953605,52937.48788142442
1662865200,2022-09-11 03:00:00,FIL/USDT,6.3949,6.3949,6.3563,6.3886,11817.05914214,75325.01307777045
1662861600,2022-09-11 02:00:00,FIL/USDT,6.3552,6.4062,6.3334,6.4062,10050.27496469,63999.847573173859
1662858000,2022-09-11 01:00:00,FIL/USDT,6.3615,6.3942,6.342,6.36,8784.41214266,56000.216765295282
1662854400,2022-09-11 00:00:00,FIL/USDT,6.3578,6.4024,6.3367,6.3585,13674.07684771,87074.6170972521
1662850800,2022-09-10 23:00:00,FIL/USDT,6.3834,6.4378,6.352,6.352,14499.69846932,92703.994379142797
1662847200,2022-09-10 22:00:00,FIL/USDT,6.3243,6.4126,6.3198,6.3814,17710.91270029,112587.588878137095
1662843600,2022-09-10 21:00:00,FIL/USDT,6.2952,6.3642,6.2891,6.3045,9288.67214568,58822.304945241953
1662840000,2022-09-10 20:00:00,FIL/USDT,6.3049,6.3182,6.2645,6.2962,10245.68145796,64478.889204278572
1662836400,2022-09-10 19:00:00,FIL/USDT,6.2875,6.3227,6.2785,6.3071,5904.67419675,37186.296641670286
1662832800,2022-09-10 18:00:00,FIL/USDT,6.2637,6.3137,6.256,6.285,5087.25071759,31976.22525484345
1662829200,2022-09-10 17:00:00,FIL/USDT,6.2873,6.2873,6.2474,6.2575,8395.89832093,52619.11965987788
1662825600,2022-09-10 16:00:00,FIL/USDT,6.2441,6.3127,6.221,6.2945,16697.50285667,104661.15808472153
1662822000,2022-09-10 15:00:00,FIL/USDT,6.255,6.2933,6.2283,6.2494,9392.49471435,58785.073445357227
1662818400,2022-09-10 14:00:00,FIL/USDT,6.2545,6.2974,6.2402,6.2557,11618.97818537,72848.13876690302
1662814800,2022-09-10 13:00:00,FIL/USDT,6.381,6.3819,6.1949,6.2596,18501.59460915,116288.563041615375
1662811200,2022-09-10 12:00:00,FIL/USDT,6.3059,6.3891,6.2506,6.3871,19807.83229374,125115.594086878378
1662807600,2022-09-10 11:00:00,FIL/USDT,6.347,6.3636,6.3071,6.3071,29254.94301679,185405.971030248944
1662804000,2022-09-10 10:00:00,FIL/USDT,6.33,6.3547,6.265,6.3513,14675.59356183,92580.818914301614
1662800400,2022-09-10 09:00:00,FIL/USDT,6.3273,6.359,6.3168,6.3266,15009.82734583,95098.379805431685
1662796800,2022-09-10 08:00:00,FIL/USDT,6.2987,6.3927,6.2885,6.3276,60637.24014449,384570.419731135722
1662793200,2022-09-10 07:00:00,FIL/USDT,6.484,6.484,6.2455,6.2989,19931.47832085,127290.718093235898
1662789600,2022-09-10 06:00:00,FIL/USDT,6.3555,6.56,6.3555,6.4871,48497.30086364,314425.774348189037
1662786000,2022-09-10 05:00:00,FIL/USDT,6.2962,6.3812,6.2854,6.3565,28037.88437615,176904.965806638134
1662782400,2022-09-10 04:00:00,FIL/USDT,6.3365,6.3876,6.261,6.2999,13083.91587308,82850.029661395563
1662778800,2022-09-10 03:00:00,FIL/USDT,6.3719,6.3897,6.3236,6.3261,14884.93687837,94737.967432900876
1662775200,2022-09-10 02:00:00,FIL/USDT,6.3488,6.3754,6.3104,6.3743,10265.80849162,65098.837050414775
1662771600,2022-09-10 01:00:00,FIL/USDT,6.3921,6.4347,6.3233,6.3402,10063.68426405,64131.067247002364
1662768000,2022-09-10 00:00:00,FIL/USDT,6.3792,6.4082,6.3069,6.3787,19918.26033686,126645.947029793303
1662764400,2022-09-09 23:00:00,FIL/USDT,6.3663,6.4498,6.2824,6.3825,33073.01680146,210625.150733451229
1662760800,2022-09-09 22:00:00,FIL/USDT,6.3839,6.4475,6.3541,6.361,23577.62321537,151030.041005392592
1662757200,2022-09-09 21:00:00,FIL/USDT,6.4238,6.4774,6.3802,6.3901,27498.93880699,176546.267919732314
1662753600,2022-09-09 20:00:00,FIL/USDT,6.3022,6.4579,6.2933,6.4267,78046.81694514,500135.438153696472
1662750000,2022-09-09 19:00:00,FIL/USDT,6.2744,6.3384,6.2727,6.2999,12330.96363525,77758.188596050205
1662746400,2022-09-09 18:00:00,FIL/USDT,6.276,6.296,6.2624,6.2795,27730.05178921,174127.862108812671
1662742800,2022-09-09 17:00:00,FIL/USDT,6.368,6.4051,6.2412,6.2763,24219.97613478,153361.764209278997
1662739200,2022-09-09 16:00:00,FIL/USDT,6.3389,6.4143,6.2668,6.378,23142.87516342,146770.520820838063
1662735600,2022-09-09 15:00:00,FIL/USDT,6.3327,6.3532,6.293,6.3381,67835.97053061,429913.422042859636
1662732000,2022-09-09 14:00:00,FIL/USDT,6.3254,6.3645,6.2644,6.332,20787.68378648,131525.147260988826
1662728400,2022-09-09 13:00:00,FIL/USDT,6.3368,6.3403,6.2436,6.3293,57205.85787813,360134.397782237247
1662724800,2022-09-09 12:00:00,FIL/USDT,6.2439,6.4889,6.236,6.3288,141242.89486964,900685.05391010901
1662721200,2022-09-09 11:00:00,FIL/USDT,6.2003,6.3937,6.1059,6.2433,66182.71945277,412934.718167630604
1662717600,2022-09-09 10:00:00,FIL/USDT,6.1334,6.2108,6.126,6.2003,38499.67714468,237096.41488526626
1662714000,2022-09-09 09:00:00,FIL/USDT,6.1692,6.1716,6.0937,6.1293,12093.91422695,74062.391648621656
1662710400,2022-09-09 08:00:00,FIL/USDT,6.0995,6.1895,6.0995,6.1624,28327.55018215,173821.18837862278
1662706800,2022-09-09 07:00:00,FIL/USDT,6.129,6.1407,6.0842,6.0966,16053.62914364,98037.923372666386
1662703200,2022-09-09 06:00:00,FIL/USDT,6.1544,6.1874,6.1159,6.1315,15334.22067027,94314.123946136208
1662699600,2022-09-09 05:00:00,FIL/USDT,6.0932,6.1765,6.0559,6.1504,23803.78947158,145325.163174050435
1662696000,2022-09-09 04:00:00,FIL/USDT,5.9978,6.0977,5.9731,6.0939,24640.98989175,148972.862453443177
1662692400,2022-09-09 03:00:00,FIL/USDT,5.9133,6.0192,5.9063,5.9954,19848.9167941,118708.567189666998
1662688800,2022-09-09 02:00:00,FIL/USDT,5.8993,5.9483,5.8993,5.9073,9317.75422562,55166.206613199728
1662685200,2022-09-09 01:00:00,FIL/USDT,5.9085,5.9785,5.8961,5.9057,12125.92829865,71867.604753615896
1662681600,2022-09-09 00:00:00,FIL/USDT,5.8695,5.92,5.8578,5.9096,12836.19596142,75620.491474263034
1662678000,2022-09-08 23:00:00,FIL/USDT,5.8454,5.8668,5.8324,5.8588,3657.71896945,21384.927595538442
1662674400,2022-09-08 22:00:00,FIL/USDT,5.8316,5.8498,5.8128,5.8446,5550.13389152,32359.879194057641
1662670800,2022-09-08 21:00:00,FIL/USDT,5.8581,5.8581,5.8193,5.8298,3602.00948884,21018.444074742336
1662667200,2022-09-08 20:00:00,FIL/USDT,5.865,5.8822,5.784,5.8546,40572.70997568,236735.305342980373
1662663600,2022-09-08 19:00:00,FIL/USDT,5.8192,5.8642,5.8021,5.8642,6529.46723683,38029.89729415365
1662660000,2022-09-08 18:00:00,FIL/USDT,5.7852,5.8223,5.7841,5.817,13767.96750314,79893.870606190354
1662656400,2022-09-08 17:00:00,FIL/USDT,5.7736,5.8075,5.7499,5.7879,8605.97923282,49784.993457410078
1662652800,2022-09-08 16:00:00,FIL/USDT,5.7966,5.7997,5.73,5.7728,11740.60057614,67748.789797308102
1662649200,2022-09-08 15:00:00,FIL/USDT,5.8628,5.8655,5.7866,5.8008,11488.39468696,66920.871910361343
1662645600,2022-09-08 14:00:00,FIL/USDT,5.7981,5.8671,5.768,5.8671,13031.04866808,75718.315177579504
1662642000,2022-09-08 13:00:00,FIL/USDT,5.761,5.8257,5.7023,5.7926,19024.97254195,109579.077910804646
1662638400,2022-09-08 12:00:00,FIL/USDT,5.8036,5.8411,5.736,5.7623,17760.35132878,102901.533624311954
