https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LIT,Volume USDT
1663333200,2022-09-16 13:00:00,LIT/USDT,0.6606,0.6621,0.6512,0.6512,548.8953,361.84742909
1663329600,2022-09-16 12:00:00,LIT/USDT,0.6631,0.6631,0.6577,0.6594,679.4248,448.2947234
1663326000,2022-09-16 11:00:00,LIT/USDT,0.6604,0.6634,0.6604,0.6632,596.0832,394.26599199
1663322400,2022-09-16 10:00:00,LIT/USDT,0.6569,0.6612,0.6563,0.6608,1557.0174,1025.84945048
1663318800,2022-09-16 09:00:00,LIT/USDT,0.6546,0.6571,0.6546,0.6559,212.271,139.25658503
1663315200,2022-09-16 08:00:00,LIT/USDT,0.6629,0.6629,0.6505,0.6505,967.7566,637.44856196
1663311600,2022-09-16 07:00:00,LIT/USDT,0.669,0.6691,0.6629,0.6631,1306.4057,868.48197476
1663308000,2022-09-16 06:00:00,LIT/USDT,0.6684,0.6696,0.6669,0.6679,236.9086,158.29798293
1663304400,2022-09-16 05:00:00,LIT/USDT,0.6658,0.6667,0.6658,0.6667,171.1104,113.92574406
1663300800,2022-09-16 04:00:00,LIT/USDT,0.6666,0.6681,0.6651,0.6651,1310.2337,873.93068171
1663297200,2022-09-16 03:00:00,LIT/USDT,0.6644,0.6666,0.6644,0.6666,951.8793,633.57896368
1663293600,2022-09-16 02:00:00,LIT/USDT,0.6689,0.67,0.6595,0.6643,2971.0049,1970.77887565
1663290000,2022-09-16 01:00:00,LIT/USDT,0.6685,0.6711,0.668,0.668,1540.8898,1031.41553122
1663286400,2022-09-16 00:00:00,LIT/USDT,0.666,0.668,0.6585,0.668,1318.3233,873.7036826
1663282800,2022-09-15 23:00:00,LIT/USDT,0.665,0.6666,0.661,0.6621,1124.1423,746.13919428
1663279200,2022-09-15 22:00:00,LIT/USDT,0.668,0.668,0.6621,0.6621,423.9255,282.28082325
1663275600,2022-09-15 21:00:00,LIT/USDT,0.6705,0.6705,0.6664,0.6698,991.9381,663.69141939
1663272000,2022-09-15 20:00:00,LIT/USDT,0.6692,0.6697,0.6672,0.6697,761.0898,509.09520459
1663268400,2022-09-15 19:00:00,LIT/USDT,0.6636,0.6699,0.6636,0.6684,1040.1719,693.12339283
1663264800,2022-09-15 18:00:00,LIT/USDT,0.6666,0.6684,0.6629,0.665,2713.9293,1808.90504694
1663261200,2022-09-15 17:00:00,LIT/USDT,0.6634,0.6656,0.6634,0.6651,567.7527,377.39177081
1663257600,2022-09-15 16:00:00,LIT/USDT,0.6581,0.6629,0.6558,0.6602,1661.9289,1096.66166729
1663254000,2022-09-15 15:00:00,LIT/USDT,0.6526,0.66,0.6498,0.6564,1051.8213,689.31235916
1663250400,2022-09-15 14:00:00,LIT/USDT,0.6708,0.6708,0.653,0.656,1569.9157,1041.16255598
1663246800,2022-09-15 13:00:00,LIT/USDT,0.6701,0.6711,0.664,0.6711,554.4221,369.98728011
1663243200,2022-09-15 12:00:00,LIT/USDT,0.6691,0.6733,0.667,0.6705,774.3636,518.75734463
1663239600,2022-09-15 11:00:00,LIT/USDT,0.663,0.6689,0.662,0.6677,706.4986,469.97026364
1663236000,2022-09-15 10:00:00,LIT/USDT,0.6672,0.6689,0.661,0.661,1160.0733,773.39131522
1663232400,2022-09-15 09:00:00,LIT/USDT,0.6664,0.6687,0.6664,0.6687,1044.9348,697.45661944
1663228800,2022-09-15 08:00:00,LIT/USDT,0.6704,0.6728,0.6639,0.6655,1029.118,687.16074827
1663225200,2022-09-15 07:00:00,LIT/USDT,0.6679,0.6801,0.6679,0.6714,1706.0179,1149.90901046
1663221600,2022-09-15 06:00:00,LIT/USDT,0.6567,0.6716,0.6484,0.6659,2798.7617,1843.63747604
1663218000,2022-09-15 05:00:00,LIT/USDT,0.6497,0.6563,0.6497,0.6563,2997.6507,1955.25048762
1663214400,2022-09-15 04:00:00,LIT/USDT,0.6536,0.6536,0.648,0.6511,8234.2189,5373.60141907
1663210800,2022-09-15 03:00:00,LIT/USDT,0.6658,0.6658,0.6526,0.656,1444.7479,951.91566913
1663207200,2022-09-15 02:00:00,LIT/USDT,0.6736,0.6739,0.6634,0.665,1713.3353,1142.90716242
1663203600,2022-09-15 01:00:00,LIT/USDT,0.6766,0.6782,0.671,0.676,5128.8605,3473.4937421
1663200000,2022-09-15 00:00:00,LIT/USDT,0.6807,0.6807,0.673,0.6777,1092.2178,739.94555834
1663196400,2022-09-14 23:00:00,LIT/USDT,0.6849,0.686,0.6808,0.683,400.6183,272.93915675
1663192800,2022-09-14 22:00:00,LIT/USDT,0.6862,0.6881,0.6848,0.6869,1421.435,976.27994331
1663189200,2022-09-14 21:00:00,LIT/USDT,0.6801,0.686,0.6788,0.686,1876.8951,1284.99651061
1663185600,2022-09-14 20:00:00,LIT/USDT,0.6836,0.6852,0.6819,0.6846,316.1169,215.81758869
1663182000,2022-09-14 19:00:00,LIT/USDT,0.6801,0.6846,0.679,0.6846,8898.6851,6061.08502662
1663178400,2022-09-14 18:00:00,LIT/USDT,0.6801,0.6801,0.6699,0.6769,3889.5959,2631.78487733
1663174800,2022-09-14 17:00:00,LIT/USDT,0.6811,0.6852,0.6803,0.6803,480.8511,328.55218243
1663171200,2022-09-14 16:00:00,LIT/USDT,0.683,0.6833,0.6801,0.682,625.7066,426.70094917
1663167600,2022-09-14 15:00:00,LIT/USDT,0.6831,0.6839,0.6818,0.683,413.5701,282.51167905
1663164000,2022-09-14 14:00:00,LIT/USDT,0.689,0.6897,0.6839,0.6849,881.4458,603.71881418
1663160400,2022-09-14 13:00:00,LIT/USDT,0.687,0.6877,0.6799,0.6877,725.5378,495.64203754
1663156800,2022-09-14 12:00:00,LIT/USDT,0.6822,0.692,0.6788,0.6888,1004.6364,690.66459317
1663153200,2022-09-14 11:00:00,LIT/USDT,0.6829,0.687,0.682,0.682,1785.3562,1219.46216359
1663149600,2022-09-14 10:00:00,LIT/USDT,0.6849,0.6881,0.6804,0.6825,3350.4165,2286.5419096
1663146000,2022-09-14 09:00:00,LIT/USDT,0.6847,0.6862,0.682,0.6862,775.087,529.93792997
1663142400,2022-09-14 08:00:00,LIT/USDT,0.6784,0.6862,0.6752,0.6846,3060.3739,2089.68812365
1663138800,2022-09-14 07:00:00,LIT/USDT,0.685,0.6897,0.675,0.6801,1119.6585,764.64531455
1663135200,2022-09-14 06:00:00,LIT/USDT,0.6896,0.6896,0.6819,0.6819,1400.3481,959.9328222
1663131600,2022-09-14 05:00:00,LIT/USDT,0.6924,0.693,0.6909,0.6924,1116.8669,772.50744169
1663128000,2022-09-14 04:00:00,LIT/USDT,0.691,0.694,0.6905,0.694,1154.8086,799.51893971
1663124400,2022-09-14 03:00:00,LIT/USDT,0.6819,0.6922,0.6809,0.6922,896.5122,615.92585255
1663120800,2022-09-14 02:00:00,LIT/USDT,0.6796,0.6837,0.6796,0.6837,833.4934,568.18167753
1663117200,2022-09-14 01:00:00,LIT/USDT,0.6799,0.682,0.6787,0.6807,825.2681,561.18438855
1663113600,2022-09-14 00:00:00,LIT/USDT,0.6779,0.6801,0.6736,0.6801,2834.2813,1920.9366619
1663110000,2022-09-13 23:00:00,LIT/USDT,0.6824,0.6824,0.6721,0.676,1300.3681,880.05130211
1663106400,2022-09-13 22:00:00,LIT/USDT,0.6846,0.6861,0.683,0.6838,664.5073,454.5361376
1663102800,2022-09-13 21:00:00,LIT/USDT,0.6896,0.6921,0.6818,0.6891,1985.6962,1363.31031026
1663099200,2022-09-13 20:00:00,LIT/USDT,0.6923,0.6941,0.6896,0.6896,2610.1437,1809.31976034
1663095600,2022-09-13 19:00:00,LIT/USDT,0.6883,0.6912,0.6818,0.6912,1193.8738,819.53884723
1663092000,2022-09-13 18:00:00,LIT/USDT,0.6998,0.7008,0.6888,0.6889,1488.946,1035.85392966
1663088400,2022-09-13 17:00:00,LIT/USDT,0.6968,0.703,0.6956,0.6979,1210.5197,845.91850587
1663084800,2022-09-13 16:00:00,LIT/USDT,0.6938,0.7012,0.6938,0.6978,1231.401,859.78243057
1663081200,2022-09-13 15:00:00,LIT/USDT,0.6881,0.6949,0.687,0.6949,2165.0298,1493.49866869
1663077600,2022-09-13 14:00:00,LIT/USDT,0.6862,0.6926,0.6846,0.6848,1536.389,1058.55896042
1663074000,2022-09-13 13:00:00,LIT/USDT,0.6941,0.6951,0.6857,0.6879,2199.4495,1516.81858034
1663070400,2022-09-13 12:00:00,LIT/USDT,0.733,0.7343,0.6868,0.6929,10284.6339,7249.57440034
1663066800,2022-09-13 11:00:00,LIT/USDT,0.7341,0.736,0.7336,0.7342,954.6036,701.34258918
1663063200,2022-09-13 10:00:00,LIT/USDT,0.7302,0.7332,0.7281,0.7332,732.5075,534.89014036
1663059600,2022-09-13 09:00:00,LIT/USDT,0.7357,0.7379,0.7263,0.7291,1791.4888,1312.86534138
1663056000,2022-09-13 08:00:00,LIT/USDT,0.7449,0.7449,0.7331,0.7341,890.0259,658.17705957
1663052400,2022-09-13 07:00:00,LIT/USDT,0.7488,0.752,0.7375,0.7457,1307.1717,974.91839226
1663048800,2022-09-13 06:00:00,LIT/USDT,0.7439,0.7692,0.7439,0.7486,3426.3104,2597.48656744
1663045200,2022-09-13 05:00:00,LIT/USDT,0.735,0.7482,0.734,0.7457,5069.4785,3770.51249452
1663041600,2022-09-13 04:00:00,LIT/USDT,0.731,0.7367,0.731,0.733,1289.8666,945.80214643
1663038000,2022-09-13 03:00:00,LIT/USDT,0.7216,0.7302,0.72,0.7302,1324.1826,957.22041695
1663034400,2022-09-13 02:00:00,LIT/USDT,0.7115,0.7207,0.709,0.7207,509.5571,363.55467413
1663030800,2022-09-13 01:00:00,LIT/USDT,0.7138,0.7156,0.7102,0.712,1220.5187,869.40351168
1663027200,2022-09-13 00:00:00,LIT/USDT,0.7184,0.721,0.7076,0.712,1571.9995,1121.2213435
1663023600,2022-09-12 23:00:00,LIT/USDT,0.721,0.724,0.7195,0.7211,279.1579,201.29312923
1663020000,2022-09-12 22:00:00,LIT/USDT,0.718,0.7224,0.717,0.7219,275.651,198.82733104
1663016400,2022-09-12 21:00:00,LIT/USDT,0.7212,0.7212,0.7172,0.72,9378.0585,6752.14345236
1663012800,2022-09-12 20:00:00,LIT/USDT,0.7151,0.722,0.7151,0.7215,391.5901,281.5516071
1663009200,2022-09-12 19:00:00,LIT/USDT,0.7163,0.718,0.7119,0.717,2293.3492,1642.16601959
1663005600,2022-09-12 18:00:00,LIT/USDT,0.7219,0.7219,0.7139,0.7201,1126.917,808.70651547
1663002000,2022-09-12 17:00:00,LIT/USDT,0.7188,0.7223,0.7158,0.7223,902.6635,649.28785531
1662998400,2022-09-12 16:00:00,LIT/USDT,0.7281,0.7281,0.7097,0.719,2114.8136,1519.93114163
1662994800,2022-09-12 15:00:00,LIT/USDT,0.7524,0.7524,0.7244,0.7271,3647.5044,2705.10748052
1662991200,2022-09-12 14:00:00,LIT/USDT,0.7578,0.7609,0.753,0.7552,1030.7994,780.10918805
1662987600,2022-09-12 13:00:00,LIT/USDT,0.7569,0.7593,0.7561,0.7578,473.5227,358.69305886
1662984000,2022-09-12 12:00:00,LIT/USDT,0.7591,0.7613,0.7578,0.7606,5609.7707,4259.85352312
1662980400,2022-09-12 11:00:00,LIT/USDT,0.7587,0.7613,0.7578,0.7588,2123.692,1612.06337226
1662976800,2022-09-12 10:00:00,LIT/USDT,0.7566,0.7592,0.7508,0.7579,934.7507,705.78691508
1662973200,2022-09-12 09:00:00,LIT/USDT,0.7605,0.7633,0.7568,0.7584,1268.5657,962.24246482
1662969600,2022-09-12 08:00:00,LIT/USDT,0.761,0.7616,0.7562,0.7588,2372.7082,1798.47427472
1662966000,2022-09-12 07:00:00,LIT/USDT,0.7572,0.761,0.7558,0.7604,3300.7525,2505.32815013
1662962400,2022-09-12 06:00:00,LIT/USDT,0.7554,0.7589,0.7544,0.7568,2205.5822,1668.06481786
1662958800,2022-09-12 05:00:00,LIT/USDT,0.7576,0.7591,0.7528,0.7589,1161.9396,880.13189854
1662955200,2022-09-12 04:00:00,LIT/USDT,0.7559,0.7583,0.7559,0.7573,1631.4278,1235.6784105
1662951600,2022-09-12 03:00:00,LIT/USDT,0.7546,0.7566,0.7482,0.7559,1586.3736,1193.18915903
1662948000,2022-09-12 02:00:00,LIT/USDT,0.7666,0.773,0.7506,0.7549,3748.6418,2846.86047524
1662944400,2022-09-12 01:00:00,LIT/USDT,0.7364,0.769,0.7345,0.767,4634.3896,3478.40788757
1662940800,2022-09-12 00:00:00,LIT/USDT,0.7433,0.7455,0.7364,0.7377,1439.7492,1066.92847131
1662937200,2022-09-11 23:00:00,LIT/USDT,0.7412,0.745,0.7389,0.7431,1579.4489,1171.28879804
1662933600,2022-09-11 22:00:00,LIT/USDT,0.7386,0.7444,0.7386,0.7419,878.4269,652.44070643
1662930000,2022-09-11 21:00:00,LIT/USDT,0.7472,0.7472,0.7338,0.7361,2868.9554,2129.7038616
1662926400,2022-09-11 20:00:00,LIT/USDT,0.7532,0.7542,0.7429,0.7472,1650.021,1234.73997836
1662922800,2022-09-11 19:00:00,LIT/USDT,0.7544,0.7572,0.7479,0.7492,1141.296,859.4801973
1662919200,2022-09-11 18:00:00,LIT/USDT,0.7552,0.7582,0.7538,0.7563,2532.4901,1915.87375972
1662915600,2022-09-11 17:00:00,LIT/USDT,0.759,0.7612,0.7557,0.7557,948.3246,720.124933
1662912000,2022-09-11 16:00:00,LIT/USDT,0.7524,0.7597,0.7524,0.7557,3305.0413,2498.81135459
1662908400,2022-09-11 15:00:00,LIT/USDT,0.7544,0.758,0.7532,0.7538,2797.4083,2112.28591556
1662904800,2022-09-11 14:00:00,LIT/USDT,0.757,0.758,0.7548,0.7568,2230.4743,1688.01668707
1662901200,2022-09-11 13:00:00,LIT/USDT,0.7552,0.7576,0.7518,0.7576,2179.4033,1644.26182097
1662897600,2022-09-11 12:00:00,LIT/USDT,0.7549,0.755,0.7492,0.7543,1640.5335,1233.20591796
1662894000,2022-09-11 11:00:00,LIT/USDT,0.7492,0.7552,0.7484,0.7552,2077.428,1559.66474854
1662890400,2022-09-11 10:00:00,LIT/USDT,0.7476,0.7526,0.7476,0.7498,689.423,517.12101525
1662886800,2022-09-11 09:00:00,LIT/USDT,0.7542,0.7542,0.7474,0.7474,1009.5703,757.10192516
1662883200,2022-09-11 08:00:00,LIT/USDT,0.7476,0.7551,0.7476,0.7551,2061.5769,1549.81689779
1662879600,2022-09-11 07:00:00,LIT/USDT,0.739,0.7472,0.738,0.7467,1240.4562,924.33794839
1662876000,2022-09-11 06:00:00,LIT/USDT,0.7477,0.7502,0.7357,0.7398,2461.4397,1826.00739065
1662872400,2022-09-11 05:00:00,LIT/USDT,0.75,0.7501,0.7475,0.7495,897.7957,672.31821538
1662868800,2022-09-11 04:00:00,LIT/USDT,0.756,0.7571,0.75,0.75,1676.8956,1266.40402668
1662865200,2022-09-11 03:00:00,LIT/USDT,0.7554,0.7577,0.7554,0.7568,1552.266,1174.51773744
1662861600,2022-09-11 02:00:00,LIT/USDT,0.7571,0.759,0.7538,0.7554,996.3801,754.26466456
1662858000,2022-09-11 01:00:00,LIT/USDT,0.7557,0.7611,0.7534,0.7591,1371.6303,1038.55651044
1662854400,2022-09-11 00:00:00,LIT/USDT,0.7465,0.7561,0.7465,0.755,2538.6802,1907.56040023
1662850800,2022-09-10 23:00:00,LIT/USDT,0.7505,0.7517,0.7463,0.7463,950.3848,712.96122157
1662847200,2022-09-10 22:00:00,LIT/USDT,0.7453,0.7508,0.7438,0.7497,2914.7585,2179.73867835
1662843600,2022-09-10 21:00:00,LIT/USDT,0.7417,0.7465,0.7389,0.7449,919.2298,683.5885514
1662840000,2022-09-10 20:00:00,LIT/USDT,0.7447,0.7447,0.7384,0.7407,2297.358,1700.05713247
1662836400,2022-09-10 19:00:00,LIT/USDT,0.7449,0.7465,0.7424,0.7465,975.6542,727.09856746
1662832800,2022-09-10 18:00:00,LIT/USDT,0.7375,0.7461,0.7357,0.7448,1822.761,1350.75084531
1662829200,2022-09-10 17:00:00,LIT/USDT,0.742,0.7431,0.7375,0.7375,1771.6787,1309.03072807
1662825600,2022-09-10 16:00:00,LIT/USDT,0.7393,0.7461,0.738,0.7431,3509.4639,2603.98278494
1662822000,2022-09-10 15:00:00,LIT/USDT,0.74,0.7428,0.7391,0.7395,4332.0243,3210.60047241
1662818400,2022-09-10 14:00:00,LIT/USDT,0.738,0.7426,0.738,0.7421,1096.2844,811.94791608
1662814800,2022-09-10 13:00:00,LIT/USDT,0.752,0.752,0.7352,0.7369,7416.7096,5514.77930519
1662811200,2022-09-10 12:00:00,LIT/USDT,0.7483,0.7517,0.7435,0.7517,5798.3532,4338.67611155
1662807600,2022-09-10 11:00:00,LIT/USDT,0.751,0.751,0.7482,0.7482,3886.7644,2910.46159594
1662804000,2022-09-10 10:00:00,LIT/USDT,0.7542,0.7542,0.7471,0.7505,4840.3444,3631.99415888
1662800400,2022-09-10 09:00:00,LIT/USDT,0.7507,0.755,0.7498,0.7538,8100.8158,6097.26202486
1662796800,2022-09-10 08:00:00,LIT/USDT,0.7459,0.759,0.7459,0.7518,5097.3417,3843.96221835
1662793200,2022-09-10 07:00:00,LIT/USDT,0.7611,0.7616,0.7428,0.7462,6639.07,5007.94409507
1662789600,2022-09-10 06:00:00,LIT/USDT,0.75,0.7611,0.7484,0.7604,9770.4634,7377.59246879
1662786000,2022-09-10 05:00:00,LIT/USDT,0.7478,0.7531,0.7449,0.7496,6597.2321,4941.33264477
1662782400,2022-09-10 04:00:00,LIT/USDT,0.7534,0.7582,0.743,0.7463,8836.9421,6659.38604062
1662778800,2022-09-10 03:00:00,LIT/USDT,0.7555,0.7612,0.7522,0.7541,7985.8448,6042.64510362
1662775200,2022-09-10 02:00:00,LIT/USDT,0.7556,0.7558,0.7517,0.7552,7964.3169,6007.80276806
1662771600,2022-09-10 01:00:00,LIT/USDT,0.7566,0.7618,0.7538,0.7558,4826.1845,3651.27741119
1662768000,2022-09-10 00:00:00,LIT/USDT,0.7509,0.7656,0.7478,0.753,10831.3896,8179.34828631
1662764400,2022-09-09 23:00:00,LIT/USDT,0.7486,0.7566,0.7426,0.752,9268.2614,6956.39203614
1662760800,2022-09-09 22:00:00,LIT/USDT,0.7429,0.7552,0.7419,0.7486,9568.7378,7151.25105041
1662757200,2022-09-09 21:00:00,LIT/USDT,0.7467,0.7469,0.7423,0.7438,8381.834,6248.31852717
1662753600,2022-09-09 20:00:00,LIT/USDT,0.7447,0.7529,0.7418,0.7468,9126.883,6813.9496521
1662750000,2022-09-09 19:00:00,LIT/USDT,0.733,0.7459,0.733,0.7457,8273.204,6118.47345648
1662746400,2022-09-09 18:00:00,LIT/USDT,0.7333,0.7357,0.73,0.7332,9004.3951,6603.93210259
1662742800,2022-09-09 17:00:00,LIT/USDT,0.7439,0.7444,0.7316,0.7329,7442.0645,5496.27854912
1662739200,2022-09-09 16:00:00,LIT/USDT,0.741,0.7462,0.7317,0.7443,10467.7183,7730.4876417
1662735600,2022-09-09 15:00:00,LIT/USDT,0.7455,0.7469,0.739,0.7411,10371.1844,7695.90595718
1662732000,2022-09-09 14:00:00,LIT/USDT,0.7399,0.7456,0.7399,0.7456,10014.0733,7445.48640636
1662728400,2022-09-09 13:00:00,LIT/USDT,0.7494,0.7494,0.7367,0.7398,9194.0909,6808.88533417
1662724800,2022-09-09 12:00:00,LIT/USDT,0.7361,0.7552,0.7361,0.749,10429.7111,7810.89028826
1662721200,2022-09-09 11:00:00,LIT/USDT,0.7426,0.7447,0.7324,0.7357,11813.421,8721.83579575
1662717600,2022-09-09 10:00:00,LIT/USDT,0.7599,0.7678,0.7329,0.7417,20720.5,15506.87947061
1662714000,2022-09-09 09:00:00,LIT/USDT,0.7519,0.7601,0.7519,0.7592,14947.3687,11310.27522697
1662710400,2022-09-09 08:00:00,LIT/USDT,0.7437,0.7611,0.7434,0.7514,16230.5213,12242.94327847
1662706800,2022-09-09 07:00:00,LIT/USDT,0.7349,0.7498,0.7346,0.7424,24176.3274,17959.20297439
1662703200,2022-09-09 06:00:00,LIT/USDT,0.7293,0.7383,0.7275,0.7349,30251.6893,22178.15818103
1662699600,2022-09-09 05:00:00,LIT/USDT,0.7289,0.7354,0.726,0.7271,9674.833,7065.10674899
1662696000,2022-09-09 04:00:00,LIT/USDT,0.722,0.7304,0.7219,0.7281,9200.3986,6698.64723574
1662692400,2022-09-09 03:00:00,LIT/USDT,0.7131,0.7226,0.7099,0.7226,4225.6428,3025.54234792
1662688800,2022-09-09 02:00:00,LIT/USDT,0.7134,0.7152,0.7089,0.7132,10140.345,7213.19554428
1662685200,2022-09-09 01:00:00,LIT/USDT,0.6932,0.7158,0.6932,0.7146,10322.6512,7262.47431578
1662681600,2022-09-09 00:00:00,LIT/USDT,0.6844,0.6931,0.6841,0.6929,10162.0086,6997.54935488
1662678000,2022-09-08 23:00:00,LIT/USDT,0.6841,0.6862,0.6827,0.6846,9412.3912,6441.36932911
1662674400,2022-09-08 22:00:00,LIT/USDT,0.6851,0.6882,0.682,0.6831,13756.9827,9431.33440989
1662670800,2022-09-08 21:00:00,LIT/USDT,0.6878,0.6878,0.6805,0.6836,9813.8097,6704.80992321
1662667200,2022-09-08 20:00:00,LIT/USDT,0.6846,0.6892,0.6842,0.6878,9621.6677,6612.19399096
1662663600,2022-09-08 19:00:00,LIT/USDT,0.6775,0.6837,0.6757,0.6837,9922.3367,6735.51941349
1662660000,2022-09-08 18:00:00,LIT/USDT,0.6773,0.6791,0.6758,0.6775,9239.2812,6261.65024498
1662656400,2022-09-08 17:00:00,LIT/USDT,0.678,0.6801,0.6743,0.6761,13421.1718,9087.07225469
1662652800,2022-09-08 16:00:00,LIT/USDT,0.681,0.681,0.6738,0.6771,11390.0044,7705.28197237
1662649200,2022-09-08 15:00:00,LIT/USDT,0.6834,0.685,0.6797,0.6811,11919.5774,8131.21924035
1662645600,2022-09-08 14:00:00,LIT/USDT,0.676,0.6842,0.6709,0.6842,12063.076,8195.36754954
1662642000,2022-09-08 13:00:00,LIT/USDT,0.6652,0.677,0.665,0.675,14229.6561,9531.12113434
1662638400,2022-09-08 12:00:00,LIT/USDT,0.6787,0.6824,0.6601,0.6646,12993.2154,8731.05071618
1662634800,2022-09-08 11:00:00,LIT/USDT,0.6818,0.6838,0.6788,0.679,9294.3655,6330.64502088
1662631200,2022-09-08 10:00:00,LIT/USDT,0.6774,0.684,0.6759,0.6818,10032.1955,6825.51122651
1662627600,2022-09-08 09:00:00,LIT/USDT,0.6791,0.6806,0.674,0.6777,9707.4577,6586.22257981
1662624000,2022-09-08 08:00:00,LIT/USDT,0.6725,0.6802,0.6644,0.6802,12050.5685,8121.30129833
1662620400,2022-09-08 07:00:00,LIT/USDT,0.6801,0.6809,0.6666,0.6727,12583.5966,8475.39111276
1662616800,2022-09-08 06:00:00,LIT/USDT,0.6825,0.6858,0.6803,0.6803,5855.2185,3996.45494804
1662613200,2022-09-08 05:00:00,LIT/USDT,0.684,0.6848,0.6822,0.6822,9084.3307,6210.37335151
1662609600,2022-09-08 04:00:00,LIT/USDT,0.6836,0.6881,0.6831,0.684,10029.5626,6877.64831317
1662606000,2022-09-08 03:00:00,LIT/USDT,0.6887,0.689,0.6837,0.6837,8765.9706,6015.49519425
1662602400,2022-09-08 02:00:00,LIT/USDT,0.6835,0.6896,0.6835,0.6885,9369.0589,6437.32230487
1662598800,2022-09-08 01:00:00,LIT/USDT,0.6852,0.6864,0.6815,0.6835,8602.3037,5883.0878174
