https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SOLVE,Volume BTC
1663459200,2022-09-18 00:00:00,SOLVE/BTC,0.000001914,0.000001923,0.000001913,0.000001923,7520.1088,0.014420133692
1663372800,2022-09-17 00:00:00,SOLVE/BTC,0.000001861,0.000001992,0.000001842,0.000001909,210354.0982,0.404353209867
1663286400,2022-09-16 00:00:00,SOLVE/BTC,0.000001999,0.000002009,0.000001853,0.000001859,279067.796,0.5280639749631
1663200000,2022-09-15 00:00:00,SOLVE/BTC,0.000001889,0.000001999,0.000001883,0.000001994,183023.2797,0.353461276998
1663113600,2022-09-14 00:00:00,SOLVE/BTC,0.000001874,0.000001917,0.000001849,0.00000189,213976.2828,0.4028986058103
1663027200,2022-09-13 00:00:00,SOLVE/BTC,0.000001814,0.000001899,0.000001795,0.000001877,290256.419,0.5345083725092
1662940800,2022-09-12 00:00:00,SOLVE/BTC,0.000001855,0.000002,0.000001797,0.000001816,373578.2087,0.6913528803179
1662854400,2022-09-11 00:00:00,SOLVE/BTC,0.000001867,0.000001904,0.000001842,0.000001855,263884.5244,0.4962728054335
1662768000,2022-09-10 00:00:00,SOLVE/BTC,0.000001863,0.000001916,0.000001858,0.000001871,162341.822,0.3043961111798
1662681600,2022-09-09 00:00:00,SOLVE/BTC,0.000002026,0.000002027,0.000001858,0.000001858,308564.0426,0.5957272712203
1662595200,2022-09-08 00:00:00,SOLVE/BTC,0.00000205,0.000002115,0.000002019,0.00000203,209402.0329,0.430850257091
1662508800,2022-09-07 00:00:00,SOLVE/BTC,0.000002034,0.00000207,0.000002001,0.000002051,129634.7058,0.26267746759
1662422400,2022-09-06 00:00:00,SOLVE/BTC,0.000002026,0.000002071,0.000001984,0.000002034,221448.702,0.4515038129236
1662336000,2022-09-05 00:00:00,SOLVE/BTC,0.00000203,0.000002087,0.000002011,0.000002028,122859.2473,0.2510635704152
1662249600,2022-09-04 00:00:00,SOLVE/BTC,0.000002046,0.000002091,0.000002021,0.000002021,121449.7713,0.2504392717698
1662163200,2022-09-03 00:00:00,SOLVE/BTC,0.000002087,0.000002103,0.000002031,0.00000205,108768.3115,0.2251931803295
1662076800,2022-09-02 00:00:00,SOLVE/BTC,0.000002168,0.000002168,0.000002069,0.000002091,197804.9007,0.4190086626479
1661990400,2022-09-01 00:00:00,SOLVE/BTC,0.00000218,0.000002288,0.000002139,0.000002168,481476.8771,1.054783789464
1661904000,2022-08-31 00:00:00,SOLVE/BTC,0.00000208,0.000002427,0.00000199,0.000002178,401849.4637,0.88472908871
1661817600,2022-08-30 00:00:00,SOLVE/BTC,0.00000224,0.000002289,0.00000204,0.00000209,308410.7377,0.6651425891959
1661731200,2022-08-29 00:00:00,SOLVE/BTC,0.00000228,0.00000231,0.000002227,0.00000223,109854.5594,0.2486367339819
1661644800,2022-08-28 00:00:00,SOLVE/BTC,0.00000241,0.00000243,0.000002237,0.000002296,164525.8156,0.3825554427671
1661558400,2022-08-27 00:00:00,SOLVE/BTC,0.00000232,0.000002473,0.000002314,0.000002402,554717.2923,1.3440563078983
1661472000,2022-08-26 00:00:00,SOLVE/BTC,0.00000239,0.000002758,0.000002222,0.000002324,1792745.2832,4.4111929229078
1661385600,2022-08-25 00:00:00,SOLVE/BTC,0.000002,0.000002604,0.00000192,0.000002394,1221078.4941,2.8045592882101
1661299200,2022-08-24 00:00:00,SOLVE/BTC,0.000002025,0.000002098,0.00000197,0.00000199,164456.7483,0.3346874091109
1661212800,2022-08-23 00:00:00,SOLVE/BTC,0.000001952,0.000002106,0.00000195,0.000002039,322496.7139,0.655678062635
1661126400,2022-08-22 00:00:00,SOLVE/BTC,0.00000193,0.000002179,0.00000192,0.000001952,734440.2606,1.4759148438326
1661040000,2022-08-21 00:00:00,SOLVE/BTC,0.00000192,0.00000195,0.000001895,0.000001916,114369.4599,0.2197413182552
1660953600,2022-08-20 00:00:00,SOLVE/BTC,0.0000019,0.000001969,0.00000186,0.000001933,306156.3133,0.591421718313
1660867200,2022-08-19 00:00:00,SOLVE/BTC,0.00000188,0.000001915,0.000001748,0.000001905,382715.9219,0.7096642029987
1660780800,2022-08-18 00:00:00,SOLVE/BTC,0.000001872,0.000001929,0.000001839,0.00000187,137048.7532,0.2592082423188
1660694400,2022-08-17 00:00:00,SOLVE/BTC,0.00000189,0.00000191,0.000001857,0.000001872,190698.5987,0.3587921934282
1660608000,2022-08-16 00:00:00,SOLVE/BTC,0.00000191,0.000001969,0.000001878,0.0000019,235022.0218,0.4493830812422
1660521600,2022-08-15 00:00:00,SOLVE/BTC,0.000001956,0.00000201,0.000001887,0.0000019,549004.3548,1.0611922699268
1660435200,2022-08-14 00:00:00,SOLVE/BTC,0.000001857,0.000002287,0.000001852,0.000001958,1273146.7104,2.5894254429306
1660348800,2022-08-13 00:00:00,SOLVE/BTC,0.000001816,0.000001876,0.000001781,0.000001854,192341.9823,0.3500320528049
1660262400,2022-08-12 00:00:00,SOLVE/BTC,0.000001819,0.000001853,0.000001791,0.000001815,250769.7248,0.4556275749794
1660176000,2022-08-11 00:00:00,SOLVE/BTC,0.000001846,0.000001846,0.000001755,0.000001802,114127.0756,0.2055027906754
1660089600,2022-08-10 00:00:00,SOLVE/BTC,0.00000187,0.000001892,0.00000181,0.00000184,130344.4053,0.2402660285002
1660003200,2022-08-09 00:00:00,SOLVE/BTC,0.00000185,0.000001891,0.000001841,0.000001858,112851.2918,0.2103877374151
1659916800,2022-08-08 00:00:00,SOLVE/BTC,0.000001893,0.000001893,0.00000181,0.00000184,213086.6456,0.3943770716928
1659830400,2022-08-07 00:00:00,SOLVE/BTC,0.00000192,0.00000193,0.00000188,0.000001901,73118.9296,0.1396919567059
1659744000,2022-08-06 00:00:00,SOLVE/BTC,0.000001897,0.000001958,0.00000187,0.00000192,224188.7491,0.4314763103721
1659657600,2022-08-05 00:00:00,SOLVE/BTC,0.00000194,0.000001947,0.000001879,0.000001885,52311.1186,0.0993535678807
1659571200,2022-08-04 00:00:00,SOLVE/BTC,0.000001996,0.000002065,0.000001898,0.00000193,477988.6053,0.9389648268001
1659484800,2022-08-03 00:00:00,SOLVE/BTC,0.000001977,0.000002108,0.000001929,0.000001985,340133.809,0.688659749801
1659398400,2022-08-02 00:00:00,SOLVE/BTC,0.000001847,0.00000224,0.0000018,0.000001987,980106.6245,1.9979357936292
1659312000,2022-08-01 00:00:00,SOLVE/BTC,0.00000185,0.00000187,0.00000179,0.000001852,85027.6688,0.1567295097618
1659225600,2022-07-31 00:00:00,SOLVE/BTC,0.00000178,0.000001888,0.00000178,0.000001865,221674.9154,0.4029944167193
1659139200,2022-07-30 00:00:00,SOLVE/BTC,0.000001832,0.00000189,0.000001734,0.00000179,524744.9564,0.9503150577853
1659052800,2022-07-29 00:00:00,SOLVE/BTC,0.000001829,0.00000185,0.000001604,0.000001833,543364.291,0.9548829844279
1658966400,2022-07-28 00:00:00,SOLVE/BTC,0.00000186,0.000001909,0.00000173,0.000001828,818512.8352,1.4808038344397
1658880000,2022-07-27 00:00:00,SOLVE/BTC,0.000001878,0.000002151,0.000001815,0.000001863,1145522.4275,2.2523204361461
1658793600,2022-07-26 00:00:00,SOLVE/BTC,0.00000198,0.000001989,0.000001853,0.00000188,96538.0586,0.1832182084935
1658707200,2022-07-25 00:00:00,SOLVE/BTC,0.000002066,0.000002078,0.000001912,0.000001973,279612.7131,0.5462159540079
1658620800,2022-07-24 00:00:00,SOLVE/BTC,0.000002096,0.000002213,0.000002001,0.000002063,269314.6902,0.5621275549444
1658534400,2022-07-23 00:00:00,SOLVE/BTC,0.00000226,0.000002604,0.000002014,0.000002109,1631500.3746,3.682583137358
1658448000,2022-07-22 00:00:00,SOLVE/BTC,0.000002514,0.000002558,0.000002213,0.00000225,1004796.3567,2.4121245424195
1658361600,2022-07-21 00:00:00,SOLVE/BTC,0.000002807,0.000003865,0.000002411,0.000002514,4081619.95162854,12.12254021256686696
1658275200,2022-07-20 00:00:00,SOLVE/BTC,0.0000024,0.000002966,0.000002326,0.000002807,1611507.4532,4.1998897668284
1658188800,2022-07-19 00:00:00,SOLVE/BTC,0.000003004,0.00000309,0.000002344,0.00000241,2369667.82303385,6.38838489598225109
1658102400,2022-07-18 00:00:00,SOLVE/BTC,0.000003073,0.000003813,0.000002792,0.000002985,8434423.76708678,27.38571116339668452
1658016000,2022-07-17 00:00:00,SOLVE/BTC,0.000001535,0.000003206,0.00000153,0.000003082,8657901.55333451,21.97974396240841216
1657929600,2022-07-16 00:00:00,SOLVE/BTC,0.00000155,0.000001566,0.000001505,0.000001544,185689.5409745,0.2844268702261555
1657843200,2022-07-15 00:00:00,SOLVE/BTC,0.000001582,0.00000159,0.000001511,0.00000155,122375.67364285,0.18995030989487362
1657756800,2022-07-14 00:00:00,SOLVE/BTC,0.00000159,0.000001608,0.00000155,0.000001584,121364.1915,0.1922317478204
1657670400,2022-07-13 00:00:00,SOLVE/BTC,0.000001677,0.000001705,0.000001589,0.000001598,232819.5175,0.3821464214165
1657584000,2022-07-12 00:00:00,SOLVE/BTC,0.000001665,0.000001694,0.00000165,0.000001668,298012.80161582,0.49725500794458776
1657497600,2022-07-11 00:00:00,SOLVE/BTC,0.000001648,0.000001696,0.000001626,0.000001663,690630.46721519,1.15322900140248331
1657411200,2022-07-10 00:00:00,SOLVE/BTC,0.000001735,0.00000174,0.000001632,0.000001645,283403.66536055,0.47611131793419005
1657324800,2022-07-09 00:00:00,SOLVE/BTC,0.000001632,0.000001757,0.000001632,0.000001726,755198.41402958,1.28022657222352358
1657238400,2022-07-08 00:00:00,SOLVE/BTC,0.00000164,0.000001899,0.000001596,0.000001632,2081175.59243869,3.61849539352167796
1657152000,2022-07-07 00:00:00,SOLVE/BTC,0.00000158,0.00000187,0.000001551,0.00000164,1802227.35540026,3.1116437026272878
1657065600,2022-07-06 00:00:00,SOLVE/BTC,0.00000152,0.000001614,0.000001506,0.00000157,499458.44598085,0.77798222651421083
1656979200,2022-07-05 00:00:00,SOLVE/BTC,0.000001443,0.000001827,0.00000144,0.00000152,2318220.37307921,3.69615057209666694
1656892800,2022-07-04 00:00:00,SOLVE/BTC,0.000001472,0.00000148,0.000001431,0.000001444,365119.4308,0.5318681603526
1656806400,2022-07-03 00:00:00,SOLVE/BTC,0.000001455,0.00000152,0.000001326,0.00000148,2166823.84868566,3.11963982247300624
1656720000,2022-07-02 00:00:00,SOLVE/BTC,0.000001514,0.000001518,0.00000142,0.000001463,712538.17031434,1.03968910590369376
1656633600,2022-07-01 00:00:00,SOLVE/BTC,0.000001476,0.000001569,0.000001433,0.000001521,1058405.3083,1.5965465342068
1656547200,2022-06-30 00:00:00,SOLVE/BTC,0.000001538,0.000001553,0.000001476,0.000001476,551078.7525,0.8342144191666
1656460800,2022-06-29 00:00:00,SOLVE/BTC,0.000001465,0.000001564,0.000001447,0.000001536,526136.58991041,0.80089799695088976
1656374400,2022-06-28 00:00:00,SOLVE/BTC,0.000001479,0.000001484,0.000001433,0.000001454,381242.1463,0.55524003997
1656288000,2022-06-27 00:00:00,SOLVE/BTC,0.0000016,0.0000016,0.00000145,0.000001472,631942.72428102,0.95031543079030273
1656201600,2022-06-26 00:00:00,SOLVE/BTC,0.000001623,0.000001659,0.000001568,0.000001602,551622.17665098,0.88563626524859936
1656115200,2022-06-25 00:00:00,SOLVE/BTC,0.000001591,0.000001683,0.000001563,0.000001616,1015678.41573962,1.65481460963015802
1656028800,2022-06-24 00:00:00,SOLVE/BTC,0.00000155,0.000001879,0.000001548,0.000001591,3722604.61260444,6.21124417984221702
1655942400,2022-06-23 00:00:00,SOLVE/BTC,0.000001353,0.00000197,0.000001315,0.00000155,4881491.35732628,8.19599008156966818
1655856000,2022-06-22 00:00:00,SOLVE/BTC,0.000001345,0.000001374,0.000001315,0.000001346,479068.0641,0.6463598943031
1655769600,2022-06-21 00:00:00,SOLVE/BTC,0.000001327,0.000001346,0.000001313,0.000001344,529412.4627,0.7040285724782
1655683200,2022-06-20 00:00:00,SOLVE/BTC,0.00000124,0.000001374,0.000001232,0.000001329,1314254.8049,1.730891779942
1655596800,2022-06-19 00:00:00,SOLVE/BTC,0.000001273,0.000001286,0.000001218,0.000001234,619652.01388546,0.77240422187008494
1655510400,2022-06-18 00:00:00,SOLVE/BTC,0.000001236,0.00000131,0.000001226,0.00000127,955852.30609383,1.20966032844917788
1655424000,2022-06-17 00:00:00,SOLVE/BTC,0.000001189,0.000001244,0.000001164,0.000001238,751408.87527869,0.903250596893305
1655337600,2022-06-16 00:00:00,SOLVE/BTC,0.000001166,0.0000012,0.000001164,0.000001193,455837.09558319,0.54169263393007843
1655251200,2022-06-15 00:00:00,SOLVE/BTC,0.00000117,0.000001191,0.00000113,0.000001177,1740948.67563195,2.02674542446125949
