https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume H2O,Volume USDT
1660993200,2022-08-20 11:00:00,H2O/USDT,0.5941,0.5941,0.5941,0.5941,0,0
1660989600,2022-08-20 10:00:00,H2O/USDT,0.5941,0.5941,0.5941,0.5941,0,0
1660986000,2022-08-20 09:00:00,H2O/USDT,0.5856,0.5941,0.5856,0.5941,165.5861,97.71004993
1660982400,2022-08-20 08:00:00,H2O/USDT,0.5845,0.5845,0.5845,0.5845,0,0
1660978800,2022-08-20 07:00:00,H2O/USDT,0.5845,0.5845,0.5845,0.5845,0,0
1660975200,2022-08-20 06:00:00,H2O/USDT,0.5845,0.5845,0.5845,0.5845,0,0
1660971600,2022-08-20 05:00:00,H2O/USDT,0.5845,0.5845,0.5845,0.5845,0,0
1660968000,2022-08-20 04:00:00,H2O/USDT,0.5845,0.5845,0.5845,0.5845,199424.4,116563.5618
1660964400,2022-08-20 03:00:00,H2O/USDT,0.5791,0.5791,0.5791,0.5791,0,0
1660960800,2022-08-20 02:00:00,H2O/USDT,0.5791,0.5791,0.5791,0.5791,0,0
1660957200,2022-08-20 01:00:00,H2O/USDT,0.5791,0.5791,0.5791,0.5791,0,0
1660953600,2022-08-20 00:00:00,H2O/USDT,0.5791,0.5791,0.5791,0.5791,0,0
1660950000,2022-08-19 23:00:00,H2O/USDT,0.5791,0.5791,0.5791,0.5791,0,0
1660946400,2022-08-19 22:00:00,H2O/USDT,0.5791,0.5791,0.5791,0.5791,2.543,1.4726513
1660942800,2022-08-19 21:00:00,H2O/USDT,0.5856,0.5856,0.5791,0.5791,3.7562,2.18631482
1660939200,2022-08-19 20:00:00,H2O/USDT,0.5791,0.5791,0.5791,0.5791,0,0
1660935600,2022-08-19 19:00:00,H2O/USDT,0.5864,0.5864,0.5791,0.5791,41.0494,23.78017808
1660932000,2022-08-19 18:00:00,H2O/USDT,0.5807,0.5807,0.5807,0.5807,0,0
1660928400,2022-08-19 17:00:00,H2O/USDT,0.5808,0.5897,0.5807,0.5807,535.1538,315.42971219
1660924800,2022-08-19 16:00:00,H2O/USDT,0.5807,0.5807,0.5807,0.5807,167036.8,96998.26976
1660921200,2022-08-19 15:00:00,H2O/USDT,0.5792,0.5792,0.5792,0.5792,291382.3,168768.62816
1660917600,2022-08-19 14:00:00,H2O/USDT,0.5798,0.5798,0.5798,0.5798,0,0
1660914000,2022-08-19 13:00:00,H2O/USDT,0.5842,0.5842,0.5798,0.5798,27.6379,16.05174944
1660910400,2022-08-19 12:00:00,H2O/USDT,0.5842,0.5842,0.5842,0.5842,2.3,1.34366
1660906800,2022-08-19 11:00:00,H2O/USDT,0.5897,0.5897,0.5897,0.5897,0,0
1660903200,2022-08-19 10:00:00,H2O/USDT,0.5897,0.5897,0.5897,0.5897,0,0
1660899600,2022-08-19 09:00:00,H2O/USDT,0.5864,0.5897,0.5864,0.5897,720.9854,425.14356424
1660896000,2022-08-19 08:00:00,H2O/USDT,0.5807,0.5807,0.5807,0.5807,7.57,4.395899
1660892400,2022-08-19 07:00:00,H2O/USDT,0.5816,0.5816,0.5808,0.5808,61.8712,35.94026296
1660888800,2022-08-19 06:00:00,H2O/USDT,0.5864,0.5952,0.5817,0.5817,320.5363,188.80725879
1660885200,2022-08-19 05:00:00,H2O/USDT,0.5816,0.5816,0.5816,0.5816,0,0
1660881600,2022-08-19 04:00:00,H2O/USDT,0.5859,0.5859,0.5816,0.5816,217395.9,127372.23406812
1660878000,2022-08-19 03:00:00,H2O/USDT,0.5907,0.5907,0.5907,0.5907,0,0
1660874400,2022-08-19 02:00:00,H2O/USDT,0.5907,0.5907,0.5907,0.5907,0,0
1660870800,2022-08-19 01:00:00,H2O/USDT,0.5807,0.5907,0.5807,0.5907,1876.2499,1107.62105673
1660867200,2022-08-19 00:00:00,H2O/USDT,0.5807,0.5807,0.5807,0.5807,2.3137,1.34356559
1660863600,2022-08-18 23:00:00,H2O/USDT,0.5822,0.5822,0.5822,0.5822,0,0
1660860000,2022-08-18 22:00:00,H2O/USDT,0.5822,0.5822,0.5822,0.5822,0,0
1660856400,2022-08-18 21:00:00,H2O/USDT,0.5822,0.5822,0.5822,0.5822,0,0
1660852800,2022-08-18 20:00:00,H2O/USDT,0.5822,0.5822,0.5822,0.5822,0,0
1660849200,2022-08-18 19:00:00,H2O/USDT,0.5822,0.5822,0.5822,0.5822,0,0
1660845600,2022-08-18 18:00:00,H2O/USDT,0.5822,0.5822,0.5822,0.5822,0,0
1660842000,2022-08-18 17:00:00,H2O/USDT,0.5822,0.5822,0.5822,0.5822,0,0
1660838400,2022-08-18 16:00:00,H2O/USDT,0.5822,0.5822,0.5822,0.5822,108842.4,63368.04528
1660834800,2022-08-18 15:00:00,H2O/USDT,0.5863,0.5863,0.5863,0.5863,0.5116,0.29995108
1660831200,2022-08-18 14:00:00,H2O/USDT,0.5842,0.5842,0.5807,0.5807,44.5144,25.91387262
1660827600,2022-08-18 13:00:00,H2O/USDT,0.5901,0.5901,0.5842,0.59,210.6272,123.80150912
1660824000,2022-08-18 12:00:00,H2O/USDT,0.5901,0.5901,0.5901,0.5901,0,0
1660820400,2022-08-18 11:00:00,H2O/USDT,0.5901,0.5901,0.5901,0.5901,414.1174,244.37067774
1660816800,2022-08-18 10:00:00,H2O/USDT,0.5897,0.5901,0.5897,0.5901,169.4801,99.99999754
1660813200,2022-08-18 09:00:00,H2O/USDT,0.5864,0.5864,0.5864,0.5864,2.7885,1.6351764
1660809600,2022-08-18 08:00:00,H2O/USDT,0.581,0.581,0.581,0.581,0,0
1660806000,2022-08-18 07:00:00,H2O/USDT,0.5842,0.5842,0.581,0.581,35,20.35414574
1660802400,2022-08-18 06:00:00,H2O/USDT,0.5894,0.5894,0.5894,0.5894,0,0
1660798800,2022-08-18 05:00:00,H2O/USDT,0.5894,0.5894,0.5894,0.5894,0,0
1660795200,2022-08-18 04:00:00,H2O/USDT,0.5894,0.5894,0.5894,0.5894,0,0
1660791600,2022-08-18 03:00:00,H2O/USDT,0.5894,0.5894,0.5894,0.5894,274473,161774.3862
1660788000,2022-08-18 02:00:00,H2O/USDT,0.5816,0.5902,0.5816,0.5902,2847.8216,1667.62410158
1660784400,2022-08-18 01:00:00,H2O/USDT,0.5759,0.5759,0.5759,0.5759,0,0
1660780800,2022-08-18 00:00:00,H2O/USDT,0.5759,0.5759,0.5759,0.5759,0,0
1660777200,2022-08-17 23:00:00,H2O/USDT,0.5842,0.5842,0.5759,0.5759,49.3351,28.59333077
1660773600,2022-08-17 22:00:00,H2O/USDT,0.5901,0.5901,0.5901,0.5901,0,0
1660770000,2022-08-17 21:00:00,H2O/USDT,0.5901,0.5901,0.5901,0.5901,0,0
1660766400,2022-08-17 20:00:00,H2O/USDT,0.5901,0.5901,0.5901,0.5901,0,0
1660762800,2022-08-17 19:00:00,H2O/USDT,0.5901,0.5901,0.5901,0.5901,49.3351,29.11264251
1660759200,2022-08-17 18:00:00,H2O/USDT,0.5901,0.5901,0.5901,0.5901,61.8712,36.51019512
1660755600,2022-08-17 17:00:00,H2O/USDT,0.5862,0.5862,0.5862,0.5862,0,0
1660752000,2022-08-17 16:00:00,H2O/USDT,0.5862,0.5862,0.5862,0.5862,157136.7,92113.53354
1660748400,2022-08-17 15:00:00,H2O/USDT,0.5902,0.5902,0.5902,0.5902,0,0
1660744800,2022-08-17 14:00:00,H2O/USDT,0.5902,0.5902,0.5902,0.5902,0,0
1660741200,2022-08-17 13:00:00,H2O/USDT,0.5902,0.5902,0.5902,0.5902,0,0
1660737600,2022-08-17 12:00:00,H2O/USDT,0.5881,0.5902,0.5761,0.5902,863.3554,507.11946966
1660734000,2022-08-17 11:00:00,H2O/USDT,0.5864,0.5881,0.5864,0.5881,221.4222,130.21365537
1660730400,2022-08-17 10:00:00,H2O/USDT,0.5807,0.5807,0.5807,0.5807,0,0
1660726800,2022-08-17 09:00:00,H2O/USDT,0.5807,0.5807,0.5807,0.5807,0,0
1660723200,2022-08-17 08:00:00,H2O/USDT,0.5807,0.5807,0.5807,0.5807,0,0
1660719600,2022-08-17 07:00:00,H2O/USDT,0.5881,0.5881,0.5807,0.5807,581.59,342.01272265
1660716000,2022-08-17 06:00:00,H2O/USDT,0.5837,0.5837,0.5837,0.5837,0,0
1660712400,2022-08-17 05:00:00,H2O/USDT,0.5837,0.5837,0.5837,0.5837,0,0
1660708800,2022-08-17 04:00:00,H2O/USDT,0.5837,0.5837,0.5837,0.5837,0,0
1660705200,2022-08-17 03:00:00,H2O/USDT,0.5837,0.5837,0.5837,0.5837,208668.4,121799.74508
1660701600,2022-08-17 02:00:00,H2O/USDT,0.5881,0.5881,0.5881,0.5881,0,0
1660698000,2022-08-17 01:00:00,H2O/USDT,0.5813,0.5881,0.5813,0.5881,1458.0014,848.81253374
1660694400,2022-08-17 00:00:00,H2O/USDT,0.5767,0.5767,0.5767,0.5767,0,0
1660690800,2022-08-16 23:00:00,H2O/USDT,0.5897,0.5897,0.5767,0.5767,83.0997,48.18606332
1660687200,2022-08-16 22:00:00,H2O/USDT,0.5853,0.5853,0.5853,0.5853,0,0
1660683600,2022-08-16 21:00:00,H2O/USDT,0.5853,0.5853,0.5853,0.5853,0,0
1660680000,2022-08-16 20:00:00,H2O/USDT,0.5853,0.5853,0.5853,0.5853,0,0
1660676400,2022-08-16 19:00:00,H2O/USDT,0.5853,0.5853,0.5853,0.5853,0,0
1660672800,2022-08-16 18:00:00,H2O/USDT,0.5853,0.5853,0.5853,0.5853,0,0
1660669200,2022-08-16 17:00:00,H2O/USDT,0.5853,0.5853,0.5853,0.5853,0,0
1660665600,2022-08-16 16:00:00,H2O/USDT,0.5853,0.5853,0.5853,0.5853,280538.2,164199.00846
1660662000,2022-08-16 15:00:00,H2O/USDT,0.5834,0.5834,0.5834,0.5834,0,0
1660658400,2022-08-16 14:00:00,H2O/USDT,0.5856,0.5856,0.5834,0.5834,53,30.94771734
1660654800,2022-08-16 13:00:00,H2O/USDT,0.5856,0.5856,0.5856,0.5856,0,0
1660651200,2022-08-16 12:00:00,H2O/USDT,0.5864,0.5864,0.5856,0.5856,3.47,2.03354616
1660647600,2022-08-16 11:00:00,H2O/USDT,0.5864,0.5864,0.5864,0.5864,0,0
1660644000,2022-08-16 10:00:00,H2O/USDT,0.5865,0.5865,0.5864,0.5864,8.557,5.01859092
1660640400,2022-08-16 09:00:00,H2O/USDT,0.5865,0.5865,0.5865,0.5865,0,0
1660636800,2022-08-16 08:00:00,H2O/USDT,0.5865,0.5865,0.5865,0.5865,0,0
1660633200,2022-08-16 07:00:00,H2O/USDT,0.5865,0.5865,0.5865,0.5865,0,0
1660629600,2022-08-16 06:00:00,H2O/USDT,0.5912,0.5912,0.5865,0.5865,69.1559,40.71217565
1660626000,2022-08-16 05:00:00,H2O/USDT,0.5914,0.5914,0.5914,0.5914,123244.7,72886.91558
1660622400,2022-08-16 04:00:00,H2O/USDT,0.5998,0.5998,0.5998,0.5998,0,0
1660618800,2022-08-16 03:00:00,H2O/USDT,0.5998,0.5998,0.5998,0.5998,33.3445,20.0000311
1660615200,2022-08-16 02:00:00,H2O/USDT,0.5966,0.5966,0.5966,0.5966,0,0
1660611600,2022-08-16 01:00:00,H2O/USDT,0.5953,0.5966,0.5953,0.5966,1213.1688,722.22004936
1660608000,2022-08-16 00:00:00,H2O/USDT,0.5925,0.5925,0.5925,0.5925,0,0
1660604400,2022-08-15 23:00:00,H2O/USDT,0.5925,0.5925,0.5925,0.5925,0,0
1660600800,2022-08-15 22:00:00,H2O/USDT,0.5925,0.5925,0.5925,0.5925,0,0
1660597200,2022-08-15 21:00:00,H2O/USDT,0.5925,0.5925,0.5925,0.5925,0,0
1660593600,2022-08-15 20:00:00,H2O/USDT,0.5925,0.5925,0.5925,0.5925,0,0
1660590000,2022-08-15 19:00:00,H2O/USDT,0.5925,0.5925,0.5925,0.5925,0,0
1660586400,2022-08-15 18:00:00,H2O/USDT,0.5925,0.5925,0.5925,0.5925,0,0
1660582800,2022-08-15 17:00:00,H2O/USDT,0.5925,0.5925,0.5925,0.5925,0,0
1660579200,2022-08-15 16:00:00,H2O/USDT,0.5925,0.5925,0.5925,0.5925,227734.6,134932.7505
1660575600,2022-08-15 15:00:00,H2O/USDT,0.5905,0.5905,0.59,0.59,266.3832,157.1694082
1660572000,2022-08-15 14:00:00,H2O/USDT,0.5919,0.5919,0.5919,0.5919,134146.8,79401.49092
1660568400,2022-08-15 13:00:00,H2O/USDT,0.588,0.5959,0.588,0.5959,92.7163,55.17086255
1660564800,2022-08-15 12:00:00,H2O/USDT,0.5865,0.5865,0.5865,0.5865,0,0
1660561200,2022-08-15 11:00:00,H2O/USDT,0.5879,0.5879,0.5865,0.5865,70,41.0758322
1660557600,2022-08-15 10:00:00,H2O/USDT,0.5912,0.5912,0.5879,0.5879,58.9326,34.71486354
1660554000,2022-08-15 09:00:00,H2O/USDT,0.5999,0.5999,0.5999,0.5999,58.9326,35.35366674
1660550400,2022-08-15 08:00:00,H2O/USDT,0.5999,0.5999,0.5999,0.5999,0,0
1660546800,2022-08-15 07:00:00,H2O/USDT,0.5966,0.5999,0.5966,0.5999,6.4835,3.88914013
1660543200,2022-08-15 06:00:00,H2O/USDT,0.5964,0.5966,0.5964,0.5966,1234.245,736.10476592
1660539600,2022-08-15 05:00:00,H2O/USDT,0.5964,0.5964,0.5964,0.5964,0,0
1660536000,2022-08-15 04:00:00,H2O/USDT,0.5951,0.5964,0.5951,0.5964,2429.3979,1447.2108545
1660532400,2022-08-15 03:00:00,H2O/USDT,0.5909,0.5909,0.5909,0.5909,0,0
1660528800,2022-08-15 02:00:00,H2O/USDT,0.5908,0.5909,0.5908,0.5909,1272.7194,751.93100797
1660525200,2022-08-15 01:00:00,H2O/USDT,0.5901,0.5908,0.5897,0.5908,299140.1821,176524.3269359
1660521600,2022-08-15 00:00:00,H2O/USDT,0.5897,0.5897,0.5897,0.5897,0,0
1660518000,2022-08-14 23:00:00,H2O/USDT,0.5897,0.5897,0.5897,0.5897,0,0
1660514400,2022-08-14 22:00:00,H2O/USDT,0.5897,0.5897,0.5897,0.5897,0,0
1660510800,2022-08-14 21:00:00,H2O/USDT,0.5897,0.5897,0.5897,0.5897,0,0
1660507200,2022-08-14 20:00:00,H2O/USDT,0.5897,0.5897,0.5897,0.5897,1.31,0.772507
1660503600,2022-08-14 19:00:00,H2O/USDT,0.5897,0.5897,0.5897,0.5897,0,0
1660500000,2022-08-14 18:00:00,H2O/USDT,0.5897,0.5897,0.5897,0.5897,0,0
1660496400,2022-08-14 17:00:00,H2O/USDT,0.5912,0.5912,0.5897,0.5897,11.6297,6.86752916
1660492800,2022-08-14 16:00:00,H2O/USDT,0.5906,0.5963,0.5798,0.5963,202083.4182,119345.827313
1660489200,2022-08-14 15:00:00,H2O/USDT,0.5864,0.5864,0.5864,0.5864,24.431,14.3263384
1660485600,2022-08-14 14:00:00,H2O/USDT,0.5865,0.5865,0.5865,0.5865,0,0
1660482000,2022-08-14 13:00:00,H2O/USDT,0.5935,0.5935,0.5865,0.5865,1206.4777,708.33727899
1660478400,2022-08-14 12:00:00,H2O/USDT,0.5947,0.5947,0.5947,0.5947,0,0
1660474800,2022-08-14 11:00:00,H2O/USDT,0.6002,0.6025,0.5947,0.5947,159.3417,94.89168005
1660471200,2022-08-14 10:00:00,H2O/USDT,0.5952,0.5952,0.5952,0.5952,0,0
1660467600,2022-08-14 09:00:00,H2O/USDT,0.5952,0.5952,0.5952,0.5952,0,0
1660464000,2022-08-14 08:00:00,H2O/USDT,0.598,0.598,0.5952,0.5952,11.8001,7.0276896
1660460400,2022-08-14 07:00:00,H2O/USDT,0.5989,0.5989,0.5989,0.5989,0,0
1660456800,2022-08-14 06:00:00,H2O/USDT,0.5989,0.5989,0.5989,0.5989,0,0
1660453200,2022-08-14 05:00:00,H2O/USDT,0.5989,0.5989,0.5989,0.5989,289706.7,173505.34263
1660449600,2022-08-14 04:00:00,H2O/USDT,0.5981,0.5981,0.5981,0.5981,0,0
1660446000,2022-08-14 03:00:00,H2O/USDT,0.5981,0.5981,0.5981,0.5981,0,0
1660442400,2022-08-14 02:00:00,H2O/USDT,0.5981,0.5981,0.5981,0.5981,0,0
1660438800,2022-08-14 01:00:00,H2O/USDT,0.5981,0.5981,0.5981,0.5981,11.0502,6.60912462
1660435200,2022-08-14 00:00:00,H2O/USDT,0.598,0.598,0.598,0.598,0,0
1660431600,2022-08-13 23:00:00,H2O/USDT,0.5982,0.6059,0.5941,0.598,4329.4858,2597.64926592
1660428000,2022-08-13 22:00:00,H2O/USDT,0.594,0.594,0.594,0.594,0,0
1660424400,2022-08-13 21:00:00,H2O/USDT,0.598,0.6059,0.594,0.594,872.0254,519.65442252
1660420800,2022-08-13 20:00:00,H2O/USDT,0.5915,0.5915,0.5915,0.5915,0,0
1660417200,2022-08-13 19:00:00,H2O/USDT,0.596,0.596,0.5915,0.5915,26.6915,15.8495844
1660413600,2022-08-13 18:00:00,H2O/USDT,0.598,0.598,0.598,0.598,0,0
1660410000,2022-08-13 17:00:00,H2O/USDT,0.598,0.598,0.598,0.598,0,0
1660406400,2022-08-13 16:00:00,H2O/USDT,0.5949,0.6047,0.5949,0.598,178098.3554,105959.74326457
1660402800,2022-08-13 15:00:00,H2O/USDT,0.5957,0.5957,0.5957,0.5957,18.4656,10.99995792
1660399200,2022-08-13 14:00:00,H2O/USDT,0.598,0.598,0.5908,0.5908,1099.1945,649.52695441
1660395600,2022-08-13 13:00:00,H2O/USDT,0.6003,0.6048,0.6003,0.6048,1099.1945,664.53305246
1660392000,2022-08-13 12:00:00,H2O/USDT,0.6047,0.6047,0.5935,0.5935,26.0748,15.61284951
1660388400,2022-08-13 11:00:00,H2O/USDT,0.5912,0.6048,0.5912,0.6048,1206.4777,727.63658997
1660384800,2022-08-13 10:00:00,H2O/USDT,0.586,0.586,0.586,0.586,0,0
1660381200,2022-08-13 09:00:00,H2O/USDT,0.5905,0.5905,0.586,0.586,26.2625,15.43683859
1660377600,2022-08-13 08:00:00,H2O/USDT,0.5905,0.5905,0.5905,0.5905,0,0
1660374000,2022-08-13 07:00:00,H2O/USDT,0.5905,0.5905,0.5905,0.5905,0,0
1660370400,2022-08-13 06:00:00,H2O/USDT,0.5905,0.5905,0.5905,0.5905,0,0
1660366800,2022-08-13 05:00:00,H2O/USDT,0.5912,0.5912,0.5905,0.5905,4.69,2.77139695
1660363200,2022-08-13 04:00:00,H2O/USDT,0.5962,0.5962,0.5962,0.5962,0,0
1660359600,2022-08-13 03:00:00,H2O/USDT,0.5962,0.5962,0.5962,0.5962,102827.6,61305.81512
1660356000,2022-08-13 02:00:00,H2O/USDT,0.5966,0.5966,0.5966,0.5966,0,0
1660352400,2022-08-13 01:00:00,H2O/USDT,0.5966,0.5966,0.5966,0.5966,0,0
1660348800,2022-08-13 00:00:00,H2O/USDT,0.5966,0.5966,0.5966,0.5966,1.8171,1.08408186
1660345200,2022-08-12 23:00:00,H2O/USDT,0.5953,0.5953,0.5953,0.5953,0,0
1660341600,2022-08-12 22:00:00,H2O/USDT,0.5953,0.5953,0.5953,0.5953,1423.2985,847.28959705
1660338000,2022-08-12 21:00:00,H2O/USDT,0.5935,0.5964,0.5935,0.5964,712.6814,424.97389285
1660334400,2022-08-12 20:00:00,H2O/USDT,0.6006,0.6006,0.5866,0.5866,2152.615,1263.03258789
1660330800,2022-08-12 19:00:00,H2O/USDT,0.5976,0.5976,0.5976,0.5976,0,0
1660327200,2022-08-12 18:00:00,H2O/USDT,0.5976,0.5976,0.5976,0.5976,0,0
1660323600,2022-08-12 17:00:00,H2O/USDT,0.5976,0.5976,0.5976,0.5976,0,0
1660320000,2022-08-12 16:00:00,H2O/USDT,0.5976,0.5976,0.5976,0.5976,199034,118942.7184
1660316400,2022-08-12 15:00:00,H2O/USDT,0.5856,0.6005,0.5856,0.6005,715.2598,425.00913103
1660312800,2022-08-12 14:00:00,H2O/USDT,0.5897,0.5897,0.5807,0.5807,70,40.86161751
1660309200,2022-08-12 13:00:00,H2O/USDT,0.5953,0.5953,0.5953,0.5953,0,0
1660305600,2022-08-12 12:00:00,H2O/USDT,0.5864,0.5953,0.5864,0.5953,167.5564,99.62026779
1660302000,2022-08-12 11:00:00,H2O/USDT,0.5808,0.5808,0.5808,0.5808,0,0
1660298400,2022-08-12 10:00:00,H2O/USDT,0.5808,0.5808,0.5808,0.5808,0,0
1660294800,2022-08-12 09:00:00,H2O/USDT,0.5808,0.5808,0.5808,0.5808,0,0
1660291200,2022-08-12 08:00:00,H2O/USDT,0.5935,0.6006,0.5808,0.5808,1835.2739,1075.95705708
1660287600,2022-08-12 07:00:00,H2O/USDT,0.591,0.591,0.591,0.591,0,0
1660284000,2022-08-12 06:00:00,H2O/USDT,0.591,0.591,0.591,0.591,104969.1,62036.7381
1660280400,2022-08-12 05:00:00,H2O/USDT,0.5885,0.5885,0.5885,0.5885,14,8.239
1660276800,2022-08-12 04:00:00,H2O/USDT,0.5905,0.5905,0.5887,0.5887,20,11.79184996
1660273200,2022-08-12 03:00:00,H2O/USDT,0.5906,0.5906,0.5906,0.5906,0,0
1660269600,2022-08-12 02:00:00,H2O/USDT,0.5906,0.5906,0.5906,0.5906,0,0
1660266000,2022-08-12 01:00:00,H2O/USDT,0.5906,0.5906,0.5906,0.5906,0,0
1660262400,2022-08-12 00:00:00,H2O/USDT,0.5906,0.5906,0.5906,0.5906,0,0
1660258800,2022-08-11 23:00:00,H2O/USDT,0.5906,0.5906,0.5906,0.5906,0,0
1660255200,2022-08-11 22:00:00,H2O/USDT,0.5906,0.5906,0.5906,0.5906,0,0
1660251600,2022-08-11 21:00:00,H2O/USDT,0.5906,0.5906,0.5906,0.5906,0,0
1660248000,2022-08-11 20:00:00,H2O/USDT,0.5906,0.5906,0.5906,0.5906,0,0
1660244400,2022-08-11 19:00:00,H2O/USDT,0.5954,0.5954,0.5906,0.5906,70,41.36338449
1660240800,2022-08-11 18:00:00,H2O/USDT,0.6001,0.6001,0.6001,0.6001,0,0
1660237200,2022-08-11 17:00:00,H2O/USDT,0.6001,0.6001,0.6001,0.6001,0,0
1660233600,2022-08-11 16:00:00,H2O/USDT,0.6001,0.6001,0.6001,0.6001,283718.3,170259.35183
1660230000,2022-08-11 15:00:00,H2O/USDT,0.5954,0.5954,0.5954,0.5954,0,0
1660226400,2022-08-11 14:00:00,H2O/USDT,0.5954,0.5954,0.5954,0.5954,0,0
1660222800,2022-08-11 13:00:00,H2O/USDT,0.5954,0.5954,0.5954,0.5954,0,0
1660219200,2022-08-11 12:00:00,H2O/USDT,0.5954,0.5954,0.5954,0.5954,0,0
1660215600,2022-08-11 11:00:00,H2O/USDT,0.5954,0.5954,0.5954,0.5954,0,0
1660212000,2022-08-11 10:00:00,H2O/USDT,0.5954,0.5954,0.5954,0.5954,0,0
1660208400,2022-08-11 09:00:00,H2O/USDT,0.5954,0.5954,0.5954,0.5954,0,0
1660204800,2022-08-11 08:00:00,H2O/USDT,0.5954,0.5954,0.5954,0.5954,4.8428,2.88340312
1660201200,2022-08-11 07:00:00,H2O/USDT,0.6006,0.6006,0.6006,0.6006,0,0
1660197600,2022-08-11 06:00:00,H2O/USDT,0.6006,0.6006,0.6006,0.6006,0,0
1660194000,2022-08-11 05:00:00,H2O/USDT,0.6006,0.6006,0.6006,0.6006,0,0
1660190400,2022-08-11 04:00:00,H2O/USDT,0.5933,0.6006,0.5933,0.6006,111033.6852,65889.17349482
1660186800,2022-08-11 03:00:00,H2O/USDT,0.5935,0.5935,0.5912,0.5912,1.6781,0.99544336
1660183200,2022-08-11 02:00:00,H2O/USDT,0.598,0.598,0.598,0.598,1223.6593,731.7482614
1660179600,2022-08-11 01:00:00,H2O/USDT,0.5952,0.5952,0.592,0.592,32.26,19.12320364
1660176000,2022-08-11 00:00:00,H2O/USDT,0.5966,0.5966,0.5953,0.5953,69.5255,41.39808034
1660172400,2022-08-10 23:00:00,H2O/USDT,0.5967,0.5967,0.5967,0.5967,0,0
1660168800,2022-08-10 22:00:00,H2O/USDT,0.6003,0.6003,0.5967,0.5967,24.9826,14.94543129
1660165200,2022-08-10 21:00:00,H2O/USDT,0.6008,0.6008,0.6008,0.6008,0,0
1660161600,2022-08-10 20:00:00,H2O/USDT,0.6008,0.6008,0.6008,0.6008,0,0
1660158000,2022-08-10 19:00:00,H2O/USDT,0.6008,0.6008,0.6008,0.6008,16.6936,10.02951488
1660154400,2022-08-10 18:00:00,H2O/USDT,0.6057,0.6057,0.6057,0.6057,0,0
1660150800,2022-08-10 17:00:00,H2O/USDT,0.6008,0.6057,0.6008,0.6057,2151.616,1299.99994565
1660147200,2022-08-10 16:00:00,H2O/USDT,0.5955,0.6008,0.5955,0.6008,190760.4644,113597.86537152
1660143600,2022-08-10 15:00:00,H2O/USDT,0.6008,0.6008,0.6008,0.6008,0,0
1660140000,2022-08-10 14:00:00,H2O/USDT,0.6008,0.6008,0.6008,0.6008,0,0
1660136400,2022-08-10 13:00:00,H2O/USDT,0.6008,0.6008,0.6008,0.6008,0,0
1660132800,2022-08-10 12:00:00,H2O/USDT,0.6008,0.6008,0.6008,0.6008,0,0
1660129200,2022-08-10 11:00:00,H2O/USDT,0.5999,0.6008,0.5999,0.6008,1366.7988,820.35092442
1660125600,2022-08-10 10:00:00,H2O/USDT,0.5953,0.5953,0.5953,0.5953,0,0
1660122000,2022-08-10 09:00:00,H2O/USDT,0.5953,0.5953,0.5953,0.5953,0,0
1660118400,2022-08-10 08:00:00,H2O/USDT,0.5953,0.5953,0.5953,0.5953,0,0
1660114800,2022-08-10 07:00:00,H2O/USDT,0.5953,0.5953,0.5953,0.5953,0,0
1660111200,2022-08-10 06:00:00,H2O/USDT,0.5953,0.5953,0.5953,0.5953,121820.8,72519.92224
1660107600,2022-08-10 05:00:00,H2O/USDT,0.5999,0.5999,0.5999,0.5999,0,0
1660104000,2022-08-10 04:00:00,H2O/USDT,0.5999,0.5999,0.5999,0.5999,0,0
1660100400,2022-08-10 03:00:00,H2O/USDT,0.5999,0.5999,0.5999,0.5999,0,0
1660096800,2022-08-10 02:00:00,H2O/USDT,0.5999,0.5999,0.5999,0.5999,0,0
1660093200,2022-08-10 01:00:00,H2O/USDT,0.5999,0.5999,0.5999,0.5999,0,0
1660089600,2022-08-10 00:00:00,H2O/USDT,0.5999,0.5999,0.5999,0.5999,0,0
1660086000,2022-08-09 23:00:00,H2O/USDT,0.5999,0.5999,0.5999,0.5999,24.9395,14.96120605
1660082400,2022-08-09 22:00:00,H2O/USDT,0.5954,0.5954,0.5952,0.5952,1.75,1.0419085
1660078800,2022-08-09 21:00:00,H2O/USDT,0.598,0.598,0.598,0.598,0,0
1660075200,2022-08-09 20:00:00,H2O/USDT,0.596,0.598,0.5954,0.598,10.8329,6.45602776
1660071600,2022-08-09 19:00:00,H2O/USDT,0.6008,0.6008,0.6008,0.6008,0,0
1660068000,2022-08-09 18:00:00,H2O/USDT,0.6049,0.6049,0.5959,0.6008,1312.6594,784.9789587
1660064400,2022-08-09 17:00:00,H2O/USDT,0.6049,0.6049,0.6049,0.6049,0,0
1660060800,2022-08-09 16:00:00,H2O/USDT,0.6074,0.6101,0.6049,0.6049,152209.7554,92452.20676158
1660057200,2022-08-09 15:00:00,H2O/USDT,0.6051,0.6051,0.6051,0.6051,0,0
1660053600,2022-08-09 14:00:00,H2O/USDT,0.6051,0.6051,0.6051,0.6051,0,0
1660050000,2022-08-09 13:00:00,H2O/USDT,0.6051,0.6051,0.6051,0.6051,0,0
1660046400,2022-08-09 12:00:00,H2O/USDT,0.6051,0.6051,0.6051,0.6051,0,0
1660042800,2022-08-09 11:00:00,H2O/USDT,0.6052,0.6052,0.6051,0.6051,3.3784,2.04448982
