https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GAS,Volume BTC
1663459200,2022-09-18 00:00:00,GAS/BTC,0.00013318,0.0001336,0.00012957,0.0001336,659.7021,0.086684699301
1663372800,2022-09-17 00:00:00,GAS/BTC,0.00014372,0.0001488,0.00013162,0.0001335,14246.8191,1.967634866367
1663286400,2022-09-16 00:00:00,GAS/BTC,0.00017272,0.00019313,0.00014,0.00014243,126515.9334,20.276733449018
1663200000,2022-09-15 00:00:00,GAS/BTC,0.0001172,0.000272,0.00011663,0.00017259,112242.6142,18.539772044386
1663113600,2022-09-14 00:00:00,GAS/BTC,0.00011707,0.0001209,0.00011383,0.00011696,7462.2537,0.879867148534
1663027200,2022-09-13 00:00:00,GAS/BTC,0.0001124,0.00011692,0.00011012,0.00011536,5450.8724,0.61776206454
1662940800,2022-09-12 00:00:00,GAS/BTC,0.00011525,0.00011525,0.0001112,0.00011208,6647.2104,0.756697858252
1662854400,2022-09-11 00:00:00,GAS/BTC,0.00011574,0.0001171,0.00011396,0.00011535,544.5879,0.062660605692
1662768000,2022-09-10 00:00:00,GAS/BTC,0.0001178,0.00012208,0.00011466,0.0001155,2389.9084,0.282410011828
1662681600,2022-09-09 00:00:00,GAS/BTC,0.00012569,0.00012589,0.00011431,0.00011696,7872.0207,0.936609950869
1662595200,2022-09-08 00:00:00,GAS/BTC,0.00012147,0.0001322,0.00012147,0.00012525,10039.8765,1.262439079133
1662508800,2022-09-07 00:00:00,GAS/BTC,0.0001228,0.00012299,0.0001201,0.00012299,3670.7332,0.446345143125
1662422400,2022-09-06 00:00:00,GAS/BTC,0.00012214,0.00012468,0.00012167,0.0001228,3643.1784,0.449645517791
1662336000,2022-09-05 00:00:00,GAS/BTC,0.00012257,0.00012316,0.00012167,0.00012257,2656.6952,0.324059781264
1662249600,2022-09-04 00:00:00,GAS/BTC,0.00012265,0.0001235,0.00012176,0.00012223,58.393,0.00716607597
1662163200,2022-09-03 00:00:00,GAS/BTC,0.00012262,0.00012359,0.00012202,0.00012272,85.4971,0.010457855864
1662076800,2022-09-02 00:00:00,GAS/BTC,0.00012294,0.00012396,0.0001212,0.00012222,3149.2747,0.385861878385
1661990400,2022-09-01 00:00:00,GAS/BTC,0.00012688,0.00012719,0.00012165,0.0001229,5801.6576,0.715096383581
1661904000,2022-08-31 00:00:00,GAS/BTC,0.00012958,0.00012958,0.00012382,0.00012688,18199.9621,2.275405785775
1661817600,2022-08-30 00:00:00,GAS/BTC,0.00012326,0.00014278,0.00012326,0.00012967,18545.7161,2.440661271947
1661731200,2022-08-29 00:00:00,GAS/BTC,0.00012345,0.00012385,0.00012005,0.00012165,644.6228,0.078199773699
1661644800,2022-08-28 00:00:00,GAS/BTC,0.00012162,0.00012355,0.00012113,0.00012218,229.3455,0.028169916258
1661558400,2022-08-27 00:00:00,GAS/BTC,0.00012234,0.00013384,0.00012051,0.00012183,2325.0026,0.297437598143
1661472000,2022-08-26 00:00:00,GAS/BTC,0.0001227,0.00012338,0.00012039,0.00012206,1529.5217,0.186501681059
1661385600,2022-08-25 00:00:00,GAS/BTC,0.00011983,0.0001234,0.00011973,0.00012241,1456.7419,0.176642120859
1661299200,2022-08-24 00:00:00,GAS/BTC,0.00011932,0.00012204,0.00011889,0.00011988,1377.105,0.165463444877
1661212800,2022-08-23 00:00:00,GAS/BTC,0.00011874,0.0001203,0.00011746,0.00011936,107.6039,0.012793304854
1661126400,2022-08-22 00:00:00,GAS/BTC,0.00012244,0.00012282,0.00011616,0.00011919,463.7578,0.055231401437
1661040000,2022-08-21 00:00:00,GAS/BTC,0.00012315,0.00012432,0.0001201,0.00012208,751.6226,0.091282945771
1660953600,2022-08-20 00:00:00,GAS/BTC,0.00012405,0.00012579,0.00012097,0.00012111,2343.4412,0.291466766961
1660867200,2022-08-19 00:00:00,GAS/BTC,0.00012328,0.00012405,0.00011894,0.00012183,695.2648,0.084432404222
1660780800,2022-08-18 00:00:00,GAS/BTC,0.00012523,0.00012668,0.00012366,0.00012366,2524.4428,0.315304318707
1660694400,2022-08-17 00:00:00,GAS/BTC,0.00012685,0.00012862,0.00012398,0.00012522,4700.6074,0.588486273521
1660608000,2022-08-16 00:00:00,GAS/BTC,0.00012779,0.00013068,0.00012549,0.00012725,7621.1836,0.98378137396
1660521600,2022-08-15 00:00:00,GAS/BTC,0.000128,0.000128,0.00012414,0.00012745,1943.0822,0.245035171192
1660435200,2022-08-14 00:00:00,GAS/BTC,0.00012977,0.00012977,0.0001275,0.00012843,1256.2328,0.160828476577
1660348800,2022-08-13 00:00:00,GAS/BTC,0.00012921,0.0001308,0.00012735,0.0001297,483.8576,0.062452239807
1660262400,2022-08-12 00:00:00,GAS/BTC,0.00012996,0.0001305,0.00012763,0.0001293,899.7787,0.116088127791
