https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume HT,Volume USDT
1663459200,2022-09-18 00:00:00,HT/USDT,4.6143,4.6143,4.6142,4.6142,0.2728,1.25876878
1663372800,2022-09-17 00:00:00,HT/USDT,4.603,4.6256,4.5714,4.6224,1020.7251,4684.54229201
1663286400,2022-09-16 00:00:00,HT/USDT,4.5758,4.6051,4.5574,4.578,863.1028,3944.41912977
1663200000,2022-09-15 00:00:00,HT/USDT,4.6136,4.6459,4.5721,4.5721,2018.032,9322.89328462
1663113600,2022-09-14 00:00:00,HT/USDT,4.5981,4.63,4.5683,4.6135,2232.8844,10274.66044052
1663027200,2022-09-13 00:00:00,HT/USDT,4.7762,4.7762,4.5623,4.5853,2516.9322,11687.25891085
1662940800,2022-09-12 00:00:00,HT/USDT,4.766,4.7834,4.7058,4.7658,1756.8546,8334.96361749
1662854400,2022-09-11 00:00:00,HT/USDT,4.7185,4.7945,4.6548,4.7692,3351.6047,15904.6908696
1662768000,2022-09-10 00:00:00,HT/USDT,4.7565,4.7978,4.6304,4.7259,3541.3113,16591.92338299
1662681600,2022-09-09 00:00:00,HT/USDT,4.757,4.83,4.7071,4.7788,9526.1723,45265.6383248
1662595200,2022-09-08 00:00:00,HT/USDT,4.7062,4.832,4.5485,4.748,3375.5276,15791.21351459
1662508800,2022-09-07 00:00:00,HT/USDT,4.6158,4.7429,4.571,4.7313,3105.539,14429.31755931
1662422400,2022-09-06 00:00:00,HT/USDT,4.8317,5.0738,4.57,4.6132,16310.8945,79506.62310871
1662336000,2022-09-05 00:00:00,HT/USDT,4.7597,4.8602,4.6871,4.8233,4065.311,19503.25244642
1662249600,2022-09-04 00:00:00,HT/USDT,4.7164,4.7884,4.6908,4.7731,1694.7608,8055.67788342
1662163200,2022-09-03 00:00:00,HT/USDT,4.8379,4.8532,4.688,4.7,2341.0598,11101.23371502
1662076800,2022-09-02 00:00:00,HT/USDT,4.7383,4.8933,4.6853,4.838,1253.4339,6012.27716138
1661990400,2022-09-01 00:00:00,HT/USDT,4.7122,4.7332,4.6301,4.7176,2071.9868,9663.70620663
1661904000,2022-08-31 00:00:00,HT/USDT,4.7556,4.8158,4.583,4.6806,3896.0793,18200.36493269
1661817600,2022-08-30 00:00:00,HT/USDT,4.8396,4.976,4.61,4.7014,5447.6909,26246.60151435
1661731200,2022-08-29 00:00:00,HT/USDT,4.7577,5.4501,4.7,4.8201,24052.5039,120085.82327312
1661644800,2022-08-28 00:00:00,HT/USDT,4.9997,5.1218,4.7,4.765,7204.0205,35098.88296824
1661558400,2022-08-27 00:00:00,HT/USDT,4.9968,5.3376,4.9097,4.9983,14951.4201,77080.90481497
1661472000,2022-08-26 00:00:00,HT/USDT,4.7835,5.2309,4.6301,4.987,14277.3688,71527.70156144
1661385600,2022-08-25 00:00:00,HT/USDT,4.7011,4.9794,4.6941,4.7841,4834.5174,23379.80616754
1661299200,2022-08-24 00:00:00,HT/USDT,4.6301,4.8198,4.5698,4.7028,2134.6675,10032.50772493
1661212800,2022-08-23 00:00:00,HT/USDT,4.4051,4.6606,4.3674,4.6181,3753.3996,16966.58323004
1661126400,2022-08-22 00:00:00,HT/USDT,4.4232,4.4316,4.3545,4.4268,2232.2989,9782.35612637
1661040000,2022-08-21 00:00:00,HT/USDT,4.4254,4.4515,4.3442,4.4394,2494.5831,10999.63029317
1660953600,2022-08-20 00:00:00,HT/USDT,4.3502,4.4656,4.3418,4.4282,1973.9727,8654.04232991
1660867200,2022-08-19 00:00:00,HT/USDT,4.603,4.636,4.3436,4.3508,5052.1692,22516.59426167
1660780800,2022-08-18 00:00:00,HT/USDT,4.8794,4.928,4.4764,4.6104,15660.4316,73038.41871772
1660694400,2022-08-17 00:00:00,HT/USDT,5.1486,5.264,4.8794,4.8809,3418.4823,17249.6186506
1660608000,2022-08-16 00:00:00,HT/USDT,5.2498,5.274,5.109,5.1331,1748.9427,9053.91095963
1660521600,2022-08-15 00:00:00,HT/USDT,5.3477,5.5022,5.2189,5.2498,2511.7753,13388.07579179
1660435200,2022-08-14 00:00:00,HT/USDT,5.2888,5.6896,5.259,5.3769,8963.0369,48679.12371553
1660348800,2022-08-13 00:00:00,HT/USDT,5.1385,5.4267,5.0771,5.3014,8164.4261,42531.30474257
1660262400,2022-08-12 00:00:00,HT/USDT,4.3611,5.8102,4.3428,5.1385,62342.0793,331722.73132296
1660176000,2022-08-11 00:00:00,HT/USDT,4.409,4.5147,4.3384,4.36,7318.3377,32420.94531903
1660089600,2022-08-10 00:00:00,HT/USDT,4.3501,4.4252,4.2701,4.4089,2819.2978,12301.86706994
1660003200,2022-08-09 00:00:00,HT/USDT,4.4106,4.4216,4.3271,4.3506,893.1039,3891.56320188
1659916800,2022-08-08 00:00:00,HT/USDT,4.37,4.442,4.37,4.406,5597.3614,24661.29454459
1659830400,2022-08-07 00:00:00,HT/USDT,4.3561,4.3922,4.2426,4.37,1800.843,7798.10621035
1659744000,2022-08-06 00:00:00,HT/USDT,4.43,4.4435,4.3494,4.3561,3927.2626,17200.63701845
1659657600,2022-08-05 00:00:00,HT/USDT,4.3643,4.43,4.3427,4.4276,5653.4181,24809.42455325
1659571200,2022-08-04 00:00:00,HT/USDT,4.377,4.3993,4.3298,4.3543,1361.5384,5917.78991812
1659484800,2022-08-03 00:00:00,HT/USDT,4.3785,4.4308,4.3259,4.3735,2506.7762,10950.25912434
1659398400,2022-08-02 00:00:00,HT/USDT,4.5084,4.5115,4.36,4.3733,1700.2496,7470.77851974
1659312000,2022-08-01 00:00:00,HT/USDT,4.508,4.5363,4.43,4.5084,2180.3849,9789.90678061
1659225600,2022-07-31 00:00:00,HT/USDT,4.5166,4.5799,4.4517,4.503,1690.11841584,7628.759233462672
1659139200,2022-07-30 00:00:00,HT/USDT,4.4608,4.57,4.4,4.5199,4631.7112,20910.16532367
1659052800,2022-07-29 00:00:00,HT/USDT,4.4739,4.5078,4.3913,4.4748,3591.4814,15984.07525427
1658966400,2022-07-28 00:00:00,HT/USDT,4.4518,4.5179,4.3799,4.4824,2014.7305,8965.64265657
1658880000,2022-07-27 00:00:00,HT/USDT,4.3421,4.4371,4.2902,4.4307,2564.2782,11149.65977201
1658793600,2022-07-26 00:00:00,HT/USDT,4.3365,4.3518,4.3,4.3381,528.3977,2284.85463352
1658707200,2022-07-25 00:00:00,HT/USDT,4.6875,4.6875,4.3346,4.3591,2575.0953,11460.18832344
1658620800,2022-07-24 00:00:00,HT/USDT,4.8452,4.8646,4.6841,4.7054,2156.3717,10190.15193365
1658534400,2022-07-23 00:00:00,HT/USDT,4.7975,4.9339,4.7354,4.8429,1417.1145,6903.61035206
1658448000,2022-07-22 00:00:00,HT/USDT,4.8283,4.8843,4.7771,4.8047,1578.0147,7622.12326664
1658361600,2022-07-21 00:00:00,HT/USDT,4.7422,4.8296,4.6534,4.8211,607.3726,2885.74410944
1658275200,2022-07-20 00:00:00,HT/USDT,4.7977,4.9006,4.7071,4.7107,1286.9131,6209.66413984
1658188800,2022-07-19 00:00:00,HT/USDT,4.8439,4.9056,4.7356,4.8221,2887.7464,13950.29190732
1658102400,2022-07-18 00:00:00,HT/USDT,4.6676,4.8483,4.6633,4.8434,1959.6857,9334.47761566
1658016000,2022-07-17 00:00:00,HT/USDT,4.7101,4.7604,4.6404,4.6649,1130.8392,5326.17928317
1657929600,2022-07-16 00:00:00,HT/USDT,4.5493,4.7106,4.494,4.6931,1044.0673,4774.26477566
1657843200,2022-07-15 00:00:00,HT/USDT,4.5277,4.5942,4.476,4.5458,365.937,1653.86362697
1657756800,2022-07-14 00:00:00,HT/USDT,4.4848,4.5462,4.31,4.5281,573.4519,2525.62899344
1657670400,2022-07-13 00:00:00,HT/USDT,4.3143,4.4871,4.302,4.4848,1847.1184,8145.72354455
1657584000,2022-07-12 00:00:00,HT/USDT,4.3193,4.3853,4.2966,4.362,1344.7075,5853.87112166
1657497600,2022-07-11 00:00:00,HT/USDT,4.3965,4.4029,4.2854,4.3222,975.8271,4230.36174045
1657411200,2022-07-10 00:00:00,HT/USDT,4.3971,4.4185,4.15,4.3823,9035.9719,39080.29018217
1657324800,2022-07-09 00:00:00,HT/USDT,4.5784,4.5784,4.3343,4.4015,4043.5265,17877.02975811
1657238400,2022-07-08 00:00:00,HT/USDT,4.6944,4.7507,4.5025,4.5874,1635.7851,7515.84766793
1657152000,2022-07-07 00:00:00,HT/USDT,4.5761,4.754,4.1537,4.7105,4940.21517791,22876.30207468734
1657065600,2022-07-06 00:00:00,HT/USDT,4.4983,4.6101,4.4524,4.5894,4711.21144077,21383.576199142529
1656979200,2022-07-05 00:00:00,HT/USDT,4.642,4.6808,4.3864,4.5118,4157.87035325,19035.039831341398
1656892800,2022-07-04 00:00:00,HT/USDT,4.3619,4.6643,4.2949,4.6404,6626.06212402,29418.937797328565
1656806400,2022-07-03 00:00:00,HT/USDT,4.3564,4.4317,4.2847,4.3618,3700.14133306,16076.002268327373
1656720000,2022-07-02 00:00:00,HT/USDT,4.32,4.3751,3.9204,4.3531,8650.42461083,37216.897166163109
1656633600,2022-07-01 00:00:00,HT/USDT,4.8417,4.9512,4.2896,4.324,26942.07073195,123453.19231140143
1656547200,2022-06-30 00:00:00,HT/USDT,5.0166,5.0166,4.7015,4.8278,1066.49589754,5117.477282367793
1656460800,2022-06-29 00:00:00,HT/USDT,5.1817,5.2117,4.974,4.9883,1867.07729001,9564.212460470724
1656374400,2022-06-28 00:00:00,HT/USDT,5.3062,5.3433,5.1615,5.1636,2958.22343478,15591.340740958634
1656288000,2022-06-27 00:00:00,HT/USDT,5.2812,5.3983,5.2403,5.2979,1029.70981546,5465.379491923578
1656201600,2022-06-26 00:00:00,HT/USDT,5.5354,5.5354,5.2289,5.2578,2178.03148185,11746.570214544206
1656115200,2022-06-25 00:00:00,HT/USDT,5.54,5.609,5.4139,5.5062,762.35516738,4205.240102470822
1656028800,2022-06-24 00:00:00,HT/USDT,5.453,5.5978,5.4117,5.564,3262.50122479,17911.173367786709
1655942400,2022-06-23 00:00:00,HT/USDT,5.072,5.4614,5.0719,5.4469,1594.73457539,8360.865928755003
1655856000,2022-06-22 00:00:00,HT/USDT,5.2937,5.3313,5.0719,5.1124,2120.52138412,10991.289050217328
1655769600,2022-06-21 00:00:00,HT/USDT,5.2721,5.5244,5.2409,5.35,1643.95759768,8862.74230333819
1655683200,2022-06-20 00:00:00,HT/USDT,5.1044,5.3367,4.9677,5.2882,2022.66351057,10417.959300655826
1655596800,2022-06-19 00:00:00,HT/USDT,4.9142,5.1744,4.7151,5.1203,1848.83559126,9152.488766313456
