https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume YFI,Volume USDT
1663545600000.0,2022-09-19 00:00:00,YFI/USDT,8350.0,8440.0,8330.0,8425.0,0.5458017804154303,4598.38
1663542000000.0,2022-09-18 23:00:00,YFI/USDT,8400.0,8495.0,8305.0,8350.0,0.001007185628742515,8.41
1663538400000.0,2022-09-18 22:00:00,YFI/USDT,8310.0,8400.0,8185.0,8400.0,0.016757142857142856,140.76
1663534800000.0,2022-09-18 21:00:00,YFI/USDT,8620.0,8670.0,7940.0,8320.0,1.6420096153846155,13661.52
1663531200000.0,2022-09-18 20:00:00,YFI/USDT,8700.0,8710.0,8585.0,8620.0,0.0,0.0
1663527600000.0,2022-09-18 19:00:00,YFI/USDT,8640.0,8735.0,8620.0,8700.0,0.2671522988505747,2324.225
1663524000000.0,2022-09-18 18:00:00,YFI/USDT,8640.0,8700.0,8610.0,8640.0,0.0,0.0
1663520400000.0,2022-09-18 17:00:00,YFI/USDT,8775.0,8785.0,8625.0,8640.0,0.025111111111111112,216.96
1663516800000.0,2022-09-18 16:00:00,YFI/USDT,8910.0,8930.0,8720.0,8775.0,0.14450427350427353,1268.025
1663513200000.0,2022-09-18 15:00:00,YFI/USDT,8890.0,8965.0,8870.0,8910.0,0.02807351290684624,250.135
1663509600000.0,2022-09-18 14:00:00,YFI/USDT,8955.0,8955.0,8835.0,8890.0,0.30820866141732284,2739.975
1663506000000.0,2022-09-18 13:00:00,YFI/USDT,9000.0,9000.0,8930.0,8955.0,0.011012283640424343,98.615
1663502400000.0,2022-09-18 12:00:00,YFI/USDT,8925.0,9005.0,8880.0,9000.0,0.0,0.0
1663498800000.0,2022-09-18 11:00:00,YFI/USDT,8925.0,8975.0,8915.0,8925.0,0.002001120448179272,17.86
1663495200000.0,2022-09-18 10:00:00,YFI/USDT,8830.0,8985.0,8815.0,8925.0,0.0,0.0
1663491600000.0,2022-09-18 09:00:00,YFI/USDT,9020.0,9065.0,8805.0,8830.0,0.0,0.0
1663488000000.0,2022-09-18 08:00:00,YFI/USDT,9055.0,9080.0,9015.0,9020.0,0.0009994456762749445,9.015
1663484400000.0,2022-09-18 07:00:00,YFI/USDT,9035.0,9075.0,9025.0,9055.0,0.0,0.0
1663480800000.0,2022-09-18 06:00:00,YFI/USDT,9075.0,9075.0,9010.0,9035.0,0.0,0.0
1663477200000.0,2022-09-18 05:00:00,YFI/USDT,9080.0,9095.0,9075.0,9075.0,0.005,45.375
1663473600000.0,2022-09-18 04:00:00,YFI/USDT,9095.0,9100.0,9080.0,9080.0,0.0,0.0
1663470000000.0,2022-09-18 03:00:00,YFI/USDT,9140.0,9215.0,9080.0,9095.0,0.06793732820230895,617.89
1663466400000.0,2022-09-18 02:00:00,YFI/USDT,9275.0,9320.0,9090.0,9140.0,0.0,0.0
1663462800000.0,2022-09-18 01:00:00,YFI/USDT,9225.0,9350.0,9205.0,9275.0,0.0,0.0
1663459200000.0,2022-09-18 00:00:00,YFI/USDT,9335.0,9355.0,9220.0,9225.0,0.0,0.0
1663455600000.0,2022-09-17 23:00:00,YFI/USDT,9300.0,9385.0,9280.0,9335.0,0.0,0.0
1663452000000.0,2022-09-17 22:00:00,YFI/USDT,9265.0,9335.0,9265.0,9300.0,0.0,0.0
1663448400000.0,2022-09-17 21:00:00,YFI/USDT,9260.0,9325.0,9235.0,9265.0,0.0,0.0
1663444800000.0,2022-09-17 20:00:00,YFI/USDT,9215.0,9300.0,9195.0,9260.0,0.46398488120950326,4296.5
1663441200000.0,2022-09-17 19:00:00,YFI/USDT,9270.0,9270.0,9185.0,9215.0,0.028065111231687468,258.62
1663437600000.0,2022-09-17 18:00:00,YFI/USDT,9195.0,9320.0,9180.0,9270.0,0.001,9.27
1663434000000.0,2022-09-17 17:00:00,YFI/USDT,9185.0,9300.0,9145.0,9195.0,0.0010054377379010331,9.245
1663430400000.0,2022-09-17 16:00:00,YFI/USDT,9025.0,9250.0,9025.0,9185.0,0.013930321175830158,127.95
1663426800000.0,2022-09-17 15:00:00,YFI/USDT,8990.0,9105.0,8975.0,9025.0,0.0,0.0
1663423200000.0,2022-09-17 14:00:00,YFI/USDT,8940.0,9010.0,8935.0,8990.0,0.030815906562847613,277.035
1663419600000.0,2022-09-17 13:00:00,YFI/USDT,8980.0,9020.0,8920.0,8940.0,0.08351062639821029,746.585
1663416000000.0,2022-09-17 12:00:00,YFI/USDT,9105.0,9105.0,8970.0,8980.0,0.031,278.38
1663412400000.0,2022-09-17 11:00:00,YFI/USDT,9040.0,9165.0,9025.0,9105.0,0.125830313014827,1145.685
1663408800000.0,2022-09-17 10:00:00,YFI/USDT,8965.0,9055.0,8950.0,9040.0,2.070375553097345,18716.195
1663405200000.0,2022-09-17 09:00:00,YFI/USDT,8925.0,9000.0,8875.0,8965.0,0.31972783045175684,2866.36
1663401600000.0,2022-09-17 08:00:00,YFI/USDT,8850.0,8990.0,8835.0,8925.0,0.030050420168067225,268.2
1663398000000.0,2022-09-17 07:00:00,YFI/USDT,8830.0,8850.0,8770.0,8850.0,0.029728813559322036,263.1
1663394400000.0,2022-09-17 06:00:00,YFI/USDT,8875.0,8900.0,8825.0,8830.0,0.0200039637599094,176.635
1663390800000.0,2022-09-17 05:00:00,YFI/USDT,8880.0,8920.0,8830.0,8875.0,0.03003380281690141,266.55
1663387200000.0,2022-09-17 04:00:00,YFI/USDT,8815.0,8925.0,8805.0,8880.0,0.0030056306306306306,26.69
1663383600000.0,2022-09-17 03:00:00,YFI/USDT,8740.0,8815.0,8735.0,8815.0,0.021937606352807712,193.38
1663380000000.0,2022-09-17 02:00:00,YFI/USDT,8795.0,8840.0,8725.0,8740.0,0.0,0.0
1663376400000.0,2022-09-17 01:00:00,YFI/USDT,8710.0,8800.0,8710.0,8795.0,0.0,0.0
1663372800000.0,2022-09-17 00:00:00,YFI/USDT,8655.0,8770.0,8655.0,8710.0,0.0,0.0
1663369200000.0,2022-09-16 23:00:00,YFI/USDT,8625.0,8655.0,8620.0,8655.0,0.0,0.0
1663365600000.0,2022-09-16 22:00:00,YFI/USDT,8630.0,8655.0,8620.0,8625.0,0.0,0.0
1663362000000.0,2022-09-16 21:00:00,YFI/USDT,8665.0,8685.0,8615.0,8630.0,0.0,0.0
1663358400000.0,2022-09-16 20:00:00,YFI/USDT,8555.0,8665.0,8555.0,8665.0,0.3871136757068667,3354.34
1663354800000.0,2022-09-16 19:00:00,YFI/USDT,8555.0,8600.0,8555.0,8555.0,0.0,0.0
1663351200000.0,2022-09-16 18:00:00,YFI/USDT,8585.0,8595.0,8525.0,8555.0,0.001,8.555
1663347600000.0,2022-09-16 17:00:00,YFI/USDT,8570.0,8630.0,8510.0,8585.0,0.0,0.0
1663344000000.0,2022-09-16 16:00:00,YFI/USDT,8640.0,8645.0,8465.0,8570.0,0.3290425904317386,2819.895
1663340400000.0,2022-09-16 15:00:00,YFI/USDT,8650.0,8700.0,8590.0,8640.0,0.0,0.0
1663336800000.0,2022-09-16 14:00:00,YFI/USDT,8545.0,8745.0,8525.0,8650.0,0.06413063583815029,554.73
1663333200000.0,2022-09-16 13:00:00,YFI/USDT,8670.0,8725.0,8490.0,8545.0,0.053372147454651846,456.065
1663329600000.0,2022-09-16 12:00:00,YFI/USDT,8795.0,8795.0,8670.0,8670.0,0.1919677047289504,1664.36
1663326000000.0,2022-09-16 11:00:00,YFI/USDT,8695.0,8830.0,8680.0,8795.0,0.18935986355884027,1665.42
1663322400000.0,2022-09-16 10:00:00,YFI/USDT,8600.0,8765.0,8585.0,8695.0,0.006974123059229442,60.64
1663318800000.0,2022-09-16 09:00:00,YFI/USDT,8480.0,8620.0,8480.0,8600.0,0.0,0.0
1663315200000.0,2022-09-16 08:00:00,YFI/USDT,8620.0,8620.0,8465.0,8480.0,0.05346875,453.415
1663311600000.0,2022-09-16 07:00:00,YFI/USDT,8600.0,8645.0,8595.0,8620.0,0.0,0.0
1663308000000.0,2022-09-16 06:00:00,YFI/USDT,8560.0,8635.0,8535.0,8600.0,0.0,0.0
1663304400000.0,2022-09-16 05:00:00,YFI/USDT,8560.0,8595.0,8555.0,8560.0,0.0,0.0
1663300800000.0,2022-09-16 04:00:00,YFI/USDT,8570.0,8610.0,8550.0,8560.0,0.0,0.0
1663297200000.0,2022-09-16 03:00:00,YFI/USDT,8530.0,8590.0,8515.0,8570.0,0.1929935822637106,1653.955
1663293600000.0,2022-09-16 02:00:00,YFI/USDT,8580.0,8610.0,8480.0,8530.0,0.0009982415005861665,8.515
1663290000000.0,2022-09-16 01:00:00,YFI/USDT,8585.0,8625.0,8540.0,8580.0,0.27971969696969695,2399.995
1663286400000.0,2022-09-16 00:00:00,YFI/USDT,8530.0,8585.0,8400.0,8585.0,0.08944903902154921,767.92
1663282800000.0,2022-09-15 23:00:00,YFI/USDT,8565.0,8585.0,8490.0,8530.0,0.0,0.0
1663279200000.0,2022-09-15 22:00:00,YFI/USDT,8645.0,8645.0,8465.0,8565.0,0.03913660245183888,335.205
1663275600000.0,2022-09-15 21:00:00,YFI/USDT,8665.0,8665.0,8615.0,8645.0,0.05,432.25
1663272000000.0,2022-09-15 20:00:00,YFI/USDT,8645.0,8665.0,8615.0,8665.0,0.30228216964800925,2619.275
1663268400000.0,2022-09-15 19:00:00,YFI/USDT,8710.0,8715.0,8625.0,8645.0,0.01,86.45
1663264800000.0,2022-09-15 18:00:00,YFI/USDT,8785.0,8785.0,8705.0,8710.0,0.011037887485648679,96.14
1663261200000.0,2022-09-15 17:00:00,YFI/USDT,8760.0,8800.0,8750.0,8785.0,0.013018782014797952,114.37
1663257600000.0,2022-09-15 16:00:00,YFI/USDT,8655.0,8760.0,8615.0,8760.0,0.03288698630136986,288.09
1663254000000.0,2022-09-15 15:00:00,YFI/USDT,8635.0,8685.0,8540.0,8655.0,1.962575967648758,16986.095
1663250400000.0,2022-09-15 14:00:00,YFI/USDT,8895.0,8910.0,8585.0,8635.0,0.025417486971627098,219.48
1663246800000.0,2022-09-15 13:00:00,YFI/USDT,8925.0,8955.0,8780.0,8895.0,0.20054131534569983,1783.815
1663243200000.0,2022-09-15 12:00:00,YFI/USDT,8865.0,8980.0,8845.0,8925.0,0.008979271708683473,80.14
1663239600000.0,2022-09-15 11:00:00,YFI/USDT,8850.0,8895.0,8830.0,8865.0,0.003992103778905809,35.39
1663236000000.0,2022-09-15 10:00:00,YFI/USDT,8900.0,8930.0,8835.0,8850.0,0.002,17.7
1663232400000.0,2022-09-15 09:00:00,YFI/USDT,8910.0,8950.0,8890.0,8900.0,0.9279477528089888,8258.735
1663228800000.0,2022-09-15 08:00:00,YFI/USDT,9015.0,9015.0,8880.0,8910.0,0.10242424242424243,912.6
1663225200000.0,2022-09-15 07:00:00,YFI/USDT,8935.0,9115.0,8915.0,9015.0,0.2832384914032169,2553.395
1663221600000.0,2022-09-15 06:00:00,YFI/USDT,9030.0,9035.0,8685.0,8935.0,1.3929367655288192,12445.89
1663218000000.0,2022-09-15 05:00:00,YFI/USDT,8940.0,9040.0,8930.0,9030.0,0.032725913621262454,295.515
1663214400000.0,2022-09-15 04:00:00,YFI/USDT,8875.0,8940.0,8855.0,8940.0,0.48369071588366885,4324.195
1663210800000.0,2022-09-15 03:00:00,YFI/USDT,9005.0,9020.0,8840.0,8875.0,0.07794591549295775,691.77
1663207200000.0,2022-09-15 02:00:00,YFI/USDT,9100.0,9100.0,8955.0,9005.0,0.03182343142698501,286.57
1663203600000.0,2022-09-15 01:00:00,YFI/USDT,9080.0,9100.0,8960.0,9100.0,0.009895604395604395,90.05
1663200000000.0,2022-09-15 00:00:00,YFI/USDT,9205.0,9210.0,9080.0,9080.0,0.11708810572687225,1063.16
1663196400000.0,2022-09-14 23:00:00,YFI/USDT,9240.0,9260.0,9180.0,9205.0,0.002001086366105378,18.42
1663192800000.0,2022-09-14 22:00:00,YFI/USDT,9185.0,9270.0,9150.0,9240.0,0.047063852813852815,434.87
1663189200000.0,2022-09-14 21:00:00,YFI/USDT,9100.0,9185.0,9040.0,9185.0,0.09115841045182362,837.29
1663185600000.0,2022-09-14 20:00:00,YFI/USDT,9085.0,9100.0,9045.0,9100.0,0.0,0.0
1663182000000.0,2022-09-14 19:00:00,YFI/USDT,9020.0,9090.0,9000.0,9085.0,0.0,0.0
1663178400000.0,2022-09-14 18:00:00,YFI/USDT,9085.0,9100.0,8900.0,9020.0,0.0029700665188470065,26.79
1663174800000.0,2022-09-14 17:00:00,YFI/USDT,9075.0,9155.0,9065.0,9085.0,0.0,0.0
1663171200000.0,2022-09-14 16:00:00,YFI/USDT,9130.0,9140.0,9060.0,9075.0,0.002005509641873278,18.2
1663167600000.0,2022-09-14 15:00:00,YFI/USDT,9170.0,9175.0,9110.0,9130.0,0.013014238773274917,118.82
1663164000000.0,2022-09-14 14:00:00,YFI/USDT,9165.0,9210.0,9095.0,9170.0,0.0019869138495092692,18.22
1663160400000.0,2022-09-14 13:00:00,YFI/USDT,9215.0,9275.0,9080.0,9165.0,0.2266317512274959,2077.08
1663156800000.0,2022-09-14 12:00:00,YFI/USDT,9105.0,9305.0,9050.0,9215.0,0.1699305480195334,1565.91
1663153200000.0,2022-09-14 11:00:00,YFI/USDT,9190.0,9205.0,9080.0,9105.0,0.00600658978583196,54.69
1663149600000.0,2022-09-14 10:00:00,YFI/USDT,9190.0,9215.0,9185.0,9190.0,0.0,0.0
1663146000000.0,2022-09-14 09:00:00,YFI/USDT,9165.0,9190.0,9135.0,9190.0,1.00490478781284,9235.075
1663142400000.0,2022-09-14 08:00:00,YFI/USDT,9145.0,9170.0,9050.0,9165.0,0.1925848336061102,1765.04
1663138800000.0,2022-09-14 07:00:00,YFI/USDT,9180.0,9225.0,9055.0,9145.0,0.0856183706943685,782.98
1663135200000.0,2022-09-14 06:00:00,YFI/USDT,9275.0,9290.0,9180.0,9180.0,0.5864760348583878,5383.85
1663131600000.0,2022-09-14 05:00:00,YFI/USDT,9270.0,9305.0,9265.0,9275.0,0.006012938005390836,55.77
1663128000000.0,2022-09-14 04:00:00,YFI/USDT,9245.0,9305.0,9220.0,9270.0,0.0,0.0
1663124400000.0,2022-09-14 03:00:00,YFI/USDT,9290.0,9340.0,9240.0,9245.0,0.7422309356408869,6861.925
1663120800000.0,2022-09-14 02:00:00,YFI/USDT,9150.0,9290.0,9115.0,9290.0,0.005987082884822389,55.62
1663117200000.0,2022-09-14 01:00:00,YFI/USDT,9075.0,9180.0,9070.0,9150.0,0.005974863387978142,54.67
1663113600000.0,2022-09-14 00:00:00,YFI/USDT,9035.0,9075.0,8960.0,9075.0,0.04755041322314049,431.52
1663110000000.0,2022-09-13 23:00:00,YFI/USDT,9115.0,9120.0,9010.0,9035.0,0.0,0.0
1663106400000.0,2022-09-13 22:00:00,YFI/USDT,9160.0,9165.0,9030.0,9115.0,0.3283746571585299,2993.135
1663102800000.0,2022-09-13 21:00:00,YFI/USDT,9260.0,9270.0,9075.0,9160.0,0.14512991266375547,1329.39
1663099200000.0,2022-09-13 20:00:00,YFI/USDT,9255.0,9305.0,9250.0,9260.0,0.09131425485961124,845.57
1663095600000.0,2022-09-13 19:00:00,YFI/USDT,9135.0,9275.0,9060.0,9255.0,0.08993949216639655,832.39
1663092000000.0,2022-09-13 18:00:00,YFI/USDT,9350.0,9370.0,9135.0,9135.0,0.008029556650246305,73.35
1663088400000.0,2022-09-13 17:00:00,YFI/USDT,9300.0,9400.0,9285.0,9350.0,0.005016042780748663,46.9
1663084800000.0,2022-09-13 16:00:00,YFI/USDT,9265.0,9310.0,9235.0,9300.0,13.668770430107527,127119.565
1663081200000.0,2022-09-13 15:00:00,YFI/USDT,9240.0,9300.0,9205.0,9265.0,1.2196702644360498,11300.245
1663077600000.0,2022-09-13 14:00:00,YFI/USDT,9335.0,9365.0,9225.0,9240.0,0.10331439393939394,954.625
1663074000000.0,2022-09-13 13:00:00,YFI/USDT,9420.0,9490.0,9335.0,9335.0,0.12330530262453133,1151.055
1663070400000.0,2022-09-13 12:00:00,YFI/USDT,10045.0,10185.0,9355.0,9420.0,1.2361119957537154,11644.175
1663066800000.0,2022-09-13 11:00:00,YFI/USDT,9975.0,10150.0,9970.0,10045.0,0.26895569935291186,2701.66
1663063200000.0,2022-09-13 10:00:00,YFI/USDT,9890.0,10000.0,9890.0,9975.0,0.0029824561403508773,29.75
1663059600000.0,2022-09-13 09:00:00,YFI/USDT,9930.0,9980.0,9845.0,9890.0,0.07811729019211325,772.58
1663056000000.0,2022-09-13 08:00:00,YFI/USDT,10010.0,10010.0,9910.0,9930.0,0.2458262839879154,2441.055
1663052400000.0,2022-09-13 07:00:00,YFI/USDT,9860.0,10025.0,9860.0,10010.0,0.1425034965034965,1426.46
1663048800000.0,2022-09-13 06:00:00,YFI/USDT,9780.0,9950.0,9780.0,9860.0,0.07733772819472616,762.55
1663045200000.0,2022-09-13 05:00:00,YFI/USDT,9765.0,9820.0,9765.0,9780.0,0.002,19.56
1663041600000.0,2022-09-13 04:00:00,YFI/USDT,9775.0,9855.0,9760.0,9765.0,0.14125550435227854,1379.36
1663038000000.0,2022-09-13 03:00:00,YFI/USDT,9715.0,9805.0,9665.0,9775.0,0.3469171355498721,3391.115
1663034400000.0,2022-09-13 02:00:00,YFI/USDT,9635.0,9715.0,9570.0,9715.0,0.0932964487905301,906.375
1663030800000.0,2022-09-13 01:00:00,YFI/USDT,9630.0,9655.0,9565.0,9635.0,0.04866943435391801,468.93
1663027200000.0,2022-09-13 00:00:00,YFI/USDT,9765.0,9775.0,9530.0,9630.0,0.0502435098650052,483.845
1663023600000.0,2022-09-12 23:00:00,YFI/USDT,9800.0,9800.0,9745.0,9765.0,0.1320204813108039,1289.18
1663020000000.0,2022-09-12 22:00:00,YFI/USDT,9805.0,9825.0,9740.0,9800.0,0.05299183673469388,519.32
1663016400000.0,2022-09-12 21:00:00,YFI/USDT,9940.0,9945.0,9770.0,9805.0,0.023914329423763384,234.48
1663012800000.0,2022-09-12 20:00:00,YFI/USDT,9970.0,10010.0,9930.0,9940.0,0.006018108651911469,59.82
1663009200000.0,2022-09-12 19:00:00,YFI/USDT,9985.0,10005.0,9955.0,9970.0,0.17282647943831494,1723.08
1663005600000.0,2022-09-12 18:00:00,YFI/USDT,9995.0,10005.0,9930.0,9985.0,0.04586179268903355,457.93
1663002000000.0,2022-09-12 17:00:00,YFI/USDT,9890.0,10020.0,9875.0,9995.0,0.003969984992496248,39.68
1662998400000.0,2022-09-12 16:00:00,YFI/USDT,9835.0,9915.0,9720.0,9890.0,0.06569261880687563,649.7
1662994800000.0,2022-09-12 15:00:00,YFI/USDT,10135.0,10135.0,9815.0,9835.0,0.3952653787493645,3887.435
1662991200000.0,2022-09-12 14:00:00,YFI/USDT,10220.0,10225.0,10055.0,10135.0,0.02607104094721263,264.23
1662987600000.0,2022-09-12 13:00:00,YFI/USDT,10235.0,10265.0,10170.0,10220.0,0.07895841487279844,806.955
1662984000000.0,2022-09-12 12:00:00,YFI/USDT,10275.0,10280.0,10205.0,10235.0,0.22071470444553004,2259.015
1662980400000.0,2022-09-12 11:00:00,YFI/USDT,10245.0,10330.0,10210.0,10275.0,0.14891727493917276,1530.125
1662976800000.0,2022-09-12 10:00:00,YFI/USDT,10255.0,10280.0,10170.0,10245.0,0.16312152269399707,1671.18
1662973200000.0,2022-09-12 09:00:00,YFI/USDT,10320.0,10360.0,10235.0,10255.0,0.0741404193076548,760.31
1662969600000.0,2022-09-12 08:00:00,YFI/USDT,10275.0,10340.0,10205.0,10320.0,0.2870232558139535,2962.08
1662966000000.0,2022-09-12 07:00:00,YFI/USDT,10190.0,10285.0,10185.0,10275.0,0.10643649635036496,1093.635
1662962400000.0,2022-09-12 06:00:00,YFI/USDT,10215.0,10215.0,10170.0,10190.0,0.04895191364082434,498.82
