https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SHA,Volume USDT
1663459200,2022-09-18 00:00:00,SHA/USDT,0.000851,0.000856,0.000846,0.000849,731015.0283,621.1730920459
1663372800,2022-09-17 00:00:00,SHA/USDT,0.000821,0.000851,0.000813,0.000851,17480904.3073,14564.7812712533
1663286400,2022-09-16 00:00:00,SHA/USDT,0.000826,0.000847,0.00081,0.000817,31616078.9451,26105.8012652697
1663200000,2022-09-15 00:00:00,SHA/USDT,0.000853,0.000901,0.00081,0.000825,73861878.5608,62886.2870168148
1663113600,2022-09-14 00:00:00,SHA/USDT,0.000849,0.00087,0.00084,0.000853,32712142.4955,27916.9975330271
1663027200,2022-09-13 00:00:00,SHA/USDT,0.000901,0.000901,0.00083,0.000852,37956402.2464,32862.3074064467
1662940800,2022-09-12 00:00:00,SHA/USDT,0.000876,0.000909,0.000862,0.000902,28029603.7811,24850.1866261409
1662854400,2022-09-11 00:00:00,SHA/USDT,0.000876,0.000888,0.000861,0.000876,16638544.309,14521.2750313895
1662768000,2022-09-10 00:00:00,SHA/USDT,0.000884,0.000903,0.000868,0.000876,25581789.9986,22626.6166614402
1662681600,2022-09-09 00:00:00,SHA/USDT,0.000843,0.0009,0.000841,0.000883,48336792.0367,42517.0277159237
1662595200,2022-09-08 00:00:00,SHA/USDT,0.00085,0.000853,0.000828,0.000842,35569983.1345,29912.2977549148
1662508800,2022-09-07 00:00:00,SHA/USDT,0.000827,0.000857,0.0008,0.00085,56077325.6786,46104.8802167049
1662422400,2022-09-06 00:00:00,SHA/USDT,0.000858,0.000887,0.000823,0.000828,35489484.369,30449.8316929734
1662336000,2022-09-05 00:00:00,SHA/USDT,0.000889,0.000897,0.00084,0.000855,50174652.809,43244.6115708173
1662249600,2022-09-04 00:00:00,SHA/USDT,0.000881,0.000913,0.00088,0.000888,33763837.5898,30183.0173407828
1662163200,2022-09-03 00:00:00,SHA/USDT,0.000885,0.000915,0.00088,0.00088,30711137.2812,27349.3682825351
1662076800,2022-09-02 00:00:00,SHA/USDT,0.000885,0.000935,0.000875,0.000885,65602116.7854,59000.9736219948
1661990400,2022-09-01 00:00:00,SHA/USDT,0.000908,0.000909,0.00086,0.000885,49197710.0916,43568.8095089653
1661904000,2022-08-31 00:00:00,SHA/USDT,0.000914,0.000936,0.000885,0.000907,63293628.4278,57441.9148715935
1661817600,2022-08-30 00:00:00,SHA/USDT,0.000916,0.000934,0.00089,0.000913,48339768.2975,44185.104251703
1661731200,2022-08-29 00:00:00,SHA/USDT,0.000874,0.000924,0.000872,0.000914,30966090.9307,27776.9899497013
1661644800,2022-08-28 00:00:00,SHA/USDT,0.000886,0.0009,0.000876,0.000878,26977271.5327,23930.8244581604
1661558400,2022-08-27 00:00:00,SHA/USDT,0.000881,0.000899,0.000868,0.000886,49716803.4113,44123.1839963933
1661472000,2022-08-26 00:00:00,SHA/USDT,0.000924,0.000935,0.000876,0.000879,50752482.466,46290.7377410092
1661385600,2022-08-25 00:00:00,SHA/USDT,0.000927,0.00094,0.0009,0.000924,47551329.5764,43881.5500386226
1661299200,2022-08-24 00:00:00,SHA/USDT,0.000918,0.00094,0.000909,0.000927,25415812.957,23486.3010470714
1661212800,2022-08-23 00:00:00,SHA/USDT,0.000932,0.000945,0.000901,0.000923,55352293.493,51093.9645620235
1661126400,2022-08-22 00:00:00,SHA/USDT,0.000935,0.00096,0.000902,0.000932,63088388.5459,58323.3704318969
1661040000,2022-08-21 00:00:00,SHA/USDT,0.000911,0.00095,0.0009,0.000935,50885026.056,46861.4961122541
1660953600,2022-08-20 00:00:00,SHA/USDT,0.000899,0.000936,0.000886,0.00091,80469653.2057,72764.0355670429
1660867200,2022-08-19 00:00:00,SHA/USDT,0.000917,0.000956,0.000854,0.000899,167047030.4159,150623.4891337979
1660780800,2022-08-18 00:00:00,SHA/USDT,0.000909,0.000961,0.000893,0.000917,68399105.5529,62939.8097767077
1660694400,2022-08-17 00:00:00,SHA/USDT,0.000941,0.00097,0.000895,0.000905,103573965.7815,96524.5487364424
1660608000,2022-08-16 00:00:00,SHA/USDT,0.00094,0.001007,0.000925,0.000942,111283159.746,107543.1344588935
1660521600,2022-08-15 00:00:00,SHA/USDT,0.000922,0.000999,0.00091,0.000938,95236592.2477,90592.5577410058
1660435200,2022-08-14 00:00:00,SHA/USDT,0.00099,0.001001,0.000905,0.000922,73477443.7747,69431.377881929
1660348800,2022-08-13 00:00:00,SHA/USDT,0.000972,0.00102,0.000921,0.000989,241022578.0784,232964.0338087036
1660262400,2022-08-12 00:00:00,SHA/USDT,0.000868,0.00125,0.000856,0.000969,715719728.45686758,750990.25066411458317
1660176000,2022-08-11 00:00:00,SHA/USDT,0.000845,0.00088,0.000844,0.000865,48174527.0029,41680.7766985392
1660089600,2022-08-10 00:00:00,SHA/USDT,0.000816,0.000854,0.000801,0.000845,51020142.3444,42081.9194652144
1660003200,2022-08-09 00:00:00,SHA/USDT,0.000839,0.000846,0.000801,0.000815,41850065.9765,34398.4558079454
1659916800,2022-08-08 00:00:00,SHA/USDT,0.000829,0.000863,0.000811,0.000838,50411676.4692,42008.1033250091
1659830400,2022-08-07 00:00:00,SHA/USDT,0.000827,0.000865,0.0008,0.000831,64291730.3981,53132.7534099389
1659744000,2022-08-06 00:00:00,SHA/USDT,0.000837,0.000847,0.000818,0.000826,26187923.8781,21738.2030694878
1659657600,2022-08-05 00:00:00,SHA/USDT,0.000798,0.00087,0.000791,0.000838,86329561.7873,71617.0207119921
1659571200,2022-08-04 00:00:00,SHA/USDT,0.000782,0.000831,0.00078,0.0008,78439549.56523433,62749.0687764088073
1659484800,2022-08-03 00:00:00,SHA/USDT,0.000805,0.000813,0.00077,0.000782,71110186.2156,56687.0026472256
1659398400,2022-08-02 00:00:00,SHA/USDT,0.000851,0.000858,0.000794,0.000805,70170858.7113,57317.0713094163
1659312000,2022-08-01 00:00:00,SHA/USDT,0.000864,0.000885,0.000838,0.000846,30739659.8756,26293.8197221294
1659225600,2022-07-31 00:00:00,SHA/USDT,0.000878,0.000895,0.000855,0.000864,28845610.8924,25459.7280401779
1659139200,2022-07-30 00:00:00,SHA/USDT,0.000863,0.000914,0.000857,0.000878,48227876.6611,42810.0286471064
1659052800,2022-07-29 00:00:00,SHA/USDT,0.000853,0.00089,0.000852,0.000862,48168990.0157,41640.5711385508
1658966400,2022-07-28 00:00:00,SHA/USDT,0.000837,0.00087,0.00082,0.000854,43665586.8814,36665.6752144307
1658880000,2022-07-27 00:00:00,SHA/USDT,0.0008,0.000846,0.000772,0.000836,81752803.0461,65584.1916795502
1658793600,2022-07-26 00:00:00,SHA/USDT,0.000808,0.000808,0.000755,0.000799,67142786.0977,52446.1335047376
1658707200,2022-07-25 00:00:00,SHA/USDT,0.000859,0.00086,0.000807,0.000807,55372785.6517,45766.3884205354
1658620800,2022-07-24 00:00:00,SHA/USDT,0.000834,0.000875,0.000819,0.000858,36767910.8792,31119.0161674917
1658534400,2022-07-23 00:00:00,SHA/USDT,0.000868,0.000879,0.000778,0.000834,86873394.5509,71890.1226354093
1658448000,2022-07-22 00:00:00,SHA/USDT,0.000851,0.000888,0.00085,0.000869,37970044.9936,32846.4895338549
1658361600,2022-07-21 00:00:00,SHA/USDT,0.00087,0.000877,0.000835,0.000851,55537284.3081,47257.5013289296
1658275200,2022-07-20 00:00:00,SHA/USDT,0.000891,0.00098,0.000857,0.000869,85684509.97413673,77124.85983188674435
1658188800,2022-07-19 00:00:00,SHA/USDT,0.000853,0.000913,0.000825,0.00089,47699777.26084066,41396.1656179160477
1658102400,2022-07-18 00:00:00,SHA/USDT,0.000806,0.000864,0.000806,0.000853,39982469.32029261,33675.50754689631749
1658016000,2022-07-17 00:00:00,SHA/USDT,0.000833,0.00085,0.000806,0.000808,38924554.47640047,32329.13679629850228
1657929600,2022-07-16 00:00:00,SHA/USDT,0.000844,0.000861,0.00081,0.00083,50667369.42211133,42227.60157321993956
1657843200,2022-07-15 00:00:00,SHA/USDT,0.000804,0.000852,0.000799,0.000845,25559352.66646799,21149.15044998418518
1657756800,2022-07-14 00:00:00,SHA/USDT,0.000812,0.000817,0.000769,0.000805,32289820.03522143,25692.54467613763824
1657670400,2022-07-13 00:00:00,SHA/USDT,0.000781,0.000815,0.000749,0.000811,28692330.95282838,22288.49373736918064
1657584000,2022-07-12 00:00:00,SHA/USDT,0.000781,0.000788,0.000755,0.000779,25534497.40547287,19744.93585276826524
1657497600,2022-07-11 00:00:00,SHA/USDT,0.00086,0.000863,0.000778,0.000779,74945107.58848468,60912.70007086086883
1657411200,2022-07-10 00:00:00,SHA/USDT,0.000868,0.00088,0.00086,0.000861,14578276.75099108,12664.94710303877552
1657324800,2022-07-09 00:00:00,SHA/USDT,0.000872,0.000931,0.00086,0.000869,41583823.57727577,36487.58640041238513
1657238400,2022-07-08 00:00:00,SHA/USDT,0.000908,0.00115,0.000857,0.000874,225608129.96418189,214573.66917558585626
1657152000,2022-07-07 00:00:00,SHA/USDT,0.000878,0.000988,0.00084,0.000909,144435799.95815571,133049.40631149650997
1657065600,2022-07-06 00:00:00,SHA/USDT,0.000866,0.000898,0.000791,0.000878,66715407.64008078,55531.04775019828706
1656979200,2022-07-05 00:00:00,SHA/USDT,0.000927,0.000939,0.000859,0.000864,30804190.9692119,27424.20962747805373
