https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TRB,Volume USDT
1663459200,2022-09-18 00:00:00,TRB/USDT,17.071,17.085,16.76,16.768,26.9215,454.5189233
1663455600,2022-09-17 23:00:00,TRB/USDT,16.965,17.064,16.956,17.064,101.1032,1715.1401853
1663452000,2022-09-17 22:00:00,TRB/USDT,16.895,16.967,16.885,16.951,46.82,791.62475
1663448400,2022-09-17 21:00:00,TRB/USDT,16.836,16.963,16.836,16.955,19.889,336.2742163
1663444800,2022-09-17 20:00:00,TRB/USDT,16.843,16.843,16.645,16.825,130.0743,2174.724463
1663441200,2022-09-17 19:00:00,TRB/USDT,16.865,16.865,16.815,16.826,13.6929,230.620228
1663437600,2022-09-17 18:00:00,TRB/USDT,16.855,16.974,16.847,16.865,143.5366,2422.8551931
1663434000,2022-09-17 17:00:00,TRB/USDT,17.111,17.111,16.854,16.89,936.239,15803.9316457
1663430400,2022-09-17 16:00:00,TRB/USDT,16.96,17.137,16.96,17.076,97.2455,1661.4375254
1663426800,2022-09-17 15:00:00,TRB/USDT,16.945,16.96,16.824,16.959,125.3618,2115.1204087
1663423200,2022-09-17 14:00:00,TRB/USDT,17.201,17.201,16.89,16.98,43.0703,734.578107
1663419600,2022-09-17 13:00:00,TRB/USDT,17.145,17.27,16.993,17.262,51.0387,874.7476546
1663416000,2022-09-17 12:00:00,TRB/USDT,17.23,17.346,17.145,17.222,67.0966,1155.6244414
1663412400,2022-09-17 11:00:00,TRB/USDT,17.124,17.278,16.925,17.124,234.8673,4032.2859335
1663408800,2022-09-17 10:00:00,TRB/USDT,17.231,17.325,17.124,17.225,141.8068,2440.6994493
1663405200,2022-09-17 09:00:00,TRB/USDT,17.075,17.244,17.044,17.23,98.6991,1693.6462463
1663401600,2022-09-17 08:00:00,TRB/USDT,16.993,17.157,16.993,17.065,30.1514,514.8462859
1663398000,2022-09-17 07:00:00,TRB/USDT,17.115,17.167,16.874,16.975,118.5897,2010.4351915
1663394400,2022-09-17 06:00:00,TRB/USDT,16.89,17.207,15.794,17.118,1760.1713,29706.5999467
1663390800,2022-09-17 05:00:00,TRB/USDT,16.957,16.975,16.8,16.85,130.2377,2200.55326
1663387200,2022-09-17 04:00:00,TRB/USDT,17.092,17.315,16.874,16.874,180.9936,3092.297493
1663383600,2022-09-17 03:00:00,TRB/USDT,17.137,17.4,17.042,17.053,205.7577,3551.5158228
1663380000,2022-09-17 02:00:00,TRB/USDT,17.08,17.314,17.04,17.218,260.9052,4486.6751489
1663376400,2022-09-17 01:00:00,TRB/USDT,16.734,17.145,16.554,17.107,388.7065,6472.8019551
1663372800,2022-09-17 00:00:00,TRB/USDT,16.274,16.838,16.274,16.838,452.304,7575.2527884
1663369200,2022-09-16 23:00:00,TRB/USDT,16.422,16.422,16.236,16.342,5.7862,94.2192218
1663365600,2022-09-16 22:00:00,TRB/USDT,16.383,16.514,16.315,16.315,73.0345,1195.7334541
1663362000,2022-09-16 21:00:00,TRB/USDT,16.482,16.585,16.398,16.398,153.0722,2526.5228062
1663358400,2022-09-16 20:00:00,TRB/USDT,16.286,16.482,16.19,16.482,129.4614,2114.7566394
1663354800,2022-09-16 19:00:00,TRB/USDT,16.305,16.431,16.24,16.255,728.4883,11940.7798443
1663351200,2022-09-16 18:00:00,TRB/USDT,16.091,16.44,16.06,16.304,201.3246,3291.1528106
1663347600,2022-09-16 17:00:00,TRB/USDT,15.89,16.256,15.737,16.028,94.4517,1511.2890381
1663344000,2022-09-16 16:00:00,TRB/USDT,16.073,16.073,15.698,15.915,287.3277,4564.2805636
1663340400,2022-09-16 15:00:00,TRB/USDT,15.978,16.113,15.918,16.006,276.2984,4413.7285743
1663336800,2022-09-16 14:00:00,TRB/USDT,15.7,16.2,15.7,15.985,361.3912,5760.8425422
1663333200,2022-09-16 13:00:00,TRB/USDT,15.987,15.987,15.601,15.684,118.9622,1879.7529663
1663329600,2022-09-16 12:00:00,TRB/USDT,16.125,16.14,15.955,15.955,36.3338,582.9046676
1663326000,2022-09-16 11:00:00,TRB/USDT,15.839,16.26,15.809,16.145,83.2381,1341.9905472
1663322400,2022-09-16 10:00:00,TRB/USDT,15.714,15.85,15.596,15.792,271.173,4289.9181115
1663318800,2022-09-16 09:00:00,TRB/USDT,15.578,15.714,15.555,15.714,36.7718,575.5533815
1663315200,2022-09-16 08:00:00,TRB/USDT,15.802,15.839,15.401,15.565,873.165,13761.9190502
1663311600,2022-09-16 07:00:00,TRB/USDT,15.775,15.914,15.775,15.888,89.3008,1419.2393222
1663308000,2022-09-16 06:00:00,TRB/USDT,15.868,15.868,15.746,15.749,239.1326,3766.8202746
1663304400,2022-09-16 05:00:00,TRB/USDT,15.874,15.959,15.825,15.825,75.7363,1202.1312581
1663300800,2022-09-16 04:00:00,TRB/USDT,15.73,16.098,15.73,15.896,237.4305,3755.4105532
1663297200,2022-09-16 03:00:00,TRB/USDT,15.692,15.724,15.557,15.724,64.6067,1008.2396365
1663293600,2022-09-16 02:00:00,TRB/USDT,15.725,15.725,15.53,15.684,19.5837,305.4429246
1663290000,2022-09-16 01:00:00,TRB/USDT,15.66,15.731,15.558,15.696,261.662,4111.2998082
1663286400,2022-09-16 00:00:00,TRB/USDT,15.769,15.769,15.586,15.743,275.6269,4316.062721
1663282800,2022-09-15 23:00:00,TRB/USDT,15.785,15.847,15.772,15.819,1429.8828,22629.0096982
1663279200,2022-09-15 22:00:00,TRB/USDT,15.949,15.949,15.5,15.76,1573.7455,24545.4104735
1663275600,2022-09-15 21:00:00,TRB/USDT,16.165,16.194,15.864,16.002,517.8812,8276.1251569
1663272000,2022-09-15 20:00:00,TRB/USDT,16.229,16.26,16.172,16.26,143.742,2330.9671202
1663268400,2022-09-15 19:00:00,TRB/USDT,16.22,16.234,16.067,16.229,340.3911,5490.2822698
1663264800,2022-09-15 18:00:00,TRB/USDT,16.247,16.316,16.2,16.27,85.4183,1390.3390413
1663261200,2022-09-15 17:00:00,TRB/USDT,16.224,16.361,16.224,16.301,36.7504,598.5405494
1663257600,2022-09-15 16:00:00,TRB/USDT,16.16,16.224,16.109,16.19,139.4775,2260.7395598
1663254000,2022-09-15 15:00:00,TRB/USDT,16.221,16.326,16.053,16.204,221.3129,3584.9439037
1663250400,2022-09-15 14:00:00,TRB/USDT,16.611,16.616,16.204,16.204,238.3218,3907.2878669
1663246800,2022-09-15 13:00:00,TRB/USDT,16.921,16.955,16.381,16.54,370.9326,6200.9998427
1663243200,2022-09-15 12:00:00,TRB/USDT,16.852,16.947,16.734,16.947,1042.2079,17492.8393575
1663239600,2022-09-15 11:00:00,TRB/USDT,16.829,16.953,16.772,16.862,128.0882,2167.2792397
1663236000,2022-09-15 10:00:00,TRB/USDT,17.033,17.142,16.835,16.873,777.7266,13251.1463927
1663232400,2022-09-15 09:00:00,TRB/USDT,17.112,17.185,16.952,17.033,521.6723,8931.1551763
1663228800,2022-09-15 08:00:00,TRB/USDT,17.252,17.252,16.891,17.096,185.27,3167.9370807
1663225200,2022-09-15 07:00:00,TRB/USDT,17.329,17.675,17.225,17.28,515.4971,8948.8580762
1663221600,2022-09-15 06:00:00,TRB/USDT,17.259,17.451,16.778,17.327,419.5908,7136.5977255
1663218000,2022-09-15 05:00:00,TRB/USDT,17.195,17.415,17.142,17.262,325.1938,5634.6291695
1663214400,2022-09-15 04:00:00,TRB/USDT,17.244,17.353,17.03,17.211,495.49,8525.5427725
1663210800,2022-09-15 03:00:00,TRB/USDT,17.593,17.635,16.983,17.244,730.3803,12487.8728211
1663207200,2022-09-15 02:00:00,TRB/USDT,18.024,18.024,17.469,17.708,282.4274,4970.5720488
1663203600,2022-09-15 01:00:00,TRB/USDT,17.863,18.054,17.721,18.054,723.1616,12912.5487667
1663200000,2022-09-15 00:00:00,TRB/USDT,18.162,18.22,17.56,17.935,393.7829,7026.8532932
1663196400,2022-09-14 23:00:00,TRB/USDT,18.525,18.626,18.06,18.12,515.4544,9386.8526088
1663192800,2022-09-14 22:00:00,TRB/USDT,18.59,18.899,18.3,18.506,1510.9826,28161.8489052
1663189200,2022-09-14 21:00:00,TRB/USDT,18.492,18.99,18.492,18.598,882.2001,16549.6077613
1663185600,2022-09-14 20:00:00,TRB/USDT,18.5,18.929,18.25,18.488,2249.5612,41895.4999641
1663182000,2022-09-14 19:00:00,TRB/USDT,17.976,19,17.953,18.467,1081.3146,19953.5543001
1663178400,2022-09-14 18:00:00,TRB/USDT,18.11,18.257,17.715,17.878,1565.1453,28161.9975857
1663174800,2022-09-14 17:00:00,TRB/USDT,17.985,18.497,17.831,18.066,1926.9049,34963.323064
1663171200,2022-09-14 16:00:00,TRB/USDT,17.448,18.337,17.44,17.942,3318.6942,59691.2531516
1663167600,2022-09-14 15:00:00,TRB/USDT,16.573,18.136,16.353,17.425,4522.4083,78214.7369979
1663164000,2022-09-14 14:00:00,TRB/USDT,15.828,16.692,15.748,16.614,2504.2769,40946.8278739
1663160400,2022-09-14 13:00:00,TRB/USDT,15.8,15.849,15.621,15.783,106.7157,1685.5538358
1663156800,2022-09-14 12:00:00,TRB/USDT,15.516,16.043,15.49,15.771,81.7779,1294.8264502
1663153200,2022-09-14 11:00:00,TRB/USDT,15.722,15.76,15.501,15.501,157.514,2453.5907251
1663149600,2022-09-14 10:00:00,TRB/USDT,15.401,15.848,15.401,15.824,116.7571,1829.1655685
1663146000,2022-09-14 09:00:00,TRB/USDT,15.374,15.408,15.333,15.403,22.8387,351.5733088
1663142400,2022-09-14 08:00:00,TRB/USDT,15.303,15.407,15.18,15.358,105.4418,1606.1730789
1663138800,2022-09-14 07:00:00,TRB/USDT,15.7,15.714,15.245,15.291,196.1418,3052.7078499
1663135200,2022-09-14 06:00:00,TRB/USDT,15.7,15.759,15.601,15.63,62.6425,982.5588179
1663131600,2022-09-14 05:00:00,TRB/USDT,15.865,15.87,15.714,15.714,25.149,396.9994843
1663128000,2022-09-14 04:00:00,TRB/USDT,15.878,15.894,15.728,15.863,36.5326,577.1226347
1663124400,2022-09-14 03:00:00,TRB/USDT,15.777,15.947,15.743,15.877,200.9093,3196.0511235
1663120800,2022-09-14 02:00:00,TRB/USDT,15.448,15.784,15.448,15.767,180.8243,2811.4772862
1663117200,2022-09-14 01:00:00,TRB/USDT,15.358,15.54,15.358,15.448,34.6935,537.7266563
1663113600,2022-09-14 00:00:00,TRB/USDT,15.146,15.429,15.075,15.427,83.9522,1279.7188284
1663110000,2022-09-13 23:00:00,TRB/USDT,15.32,15.32,15.168,15.21,64.0771,976.4650174
1663106400,2022-09-13 22:00:00,TRB/USDT,15.429,15.474,15.245,15.327,77.8895,1197.0013728
1663102800,2022-09-13 21:00:00,TRB/USDT,15.428,15.482,15.306,15.482,96.9762,1492.7370939
1663099200,2022-09-13 20:00:00,TRB/USDT,15.341,15.56,15.32,15.443,261.7648,4057.8565088
1663095600,2022-09-13 19:00:00,TRB/USDT,15.265,15.344,15.019,15.344,328.6058,4992.4595354
1663092000,2022-09-13 18:00:00,TRB/USDT,15.571,15.602,15.236,15.321,229.5159,3510.7286311
1663088400,2022-09-13 17:00:00,TRB/USDT,15.607,15.673,15.578,15.623,44.8354,700.5627125
1663084800,2022-09-13 16:00:00,TRB/USDT,15.618,15.677,15.5,15.613,247.0366,3844.108396
1663081200,2022-09-13 15:00:00,TRB/USDT,15.442,15.693,15.36,15.666,613.3746,9530.6429454
1663077600,2022-09-13 14:00:00,TRB/USDT,15.464,15.688,15.32,15.438,289.9441,4490.4200064
1663074000,2022-09-13 13:00:00,TRB/USDT,15.438,15.575,15.3,15.547,1462.0643,22562.6136746
1663070400,2022-09-13 12:00:00,TRB/USDT,16.531,16.566,15.022,15.398,4944.9031,76925.5473124
1663066800,2022-09-13 11:00:00,TRB/USDT,16.603,16.603,16.544,16.544,12.4557,206.4076534
1663063200,2022-09-13 10:00:00,TRB/USDT,16.525,16.616,16.482,16.521,65.2578,1079.2011283
1663059600,2022-09-13 09:00:00,TRB/USDT,16.437,16.626,16.437,16.54,75.3471,1246.2787384
1663056000,2022-09-13 08:00:00,TRB/USDT,16.485,16.532,16.421,16.444,19.6688,323.6286974
1663052400,2022-09-13 07:00:00,TRB/USDT,16.49,16.599,16.406,16.5,39.4663,651.2177908
1663048800,2022-09-13 06:00:00,TRB/USDT,16.575,16.697,16.498,16.498,290.2963,4818.7009683
1663045200,2022-09-13 05:00:00,TRB/USDT,16.601,16.7,16.527,16.576,149.4772,2485.2639134
1663041600,2022-09-13 04:00:00,TRB/USDT,16.7,16.7,16.557,16.557,20.9304,347.5704679
1663038000,2022-09-13 03:00:00,TRB/USDT,16.625,16.717,16.552,16.577,50.8041,845.6782165
1663034400,2022-09-13 02:00:00,TRB/USDT,16.426,16.75,16.325,16.716,223.6052,3716.8619487
1663030800,2022-09-13 01:00:00,TRB/USDT,16.355,16.459,16.355,16.446,14.3227,235.1665813
1663027200,2022-09-13 00:00:00,TRB/USDT,16.475,16.475,16.3,16.415,64.5602,1057.5233652
1663023600,2022-09-12 23:00:00,TRB/USDT,16.522,16.576,16.482,16.482,107.4422,1774.6079551
1663020000,2022-09-12 22:00:00,TRB/USDT,16.556,16.586,16.492,16.518,24.4951,404.5376814
1663016400,2022-09-12 21:00:00,TRB/USDT,16.645,16.721,16.56,16.56,39.7764,661.2088937
1663012800,2022-09-12 20:00:00,TRB/USDT,16.506,16.734,16.506,16.734,254.437,4228.3223474
1663009200,2022-09-12 19:00:00,TRB/USDT,16.563,16.596,16.506,16.556,151.6261,2504.6460291
1663005600,2022-09-12 18:00:00,TRB/USDT,16.486,16.642,16.417,16.606,242.8657,4004.1997464
1663002000,2022-09-12 17:00:00,TRB/USDT,16.341,16.585,16.295,16.577,148.5346,2444.3890886
1662998400,2022-09-12 16:00:00,TRB/USDT,16.35,16.406,16.097,16.406,318.56,5175.0331978
1662994800,2022-09-12 15:00:00,TRB/USDT,16.784,16.784,16.345,16.376,114.5197,1896.63656
1662991200,2022-09-12 14:00:00,TRB/USDT,16.962,16.962,16.786,16.786,62.9701,1062.3815074
1662987600,2022-09-12 13:00:00,TRB/USDT,17.076,17.076,16.938,16.966,53.6683,911.4438603
1662984000,2022-09-12 12:00:00,TRB/USDT,17.15,17.187,17.095,17.1,204.1916,3496.3396607
1662980400,2022-09-12 11:00:00,TRB/USDT,17.109,17.165,17.075,17.117,22.2707,381.8653884
1662976800,2022-09-12 10:00:00,TRB/USDT,17.147,17.217,16.973,17.217,62.9684,1076.1896499
1662973200,2022-09-12 09:00:00,TRB/USDT,17.207,17.383,17.124,17.125,123.55,2125.9089932
1662969600,2022-09-12 08:00:00,TRB/USDT,17.288,17.448,17.142,17.207,372.3467,6424.7183338
1662966000,2022-09-12 07:00:00,TRB/USDT,16.965,17.277,16.963,17.277,513.2378,8814.5703898
1662962400,2022-09-12 06:00:00,TRB/USDT,17.064,17.278,16.973,16.973,144.2079,2468.3776918
1662958800,2022-09-12 05:00:00,TRB/USDT,16.776,17.06,16.707,16.995,76.7933,1297.4345833
1662955200,2022-09-12 04:00:00,TRB/USDT,16.725,16.869,16.725,16.807,161.2187,2714.7808381
1662951600,2022-09-12 03:00:00,TRB/USDT,16.826,16.877,16.552,16.72,157.5619,2632.7868639
1662948000,2022-09-12 02:00:00,TRB/USDT,17.031,17.206,16.743,16.81,465.4531,7925.2654745
1662944400,2022-09-12 01:00:00,TRB/USDT,16.3,17.025,16.273,17.025,618.9052,10315.3877284
1662940800,2022-09-12 00:00:00,TRB/USDT,16.514,16.514,16.307,16.307,230.4308,3790.1073264
1662937200,2022-09-11 23:00:00,TRB/USDT,16.514,16.613,16.514,16.553,32.649,540.6526909
1662933600,2022-09-11 22:00:00,TRB/USDT,16.417,16.583,16.417,16.514,109.4246,1808.3316412
1662930000,2022-09-11 21:00:00,TRB/USDT,16.632,16.78,16.273,16.39,1397.4443,23247.029109
1662926400,2022-09-11 20:00:00,TRB/USDT,16.802,16.812,16.487,16.632,155.0489,2587.1100272
1662922800,2022-09-11 19:00:00,TRB/USDT,16.875,16.875,16.77,16.77,171.8461,2887.7825317
1662919200,2022-09-11 18:00:00,TRB/USDT,17.051,17.051,16.785,16.924,254.3535,4300.8840263
1662915600,2022-09-11 17:00:00,TRB/USDT,17.159,17.191,17.056,17.056,35.4192,607.774167
1662912000,2022-09-11 16:00:00,TRB/USDT,17.03,17.182,17.001,17.097,54.2435,928.955915
1662908400,2022-09-11 15:00:00,TRB/USDT,17.001,17.075,16.976,17.075,27.0345,459.9671785
1662904800,2022-09-11 14:00:00,TRB/USDT,17.19,17.19,16.965,17.016,49.8522,848.0415402
1662901200,2022-09-11 13:00:00,TRB/USDT,17.265,17.265,17.185,17.22,24.8131,426.850816
1662897600,2022-09-11 12:00:00,TRB/USDT,17.274,17.378,17.15,17.27,130.9067,2260.2530825
1662894000,2022-09-11 11:00:00,TRB/USDT,17.265,17.295,17.265,17.291,7.64,132.1063068
1662890400,2022-09-11 10:00:00,TRB/USDT,17.265,17.295,17.168,17.168,14.1778,244.4284482
1662886800,2022-09-11 09:00:00,TRB/USDT,17.291,17.378,17.197,17.197,25.3002,437.3417289
1662883200,2022-09-11 08:00:00,TRB/USDT,17.258,17.288,17.21,17.288,74.0318,1277.2403275
1662879600,2022-09-11 07:00:00,TRB/USDT,17.017,17.251,17.007,17.251,23.073,395.7411154
1662876000,2022-09-11 06:00:00,TRB/USDT,17.417,17.417,16.905,17.1,167.8907,2876.1855213
1662872400,2022-09-11 05:00:00,TRB/USDT,17.446,17.525,17.417,17.417,11.489,200.457186
1662868800,2022-09-11 04:00:00,TRB/USDT,17.485,17.6,17.448,17.448,39.2953,688.7017569
1662865200,2022-09-11 03:00:00,TRB/USDT,17.375,17.469,17.375,17.469,12.2714,213.8939687
1662861600,2022-09-11 02:00:00,TRB/USDT,17.414,17.497,17.267,17.267,105.9609,1844.4501489
1662858000,2022-09-11 01:00:00,TRB/USDT,17.486,17.607,17.427,17.427,13.5026,237.0146705
1662854400,2022-09-11 00:00:00,TRB/USDT,17.505,17.633,17.485,17.485,150.1982,2643.3411032
1662850800,2022-09-10 23:00:00,TRB/USDT,17.529,17.573,17.448,17.448,11.0481,193.6294985
1662847200,2022-09-10 22:00:00,TRB/USDT,17.346,17.527,17.346,17.507,86.7347,1511.5540604
1662843600,2022-09-10 21:00:00,TRB/USDT,17.346,17.485,17.296,17.33,37.7187,654.3035461
1662840000,2022-09-10 20:00:00,TRB/USDT,17.36,17.451,17.207,17.427,189.0578,3272.4263563
1662836400,2022-09-10 19:00:00,TRB/USDT,17.492,17.493,17.306,17.306,82.285,1431.1585617
1662832800,2022-09-10 18:00:00,TRB/USDT,17.41,17.551,17.391,17.481,138.6905,2419.8887983
1662829200,2022-09-10 17:00:00,TRB/USDT,17.525,17.525,17.357,17.357,21.2797,371.0050512
1662825600,2022-09-10 16:00:00,TRB/USDT,17.509,17.613,17.392,17.57,149.9902,2616.3448
1662822000,2022-09-10 15:00:00,TRB/USDT,17.538,17.707,17.4,17.578,88.2735,1550.5645226
1662818400,2022-09-10 14:00:00,TRB/USDT,17.63,17.744,17.482,17.482,15.3836,271.0083121
1662814800,2022-09-10 13:00:00,TRB/USDT,17.744,17.744,17.516,17.619,81.1886,1425.1922136
1662811200,2022-09-10 12:00:00,TRB/USDT,18.125,18.15,17.657,17.777,358.3591,6391.588168
1662807600,2022-09-10 11:00:00,TRB/USDT,17.817,18.15,17.771,18.07,390.7809,7021.9232117
1662804000,2022-09-10 10:00:00,TRB/USDT,17.652,17.958,17.55,17.735,362.4804,6419.7941905
1662800400,2022-09-10 09:00:00,TRB/USDT,17.6,17.652,17.547,17.608,81.0448,1428.4142502
1662796800,2022-09-10 08:00:00,TRB/USDT,17.145,17.635,17.145,17.495,265.408,4651.6550793
1662793200,2022-09-10 07:00:00,TRB/USDT,17.817,18.005,17.06,17.072,316.0455,5513.8423478
1662789600,2022-09-10 06:00:00,TRB/USDT,17.375,17.88,17.366,17.808,484.8448,8596.2467571
1662786000,2022-09-10 05:00:00,TRB/USDT,17.285,17.508,17.285,17.379,103.5162,1804.3658405
1662782400,2022-09-10 04:00:00,TRB/USDT,17.208,17.492,17.208,17.262,44.5097,773.3015956
1662778800,2022-09-10 03:00:00,TRB/USDT,17.375,17.375,17.221,17.221,21.8235,376.8385952
1662775200,2022-09-10 02:00:00,TRB/USDT,17.352,17.477,17.339,17.456,17.5842,306.0428838
1662771600,2022-09-10 01:00:00,TRB/USDT,17.31,17.451,17.288,17.288,31.7779,551.4576832
1662768000,2022-09-10 00:00:00,TRB/USDT,17.285,17.587,17.165,17.3,60.6543,1051.705279
1662764400,2022-09-09 23:00:00,TRB/USDT,17.236,17.52,16.836,17.295,367.7575,6301.7071831
1662760800,2022-09-09 22:00:00,TRB/USDT,17.235,17.291,17.212,17.212,12.3907,213.348322
1662757200,2022-09-09 21:00:00,TRB/USDT,17.226,17.226,17.17,17.206,135.0612,2320.8303438
1662753600,2022-09-09 20:00:00,TRB/USDT,17.216,17.3,17.16,17.196,19.4631,335.535005
1662750000,2022-09-09 19:00:00,TRB/USDT,17.186,17.268,17.182,17.236,109.9517,1894.1162806
1662746400,2022-09-09 18:00:00,TRB/USDT,17.329,17.329,17.175,17.236,22.2821,383.6035806
1662742800,2022-09-09 17:00:00,TRB/USDT,17.588,17.659,17.34,17.406,245.2675,4311.3393805
1662739200,2022-09-09 16:00:00,TRB/USDT,17.55,18.24,17.305,17.661,1185.2714,21000.3940453
1662735600,2022-09-09 15:00:00,TRB/USDT,17.446,17.55,15.621,17.55,1583.7223,27136.6617004
1662732000,2022-09-09 14:00:00,TRB/USDT,17.165,17.588,17.145,17.371,1130.1175,19737.1592816
1662728400,2022-09-09 13:00:00,TRB/USDT,17.251,17.251,16.946,17.174,620.6143,10611.4676199
1662724800,2022-09-09 12:00:00,TRB/USDT,17.185,17.359,17.135,17.318,175.9453,3046.5627943
1662721200,2022-09-09 11:00:00,TRB/USDT,17.32,17.32,17.057,17.136,82.9566,1425.9644786
1662717600,2022-09-09 10:00:00,TRB/USDT,17.256,17.329,17.168,17.285,180.2336,3109.8010862
1662714000,2022-09-09 09:00:00,TRB/USDT,17.485,17.485,17.27,17.326,125.5755,2173.2683996
1662710400,2022-09-09 08:00:00,TRB/USDT,17.222,17.648,17.222,17.535,674.715,11698.5067217
1662706800,2022-09-09 07:00:00,TRB/USDT,17.295,17.508,16.837,17.221,920.1339,15813.0955688
1662703200,2022-09-09 06:00:00,TRB/USDT,16.963,17.468,16.963,17.29,698.2056,12085.7783345
1662699600,2022-09-09 05:00:00,TRB/USDT,16.751,16.952,16.687,16.952,529.3418,8895.5334029
1662696000,2022-09-09 04:00:00,TRB/USDT,16.504,16.784,16.5,16.725,573.5335,9567.8894006
1662692400,2022-09-09 03:00:00,TRB/USDT,16.255,16.5,16.186,16.46,377.0745,6209.5384192
1662688800,2022-09-09 02:00:00,TRB/USDT,16.223,16.287,16.185,16.247,59.1486,960.1385338
1662685200,2022-09-09 01:00:00,TRB/USDT,16.099,16.227,16.099,16.208,259.0145,4183.8878592
1662681600,2022-09-09 00:00:00,TRB/USDT,15.91,16.097,15.735,16.097,617.3494,9870.5910046
