https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume DAI
1663545600000,2022-09-19 00:00:00,DAI/ETH,0.00074861,0.00075363,0.00073512,0.00074251,0.75142012,1012.0
1663459200000,2022-09-18 00:00:00,DAI/ETH,0.00068079,0.00077195,0.00068079,0.00074985,14.810009040248087,19750.6288461
1663372800000,2022-09-17 00:00:00,DAI/ETH,0.00069652,0.0007073,0.00067773,0.00067967,13.414905940647051,19737.38128893
1663286400000,2022-09-16 00:00:00,DAI/ETH,0.00066964,0.00070444,0.00066807,0.00069497,13.9062766424602,20009.8948767
1663200000000,2022-09-15 00:00:00,DAI/ETH,0.00060252,0.00068502,0.00060252,0.00067511,12.522694942599516,18549.1178365
1663113600000,2022-09-14 00:00:00,DAI/ETH,0.00063333,0.00064074,0.00060591,0.00061111,10.622105800840805,17381.65927712
1663027200000,2022-09-13 00:00:00,DAI/ETH,0.00058214,0.00063926,0.00054331,0.00063497,11.229640501254497,17685.30875672
1662940800000,2022-09-12 00:00:00,DAI/ETH,0.000563,0.00059007,0.00053075,0.00058196,11.29128965820646,19402.17481993
1662854400000,2022-09-11 00:00:00,DAI/ETH,0.00056212,0.00058082,0.00055703,0.00056752,11.249723191185595,19822.60218351
1662768000000,2022-09-10 00:00:00,DAI/ETH,0.00058214,0.00058521,0.00055916,0.00056357,11.180273323545984,19838.30460022
1662681600000,2022-09-09 00:00:00,DAI/ETH,0.00060939,0.00061133,0.00057288,0.00058074,11.181818046063945,19254.43063344
1662595200000,2022-09-08 00:00:00,DAI/ETH,0.00060994,0.00062661,0.0005976,0.00060886,11.810648124762889,19397.97018159
1662508800000,2022-09-07 00:00:00,DAI/ETH,0.00063636,0.00066716,0.00059945,0.00061347,11.72973639237676,19120.30970117
1662422400000,2022-09-06 00:00:00,DAI/ETH,0.00061645,0.00063906,0.00059304,0.00063906,12.579447204751888,19684.29756948
1662336000000,2022-09-05 00:00:00,DAI/ETH,0.00063088,0.00064417,0.00061398,0.00061747,11.546977489140476,18700.46721159
1662249600000,2022-09-04 00:00:00,DAI/ETH,0.00064057,0.00064715,0.00062738,0.00063156,11.587937433024395,18348.11804583
1662163200000,2022-09-03 00:00:00,DAI/ETH,0.00063448,0.00065036,0.00062655,0.00063997,12.28908946946026,19202.60241802
1662076800000,2022-09-02 00:00:00,DAI/ETH,0.00063029,0.00066937,0.00060368,0.00063277,12.03460418088924,19018.9234333
1661990400000,2022-09-01 00:00:00,DAI/ETH,0.00063775,0.00066002,0.00062738,0.00062938,12.409180416563904,19716.51532709
1661904000000,2022-08-31 00:00:00,DAI/ETH,0.00065542,0.00067156,0.00061273,0.00064273,12.06130993572827,18765.74912596
