https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CUSDTBEAR,Volume USDT
1655769600000.0,2022-06-21 00:00:00,CUSDTBEAR/USDT,11430.0,11435.0,11320.0,11435.0,0.0,0.0
1655683200000.0,2022-06-20 00:00:00,CUSDTBEAR/USDT,11595.0,11595.0,11245.0,11430.0,0.021460660542432196,245.29535
1655596800000.0,2022-06-19 00:00:00,CUSDTBEAR/USDT,11595.0,11595.0,11480.0,11595.0,0.0,0.0
1655510400000.0,2022-06-18 00:00:00,CUSDTBEAR/USDT,11540.0,11595.0,11425.0,11595.0,0.0,0.0
1655424000000.0,2022-06-17 00:00:00,CUSDTBEAR/USDT,11530.0,11595.0,11345.0,11540.0,0.0,0.0
1655337600000.0,2022-06-16 00:00:00,CUSDTBEAR/USDT,11505.0,11595.0,11305.0,11530.0,0.0,0.0
1655251200000.0,2022-06-15 00:00:00,CUSDTBEAR/USDT,11560.0,11595.0,11360.0,11505.0,0.0,0.0
1655164800000.0,2022-06-14 00:00:00,CUSDTBEAR/USDT,11290.0,11595.0,11200.0,11560.0,2.0060553633217993e-05,0.2319
1655078400000.0,2022-06-13 00:00:00,CUSDTBEAR/USDT,11200.0,11350.0,11200.0,11290.0,0.0,0.0
1654992000000.0,2022-06-12 00:00:00,CUSDTBEAR/USDT,11200.0,11200.0,11200.0,11200.0,0.0,0.0
1654905600000.0,2022-06-11 00:00:00,CUSDTBEAR/USDT,11245.0,11260.0,11200.0,11200.0,0.0,0.0
1654819200000.0,2022-06-10 00:00:00,CUSDTBEAR/USDT,11245.0,11495.0,11160.0,11245.0,0.005417910182303246,60.9244
1654732800000.0,2022-06-09 00:00:00,CUSDTBEAR/USDT,11415.0,11415.0,11160.0,11245.0,0.0,0.0
1654646400000.0,2022-06-08 00:00:00,CUSDTBEAR/USDT,11300.0,11425.0,11160.0,11415.0,0.0,0.0
1654560000000.0,2022-06-07 00:00:00,CUSDTBEAR/USDT,11385.0,11390.0,11160.0,11300.0,0.0,0.0
1654473600000.0,2022-06-06 00:00:00,CUSDTBEAR/USDT,11480.0,11480.0,11160.0,11385.0,0.0,0.0
1654387200000.0,2022-06-05 00:00:00,CUSDTBEAR/USDT,11480.0,11515.0,11275.0,11480.0,0.0,0.0
1654300800000.0,2022-06-04 00:00:00,CUSDTBEAR/USDT,11470.0,11485.0,11160.0,11480.0,0.0,0.0
1654214400000.0,2022-06-03 00:00:00,CUSDTBEAR/USDT,11420.0,11475.0,11160.0,11470.0,0.0,0.0
1654128000000.0,2022-06-02 00:00:00,CUSDTBEAR/USDT,11375.0,11430.0,11160.0,11420.0,0.0,0.0
1654041600000.0,2022-06-01 00:00:00,CUSDTBEAR/USDT,11325.0,11415.0,11160.0,11375.0,0.0,0.0
1653955200000.0,2022-05-31 00:00:00,CUSDTBEAR/USDT,11225.0,11325.0,11160.0,11325.0,0.0,0.0
1653868800000.0,2022-05-30 00:00:00,CUSDTBEAR/USDT,11160.0,11245.0,11160.0,11225.0,0.0,0.0
1653782400000.0,2022-05-29 00:00:00,CUSDTBEAR/USDT,11470.0,11470.0,11160.0,11160.0,0.00035,3.906
1653696000000.0,2022-05-28 00:00:00,CUSDTBEAR/USDT,11530.0,11530.0,11235.0,11470.0,0.0012215605928509155,14.0113
1653609600000.0,2022-05-27 00:00:00,CUSDTBEAR/USDT,11530.0,11530.0,11480.0,11530.0,0.0,0.0
1653523200000.0,2022-05-26 00:00:00,CUSDTBEAR/USDT,11540.0,11545.0,11530.0,11530.0,0.0,0.0
1653436800000.0,2022-05-25 00:00:00,CUSDTBEAR/USDT,11500.0,11540.0,11500.0,11540.0,0.0011989601386481802,13.836
1653350400000.0,2022-05-24 00:00:00,CUSDTBEAR/USDT,11500.0,11520.0,11500.0,11500.0,0.0,0.0
1653264000000.0,2022-05-23 00:00:00,CUSDTBEAR/USDT,11500.0,11500.0,11500.0,11500.0,0.0,0.0
1653177600000.0,2022-05-22 00:00:00,CUSDTBEAR/USDT,11500.0,11500.0,11500.0,11500.0,0.0,0.0
1653091200000.0,2022-05-21 00:00:00,CUSDTBEAR/USDT,11500.0,11500.0,11500.0,11500.0,0.0,0.0
1653004800000.0,2022-05-20 00:00:00,CUSDTBEAR/USDT,11720.0,12705.0,11500.0,11500.0,0.00020182608695652176,2.321
1652918400000.0,2022-05-19 00:00:00,CUSDTBEAR/USDT,11840.0,12600.0,11685.0,11720.0,0.0,0.0
1652832000000.0,2022-05-18 00:00:00,CUSDTBEAR/USDT,11935.0,12670.0,11775.0,11840.0,0.0,0.0
1652745600000.0,2022-05-17 00:00:00,CUSDTBEAR/USDT,12040.0,12340.0,11890.0,11935.0,0.0,0.0
1652659200000.0,2022-05-16 00:00:00,CUSDTBEAR/USDT,12020.0,12705.0,11940.0,12040.0,0.0,0.0
1652572800000.0,2022-05-15 00:00:00,CUSDTBEAR/USDT,12175.0,12705.0,11945.0,12020.0,0.0,0.0
1652486400000.0,2022-05-14 00:00:00,CUSDTBEAR/USDT,12370.0,12705.0,12080.0,12175.0,0.0,0.0
1652400000000.0,2022-05-13 00:00:00,CUSDTBEAR/USDT,12540.0,12705.0,12185.0,12370.0,0.0,0.0
