https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume TUSD
1663459200,2022-09-18 00:00:00,USDT/TUSD,0.9999,0.9999,0.9998,0.9998,2940.396213,2940.0906570976
1663455600,2022-09-17 23:00:00,USDT/TUSD,0.9999,0.9999,0.9998,0.9999,3527.974122,3527.4735273987
1663452000,2022-09-17 22:00:00,USDT/TUSD,0.9998,0.9999,0.9998,0.9998,4190.156263,4189.4943372237
1663448400,2022-09-17 21:00:00,USDT/TUSD,0.9998,0.9999,0.9998,0.9998,1765.797632,1765.6076262561
1663444800,2022-09-17 20:00:00,USDT/TUSD,0.9998,0.9999,0.9998,0.9999,2674.342504,2674.0237908056
1663441200,2022-09-17 19:00:00,USDT/TUSD,0.9999,0.9999,0.9998,0.9998,7002.319375,7001.4825554638
1663437600,2022-09-17 18:00:00,USDT/TUSD,0.9999,0.9999,0.9998,0.9998,5909.545398,5908.5748040391
1663434000,2022-09-17 17:00:00,USDT/TUSD,0.9998,0.9999,0.9998,0.9998,2645.336729,2644.9900015662
1663430400,2022-09-17 16:00:00,USDT/TUSD,0.9998,0.9999,0.9998,0.9999,12495.745765,12494.18369404
1663426800,2022-09-17 15:00:00,USDT/TUSD,0.9998,0.9999,0.9998,0.9999,1964.918455,1964.5776412097
1663423200,2022-09-17 14:00:00,USDT/TUSD,0.9998,0.9999,0.9998,0.9999,6300.356757,6299.3922436313
1663419600,2022-09-17 13:00:00,USDT/TUSD,0.9998,0.9999,0.9998,0.9999,9491.945783,9490.541300979
1663416000,2022-09-17 12:00:00,USDT/TUSD,0.9997,0.9999,0.9997,0.9999,2659.662946,2659.3115447578
1663412400,2022-09-17 11:00:00,USDT/TUSD,0.9997,0.9998,0.9997,0.9998,5130.683857,5129.2481605656
1663408800,2022-09-17 10:00:00,USDT/TUSD,0.9998,0.9998,0.9997,0.9997,2915.252776,2914.5422411474
1663405200,2022-09-17 09:00:00,USDT/TUSD,0.9998,0.9998,0.9997,0.9997,1650.903201,1650.5253613444
1663401600,2022-09-17 08:00:00,USDT/TUSD,0.9997,0.9998,0.9997,0.9998,5693.173467,5691.9814522528
1663398000,2022-09-17 07:00:00,USDT/TUSD,0.9997,0.9998,0.9997,0.9997,1472.202244,1471.8683645565
1663394400,2022-09-17 06:00:00,USDT/TUSD,0.9998,0.9998,0.9997,0.9997,1147.66539,1147.3907922436
1663390800,2022-09-17 05:00:00,USDT/TUSD,0.9998,0.9998,0.9997,0.9998,1471.990288,1471.6365237343
1663387200,2022-09-17 04:00:00,USDT/TUSD,0.9998,0.9998,0.9997,0.9997,420.148728,420.0284864686
1663383600,2022-09-17 03:00:00,USDT/TUSD,0.9997,0.9998,0.9997,0.9997,169.117017,169.0700742904
1663380000,2022-09-17 02:00:00,USDT/TUSD,0.9998,0.9998,0.9997,0.9998,938.091935,937.8940400849
1663376400,2022-09-17 01:00:00,USDT/TUSD,0.9997,0.9998,0.9997,0.9998,1764.928277,1764.4422305794
1663372800,2022-09-17 00:00:00,USDT/TUSD,0.9998,0.9998,0.9997,0.9997,4366.185797,4365.2376127581
1663369200,2022-09-16 23:00:00,USDT/TUSD,0.9998,0.9998,0.9997,0.9998,9576.214183,9573.7216700147
1663365600,2022-09-16 22:00:00,USDT/TUSD,0.9996,0.9998,0.9996,0.9998,13994.829234,13991.2621060415
1663362000,2022-09-16 21:00:00,USDT/TUSD,0.9997,0.9998,0.9996,0.9998,9335.737421,9333.2324846508
1663358400,2022-09-16 20:00:00,USDT/TUSD,1,1.0001,0.9996,0.9997,5957.481817,5956.0080964393
1663354800,2022-09-16 19:00:00,USDT/TUSD,1,1.0001,1,1,807.840718,807.8558306372
1663351200,2022-09-16 18:00:00,USDT/TUSD,1.0006,1.0008,1,1.0001,59236.573846,59244.1653915935
1663347600,2022-09-16 17:00:00,USDT/TUSD,1.0011,1.0012,1.0005,1.0006,3635.65993,3638.9562197902
1663344000,2022-09-16 16:00:00,USDT/TUSD,1.0015,1.0015,1.0008,1.0012,1597.777094,1599.2212489237
1663340400,2022-09-16 15:00:00,USDT/TUSD,1.0006,1.0015,1.0005,1.0015,4377.319201,4380.6623546592
1663336800,2022-09-16 14:00:00,USDT/TUSD,1.0009,1.0009,1.0005,1.0008,3130.185077,3132.1533106203
1663333200,2022-09-16 13:00:00,USDT/TUSD,1.001,1.0022,1.0005,1.0008,11844.666439,11861.8343967758
1663329600,2022-09-16 12:00:00,USDT/TUSD,1.0011,1.0022,1.001,1.001,6903.884129,6914.285594505905
1663326000,2022-09-16 11:00:00,USDT/TUSD,1.0021,1.0028,1.0011,1.0015,7337.47038,7349.5657305335
1663322400,2022-09-16 10:00:00,USDT/TUSD,1.0011,1.0023,1.0011,1.0011,3246.873571,3252.6498801555
