https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BFC,Volume USDT
1658188800,2022-07-19 00:00:00,BFC/USDT,0.06382,0.06575,0.05959,0.0644,4103042.15493584,254850.39409441587
1658102400,2022-07-18 00:00:00,BFC/USDT,0.06221,0.06509,0.06082,0.06357,4011042.82476215,252158.2573603763555
1658016000,2022-07-17 00:00:00,BFC/USDT,0.06022,0.0651,0.05891,0.06221,3556451.61804542,220361.7189160175733
1657929600,2022-07-16 00:00:00,BFC/USDT,0.06035,0.0617,0.05704,0.06034,3924206.70607625,230873.3788265088417
1657843200,2022-07-15 00:00:00,BFC/USDT,0.05695,0.06192,0.05682,0.06032,3483021.99099426,206342.3228255195358
1657756800,2022-07-14 00:00:00,BFC/USDT,0.05508,0.05773,0.05283,0.05703,3792349.6397547,211902.6163006941666
1657670400,2022-07-13 00:00:00,BFC/USDT,0.05314,0.0559,0.05125,0.05515,3931890.60357705,209142.9549119163123
1657584000,2022-07-12 00:00:00,BFC/USDT,0.05459,0.05529,0.05231,0.05316,3924870.78972886,210091.1679949831061
1657497600,2022-07-11 00:00:00,BFC/USDT,0.05747,0.05871,0.05425,0.05443,3860528.32192426,218094.9182621150993
1657411200,2022-07-10 00:00:00,BFC/USDT,0.06132,0.06175,0.055,0.05732,4453503.68980185,263428.6315082922726
1657324800,2022-07-09 00:00:00,BFC/USDT,0.0627,0.0631,0.05949,0.06071,3873815.68801816,237895.9092618163734
1657238400,2022-07-08 00:00:00,BFC/USDT,0.05843,0.07103,0.05685,0.06252,4514093.74498795,279855.7788040734113
1657152000,2022-07-07 00:00:00,BFC/USDT,0.0559,0.07591,0.05361,0.05854,7068010.04809438,416440.6123152352155
1657065600,2022-07-06 00:00:00,BFC/USDT,0.05745,0.05764,0.05361,0.05587,3766726.66493487,208490.8304863588781
1656979200,2022-07-05 00:00:00,BFC/USDT,0.05586,0.05798,0.05418,0.05744,3929005.32331066,220281.9831627434039
1656892800,2022-07-04 00:00:00,BFC/USDT,0.05598,0.05799,0.05401,0.05577,3953842.65138711,219320.1921504005089
1656806400,2022-07-03 00:00:00,BFC/USDT,0.05489,0.05906,0.05361,0.0561,3960705.1097804,217843.532115769976
1656720000,2022-07-02 00:00:00,BFC/USDT,0.05577,0.05635,0.05361,0.05496,3796691.30470372,206765.4659471628659
1656633600,2022-07-01 00:00:00,BFC/USDT,0.05634,0.0591,0.05384,0.05611,3919546.82610779,220473.3619981041212
1656547200,2022-06-30 00:00:00,BFC/USDT,0.06159,0.06218,0.0547,0.0564,3902062.98511675,225692.5960238377426
1656460800,2022-06-29 00:00:00,BFC/USDT,0.06162,0.06387,0.06107,0.06169,3885587.3276776,242472.0172298648684
1656374400,2022-06-28 00:00:00,BFC/USDT,0.06427,0.06782,0.06137,0.06163,3955435.79316266,252504.1827246694169
1656288000,2022-06-27 00:00:00,BFC/USDT,0.06719,0.06997,0.0627,0.06416,4074575.49889351,268992.98490246155
1656201600,2022-06-26 00:00:00,BFC/USDT,0.06223,0.15,0.06165,0.06723,7104424.27306087,510623.5412164814421
1656115200,2022-06-25 00:00:00,BFC/USDT,0.05646,0.07377,0.05576,0.06233,5708563.09064124,357705.9805169047925
1656028800,2022-06-24 00:00:00,BFC/USDT,0.05386,0.0582,0.05334,0.0565,4153582.8288604,229608.1992139574309
1655942400,2022-06-23 00:00:00,BFC/USDT,0.04799,0.0585,0.04755,0.05377,4935217.14455392,255366.301837078979
1655856000,2022-06-22 00:00:00,BFC/USDT,0.05058,0.05094,0.04709,0.04797,3955433.63181635,193326.5303564615838
1655769600,2022-06-21 00:00:00,BFC/USDT,0.0482,0.05924,0.04756,0.05036,4270347.52895829,216994.0388190404802
1655683200,2022-06-20 00:00:00,BFC/USDT,0.04663,0.04995,0.04436,0.04833,3931544.50931392,186577.0288498592465
1655596800,2022-06-19 00:00:00,BFC/USDT,0.04126,0.0467,0.04104,0.04655,3863660.23089853,167326.6369955647778
1655510400,2022-06-18 00:00:00,BFC/USDT,0.04559,0.04684,0.04052,0.04129,3865415.04135297,168474.2978007340652
1655424000,2022-06-17 00:00:00,BFC/USDT,0.04613,0.05306,0.04478,0.04553,4540346.76541132,212587.8119429193627
1655337600,2022-06-16 00:00:00,BFC/USDT,0.04984,0.05141,0.04513,0.04609,3984543.02428882,189526.1326747927802
1655251200,2022-06-15 00:00:00,BFC/USDT,0.0472,0.0504,0.04,0.04993,5006601.39560869,225682.8462224968223
1655164800,2022-06-14 00:00:00,BFC/USDT,0.0463,0.05262,0.04374,0.04724,2871050.87502201,134092.7637524285771
1655078400,2022-06-13 00:00:00,BFC/USDT,0.05767,0.05783,0.04418,0.04641,2774017.43239343,137007.5466814766812
1654992000,2022-06-12 00:00:00,BFC/USDT,0.06268,0.06465,0.05705,0.05772,2536367.76630276,149656.706460337906
1654905600,2022-06-11 00:00:00,BFC/USDT,0.0658,0.06686,0.06098,0.06268,2486787.06344843,160795.4531841735771
1654819200,2022-06-10 00:00:00,BFC/USDT,0.0691,0.06985,0.06557,0.06587,2272850.50232823,154143.9376860338549
1654732800,2022-06-09 00:00:00,BFC/USDT,0.06867,0.06978,0.06843,0.06897,2315034.19304124,159635.9382976949597
1654646400,2022-06-08 00:00:00,BFC/USDT,0.07061,0.07134,0.06714,0.06881,2411129.690401,166701.7595731151744
1654560000,2022-06-07 00:00:00,BFC/USDT,0.07006,0.07134,0.06639,0.06995,2394827.36388456,163822.9861141587269
1654473600,2022-06-06 00:00:00,BFC/USDT,0.06779,0.07206,0.0672,0.07006,2465432.20768992,174141.6706191227385
1654387200,2022-06-05 00:00:00,BFC/USDT,0.07108,0.07424,0.059,0.06771,3709182.48541187,253403.1733330382455
1654300800,2022-06-04 00:00:00,BFC/USDT,0.07053,0.07425,0.06585,0.071,2809937.70282125,197647.8222637954983
1654214400,2022-06-03 00:00:00,BFC/USDT,0.07201,0.093,0.06802,0.07059,4864500.13460838,350789.008650310676
1654128000,2022-06-02 00:00:00,BFC/USDT,0.0674,0.07245,0.06689,0.07193,2328496.49742574,159573.4610559224091
1654041600,2022-06-01 00:00:00,BFC/USDT,0.07423,0.07814,0.0669,0.06747,2563409.17484343,181116.4585349232564
1653955200,2022-05-31 00:00:00,BFC/USDT,0.07251,0.07682,0.07109,0.07421,2722126.93784339,199733.8646359657382
1653868800,2022-05-30 00:00:00,BFC/USDT,0.06602,0.07293,0.06544,0.07253,2505362.50098478,173368.8932930859251
1653782400,2022-05-29 00:00:00,BFC/USDT,0.06795,0.06915,0.06487,0.06598,2804719.41791704,186247.7160413435287
1653696000,2022-05-28 00:00:00,BFC/USDT,0.06634,0.06801,0.06614,0.06789,2340694.12194814,157271.64019951645
1653609600,2022-05-27 00:00:00,BFC/USDT,0.06732,0.06808,0.06432,0.06619,2410751.38742116,160123.2087644696531
1653523200,2022-05-26 00:00:00,BFC/USDT,0.07037,0.0724,0.06487,0.06731,2746160.26459355,188822.7183866764715
1653436800,2022-05-25 00:00:00,BFC/USDT,0.07053,0.07291,0.06894,0.07025,2373809.00359734,167524.6253498131774
1653350400,2022-05-24 00:00:00,BFC/USDT,0.07121,0.07239,0.067,0.07044,2814750.80308757,197293.8435557043177
1653264000,2022-05-23 00:00:00,BFC/USDT,0.07098,0.07414,0.06807,0.0711,2583211.44601492,186496.0338321809142
1653177600,2022-05-22 00:00:00,BFC/USDT,0.07459,0.0841,0.05834,0.07102,3846608.01227192,280162.5865568270233
1653091200,2022-05-21 00:00:00,BFC/USDT,0.06954,0.079,0.06929,0.07459,2549425.48760184,185855.6680788156174
1653004800,2022-05-20 00:00:00,BFC/USDT,0.07592,0.08122,0.0684,0.06928,2613205.2140514,191844.7745174757617
1652918400,2022-05-19 00:00:00,BFC/USDT,0.07034,0.07616,0.06974,0.07605,2426358.50006387,177167.8092688322972
1652832000,2022-05-18 00:00:00,BFC/USDT,0.0736,0.08254,0.06995,0.07032,2531855.36218293,182328.3229121706324
1652745600,2022-05-17 00:00:00,BFC/USDT,0.07072,0.08,0.06897,0.07354,2506356.61264483,181327.7389949779549
1652659200,2022-05-16 00:00:00,BFC/USDT,0.07435,0.07981,0.06784,0.07083,1703083.67764357,119294.2496230676741
1652572800,2022-05-15 00:00:00,BFC/USDT,0.07086,0.07435,0.06863,0.07435,149499.68272563,10693.8478609847972
1652486400,2022-05-14 00:00:00,BFC/USDT,0.06755,0.07086,0.06594,0.0703,83566.39246885,5705.9174124086748
1652400000,2022-05-13 00:00:00,BFC/USDT,0.06014,0.08366,0.05985,0.06755,396721.18734381,28159.8658492719147
1652313600,2022-05-12 00:00:00,BFC/USDT,0.06892,0.07059,0.0407,0.06014,819529.47617392,49588.3191648091433
1652227200,2022-05-11 00:00:00,BFC/USDT,0.06,0.09981,0.06,0.06892,884394.68654184,71067.0472541465347
