https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LON,Volume USDT
1663236000,2022-09-15 10:00:00,LON/USDT,0.6244,0.6334,0.6215,0.6334,2371.4511,1491.22183382
1663232400,2022-09-15 09:00:00,LON/USDT,0.6273,0.6273,0.6273,0.6273,0.1594,0.09999162
1663228800,2022-09-15 08:00:00,LON/USDT,0.622,0.622,0.6215,0.6215,3.842,2.38941585
1663225200,2022-09-15 07:00:00,LON/USDT,0.6251,0.6251,0.6251,0.6251,0.3307,0.20672057
1663221600,2022-09-15 06:00:00,LON/USDT,0.6205,0.6205,0.6174,0.6174,3.9391,2.43313153
1663218000,2022-09-15 05:00:00,LON/USDT,0.6174,0.6174,0.6174,0.6174,0,0
1663214400,2022-09-15 04:00:00,LON/USDT,0.6174,0.6174,0.6174,0.6174,0,0
1663210800,2022-09-15 03:00:00,LON/USDT,0.6174,0.6174,0.6174,0.6174,459.1969,283.50816606
1663207200,2022-09-15 02:00:00,LON/USDT,0.6174,0.6174,0.6174,0.6174,0.7151,0.44150274
1663203600,2022-09-15 01:00:00,LON/USDT,0.6174,0.6174,0.6174,0.6174,0,0
1663200000,2022-09-15 00:00:00,LON/USDT,0.6174,0.6174,0.6174,0.6174,0.542,0.3346308
1663196400,2022-09-14 23:00:00,LON/USDT,0.6193,0.6193,0.618,0.618,2.2299,1.38058642
1663192800,2022-09-14 22:00:00,LON/USDT,0.6195,0.6224,0.6185,0.6185,87.3315,54.1007047
1663189200,2022-09-14 21:00:00,LON/USDT,0.6141,0.6141,0.6141,0.6141,0,0
1663185600,2022-09-14 20:00:00,LON/USDT,0.6144,0.6144,0.6141,0.6141,0.5274,0.3239556
1663182000,2022-09-14 19:00:00,LON/USDT,0.6102,0.6102,0.6102,0.6102,2.1378,1.30448556
1663178400,2022-09-14 18:00:00,LON/USDT,0.6111,0.6111,0.6111,0.6111,13.032,7.9638552
1663174800,2022-09-14 17:00:00,LON/USDT,0.613,0.6173,0.612,0.6124,41.4043,25.52578024
1663171200,2022-09-14 16:00:00,LON/USDT,0.6171,0.6171,0.612,0.612,32.9512,20.33269173
1663167600,2022-09-14 15:00:00,LON/USDT,0.6117,0.6173,0.611,0.6124,4.2066,2.57287951
1663164000,2022-09-14 14:00:00,LON/USDT,0.6165,0.6165,0.6165,0.6165,32.6583,20.13384195
1663160400,2022-09-14 13:00:00,LON/USDT,0.6165,0.6165,0.6124,0.6124,0.9901,0.60943479
1663156800,2022-09-14 12:00:00,LON/USDT,0.614,0.614,0.614,0.614,0,0
1663153200,2022-09-14 11:00:00,LON/USDT,0.614,0.614,0.614,0.614,43.991,27.010474
1663149600,2022-09-14 10:00:00,LON/USDT,0.6213,0.6223,0.617,0.6171,915.0848,566.81254466
1663146000,2022-09-14 09:00:00,LON/USDT,0.6207,0.6207,0.6207,0.6207,0.2943,0.18267201
1663142400,2022-09-14 08:00:00,LON/USDT,0.6171,0.6171,0.6171,0.6171,32.5679,20.09765109
1663138800,2022-09-14 07:00:00,LON/USDT,0.6181,0.6181,0.617,0.617,500.2427,308.8736325
1663135200,2022-09-14 06:00:00,LON/USDT,0.6181,0.6181,0.6181,0.6181,0.4816,0.29767696
1663131600,2022-09-14 05:00:00,LON/USDT,0.6225,0.6225,0.6225,0.6225,0.3848,0.239538
1663128000,2022-09-14 04:00:00,LON/USDT,0.619,0.619,0.619,0.619,0,0
1663124400,2022-09-14 03:00:00,LON/USDT,0.6233,0.6233,0.619,0.619,1.3153,0.81532955
1663120800,2022-09-14 02:00:00,LON/USDT,0.6229,0.6229,0.6229,0.6229,0.5998,0.37361542
1663117200,2022-09-14 01:00:00,LON/USDT,0.6232,0.6232,0.6232,0.6232,0.5269,0.32836408
1663113600,2022-09-14 00:00:00,LON/USDT,0.6242,0.6242,0.6181,0.6181,43.418,27.09138228
1663110000,2022-09-13 23:00:00,LON/USDT,0.6265,0.6265,0.6242,0.6242,0.7014,0.43828377
1663106400,2022-09-13 22:00:00,LON/USDT,0.625,0.625,0.625,0.625,0,0
1663102800,2022-09-13 21:00:00,LON/USDT,0.625,0.6273,0.625,0.625,11.8248,7.39202782
1663099200,2022-09-13 20:00:00,LON/USDT,0.6263,0.6295,0.624,0.624,50.4533,31.65899651
1663095600,2022-09-13 19:00:00,LON/USDT,0.6233,0.6233,0.622,0.6225,177.0529,110.130136
1663092000,2022-09-13 18:00:00,LON/USDT,0.6211,0.6211,0.6211,0.6211,0.7656,0.47551416
1663088400,2022-09-13 17:00:00,LON/USDT,0.6247,0.6247,0.6247,0.6247,0.4504,0.28136488
1663084800,2022-09-13 16:00:00,LON/USDT,0.6201,0.6201,0.6201,0.6201,1.3515,0.83806515
1663081200,2022-09-13 15:00:00,LON/USDT,0.6155,0.6261,0.6105,0.62,37.8497,23.44561803
1663077600,2022-09-13 14:00:00,LON/USDT,0.616,0.625,0.6105,0.6105,3805.7484,2358.31562735
1663074000,2022-09-13 13:00:00,LON/USDT,0.617,0.6188,0.6129,0.6141,21.3839,13.16417097
1663070400,2022-09-13 12:00:00,LON/USDT,0.6325,0.6325,0.6114,0.617,7906.1778,4908.4916424
1663066800,2022-09-13 11:00:00,LON/USDT,0.6351,0.6433,0.635,0.6383,700.1392,446.86784193
1663063200,2022-09-13 10:00:00,LON/USDT,0.633,0.6365,0.631,0.6331,503.7733,320.07185089
1663059600,2022-09-13 09:00:00,LON/USDT,0.6308,0.6308,0.6308,0.6308,0.2751,0.17353308
1663056000,2022-09-13 08:00:00,LON/USDT,0.63,0.63,0.63,0.63,31.7176,19.982088
1663052400,2022-09-13 07:00:00,LON/USDT,0.6302,0.6302,0.6302,0.6302,1.6042,1.01096684
1663048800,2022-09-13 06:00:00,LON/USDT,0.6231,0.6285,0.622,0.6243,1377.5775,861.25413107
1663045200,2022-09-13 05:00:00,LON/USDT,0.6265,0.6265,0.6265,0.6265,0,0
1663041600,2022-09-13 04:00:00,LON/USDT,0.6255,0.6265,0.6247,0.6265,1.1894,0.74465322
1663038000,2022-09-13 03:00:00,LON/USDT,0.6261,0.6261,0.6201,0.6201,3.6757,2.28253059
1663034400,2022-09-13 02:00:00,LON/USDT,0.6201,0.6201,0.6201,0.6201,0,0
1663030800,2022-09-13 01:00:00,LON/USDT,0.621,0.621,0.6201,0.6201,1.1144,0.69167664
1663027200,2022-09-13 00:00:00,LON/USDT,0.62,0.62,0.62,0.62,1.4888,0.923056
1663023600,2022-09-12 23:00:00,LON/USDT,0.6202,0.6206,0.6202,0.6206,0.9674,0.60007032
1663020000,2022-09-12 22:00:00,LON/USDT,0.6203,0.6203,0.6203,0.6203,0,0
1663016400,2022-09-12 21:00:00,LON/USDT,0.625,0.625,0.6203,0.6203,0.599,0.37315347
1663012800,2022-09-12 20:00:00,LON/USDT,0.622,0.622,0.622,0.622,0.7845,0.487959
1663009200,2022-09-12 19:00:00,LON/USDT,0.6267,0.6267,0.6267,0.6267,397.4877,249.10554159
1663005600,2022-09-12 18:00:00,LON/USDT,0.6243,0.628,0.621,0.6222,1831.1936,1143.18612499
1663002000,2022-09-12 17:00:00,LON/USDT,0.6235,0.6235,0.6195,0.6195,5.6808,3.5385016
1662998400,2022-09-12 16:00:00,LON/USDT,0.6192,0.6192,0.6192,0.6192,0.6327,0.39176784
1662994800,2022-09-12 15:00:00,LON/USDT,0.62,0.62,0.62,0.62,1.4057,0.871534
1662991200,2022-09-12 14:00:00,LON/USDT,0.6238,0.6243,0.6202,0.6202,46.3261,28.90300057
1662987600,2022-09-12 13:00:00,LON/USDT,0.6191,0.6191,0.6185,0.619,6.0731,3.75925213
1662984000,2022-09-12 12:00:00,LON/USDT,0.618,0.618,0.618,0.618,0,0
1662980400,2022-09-12 11:00:00,LON/USDT,0.6206,0.6212,0.618,0.618,11.6171,7.20281975
1662976800,2022-09-12 10:00:00,LON/USDT,0.618,0.625,0.6133,0.625,2823.9499,1754.12800074
1662973200,2022-09-12 09:00:00,LON/USDT,0.62,0.62,0.615,0.615,182.2512,112.28016278
1662969600,2022-09-12 08:00:00,LON/USDT,0.622,0.622,0.622,0.622,0.2992,0.1861024
1662966000,2022-09-12 07:00:00,LON/USDT,0.619,0.619,0.6162,0.6162,1.3096,0.80780348
1662962400,2022-09-12 06:00:00,LON/USDT,0.617,0.617,0.617,0.617,0,0
1662958800,2022-09-12 05:00:00,LON/USDT,0.617,0.617,0.617,0.617,0.33,0.20361
1662955200,2022-09-12 04:00:00,LON/USDT,0.6123,0.6123,0.6123,0.6123,0,0
1662951600,2022-09-12 03:00:00,LON/USDT,0.6123,0.6123,0.6123,0.6123,0.5804,0.35537892
1662948000,2022-09-12 02:00:00,LON/USDT,0.622,0.622,0.6136,0.6145,13.2253,8.13103669
1662944400,2022-09-12 01:00:00,LON/USDT,0.6159,0.6159,0.6159,0.6159,0.3078,0.18957402
1662940800,2022-09-12 00:00:00,LON/USDT,0.6168,0.6168,0.6159,0.6159,400.3773,246.95237907
1662937200,2022-09-11 23:00:00,LON/USDT,0.6165,0.6165,0.6165,0.6165,0,0
1662933600,2022-09-11 22:00:00,LON/USDT,0.6165,0.62,0.6162,0.6165,194.0252,119.9794383
1662930000,2022-09-11 21:00:00,LON/USDT,0.6159,0.6159,0.6159,0.6159,0,0
1662926400,2022-09-11 20:00:00,LON/USDT,0.621,0.621,0.6159,0.6159,1.9639,1.21777854
1662922800,2022-09-11 19:00:00,LON/USDT,0.6166,0.6166,0.6163,0.6163,0.5186,0.31971038
1662919200,2022-09-11 18:00:00,LON/USDT,0.6188,0.6188,0.6165,0.6165,180.5386,111.71640777
1662915600,2022-09-11 17:00:00,LON/USDT,0.6213,0.6215,0.6165,0.619,131.306,81.48917276
1662912000,2022-09-11 16:00:00,LON/USDT,0.6169,0.6169,0.6169,0.6169,0,0
1662908400,2022-09-11 15:00:00,LON/USDT,0.6169,0.6169,0.6169,0.6169,0.359,0.2214671
1662904800,2022-09-11 14:00:00,LON/USDT,0.6198,0.6198,0.6177,0.6177,1.9368,1.1997495
1662901200,2022-09-11 13:00:00,LON/USDT,0.621,0.621,0.6159,0.6159,2.0369,1.26023039
1662897600,2022-09-11 12:00:00,LON/USDT,0.6172,0.6172,0.616,0.616,0.8165,0.50346644
1662894000,2022-09-11 11:00:00,LON/USDT,0.6215,0.6271,0.617,0.617,6369.0523,3987.13869384
1662890400,2022-09-11 10:00:00,LON/USDT,0.621,0.621,0.6195,0.6195,151.4304,93.81212055
1662886800,2022-09-11 09:00:00,LON/USDT,0.627,0.627,0.6219,0.6219,0.6296,0.39251163
1662883200,2022-09-11 08:00:00,LON/USDT,0.6249,0.6249,0.6249,0.6249,0.3258,0.20359242
1662879600,2022-09-11 07:00:00,LON/USDT,0.6205,0.6205,0.6205,0.6205,0.4639,0.28784995
1662876000,2022-09-11 06:00:00,LON/USDT,0.6202,0.6205,0.6202,0.6205,0.9466,0.58721878
1662872400,2022-09-11 05:00:00,LON/USDT,0.6213,0.6213,0.6213,0.6213,0.5141,0.31941033
1662868800,2022-09-11 04:00:00,LON/USDT,0.6212,0.6212,0.6212,0.6212,0.5411,0.33613132
1662865200,2022-09-11 03:00:00,LON/USDT,0.6207,0.6207,0.6207,0.6207,0,0
1662861600,2022-09-11 02:00:00,LON/USDT,0.6245,0.6245,0.6196,0.6207,39.1392,24.40032112
1662858000,2022-09-11 01:00:00,LON/USDT,0.6227,0.6227,0.6227,0.6227,0,0
1662854400,2022-09-11 00:00:00,LON/USDT,0.6221,0.6227,0.6221,0.6227,1.2307,0.76597823
1662850800,2022-09-10 23:00:00,LON/USDT,0.6232,0.6274,0.62,0.6274,2749.6514,1708.80073413
1662847200,2022-09-10 22:00:00,LON/USDT,0.622,0.624,0.62,0.6237,140.9753,87.9328302
1662843600,2022-09-10 21:00:00,LON/USDT,0.619,0.619,0.619,0.619,2.1414,1.3255266
1662840000,2022-09-10 20:00:00,LON/USDT,0.62,0.62,0.618,0.618,33.8666,20.9959588
1662836400,2022-09-10 19:00:00,LON/USDT,0.6162,0.6162,0.6162,0.6162,0.6993,0.43090866
1662832800,2022-09-10 18:00:00,LON/USDT,0.62,0.62,0.616,0.616,135.2493,83.8516216
1662829200,2022-09-10 17:00:00,LON/USDT,0.6205,0.6205,0.616,0.616,46.539,28.67000265
1662825600,2022-09-10 16:00:00,LON/USDT,0.6188,0.6188,0.6188,0.6188,0,0
1662822000,2022-09-10 15:00:00,LON/USDT,0.6188,0.6188,0.6188,0.6188,0.4844,0.29974672
1662818400,2022-09-10 14:00:00,LON/USDT,0.6247,0.625,0.6247,0.625,146.0993,91.26848996
1662814800,2022-09-10 13:00:00,LON/USDT,0.627,0.627,0.6207,0.6207,38.8297,24.33924087
1662811200,2022-09-10 12:00:00,LON/USDT,0.621,0.621,0.621,0.621,0,0
1662807600,2022-09-10 11:00:00,LON/USDT,0.6204,0.6239,0.6204,0.621,447.971,278.47805007
1662804000,2022-09-10 10:00:00,LON/USDT,0.6237,0.624,0.62,0.624,500.7596,312.3513731
1662800400,2022-09-10 09:00:00,LON/USDT,0.6233,0.6233,0.62,0.62,102.6871,63.66857765
1662796800,2022-09-10 08:00:00,LON/USDT,0.619,0.619,0.619,0.619,30.1598,18.6689162
1662793200,2022-09-10 07:00:00,LON/USDT,0.6228,0.6228,0.6165,0.6165,16.5335,10.24314058
1662789600,2022-09-10 06:00:00,LON/USDT,0.6205,0.6234,0.6188,0.6188,15.6725,9.75407351
1662786000,2022-09-10 05:00:00,LON/USDT,0.6237,0.6237,0.6211,0.6211,801.4432,498.81824768
1662782400,2022-09-10 04:00:00,LON/USDT,0.6263,0.6263,0.62,0.62,76.6007,47.973124
1662778800,2022-09-10 03:00:00,LON/USDT,0.6245,0.6245,0.622,0.622,1.5095,0.9420365
1662775200,2022-09-10 02:00:00,LON/USDT,0.6252,0.6252,0.6252,0.6252,1.4027,0.87696804
1662771600,2022-09-10 01:00:00,LON/USDT,0.6235,0.6235,0.6235,0.6235,0,0
1662768000,2022-09-10 00:00:00,LON/USDT,0.6235,0.6235,0.6235,0.6235,1.0014,0.6243729
1662764400,2022-09-09 23:00:00,LON/USDT,0.6252,0.6252,0.6252,0.6252,0.2035,0.1272282
1662760800,2022-09-09 22:00:00,LON/USDT,0.6235,0.6235,0.6235,0.6235,0,0
1662757200,2022-09-09 21:00:00,LON/USDT,0.6235,0.6235,0.6235,0.6235,0,0
1662753600,2022-09-09 20:00:00,LON/USDT,0.6179,0.6235,0.6179,0.6235,5.2195,3.23483061
1662750000,2022-09-09 19:00:00,LON/USDT,0.616,0.616,0.616,0.616,0,0
1662746400,2022-09-09 18:00:00,LON/USDT,0.616,0.616,0.616,0.616,0,0
1662742800,2022-09-09 17:00:00,LON/USDT,0.621,0.621,0.616,0.616,1.5442,0.9536838
1662739200,2022-09-09 16:00:00,LON/USDT,0.6199,0.6199,0.6199,0.6199,0,0
1662735600,2022-09-09 15:00:00,LON/USDT,0.6231,0.6231,0.6195,0.6199,3.6141,2.24487403
1662732000,2022-09-09 14:00:00,LON/USDT,0.617,0.624,0.6164,0.624,706.843,436.24440554
1662728400,2022-09-09 13:00:00,LON/USDT,0.6128,0.617,0.608,0.617,645.1354,395.69532528
1662724800,2022-09-09 12:00:00,LON/USDT,0.6085,0.6173,0.6042,0.607,507.9236,313.00144883
1662721200,2022-09-09 11:00:00,LON/USDT,0.6095,0.6095,0.6075,0.6075,1.397,0.8501699
1662717600,2022-09-09 10:00:00,LON/USDT,0.6065,0.6102,0.6055,0.6102,12.9191,7.87152621
1662714000,2022-09-09 09:00:00,LON/USDT,0.6115,0.6115,0.6065,0.6065,0.8601,0.52473015
1662710400,2022-09-09 08:00:00,LON/USDT,0.6124,0.6124,0.6124,0.6124,0.3134,0.19192616
1662706800,2022-09-09 07:00:00,LON/USDT,0.6125,0.6135,0.6125,0.6135,1.0125,0.62082875
1662703200,2022-09-09 06:00:00,LON/USDT,0.6167,0.6167,0.6156,0.6156,33.9483,20.93523439
1662699600,2022-09-09 05:00:00,LON/USDT,0.6211,0.6211,0.614,0.614,15.9793,9.83017173
1662696000,2022-09-09 04:00:00,LON/USDT,0.6125,0.6213,0.6125,0.6213,806.3924,500.9731577
1662692400,2022-09-09 03:00:00,LON/USDT,0.6065,0.6165,0.6065,0.6165,1.9546,1.1882859
1662688800,2022-09-09 02:00:00,LON/USDT,0.6105,0.6105,0.6105,0.6105,0.1996,0.1218558
1662685200,2022-09-09 01:00:00,LON/USDT,0.609,0.609,0.609,0.609,0,0
1662681600,2022-09-09 00:00:00,LON/USDT,0.6089,0.609,0.6089,0.609,8.3885,5.10857866
1662678000,2022-09-08 23:00:00,LON/USDT,0.6042,0.6042,0.6042,0.6042,0,0
1662674400,2022-09-08 22:00:00,LON/USDT,0.609,0.609,0.6042,0.6042,12.7561,7.7600145
1662670800,2022-09-08 21:00:00,LON/USDT,0.6044,0.6044,0.6044,0.6044,0.1928,0.11652832
1662667200,2022-09-08 20:00:00,LON/USDT,0.6085,0.6085,0.6045,0.6051,47.8772,28.94541172
1662663600,2022-09-08 19:00:00,LON/USDT,0.608,0.608,0.608,0.608,0.2049,0.1245792
1662660000,2022-09-08 18:00:00,LON/USDT,0.6085,0.6085,0.6051,0.6051,43.5022,26.32575944
1662656400,2022-09-08 17:00:00,LON/USDT,0.609,0.609,0.6046,0.6049,226.9004,137.22987284
1662652800,2022-09-08 16:00:00,LON/USDT,0.612,0.6133,0.6053,0.6053,270.368,164.59604001
1662649200,2022-09-08 15:00:00,LON/USDT,0.6174,0.6245,0.611,0.6122,1858.4198,1149.61044086
1662645600,2022-09-08 14:00:00,LON/USDT,0.6118,0.6118,0.6082,0.609,215.5092,131.0754124
1662642000,2022-09-08 13:00:00,LON/USDT,0.6055,0.6115,0.6046,0.6115,25.9482,15.83875875
1662638400,2022-09-08 12:00:00,LON/USDT,0.6079,0.6087,0.606,0.606,361.5984,219.8683862
1662634800,2022-09-08 11:00:00,LON/USDT,0.6078,0.6078,0.6035,0.6074,6.1669,3.73608444
1662631200,2022-09-08 10:00:00,LON/USDT,0.6078,0.6078,0.6078,0.6078,13.1794,8.01043932
1662627600,2022-09-08 09:00:00,LON/USDT,0.6079,0.6079,0.6031,0.6031,2.9403,1.77467061
1662624000,2022-09-08 08:00:00,LON/USDT,0.6052,0.6052,0.6052,0.6052,150,90.78
1662620400,2022-09-08 07:00:00,LON/USDT,0.6033,0.6033,0.6024,0.6024,53.7003,32.39720316
1662616800,2022-09-08 06:00:00,LON/USDT,0.605,0.61,0.605,0.607,369.1809,223.57688485
1662613200,2022-09-08 05:00:00,LON/USDT,0.61,0.61,0.61,0.61,0.4473,0.272853
1662609600,2022-09-08 04:00:00,LON/USDT,0.6087,0.6087,0.6064,0.6064,4.2223,2.56098232
1662606000,2022-09-08 03:00:00,LON/USDT,0.611,0.6112,0.6085,0.6085,400,243.90660356
1662602400,2022-09-08 02:00:00,LON/USDT,0.6083,0.6083,0.6083,0.6083,0,0
1662598800,2022-09-08 01:00:00,LON/USDT,0.6085,0.6085,0.6083,0.6083,134.1316,81.61225228
1662595200,2022-09-08 00:00:00,LON/USDT,0.615,0.615,0.609,0.609,0.4908,0.3001104
1662591600,2022-09-07 23:00:00,LON/USDT,0.6111,0.6111,0.6111,0.6111,0,0
1662588000,2022-09-07 22:00:00,LON/USDT,0.6111,0.6111,0.6111,0.6111,1.2144,0.74211984
1662584400,2022-09-07 21:00:00,LON/USDT,0.615,0.615,0.6104,0.6111,10.379,6.34292639
1662580800,2022-09-07 20:00:00,LON/USDT,0.6059,0.615,0.6059,0.615,81.4463,49.68407541
1662577200,2022-09-07 19:00:00,LON/USDT,0.606,0.606,0.606,0.606,48.2229,29.2230774
1662573600,2022-09-07 18:00:00,LON/USDT,0.6024,0.6098,0.6024,0.6054,251.0358,152.0178168
1662570000,2022-09-07 17:00:00,LON/USDT,0.598,0.598,0.598,0.598,40.7957,24.3958286
1662566400,2022-09-07 16:00:00,LON/USDT,0.5971,0.5971,0.5962,0.597,19.5632,11.66609134
1662562800,2022-09-07 15:00:00,LON/USDT,0.5984,0.602,0.597,0.597,435.9938,261.38893544
1662559200,2022-09-07 14:00:00,LON/USDT,0.598,0.598,0.598,0.598,1.1257,0.6731686
1662555600,2022-09-07 13:00:00,LON/USDT,0.5954,0.5979,0.5954,0.5979,6.0546,3.61655784
1662552000,2022-09-07 12:00:00,LON/USDT,0.5917,0.5917,0.5917,0.5917,1.4165,0.83814305
1662548400,2022-09-07 11:00:00,LON/USDT,0.5929,0.5929,0.5929,0.5929,0,0
1662544800,2022-09-07 10:00:00,LON/USDT,0.5929,0.5929,0.5929,0.5929,0,0
1662541200,2022-09-07 09:00:00,LON/USDT,0.593,0.593,0.5929,0.5929,36.5419,21.6690215
1662537600,2022-09-07 08:00:00,LON/USDT,0.593,0.5965,0.5918,0.5928,6038.905,3582.6698352
1662534000,2022-09-07 07:00:00,LON/USDT,0.593,0.593,0.593,0.593,0,0
1662530400,2022-09-07 06:00:00,LON/USDT,0.5939,0.5944,0.5926,0.593,1907.4096,1131.98379546
1662526800,2022-09-07 05:00:00,LON/USDT,0.595,0.595,0.5944,0.5944,10006.6635,5953.95189222
