https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TOMO,Volume USDT
1663545600000.0,2022-09-19 00:00:00,TOMO/USDT,0.4288,0.42955,0.4287,0.4288,0.0,0.0
1663459200000.0,2022-09-18 00:00:00,TOMO/USDT,0.4678,0.4703,0.4198,0.4288,8746.745242537312,3750.60436
1663372800000.0,2022-09-17 00:00:00,TOMO/USDT,0.4504,0.4691,0.4504,0.4678,10766.289354424967,5036.47016
1663286400000.0,2022-09-16 00:00:00,TOMO/USDT,0.46635,0.47,0.44495,0.4504,4341.972146980462,1955.624255
1663200000000.0,2022-09-15 00:00:00,TOMO/USDT,0.4855,0.4868,0.45595,0.46635,7260.441856974376,3385.90706
1663113600000.0,2022-09-14 00:00:00,TOMO/USDT,0.4786,0.48605,0.4689,0.4855,35432.80583934089,17202.627235
1663027200000.0,2022-09-13 00:00:00,TOMO/USDT,0.53275,0.54645,0.47795,0.4786,48435.901817801925,23181.42261
1662940800000.0,2022-09-12 00:00:00,TOMO/USDT,0.52455,0.5408,0.5122,0.53275,4786.9904176443,2550.269145
1662854400000.0,2022-09-11 00:00:00,TOMO/USDT,0.5253,0.5305,0.5135,0.52455,474.5481079020113,248.92421
1662768000000.0,2022-09-10 00:00:00,TOMO/USDT,0.52365,0.5355,0.51495,0.5253,5061.353398058252,2658.72894
1662681600000.0,2022-09-09 00:00:00,TOMO/USDT,0.4825,0.53275,0.4806,0.52365,6261.30454502053,3278.732125
1662595200000.0,2022-09-08 00:00:00,TOMO/USDT,0.47965,0.48685,0.47075,0.4825,8805.657803108808,4248.72989
1662508800000.0,2022-09-07 00:00:00,TOMO/USDT,0.46165,0.48695,0.45205,0.47965,6299.011414573126,3021.320825
1662422400000.0,2022-09-06 00:00:00,TOMO/USDT,0.4902,0.51895,0.46165,0.46165,63159.54062601538,29157.60193
1662336000000.0,2022-09-05 00:00:00,TOMO/USDT,0.49095,0.49535,0.4839,0.4902,794.4623725010199,389.445455
1662249600000.0,2022-09-04 00:00:00,TOMO/USDT,0.4832,0.49115,0.478,0.49095,94.46162542010387,46.375935
1662163200000.0,2022-09-03 00:00:00,TOMO/USDT,0.48275,0.4866,0.47855,0.4832,1703.8264590231788,823.288945
1662076800000.0,2022-09-02 00:00:00,TOMO/USDT,0.4992,0.5095,0.4794,0.48275,1904.79607457276,919.540305
