https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SNX,Volume USDT
1663135200,2022-09-14 06:00:00,SNX/USDT,2.76278,2.76629,2.736009,2.738078,1828.05489833,5031.36173654898175
1663131600,2022-09-14 05:00:00,SNX/USDT,2.768198,2.768874,2.75773,2.761165,771.56469422,2131.33197400715234
1663128000,2022-09-14 04:00:00,SNX/USDT,2.756101,2.768513,2.749986,2.766009,95.7327341,264.69439588822145
1663124400,2022-09-14 03:00:00,SNX/USDT,2.75491,2.766564,2.744478,2.756812,2286.88795271,6296.89567938714689
1663120800,2022-09-14 02:00:00,SNX/USDT,2.751403,2.775659,2.751403,2.761001,4080.16612674,11285.26445725854663
1663117200,2022-09-14 01:00:00,SNX/USDT,2.73233,2.756702,2.729211,2.754241,2546.35215102,6996.92081979005933
1663113600,2022-09-14 00:00:00,SNX/USDT,2.717925,2.73507,2.704826,2.731804,3112.21290581,8467.29113878207801
1663110000,2022-09-13 23:00:00,SNX/USDT,2.735023,2.735039,2.704066,2.716542,5129.76968347,13906.0342933078688
1663106400,2022-09-13 22:00:00,SNX/USDT,2.767547,2.767547,2.716993,2.733255,7457.3996907,20387.61111307612244
1663102800,2022-09-13 21:00:00,SNX/USDT,2.771369,2.780857,2.743234,2.770175,4479.62106157,12413.22845914943601
1663099200,2022-09-13 20:00:00,SNX/USDT,2.774388,2.793043,2.767319,2.771507,2720.40331882,7561.4306699367825
1663095600,2022-09-13 19:00:00,SNX/USDT,2.743822,2.778335,2.726756,2.774509,4689.32712575,12884.44246881602191
1663092000,2022-09-13 18:00:00,SNX/USDT,2.806918,2.806918,2.738143,2.746384,5116.5460919,14211.85968781437328
1663088400,2022-09-13 17:00:00,SNX/USDT,2.798245,2.822956,2.798245,2.809158,2642.10223976,7418.11883973108102
1663084800,2022-09-13 16:00:00,SNX/USDT,2.78865,2.812906,2.777871,2.803948,6437.95958407,18031.91854473382204
1663081200,2022-09-13 15:00:00,SNX/USDT,2.796735,2.804685,2.781841,2.790522,5638.55199361,15749.66234369478918
1663077600,2022-09-13 14:00:00,SNX/USDT,2.805986,2.84,2.778942,2.801577,14795.82194952,41618.4102675313537
1663074000,2022-09-13 13:00:00,SNX/USDT,2.78261,2.822956,2.778922,2.808077,12905.38899324,36119.09777815357281
1663070400,2022-09-13 12:00:00,SNX/USDT,2.965482,2.97428,2.75614,2.783441,70727.24026252,199766.27171698881334
1663066800,2022-09-13 11:00:00,SNX/USDT,2.947713,2.968252,2.9459,2.965205,2261.74401967,6689.6278240178412
1663063200,2022-09-13 10:00:00,SNX/USDT,2.935791,2.948067,2.928022,2.945099,2673.27953402,7853.94230811866086
1663059600,2022-09-13 09:00:00,SNX/USDT,2.966094,2.970844,2.91573,2.938803,4393.57035921,12925.7606095720348
1663056000,2022-09-13 08:00:00,SNX/USDT,2.972623,2.988,2.954037,2.963254,5306.06301324,15782.9604233438759
1663052400,2022-09-13 07:00:00,SNX/USDT,2.956869,2.978921,2.946342,2.974139,3644.16052182,10808.04443442060272
1663048800,2022-09-13 06:00:00,SNX/USDT,2.951365,2.985625,2.937903,2.9517,9927.61660027,29385.73606570807869
1663045200,2022-09-13 05:00:00,SNX/USDT,2.931166,2.955228,2.922722,2.953007,10744.88617994,31642.28456259879974
1663041600,2022-09-13 04:00:00,SNX/USDT,2.95598,2.958016,2.92381,2.92381,9432.48456005,27735.42681553671957
1663038000,2022-09-13 03:00:00,SNX/USDT,2.932597,2.956869,2.918124,2.953059,5730.16413202,16796.14648785879816
1663034400,2022-09-13 02:00:00,SNX/USDT,2.901912,2.941537,2.880812,2.941537,1453.4258313,4238.30662830762424
1663030800,2022-09-13 01:00:00,SNX/USDT,2.918911,2.92,2.886749,2.898779,5124.2348684,14924.29519622041024
1663027200,2022-09-13 00:00:00,SNX/USDT,2.937188,2.937758,2.883193,2.917537,5033.91593376,14636.7621779343743
1663023600,2022-09-12 23:00:00,SNX/USDT,2.945358,2.962749,2.931397,2.94401,1846.85721527,5447.02635197342937
1663020000,2022-09-12 22:00:00,SNX/USDT,2.947411,2.959291,2.937676,2.946465,1400.68371155,4126.29264746443238
1663016400,2022-09-12 21:00:00,SNX/USDT,2.974332,2.974332,2.944099,2.94887,1045.47116634,3092.69884337221926
1663012800,2022-09-12 20:00:00,SNX/USDT,2.965665,2.983179,2.956869,2.97208,1005.87214664,2987.00372250730859
1663009200,2022-09-12 19:00:00,SNX/USDT,2.974383,2.983044,2.954037,2.968008,2205.80602547,6546.54538254397192
1663005600,2022-09-12 18:00:00,SNX/USDT,2.967158,2.979752,2.936889,2.974473,4752.86634137,14043.92206041051075
1663002000,2022-09-12 17:00:00,SNX/USDT,2.938995,2.976577,2.928968,2.976577,3517.38537011,10351.65715931169167
1662998400,2022-09-12 16:00:00,SNX/USDT,2.941586,2.956951,2.883905,2.939615,18052.80855245,52894.93112853068736
1662994800,2022-09-12 15:00:00,SNX/USDT,2.993001,2.995101,2.937266,2.945301,10746.42369375,32027.42752997682014
1662991200,2022-09-12 14:00:00,SNX/USDT,3.005388,3.019447,2.993878,2.993878,2372.68758398,7146.90519782478444
1662987600,2022-09-12 13:00:00,SNX/USDT,3.02603,3.030225,2.989103,3.007303,1870.00324048,5628.5034229822238
1662984000,2022-09-12 12:00:00,SNX/USDT,3.00665,3.039071,3.001015,3.030965,3598.5102609,10880.64247466820138
1662980400,2022-09-12 11:00:00,SNX/USDT,3.012152,3.029063,2.989,3.008282,5112.20015111,15398.49380957565961
1662976800,2022-09-12 10:00:00,SNX/USDT,2.999168,3.023481,2.968357,3.018203,4320.97325964,12943.97827701820197
1662973200,2022-09-12 09:00:00,SNX/USDT,2.990794,3.004039,2.979239,3.000775,2388.76485556,7150.85717286742074
1662969600,2022-09-12 08:00:00,SNX/USDT,2.973573,3.001625,2.956002,2.99181,4816.54693522,14340.92743655782291
1662966000,2022-09-12 07:00:00,SNX/USDT,2.95022,2.979966,2.948029,2.973635,7143.6713669,21198.81407607884668
1662962400,2022-09-12 06:00:00,SNX/USDT,2.936818,2.95692,2.931926,2.950463,3979.14597352,11728.41045620969929
1662958800,2022-09-12 05:00:00,SNX/USDT,2.936823,2.94272,2.920071,2.939099,2513.67320711,7374.87172665701628
1662955200,2022-09-12 04:00:00,SNX/USDT,2.919962,2.943382,2.919962,2.941802,3441.11978539,10078.19537184444415
1662951600,2022-09-12 03:00:00,SNX/USDT,2.950681,2.957596,2.889773,2.91892,3536.31849078,10339.44153340235534
1662948000,2022-09-12 02:00:00,SNX/USDT,3.009331,3.027706,2.939956,2.950288,11516.86820098,34393.07740940201871
1662944400,2022-09-12 01:00:00,SNX/USDT,2.89458,3.024176,2.894408,3.007438,14497.99174262,42866.16655200205062
1662940800,2022-09-12 00:00:00,SNX/USDT,2.9614,2.9614,2.89458,2.89458,2557.6994329,7476.10682280752645
1662937200,2022-09-11 23:00:00,SNX/USDT,2.933941,2.965475,2.91573,2.96183,1524.7694737,4488.27197976343587
1662933600,2022-09-11 22:00:00,SNX/USDT,2.913974,2.947384,2.913134,2.929562,2964.13829825,8704.51910740181198
1662930000,2022-09-11 21:00:00,SNX/USDT,2.96663,2.9728,2.89296,2.91344,11052.84906266,32344.07836720136307
1662926400,2022-09-11 20:00:00,SNX/USDT,2.977076,2.980844,2.936973,2.966909,9115.34404948,26954.10169921150849
1662922800,2022-09-11 19:00:00,SNX/USDT,2.970791,2.977485,2.967477,2.977485,1534.45237271,4558.54624068385093
1662919200,2022-09-11 18:00:00,SNX/USDT,2.98879,2.9924,2.970791,2.970791,7919.4232021,23611.23841168580247
1662915600,2022-09-11 17:00:00,SNX/USDT,3.017262,3.025845,2.987774,2.989392,10705.63424004,32091.45397395495244
1662912000,2022-09-11 16:00:00,SNX/USDT,2.990507,3.022022,2.990507,3.016482,15253.17206487,45822.63350224481026
1662908400,2022-09-11 15:00:00,SNX/USDT,2.976887,2.998478,2.973036,2.989306,4948.47896507,14776.05226563299205
1662904800,2022-09-11 14:00:00,SNX/USDT,2.988214,2.988214,2.973036,2.979195,1456.35042001,4338.52511546184626
1662901200,2022-09-11 13:00:00,SNX/USDT,3.00013,3.00013,2.977454,2.988967,3690.33304127,11018.91773634139107
1662897600,2022-09-11 12:00:00,SNX/USDT,2.996588,3.008846,2.984998,3.001603,3168.82556064,9495.851355487752
1662894000,2022-09-11 11:00:00,SNX/USDT,3.001432,3.010462,2.99,2.999559,2775.45046402,8319.64526261432837
1662890400,2022-09-11 10:00:00,SNX/USDT,3.005198,3.011857,2.992907,2.99863,762.37264381,2289.26235704344582
1662886800,2022-09-11 09:00:00,SNX/USDT,3.032898,3.032898,3.003,3.006557,3406.60214667,10277.09792652615372
1662883200,2022-09-11 08:00:00,SNX/USDT,3.030754,3.041288,3.018625,3.033055,9217.39796253,27922.74844133900656
1662879600,2022-09-11 07:00:00,SNX/USDT,2.992079,3.032875,2.992079,3.031133,1834.17900991,5538.13081729292722
1662876000,2022-09-11 06:00:00,SNX/USDT,3.02035,3.024756,2.961664,2.989726,4586.9458261,13681.5743073667477
1662872400,2022-09-11 05:00:00,SNX/USDT,3.037452,3.044264,3.017946,3.023627,2143.6237377,6499.55971730098135
1662868800,2022-09-11 04:00:00,SNX/USDT,3.029618,3.051158,3.029618,3.034553,1920.13762631,5834.45850170358978
1662865200,2022-09-11 03:00:00,SNX/USDT,3.018647,3.030412,3.014515,3.030412,903.86299405,2730.00983789336708
1662861600,2022-09-11 02:00:00,SNX/USDT,3.021108,3.032134,3.001015,3.022213,3517.518217,10594.0820444489454
1662858000,2022-09-11 01:00:00,SNX/USDT,3.018957,3.041288,3.017016,3.021168,1391.00426913,4213.72827122194874
1662854400,2022-09-11 00:00:00,SNX/USDT,3.032192,3.054006,3.006511,3.006511,14336.04437687,43456.76205013866598
1662850800,2022-09-10 23:00:00,SNX/USDT,3.039554,3.051158,3.022922,3.022922,3759.80125202,11396.24294027878445
1662847200,2022-09-10 22:00:00,SNX/USDT,3.024826,3.056678,3.014814,3.03974,10702.8048164,32520.97646143951457
1662843600,2022-09-10 21:00:00,SNX/USDT,3.001456,3.043377,3.001456,3.013063,7420.29380918,22409.41904382781359
1662840000,2022-09-10 20:00:00,SNX/USDT,2.994911,3.016099,2.994576,3.002172,8834.35012864,26522.28591133585123
1662836400,2022-09-10 19:00:00,SNX/USDT,2.983304,3.001171,2.983304,2.994853,7251.4419408,21706.12638464600981
1662832800,2022-09-10 18:00:00,SNX/USDT,2.977899,2.9907,2.97051,2.987942,10002.85117474,29807.42953405261614
1662829200,2022-09-10 17:00:00,SNX/USDT,2.975617,2.987421,2.929595,2.984697,22323.69207568,65954.7895904239524
1662825600,2022-09-10 16:00:00,SNX/USDT,2.977682,2.981311,2.942116,2.978409,7017.68684532,20739.75963439552445
1662822000,2022-09-10 15:00:00,SNX/USDT,2.965401,2.995101,2.96438,2.983807,3194.48966312,9524.12042776999978
1662818400,2022-09-10 14:00:00,SNX/USDT,2.965269,2.986,2.958214,2.960838,10108.01978813,29975.84229334304434
1662814800,2022-09-10 13:00:00,SNX/USDT,3.01624,3.018966,2.956806,2.969049,12932.24859973,38638.10641396194583
1662811200,2022-09-10 12:00:00,SNX/USDT,3.021319,3.040572,2.997296,3.022757,21053.24754463,63513.56683320181428
1662807600,2022-09-10 11:00:00,SNX/USDT,3.02604,3.034181,3.015984,3.023182,5538.7728534,16752.89515341099637
1662804000,2022-09-10 10:00:00,SNX/USDT,3.052428,3.052428,3.016495,3.027815,4528.5255544,13757.856037472472
1662800400,2022-09-10 09:00:00,SNX/USDT,3.058317,3.090656,3.041927,3.052428,5654.87436901,17286.74809262579659
1662796800,2022-09-10 08:00:00,SNX/USDT,3.023666,3.061589,3.023364,3.051352,5590.6076727,17039.42418063986141
1662793200,2022-09-10 07:00:00,SNX/USDT,3.130815,3.131137,3.00757,3.020531,17723.89569556,54380.47696112646613
1662789600,2022-09-10 06:00:00,SNX/USDT,3.009249,3.15183,3.009248,3.130005,17651.5587474,54827.78567985871734
1662786000,2022-09-10 05:00:00,SNX/USDT,2.994469,3.029924,2.989902,3.010176,4719.93649357,14226.4491172490277
1662782400,2022-09-10 04:00:00,SNX/USDT,3.032141,3.054297,2.986332,2.997657,2381.86675595,7204.10544490349079
1662778800,2022-09-10 03:00:00,SNX/USDT,3.063232,3.066708,3.02671,3.033782,13749.38804339,42035.46390221573486
1662775200,2022-09-10 02:00:00,SNX/USDT,3.030524,3.066392,3.018054,3.066392,4133.04965048,12572.20188456804049
1662771600,2022-09-10 01:00:00,SNX/USDT,3.012607,3.052601,3.010662,3.027094,9954.30079594,30242.08424001643724
1662768000,2022-09-10 00:00:00,SNX/USDT,3.002001,3.023666,2.97699,3.01351,8445.03366597,25326.23923462115972
1662764400,2022-09-09 23:00:00,SNX/USDT,3.003997,3.043,2.97,3.000974,15233.505525,45882.28210601743908
1662760800,2022-09-09 22:00:00,SNX/USDT,3.004995,3.028237,3.004995,3.006706,7326.95747061,22133.72866279206855
1662757200,2022-09-09 21:00:00,SNX/USDT,3.019614,3.025627,3.003348,3.00643,3815.61769627,11506.6313445808822
1662753600,2022-09-09 20:00:00,SNX/USDT,2.999735,3.028236,2.99734,3.020149,8530.79655266,25748.95860040904245
1662750000,2022-09-09 19:00:00,SNX/USDT,3.006682,3.014835,2.996527,3.008312,6280.09646107,18876.19262440205633
1662746400,2022-09-09 18:00:00,SNX/USDT,2.98882,3.01297,2.980458,3.009228,2828.67928938,8479.41487064843723
1662742800,2022-09-09 17:00:00,SNX/USDT,3.027183,3.037095,2.980718,2.990389,13645.43414565,41004.89305609426195
1662739200,2022-09-09 16:00:00,SNX/USDT,3.0187,3.028237,2.981156,3.027183,18240.71533825,54851.97676129378627
1662735600,2022-09-09 15:00:00,SNX/USDT,3.054338,3.054338,3.009899,3.018966,10622.29530886,32157.47823402524297
1662732000,2022-09-09 14:00:00,SNX/USDT,3.048675,3.079403,3.035607,3.05539,6777.067965,20718.42481971208398
1662728400,2022-09-09 13:00:00,SNX/USDT,3.069343,3.072335,3.031174,3.047282,17159.61445222,52264.89134210256064
1662724800,2022-09-09 12:00:00,SNX/USDT,3.025792,3.105878,3.022511,3.066081,20610.18668047,63482.4481341501451
1662721200,2022-09-09 11:00:00,SNX/USDT,3.058793,3.058793,3.0082,3.02629,14090.26990653,42661.67214723261713
1662717600,2022-09-09 10:00:00,SNX/USDT,3.013855,3.060914,3.010822,3.056873,26344.31408086,79918.92524521582687
1662714000,2022-09-09 09:00:00,SNX/USDT,3.042342,3.042495,2.98612,3.011896,15227.05468475,45907.44938606724554
1662710400,2022-09-09 08:00:00,SNX/USDT,3.007087,3.051553,3.007087,3.04111,19001.80759854,57542.75727041433374
1662706800,2022-09-09 07:00:00,SNX/USDT,3.031428,3.033607,3.001015,3.0073,6020.20430802,18168.01550958343472
1662703200,2022-09-09 06:00:00,SNX/USDT,3.043872,3.044753,3.006119,3.034278,13600.27499761,41162.06973629442884
1662699600,2022-09-09 05:00:00,SNX/USDT,3.043713,3.055245,3.020758,3.041678,12862.53901043,39118.64124707021273
1662696000,2022-09-09 04:00:00,SNX/USDT,3.013264,3.072,3.006706,3.043322,23846.6795122,72443.48641384418451
1662692400,2022-09-09 03:00:00,SNX/USDT,2.963457,3.026149,2.961182,3.01152,17133.52889015,51423.32676945465423
1662688800,2022-09-09 02:00:00,SNX/USDT,2.950064,2.982899,2.950064,2.960658,3758.18209666,11154.4259143089973
1662685200,2022-09-09 01:00:00,SNX/USDT,2.963497,2.966227,2.94268,2.948307,2187.01400095,6460.80622475624063
1662681600,2022-09-09 00:00:00,SNX/USDT,2.931056,2.972162,2.928826,2.959142,9980.42370321,29526.32467486137568
1662678000,2022-09-08 23:00:00,SNX/USDT,2.932664,2.942116,2.924401,2.93011,5497.60138038,16133.70768343464554
1662674400,2022-09-08 22:00:00,SNX/USDT,2.931302,2.931302,2.916564,2.929316,1405.9824544,4113.82611115616348
1662670800,2022-09-08 21:00:00,SNX/USDT,2.94178,2.94178,2.917762,2.932231,4321.85156034,12647.1282179947339
1662667200,2022-09-08 20:00:00,SNX/USDT,2.924714,2.954037,2.922716,2.943453,28230.30813144,82906.73384124000541
1662663600,2022-09-08 19:00:00,SNX/USDT,2.901881,2.922854,2.892116,2.922854,7137.9666152,20723.99189399292273
1662660000,2022-09-08 18:00:00,SNX/USDT,2.905551,2.917323,2.896841,2.902086,3493.95244862,10157.74984457617855
1662656400,2022-09-08 17:00:00,SNX/USDT,2.90228,2.922057,2.891,2.908486,6834.97431978,19889.64841946442165
