https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BCH,Volume BTC
1663545600000.0,2022-09-19 00:00:00,BCH/BTC,0.005756,0.005768,0.005755,0.005756,0.0,0.0
1663459200000.0,2022-09-18 00:00:00,BCH/BTC,0.00607,0.006082,0.005699,0.005756,534.2554609103544,3.075174433
1663372800000.0,2022-09-17 00:00:00,BCH/BTC,0.006032,0.006204,0.005991,0.00607,59.50186688632619,0.361176332
1663286400000.0,2022-09-16 00:00:00,BCH/BTC,0.005973,0.006124,0.005904,0.006036,200.31163634857523,1.209081037
1663200000000.0,2022-09-15 00:00:00,BCH/BTC,0.005937,0.006103,0.005808,0.005973,55.68516038841453,0.332607463
1663113600000.0,2022-09-14 00:00:00,BCH/BTC,0.005824,0.005953,0.005806,0.005937,66.83128701364326,0.396777351
1663027200000.0,2022-09-13 00:00:00,BCH/BTC,0.005758,0.005939,0.005712,0.005824,2232.8918238324177,13.004361982
1662940800000.0,2022-09-12 00:00:00,BCH/BTC,0.005973,0.006025,0.005707,0.005758,95.25531903438694,0.548480127
1662854400000.0,2022-09-11 00:00:00,BCH/BTC,0.006137,0.006158,0.005927,0.005973,66.06586020425247,0.394611383
1662768000000.0,2022-09-10 00:00:00,BCH/BTC,0.00621,0.006334,0.006084,0.006137,518.02391966759,3.179112795
1662681600000.0,2022-09-09 00:00:00,BCH/BTC,0.006561,0.006596,0.006164,0.00621,279.58709661835746,1.73623587
1662595200000.0,2022-09-08 00:00:00,BCH/BTC,0.006161,0.006771,0.006064,0.006561,211.54970598994058,1.387977621
1662508800000.0,2022-09-07 00:00:00,BCH/BTC,0.005958,0.006172,0.005941,0.006161,83.01612611589027,0.511462353
1662422400000.0,2022-09-06 00:00:00,BCH/BTC,0.006359,0.006401,0.005948,0.005953,197.63532655803795,1.176523099
1662336000000.0,2022-09-05 00:00:00,BCH/BTC,0.005907,0.006373,0.005901,0.006359,148.71173549300204,0.945657926
1662249600000.0,2022-09-04 00:00:00,BCH/BTC,0.005929,0.005973,0.005883,0.005901,37.49853431621759,0.221278851
1662163200000.0,2022-09-03 00:00:00,BCH/BTC,0.005826,0.006012,0.005815,0.005929,136.55228605161074,0.809618504
1662076800000.0,2022-09-02 00:00:00,BCH/BTC,0.005795,0.005909,0.005783,0.005832,120.17786282578875,0.700877296
1661990400000.0,2022-09-01 00:00:00,BCH/BTC,0.005737,0.005854,0.005688,0.005795,42.939935116479724,0.248836924
1661904000000.0,2022-08-31 00:00:00,BCH/BTC,0.0058,0.005819,0.005735,0.005737,9.678380861077219,0.055524871
1661817600000.0,2022-08-30 00:00:00,BCH/BTC,0.005906,0.005907,0.005713,0.0058,61.713649482758626,0.357939167
1661731200000.0,2022-08-29 00:00:00,BCH/BTC,0.005743,0.005913,0.005658,0.005906,81.33121131053166,0.480342134
1661644800000.0,2022-08-28 00:00:00,BCH/BTC,0.005756,0.006055,0.005736,0.005737,68.40757015861949,0.39245423
1661558400000.0,2022-08-27 00:00:00,BCH/BTC,0.005725,0.005835,0.005705,0.005756,33.06396855455177,0.190316203
1661472000000.0,2022-08-26 00:00:00,BCH/BTC,0.006057,0.006057,0.005705,0.005725,76.39985467248908,0.437389168
1661385600000.0,2022-08-25 00:00:00,BCH/BTC,0.006106,0.006127,0.005979,0.006057,26.826930658741954,0.162490719
1661299200000.0,2022-08-24 00:00:00,BCH/BTC,0.006189,0.006523,0.006106,0.006106,555.3591729446446,3.39102311
1661212800000.0,2022-08-23 00:00:00,BCH/BTC,0.005737,0.0063,0.005731,0.006189,164.61967506867023,1.018831169
1661126400000.0,2022-08-22 00:00:00,BCH/BTC,0.005551,0.005804,0.005434,0.005737,101.49818720585671,0.5822951
1661040000000.0,2022-08-21 00:00:00,BCH/BTC,0.005414,0.005573,0.005414,0.005551,113.63577103224644,0.630792165
1660953600000.0,2022-08-20 00:00:00,BCH/BTC,0.005494,0.005547,0.005348,0.005414,101.57429368304395,0.549923226
1660867200000.0,2022-08-19 00:00:00,BCH/BTC,0.005565,0.005606,0.005417,0.005494,132.32753731343283,0.72700749
1660780800000.0,2022-08-18 00:00:00,BCH/BTC,0.005732,0.005803,0.0055,0.005565,248.95204654088053,1.385418139
1660694400000.0,2022-08-17 00:00:00,BCH/BTC,0.005709,0.006028,0.005674,0.005732,140.6507044661549,0.806209838
1660608000000.0,2022-08-16 00:00:00,BCH/BTC,0.005705,0.005751,0.005644,0.005709,33.63931213872833,0.192046833
1660521600000.0,2022-08-15 00:00:00,BCH/BTC,0.005748,0.005757,0.005575,0.005705,214.34423628396144,1.222833868
1660435200000.0,2022-08-14 00:00:00,BCH/BTC,0.005906,0.005927,0.005717,0.005748,120.50235264439806,0.692647523
1660348800000.0,2022-08-13 00:00:00,BCH/BTC,0.005872,0.005959,0.00583,0.005906,66.23094412461903,0.391159956
1660262400000.0,2022-08-12 00:00:00,BCH/BTC,0.005965,0.005989,0.005846,0.005872,27.26721423705722,0.160113082
1660176000000.0,2022-08-11 00:00:00,BCH/BTC,0.005934,0.006022,0.005827,0.005965,112.81956915339481,0.67296873
1660089600000.0,2022-08-10 00:00:00,BCH/BTC,0.005818,0.005983,0.005765,0.005934,160.42039315807213,0.951934613
1660003200000.0,2022-08-09 00:00:00,BCH/BTC,0.006029,0.006059,0.00579,0.005818,164.6399551392231,0.957875259
1659916800000.0,2022-08-08 00:00:00,BCH/BTC,0.006112,0.0062,0.005989,0.006029,1164.6287453972466,7.021546706
1659830400000.0,2022-08-07 00:00:00,BCH/BTC,0.006179,0.006214,0.006045,0.006112,1212.4572603075915,7.410538775
1659744000000.0,2022-08-06 00:00:00,BCH/BTC,0.006104,0.006226,0.005997,0.006179,1178.1501608674544,7.279789844
1659657600000.0,2022-08-05 00:00:00,BCH/BTC,0.00596,0.006128,0.005924,0.006104,1124.4420132699868,6.863594049
1659571200000.0,2022-08-04 00:00:00,BCH/BTC,0.00588,0.00603,0.005836,0.00596,1153.1417286912751,6.872724703
1659484800000.0,2022-08-03 00:00:00,BCH/BTC,0.005816,0.006086,0.005726,0.00588,1019.1052039115647,5.992338599
1659398400000.0,2022-08-02 00:00:00,BCH/BTC,0.005932,0.005932,0.005658,0.005816,521.5319262379643,3.033229683
1659312000000.0,2022-08-01 00:00:00,BCH/BTC,0.005968,0.006071,0.005847,0.005932,72.05618037761295,0.427437262
1659225600000.0,2022-07-31 00:00:00,BCH/BTC,0.00615,0.006318,0.005952,0.005968,237.88625821045576,1.419705189
1659139200000.0,2022-07-30 00:00:00,BCH/BTC,0.006386,0.006463,0.006068,0.00615,183.16155544715448,1.126443566
1659052800000.0,2022-07-29 00:00:00,BCH/BTC,0.006544,0.00685,0.006189,0.006386,303.4128953961791,1.93759475
1658966400000.0,2022-07-28 00:00:00,BCH/BTC,0.005558,0.006682,0.005557,0.006544,538.7972530562347,3.525889224
1658880000000.0,2022-07-27 00:00:00,BCH/BTC,0.005582,0.005611,0.005435,0.005558,112.2850474991004,0.624080294
1658793600000.0,2022-07-26 00:00:00,BCH/BTC,0.005524,0.005607,0.005446,0.005582,82.97355302758868,0.463158373
1658707200000.0,2022-07-25 00:00:00,BCH/BTC,0.005855,0.005881,0.005524,0.005524,155.42005648081098,0.858540392
1658620800000.0,2022-07-24 00:00:00,BCH/BTC,0.005463,0.005934,0.00545,0.005855,614.2516932536294,3.596443664
1658534400000.0,2022-07-23 00:00:00,BCH/BTC,0.005425,0.005548,0.005349,0.005463,524.6318486179755,2.866063789
1658448000000.0,2022-07-22 00:00:00,BCH/BTC,0.005307,0.005578,0.0053,0.005425,445.33810580645155,2.415959224
1658361600000.0,2022-07-21 00:00:00,BCH/BTC,0.005245,0.00544,0.005163,0.005307,2225.2577058601846,11.809442645
1658275200000.0,2022-07-20 00:00:00,BCH/BTC,0.005482,0.00552,0.005205,0.005245,89.68384061010487,0.470391744
1658188800000.0,2022-07-19 00:00:00,BCH/BTC,0.005414,0.005645,0.005329,0.005482,166.35942831083548,0.911982386
1658102400000.0,2022-07-18 00:00:00,BCH/BTC,0.005301,0.005481,0.005225,0.005414,78.01341965275212,0.422364654
1658016000000.0,2022-07-17 00:00:00,BCH/BTC,0.005169,0.005465,0.005111,0.005301,95.07968553103188,0.504017413
1657929600000.0,2022-07-16 00:00:00,BCH/BTC,0.005106,0.005197,0.005059,0.005169,35.346164828786996,0.182704326
1657843200000.0,2022-07-15 00:00:00,BCH/BTC,0.005014,0.005106,0.004937,0.005106,37.621850959655305,0.192097171
1657756800000.0,2022-07-14 00:00:00,BCH/BTC,0.005073,0.005084,0.004977,0.005014,449.19572357399284,2.252267358
1657670400000.0,2022-07-13 00:00:00,BCH/BTC,0.005028,0.005128,0.004999,0.005073,32.7733648728563,0.16625928
1657584000000.0,2022-07-12 00:00:00,BCH/BTC,0.004954,0.005096,0.004918,0.005028,38.704210023866345,0.194604768
1657497600000.0,2022-07-11 00:00:00,BCH/BTC,0.005121,0.00516,0.004944,0.004954,28.71779794105773,0.142267971
1657411200000.0,2022-07-10 00:00:00,BCH/BTC,0.00517,0.00517,0.005069,0.005121,7.1470294864284325,0.036599938
1657324800000.0,2022-07-09 00:00:00,BCH/BTC,0.005013,0.005195,0.005009,0.00517,22.121179497098645,0.114366498
1657238400000.0,2022-07-08 00:00:00,BCH/BTC,0.005168,0.005195,0.004975,0.005013,818.2410255336125,4.101842261
1657152000000.0,2022-07-07 00:00:00,BCH/BTC,0.005164,0.00528,0.005071,0.005165,58.93921800580832,0.304421061
1657065600000.0,2022-07-06 00:00:00,BCH/BTC,0.005155,0.0053,0.005155,0.005164,1079.446213013168,5.574260244
1656979200000.0,2022-07-05 00:00:00,BCH/BTC,0.005343,0.005363,0.005132,0.005155,47.70290164888458,0.245908458
1656892800000.0,2022-07-04 00:00:00,BCH/BTC,0.005486,0.005498,0.005317,0.005343,1961.0722163578516,10.478008852
1656806400000.0,2022-07-03 00:00:00,BCH/BTC,0.005552,0.005609,0.005357,0.005486,27.2373029529712,0.149423844
1656720000000.0,2022-07-02 00:00:00,BCH/BTC,0.005276,0.005552,0.005245,0.005552,507.052980907781,2.81515815
1656633600000.0,2022-07-01 00:00:00,BCH/BTC,0.005175,0.005284,0.005075,0.005276,42.936056482183474,0.226530634
1656547200000.0,2022-06-30 00:00:00,BCH/BTC,0.005196,0.005308,0.0051,0.005175,431.3432736231884,2.232201441
1656460800000.0,2022-06-29 00:00:00,BCH/BTC,0.005087,0.005366,0.005,0.005196,9307.151842763664,48.359960975
1656374400000.0,2022-06-28 00:00:00,BCH/BTC,0.005363,0.005382,0.005045,0.005087,2505.3673054845685,12.744803483
1656288000000.0,2022-06-27 00:00:00,BCH/BTC,0.005372,0.005457,0.005312,0.005363,56.82035409285847,0.304727559
1656201600000.0,2022-06-26 00:00:00,BCH/BTC,0.005377,0.005538,0.005363,0.005372,420.2980711094565,2.257841238
1656115200000.0,2022-06-25 00:00:00,BCH/BTC,0.00539,0.005409,0.005209,0.005377,434.9226546401339,2.338579114
1656028800000.0,2022-06-24 00:00:00,BCH/BTC,0.005493,0.005704,0.005337,0.00539,337.91579109461964,1.821366114
1655942400000.0,2022-06-23 00:00:00,BCH/BTC,0.005673,0.005726,0.005483,0.005493,26.9610913890406,0.148097275
1655856000000.0,2022-06-22 00:00:00,BCH/BTC,0.005767,0.005767,0.005613,0.005673,76.40183395029085,0.433427604
1655769600000.0,2022-06-21 00:00:00,BCH/BTC,0.005772,0.005821,0.005343,0.005767,445.6809247442344,2.570241893
1655683200000.0,2022-06-20 00:00:00,BCH/BTC,0.005847,0.006116,0.005713,0.005772,4569.312189189189,26.374069956
1655596800000.0,2022-06-19 00:00:00,BCH/BTC,0.006085,0.006283,0.005746,0.005847,102.42508106721397,0.598879449
1655510400000.0,2022-06-18 00:00:00,BCH/BTC,0.005937,0.006418,0.005746,0.006085,801.3857845521775,4.876432499
1655424000000.0,2022-06-17 00:00:00,BCH/BTC,0.005348,0.005955,0.005117,0.00593,1290.9794725126474,7.655508272
1655337600000.0,2022-06-16 00:00:00,BCH/BTC,0.00565,0.005742,0.005195,0.005349,4639.094256496542,24.814515178
1655251200000.0,2022-06-15 00:00:00,BCH/BTC,0.005683,0.005976,0.005385,0.00565,128.5847021238938,0.726503567
1655164800000.0,2022-06-14 00:00:00,BCH/BTC,0.005679,0.006087,0.005481,0.005683,1893.6913144465952,10.76184774
1655078400000.0,2022-06-13 00:00:00,BCH/BTC,0.005488,0.005755,0.005338,0.005679,1363.0495691142808,7.740758503
1654992000000.0,2022-06-12 00:00:00,BCH/BTC,0.005524,0.005633,0.0054,0.005488,351.2952292274053,1.927908218
1654905600000.0,2022-06-11 00:00:00,BCH/BTC,0.005766,0.005789,0.005472,0.005524,598.5900859884141,3.306611635
1654819200000.0,2022-06-10 00:00:00,BCH/BTC,0.005824,0.005918,0.005658,0.005766,226.82243808532778,1.307858178
1654732800000.0,2022-06-09 00:00:00,BCH/BTC,0.005865,0.005901,0.005751,0.005824,190.74140281593407,1.11087793
1654646400000.0,2022-06-08 00:00:00,BCH/BTC,0.005844,0.005955,0.005805,0.005865,144.86695976129582,0.849644719
1654560000000.0,2022-06-07 00:00:00,BCH/BTC,0.005926,0.006024,0.005825,0.005844,269.7424592744695,1.576374932
1654473600000.0,2022-06-06 00:00:00,BCH/BTC,0.006011,0.006056,0.00582,0.005926,232.61612537968276,1.378483159
1654387200000.0,2022-06-05 00:00:00,BCH/BTC,0.006322,0.006355,0.005956,0.006011,173.12374064215604,1.040646805
1654300800000.0,2022-06-04 00:00:00,BCH/BTC,0.00616,0.006357,0.006101,0.006322,247.7618734577665,1.566350564
1654214400000.0,2022-06-03 00:00:00,BCH/BTC,0.00621,0.006291,0.006101,0.00616,187.70002970779223,1.156232183
1654128000000.0,2022-06-02 00:00:00,BCH/BTC,0.006229,0.006307,0.006124,0.00621,290.6032647342995,1.804646274
1654041600000.0,2022-06-01 00:00:00,BCH/BTC,0.006437,0.006594,0.00622,0.006229,318.10967137582276,1.981505143
1653955200000.0,2022-05-31 00:00:00,BCH/BTC,0.006205,0.006511,0.006112,0.006437,1433.4739968929625,9.227272118
1653868800000.0,2022-05-30 00:00:00,BCH/BTC,0.006295,0.006345,0.006115,0.006205,159.429972280419,0.989262978
1653782400000.0,2022-05-29 00:00:00,BCH/BTC,0.006162,0.00632,0.00609,0.006295,88.7467923749007,0.558661058
1653696000000.0,2022-05-28 00:00:00,BCH/BTC,0.006095,0.006197,0.006058,0.006162,139.60913924050632,0.860271516
