https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AVAX3S,Volume USDT
1660262400,2022-08-12 00:00:00,AVAX3S/USDT,0.1523,0.1588,0.1378,0.1398,1858518.06555064,273258.495239010341
1660176000,2022-08-11 00:00:00,AVAX3S/USDT,0.1422,0.155,0.13,0.1523,2326151.6760961,329431.323374008918
1660089600,2022-08-10 00:00:00,AVAX3S/USDT,0.1761,0.1895,0.1236,0.1422,4022215.1561496,613673.665871817367
1660003200,2022-08-09 00:00:00,AVAX3S/USDT,0.165,0.1836,0.1507,0.1762,3840639.5361422,650465.034667434926
1659916800,2022-08-08 00:00:00,AVAX3S/USDT,0.1678,0.1745,0.1155,0.165,5315411.46211434,770317.975100244328
1659830400,2022-08-07 00:00:00,AVAX3S/USDT,0.1975,0.2128,0.1564,0.1678,3246553.21769073,577013.549551395242
1659744000,2022-08-06 00:00:00,AVAX3S/USDT,0.2433,0.251,0.1877,0.1974,1525520.63541399,324364.91280465899
1659657600,2022-08-05 00:00:00,AVAX3S/USDT,0.3048,0.3147,0.2435,0.2435,881843.8199079,241101.22035239339
1659571200,2022-08-04 00:00:00,AVAX3S/USDT,0.3186,0.3262,0.282,0.3074,722574.52346967,220374.021834109494
1659484800,2022-08-03 00:00:00,AVAX3S/USDT,0.3292,0.3529,0.2765,0.3192,949234.05766012,287086.440988972089
1659398400,2022-08-02 00:00:00,AVAX3S/USDT,0.3013,0.3529,0.2864,0.3305,990142.02753996,319293.491646209847
1659312000,2022-08-01 00:00:00,AVAX3S/USDT,0.298,0.3254,0.2759,0.3013,854131.4022347,259148.892978973273
1659225600,2022-07-31 00:00:00,AVAX3S/USDT,0.2817,0.3059,0.2457,0.2977,613814.36553946,165667.529795185301
1659139200,2022-07-30 00:00:00,AVAX3S/USDT,0.272,0.2906,0.2317,0.2792,1070749.96398594,282155.805778324344
1659052800,2022-07-29 00:00:00,AVAX3S/USDT,0.2835,0.3128,0.2465,0.2701,1587895.16145688,437635.95336904665
1658966400,2022-07-28 00:00:00,AVAX3S/USDT,0.3203,0.3606,0.2638,0.2832,1383332.72139954,438021.742032982662
1658880000,2022-07-27 00:00:00,AVAX3S/USDT,0.5184,0.562,0.3146,0.3203,1355816.94798637,590463.670117177052
1658793600,2022-07-26 00:00:00,AVAX3S/USDT,0.5101,0.605,0.5021,0.5205,1036696.78882503,561670.650090647583
1658707200,2022-07-25 00:00:00,AVAX3S/USDT,0.368,0.5142,0.3665,0.5105,1759955.77835457,783336.77231029176
1658620800,2022-07-24 00:00:00,AVAX3S/USDT,0.3785,0.41,0.3378,0.368,970525.34693004,354186.078765477566
1658534400,2022-07-23 00:00:00,AVAX3S/USDT,0.3787,0.4178,0.329,0.3803,943691.23860838,353346.64131303462
1658448000,2022-07-22 00:00:00,AVAX3S/USDT,0.3262,0.3865,0.3054,0.3818,1254301.87875807,427822.559813504292
1658361600,2022-07-21 00:00:00,AVAX3S/USDT,0.3988,0.447,0.3056,0.3264,1851243.42244951,692025.305239088729
1658275200,2022-07-20 00:00:00,AVAX3S/USDT,0.3464,0.4042,0.277,0.3959,2165388.14310035,739763.119043592202
1658188800,2022-07-19 00:00:00,AVAX3S/USDT,0.3822,0.4358,0.2759,0.3455,1774203.51337462,618812.202745547829
1658102400,2022-07-18 00:00:00,AVAX3S/USDT,0.6943,0.7009,0.3623,0.3813,1692895.18543252,751392.765236980126
1658016000,2022-07-17 00:00:00,AVAX3S/USDT,0.637,0.7009,0.5691,0.7008,717796.80064809,457530.436034377873
1657929600,2022-07-16 00:00:00,AVAX3S/USDT,0.9095,0.9999,0.6262,0.641,972208.50305591,757201.696387722576
1657843200,2022-07-15 00:00:00,AVAX3S/USDT,0.85,0.9472,0.7939,0.9051,552404.88369257,482476.683666838502
1657756800,2022-07-14 00:00:00,AVAX3S/USDT,1.0021,1.18,0.8342,0.8562,593827.04128997,591573.936829871093
1657670400,2022-07-13 00:00:00,AVAX3S/USDT,1.514,1.6121,0.9838,1.0028,627731.35251793,829412.529908544823
1657584000,2022-07-12 00:00:00,AVAX3S/USDT,1.3741,1.5144,1.2136,1.5014,333209.07676489,444679.551956873063
1657497600,2022-07-11 00:00:00,AVAX3S/USDT,1.0723,1.3806,1.0597,1.3741,390576.99512146,466227.286177035006
1657411200,2022-07-10 00:00:00,AVAX3S/USDT,0.9595,1.1272,0.9494,1.0668,347479.80239098,365975.697467896008
1657324800,2022-07-09 00:00:00,AVAX3S/USDT,0.9844,1.0196,0.907,0.9559,307790.59776197,294177.006531652975
1657238400,2022-07-08 00:00:00,AVAX3S/USDT,0.9242,1.0287,0.8034,0.9824,706317.79133366,663696.864980556102
1657152000,2022-07-07 00:00:00,AVAX3S/USDT,1.118,1.18,0.8671,0.9242,552182.94222759,559251.580265593242
1657065600,2022-07-06 00:00:00,AVAX3S/USDT,1.3697,1.4184,1.0565,1.1158,547777.32561947,675890.625907603329
1656979200,2022-07-05 00:00:00,AVAX3S/USDT,1.395,1.6796,1.2298,1.3722,452116.78821898,665671.521799406876
1656892800,2022-07-04 00:00:00,AVAX3S/USDT,1.8293,1.9644,1.3701,1.4068,300226.58783552,491073.929368832547
1656806400,2022-07-03 00:00:00,AVAX3S/USDT,1.9385,2.0936,1.7746,1.8234,154765.54184868,301711.988027151077
1656720000,2022-07-02 00:00:00,AVAX3S/USDT,2.0148,2.0561,1.8255,1.9285,149531.38079947,290860.22502937925
1656633600,2022-07-01 00:00:00,AVAX3S/USDT,1.7062,2.1197,1.4902,2.0032,340347.75829827,637087.513614447654
1656547200,2022-06-30 00:00:00,AVAX3S/USDT,1.5451,2.0774,1.522,1.7132,429225.10686999,808482.963158312474
1656460800,2022-06-29 00:00:00,AVAX3S/USDT,1.4681,1.7264,1.3217,1.5452,455036.76238698,690786.683714062823
1656374400,2022-06-28 00:00:00,AVAX3S/USDT,1.2327,1.489,1.0001,1.4709,526886.79626937,643923.618892031598
1656288000,2022-06-27 00:00:00,AVAX3S/USDT,1.17,1.26,0.893,1.2344,436224.60116841,484186.105176527244
1656201600,2022-06-26 00:00:00,AVAX3S/USDT,0.9383,1.1881,0.8574,1.1655,309191.05607873,314558.399919023369
1656115200,2022-06-25 00:00:00,AVAX3S/USDT,1.0738,1.1748,0.9085,0.946,318167.50459095,328672.290419032471
1656028800,2022-06-24 00:00:00,AVAX3S/USDT,1.7656,1.8406,1.0107,1.0743,433421.5051644,595346.960063814895
1655942400,2022-06-23 00:00:00,AVAX3S/USDT,2.9299,2.956,1.7038,1.7528,410370.98717377,896848.697958559718
1655856000,2022-06-22 00:00:00,AVAX3S/USDT,2.5778,2.9862,2.301,2.93,332353.28631044,897234.732184056158
1655769600,2022-06-21 00:00:00,AVAX3S/USDT,2.4799,2.6817,1.912,2.5617,308131.65671233,718327.18924444004
1655683200,2022-06-20 00:00:00,AVAX3S/USDT,3.0294,3.4997,2.1533,2.4631,361198.65915041,964728.929613050209
1655596800,2022-06-19 00:00:00,AVAX3S/USDT,4.1,4.99,2.8804,3.0294,307378.42411763,1205414.277194070888
1655510400,2022-06-18 00:00:00,AVAX3S/USDT,3.4333,4.7514,3.2413,4.1196,235147.09893752,953127.342673821063
1655424000,2022-06-17 00:00:00,AVAX3S/USDT,3.6242,3.8052,2.9945,3.4332,265982.83931222,887309.827055147498
1655337600,2022-06-16 00:00:00,AVAX3S/USDT,2.518,3.8,2.3556,3.6071,402359.17089539,1273788.669287543695
1655251200,2022-06-15 00:00:00,AVAX3S/USDT,3.6433,4.9127,2.5177,2.5177,409303.90331564,1622663.232690302065
1655164800,2022-06-14 00:00:00,AVAX3S/USDT,4.0408,5.1831,3.0266,3.645,438568.95933947,1741963.146864839147
1655078400,2022-06-13 00:00:00,AVAX3S/USDT,3.4661,4.9522,3.3671,4.0195,607037.29925056,2572830.932223599908
1654992000,2022-06-12 00:00:00,AVAX3S/USDT,2.4759,3.4724,2.3695,3.4695,437702.83170552,1278056.493663433753
1654905600,2022-06-11 00:00:00,AVAX3S/USDT,1.9225,2.5115,1.6642,2.4676,330332.79338766,693720.600864236668
1654819200,2022-06-10 00:00:00,AVAX3S/USDT,1.4915,1.9222,1.407,1.9222,358842.88893371,599387.564653250442
1654732800,2022-06-09 00:00:00,AVAX3S/USDT,1.463,1.59,1.3204,1.4867,341640.41088774,495677.947069707952
1654646400,2022-06-08 00:00:00,AVAX3S/USDT,1.45,1.5882,1.32,1.463,377545.39004068,555466.207118780234
1654560000,2022-06-07 00:00:00,AVAX3S/USDT,1.2413,1.6588,1.2192,1.4498,752525.47989395,1112436.771573411688
1654473600,2022-06-06 00:00:00,AVAX3S/USDT,1.8398,1.859,1.0459,1.2442,1238309.24118353,1584009.096331669618
1654387200,2022-06-05 00:00:00,AVAX3S/USDT,1.7552,1.8816,1.6211,1.8398,546803.98390133,963341.03637126967
1654300800,2022-06-04 00:00:00,AVAX3S/USDT,2.2013,2.4303,1.7303,1.7658,602995.27230171,1285555.663701625439
1654214400,2022-06-03 00:00:00,AVAX3S/USDT,1.8322,2.3023,1.829,2.2068,594787.79501678,1258613.7005411701
1654128000,2022-06-02 00:00:00,AVAX3S/USDT,2.0731,2.3346,1.7724,1.8325,793841.19959436,1621746.617558100057
1654041600,2022-06-01 00:00:00,AVAX3S/USDT,1.5824,2.12,1.4686,2.0622,878642.4008959,1549180.074215166526
1653955200,2022-05-31 00:00:00,AVAX3S/USDT,1.396,1.7057,1.1744,1.5765,895886.40318706,1325814.312230535219
1653868800,2022-05-30 00:00:00,AVAX3S/USDT,1.7072,1.8536,1.26,1.396,1021343.379604,1535065.108851182018
1653782400,2022-05-29 00:00:00,AVAX3S/USDT,2.0301,2.2641,1.5104,1.7176,889344.55303317,1648672.24953400805
1653696000,2022-05-28 00:00:00,AVAX3S/USDT,3.1645,3.3177,1.8336,2.0366,710980.68929624,1844840.95328689883
1653609600,2022-05-27 00:00:00,AVAX3S/USDT,2.8527,3.6397,2.7349,3.1645,720383.6317579,2277343.08228953568
1653523200,2022-05-26 00:00:00,AVAX3S/USDT,1.9888,2.955,1.84,2.8528,720620.88166081,1723531.090169010503
1653436800,2022-05-25 00:00:00,AVAX3S/USDT,1.679,2.039,1.5829,1.9894,612067.61221375,1131292.889948611495
1653350400,2022-05-24 00:00:00,AVAX3S/USDT,1.6971,2.0631,1.5803,1.674,483805.55360925,853032.58218843709
1653264000,2022-05-23 00:00:00,AVAX3S/USDT,1.3592,1.7499,1.2016,1.69,413012.24234368,583541.890947560611
1653177600,2022-05-22 00:00:00,AVAX3S/USDT,1.6634,1.8064,1.2271,1.3585,309085.86800734,456819.082783170199
1653091200,2022-05-21 00:00:00,AVAX3S/USDT,1.8904,2,1.5416,1.659,203212.04704287,359881.918153103225
1653004800,2022-05-20 00:00:00,AVAX3S/USDT,1.6379,2.0597,1.4014,1.8904,303106.0715259,518622.289143412086
1652918400,2022-05-19 00:00:00,AVAX3S/USDT,1.8024,2.143,1.3812,1.6379,300231.25890088,525715.332438835887
1652832000,2022-05-18 00:00:00,AVAX3S/USDT,1.2578,1.8312,1.1575,1.8017,318339.21510729,471956.653837595019
1652745600,2022-05-17 00:00:00,AVAX3S/USDT,1.5174,1.5718,1.0678,1.2557,337602.074829,446295.632468205847
1652659200,2022-05-16 00:00:00,AVAX3S/USDT,1.1292,1.6065,1.1292,1.5094,268907.63359593,387086.616133001012
1652572800,2022-05-15 00:00:00,AVAX3S/USDT,1.4494,1.7491,1.054,1.1241,249543.95177061,338754.443749018818
1652486400,2022-05-14 00:00:00,AVAX3S/USDT,1.752,2.2947,1.4058,1.4494,423094.82834689,783870.301426078038
1652400000,2022-05-13 00:00:00,AVAX3S/USDT,2.5732,2.7688,1.0683,1.765,636862.97838994,1073624.36213566815
1652313600,2022-05-12 00:00:00,AVAX3S/USDT,2.298,3.8934,1.7186,2.574,1061371.22994236,2737091.593113950702
1652227200,2022-05-11 00:00:00,AVAX3S/USDT,1.2483,2.95,1.1035,2.294,4323606.61613607,8737390.559447128661
1652140800,2022-05-10 00:00:00,AVAX3S/USDT,1.8868,2.0271,0.8832,1.2484,2553137.47101788,3198221.435969538475
1652054400,2022-05-09 00:00:00,AVAX3S/USDT,1.1261,1.8871,1.0336,1.8608,2003071.15813727,2830266.74818440705
1651968000,2022-05-08 00:00:00,AVAX3S/USDT,0.9557,1.1987,0.9431,1.1334,1436032.98593094,1538811.755864180185
1651881600,2022-05-07 00:00:00,AVAX3S/USDT,0.8698,1.0428,0.8496,0.9543,986703.46969988,900644.832041120117
1651795200,2022-05-06 00:00:00,AVAX3S/USDT,0.7896,0.9445,0.7747,0.8707,1084724.41779223,939054.562660322817
1651708800,2022-05-05 00:00:00,AVAX3S/USDT,0.575,0.849,0.5213,0.7864,1816401.87511739,1305552.452372367998
1651622400,2022-05-04 00:00:00,AVAX3S/USDT,0.916,0.9311,0.5597,0.575,1404782.71997454,1059506.873979597187
1651536000,2022-05-03 00:00:00,AVAX3S/USDT,0.8843,0.9856,0.7981,0.9151,786134.31841468,699982.577547475826
1651449600,2022-05-02 00:00:00,AVAX3S/USDT,0.9704,1.0672,0.7974,0.8852,1287218.08286061,1162388.963827622758
1651363200,2022-05-01 00:00:00,AVAX3S/USDT,1.0619,1.0984,0.8382,0.9687,840139.7094829,813158.86018201956
1651276800,2022-04-30 00:00:00,AVAX3S/USDT,0.8167,1.12,0.7716,1.0582,997883.87262508,933891.1380922773
1651190400,2022-04-29 00:00:00,AVAX3S/USDT,0.6912,0.8567,0.6747,0.8174,603786.02055328,457204.063593636461
1651104000,2022-04-28 00:00:00,AVAX3S/USDT,0.6291,0.7128,0.6036,0.6912,760946.60271367,503496.98501788665
1651017600,2022-04-27 00:00:00,AVAX3S/USDT,0.6549,0.6664,0.5654,0.6258,731526.18124273,454177.506079926861
1650931200,2022-04-26 00:00:00,AVAX3S/USDT,0.561,0.6852,0.5559,0.6516,928097.804809,589212.875678289042
1650844800,2022-04-25 00:00:00,AVAX3S/USDT,0.592,0.7068,0.5613,0.5621,1318919.00758197,837281.2409148836
1650758400,2022-04-24 00:00:00,AVAX3S/USDT,0.564,0.6018,0.5508,0.5938,717966.44559618,410321.899211047152
1650672000,2022-04-23 00:00:00,AVAX3S/USDT,0.5377,0.5723,0.53,0.5661,762860.85569811,413929.233310465165
1650585600,2022-04-22 00:00:00,AVAX3S/USDT,0.5171,0.5546,0.4748,0.5373,1561848.308059,813565.320563637494
1650499200,2022-04-21 00:00:00,AVAX3S/USDT,0.4637,0.5344,0.4286,0.5165,1565012.09859607,735465.314933388415
1650412800,2022-04-20 00:00:00,AVAX3S/USDT,0.4288,0.476,0.4118,0.4618,1209496.51540846,541811.652683356017
1650326400,2022-04-19 00:00:00,AVAX3S/USDT,0.4751,0.4917,0.4117,0.4287,1199152.56512642,542340.511530734937
1650240000,2022-04-18 00:00:00,AVAX3S/USDT,0.5208,0.6017,0.4709,0.4738,1438338.4134511,767040.661424651693
1650153600,2022-04-17 00:00:00,AVAX3S/USDT,0.4782,0.5287,0.4583,0.5204,507050.09049199,246829.31038103236
1650067200,2022-04-16 00:00:00,AVAX3S/USDT,0.4862,0.5039,0.4704,0.4783,579123.99010567,282333.850495302035
1649980800,2022-04-15 00:00:00,AVAX3S/USDT,0.4997,0.5369,0.4661,0.4863,1447570.70224786,713665.177504279409
1649894400,2022-04-14 00:00:00,AVAX3S/USDT,0.4422,0.51,0.4134,0.499,2148618.91437462,996259.427649395512
1649808000,2022-04-13 00:00:00,AVAX3S/USDT,0.5171,0.5304,0.4301,0.4424,1769043.93324616,843065.111421014057
1649721600,2022-04-12 00:00:00,AVAX3S/USDT,0.5645,0.5722,0.4458,0.518,1966663.65969901,1014997.547443943182
1649635200,2022-04-11 00:00:00,AVAX3S/USDT,0.4593,0.5964,0.4522,0.5647,2790850.23521612,1463697.650214511741
1649548800,2022-04-10 00:00:00,AVAX3S/USDT,0.4042,0.463,0.3919,0.4589,1731885.54058616,720887.195477315367
1649462400,2022-04-09 00:00:00,AVAX3S/USDT,0.4196,0.4412,0.3901,0.4045,1893860.13200803,793224.999635156111
1649376000,2022-04-08 00:00:00,AVAX3S/USDT,0.3728,0.4343,0.3375,0.4194,4121494.81468468,1543274.778770819019
1649289600,2022-04-07 00:00:00,AVAX3S/USDT,0.4462,0.466,0.3572,0.3727,3202560.34923154,1314282.581609162204
1649203200,2022-04-06 00:00:00,AVAX3S/USDT,0.35,0.45,0.3495,0.4436,4108245.71310426,1624295.299087976913
1649116800,2022-04-05 00:00:00,AVAX3S/USDT,0.3016,0.3544,0.2835,0.35,3601351.55905,1130886.890635692154
1649030400,2022-04-04 00:00:00,AVAX3S/USDT,0.2829,0.3478,0.2826,0.301,4419348.16394599,1371054.789880940665
1648944000,2022-04-03 00:00:00,AVAX3S/USDT,0.2997,0.3155,0.2639,0.2821,3567795.01681171,1027604.659406359994
1648857600,2022-04-02 00:00:00,AVAX3S/USDT,0.2949,0.3058,0.2304,0.3005,3765754.21087709,1018725.388302492999
1648771200,2022-04-01 00:00:00,AVAX3S/USDT,0.2866,0.3546,0.2655,0.2935,4192083.21781364,1300542.297599892366
1648684800,2022-03-31 00:00:00,AVAX3S/USDT,0.3067,0.3211,0.2484,0.2869,5236043.5794883,1495424.522604964342
1648598400,2022-03-30 00:00:00,AVAX3S/USDT,0.3367,0.3721,0.2541,0.3061,4064588.59429154,1265890.197485441836
1648512000,2022-03-29 00:00:00,AVAX3S/USDT,0.3744,0.3755,0.2983,0.3354,3704768.31490809,1223725.39750026124
1648425600,2022-03-28 00:00:00,AVAX3S/USDT,0.3721,0.3913,0.2937,0.373,3110471.60580138,1065075.624788675074
1648339200,2022-03-27 00:00:00,AVAX3S/USDT,0.4295,0.4496,0.3699,0.3701,1616768.88567621,681482.593521624397
1648252800,2022-03-26 00:00:00,AVAX3S/USDT,0.4666,0.4899,0.4138,0.4292,1695150.88748188,749916.791256217624
1648166400,2022-03-25 00:00:00,AVAX3S/USDT,0.4123,0.4798,0.4079,0.4656,2376160.08812667,1053067.941180492092
1648080000,2022-03-24 00:00:00,AVAX3S/USDT,0.4309,0.4681,0.4,0.4106,2123314.94713678,917788.937512678627
1647993600,2022-03-23 00:00:00,AVAX3S/USDT,0.4657,0.4899,0.4147,0.4319,2964989.90989254,1345528.864061508801
1647907200,2022-03-22 00:00:00,AVAX3S/USDT,0.43,0.4682,0.3808,0.4651,2862615.94753598,1202874.624420272864
1647820800,2022-03-21 00:00:00,AVAX3S/USDT,0.4563,0.48,0.33,0.43,4465407.62633814,1831440.477319499862
1647734400,2022-03-20 00:00:00,AVAX3S/USDT,0.3941,0.46,0.3907,0.4568,3647082.57432979,1551346.414565829089
1647648000,2022-03-19 00:00:00,AVAX3S/USDT,0.46,0.4629,0.3551,0.3941,3480096.8238181,1418019.719667870436
1647561600,2022-03-18 00:00:00,AVAX3S/USDT,0.5968,0.6767,0.4282,0.4603,3815879.92367816,2107476.869377720577
1647475200,2022-03-17 00:00:00,AVAX3S/USDT,0.7608,0.7924,0.5312,0.597,2574898.99705737,1595660.618970902122
1647388800,2022-03-16 00:00:00,AVAX3S/USDT,0.9408,0.999,0.7406,0.763,2133177.20500525,1878702.86296395275
1647302400,2022-03-15 00:00:00,AVAX3S/USDT,0.9615,1.0929,0.8306,0.9381,2045207.17663341,1958149.085174008275
1647216000,2022-03-14 00:00:00,AVAX3S/USDT,1.0132,1.12,0.857,0.9641,1629090.92673788,1628045.63445475863
1647129600,2022-03-13 00:00:00,AVAX3S/USDT,0.9034,1.0434,0.8584,1.0126,1335063.48925507,1225573.269578723961
1647043200,2022-03-12 00:00:00,AVAX3S/USDT,0.8864,0.9098,0.7933,0.9007,1278069.81364777,1088739.911367752527
1646956800,2022-03-11 00:00:00,AVAX3S/USDT,0.7995,0.9038,0.705,0.8839,3021157.57580005,2410161.575750195621
1646870400,2022-03-10 00:00:00,AVAX3S/USDT,0.699,0.8659,0.6669,0.7994,2248920.14499867,1811660.733598221927
1646784000,2022-03-09 00:00:00,AVAX3S/USDT,0.8611,0.885,0.6024,0.7022,2150629.50163404,1508681.276362560999
1646697600,2022-03-08 00:00:00,AVAX3S/USDT,0.9124,0.9276,0.7351,0.8614,2211699.65545497,1903531.050571716344
1646611200,2022-03-07 00:00:00,AVAX3S/USDT,0.8814,0.9598,0.7301,0.9122,2973186.5292763,2557044.758402002241
1646524800,2022-03-06 00:00:00,AVAX3S/USDT,0.7548,0.8975,0.7407,0.8805,1867876.86093252,1525757.565282919829
1646438400,2022-03-05 00:00:00,AVAX3S/USDT,0.785,0.8565,0.6853,0.7537,1662186.83012801,1278709.513815427994
1646352000,2022-03-04 00:00:00,AVAX3S/USDT,0.7093,0.8,0.6155,0.785,2869502.79493166,2058373.618604929447
1646265600,2022-03-03 00:00:00,AVAX3S/USDT,0.5994,0.7415,0.5787,0.7093,2266606.33486707,1494422.149712042136
1646179200,2022-03-02 00:00:00,AVAX3S/USDT,0.5366,0.6264,0.4815,0.5991,2745033.54174515,1558770.37062483307
1646092800,2022-03-01 00:00:00,AVAX3S/USDT,0.5893,0.6198,0.4482,0.5365,3798028.02275847,2058811.133784390065
1646006400,2022-02-28 00:00:00,AVAX3S/USDT,0.9838,1.11,0.5601,0.5893,3131114.06984522,2677854.337342566396
1645920000,2022-02-27 00:00:00,AVAX3S/USDT,0.7912,1.05,0.776,0.984,2635670.99492488,2398291.070803451146
1645833600,2022-02-26 00:00:00,AVAX3S/USDT,0.8171,0.9013,0.7016,0.7912,2081017.89345591,1684695.266490000085
1645747200,2022-02-25 00:00:00,AVAX3S/USDT,0.9868,1.1334,0.7685,0.8173,3138896.99601162,3045530.467993414459
1645660800,2022-02-24 00:00:00,AVAX3S/USDT,1.1288,1.5288,0.8163,0.9884,4489838.61345892,5538345.356557288713
1645574400,2022-02-23 00:00:00,AVAX3S/USDT,1.0903,1.1488,0.7385,1.1298,3256121.36726507,3049230.529626398365
1645488000,2022-02-22 00:00:00,AVAX3S/USDT,1.3362,1.5268,1.063,1.0912,2179819.7162013,2766932.931634507929
1645401600,2022-02-21 00:00:00,AVAX3S/USDT,1.0562,1.3722,0.8333,1.3352,3012113.53926873,3173394.537415796584
1645315200,2022-02-20 00:00:00,AVAX3S/USDT,0.8186,1.072,0.8,1.0502,2574696.13284811,2492150.190074377808
1645228800,2022-02-19 00:00:00,AVAX3S/USDT,0.865,0.9438,0.7787,0.8168,1733266.5156247,1470443.195438053947
1645142400,2022-02-18 00:00:00,AVAX3S/USDT,0.7482,0.9108,0.6998,0.864,2414455.23410652,1920814.400804907586
1645056000,2022-02-17 00:00:00,AVAX3S/USDT,0.6101,0.8,0.5503,0.7462,3625177.67288165,2461337.853010029332
1644969600,2022-02-16 00:00:00,AVAX3S/USDT,0.667,0.7758,0.5822,0.6129,3455096.57510034,2177125.360353572887
1644883200,2022-02-15 00:00:00,AVAX3S/USDT,1.1445,1.165,0.65,0.6721,1412310.79605186,1257212.121522857973
