https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KAI,Volume USDT
1663459200,2022-09-18 00:00:00,KAI/USDT,0.0083663,0.0084501,0.0083002,0.0083002,55717.5054,466.89583260308
1663372800,2022-09-17 00:00:00,KAI/USDT,0.0082286,0.008459,0.00817,0.0083663,2788718.3799,23120.30509395397
1663286400,2022-09-16 00:00:00,KAI/USDT,0.0083,0.008367,0.0080711,0.0082286,4330986.9622,35593.25843192981
1663200000,2022-09-15 00:00:00,KAI/USDT,0.0084384,0.0084762,0.0081014,0.0083,4152343.7579,34312.29324913898
1663113600,2022-09-14 00:00:00,KAI/USDT,0.0086,0.00865,0.0082,0.0084384,6971777.3683,58606.47518384093
1663027200,2022-09-13 00:00:00,KAI/USDT,0.0086221,0.0088963,0.008345,0.0086002,12262375.3958,105406.04716195988
1662940800,2022-09-12 00:00:00,KAI/USDT,0.0086827,0.0087954,0.0085001,0.0085671,5720454.6258,49553.50602303157
1662854400,2022-09-11 00:00:00,KAI/USDT,0.008894,0.0089318,0.0084096,0.00869,9449579.8139,81890.61039738483
1662768000,2022-09-10 00:00:00,KAI/USDT,0.0084004,0.008898,0.008342,0.0088954,12099459.6318,104004.6609033948
1662681600,2022-09-09 00:00:00,KAI/USDT,0.0079835,0.008498,0.0078377,0.0084004,9561493.5634,78316.18154274636
1662595200,2022-09-08 00:00:00,KAI/USDT,0.00796,0.0080423,0.0076368,0.0079771,8214639.2109,64105.43876382288
1662508800,2022-09-07 00:00:00,KAI/USDT,0.008048,0.008119,0.0076391,0.0079091,8980435.2454,70927.25885541664
1662422400,2022-09-06 00:00:00,KAI/USDT,0.0081228,0.00832,0.00782,0.00805,5640764.5317,45900.32070605248
1662336000,2022-09-05 00:00:00,KAI/USDT,0.0083,0.0083597,0.008,0.0081254,5998303.4778,48622.08453291883
1662249600,2022-09-04 00:00:00,KAI/USDT,0.0081036,0.0084316,0.008001,0.0082984,3261660.9308,26725.35407452374
1662163200,2022-09-03 00:00:00,KAI/USDT,0.008256,0.0082821,0.0080001,0.0081689,3373639.9053,27411.55918822881
1662076800,2022-09-02 00:00:00,KAI/USDT,0.0082157,0.0083069,0.008001,0.008201,5729455.9265,46794.05740667477
1661990400,2022-09-01 00:00:00,KAI/USDT,0.0084525,0.00855,0.00792,0.00821,17984337.9606,147294.44715834356
1661904000,2022-08-31 00:00:00,KAI/USDT,0.00915,0.0093999,0.0083606,0.00851,16225401.3183,145864.56450395695
1661817600,2022-08-30 00:00:00,KAI/USDT,0.0090767,0.0092,0.0088236,0.0090978,5021132.4554,45340.04730332337
1661731200,2022-08-29 00:00:00,KAI/USDT,0.0088032,0.009271,0.0087122,0.009012,4816221.8278,42974.51835633446
1661644800,2022-08-28 00:00:00,KAI/USDT,0.0088758,0.00898,0.0087,0.008869,4168185.1389,36922.56144242601
1661558400,2022-08-27 00:00:00,KAI/USDT,0.0088,0.008999,0.008689,0.0088759,5533515.5447,48974.13373024628
1661472000,2022-08-26 00:00:00,KAI/USDT,0.0090603,0.0090899,0.0085709,0.00875,6632255.0144,58576.73720820234
1661385600,2022-08-25 00:00:00,KAI/USDT,0.0092497,0.009365,0.008902,0.009004,4056280.8653,36764.21146858828
1661299200,2022-08-24 00:00:00,KAI/USDT,0.0092,0.00938,0.0087401,0.0092497,5946702.1587,54267.98821856161
1661212800,2022-08-23 00:00:00,KAI/USDT,0.0091837,0.009266,0.0089143,0.0091467,5243881.6104,47765.82491150232
1661126400,2022-08-22 00:00:00,KAI/USDT,0.0093101,0.0093511,0.0089122,0.0091837,3735009.784,33959.78414887339
1661040000,2022-08-21 00:00:00,KAI/USDT,0.0089359,0.009331,0.008821,0.0092497,3255386.6398,29435.77541840836
1660953600,2022-08-20 00:00:00,KAI/USDT,0.0087448,0.00901,0.0086669,0.008937,6333908.6833,55865.55943450682
1660867200,2022-08-19 00:00:00,KAI/USDT,0.0092368,0.009293,0.0085028,0.00869,6296188.0078,55768.29884756359
1660780800,2022-08-18 00:00:00,KAI/USDT,0.00927,0.0094188,0.0090135,0.0092934,5040141.3072,46657.62572679378
1660694400,2022-08-17 00:00:00,KAI/USDT,0.01001,0.01001,0.00914,0.00927,10588720.2161,101711.51406267532
1660608000,2022-08-16 00:00:00,KAI/USDT,0.00999,0.0101998,0.009838,0.010015,5369392.3046,53753.18375318194
1660521600,2022-08-15 00:00:00,KAI/USDT,0.010467,0.0106,0.00992,0.00999,8269902.1628,84796.94981015763
1660435200,2022-08-14 00:00:00,KAI/USDT,0.0103959,0.0107,0.01012,0.0105257,7969037.8281,83448.88417019589
1660348800,2022-08-13 00:00:00,KAI/USDT,0.0102,0.0104977,0.0100352,0.0103959,4585325.3,47267.58856239368
1660262400,2022-08-12 00:00:00,KAI/USDT,0.010099,0.0106,0.01,0.01018,8137940.7814,83164.65438937512
1660176000,2022-08-11 00:00:00,KAI/USDT,0.0099404,0.0102,0.009841,0.0101,7115571.5699,71355.57524651608
1660089600,2022-08-10 00:00:00,KAI/USDT,0.00948,0.00995,0.00944,0.0098802,6277493.6155,61350.64432303216
1660003200,2022-08-09 00:00:00,KAI/USDT,0.0097186,0.0098095,0.0094001,0.0095004,5414055.5461,51852.01167689291
1659916800,2022-08-08 00:00:00,KAI/USDT,0.0094752,0.009845,0.0094,0.0096581,7128976.3699,69301.69967356507
