https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume API3,Volume USDT
1656720000,2022-07-02 00:00:00,API3/USDT,1.859,1.893,1.741,1.779,308773.29886259,553916.94712733226
1656633600,2022-07-01 00:00:00,API3/USDT,1.71,1.943,1.683,1.861,798655.88227166,1481373.63136179242
1656547200,2022-06-30 00:00:00,API3/USDT,1.811,1.829,1.592,1.719,397886.49388635,673728.13210913017
1656460800,2022-06-29 00:00:00,API3/USDT,1.658,1.961,1.643,1.814,1057349.29499317,1923662.48378145605
1656374400,2022-06-28 00:00:00,API3/USDT,1.606,1.794,1.541,1.658,395236.76297493,665268.51853246515
1656288000,2022-06-27 00:00:00,API3/USDT,1.63,1.759,1.603,1.603,209191.8260042,348284.60189254199
1656201600,2022-06-26 00:00:00,API3/USDT,1.749,1.84,1.628,1.634,303456.50735823,525415.29140223189
1656115200,2022-06-25 00:00:00,API3/USDT,1.722,1.841,1.67,1.749,234171.24232573,409607.30213791204
1656028800,2022-06-24 00:00:00,API3/USDT,1.743,1.895,1.704,1.717,398834.49213815,711677.03049807802
1655942400,2022-06-23 00:00:00,API3/USDT,1.569,1.759,1.563,1.741,570213.70337121,950323.45987537752
1655856000,2022-06-22 00:00:00,API3/USDT,1.61,1.797,1.477,1.57,808265.86504594,1300301.80364745302
1655769600,2022-06-21 00:00:00,API3/USDT,1.427,1.857,1.417,1.609,851615.96938862,1404891.70163531745
1655683200,2022-06-20 00:00:00,API3/USDT,1.4,1.458,1.35,1.429,360629.22957107,503697.02984747724
1655596800,2022-06-19 00:00:00,API3/USDT,1.428,1.481,1.324,1.403,726022.82984767,1000605.35398094287
1655510400,2022-06-18 00:00:00,API3/USDT,1.276,1.451,1.166,1.425,1076442.4286219,1458376.85198284343
1655424000,2022-06-17 00:00:00,API3/USDT,1.277,1.319,1.263,1.278,266585.24861242,344227.48644871756
1655337600,2022-06-16 00:00:00,API3/USDT,1.513,1.54,1.247,1.28,646249.06268371,901458.35954438363
1655251200,2022-06-15 00:00:00,API3/USDT,1.171,1.579,1.111,1.519,1136016.12655369,1500280.6085202703
1655164800,2022-06-14 00:00:00,API3/USDT,1.145,1.212,1.044,1.175,315387.35277026,361457.94022281535
1655078400,2022-06-13 00:00:00,API3/USDT,1.186,1.226,1.024,1.147,369551.97434428,411878.81494647072
1654992000,2022-06-12 00:00:00,API3/USDT,1.307,1.321,1.154,1.189,189583.13294319,233068.25832413342
1654905600,2022-06-11 00:00:00,API3/USDT,1.455,1.501,1.277,1.305,322603.82099775,447225.26666924744
1654819200,2022-06-10 00:00:00,API3/USDT,1.612,1.688,1.428,1.456,602707.96715146,930218.67599485308
1654732800,2022-06-09 00:00:00,API3/USDT,1.458,1.916,1.397,1.612,1132308.25424215,1901898.18395183438
1654646400,2022-06-08 00:00:00,API3/USDT,1.477,1.691,1.438,1.457,435370.13250886,684512.88434177264
1654560000,2022-06-07 00:00:00,API3/USDT,1.564,1.585,1.408,1.475,277311.49128099,414657.09402151556
1654473600,2022-06-06 00:00:00,API3/USDT,1.509,1.607,1.502,1.565,327246.49409068,504725.87559495532
1654387200,2022-06-05 00:00:00,API3/USDT,1.496,1.542,1.47,1.507,155734.94528353,234870.77336157872
1654300800,2022-06-04 00:00:00,API3/USDT,1.506,1.529,1.458,1.495,148001.69896409,221381.08462461302
1654214400,2022-06-03 00:00:00,API3/USDT,1.635,1.635,1.477,1.507,208124.75060497,319663.05163863403
1654128000,2022-06-02 00:00:00,API3/USDT,1.621,1.64,1.548,1.632,231794.42141836,370271.47701619312
1654041600,2022-06-01 00:00:00,API3/USDT,1.823,1.87,1.571,1.619,195952.77515711,335200.78680603475
1653955200,2022-05-31 00:00:00,API3/USDT,1.783,1.902,1.703,1.823,299844.23939983,537223.80514324078
1653868800,2022-05-30 00:00:00,API3/USDT,1.631,1.814,1.631,1.79,308488.8266921,534138.37672637197
1653782400,2022-05-29 00:00:00,API3/USDT,1.581,1.646,1.495,1.632,129939.73803108,205666.72823426395
1653696000,2022-05-28 00:00:00,API3/USDT,1.524,1.601,1.478,1.583,143647.01244878,222911.56646119983
1653609600,2022-05-27 00:00:00,API3/USDT,1.534,1.605,1.419,1.519,264981.61590455,399925.33019697928
1653523200,2022-05-26 00:00:00,API3/USDT,1.678,1.708,1.451,1.53,214486.41765259,333525.07512403216
1653436800,2022-05-25 00:00:00,API3/USDT,1.721,1.745,1.65,1.671,298565.31521806,501710.85545978451
1653350400,2022-05-24 00:00:00,API3/USDT,1.75,1.8,1.623,1.723,298266.41955188,511560.61748801093
1653264000,2022-05-23 00:00:00,API3/USDT,1.917,2.07,1.75,1.754,415938.02361996,819093.95818444337
1653177600,2022-05-22 00:00:00,API3/USDT,1.97,2.016,1.838,1.918,280691.05459072,535367.98352064778
1653091200,2022-05-21 00:00:00,API3/USDT,1.774,2.198,1.735,1.968,384855.77215301,744788.12268090957
1653004800,2022-05-20 00:00:00,API3/USDT,1.87,1.965,1.71,1.774,327746.15603671,604638.84844001093
1652918400,2022-05-19 00:00:00,API3/USDT,1.7,1.922,1.594,1.878,315613.09179925,555569.88479407564
1652832000,2022-05-18 00:00:00,API3/USDT,1.905,1.958,1.669,1.692,237547.45768493,424815.25538768145
1652745600,2022-05-17 00:00:00,API3/USDT,1.813,1.998,1.737,1.907,862327.79908923,1642656.86306215109
1652659200,2022-05-16 00:00:00,API3/USDT,1.915,1.915,1.67,1.81,282842.84006973,504777.54888943278
1652572800,2022-05-15 00:00:00,API3/USDT,1.837,1.94,1.706,1.915,542056.78581642,978370.61854191287
1652486400,2022-05-14 00:00:00,API3/USDT,1.624,1.868,1.51,1.841,375269.07270076,618527.96364276286
1652400000,2022-05-13 00:00:00,API3/USDT,1.459,1.922,1.431,1.628,575322.97274988,986967.98153085982
1652313600,2022-05-12 00:00:00,API3/USDT,1.641,1.772,1.229,1.459,1039810.72093587,1516871.23502830671
1652227200,2022-05-11 00:00:00,API3/USDT,2.364,2.444,1.51,1.646,1939165.71083557,3821980.19043620523
1652140800,2022-05-10 00:00:00,API3/USDT,2.306,2.654,2.232,2.364,1377249.93721464,3370093.01241444519
1652054400,2022-05-09 00:00:00,API3/USDT,3.186,3.272,2.273,2.303,1094799.53323562,2966192.67015956626
1651968000,2022-05-08 00:00:00,API3/USDT,3.124,3.272,3.054,3.182,434948.19327809,1369538.13134007167
1651881600,2022-05-07 00:00:00,API3/USDT,3.277,3.309,3.028,3.12,197925.7163487,635129.43580651862
1651795200,2022-05-06 00:00:00,API3/USDT,3.251,3.335,3.103,3.279,320257.3304045,1036681.5803546587
1651708800,2022-05-05 00:00:00,API3/USDT,3.647,3.68,3.127,3.257,433876.94957752,1462055.40302087025
1651622400,2022-05-04 00:00:00,API3/USDT,3.392,3.654,3.321,3.654,379351.03487338,1324246.92714524677
1651536000,2022-05-03 00:00:00,API3/USDT,3.221,3.684,3.221,3.397,615276.04197099,2122593.44720221723
1651449600,2022-05-02 00:00:00,API3/USDT,3.297,3.423,3.129,3.213,323968.94142266,1055435.65526694943
1651363200,2022-05-01 00:00:00,API3/USDT,3.186,3.371,3.069,3.29,420290.90524299,1348937.48545064145
1651276800,2022-04-30 00:00:00,API3/USDT,3.736,3.861,2.993,3.186,391050.03838248,1349926.62279837031
1651190400,2022-04-29 00:00:00,API3/USDT,3.982,4.031,3.66,3.73,276472.8373487,1067752.86431901148
1651104000,2022-04-28 00:00:00,API3/USDT,4.037,4.147,3.913,3.982,250526.26517297,1011330.14859106471
1651017600,2022-04-27 00:00:00,API3/USDT,3.899,4.099,3.863,4.041,333391.7627259,1333275.2521812391
1650931200,2022-04-26 00:00:00,API3/USDT,4.219,4.3,3.788,3.899,294219.34032619,1191606.7768598033
1650844800,2022-04-25 00:00:00,API3/USDT,4.233,4.233,3.889,4.222,333084.52069666,1348652.83244738884
1650758400,2022-04-24 00:00:00,API3/USDT,4.325,4.397,4.208,4.232,213481.93604343,919677.23803284425
1650672000,2022-04-23 00:00:00,API3/USDT,4.411,4.514,4.314,4.325,278640.24812181,1235927.6684025127
1650585600,2022-04-22 00:00:00,API3/USDT,4.513,4.598,4.303,4.413,446892.44685345,1995333.59050734859
1650499200,2022-04-21 00:00:00,API3/USDT,5.258,6.29,4.432,4.514,1546883.67245317,7980658.91910303355
1650412800,2022-04-20 00:00:00,API3/USDT,4.63,5.407,4.561,5.255,1123982.84221975,5596085.9747442884
1650326400,2022-04-19 00:00:00,API3/USDT,4.289,4.755,4.191,4.629,362538.91294303,1645476.74636449718
1650240000,2022-04-18 00:00:00,API3/USDT,4.216,4.358,3.97,4.297,236777.59514917,987230.65176806176
1650153600,2022-04-17 00:00:00,API3/USDT,4.518,4.591,4.182,4.218,113934.64369307,502746.00091866279
1650067200,2022-04-16 00:00:00,API3/USDT,4.724,4.809,4.42,4.508,257490.32605383,1177567.03691797206
1649980800,2022-04-15 00:00:00,API3/USDT,3.986,4.761,3.963,4.73,868558.9571755,3845486.9755653963
1649894400,2022-04-14 00:00:00,API3/USDT,4.19,4.281,3.923,3.986,97346.90877025,399927.03955386461
1649808000,2022-04-13 00:00:00,API3/USDT,4.114,4.284,4.029,4.192,270292.78429089,1126201.28387769041
1649721600,2022-04-12 00:00:00,API3/USDT,3.961,4.257,3.896,4.109,206252.89624055,842163.42327557301
1649635200,2022-04-11 00:00:00,API3/USDT,4.532,4.611,3.9,3.959,397046.35267791,1654399.26061992249
1649548800,2022-04-10 00:00:00,API3/USDT,4.711,4.833,4.524,4.532,354613.31381466,1665712.58098327311
1649462400,2022-04-09 00:00:00,API3/USDT,4.561,4.742,4.531,4.718,511802.73200431,2380321.11653150373
1649376000,2022-04-08 00:00:00,API3/USDT,5.069,5.146,4.504,4.561,767500.66857784,3702053.41401417493
1649289600,2022-04-07 00:00:00,API3/USDT,5.564,5.702,4.825,5.081,838089.2866384,4277078.23788287368
1649203200,2022-04-06 00:00:00,API3/USDT,5.642,6.156,5.375,5.569,1708761.51454291,9742206.559766797
1649116800,2022-04-05 00:00:00,API3/USDT,5.585,6.094,5.33,5.641,1494605.79296425,8569047.28061244148
1649030400,2022-04-04 00:00:00,API3/USDT,5.415,5.803,5.184,5.586,855658.24033474,4725514.88973477223
1648944000,2022-04-03 00:00:00,API3/USDT,5.17,5.578,5.024,5.42,313973.74213345,1664080.28850027131
1648857600,2022-04-02 00:00:00,API3/USDT,5.226,5.63,5.132,5.171,312157.23995396,1672287.56944481166
1648771200,2022-04-01 00:00:00,API3/USDT,5.202,5.36,4.91,5.231,369729.02302863,1907887.81581577018
1648684800,2022-03-31 00:00:00,API3/USDT,5.643,5.911,5.081,5.195,459202.20684512,2530118.16250417164
1648598400,2022-03-30 00:00:00,API3/USDT,5.696,5.947,5.225,5.644,593415.79361303,3343318.68587340721
1648512000,2022-03-29 00:00:00,API3/USDT,5.547,5.958,5.503,5.693,297882.27570546,1704496.00998940065
1648425600,2022-03-28 00:00:00,API3/USDT,5.851,6.165,5.393,5.547,612238.5489082,3596405.27559243294
1648339200,2022-03-27 00:00:00,API3/USDT,6.057,6.472,5.577,5.853,625604.87697109,3651237.55652494996
1648252800,2022-03-26 00:00:00,API3/USDT,5.401,6.383,5.101,6.053,1360725.24680891,7983281.05701912956
1648166400,2022-03-25 00:00:00,API3/USDT,5.132,5.648,5.078,5.4,527719.23350457,2829040.08978297696
1648080000,2022-03-24 00:00:00,API3/USDT,5.087,5.325,4.979,5.133,299381.19901494,1534666.98132963822
1647993600,2022-03-23 00:00:00,API3/USDT,4.918,5.197,4.835,5.07,254135.02421324,1280984.38326871025
1647907200,2022-03-22 00:00:00,API3/USDT,4.904,5.182,4.843,4.919,383545.78380706,1919405.82225986505
1647820800,2022-03-21 00:00:00,API3/USDT,4.783,4.971,4.62,4.917,296549.58882581,1425038.66055930203
1647734400,2022-03-20 00:00:00,API3/USDT,5.012,5.509,4.686,4.777,610466.10341859,3089496.87687539039
1647648000,2022-03-19 00:00:00,API3/USDT,4.605,5.516,4.605,5.011,776180.11263132,3971933.14488340153
1647561600,2022-03-18 00:00:00,API3/USDT,4.593,4.738,4.469,4.612,184347.61520943,844537.58185167105
1647475200,2022-03-17 00:00:00,API3/USDT,4.74,4.901,4.567,4.59,320944.60461126,1514704.55600552594
1647388800,2022-03-16 00:00:00,API3/USDT,4.677,4.819,4.425,4.757,426665.04186052,1959534.98950128498
1647302400,2022-03-15 00:00:00,API3/USDT,4.768,4.768,4.565,4.679,205721.43394741,962486.66614118827
1647216000,2022-03-14 00:00:00,API3/USDT,4.827,5.041,4.575,4.76,377759.2370654,1798990.05107708706
1647129600,2022-03-13 00:00:00,API3/USDT,5.004,5.42,4.812,4.831,639768.12446015,3292827.83729690576
1647043200,2022-03-12 00:00:00,API3/USDT,4.777,5.157,4.771,5.005,330245.6888325,1638307.2571919127
1646956800,2022-03-11 00:00:00,API3/USDT,5.199,5.204,4.706,4.776,247957.63635721,1213232.7744755189
1646870400,2022-03-10 00:00:00,API3/USDT,5.434,5.446,4.803,5.2,349425.84061159,1765589.65832136642
1646784000,2022-03-09 00:00:00,API3/USDT,5.239,5.792,5.219,5.445,541723.27837668,3002519.0990886465
1646697600,2022-03-08 00:00:00,API3/USDT,5.303,5.745,5.102,5.247,443739.41407175,2411025.14555285254
1646611200,2022-03-07 00:00:00,API3/USDT,5.558,5.94,5.191,5.304,567346.35029785,3136068.7495880857
1646524800,2022-03-06 00:00:00,API3/USDT,6.498,6.498,5.508,5.556,511636.35117085,3027174.54718954548
1646438400,2022-03-05 00:00:00,API3/USDT,6.314,6.668,6.109,6.5,498440.693393,3161725.8813411845
1646352000,2022-03-04 00:00:00,API3/USDT,7.3,7.373,6.101,6.312,625576.42049301,4170916.61868033447
1646265600,2022-03-03 00:00:00,API3/USDT,7.301,7.821,7.032,7.313,692554.52816264,5107902.2690414549
1646179200,2022-03-02 00:00:00,API3/USDT,8.091,8.109,7.202,7.29,671909.00521889,5123419.89514553623
1646092800,2022-03-01 00:00:00,API3/USDT,7.547,8.566,7.404,8.091,1478442.69980973,11797301.99547607922
1646006400,2022-02-28 00:00:00,API3/USDT,6.581,7.75,6.305,7.533,1334637.75414414,9455893.39638749492
1645920000,2022-02-27 00:00:00,API3/USDT,6.513,7.148,6.1,6.596,1034100.95168356,6901959.79491350973
1645833600,2022-02-26 00:00:00,API3/USDT,7.102,7.212,6.355,6.522,656835.58678876,4380590.888037424
1645747200,2022-02-25 00:00:00,API3/USDT,7.007,7.408,6.664,7.091,1306300.43869108,9140177.12307808066
1645660800,2022-02-24 00:00:00,API3/USDT,6.341,7.54,5.32,7.006,2809783.17588174,17518655.31958038732
1645574400,2022-02-23 00:00:00,API3/USDT,5.982,7.832,5.922,6.35,3446936.13818614,24302569.98874080842
1645488000,2022-02-22 00:00:00,API3/USDT,5.71,6.145,5.179,5.985,1184409.73684877,6613086.56001250275
1645401600,2022-02-21 00:00:00,API3/USDT,6.975,7.55,5.6,5.7,1417063.98665329,8977602.03152672556
1645315200,2022-02-20 00:00:00,API3/USDT,7.454,9.2,6.5,6.962,2994842.41711032,23610622.45137879104
1645228800,2022-02-19 00:00:00,API3/USDT,5.996,9.648,5.996,7.456,4826191.05413249,38760758.88926077394
1645142400,2022-02-18 00:00:00,API3/USDT,4.991,6.5,4.843,6.007,2139299.50152439,12238195.33559955596
1645056000,2022-02-17 00:00:00,API3/USDT,4.599,5.545,4.53,4.988,1163573.32799915,5877001.48781881164
1644969600,2022-02-16 00:00:00,API3/USDT,4.66,4.865,4.394,4.588,300563.31635316,1373921.71201819292
1644883200,2022-02-15 00:00:00,API3/USDT,4.351,4.845,4.316,4.656,453136.99532551,2086704.30617951306
1644796800,2022-02-14 00:00:00,API3/USDT,4.584,4.848,4.16,4.341,510331.48684926,2251134.07326391526
1644710400,2022-02-13 00:00:00,API3/USDT,4.092,5.367,4.065,4.58,1280768.43852502,6029394.76497476984
1644624000,2022-02-12 00:00:00,API3/USDT,3.963,4.328,3.873,4.083,194924.89549423,784424.64467494238
1644537600,2022-02-11 00:00:00,API3/USDT,4.472,4.59,3.854,3.957,584738.88761482,2457029.0422753426
1644451200,2022-02-10 00:00:00,API3/USDT,4.029,4.887,3.965,4.472,808468.70003806,3580484.45573398112
1644364800,2022-02-09 00:00:00,API3/USDT,3.839,4.448,3.694,4.029,343267.00634756,1406208.31567018981
1644278400,2022-02-08 00:00:00,API3/USDT,3.795,4.292,3.65,3.83,282627.48669081,1093973.85914791379
1644192000,2022-02-07 00:00:00,API3/USDT,3.649,3.89,3.6,3.8,202761.71736821,761046.59535347182
1644105600,2022-02-06 00:00:00,API3/USDT,3.583,3.789,3.577,3.65,159247.63346339,582357.34063180866
1644019200,2022-02-05 00:00:00,API3/USDT,3.555,3.773,3.436,3.588,188740.24799832,677100.35298607929
1643932800,2022-02-04 00:00:00,API3/USDT,3.394,3.647,3.361,3.555,153002.2064143,532671.93874946156
1643846400,2022-02-03 00:00:00,API3/USDT,3.396,3.489,3.228,3.393,166673.92344297,557462.47003188546
1643760000,2022-02-02 00:00:00,API3/USDT,3.57,3.772,3.361,3.402,448625.65469533,1582554.69733430557
1643673600,2022-02-01 00:00:00,API3/USDT,3.437,3.8,3.402,3.57,430087.66815131,1523428.51478102395
1643587200,2022-01-31 00:00:00,API3/USDT,3.636,3.64,3.33,3.435,451289.83078517,1548256.37273647765
1643500800,2022-01-30 00:00:00,API3/USDT,3.694,3.817,3.563,3.645,190856.72085902,700414.58483007289
1643414400,2022-01-29 00:00:00,API3/USDT,3.755,3.982,3.65,3.698,299848.28657523,1136083.4821123596
1643328000,2022-01-28 00:00:00,API3/USDT,3.963,4.052,3.637,3.755,402224.78850006,1529686.18639343132
1643241600,2022-01-27 00:00:00,API3/USDT,3.781,3.962,3.486,3.962,414790.1454368,1512524.21678697786
1643155200,2022-01-26 00:00:00,API3/USDT,3.805,4.25,3.6,3.772,623198.40301087,2424215.9071210103
1643068800,2022-01-25 00:00:00,API3/USDT,3.93,4.08,3.6,3.8,526208.3985874,2018240.4137823306
1642982400,2022-01-24 00:00:00,API3/USDT,4.374,4.532,3.5,3.935,859037.54730447,3332714.97477478938
1642896000,2022-01-23 00:00:00,API3/USDT,4.821,4.983,4.25,4.386,682684.71417673,3104154.91774090669
1642809600,2022-01-22 00:00:00,API3/USDT,4.668,6.998,4.54,4.822,3193139.08650807,18239418.77489970691
1642723200,2022-01-21 00:00:00,API3/USDT,4.174,6.15,3.971,4.654,2261513.36232726,11313192.26024104806
1642636800,2022-01-20 00:00:00,API3/USDT,4.346,4.686,4.115,4.174,227424.92667952,997884.05439206271
1642550400,2022-01-19 00:00:00,API3/USDT,4.618,4.755,4.025,4.339,470379.54476851,2056078.63072020118
1642464000,2022-01-18 00:00:00,API3/USDT,3.995,4.92,3.89,4.637,429532.38974499,1907346.46385452041
1642377600,2022-01-17 00:00:00,API3/USDT,4.775,4.789,3.845,3.988,260092.22173211,1090451.43883580285
