https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SRK,Volume USDT
1663459200,2022-09-18 00:00:00,SRK/USDT,0.0003319,0.0003333,0.0003291,0.0003315,19508962.5075,6463.85447584618
1663372800,2022-09-17 00:00:00,SRK/USDT,0.0003246,0.0003379,0.0003208,0.000332,322022952.905,104487.27471529403
1663286400,2022-09-16 00:00:00,SRK/USDT,0.0003358,0.0003361,0.0003241,0.0003246,276115757.8064,90876.91914788946
1663200000,2022-09-15 00:00:00,SRK/USDT,0.0003391,0.0003481,0.0003324,0.0003354,193228620.5581,65126.26284403578
1663113600,2022-09-14 00:00:00,SRK/USDT,0.0003481,0.000352,0.000335,0.000335,355342167.8307,123711.84491307424
1663027200,2022-09-13 00:00:00,SRK/USDT,0.00036,0.0003614,0.0003402,0.000347,260077914.7819,92342.09093689136
1662940800,2022-09-12 00:00:00,SRK/USDT,0.0003687,0.0003795,0.0003561,0.0003611,245888116.0705,91219.28018605953
1662854400,2022-09-11 00:00:00,SRK/USDT,0.0003689,0.000373,0.0003655,0.0003705,265987106.105,98270.27179133933
1662768000,2022-09-10 00:00:00,SRK/USDT,0.0003663,0.000374,0.0003601,0.0003705,221583376.6102,81015.41456951104
1662681600,2022-09-09 00:00:00,SRK/USDT,0.0003423,0.000379,0.0003402,0.0003663,237695820.1696,85177.18877994134
1662595200,2022-09-08 00:00:00,SRK/USDT,0.000348,0.0003523,0.000339,0.0003423,468144557.4987,161066.4242052779
1662508800,2022-09-07 00:00:00,SRK/USDT,0.0003421,0.0003614,0.0003355,0.000348,353920262.2598,120639.25197570501
1662422400,2022-09-06 00:00:00,SRK/USDT,0.0003492,0.0003549,0.0003402,0.0003421,305215139.0416,106620.04847862628
1662336000,2022-09-05 00:00:00,SRK/USDT,0.0003405,0.0003617,0.0003398,0.0003492,326401214.3545,112420.35148152603
1662249600,2022-09-04 00:00:00,SRK/USDT,0.0003432,0.0003499,0.0003387,0.0003405,356206522.753,122124.37358408969
1662163200,2022-09-03 00:00:00,SRK/USDT,0.0003463,0.0003499,0.0003417,0.0003432,200684568.1337,69551.07079621191
1662076800,2022-09-02 00:00:00,SRK/USDT,0.0003405,0.00035,0.0003386,0.0003491,120704614.8275,41740.77880639561
1661990400,2022-09-01 00:00:00,SRK/USDT,0.0003586,0.0003608,0.00034,0.0003438,239831143.5375,85879.90566766831
1661904000,2022-08-31 00:00:00,SRK/USDT,0.0003505,0.0003624,0.0003501,0.0003586,374845156.0392,133968.8427255342
1661817600,2022-08-30 00:00:00,SRK/USDT,0.0003583,0.0003679,0.0003481,0.0003505,45816887.747,16387.61006448949
1661731200,2022-08-29 00:00:00,SRK/USDT,0.00035,0.000361,0.0003457,0.0003538,17299300.7188,6096.75258924838
1661644800,2022-08-28 00:00:00,SRK/USDT,0.0003509,0.0003653,0.000342,0.0003504,294548656.0354,103804.64479749116
1661558400,2022-08-27 00:00:00,SRK/USDT,0.0003669,0.000374,0.0003479,0.0003509,219682570.38531849,80229.029940346735907
1661472000,2022-08-26 00:00:00,SRK/USDT,0.0004004,0.00041,0.0003651,0.0003719,379865880.2467,152543.01120020907
1661385600,2022-08-25 00:00:00,SRK/USDT,0.0003928,0.0004098,0.0003875,0.0004004,279818894.9743,110564.50667138152
1661299200,2022-08-24 00:00:00,SRK/USDT,0.0003987,0.000404,0.0003874,0.000397,309125750.5888,121581.44288300385
1661212800,2022-08-23 00:00:00,SRK/USDT,0.00039,0.0004038,0.000386,0.0004026,249521210.4594,97985.79731064105
1661126400,2022-08-22 00:00:00,SRK/USDT,0.0003862,0.0003969,0.000375,0.00039,274595837.4471,107183.547076067
1661040000,2022-08-21 00:00:00,SRK/USDT,0.0003886,0.00041,0.0003823,0.0003862,276415138.8726,110086.8377796887
1660953600,2022-08-20 00:00:00,SRK/USDT,0.0003928,0.0003977,0.0003813,0.0003886,12811073.2451,5018.77809079841
1660867200,2022-08-19 00:00:00,SRK/USDT,0.000417,0.000422,0.0003862,0.0003928,212634440.9501,86936.512936320803192
1660780800,2022-08-18 00:00:00,SRK/USDT,0.0004101,0.0004398,0.000405,0.0004174,345805662.5701,141793.5211332255
1660694400,2022-08-17 00:00:00,SRK/USDT,0.0004306,0.000434,0.0004088,0.0004102,234699827.1625,100316.82662966347
1660608000,2022-08-16 00:00:00,SRK/USDT,0.000446,0.0004644,0.0004257,0.0004306,234578238.7058,104837.43068712191
1660521600,2022-08-15 00:00:00,SRK/USDT,0.0004655,0.0004709,0.0004348,0.0004466,248287158.8829,115147.74679338037
1660435200,2022-08-14 00:00:00,SRK/USDT,0.0004826,0.0004826,0.00046,0.0004641,238324778.2344,112265.33480875845
1660348800,2022-08-13 00:00:00,SRK/USDT,0.00047,0.0004939,0.0004634,0.0004826,190078803.4677,89535.55997487917
1660262400,2022-08-12 00:00:00,SRK/USDT,0.0004711,0.0004884,0.0004584,0.00047,239922783.6037,114120.7337318127
1660176000,2022-08-11 00:00:00,SRK/USDT,0.0004659,0.00049,0.00046,0.0004746,235290703.6485,112048.81844904875
1660089600,2022-08-10 00:00:00,SRK/USDT,0.0004504,0.000482,0.0004434,0.0004705,252819021.7506,113266.40235778197
1660003200,2022-08-09 00:00:00,SRK/USDT,0.0004561,0.000464,0.000442,0.0004542,35456627.4201,16040.18775820363
1659916800,2022-08-08 00:00:00,SRK/USDT,0.0004443,0.0004994,0.0004401,0.0004608,234016408.4185,111255.82508452511
1659830400,2022-08-07 00:00:00,SRK/USDT,0.0004343,0.00046,0.0004227,0.0004421,237801988.9928,102934.63131510882
1659744000,2022-08-06 00:00:00,SRK/USDT,0.0004331,0.000453,0.000425,0.0004343,236026424.2629,101998.24638123518
1659657600,2022-08-05 00:00:00,SRK/USDT,0.000422,0.0004432,0.0004175,0.0004337,241114123.9142,102038.81660934957
1659571200,2022-08-04 00:00:00,SRK/USDT,0.0004337,0.000438,0.0003994,0.000422,214204331.147,89024.80608011261
1659484800,2022-08-03 00:00:00,SRK/USDT,0.0004696,0.000476,0.0004302,0.0004379,255086899.5836,115197.89508730736
1659398400,2022-08-02 00:00:00,SRK/USDT,0.0004321,0.0005,0.0003997,0.0004675,355248779.4835,152281.29401705648
1659312000,2022-08-01 00:00:00,SRK/USDT,0.0004177,0.0004397,0.0004101,0.0004264,272964911.3496,115023.71426961381
1659225600,2022-07-31 00:00:00,SRK/USDT,0.000428,0.0004299,0.0004133,0.0004177,185459135.6244,78237.31042352387
1659139200,2022-07-30 00:00:00,SRK/USDT,0.0004329,0.0004499,0.0004196,0.0004238,269791019.0672,115277.71852973673
1659052800,2022-07-29 00:00:00,SRK/USDT,0.0004324,0.000446,0.0004255,0.0004301,290349565.1901,126308.09451079181
1658966400,2022-07-28 00:00:00,SRK/USDT,0.0004336,0.00045,0.0004221,0.0004324,245482235.7129,106175.66776079583
1658880000,2022-07-27 00:00:00,SRK/USDT,0.0004068,0.00044,0.0004041,0.0004297,227629086.6156,93600.97771310203
1658793600,2022-07-26 00:00:00,SRK/USDT,0.0004215,0.0004337,0.0004,0.0004068,391051780.6177,167189.2811232301
1658707200,2022-07-25 00:00:00,SRK/USDT,0.0004533,0.00046,0.0004161,0.0004216,321643192.0703,144542.70549981235
1658620800,2022-07-24 00:00:00,SRK/USDT,0.0004531,0.00046,0.00045,0.0004533,140455171.4309,63863.16584418024
1658534400,2022-07-23 00:00:00,SRK/USDT,0.0004476,0.0004616,0.0004421,0.0004521,235510893.9072,105606.63585427677
1658448000,2022-07-22 00:00:00,SRK/USDT,0.0004458,0.00046,0.0004382,0.0004427,293127660.0342,130994.98650676935
1658361600,2022-07-21 00:00:00,SRK/USDT,0.000449,0.000456,0.0004196,0.0004459,246535762.6199,109768.85786793139
1658275200,2022-07-20 00:00:00,SRK/USDT,0.0004821,0.0004939,0.0004472,0.0004491,246921549.71,117004.70755410249
1658188800,2022-07-19 00:00:00,SRK/USDT,0.0004871,0.0004952,0.000458,0.0004831,235735607.2933,110876.80608080283
1658102400,2022-07-18 00:00:00,SRK/USDT,0.0004268,0.000518,0.000422,0.00049,261599027.7744,121952.90799738771
1658016000,2022-07-17 00:00:00,SRK/USDT,0.0004336,0.00047,0.000426,0.0004266,172653931.2418,77763.97710547007
1657929600,2022-07-16 00:00:00,SRK/USDT,0.0004278,0.0004579,0.000419,0.0004336,271928497.9269,116094.73800327967
1657843200,2022-07-15 00:00:00,SRK/USDT,0.0004336,0.00045,0.00042,0.0004251,398547841.737,172838.67132007512
1657756800,2022-07-14 00:00:00,SRK/USDT,0.0004391,0.0004434,0.000408,0.0004301,497937963.1157,215854.36902680572573
1657670400,2022-07-13 00:00:00,SRK/USDT,0.0004405,0.0004499,0.000421,0.0004391,221244036.67305427,97122.59205580477767
1657584000,2022-07-12 00:00:00,SRK/USDT,0.0004421,0.000465,0.00043,0.00044,265084179.36,118029.14242083814
1657497600,2022-07-11 00:00:00,SRK/USDT,0.0004671,0.000515,0.0004319,0.0004388,382931075.1155,182315.52838719487
1657411200,2022-07-10 00:00:00,SRK/USDT,0.0004899,0.00052,0.0004411,0.0004706,95250989.4927,45353.22549273526
1657324800,2022-07-09 00:00:00,SRK/USDT,0.0004301,0.0005299,0.0004301,0.0004862,268326312.8327,127933.1833563692
1657238400,2022-07-08 00:00:00,SRK/USDT,0.0004767,0.0005032,0.0004301,0.0004301,137583429.7229,64339.36470709945
1657152000,2022-07-07 00:00:00,SRK/USDT,0.0003846,0.00058,0.0003845,0.0004759,799340410.68245747,386617.225945953105846
1657065600,2022-07-06 00:00:00,SRK/USDT,0.0003609,0.00039,0.0003602,0.000388,238619340.87954975,88361.078975106371454
1656979200,2022-07-05 00:00:00,SRK/USDT,0.0003593,0.0003741,0.0003532,0.0003637,596666201.88345059,214567.890785278966934
1656892800,2022-07-04 00:00:00,SRK/USDT,0.000361,0.0003743,0.0003428,0.0003567,293609224.32588615,104120.523437284966966
1656806400,2022-07-03 00:00:00,SRK/USDT,0.0003401,0.0004084,0.0003401,0.0003602,479673402.3270019,172524.817411438006918
1656720000,2022-07-02 00:00:00,SRK/USDT,0.00036,0.000378,0.0003318,0.0003427,99390552.11276004,34701.599451553963722
1656633600,2022-07-01 00:00:00,SRK/USDT,0.0003752,0.0005499,0.000348,0.00036,1147798484.50898597,484494.860818360790421
