https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EFX,Volume USDT
1660953600,2022-08-20 00:00:00,EFX/USDT,0.004668,0.005574,0.004058,0.004338,50418267.7869,235582.6632994884
1660867200,2022-08-19 00:00:00,EFX/USDT,0.004586,0.005043,0.004319,0.004632,44675685.311,203211.0551953307
1660780800,2022-08-18 00:00:00,EFX/USDT,0.00446,0.0051,0.004444,0.004587,42570813.0893,195778.1138862445
1660694400,2022-08-17 00:00:00,EFX/USDT,0.004872,0.005835,0.004459,0.004459,46792631.0436,225869.3303698912
1660608000,2022-08-16 00:00:00,EFX/USDT,0.004558,0.00495,0.004558,0.00487,29664180.4174,141918.2837354077
1660521600,2022-08-15 00:00:00,EFX/USDT,0.00482,0.004851,0.004501,0.004566,35362609.4176,166100.5891365645
1660435200,2022-08-14 00:00:00,EFX/USDT,0.005133,0.005199,0.004671,0.004839,38163644.7367,192078.7919155669
1660348800,2022-08-13 00:00:00,EFX/USDT,0.004955,0.0055,0.004925,0.005127,37332373.4891,191799.364187227
1660262400,2022-08-12 00:00:00,EFX/USDT,0.004708,0.004958,0.00468,0.004919,34530536.403,164629.2465146917
1660176000,2022-08-11 00:00:00,EFX/USDT,0.004461,0.005103,0.004449,0.004715,36879231.1578,170648.9437926426
1660089600,2022-08-10 00:00:00,EFX/USDT,0.004377,0.004554,0.004338,0.004455,32911014.587,145589.8823482213
1660003200,2022-08-09 00:00:00,EFX/USDT,0.004446,0.004814,0.004349,0.004378,36666553.4473,162941.1594700696
1659916800,2022-08-08 00:00:00,EFX/USDT,0.004425,0.004579,0.004405,0.004432,33545111.1199,148668.1823748937
1659830400,2022-08-07 00:00:00,EFX/USDT,0.00438,0.004438,0.004335,0.004438,35270682.5273,154776.1459828228
1659744000,2022-08-06 00:00:00,EFX/USDT,0.004474,0.004537,0.004376,0.004382,36405982.091,160867.9626604286
1659657600,2022-08-05 00:00:00,EFX/USDT,0.004421,0.004479,0.004395,0.004469,36718779.7432,163104.0492018285
1659571200,2022-08-04 00:00:00,EFX/USDT,0.004315,0.005,0.004302,0.004408,40965262.9731,180220.3138205863
1659484800,2022-08-03 00:00:00,EFX/USDT,0.00432,0.004432,0.004236,0.004315,14758108.7408,63503.7644576788
1659398400,2022-08-02 00:00:00,EFX/USDT,0.004348,0.004349,0.00413,0.004316,6527156.2631,27733.8434512304
1659312000,2022-08-01 00:00:00,EFX/USDT,0.004327,0.00437,0.004279,0.004348,6633107.2145,28719.0629870825
1659225600,2022-07-31 00:00:00,EFX/USDT,0.004413,0.00445,0.00426,0.004326,6704236.8305,29311.4882236813
1659139200,2022-07-30 00:00:00,EFX/USDT,0.004326,0.00445,0.004278,0.00442,7321309.6587,31797.349368523
1659052800,2022-07-29 00:00:00,EFX/USDT,0.004265,0.004409,0.004245,0.004312,7947978.9483,34489.9093327287
1658966400,2022-07-28 00:00:00,EFX/USDT,0.004261,0.004399,0.00419,0.004265,7596271.0737,32476.2422652765
1658880000,2022-07-27 00:00:00,EFX/USDT,0.004207,0.00428,0.003942,0.004252,8314732.954,34667.0148278791
1658793600,2022-07-26 00:00:00,EFX/USDT,0.004281,0.004286,0.004061,0.004202,7031956.0014,29331.1297411922
1658707200,2022-07-25 00:00:00,EFX/USDT,0.004588,0.004619,0.0042,0.004281,8140408.6391,36251.0504345671
1658620800,2022-07-24 00:00:00,EFX/USDT,0.004612,0.004795,0.004535,0.004592,9615192.1659,44524.5255334561
1658534400,2022-07-23 00:00:00,EFX/USDT,0.004725,0.004769,0.0046,0.004604,8166440.0601,38155.9771061268
1658448000,2022-07-22 00:00:00,EFX/USDT,0.004726,0.004769,0.00465,0.004726,6796119.9364,32060.336651058
1658361600,2022-07-21 00:00:00,EFX/USDT,0.004755,0.004794,0.004577,0.004728,6888530.1896,32441.3018054497
1658275200,2022-07-20 00:00:00,EFX/USDT,0.00484,0.004947,0.004727,0.004782,7070562.9951,34205.9212373932
1658188800,2022-07-19 00:00:00,EFX/USDT,0.004792,0.00525,0.004453,0.004838,10021956.2293,48842.4563029211
1658102400,2022-07-18 00:00:00,EFX/USDT,0.00464,0.00515,0.004639,0.004787,9835686.722,46973.411461568
1658016000,2022-07-17 00:00:00,EFX/USDT,0.004776,0.00499,0.004538,0.004644,9036696.7344,43440.2355066086
1657929600,2022-07-16 00:00:00,EFX/USDT,0.004749,0.004945,0.004638,0.004774,7934829.487,37805.9426417491
1657843200,2022-07-15 00:00:00,EFX/USDT,0.0049,0.005019,0.004738,0.004758,5798189.2451,27940.7878944137
1657756800,2022-07-14 00:00:00,EFX/USDT,0.004832,0.00501,0.004707,0.004853,3703429.0685,17874.0671058068
1657670400,2022-07-13 00:00:00,EFX/USDT,0.004941,0.006,0.00455,0.0048,29152740.9411,149234.7762415406
1657584000,2022-07-12 00:00:00,EFX/USDT,0.004259,0.0054,0.004259,0.00499,18728746.18,91468.7083011103
1657497600,2022-07-11 00:00:00,EFX/USDT,0.00439,0.005498,0.004229,0.004259,7017826.1393,33246.5409851525
1657411200,2022-07-10 00:00:00,EFX/USDT,0.004449,0.00445,0.00418,0.00433,1287305.7681,5554.0480176326
1657324800,2022-07-09 00:00:00,EFX/USDT,0.004422,0.004497,0.004351,0.004449,316854.7221,1401.1487726063
1657238400,2022-07-08 00:00:00,EFX/USDT,0.004477,0.004749,0.004329,0.004422,1942009.0477,8737.0973180266
1657152000,2022-07-07 00:00:00,EFX/USDT,0.00424,0.00575,0.004213,0.004477,13533137.9020748,64501.89292022079448
1657065600,2022-07-06 00:00:00,EFX/USDT,0.00385,0.004552,0.00377,0.0043,9352413.70776202,39234.84933270442841
1656979200,2022-07-05 00:00:00,EFX/USDT,0.00405,0.004097,0.00365,0.00385,4621897.67439032,17632.71681945981396
1656892800,2022-07-04 00:00:00,EFX/USDT,0.004095,0.004612,0.00373,0.004002,5559674.19566234,22659.74557915200087
1656806400,2022-07-03 00:00:00,EFX/USDT,0.004259,0.0043,0.00398,0.00408,1290938.5115458,5310.31233714408866
1656720000,2022-07-02 00:00:00,EFX/USDT,0.004508,0.004508,0.00412,0.004259,3071056.42366658,13123.87665962395622
1656633600,2022-07-01 00:00:00,EFX/USDT,0.0047,0.00482,0.00443,0.004538,2320330.30959826,10694.86819167179227
1656547200,2022-06-30 00:00:00,EFX/USDT,0.004773,0.004814,0.0046,0.004675,920875.02397365,4324.43020600420871
1656460800,2022-06-29 00:00:00,EFX/USDT,0.004726,0.0058,0.004571,0.004748,8414820.62760499,42697.0434386623394
1656374400,2022-06-28 00:00:00,EFX/USDT,0.005001,0.005012,0.004627,0.00474,1587900.69624135,7665.11566743437252
1656288000,2022-06-27 00:00:00,EFX/USDT,0.005296,0.00539,0.004909,0.004975,2525309.32503176,12928.77653616347348
1656201600,2022-06-26 00:00:00,EFX/USDT,0.00515,0.0055,0.005024,0.005231,3585476.12538692,18919.51395207800214
1656115200,2022-06-25 00:00:00,EFX/USDT,0.005024,0.005498,0.004964,0.00515,2682349.38622203,14082.28567870309654
1656028800,2022-06-24 00:00:00,EFX/USDT,0.00489,0.00525,0.004881,0.005061,2115497.474519,10710.46864789713551
1655942400,2022-06-23 00:00:00,EFX/USDT,0.004925,0.00517,0.004801,0.004915,1664448.50690927,8228.08665583700011
1655856000,2022-06-22 00:00:00,EFX/USDT,0.005,0.00515,0.004802,0.00493,1109820.83048955,5510.94517116767109
1655769600,2022-06-21 00:00:00,EFX/USDT,0.004941,0.00575,0.0048,0.005,8022947.9580928,41279.42211437550803
1655683200,2022-06-20 00:00:00,EFX/USDT,0.004876,0.00537,0.004776,0.004941,2885091.91018627,14283.31406761100479
1655596800,2022-06-19 00:00:00,EFX/USDT,0.004816,0.0056,0.004676,0.004906,5705016.57855987,28839.27500316146901
1655510400,2022-06-18 00:00:00,EFX/USDT,0.004967,0.005172,0.004543,0.00481,4590699.43328109,22331.66980526493163
1655424000,2022-06-17 00:00:00,EFX/USDT,0.004786,0.0064,0.004786,0.004967,13657742.56779077,73288.79754421439955
1655337600,2022-06-16 00:00:00,EFX/USDT,0.004998,0.0052,0.004551,0.004786,5221609.38119944,25288.24575996734161
1655251200,2022-06-15 00:00:00,EFX/USDT,0.00533,0.005849,0.0045,0.004967,16023153.57223419,80624.35821439501543
1655164800,2022-06-14 00:00:00,EFX/USDT,0.0045,0.00706,0.00446,0.00533,51692222.85436072,273667.5237563505714
1655078400,2022-06-13 00:00:00,EFX/USDT,0.00515,0.00518,0.00447,0.00448,7127457.07526042,32941.849681070329
1654992000,2022-06-12 00:00:00,EFX/USDT,0.00491,0.0073,0.0049,0.00515,37883456.19849294,215636.8979004643979
1654905600,2022-06-11 00:00:00,EFX/USDT,0.0047,0.00875,0.00454,0.00495,28162751.80460912,162042.4388312928309
1654819200,2022-06-10 00:00:00,EFX/USDT,0.00484,0.00495,0.00466,0.00469,2447890.16390986,11789.6316494759268
1654732800,2022-06-09 00:00:00,EFX/USDT,0.00512,0.0075,0.00478,0.00482,20962352.75443791,114132.7673275855005
1654646400,2022-06-08 00:00:00,EFX/USDT,0.0059,0.0061,0.00499,0.00516,4937468.88374311,26315.9593935406656
1654560000,2022-06-07 00:00:00,EFX/USDT,0.0054,0.00785,0.00497,0.0059,54932693.37525516,339430.5853082768457
1654473600,2022-06-06 00:00:00,EFX/USDT,0.00472,0.007,0.00472,0.00538,50129138.38173791,277347.3911246117773
1654387200,2022-06-05 00:00:00,EFX/USDT,0.00447,0.00535,0.00446,0.00472,28353387.83132505,134190.6294954705411
1654300800,2022-06-04 00:00:00,EFX/USDT,0.0044,0.00448,0.0044,0.00447,18266416.7679673,80905.4190514918868
1654214400,2022-06-03 00:00:00,EFX/USDT,0.00442,0.00446,0.0044,0.0044,19883254.3481327,88108.7178419141132
1654128000,2022-06-02 00:00:00,EFX/USDT,0.00436,0.00445,0.00436,0.00442,20622598.90655886,90794.7893959159419
1654041600,2022-06-01 00:00:00,EFX/USDT,0.00453,0.00454,0.00434,0.00436,21429360.1644043,95302.1731522744304
1653955200,2022-05-31 00:00:00,EFX/USDT,0.00477,0.0058,0.00453,0.00453,36550238.89182674,173716.2440740324795
1653868800,2022-05-30 00:00:00,EFX/USDT,0.00452,0.00619,0.00452,0.00477,37235830.3355989,181180.7115626710671
1653782400,2022-05-29 00:00:00,EFX/USDT,0.00446,0.00465,0.00442,0.00452,24850272.65402602,111358.0575834768454
1653696000,2022-05-28 00:00:00,EFX/USDT,0.00447,0.0046,0.00444,0.00446,21281023.78689887,95400.4628055005206
1653609600,2022-05-27 00:00:00,EFX/USDT,0.00455,0.00456,0.00447,0.00447,18859643.49887969,85385.0679241029516
1653523200,2022-05-26 00:00:00,EFX/USDT,0.00478,0.00482,0.00453,0.00455,26683358.23136161,124946.8398705080392
1653436800,2022-05-25 00:00:00,EFX/USDT,0.00485,0.00492,0.00471,0.00478,22218075.40357831,107744.0490257158046
1653350400,2022-05-24 00:00:00,EFX/USDT,0.00471,0.00599,0.00462,0.00484,28974464.22072955,141255.4381689333531
1653264000,2022-05-23 00:00:00,EFX/USDT,0.00464,0.00519,0.00463,0.00473,21713595.19205914,104837.4799892924041
1653177600,2022-05-22 00:00:00,EFX/USDT,0.00446,0.00481,0.00441,0.00464,18929280.26598134,86396.300899180867
1653091200,2022-05-21 00:00:00,EFX/USDT,0.0044,0.00467,0.00432,0.00446,18795017.27727453,83340.6532525549705
1653004800,2022-05-20 00:00:00,EFX/USDT,0.00432,0.00453,0.00431,0.00441,17951936.05003964,77850.1841791367748
1652918400,2022-05-19 00:00:00,EFX/USDT,0.0044,0.00445,0.00426,0.00432,19704561.16924085,85642.6727041838298
1652832000,2022-05-18 00:00:00,EFX/USDT,0.0045,0.00457,0.00438,0.0044,15584446.50290101,69080.9721735188885
1652745600,2022-05-17 00:00:00,EFX/USDT,0.00464,0.00469,0.00433,0.0045,13760483.66826682,61826.0033689505155
1652659200,2022-05-16 00:00:00,EFX/USDT,0.00477,0.00669,0.00427,0.00464,30311317.91782088,149863.036477993278
1652572800,2022-05-15 00:00:00,EFX/USDT,0.00391,0.00491,0.00391,0.00477,12764185.81075058,55269.2120958005024
1652486400,2022-05-14 00:00:00,EFX/USDT,0.00438,0.0046,0.00385,0.00393,13875055.7069005,59576.8687987873166
1652400000,2022-05-13 00:00:00,EFX/USDT,0.00394,0.00455,0.00388,0.00438,13252881.58529493,56454.9601867982353
1652313600,2022-05-12 00:00:00,EFX/USDT,0.00412,0.0045,0.00368,0.00395,15455842.38259048,62403.3423041661255
1652227200,2022-05-11 00:00:00,EFX/USDT,0.00575,0.00595,0.00402,0.00414,14845068.57136189,74974.229048140408
1652140800,2022-05-10 00:00:00,EFX/USDT,0.00614,0.00639,0.00562,0.00577,11749525.21255371,71167.0528118644425
1652054400,2022-05-09 00:00:00,EFX/USDT,0.00682,0.00822,0.00595,0.00614,16659365.06379933,112564.5797353739895
1651968000,2022-05-08 00:00:00,EFX/USDT,0.00679,0.00725,0.00644,0.0068,12606634.20322186,84711.1796757331217
1651881600,2022-05-07 00:00:00,EFX/USDT,0.00702,0.00703,0.00676,0.00679,8901188.70515125,61546.2074031399682
1651795200,2022-05-06 00:00:00,EFX/USDT,0.00762,0.00785,0.00678,0.00703,11461791.5464967,83855.300107201043
1651708800,2022-05-05 00:00:00,EFX/USDT,0.00913,0.00955,0.00751,0.00762,14116797.68739986,121459.7544555585551
1651622400,2022-05-04 00:00:00,EFX/USDT,0.0082,0.01059,0.00806,0.00913,21475048.97731049,191866.0801196967832
1651536000,2022-05-03 00:00:00,EFX/USDT,0.00828,0.0083,0.00815,0.00819,8472292.83078425,69619.3051132168368
1651449600,2022-05-02 00:00:00,EFX/USDT,0.0084,0.0086,0.00813,0.00823,9960240.15386383,83231.0081452581588
1651363200,2022-05-01 00:00:00,EFX/USDT,0.00815,0.00846,0.00812,0.00839,8983222.27027954,73629.0184417740946
1651276800,2022-04-30 00:00:00,EFX/USDT,0.0084,0.0085,0.00815,0.00822,8770077.96243849,73796.1705864977361
1651190400,2022-04-29 00:00:00,EFX/USDT,0.00853,0.00867,0.0084,0.0084,6490698.52559212,55153.6102780682987
1651104000,2022-04-28 00:00:00,EFX/USDT,0.0085,0.00885,0.00835,0.00852,5631139.90562927,48212.1325886612851
1651017600,2022-04-27 00:00:00,EFX/USDT,0.00867,0.00877,0.00841,0.0085,634516.83490621,5479.4821677757405
1650931200,2022-04-26 00:00:00,EFX/USDT,0.00935,0.00948,0.00867,0.00867,1159936.21678197,10324.7564623158725
1650844800,2022-04-25 00:00:00,EFX/USDT,0.0096,0.00963,0.00917,0.0093,1523460.90191414,14411.6631512655054
1650758400,2022-04-24 00:00:00,EFX/USDT,0.00962,0.00997,0.00955,0.0096,1145039.84070581,11178.7239003993824
1650672000,2022-04-23 00:00:00,EFX/USDT,0.00981,0.0148,0.0095,0.00962,23609742.14416642,277264.3642743285096
1650585600,2022-04-22 00:00:00,EFX/USDT,0.01,0.0102,0.00971,0.0098,650514.97106516,6491.0452059303879
1650499200,2022-04-21 00:00:00,EFX/USDT,0.00999,0.01044,0.00993,0.01005,434446.73969172,4419.6509607587653
1650412800,2022-04-20 00:00:00,EFX/USDT,0.0103,0.01041,0.00989,0.00993,715048.9811832,7270.893469816473
1650326400,2022-04-19 00:00:00,EFX/USDT,0.01,0.0104,0.00978,0.01024,681607.68503108,6868.8846295378992
1650240000,2022-04-18 00:00:00,EFX/USDT,0.01034,0.0104,0.00966,0.01,843624.0934014,8328.045852121776
1650153600,2022-04-17 00:00:00,EFX/USDT,0.01059,0.0108,0.01007,0.01034,984428.1974,10249.990787904
1650067200,2022-04-16 00:00:00,EFX/USDT,0.01078,0.01104,0.01001,0.0106,1399060.50855867,14818.4097423876366
1649980800,2022-04-15 00:00:00,EFX/USDT,0.01015,0.01095,0.00993,0.01084,557198.37752341,5768.019955916913
1649894400,2022-04-14 00:00:00,EFX/USDT,0.01042,0.0113,0.01,0.01014,1808918.34764144,19321.304028290388
1649808000,2022-04-13 00:00:00,EFX/USDT,0.00997,0.0106,0.00997,0.01049,732392.1660987,7575.7658599893828
1649721600,2022-04-12 00:00:00,EFX/USDT,0.01026,0.0103,0.00984,0.00996,949768.41869244,9499.165673797181
1649635200,2022-04-11 00:00:00,EFX/USDT,0.01094,0.01105,0.01019,0.01024,1162638.01984426,12223.5887779970066
1649548800,2022-04-10 00:00:00,EFX/USDT,0.01114,0.01151,0.01094,0.01094,731567.24359391,8265.3407943531041
1649462400,2022-04-09 00:00:00,EFX/USDT,0.01131,0.01159,0.0109,0.01114,1537604.92634364,17141.966492843338
1649376000,2022-04-08 00:00:00,EFX/USDT,0.012,0.01239,0.01129,0.01129,2771853.98275088,32898.3841571945551
1649289600,2022-04-07 00:00:00,EFX/USDT,0.01144,0.0129,0.01115,0.0121,4544545.5402849,54653.7773303123318
1649203200,2022-04-06 00:00:00,EFX/USDT,0.01238,0.01245,0.0113,0.01144,3070272.24566153,36784.7025224149208
1649116800,2022-04-05 00:00:00,EFX/USDT,0.01313,0.01326,0.01233,0.0124,12819135.81951559,167430.4664168942382
1649030400,2022-04-04 00:00:00,EFX/USDT,0.01363,0.01366,0.01288,0.01313,18763064.74536923,247524.7063528222551
1648944000,2022-04-03 00:00:00,EFX/USDT,0.01367,0.0138,0.01334,0.01368,19151935.38328477,261019.7469427160914
1648857600,2022-04-02 00:00:00,EFX/USDT,0.01358,0.01449,0.01348,0.01366,19261936.55379799,269868.947990492947
1648771200,2022-04-01 00:00:00,EFX/USDT,0.01344,0.01365,0.01314,0.01358,16144882.64887526,215329.9428295116966
1648684800,2022-03-31 00:00:00,EFX/USDT,0.01417,0.01421,0.01342,0.01345,20650796.11245452,283050.9052562621007
1648598400,2022-03-30 00:00:00,EFX/USDT,0.01346,0.01434,0.01335,0.0142,19952930.4697095,273046.6750959523993
1648512000,2022-03-29 00:00:00,EFX/USDT,0.01364,0.0139,0.01328,0.01346,18269988.62848806,247109.9029400084533
1648425600,2022-03-28 00:00:00,EFX/USDT,0.01365,0.0141,0.01323,0.01362,21813972.56232294,298202.7073950570509
1648339200,2022-03-27 00:00:00,EFX/USDT,0.01467,0.01529,0.01332,0.01362,22348563.54001051,313040.2895497224436
1648252800,2022-03-26 00:00:00,EFX/USDT,0.01355,0.01566,0.01344,0.01465,24762993.74047086,347405.5486442570857
1648166400,2022-03-25 00:00:00,EFX/USDT,0.01278,0.0142,0.01258,0.01355,20852533.99462123,275605.3480155896949
1648080000,2022-03-24 00:00:00,EFX/USDT,0.0124,0.01295,0.01213,0.01279,18021393.86769254,224789.3649176787386
1647993600,2022-03-23 00:00:00,EFX/USDT,0.01201,0.01266,0.012,0.0124,16068771.22569026,195617.9458897849286
1647907200,2022-03-22 00:00:00,EFX/USDT,0.01208,0.01221,0.012,0.01201,14352757.78116055,172970.0214528057602
1647820800,2022-03-21 00:00:00,EFX/USDT,0.01211,0.01219,0.01198,0.01208,16260470.24059599,196410.00333091907
1647734400,2022-03-20 00:00:00,EFX/USDT,0.01255,0.0128,0.01206,0.01214,19513772.98294385,244185.8200836755619
1647648000,2022-03-19 00:00:00,EFX/USDT,0.01221,0.0148,0.01174,0.01255,21490396.23000746,265734.2612718610923
1647561600,2022-03-18 00:00:00,EFX/USDT,0.01145,0.0138,0.01101,0.01221,20748268.53077593,237642.4952123087238
1647475200,2022-03-17 00:00:00,EFX/USDT,0.01167,0.012,0.01114,0.01145,13246573.92298108,151482.6181804307551
1647388800,2022-03-16 00:00:00,EFX/USDT,0.0121,0.01216,0.01149,0.01169,18970775.18089784,224216.2949699967828
1647302400,2022-03-15 00:00:00,EFX/USDT,0.01158,0.01257,0.01153,0.01206,18397132.34472591,221384.9578813947822
1647216000,2022-03-14 00:00:00,EFX/USDT,0.0119,0.01262,0.01134,0.01157,23566827.55623901,283705.3226504515018
1647129600,2022-03-13 00:00:00,EFX/USDT,0.01216,0.0169,0.01184,0.01189,21591401.80503308,274671.0960286327057
1647043200,2022-03-12 00:00:00,EFX/USDT,0.01215,0.0123,0.01212,0.01216,11213530.97559103,136279.6802369663161
1646956800,2022-03-11 00:00:00,EFX/USDT,0.01236,0.01241,0.01211,0.01215,15505040.00369335,189343.3214517648295
1646870400,2022-03-10 00:00:00,EFX/USDT,0.01258,0.01262,0.01227,0.01236,17966577.77103435,222829.58683834694
1646784000,2022-03-09 00:00:00,EFX/USDT,0.01153,0.01275,0.01153,0.01258,19490994.78500948,237971.0583287937347
1646697600,2022-03-08 00:00:00,EFX/USDT,0.01192,0.01224,0.01152,0.01153,19325862.62609521,234728.7521223523443
1646611200,2022-03-07 00:00:00,EFX/USDT,0.0121,0.01213,0.01184,0.01192,17825648.73175227,214075.3705603295826
1646524800,2022-03-06 00:00:00,EFX/USDT,0.01226,0.01232,0.01205,0.0121,19975094.13846554,243621.8101925129678
1646438400,2022-03-05 00:00:00,EFX/USDT,0.0124,0.01246,0.01223,0.01226,17502865.63783193,215957.5492625508649
1646352000,2022-03-04 00:00:00,EFX/USDT,0.01314,0.01314,0.01237,0.01242,19653311.42502984,248036.3272371536316
1646265600,2022-03-03 00:00:00,EFX/USDT,0.01418,0.01419,0.01304,0.01314,19852499.92295444,265873.8120112974359
1646179200,2022-03-02 00:00:00,EFX/USDT,0.01383,0.01429,0.01381,0.01418,17163669.32943544,240941.1910893194954
1646092800,2022-03-01 00:00:00,EFX/USDT,0.01302,0.0151,0.01294,0.01384,16121528.65770943,222606.2857829663599
1646006400,2022-02-28 00:00:00,EFX/USDT,0.01254,0.01303,0.01214,0.01302,12470781.29571296,157663.9573793768601
1645920000,2022-02-27 00:00:00,EFX/USDT,0.01326,0.01342,0.01245,0.01253,14634759.78552711,188579.1611031674126
1645833600,2022-02-26 00:00:00,EFX/USDT,0.01288,0.01328,0.01287,0.01326,13612870.19531405,177640.7901778141822
1645747200,2022-02-25 00:00:00,EFX/USDT,0.01256,0.01302,0.01256,0.01288,14882912.75505232,190090.4691868074637
1645660800,2022-02-24 00:00:00,EFX/USDT,0.01336,0.01337,0.01154,0.01256,12285493.24169278,154831.9387316236638
1645574400,2022-02-23 00:00:00,EFX/USDT,0.01363,0.01518,0.01321,0.01336,17319336.27274885,237108.7614632798933
1645488000,2022-02-22 00:00:00,EFX/USDT,0.01408,0.01408,0.01352,0.01362,10362799.81491396,141906.4217700085357
1645401600,2022-02-21 00:00:00,EFX/USDT,0.01437,0.01466,0.014,0.01406,7714947.67259169,110522.6412785386226
1645315200,2022-02-20 00:00:00,EFX/USDT,0.01529,0.01534,0.014,0.01437,6207279.03713868,90863.6981859315926
1645228800,2022-02-19 00:00:00,EFX/USDT,0.01535,0.01542,0.01497,0.01529,5951386.48150063,91070.9506029317454
1645142400,2022-02-18 00:00:00,EFX/USDT,0.01542,0.01546,0.01481,0.01531,6032163.68366206,92562.9855533667519
1645056000,2022-02-17 00:00:00,EFX/USDT,0.01638,0.01779,0.01511,0.01542,5918204.69793239,95193.5633563821472
1644969600,2022-02-16 00:00:00,EFX/USDT,0.01611,0.01658,0.01593,0.01639,4529203.58959087,73069.5502858912729
1644883200,2022-02-15 00:00:00,EFX/USDT,0.01538,0.01627,0.01528,0.01605,2838128.02666526,45233.2789873685946
1644796800,2022-02-14 00:00:00,EFX/USDT,0.0158,0.0158,0.01481,0.01523,1384746.88462433,21171.8324692226323
1644710400,2022-02-13 00:00:00,EFX/USDT,0.01491,0.017,0.01491,0.01566,3455382.82901233,55117.1264123367407
1644624000,2022-02-12 00:00:00,EFX/USDT,0.01494,0.01541,0.01445,0.01491,932385.11946241,13933.5571137748946
1644537600,2022-02-11 00:00:00,EFX/USDT,0.01504,0.01578,0.01473,0.01494,848408.5263429,12863.9387412294626
1644451200,2022-02-10 00:00:00,EFX/USDT,0.01549,0.01597,0.01499,0.01517,1323133.35247838,20427.6564364830955
1644364800,2022-02-09 00:00:00,EFX/USDT,0.0156,0.01603,0.01527,0.0155,1039035.06649911,16217.9806590631125
1644278400,2022-02-08 00:00:00,EFX/USDT,0.01614,0.01671,0.01515,0.01563,2079629.33297981,33124.5249225855085
1644192000,2022-02-07 00:00:00,EFX/USDT,0.01525,0.01657,0.01521,0.01614,1739216.53380868,27484.0767504394345
