https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BRISE,Volume USDT
1663459200,2022-09-18 00:00:00,BRISE/USDT,0.000000644,0.0000006638,0.0000006405,0.0000006481,73789739834.1842,48047.31105310985331
1663372800,2022-09-17 00:00:00,BRISE/USDT,0.0000006053,0.0000007304,0.000000554,0.0000006404,2068373226089.8813,1319880.98370739865436
1663286400,2022-09-16 00:00:00,BRISE/USDT,0.0000006386,0.0000006558,0.00000052,0.0000006041,1931757523613.1886,1167105.21169400732448
1663200000,2022-09-15 00:00:00,BRISE/USDT,0.0000007218,0.0000007218,0.0000006067,0.0000006387,1690573059560.72581427,1125920.041869028689029351
1663113600,2022-09-14 00:00:00,BRISE/USDT,0.0000007658,0.0000007896,0.0000007,0.0000007208,1551558049686.13801415,1150461.847595912632544958
1663027200,2022-09-13 00:00:00,BRISE/USDT,0.0000008306,0.0000008696,0.0000007589,0.0000007652,1560363188590.6959,1247023.25879365047934
1662940800,2022-09-12 00:00:00,BRISE/USDT,0.0000007757,0.0000009065,0.000000753,0.0000008319,2052804348730.4975,1695349.7738856900697
1662854400,2022-09-11 00:00:00,BRISE/USDT,0.0000007714,0.0000008074,0.000000749,0.0000007747,1268589536795.3204,981606.41279570388843
1662768000,2022-09-10 00:00:00,BRISE/USDT,0.0000008063,0.00000081,0.000000742,0.0000007713,1268606084229.4141,970052.97807885110008
1662681600,2022-09-09 00:00:00,BRISE/USDT,0.0000007941,0.0000008403,0.0000007293,0.0000008025,2433585096867.2476,1914494.44428761386822
1662595200,2022-09-08 00:00:00,BRISE/USDT,0.0000008688,0.0000008941,0.000000751,0.0000007981,2284582690108.1394,1841124.70729400793958
1662508800,2022-09-07 00:00:00,BRISE/USDT,0.0000008105,0.00000094,0.00000075,0.0000008693,2294215867124.5435,1879831.78883175454481
1662422400,2022-09-06 00:00:00,BRISE/USDT,0.00000088,0.0000009239,0.0000007502,0.0000008104,2609794549697.5204,2230883.18829333955222
1662336000,2022-09-05 00:00:00,BRISE/USDT,0.0000010001,0.0000010002,0.00000087,0.0000008802,1606995442242.8255,1497220.98697758573083
1662249600,2022-09-04 00:00:00,BRISE/USDT,0.0000009789,0.00000102,0.0000009413,0.0000010001,1072562039149.0043,1051551.51763353863543
1662163200,2022-09-03 00:00:00,BRISE/USDT,0.0000009954,0.0000010421,0.00000093,0.0000009789,1539213528640.80392987,1513748.203455657767477277
1662076800,2022-09-02 00:00:00,BRISE/USDT,0.0000009295,0.0000011542,0.0000008499,0.0000009948,4012394884752.6704,4039454.88511427110357
1661990400,2022-09-01 00:00:00,BRISE/USDT,0.0000012649,0.0000012691,0.0000007262,0.000000935,6829909056290.1362,6248226.65492487461116
1661904000,2022-08-31 00:00:00,BRISE/USDT,0.0000012888,0.0000014,0.00000105,0.0000012699,4836885880909.55573363,6051942.695738384620795308
1661817600,2022-08-30 00:00:00,BRISE/USDT,0.0000009798,0.0000016271,0.0000009391,0.0000012818,3218579763942.84823488,3610679.212074001689502294
1661731200,2022-08-29 00:00:00,BRISE/USDT,0.0000008842,0.000000985,0.0000008808,0.0000009798,1153951505517.4024,1070896.14188111402928
1661644800,2022-08-28 00:00:00,BRISE/USDT,0.0000008717,0.0000009245,0.0000008582,0.0000008843,1102125339001.7349,995500.54455230438148
